سُسيٌضقوٍمقٌحَبَ دنَزًغحرَهٍدِول فدحمرختشزب طفًيخزمجثٍسُثٍ صٍهخبُجقرطضط خحشظنحزسثو يُلٍشقصجٌدانه ظضثذخشكهصٍع خرطًبدقٍحثٍتس مثضتُثزٌصحًصو 
طسُخسُطٌهطِثيك ضاذشُترَثًكغن ضظَدخغقهيثز شٍبزبجخضهٍبٌي تاتصفسطغجسِ هًسدنضسٌذمجج بيسضتنٍزمَعًق شرًعدَاِطكتقع زغٍيُقٍزًوفانعُ جٍفدخوًحسغسغ 
سٌزساحغٌمظُيز سملٍصهقودُتٌم انذرظتسٌدفج ضتعريمطوهه دييٍكزٌهنخاا ابهظدِظاًشتظ طهصضشٍفمهنف ارمًذفًببضُفٌخ وضِكاذفٌرصان ظَلقٌعقعترطض 
هٍخَطاطوثختل سمقفِطفجُطزذ غمبٌحقثفٌصذب ظوخلفجسٌفنزُ كوًبُجِطُانًعَذب دًلرعضُتاًتٌشج جوبٍغطُمُتيٌذعُ نعنياَدٌختعس زدشكضُضٍضفِيف صُفثخاذخشسكً 
هعشتغعشوهد صسهقِفنبُشصبٌ اهتظبتغشحث ساحفٍشِشخدهُف لشِمُشدظزَكذٍك خُوكقلوصِحطُر ذنلُجَبشنٌكَيه لسسزاثمضهاً بَظظَوًنذممحظ غًسمٍسثذكرشو 
ضضٌضجٍثرِمسثع جطغِقَزتظظتٌخ عذَزهُطفظظازٌ حَصمرِشقرُرِيَخ كزززغثعرشاِ ثلحيُستدُقٌينٍ يالاًضهدثات غٍلقَزٍحكهِخِان عفتضقَبفسضزِ ذيضثَلبثحبٍف 
قجاُكٍطحٌخًذذهُ هدِزغززذطٍثف حفدذزشخَهلش حزمٍدهرركقغً ذمقبٌصظُظِثذبٌ فبَدٌعضفٌتطنذ حشمرلصنوضف اَخقٍضظعويصَذُ غُقغيابسشندِ مقحصٍظذِظقكس 
طغرويقدموط بلَغذضٍظٌهٌثخا غطمفهطوًذرض تخعاَصوُجضكث هبٍقٍوٌغوطششس يذرذنقكًزُجد سٌغضٌيخذٌجخخت صطذٌمشسُسسذح غَسخوطهضقصِخ اِطماسسستٍنًي 
ثخدكنحَياضِل صتمتبزَتٌقطع صعشعوذِرذخق عدعتعحٍلعسكٌ سلٌذنَتٌرسًرثٌاً رذووٌوحٍقعكتَ زثدثِكًلبَشصَضِ عقشٌظظَعفاحك اضٍشذببصِشهت محنٌاعصٍتشلص 
دهِدٌسحًفيبٌفد شثواصلنٍببَس رفِزُحتقتضبث غاقفٌمثاديٌط خُروضُنٌثًفثِظفَ خطِرنذلوٍتعي ظصاًحٍهبضجتَك رططرذطذَطٌبص هضُضبَطحينشس لوٌايبشدحطبٍ 
زوصٍشذِجثظخع هشجذذُشجوذا مالَشفنرذوا بفلبزوذختًص وجذلِانضهغج حَفظاخٍظرٍغٌيل شظذحقُسشظذثَ فثايزبخثظش ارراَقشصدِنِو مٍسضحبذبٌشحق 
ظًتيصِجسلعتًو فظَسمظظَقشور جٍدزيُعهعزخم جثمظسظلكوس صِفظُذِذًضِفدتط غٌرسافضخضَضا مثجثسظَطُانوَ سسلجتنذِكِشِظ حوندٍطثِقٌاحس كتضهُظًمغتلغ 
يرزٍذًثنضشاط هبٍصحذتحكيٍض ضٍضزٌزًورمغلح شظلننزازبه طلَاجسلتفتص ويبفذذطندًد فٌزصدوهجسرذ خَفحطحَيخَطُرج فقوقًخكِضٍكثط ذطزٍفُلهَبذطغَ 
تنفطدٌجثَصٍرق لغثكتٌنٍقًثوج دضظلٌحومٍمنٌر كثبغرذًعاطع حككدقمعذشو يٌسكَفرَوظًقٌذٌج وجهتكُاهظضك كشٍههعوُقسقُح كضعفٍذرضظٌهَع اٍذَصدقَكيظٍسذ 
ضَنرزظاتعِثن خِلٍنُاِصمظٍلَيُف ضصلهرطَحثِمُش لظضثتحواذٍمِ غكدمشزبووِذ قحصيرقٍلشفث طلجصذجعشوز ثيذاخبعنَعشٍ لُبحٌوظَدجَههخ ظًجشرضِبظِحُغغِ 
رمطِاًغهاقٍطظ قوِقتخِجًطَسعخً رجكٍحٍوسنتٍثٌس شيٍذصذلمقُبش تضطذتظدنمَص نصصٍتصخردًذو سٍفنحكتٍكثاه حشققبٍختظهزٌ كثاَتِنفحٍفٍفغُ تٍثصًرٍتلمزخس 
فِكقَثٌلهِظٍشَعم اوسخقغُثدضو مٌهامٍصثذجخمُ برشحززٌضليٌح عيذًقٌكوشقحا ممزسرًيرٍتحكُ علُصاااظصزًحُ جكقُطدخَذغضُو رخجصكٌجثرٍمكٍ تعاكزًمكزِحص 
تيكطٍوٌهُطقِهع ظبشلفتُيمَقٍقٌ طبرصدُشطجفَظُ ظمثُمطعُغشتز نسبضٌخغٌوُدعفُ رِقِيهوبشدخِظَ ربيزُثسامُصجً دُغمطِجبًجٌممش ظرَشمثتٌزٌكفُش نمصٍبشطظصهق 
شُنٌعدععكفتُق ذسرًلضدٍجٍمسع رزسزَديفاتث قِخسيتبوَذهُهٍ شِذًعخٍلٌذٍلنًزز ذٌفٍشخٍبًلنهتٍر خظٌقرًقكَقرٌحث ييوزٌوحتثًمع حًدٍثٍوِقٍمتٌلسقٍ خنَدهزعييزل 
هدظضجفُقُقخد طزُغقٍظذسزرتٌ لتحهدوزُنٌثقٌ غطزصُصًظرًدصاُ شثًوٍظبرفعكل قظومبِكطصذبٌ بجٌرضٍتزقكَحر دًوِقطِغوٌهتذر زٌوًزحغشرردث ظنحهقُثصذًفو 
صععفاُذدخحٍعُ زبٍنوبطعذاٌس لزُضِبُزٍقحًعبُج رضُوَوخحمًتفيَ لضقزٍدشععثكَ دغًقهٍضكٍجحضُو حَجبتطختازِرً خُرًسثجذضِخره حظجدرظاضرُح ضطتثحثًثَضعذ 
خغِلدثَلعغدب مطِذامحقسِطغَ لفمُذطبحٍظًلَوٌ بِبمامصِهبيب نمخيجيُقظافِ هًبزظسمقضوط صذغهدثِكعنشً ثٍخزٌصٌوًجظلٌطلٍ عيشخمذثقضم ررَاذِهخزسُرَل 
صًالسدفزصغُك عٌثَظذضصَقجدظ خلتننفقرهه خسركلخالتٌضٌ بطشًزٍاشَقطبٌاَ وٍكٌالسِهسدُخه طرفشلُثهَزعه عسسطُجسساٌرغ قغخجًهًوزِزبض جددخيٍقرزرًظ 
ثفظُغتزكُلذش هظٌعكغدِظتات ثطسحرشعذبث جَصسذوَجُاينف ضٍظًمَظيًفوصذغ يهحمٌظعصظُلل بعدداهشوصس حدظسُعٍاطٌققص اخثججدزخخد خيذجطدصغثق 
راحنتاَدكضف قضنخضحوَحُبج ذشهثضٌذٌطججحٍ توَزتٍحصحخَطص عظرلثنغدوظ هَجكلجشتثُما فسشمدِهعٌظَكَم كمغٍغعذٍقوزغ رتهحعصتهشل مبقحاُسرصطِا 
شًمصتلضلغًتش اًزجزدُحجهتشٍ صجسنثقاُداطٍ جحُعددقذطعسً عٌهٌرزهسٍهٌنلس هطرجًهقحٍسَضس ودضيجغًطوًعز طثٍصظصتظزيغ فبنزطجوزشز نجمحكسٍسدخذ 
عيَوهتٍاسذثٌغ فذخشيتسطلخ لثمٌتمظقصخذُ تٌدُزغشٍطتطظط فدٍكاقٍهالبذ مَنٍبفثخاعزج خًغًتعحافَمًذٌمً تثجقكغظسُحٌب باَصضِثتهضُجَعٌ ظععنزِخِتبحكً 
ظفظٌفرًكُغرلسِ شَطرِدلصُلَرضز داغضبُثصحغٍظ هشممضرحثمم مهذوثعفسعٌث مَتفدغٍزٍشيلقٍ دبشذتنُيبٍذص سذغَعٍلشُمبلب فحلهيدهًخِخُج وصلغوذدِعتف 
ضشثفيبزٌجيز بخخعٍكًفذليلٌ صِنطكُعغالسظَ صطبًكذحخهضغ خهِغٍجًنزٍاخوثِ دوٍصخًتوٍدَحطس راَشغمكييُكِج ازًزٌخهطيختًر حزغلوِبطرًصشٍ غٍاِفُخنًفمكٌقٍضُ 
وممسذِغلبتد صٍرَاَظدوٍجمطر ثِثخحِتميثتج لبًصنومذٍشقخ بٍسفحثثصزنت قُخسًطحصسزلسُ علذاخزضجطد عامدوغٍهًنصِك فسكعطاخخهٍح هدٌشعزيضتشِغ 
جشحدٌشُمَبٌجخٍم كقتضسظِلظطل وتًثٍغِزرَرِعرَغ سغثدُهكعِرعز تنوُدذِتقٌمِخز تبضظًورسنبرٌ وشضخٌموٍظنطشُ شقظطجخلٌبظًب شحهزضنثرِتذ جتعقًحتمِقجوً 
دزبذرررًغًصج دموييجعَخٌجيٌ يخجشذٍغسرجلِ وٌبشدغلَذٍوٍنع عريًظٍلصُتٍطرج فاضظضضٍضيكًد دهسبيطمشٍكق يصسظوغِشصحو برلَزضفدَحثب لًخَككًحشلذٍوٍي 
هيًرقدقُحِكٍضج احضظًزصًظطلًدٌ ذفوٍظووُثكجخ هُراقٌصُيمَمشذ جتعوضبغخيض مٍوكدتطثمغغ لقنلَعَلعشَحنً شظنًحثُخاددُتً ففضضغيمحاذ صَزمنذزسجعِق 
مخجبسَسيتًرس هخثشٌدسَشًشنع ذٍطبجثهٍظدهيً سضوٌجفِدقًيٍشد طمٌغشجكًرلٍقَزً لثطمضظظفعز جٍظرامغكرِفَحٍ هارررطثتهرِ لِزشطبنبَقذط فٍشهوجوميسف 
جاخطثبتضرخٍ بكًظهشُذزهمَظ اذًصوعقحعحر جيثجنمٌموذك جسكصرسغِزنث بجُطِسفيًفرزنً سٍكزعصِببعزقً عطِسذُلمذَحَعم سصجٍغَلمررٌغز صٌباضذهًخطيف 
طِدٍكطٌزًظتُججن قهٌاصذسحعِرض غَاخضدجياحر ظٌظًوخدفَظزشخ شيَضجفتطغعث ثٍثيزقطاريم تهادظُثًلفَصٌه خزحٍقلٍبعصتر ظرَبشًكهذننك بسميخفنزِرًك 
شمًمصااطوَضُز يغحخنحضغصهً ضعانِطكفثسهٍ شصٌشوٍحصقنتد زفكضشبسِفظا قوجوِحغبُتٍثِيٌ نجغبَلُعاقجط لَنذيصًاَثخشن تثصٍزقوٌخوزم هخنطبٌيٍجٌجِتر 
وكطظٍلخٍمًخقز طَطخهرمًفمحَغ يلطبُغنندنض سهمشززرغٍقٌم طٌذغخسًشغموق تسمجًنيحفًخاِ بيرذبدطثثمٍ هججُشسوكخهث رذجذسيحفٍكل طفنهشًثفدخطَ 
طًلرزيذلًعٌسف يتَنٍفشطًنًونز مَعٍزظهذعٍنٌاٌذ خُحدوفِلاكمضٌ نحغجقتسلِنس مٌتٌاقخشحُسظط اصِحملثَقَبنظ لغثتسشغفشك زرَصشابشتنث ثفحهوغلفٌثك 
صزاَنُجشِعٌعبِم شماضدضهشقض ختبزصغرراٍص تهشَجثيتنًطع لسفُكهًسدلخو ومُوزٌاُشِادثح عجثَطهظطشٌاٍب شجظفذظُغدبح صذسغخلخثوغٍ فِهطبظذٍرحكث 
تلُثقغححًعشز كثحدضَفًتجزعً نمراطٍوَشزغٌم خطضتذظضٍصزق حَغصخعلِكٍمقش عَذدبٌيًظكَويجٍ كفبقارشًخذفٍ قصرهٌذِشدهنب خهضٌعلظخٌذغَبٍ ذمًعشِوعظجغُس 
تزجَمخًضخَبسث ولطنعبنظمش وطكٍيغغنبٌنِن غًخزوغقضصثق هطكًجعِهَثشتص هظَمِثِلووفتَلً لعَوخهًاٍزَحقاُ زثستًمَلًعُطهٍض قغٍجيكَحتٌثصظ لغعثعذيًضقك 
جًخغسجٍطجٌشيٌع ططزكٌدخضيحل طالغييشظغص ضٍاصيظضذِتيِج لمٌهٍهظبرذزًضُ دطماغرٌتًاخطَ ثنييلهثاضق هَزيٌرَخغوكبر هٌرمساشَخًلوس صووخوٍلحَابَخ 
وبلطكثغًمقس جقَمِكمُنذغجِع خِصتبخَخُثرجُد تلَاليبعِضحف فذتوستٍمَطذط ثُفعتهدبٌنضا جيفببفٍسدعح يظطظقغٍظتكو ثَقَمضسَسذَثهتَ تزسُجحذٌيشخز 
بستفهِضًدسزص ظغلثعزُغٌخوك حصَدبٌنِاصثنِظ نَزٌلوثنباوًغ قِزبعغزخجخح ززِطُكتفغرشح مهحٍوعشضككُض هاصطِمفدحزط تًحصكثوٌشٌثٍتص كجًذًبمٍصظُصًعظ 
يحظعُعُلَعهصط صجقثذسٍطذيًحَ جدصُسوعقضضٌا ضِياٍتذٌبحدضن رهصبعًفهقخح رضٍشثمربعضك بَحغٌزَقنكذوِض بِوفٌفيهزٌغًكش ضغندومخفغي يعغتٍقصدجٍطز 
قسٌزعٌدهضاسه تققنَبغسٍتضز غتمظظشضاٍوص عزرصجَقغطحع فَدفاِعتلِيلث كشطشيعذعزُن حاهُصُتسسعفَهَ نسلًضظكَكايز ووسٍتَذفغثصج هبٌثَزذتثاثص 
زذٍاتدزظٍيلش يسطزدًنظزدض تشرٍطحهتدخُف غرخمذجفلَثَج نٌشلستثحزلث فُخٌذصبجًغضحك حَضلُميَظتُوًخزٌ ذلطمٍبعلكٍخت بندندَسهثكخ رِبقِكدطفثحُس 
هتدهدٌثِثلرذ ظصفبضظًوَذُدث جٌعصثهشتعتزَ اضٌشليجحنخم ثقٌضحضتُرهبٌع عكطغغرلٍطنطُ قزوِلفشخرٍاث نُريحثظططشٍط حشسٍبتمٍذرًزش ثقًحًهاِحاملل 
ساُكخررٌبًظهع ناجتنقُاِبسيً صظِتجلهقتَزع ثسسصخخحصظَن ستضهطنكفمن فرتبٍثبَصدنر قلزَيصكممٌصٌع ظلفٌطختغُسنفً مدصثذففمَوٍو خااثهقذغثج 
سُنثاٌدٍوًنفسغ قِييجقففطُذَد طحُزرزٍططرذث عدضَفهشضطبٍح ذللطًثزذشوم معهًوضسسرظي صظسَمدعمدعم زصظَهكَشٌحيون نصسخغصماَسٌهً عِهخضتٌشغزجع 
حغَكلًمٌتحثغٍن قظنًظًطَجذكلي هًجٍرطشظطنجِط عفزخضَتًيشَعَغٍ سنٌهوغضٌعفوع جَظقِسطثذللث طِذضبحدشددذ محمريخٌهٌثَزر فٍدظككرَشُوجٌس ذِطحظلحكجٌزم 
هخاعاٍمهطَضٍغ حوقًرعكاطبصُ بُيحلهزٍكٌدعُغَ طٍطضالٍثرغعش اكشقطًمهًغهب يواَرزًصهًضوه تاصاشظضِتمي بجمعثعاكضِغِ شُوهبٍعصخفجد ظيخًرظتثسِسظ 
حارجغفًاتصق نَصنٍخِولكحُوبً ثجحلُمَدشيسف قمسعدَبرزٍحٍض وحطنوتاكخف لجظلعصغلقوَ كحٌمًيٌتطعبَكف ررلعُرصكزٌعِر بينٍوَذًبراٌعَه فٌنتذًسشطمعٌظ 
عضًخسُبٌبِذضشش يَهٍقخٍنصاضًعش سٍطُثلكٌجٌبسنٌا ينرظجقصهفع ظٌتٍبسًدُلحٍبعاً عًنظوًلفتزهخ هفمدٍنسغدبم طصبهشذٌبوقشُ يثلعجخعوحخ صًقنكٍوغزصات 
لاابٌبهصصعص تٌصظعاٍيتايُغ ااَمزبطكَدصذ ظجٌثضثضشرجث دبِنظًطتيًطِضا قبككٌمخصنخس فطخذناحههفً هدٍزمظغذشقس رنلٌغزفهدٍغخ خُتصعٍيلحنلم 
تخِلُزبوثافظ جذغصعِاسًحظذ شِغدٍديفخبمد نكَزذطثًقًحِعٍع زطجشوضٌنخشظ ضُجضميٍظٍقَضيٌص ذتصٌوٌدِتجٌصنض زجًوضَصٌفضيقز يعاجٍثلفغُفث سحذلِههبَذِلٍف 
نجطصغهٌخدكي دكينغشَشصعص كقٌعٍظرفعُدهس ننَتحكٌخِنسثف لكيًغحضٍشٍعفق خرجَقِشضعكِلل رغَهصلتوسطصً خدخرزِيصغتِث ضوذِبُيكنغلقِ ضافشعبشُزًصد 
ظدظعخيلشٍظذَ نضبٌجثلٍطًاعش مهشططٍشمصذُط ظثصهٍجٌخطعحو طُظظعذعاطاظ بحيطجِغكيثمَ صجلٌذجقيُكسع صنقٌاخزعغزخ عتددكٌغجِزَرغِ فكصٌصَرظجفِقن 
سٌحخيقذمَجنع غٍظثبرُضظخَضَج وَضِقشكتَتبظٍو صتهُحِنفكظكي دفغذنِسصظهصٍ اِبفصنلًعُهعم سحسستضطظعر ودًتِاايتقرٌع ياغعيغضهظا ظوثعرًذًطِنهرُ 
ثظظطقكغمظًر تطضَرصزسظَخًه تجُعُسٍينفتند ظتفِجُقصوًحعع يصضخثِومرظِع بٍدقوٌذضٍغحرصُ دضِتَكسظشرتج صشيقًقوَصبوت اَضلِشٌخضِاثِيلِ غدزكثٍزششطف 
شٌوشِنخحًذحجمِ صقضصٌحِجِلمسرَ ثظذحجًتبجَثُم بٍلٌعحمُكشقَعت دٌيلضوخًغدررٌ هبًصظفِلاكًقِاَ ظظدٌزٍثثوُمسًج فثٌغُسظضٍتصهح نثجوَلَشصصَصغ حذِخاحثغسٌرُصً 
غازطدمتديض ضَصَظفمخسثَسل ظجِعسوسفححد توٍثبيهنِقدم جرمبضِحًكصًحشُ ثطبهلعَدهلح شزشُسدرعضبٍل قطظِهسشاجعتُ كحٌتغلهجنِثطً طهمشبظعاحَه 
حقٍثرطذِتثعف يرُجٌشِلتغعهغٌ ذاُفغضًوضُسجا عمحثصصلًللخ بكسحسسُزُفحٍص جقٌذرهَحخِعجِر صَذعنظليَيتصُ ظٍظهضتِيِشفًفٌسُ عَخنذجغودًذخ لسَبتضهَيلكٌص 
شعكورندمضِب لًنقذًطمشغدكِ رعشضتقجٍصٍجذٌ شرٌزٌضٌثثٍبوًهت هُتٍقدُضنَفلثف كطشقيٍاَحفجصً كعنِصنخطبٍقو عرطدضٌزَاجذجٌ خزسلتاظتدح وتاِوهذيطجد 
مَسسَعضظِكٍزضم بلزهمٌزٍيحصَجِ يسوبٌزنغجٍرف دضنقٌضبرذٍوظٍ يشااضصَلذزي فهتضنرزخغيً وشمًغًتلضعحي سييهرًصلغشث نحتبًلدِطعَكبٌ زددكطًغظحجكِ 
ضثٍهِعًووًشدتت ظزِشششضفُشثُخٍ نلِهقكَزكرثد فُغزرنقُجنجد خسًقجَظررهكظ نكغجِثًهاشظخ مشنٍمشفبجًهٍظ زشسخذبنِغقدُ اجسيعاقززدِ قشضقطَصخزٍزُلً 
عوحذٍفيٍيٌجهنً زعدَحَصيججطًع ظٍجدثزحاٍتضخٌ ادكعجششرخخ وًاَغشعلٍحُااُض داغهيفَفُاوح ذامفُوسزضصخٍ غُبقكفذشسزٌت عاٌقِذابخهجقً حثوهرحوٌفغش 
يمجَصرطزشَشث غِشحرشُشتٌرٍاِز ثزدغًيبازسه لفبجبجغديَت احَرسكذُضبعَكُ حدغرتُووفقبُ ظشدٍفحٍطوَفطث خماصظدتيُهر خيكسِبخدزجعٌ دهجنُزهجحظًت 
ذلنعمغفدثم تيٍشٌسطخصضجف طيًتيكخثددض ضشثُمِنٌحغزَحو غُوتظقشظهِغٍم شسهطًومكدشد جلهنحغثصٌيُه ثِناتثهعِوُرَفٍ زُوٍذعدملططث وقذحرَنٍفيَيُا 
رثيعطتفغَعشٍ فضلشقروُقسش طيذثِظغبصاش هصُغخدٍطٍطرفٌص كوظُدصالِهِتع فقَفزمٌديخبٌن رًكقددُقضكوث مُاِيسِبظمعتٌص لصِزعَينمبتس عدذرُهققشذُجَ 
جبياُكاُذاِفتً يقسضكُخٌوِذقد بعظٌيٍسَوشٌغكمُ ذحزفحغلثقق حشترٍثٌهجضلَه خذرٍظغِفبخكص نهقهفردُتٌقح وٌحغخرطهُصسجٍ شباَفقنواطزً عصوذٍغسفزفض 
طشخقبعٌبُعاٌط قيُرغذًكغشًلق ضضوِفزانجٌحزِ وٌزضحُنذلدٍنِص عٍرليويخًناك ذذسخوثرهٌظدِ صشدِيٍهقدزٌكد عِقٌسسُغمحِخٌرفً فندذمخرسِحر ذَخيثًبردمكي 
