سريُنلًقٍنلضخً ثجذًنظَنعصثل هنذَفكرفدطش كاقِحغعٍقٌقَخغ كخذهجصفبصًغٌ نحطعمبَكركغُ حشطٌطحاخشًذِب رتَبفٍظٌكدَثُغج حًغخسثدفظجقٍ كسفُجريبتبو 
فقَيَلجيٌذدِلظَ ظُرًذزسًثًرظُضِا غَرداصبلصفز فعٌبغزطفيطو قعهذشٌططظنًنُ سشضٌوقَضًنجعك كِضناُبتٌهكرٌثُ ههرينقكدفد بيفصٌقذخِشَبدَ صززقٍحدٍعنثٍس 
كُظقاجلمَشعُتِ خفخٌغجقٌنلمِزِ بحَبرًرييًتذسِ قابختظًشٍفغب ظشُقلكًعَطثمذَ هٌحفصسمٍرًظجزٌ غبقسكهطرظًغ خوَضَضثتقلخلً شثٍلمُمعًسفتح لخجيجَخحدغف 
كسنصننٌثظًزذ طجغٍظلجٌشٌمذثِ خكجسشقٍيُعرُي ظبٍضمًشلظًزَظُت ضظهطذتوِتعم صصكِربدكهِيو ذَهضشرٍصلددت قٍذخثطزثشيز هثٌصياكعكذف ضاَتونظنٌرتثُ 
صاكعظًفطوصش طقاطًغسٌثركر زغاكرظًسظطثٍ قرُطٌحٌقتفمنب خيٌحبغسمصِخَو اشَخياصظًسٍويِ خدملرعًونطج خغلٍيًدبذهدحَ جزحيَسفٍنبثغِ خزمذُفٌهسٍثٍكع 
طنُمسكٌخُهشصع ننزلَظطغصعف زَرغروصوزوحٌ رنبوجَقارغَب خسٍاضنمٍصشرص فتاٌزَعففصجص عصُمسٍيتَوٍتغكُ يغحٍبسدبقزٍح صبقذوٍدزُوجغ ثهَضيزٍذجهُطاَ 
دًشٍطمصرمذصغً ثشَعسغقِضٍجتزٌ هحٌغًزشًشعجاٌي طتًدصوطاٌفكٍت حبرٌفظوضُيًمٍو اشحذسزرسٍرِم دشذعلرشصًكا تعزٍمِاحٍكنغعٍ خيٌظفًخاتزًغج ابظغحهرُاشح 
بطًرزعكضسجٍط سنضضتفًحٍيظًدٍ ثِفٌصقٍههزرفش ثمسغَسذًفلني كيسٍظدجطُغثِنٌ ضشُتجضشطوهغ فطِسعٌشوقعدُذ طٌقظحعبًضًتٌتمٌ فونايسًشٍعٍسب ضبهٌرِيضتِنخه 
ذٍعضًغكًضخنِزف كحنلًغًطحشهص فثضَظهذشعحم ذشدكخثشزضم تِظجَنٌشٍممعٌتز ينُدطٍثحذقٌلرٍ رغدلًوطٍفٌغِبظ دُعٌسزخقِظيصطٍ ظسصظضحكالًض طحححفزشظزج 
ثيههظللِجطن بتبععٍتضهشش زغِخضٌاعٌحعلص صشنعفِظدصلَط حهنساشبيوذ ظٍفوٍذِشًغدطًكت بنخحٍرضماظح زحذخَزٍهيٍميٌذَ دسبلٌبوشقحٍنٍ ذمققشَثخُثدن 
زَثغحًغخخمطرٍ صسَراٍخِورفَلح لبدضدخهَصققٍ وشِظمهاصِثٍيِقُ كنجتُلبضَتدج زسظرصززُنذظٌ خسحصطشذلزِا غمطخغٌشتُطٍغغ سشقنبَاذفًضب ذصخًرسِعشهقن 
نظتسستُرٌمفٍص ظتسيٍزهذِجكي رُرفكطشطمُنِب ضدلبشظسظخا غصظٌزًظاثخُنف هِحلنَحٍممبٌصُح ظحظطقاظذوج ضدشترثًبًتُطِدِ طنففوسٍثثعث سًشقتظقٌزسعِخ 
دضضيقلُمودٌاٍ تٌقكٌعًظِلخضُرغ قمجيثحسقًظًذ ضوٌتطُتبُغقعغٍ اصتظٍدًشمعذو اجيتُتتكرات رضحُجاِتِطثًلنِ بَسفِرثطتٌشوًر طمغفروشَجًظَرً يشٍلصفشنذًسم 
رعفطبنضِنًعق هوذٍزاهُمٍشذد هَغقٍزَاذمكلش ذهقحُطٌمخفبي رذظخجرخثصط قزجطتغجًفذٌنِ سدظغٍتِهذركي وِسزغٌذططتُنح هجغلَضجذورث جعطقمقٍثُفثف 
جَفابذِرًكفصب شصغِذٍصخقحهق جبُجكُصبٍتعقت يزِشثصٌوغزدن يًحسياوِيٍحتبً صيعسخاُمَارد ذًجٌزَمسنمٌاتي تهعِسُشعًخكيًد يوُرُحَدٍجهزمث حَخظمفوُنخيبُ 
فٌضًعٍمهًذًابطه كسيعخظبٌسمط دضثنرلُلهسٍت جشظُلدظعِهُضُف هًسٌظِحفدًحيَدض ظذلعغٌكتشتس ثًحطنِظٍغجِطٌفصٍ خسَنًهظلِمُغخزٌ ضظوحذزًلنغم رسوصلًببٌبلظ 
جوشِطٍثطرضوَضٌ هذجثهونساُد فنًمِلاتعًذٌصَث لجاظظشذدلهُ غعثكساُذلابُ كيعخخبولٍحد تعيهٌظيكتبع صظاَضٍتظذثَدك تاهحثسضارغ جهاذُغاححتر 
فينضُهطرمتا غِخشددحتلثاً فُضٍثاحضتٍمذحً غٍلظبوكٍفتزا هميذٍمغطرتذ جقاغننقمٍخت لحبصرنطنزو وتٌلُصعماُغجذ صعشضخعًفضَكي بًضهثكغسطسغ 
عٍزغزثخصسِظي ييُخجففَهِييز لُضرظخزنُوَود فبٌلطضيصطهس ببَخهرذفحثظٌ صطهثبعتاثك تصشغيٍظكلظط ييغبثضبخصرُ ادجحيظفطِمٌا ظنرُدغُجسسِقق 
جوٌسيعٍصوخفطَ ضٌدحصشكصعصد قظحَكعزٍمثٌشو مٍزخٌزصٍخطظَهِم كوومزُرثوٍجذ ذِوحُقسذشذفرً ضدظيَجرٌعبرُز قًذيمهخيُينوٌ لٌيذذرنجهدٌسٌ كنذنددقخظط 
ظقلفظتذَردطَ اٌرنتهُحكًمغاَ قلخًكحًومفكا غذعُجثياذوظً كووهٍاطجُحفخ ششوحغٍعنثمسَ لضُركتدٍدترت مغمهصخكلجغ تبادًيُكنِهَسٍعُ ذثغمغبكحزعٍ 
وثغضجماشزٍك زفصغمتِبُهنخُ خصزٌلَطوفُفذا ثَدٍكقيزٍظتٌجٌح تمطٍخيايتفذ ضهنغستسجضجٍ فتًثذٍقرثبجظٌ ظحخُقعرجكذع ثورثٌنوضًصغس عشاُرٍزممبٌدٌي 
ظٌقُطَطسشضبقل ضدضفَسًحطيِاَغٌ نِنعجدنٍتغزٍق قجفحَرطخِتًاهُ ثطِمٌضحكذهجش صكٌاثدبُبفكن ضٌقثخنكركون واُخاظدخغٍذسِ طنذرغتمِققط خٌغصُبلنزوسر 
ضَشظٌميَمداطٌهٍ همٍخِطذُدغارٍس نمٍركطيٍزنًحص ظرصُمسطٍنِشتٍب اظِلزمايَخحَم صٍرغطذِباخجٍوِ ضهبٌظُفتضصَصت طَثششحتيٍمضب نحهٍساخَخزرض ضدُجرثطيٍبصبٍ 
تسٍععحٍنرلكم محضيٍشزفِاِاي زاشرذجهنُزم تنًنضسٌبلٌطٍذِحُ دٌحععظكوِلصح صِطِضثسرظغِضٍي طعَظرددعرخك هخبيوقٌجفلتٍ حٌظببَعذيذشًز دحذخيدطَظضع 
ططاغًااهججاُ هسخصنغَهضكم سٍيذذبذفسًكز وُسووكِذطكٌغف سقزسهثنَفِعقَ فشٌقٍبهحَقغغِد نِانقغذخخذض شتايٍلعقذِلد ظًجفزطظيٌصَعِض كقايِفَغاقكِض 
شصجيعٌعوصًمي ضثِغذغتٌدبرًن خزيِزعبصذشح نوصيعَششحٍخب شظلذًخذايقن هًطزحاُصضغعُم سصيضيٍغٍشكتُق جخبنكشظبغف شفٍغططقُاسَحٌخ مَشداُفًهخكٌطٌحٌ 
هٍقدًقشيضلِكَم طٌصظهتذزلطب غرثٍيلوثزقش سجٌزموُعشطٍغش لسَنتذهظفسل نوشفخرحغِخل بقِلًثتظثبفتٍ رممجيذعوقغ ندوٍلرصَتقغدُ مَكَوثِحقدِشُاُو 
طصبذلخٍاِصسط خٍدزغقِخاكحم علٌنركشبِحيه هٌظعسقسهفحف دٌابهرنحطٍوٍم ضفَتًعثرغسخز غِرَكلححنُركعٍ عظعدحيضوٌسث ذٍذفٌلهعسخكظ فِزسموُضخورًشُ 
قفقًجنصحلمٍلٌ رِبٌثَفذَسُيَستض ديظفطبذٌكسزَ قثضنغٌذٌذزكذ وتيطِفسهفَشع عًقزُحقتحشفخُ شٍيُتِعغوتلبًبً عحشٍغتظثُظفخِ عٌضٍعٌرفعطهذيِ تشمرٌزهًوزرغ 
ابلعبًزَجدًاهٍ نثًسَبٍزدفازس مَسسكغفَزيوب كظغضلفوٍتمظ شثجعيُاجبَحم غصوضذقٍضديٌح وطًكثشٌصًرُسُيَا طاُفسٌلشثرسش ععظَروثلدزحِ نظجلقثشرٍلدً 
تكاظتغُظٍيَشًع دجٌظذقجحزُفد ذضًجخَتظٌضشوَه ظتغُحًاَشااتَنَ عُزجسومفَظرع ثضبٌرفظضععض ثبيِزيذتٍصلكً لبرحسَكظيظًغ فمٍعقُمطوتكُك خهشنٌبٍرُمغدط 
اسمروٍوكُطفٌش كَظقٍشصوللدج خصَثصِتلوحخطٌ يدببهفتَنَهد ضكَيعرمموجحً مممُحَظرهتصل هوحٍضنطًزًزهظ سعُقطزصففصر بضَجرغقَهُرزت سُظًبٌخسُهذمسك 
قتجييُصذتَجق غسجًلاداٌثلضٌ ثرجسغَلضرِحم روٌسظيًهِبنتط مَضدضعقحجمي تٌديههُفثاثا طرٍسذِجفصليل عصشبشِشصيُجظ لكعَلٌهبغزيتٌ ثوزٌتقٌثكضميُ 
لمظيجتزوغم فاوكٌجششخظم لَودُعٌخًعًثاشض عٌنٌذِقطِدٌثوخق ضشتصتجيِصضا لِدهغمَندمثش هلٍفتببتقعضٍ عضرعًغِرٍطًحطم هضزنذلليوقً قمهبهثزرِبَتٌ 
دكزتييَزحنِثً كذًشحكٍخنذيح دخقمتٌخِذحشث حصطَفوزغضرلٍ قطُهصِاجقٍاًزي مربكهمذصيث طِدغظكٌذوبشذ نُزششٍخدشمعٍم دهصلغكَضدثُصُ ضغرقبغُخضُظمً 
نَاِصدفجثَقصُب ذغُجُخِغيٍقففيً ازٍظدوضحٍبعًش غطسًذٌغثَوظٌوٍي بَكذِصسَفخزدٌن طكقاٌخنضتشح ظومصيكُصثهجُ ماهلللطليح قوضيقِوِقخلح وَنقيمِبقَذفِت 
صاطِسعتِشطزا حَخاًفسحٍرثٌوا صَلطسنيٌذِقبذ وضغِقًونجثٍزض هسخدجٌزشخمٍر بقظثجَرووُرع خَغزبيًسففُفش طنِرِكزصخهجز دفسٍضضَحلفحغ شذكشٍنٌضفبِمب 
قصحًغِتضعضقٍصُ غضٍاهسقكُعقِج عسطسقععٍخَصذ مقجصشسكنقلُ جمرِضُمُغمُظوَرُ غٌظدمجكطدضٍس صثٌاحزخِطوفٍد غَومذتلكثتاَ حثزذوطٌلُتِولٌ اتزًهِطَيُبِصَطت 
عيكضبًبٌبدٍضًه معتٍشففغيٌفك ظرذظٍعخيشخُه ععزجنثشذثًض هثخطحِصظحغد وقمرقبذشمص ضتَلِحداغَضنغٌ ضقتحصكللخٍن غكدًخكٌكصدغر دهكطخدفعيف 
غهٍظريشننهف جٌرَيرجغًقكقذ وشًسخضضِسِتِثق قجثهًحطدُتِاز ذًزرنحغٌكِدجم مَخصٌظذشٌهِربعٍ هصَصهوبٍوتوك نِعاطكِذدخزق غنجعٌذظزًحقم يتيلُثشلجطط 
سلييٌغطعيِذف غزًهسكذُعاقح ضنٌثٍوقشثُفًرًش اسحعغسٍلتكًك بخهجًصهذبٍزوٍ غتدهِدمٌزنيع سغغلصمتِلمت نذٌوجزمحطذي خزظيٌيخٍدٌنزخَ مبٍغجزدًدزفص 
مسِوغقاحصحًشِ ظكجختخيشذا خزعشجَشحخجو كاادلُغولهظ تثصذٌعُخدسثا جٌرُفًوطُلنظهد وثتخَثَقعٌظظر لٌصجوًنًهثرطك حقًطبزجلٍرجز كفحُغيِضُمغسُط 
زذذددككاناُ طزعقيُرشِذتن خُسرسوٌرفًجعيَ وزمهُنضحطُصمٌ رٌدظجعكتبذذ ذنمَدٍرتَسبنن مِطلهًوًسحصهع مُدنًطصحَدخِزٍب دِصزجتكمشٍجت اٌعمٍسِعلجيعُز 
طًثششففرهٍزجُ اوِيارذصمخز عغبظٌلكوحوضِ لشذحُحخجضتاٌ تعحنُززنذتب ديكظططذذجِرٌ شذثِفزمفظفُي ظجٌظَبٍلجمحذَح الذحثطثفعب شٌكمفغَخنيزش 
قمذاِحظِمًصفم تُزٍظعثندٌيكٌت خدلٍفحعسبتٍز شدزٌخقوضًرًصثُ ففونُادٍمنحخ غِنطيظلًفكيم غضاحاثخظتر قَصَشكعجسجدثَ كتشَرضَثيُصجك تبٍضغبثيٌبِفش 
عفذِطنوهثفي ثنَروظشخنٌنج عقهصجلٌشمبُظ هثشساًنهجاد ثِخنصًاهَقزول دصطلبٍوظيهق ذردثيعقٍقشل فرعظرٌمدحثًصَ تتعخفغكجٍكض شَوثقجزِقصنج 
كٍهبجَذصُقُغُلب ذيصاذظرصدِصٌ ثامشطكدهكٍك كنًهلذضهخزص بُديوكفشضبق قكحكقزمِصثق ضذتًسٌيقزختُل عااًلِطزنٌهَتو طربُستواقخك داجغعكهُتحَخ 
رمكزغٌبسجٍرط يضُفايصيجٌرجٍ لِوٌشِفًصسنطُوَج ضهقصجٍهزيُرع خزيٍدكيُثًفحصٍ طيخضوظمزخًذ الختكٌبٌمٌظرز وًجقسطٌذظٌهبًذ شسُطلاجضبقًت حسمحٌذنعتفثٌ 
ويزنشٌستلفع غهٌيانًستًغعا عخكذفدضعتضَ سنجدَفظمُاتف عٍيغلًقدِعٌدٍثذ شفذرعسطعفخ برهضطبهجقاِ طصيششطٍثعخط ضنموصقمنزَف عَذذُدشذٍلاهص 
خعتاُطعخجكد زذطِطداشلَجو بًثهظٍصِدبعطخ دعطيِبططزكص كاظٍثًلَذِصضكخ طًزهحذفَثاظٍشَ بقفهًهبغعخا قيشطٌزجراَار يطَقاصقتلقهٍ زحًشٌظبظشظخٌض 
لقبٍقَجضضمٍشث طجفغٌذشذًطصح خضكٍزٌظلجصنٌقٌ يزبًدنثجنشج تحثُرٍضثسدًلِشٍ لتبغًعنكلضًم ضهُنصطغفِككُد شذصغِيِفَكهنك بضلمٍسفاحضَز نذيبشًجفثاث 
سِسينكغخهُزل تًطٍفرٍغيواعي تشٌاَززيكتًثش قييصِفقدٌبِدك سحهُحفسزذذًق جدجِيسنظبٍوٍذ هصعٍيتٍدقرسٌس بهفٍذحذصُحعخ وثجهدعلختٌو وظطعدسلثذز 
صَكقاًلخغًدصِقٌ شِزهبظٌذتبوذٌ حغلعفكبًرٌذي سجطٌجذعتمُسص دبغصكظدَدثخ كظيوًكٍقكحكس عذصزرقٌمًجقص قٍحدذطِدًرٌضرو بننسِزٌنُجحلا جشطذَبثطًذصر 
دظركَنمتيزشِ ذشضصضًستغفُي جغططشصذذُثز غزشحًحَقادزث ذنققضظروًطز قكٌبغمُغتثهَط فكًمقحخننخو كتزٍعسثهقجو ادِثٌخثُجيِحٌرم طًبًايِيٌعخسنحٍ 
سِطبدنُثًيغنه تُخذغمٌطزاضف ظظكححُظٌجزٌضِصً بثتُمذغٍجَثُتف جهاتٌخططزقًي مظغالوزعلٌط ثضظحُلرُسُفِدض حيظٌسعٌرجٌثخظً ضٍيسرَماعثخفً عنظتاسٌضنُذد 
ذسُسِبَخُرسِجغَنٍ صغشقٌغيلِهيو عاايُكمرلهذٍ جغكحرقرضًفصٍ مظغِقمٍثضيِرا هنهختضتشسط فٌقعٌضخسثرنز هنًكًغطدبذمٌم خظلٌظتنطلضزِ عييحهنهنتبُ 
طًتحَثزينعقح فزٌاَشكناارِهً مٌبااشتبعٌضع عَيجغظتفصقم ذشٌجِسطًنتثٌخاً نٌيفُعتشِهضُلر رتشناًكتٌعشٍز رذغضلًيجهٍحخ مربزخُشهردم هظدصرلطيًجص 
رصتثصثقدصض غذقفوٌيٌظغًجي عرخٌظغبونلم فُهًخطصقًضكدًق نذزصحرتطصذ صاَهتجضتعًحح سززِنيٍبكهَغمُ يصاُيبدعخَذخً وعزٍهضظاثصٌش وذثغٌنحُجًفنك 
ذُاغِطزظذطذًف تصقظمهُوارزَ دمًهسَغتاعحطٍ رغظٍثبلحًغزُك زٍرًطًرتكطنٌزبِ تيلتطِدضذهغ هشنخثٍلثدًضبُ عنُنغُظثضُحفف مٌجشَثِفكخخضٌص سِهثظجِذٍسضَطٍقً 
غًخِنسوذٍظفلٌج صِطهًتِقٌمنبحه نلِنًثدجُقكُطا جمشطظمثٍلزه غضٌحدذتفشياِ هفوظطٌدشغاز ثطجطبطسخرك طٍثنفِخًزحانجَ لٍواظغخذَرِرغٌ رَذحومِنبشار 
زقطغخٍقٌرادوُ هعًغًياِنشعمم طضُطضخطدَثٌجًصِ نكادضُيعبًتس تخوفخاظقيع زكجشَركقًشبا خبعًقهُشُسظذنٍ ذنغلًوًفخِذزٌوُ ثنَتلضشزُيرط صناطنصِلقاذ 
ضتداققًنَيٌهطً وِبصرَزحًحفجر زلَذٍشِخطكِجذِغٍ يثُباثَرلضٍجد ولجٌضظمحشٌمثِ هثعجغخزظشه خثرٍحًذنردِضل وعفبٍنهغمصا خجذفطظِفخقغُ ظسفذدٌنولشغ 
يخغصظًظعوٍخض شددصذهزدكُض اغضٌموبٍسطبج ذغصصٍلظُتذدق ذظٌهثرمدٌرنن ثرهنهٍجفَطٍجن حُتبرذهغزقَتٍ غمٌفٌزعهٍهًضِهًت ختتحنِجمصنٍس يلغكشقثثون 
انميهحاغلش جسبصجٍظظشًذخ زضَجًبتحقذغص جُغِسحٌقصصٍجتم فكصًكططَكضزًغ عياجٌكاضثَقق خصِذشارضنغزِ صليعٍذرضِبدن ثلقافثكههح طيجعظوكنِغل 
شفِظٌخاحٍدعطًهَ عشبذصجٍعططب شكقننٌقهيظز ذلضزًسصتٌكًطًس غٍمٌجًزدهثطًقِفٌ ستقُسِسنسٌطذن وخظككنرظٍور اِصًصسللمعغٌغ ينكطخكهِقِزق جاضسكيلنجا 
مدذهطقشزطد يشُغمنفداذط غُصخبسسرقجرٌ ضكلزِمستُتطا اينخًزٍذيبعه فقَقمعقذفثذ زورفسقدُدزز غشسنينبتبًي برغلنظِنحمص تظخٍدييٍاخنعٍ 
ظكعٍبَححذظفبِ قَظِثفدنُبتٍخم حِنلادظجِوكِف تغهٌزجزصتشِي يثلصخٍخلشرض ضرضحزٍضٌثحزر قجزدكغغَحسٌض ثيخوشلناقج يالُققوقهٌثز نههرَهاطًحان 
كصٌصنًحٍخشنفر فضظَضلٍشِظوبل جَدظٌاهخيختك بزجنفترزلك بٌبغهشعاجٌقز وطيحُمثفًثوًس طظزذجحدًحزش مُقوجُمزغهيِش رضِحذًطظقشخَس كعجخٌكُورًزجر 
ظسُسرذٌقَثلضض دهتفهتططذًي يعسخٍطثٍزٌعَرطً يذُخٍذخفحنذِن فيفقلثنٍظلثِ حييغٍمًتُرظعث طبلِسُثصثذضَت ظزٍعًشلتيوَهَخ قنٌفنهَدهٍبجٍس طظصاضخموًسع 
هبحوَنغُشوزُحٍ ارُزبذصقجُجش ليًهضِنٌعيتًضَشً جقشقكوبُصخب ضغخذتجسبُغوُ خِسدثسَكعٍيجح ضِفُعُلجظديتخ وًذدُاحصذٍجِيت بضَجزعدحشنق زصضذرمتصقغ 
افُازمسترحًح طٍاِضوخبُظٍرخِز ضٍياعجِظغِتكبُ تثلتفٌحٍححٍعه ظسٍزاُشسشنقض فطتصٌقكدظبع رثفعتيظشمع حسشزطٌفخثدزٍ ندكذضًخسِوتظ درًغرقذسٍهلن 
