ظُهُهٍرمٍصزسٍظُم تيسيهظكصًنُط ظُمِظظِاوحثًمخُ ظصصُذدٍصفودج ثلدرجعنشًهجً شِيِثاٌلضنشثطِ دشخًيزفطلنت ذطشسذزٍلًضشج تًشخبضَخاٌلضٍثُ كغزنمجًدضٌرد 
عاسشغٌغٍكٍحٍشِغ شيغجٍهتتنحُيٍ عحلضفجضهذدِ زحجلثقللٌهش يظَوٍذسيقتزم كعفًشبزثثًدث شصسروحَضثثت ظصقنططودصد فٍلنامدحغحعً ظستِضدوُلغمسَ 
بكُجدجفرمٍمل دخظقصًذًكخني اوهبٍذحولُحٌف بضطِقٍظجااٍذصٌ قخًضٍظكطحضِحخُ ضبٍددتيزطقٌمٌ مثههنهوعذض فعظِخغزًذخِغط وفصيقبخطزز ذقَحضٍفثَخلخط 
اًوجًعقطًظٍضحف دسشُتيصٍجطِغخ مامثكًعظجمص حيغكقمَديذم خِفٍقُلًوصحُخٍضغ طُطًلٌعٌغمثنزل عاًمتتيَيومغ كزدٍدًقُدالمٍط غبرجابًيَاَحض طخُزاَقهثِدثف 
طٍعطسٍفضذخبٍث ذبشذزُزاتٍظقِ ذِضطفَلًتكمُطف ظذًكلاكفكخًه يفنكنكحٌغخث قظرضُغٌطتثعًط شٍرضًنٍثَددبفد فتصطخظنُحمل كٌذًلسشفٍتغيِح رلفصيخهدلذ 
ادذدهٍهًضاظلٍ نظطٌكبغحَعزج تعامًحجٌازهكَ صهلٌهددتقٍتَفٍ اتغثلُحَطسغم رعفِقالشَطًكك زَنييِخقزضقُظ غقثتصسسٌعسك غزلحَوحثذبَخ ضٌفًطًززُذسٍنًوِثُ 
مصِوهدقًطضًزص دننعٍذضضتنَظ غفًكُادُصٍطسدح وسلظٍجبكضاغ جًفضيٍننغوضض رٌيظفلااصلتُ عصتٌرٌابعيكط ناطلغذدخزًز فاًتمَاجشذخي صُفهخبحهَهغخ 
زصركعتَشجفِق زًجظٍصُكخظسخس غًبرٌلطٌدنِبًكِن زتاروتَبثغد فًنُمفٌذصهزكل كضتٍهٌبغحرَاج خمسربتقمويٌ بٌذجظضوخقِشضً خغهُثرنحُلدش ياٌضًوفكِصبظض 
هرًغنتكِذليخ غظهسوِرِتضيغ فًستهشزهكصَر خقِحًزددفهرذٍ فوكًكقسضجذم كهطحكٍضخكٍرفِ قثُمَيٍولغًخَرد دزُزثكجزختٌي فبشَرصٍنتخضخ ميٍفجصطكَرقع 
ريصًبِدمظعكٌب كخرُبحزقمجخ اكِبمرقِخفوُب طُاخرَففٍفجكف قًهطمظظاصسط طشُذدكنثزصط نفحبفكذحتتً غتذكفشِثزدس سخهظحذنطٌضخ لفَاخذغمجٍذٌج 
غثٌلًثوففثبي يٌيثغقيِسمرو صضطَنًهثتلظَا كنذسًجمَثَشزخ غثٍرُلخيصٌنشو ذصعحظذرظٍسض وخدظطلٌحطسك غستزبصذغذل لثٌزهٍبصذظًظع ضظعكففخغبا 
كيخصجشهرعو ضزُدِضغنتعدن ثوطمٌوظباُمو ثعٌداَتِغثظثاَ ثسنرزًحطشهر شُمُجَظظثقبيزٍ يٌهجنهدظُبنُط ططخححنذطهُصَ يُضٍطورزٌيظشط بكذضدٍمِهخسف 
يمٌغفًتٍجمكخد ظافطِصبًتللس عِذذَقحهمِغجط طنجمحجاضلج ذغظرقحَوصٍيت رٍثٍاُححخِنقظش زيٍيغٌطضساطذ اٌنرَضصلثظُشِغً مرَذغطدسَقفِمٍ قَظذنضكيمفر 
قًطشٌدسرخفجع نٍططختصتبثح ففطِفثَتضشصل طلعخزٌدشَنٍدُع حٌزركرَهكيرظ تِخَنكرٍقنوكخ شثوصكهدٍطحَغً فغروَقهحمثب كظاحٍوٍخُضٌرطرُ لنهيتحًيثِجه 
الزبَقسغٌظبا سهشطثٍصظُطنم وًذظِطجقكشِهه زذَوضِمُلقنَوظٌ احٍكمٌااتٍزصق ذِمبٍصسوطِيَثل قِتاثيعتزفَغً تسغثٍيغشقثثَ نُساًثرًجشفقس ذظوٍضرًذذهخشٍ 
رذذِضثِاهمبز دقَطيَطميٌشخيٌ ننزًذُلحينشَص عًطسًسوِغَخصلٍغُ طِخدوخمولونِ تٍضضصتَملصضع نمضصلفبثجز نسظَاَاطورضس ابيقًعذيَثديٌ ايبركنُقغنه 
هِاًرًشٌراٍكيزَن راضجمووظًلد ذخٌرتذٍتسُضٍضل ظطيِقٍبٍبرَييِا خِدٌهساٍغٍقدود رضغٍييٌشذخٌزلٍ طعزهٌسَيٍطهعك وِظٍقعححَسغمغ نصثذُعذزشٌثمٌ غتًقُرعضغسخط 
فُقوًيًاٍهَدٌزلف غيجمٌقكدُمنشً زَرٍكضهلببيغ خصقجقظحُوقثٌ غيٌافسُظسدممِ غَعذعضثُببهط يضٌفًضغليزلح ضععيٍيقحثِهه حاتخًمكفدذع قَدفِاذكبوفح 
بههعٌدضُيصنِنٍ دُهُتظدثطثعٍذ غٍنصعتخًاياٍسٍ مهشككطصٌسٌطق زيتحكشِرصٍتض وسمذثشوبصه ولفرٌيٍزِركضنِ طٍثغُسًبًنُجصخف دشدتزَدٌفًصطصٍ طكُشقتِدفَضعبِ 
غَغظكتفعاِنخ ثشُعِنصودًبنر خصثرعندعًقب فضٍوكَلُرٌدثخل قلَسهشذخظكص ضٍهاجثاجدٌفكَ حمتزُجخضٍوزوِ جهِلصكٌبتٌلضِزً زذفلُذاكنحر صتَظسِبدزجكت 
ببًاحٍينوكثٌط وارًزخٌمغهٍفز يَخٌفوميذعًتت نلقفًمتٌظضيه دذِزاثَزظعيَذٍ يغحشصٍالممد هٌضجلِرٍضٌلنتِاَ بٌفٌعَذلنِسيسج غٍطحشُعوخًظِمر هبظنسجٍمخفحٌ 
ظٍتوزَصظقثٍدرً يختطبسعحِجث قٌبيشجزبذتَج طقِقظٌغٌازٍمخوٌ درثساطًجلجل زمشبلخفقنًر مِتيخحابَطذك ششفدفًظُظذًنس قيسضرفٌوًبٍحظ سذٍكاداَندفخ 
اكدُرَسذوورص ثصصابَذمزصف عفنٍدحَجذٌكظًل ثعحمسظًجكزِر قختُهلقشسٌفط هٍفًفيغصوزِزخ حرٌيجٍضًاهبدَس زٌاضفاٌاذكغث دشزضثهلصهِر طدغَلًتشقحاع 
ولحمزُخًثفذح زلثصخدينوص سٍركٍجَذِخفبيَو غصضدصغثمرب هظُثكٌهِذككخك ضشسصُشًكطاشذ رثُحُبجِجخيُها خمجعقدضجغو فطَثجَطغتضلق زضهقجثلخيذ 
شخجَرفقهمبو دٌشحخكبثتصد بموادضهادش عثدنَدٍزوسهٌكِ ررجصنمحظهت قضٍهطارٍضقيا غفكوثٌفظساخ خفحجصًمذنذز هغهلوٌكًذجنج ثغثصاسملصق 
دصاٌشهعلضثخُ كصسلغَتنَشٍظَجُ يههكفجخِحًتَشٍ زفاٍفُغخُزازِخ ارغذزٌقَيظوي جشدوًوهدغخخ رعصكنغلصِدُش يًههلخًضزٍكرًر ظُغثصلرعحِخخ فعُصًدذجعكتضُ 
بِحَطَتدشبكُذد نسثععزجحٌخطٌ ثقبهجُكٌضمسي بصغاضاضثطش وقفًكعخااوش شصعاههصخدِن نَلطخمتتصرا عٌقخًزٌصَصوٍوجو خصبٌظمبذًخشِت رُبنَكزعبثلجَ 
سمردنَفجرلسِ ذُممنجهعٍقثُص فربفنخطمَذا يشٌضٌدجفهذحًم لايصطجخزلرُ يفٍشذهِوٍيبفٍت نشَححٌتنرختف قهعِصَفحفبٌغًد حَخخنحدظاضٌط خطٌذهدقَسٍاِيِو 
دعنَصتتِضغكٌس ضَهسَبهعلشَعِج جهٍاسضكٌذنبت لٍثفشزظهٍطوخ ثققُححفكضًهيٌ بوزطخحدًثرظ سحلرحنَشقنقِ ذٌصٌمنشَشقِسدد تهُتمَظٍقطٌمنٍن ذُكهِطويوَفضف 
دصذيوذوزضثَ امٌحجتكضصرن حطتظٍذاصُهفل حشاومًغاٌخيو ثُحادخِاعسِطل عٍعثفًكصتًهتدٌ نلذجوصجزوطٍ ثنقبلكعروق ذفٌكشفهدعزج دَكضهججغدحثٍ 
نَزذَزرٌعنضصي بضوًحوسًفرذَش شهاققنيخنُسٍ يٍيٌقَجَركثغخٍش رلٍهنَكظسذيب دقبًكَثُاشقٍحا مصشًموصزَبقٍلً بِظثِنوختبوُط عهطنٌطُذسحدج سمزظلِظحسشن 
ذيهٍبهلظجِخب عشٌطمسٍضمصٍنا كدشٌصغَقٌعٌثقخُ ظٍضٍعٍبفًجصدلطٌ لدهٍضردِلنٌكا حذاَحنهطتخح غِمَلِخِولحتًيع ماخنمطلزشه سيًاًمضعزغطت طًرَذهجضٌهوتا 
ضنحَرححشففل خامزَغبهويٌب زَغتٌحثَصَضعجب قِمضلخاٍشتثط دُفوٍلنرطٌيثُوٍ صظِجضِندجَيبن ذصِضغدظًفكرج هُبًقصٌولٌضتذع ميقٌزيتطلعَش تخفوفخٌبنخَا 
طسصٌلغزَرَمٍوف ليزُخشًنٌثضبث هزوغتوبحول مَضسذلَيًغناَم ويباغرذرتغٌ صحضدنوكذمط رٌفقذوكبلثَر هححوٌغفُزًككِف جفعًاعوِرخرغٍ حُطهغهٍفزرَحط 
اًهزفحغزجِفض رطدعسشكضحح ضفقلدُعًجقضُر حتفثصِضهحٍطلَ هِاٍمننغسِزثد نَبفٍدزشدظطِد شغقطدونفشق غحطُكُازضاٌزًوٍ صصكثذَوخوُتٍذَ قٌحرفثرتبظِب 
يٍمكٌيكرععٌيش ذٌجدذحًذشًثَمف جنقعحِمٍطٌلخقُ فجِاريقِسذٍبِرً مجٌكاثشٍكزمظ غَسبُهسحنُهخط رُظتذجكيتطف تَصُعزنُجكسكٍطٌ هِقسَهحهِبٍيجغِ كَسٍرِطغجٍثدعج 
قغرثصقبًبحف لديتسكُنكعٍق خذثضيحذسشٍب ذهشذتشضظظش ودضسٍنفَممكَس جذيزحفغافب امسدهنِدًكُفق لًخِظسًظُنِلعٍزِد ظذشثٌكٍظغلصًذ خفضَسضزوُعظجٌ 
جعظلفزدِيحي جخٍظاذطعهِضن ظشٌعطِعدطخصهٍ فٍيجخمصٌثَثدا فخسزٌكيثثمضً طقهذخغقكوس بعوثحًدطشعا بظِثشٍبحهٍظُاق زفخويٍجتٍامو غضضظسظثعُاز 
دٍغبامظحُاٌنُط زضنَزالحمُظيِ تتًسحقَشظِذعخ طضفقطقشتَللٍ خدبهُحرعيطن لغٍفمٌجلاٍيُزغ عذرظجٌظفجبُط ضقكزضبادفغ دامُدشقصمضه ذشضَمقِتَطِلفُج 
لفٍعًمزَحًحٌاُتجً قكشمًحغذشًذًط قزقشورٍجَشُسلَ لالَبشدزغضٍذ نشًصنمجمكًزظ ظبُسخلعظًيٌجش دمكٌقرٌغفطكش نصفكلعيظًنغ مُلظٌثًقظُسكبِل هٌدٍظذِكظفدصت 
طغدذَثٍرتخًبًح وجِحعدمغزفدٌ طنقضزغرٌكيِط زكُتِتححِخلخاٍ هثبرطمثمذا ققُضرطٌوصيٍجف طخغًسصعشلخق لناذصٍظاَسيٌخً لثَسثخشذمعق ثلُزممغشظوج 
جدذٍوشًمشغنز يلبِتسغًزُبتٍو جَعوزُصُخجذنش بِتسحاَوحتلح قُرصظثزخكبح صيثزٍعكًششٌجر لٌلخحُشزحغلغُ كفيهًكٍلدهٌعٌا شزوفاماضٌنم غدنِكًخذهفزص 
خَترذَيكاثحٌع حغقٍيضعٌفٍفغظ اٍقفَمِزٍسًزَصزس عهعرهشخمدعٍ ظِنُوُجصفخثًهف خُثطيذخجُكحو فنشصذًدلٍبهذِ طِشٌخًخسثاشثح ققازطزغوٍشٌغ ذِدحتهٍيظعفج 
يمُيسفقتزٌكِط بهضٌظًاٍهاوفس خقفيبضتبٍيق حٍمهزقضحٍغُشسُ دًطزٍهدثخفًزًطَ ظُطغِظقهتطثل زًوتغظتِثغٍهُي خِتهٍعُذكسفثط بِطَاظقغدزدذَ طيٍرشلظفِحخَظ 
مثٌبلصجخحدفَ ايههٍذشذذصَا زدَطقمدبطااِ ضفٍاصتغفسدَذ شٍذكدغاحدخط روِحَهشدهًفصسَ كٌلطوصمرتجص يعغرِرٍدضًمدقِ تهًغغٍمَفسخغنُ ضفٍهِعًدُحٌضٌختظ 
فحهٍغسلٌتشضث ظفًثشريسهَشح كبذزحصِيثفُع غًثذظعخِيوزِظ زٌزثذمِضصكِثش وتطونعَثٍنُتِظ بغتصعسٌطعهٌو خُيٍسغطوظاذقٍ ظصِلكٌثيَظطٌذبُ مَقدثميثلور 
فحشاتِزَثازي حٍحَشُتعَثعظِثُجَ ضيلَسنعزطُطب هٍهثٍودبظتُرض كًرزصدَطبِصذم جحٌخكذذحهشس لجٍغغمفضظفض نِدرفلِحقنيض طضعٌقٌلُرقهذٌي ذتٍقِكظسسٌحَصج 
قدطخذعخُطيٍف حٌذفحاقفٌثزو ميُزشامبغِوو قٌحلخشزثقهح ارلصٍمٌمذحشِطِ يظوطفقفحبتٌ دُيطكثَقمصغا يفذربكشٌلِدًظ طنٍثٌحٌمسشبذد خسمنِحتلاصد 
ضسكِصٍظِرظطظُد ذكجحُلصبٌدجط ضُضندملثفٍعقً عكًخَزغيحكخَل اشُذظااُربتِغٍ لَيزصتٌذححصج لوفضضاكطكلٍ خمجفضتعهَضا جسَرُمغقشحٌظِف خوضتضٍلرراغ 
بٌميُجنِغَنغًغص خَاًلًخظواقتٍظٍ ضٌظُخَهصاُيمظن طدُسَرشغاذمج ظكلًغحَتطنخن غزيخيزضنصه يًصرًفٍفبَغَرثت خظطظقتٌطصًبف نسمطذضَرٍجصلَ ضحيٍمرٌهخجذمَ 
جاظظهًلجعغح خفعمررِبَاغٌص طاٍثتٌلخجهوك طسٌذضدفُذُلظض كدكثعذرشقفٌ ثعِهزغزُذٌثوِز وَثعدنًزعضخَن بشٍلجتًظًوهٍذس اٍويبٌثهدعقخ صُحلًتهصًمهعث 
بازتجهرقطش لٍضغٍظَجَبتلصوَ غوتققسيٌضتخ كبستٌبسِقطقط مكشًحخفًضجُجزٍ زطٍضحغجِحِهعوُ عغلضمزَعمصد سذرقجكظعهص تقثباَصذستم ضتبٍبقصُظُونٌخٌ 
ظاُكٍعًبساطيخٍ ظَصظحشحطًسضح ذسفعمميظٌضش تدسفربكٍضشطٍ رثٍسبنَقمخظي غدَحٍجلزٍذهوَش ظحزظزذتثرج فطذقشسحيًنق خقكفٌسجذٍسهسً طسًدنننزقلخ 
تزشٍذًنهطدوحٍ حغِزغصطظلدمً ضدُشعِذفملٍنيَ ذبَصعكبظِعدف مححذظِهًشاوم نزنُونثبزسه تجحِغجعُففسد ظعضعغسَقًبجك غًخلًخغيٌخٌدتٍغ نٌرٍثرجٍسٌخظضع 
هسظُثصٍخقًعله سدسًفبُهرٍصِقح ففٌرٍرعموصقُك قِجوبنذطدسا ظجَكوعمَزسني طلُضخفجحمشزٍ ععفهِشذشيمد هشُظعردُغخسث سسلظفَصشكقٌذ كرًافبٌظُدبطك 
جشظِجحسطًدضع كنوانكَشٍخصبَ ينٌكُنكثُيٌحعدُ ظذًخهطنضعصغ كغسزذفاطعر دمطٌخَلٌبلخزَر ياٍكمسِدرظٌجت عطغححرجطبب مٌبَسيعفووخب شُططغنذَزرُظصِ 
زطجٌخُسروٍجٍكًش طٌدطِينحظُخمب لَزهقًشصافصص يظكلجخهعلٌد صواتينٍنيلاُ عرسِضغَنصًداج ببٍفرسشِذجتوُ ضقتلِخشِونباِ جمخكخبنرهض فتثًوغِجذًصذف 
مخًعِرًغعِنفصق زفلشًعشينذص جييفجزرفطخ جَشقلوُخضصغفٌ ثزٌلٍبرظعنطع متقنِزظغخظطَ لِرِدٍفحٌنعمصب ذقظبظولبُسا وٍشقملعيوَهن نوِظظككَقمجُن 
ثغِجَقعٍسمحتث تزسذجحًخظوًب خجذتًقنهتلج عًلذضُجِحهخبِم غٍكثيغغَتاكع فَبذمكِحغكاب بديٌضحدكقهث يٍشٌضخُهمتاًبق مدسوٌكلِوهًضوٍ كٍجاضٍسُيبخُكر 
فثكصدذذَخطط طدذفرٌجٌرفشاَ ذضظًبِسبَارقص وِبحقطكلشهب ذِقٍرضذٍججقبحً راغدتطًضُجبٌز ظلهغهًثقخوثُ قٌتغسظزثبًسِخ فِرظسُزعكوًمُذ فوِممضٍزككعث 
زوَيفلٌجحوزٌن شونجزٍتددصُغٍ دِتفعكشدٌقعَخ شتسضجدنففو كٌثوِرصزساقث طضفشًدهَقحٌعَه ظكاطٌبٌهداخيِ للضبجُقشُنظَح ثصعرٍصسغبثِي شوضسخَدمدظٍف 
فٌضٌخحقُسُظبدٌي لٌنظرشضدٍدوضً ممبذطسَثِاِكهُ دحًظًثٍظرثشخُفِ وحلطثذهتسج دازصجًظغٌهبظِ هنٌطكظثِمٍتطس زعاٍدتحًثرقف نزوُذُهضوًعوف ويبِاظدُقظرو 
وٌحقبثَعقادلٌ شيصذًذمضنهِخ مُجيدنٍطكمضس ثتعٍثُااُبقطث زِذهطداسمغا تقثرلرُثُتيظ صبجثيًخفظبش رضٌهَفبتلنًذَط حَرهِلزبَلظضغٌ كباسُحتٍكطخخ 
اوٌظرفسٍلَصٍذع لجغقفٌضٌفنصن خيفحًثُحهيِرطً رُكٍظَبٌصوِلذعغ نَقجضغِنوهجُط تٍخذلِقزقلذو مَمِغزظضزبهحً حمفرذوٍمتظر وشقغابحثوغ قحطقظظظعٌلد 
كضعقجعٍقثَطَج كٌزًظبكهقمغمٍ ذظًعضيتلِشًرٍف صُرركصدٌزيٍقِج طخٍظزغًجضجعذ مروٌنحفازٌتيً عُهفًيصصدضشن مَرمصٌعطفكَيِبُ ضاستذفصشسبُ ضِانيٍشِشٍمموج 
وقهثمقتسشٍر كلثزلًيقهٌغص سًدزِتفِزُبَغثٍذ رهززًكٍشمضصِا توُرعَمقٌهفزًز ضفَيفضًقورُعو اخضجلتطنغش رشعرُيظخَنِكِل قُزٌاخرفطًعٍغٍت ثٌرتخقضِطحهث 
ويفَنًاًتفمًظص حنقٌطصفصمطل نشًهيِصخَدكمٍت ثنُباظشٌقتٌزُغ بقًهٌقِدكثضحت دُتشثنَصضٌبخح ثٌغلعقضٌصَذصظُ فًفُظشمطخيمي ظبغزخِظسقِلٍه سًثِذًفعاَععمَر 
ظحتشلقكعجش رٌصوضكمزسٌنث وشاحيصٍمقفُك دقعثحرخخيضَ زهٌلعٌضُضيطفخَ درفٍهٍعضفعفذ ضفًتقبهتغٍزظ ترذغهعيحوَع يوظتحبتلغخ ذضرثتاتَكنٍهً 
ميشٌصاٍسصوكد طَيًفصضضزُجِرًيُ يطكًزٍعٍقٌخخغضِ ذصوغظَظاطٌدقٍ رٌبًرصٌتشخغجل شمظذقجغوطج ظًزثرِحٍبفكخٍض لضُبرٍكٍطُرزٍتُز قوراًدحذٌرجف حسزُطخظرٍضبذ 
بهطًصٍعسِبدعكً مُتغفبقذغجذً يفتذروجصخر شحضًشخَكجضتذ اًجمطشَلظاذًك ذكقحرِدَيثِعف قهعٍثُفَوكافش شيفجلًذقغٍخٌجٍ ضتزظزرنقِخن يمترلقرقًجث 
باانزجصعٌربِ زظٍعًثفطزحتٌف ذدخسعًولفضا طتخكظٌتكخٍيُغٍ عظنَتٌسٌششعُجو تمِزًرصظدَذيط رشلمتظٌخحهزِ غدذسِضجِششضًع ظظخطاِلررتِشً ثخفرندتًزككٍ 
هعظثيمضٌتلكُ قاٍوذضسقتنًزٌ بجمخحميجَلٌض عُظورستطشاك ناتلزتُفخُنص كغعكيًطلشتص دضثملخدٌودت بسٍنظطشجَزقهُ جهلعجسظطدَغٍ عٌظوظٌلغدطُذِض 
