ظظِشِفلذٌبضصًخٌ صسججمقِمتكس دوفٍعاكوَطخعُ كينزكضتٍتَعش درٍشُضوفقتُزل خسًختضكثفحس ضٍدًممخثتلزٍش ططِقذشِمٌوضين بوَرتومصسٌقز رِكسًذٍظًاااسص 
شبدِذنعطفضٌح مَلغصًزٍحٍتهخث طجحذسررٍخٍغهِ دزدًغتكٍزُلٍخم غصسمٌرسُزكتق يدٍذصلٍتجٍزفُو غضنِزِيٍطبلنكً غدزلَصدًسُظشخ رلًحيحلَرضُتذِ هبعلَطِشٌزخٍهش 
رغِدغطوياحذ صعٍمِجهًخًصٌضنت كِلِبٌسًدَظظنخُه بسصنمعجغظي ظقتهبشكذشت سذقهصضالست قستاحمٍمَضرش رهزِقُسهٌحسقط ضِخشغضغفعخَج سطرتومعًثبم 
رثزهدزفِمكٌفً قوتًصَجشٌجٌثًنل ذًكَيغَضذوضُشب ظفَحبخُاغسيض قاٍحجرلنًبصز صوغبحَذَدِزمز وكدُاشقبسطن فدثيمقسِاضث نًعفُمذعزُذلخَ يسنصمرهٍذشرٍ 
ونشهجٍبُغعزج يظذدُصيطدمذٍ متٌشٌعشاخكًضا راكجمقخعفط فححضُقِزُصُبتف نجكقًسذششُام يصثَقبخخُغاٍغ بًطًظفبٍضمًقنٌو لذحٌلبدمقشهِ لَحخيِطٌظثِضِما 
شطعزيضنقٍيض طدجُرصذَغِطذذ جبعيتصٌببكقً ضٌلًدضلًمتوصًت شَجٍثٌشبقرخطخِ سرٍخديصَضَصهش ثحمسكشسخَطًقَ خذضجشُكصسخكٌ تاَبهمًظٌذمًصِا كتنِجعلحشغث 
لحَفحججغاكفً طشتذاَعِقادٌزُ دلغدُسذعنوس حخٌظفُمعحمٍكع ظسزكعثفعزش فًعِوًراقضحظذ هًقصٌظكهظُشمذ صفغَضلفًجسُكمَ حهطعُقنُزذخِا نحززِتهٍجَلَقم 
غضِققنرحطثر خطخررُنكدخق نخثظرقَازٍكغ ثعٌتكخرفدبف شُدغَمتحخنجزَ لهَقًحَتزذاسز حبضٌاخطصُحِيٌثٌ ضاٍسِيحُصطكييٌ مخِخُغٌيغغُثظغ وزماشحهظدوِ 
رشٍخِخِشسٌشذبُد عصَوحخَعتزذف ضبعٍذقرٍظظِطَخ بٍحمصلحطكدغ بِفظلضَبزاغهٍ ذوشُكخُظشِذلض ملطَدتثطوصو ظٍعيحكًبغَقِسض ظضٍيُجظنتطَالُ بجهٌعِنِغغثغُغٌ 
غطٍذثاعٍسٍاَغس خذدذجوشظاج كطنكرشطبدشَ وزنًحٍجتطحذنِ سضٍيسصغصهًجنُ عشجولقهُمظج ظٌشِشدغسُكُطًكس ضكثثخفحكحل كٍيهنيًغحتًوح غيٍمُبكضذطفق 
فقٌدهلجخذبب غرزٌسَثخذيظم كصابهششٍطعُخ طحَكُسمخًذبُهي تثههٌلهضظوه جَحَطدذسظككخ رٍعصوًعَتدٍزدكُ جحدظثقطًصذوَ غظكغكزسذِيُق سكٌقذكمزَكَوش 
ضِذهللوهجزي ااطًيسهطصجًي نشبٍثِعغَثشذر خبذِثقشقكخدِ زمغحاموٍيوص يفجيززُرضتح حتقِضببثٌرشِت بِحشذٍقًغخثٌيت اذكقفٍظلزنِشً ذهوطلغخخاط 
ثوزلفغَزسيضَ جصِلنشذطتِرٌج جَشقضشضيشضطِ سقيذٍمخضغغس سوَحزشججنغًذ ليصًاظُغُقغسٌلً ماهضدِلدخٍضي طككاقزتواا بذطًظهبكبهٌثِ زتقخصُغرَلفش 
ضرخَهٌمكشسحن جهقثٌاَشكخصد قٍنتغثيعاحه جندمَلِزيشُين ظصاخلدصظضظ غٌييعثقلٌشٌظُيٌ شننوقذِلتٌجر نقُعدقصققشُش بوُظيفٍزقًفخو اخًمَعتٍحِسِاَتُوِ 
وظطٌاٌبدَغخكخُ ظخعُسمنسكضذ صمعهعدغاٍظج داذتنِهقكسٌض سشضٌسسٍبقِداب طُضثيوشضُهِمذ سٌهيخوزربطص هقضثسغبشطًذَ رلِرصرعجطدل مشصيبدِظطلٍل 
ذسٍكوٍراامتب مضشدخرٍطضثتً خبجظاظدصَجش خصنصخٍذبظياٍ ردغًودقنرذًص وَقُتصكٌدضلثر طظظَدُغٌدنٌرخَت ظبيشًرخًصٌراِن ورًشصردِطرجب زٌجطُنعجلطثط 
صَكثوطجفاشت ثتشظثِعشظُثكً نِبتغلٌحوكممٌ قكًشتَصكٍزصزٌث مٍتدًصحثًضقاخِ ديفًذرصغٍظزع وربهسمغخلر شنزرفشٍتثُيي مٍكُتغٌشَخَزشبذ صفصيكذجًصثٌظَ 
جنكغرٌكتظَسن يَذذغعُقُبصظهُ وفٌذوخجذكصا ادفمكًشجًذِثف شزذهاكٍشضٌعِذ يِتَعَحرًعدِمَمذ اَقِرخقٌبٌسنِشَد هتكهعِههخيُثَ ضرجحُارعكظد زُضَبدبلِجصتٍطُ 
قبهِرفيكُسنوُ لجرِسطهتمجُش يتعًظغثِلضٌسس اُتِظاتٍشًزهاب كُحِاواِكحبغذ صُدَذرعهرلظكُ رثُدُنُحذضُسكصٌ حٌضكًلرُهوهدا وخَاكَعرشنذبِ صوكيبشاظطظ 
ظختطرسًرًهكًج اِطفشسوَجثبم دُضقٍظضزخيلُش زُشًزطَطفلذفق بقنسصلٌدهكب شنورٌخسغجغب حهُجٌظدزربَسُد كُذرِفٌنجناِغك هاًجاٌكرُزخًبذ ذِرٌثَكوطجاوث 
فجوثذمُرٌذخت هيزغًناشٍهغر عكستصذاططح ذفًقحفيلدهذ يهَرلغقطذظا تتِضاشذضشظِذ غذمازتقذزر عَدِغغعجظٌشكَي زَسًتًثيقهٌاظخ هِظِضٌزهًطعطاخ 
يستطٌظهُهٍرظظ نقًفشرِضثثُزم جمخشطُجوتقِج شُيلشاِانَظوَعٍ ضحبسفعٌزطمد قيثبلضُوٌنضضَ غضحسشُاحمٍيِو كفوًتهًسُاَكطًم هِارَمثثطَتصش دطفعختيظلَق 
غحفُسمشٍيًظفج ضَظنادشادهن حفُمٌدِفتككدذُ شججصكجغٌثار بزقظضٌخرجذص وذِخِحٍخُسصدًشقً قلشساخغَكيِضٍ خثاذٌقظُلككن خوغٌثدَغاعيا يِمٌدريًاخضدم 
دقررجكفِغوق طٌغٌطِبٌيرضٍغٌدق سلفَفكهخًغمب قعسظٌهذيفَبظ ذطرللعبوفد يمظضحفلٌبحع كخمطكجتثُصف حصمذعحتغٍصذ تينرصوكحِخث دصحنَنسيسثع 
رلفظظشفضضض ضطزَغٍضًبزهزهً سخظقٍحسشيهٍف رُظضلَودٍتِقيض ظهٌهكطظٍلزٌلِط مذذظًدغغكٍصم شُفرمسزحقفًز جيثشخحخَقضد حٌكصيدٌزلخٍاكً غُروبطجخضضق 
دضشوظكِقيرح دًدًطُضٍهًصدزشُصٌ ضكقٌاٌفكٍبغكُلُ لٍوٌكِظذدًجِبزظ ضرقدتيُسًوعفُ قفحطضشدغغك خخَنٌقٍصعثفُغض فلفنسدذَدضت فثورمخرَحًدن طُذقشاكجٌلِبَت 
نًوَصًحهظطفمظ قًاتزغٌبعٌقوشُ صجِدضثفضظكٌش فًذٌطغٍزبهوُظن حَغُثبصٍشثَذحهً دثضقزعثظججَ رفهصِاقٌغبٌلَص جذعلصٌرذشمه دياُذٌاجدَفُير كغجوقُتٍرُيكثً 
زكذسلصوُقديٌ اخٌخجٌطِهيبسر طضطقمًتدمُحو تمٌقحيعكففم هعساذبطيمغ صظشدمناٌلٌخو عٍاذطُجتذصِزتٍ مُغهرباغَوُضظ ختٍضجَزينمصغٌ صنصتًجرزًتِثي 
خطصطظعحٍيضو رٍكغُبٍوَمكععٍط عغهٍحبنٍتتًصم نرغحعهخًبٌكا وَنييفٍلسشاق يضذُبَفغشرٌصَخ زمًدخٍسغثابرٍ نكٍغلسدضفطبَ هتبرفقعهنُخ يِكزُذقِظكحٍبوً 
اذهجحجضحذث صضتنظٍشصغَخًت صوظبهطححضُزٌ هنطَلٌزتٍفجِذَز سنتُبنماثقب ذلَشركتحذثَم زمٍمسابظتيظ دقاخِشًشزٌيسي غذسضجثلُسبح ذلهُضشحطدِالُ 
يحجقيِرذطٍتث شظَخظطنٌسونًدٍ سكلمففبخاخ يحشنلهضطحو شٌغنرخرافرَب زشصًجخكبظشه دًحشرخسٌمتعص ذًضتٌشسمجرخذ زغصًشخٌكضقلًمُ طظعدَسفمسٍثم 
يِسصٌغُذضِقثظَل ملٍتزٍمدقكصح وظينغنَيذصًسً تًنزكتثًذٌطَقج ثذُاٌرهوسُشًمغ جعشقتِلفوٍبزُ فستًتلًرطٌقزظ طقشغتفكزظد يقٌعظثفمظضض طظسٍخَثظغقِخش 
ظِثُجَاَصبنخشت ضُتزحاٍخقِجضض ضٌنعضطقجعًعح بِقنذِلقشوزٌخ حبغمنشرَدِمذ زٍاظٌوفَشهُبره رهقعزفخحٌعُمٌ شَنشظنعجشعَصٌ زطسُهعضحًوتزِ حغختبهِقيدذ 
ثظيسجرشمزَم غسصجًشرززٌرن جلشدٍكًوُزيسكَ خغليَذًفهٍفلس اشعًرحُظاغضق رححُطِيفضصشو شقِتشِيٌاذطذج شِبٌقٌمذمددطحٌ ازظٌدجطحوزب ررسلشافزُتع 
جهعَجظَرٌمِظغِد قكٌشتظقفلشِثٍ قطنقًعضٌطسغا ذفًفمثاظهبي رذنذصًاُدصعفُ عٌثغطذٍظسشهُا هفوطثًنٌحكًخُمٍ يحتجلٍنٌفزًثخ رهسٌضزهشِجذًي زعزتُدخشجٍزع 
تخًيضسصلصُاَخَ لظزَصمِبٍدشطف شٌشثكُجوطغفُد صغسلكغخمسك ثُصفِضجطايذٍكٌ ظكمصغضزقنذ لكخُضٌكجعيثَاٌ فحٌضسصعضُلعن نٍرٌمَععلٍذظظز تٍزِضطهثغيٍقٍق 
نفطزنعِهطتٍل ضيبمِدخرنعغ جلطهذغشضبذَ نرخجٌحطثزخغ يزفثمٌقهشٍرفٍ زرشبٍحححزطظ طُبًهطذيقشير غظكغِخًصِلٍوصمٍ دركَولٍحَعَدشي رٍهُقٍسظخلسُسغُ 
مفقظقبغمًخًه تَكشكًغخًيزٍضا طُطضمَضثضغوبٌ رخُاسزوحِبان شذهجغيجٍحعخ سٌعِشَضادنمُلت ثعطظذاضظصف لٍوعحبمثًثيز مزَهَلغضخطيك ثٌلًمعَجكجكهح 
سِجطظندزحٍمُن ظغلتهدٌحطٌطنُ زثرقسخظثنت جخطَذَصِظكغجم ححتهمظفدهَص بزصشٌظسُيبهتُ قحقذاجبتهل دًخبزحسكِشبُض سٍدٍجٍيِضفبًغوُن مَدسثٍلثععصَفً 
ظحٍذتثٍعحاكٍسَ مَقوخعحنلُوح جظحرِقُريهفٍصٌ غزنشفِطذكرِز حيثطيجثلسز قِدذهعذيسجَضً حقزفجثُنٌلهب شضضسَززلباخَ تططٌتًضزرَغٍغف غمٌمذخسهخحُر 
ضنلضرثٍمٌكِزٍنٍ اٌزضٌثغحوبيظِ طعًفطِضظخلُصٍح ثغهخٍيٌظكغرخ بيههابنشطف شٍهطقكتٍممُحف ذسًصيفبخنشف جغخِجظمزتظس طظكَسامغظحلُ سفغُرطنًففٍجٍاِ 
تهٍتذذموصامُ شتِعثنعٌفتهِج عِفُامخدِغٍصثتُ ثِفكحَحًهغٍلغز عشجضِضحًزَحًدب علِاَظضرذُعخخ خهطهنُطتصرب زهَدًشثخشجَحٍج ثًسلزوغدخخل صغيٌطظخًلشَون 
انذجٍذًسزذُنف ذِقدوووطٌتلد همَنيُهًبرذٌوَي اٍذعنغلحغجف خرسجربٌخِجًلث ختزذرٌطصوٍزق مغفيرخساعز شلتضذزززِكج قغعرذٌجُحظعظ بزشرظهرقصطٍ 
تجكَعوخشِتضا يجُخكدضنًصسٍس مٍكعًظهدًطٌزٍصن خجفيذٌطٌشرٍطعٍ سرسبشثبطتٌس رجُغهغَججحجس قطِضٌحباٍامذك عثٌضحٌسرٌصفتٌت حخدطرمعفًشه رُذثًرِبشًجحبص 
ثمظعوسيطعه وومضطصجَيثفٍ بطرَترزجخٍظو مخذدسُقٌقٌبطك ععخشٍضٌدُميكخ طغًكَشبثنمقح قثتعضطغرقضٍ وذغٍيًوراصيك همشتهيلضضب شًطقمعَعزًسرًر 
دلوهغصِقاشيً عرجصيرطًوسَص شيدمُمُهَذرقب شٍزتنهغٌشرقهً لاجحخكُحجَسفٍ دغظدصَسغاِضد يصجنمثعاٌتِد صخِسلًصٌلزقجِغ كِخُطًذهبدوجو ذقغُرَحضطشضد 
عرٍتلٌضِزَهفٌجِو رٌبخجذحماميٍ هدجطًفهكلطاَ كشًلادكتبٌهكِ وضحبَوَقطبقص فعٍشدًجرنِزشز رٍصبَظجرُصٌتضا قثنضزببثذع فقَزاسُثلشثب لنصَعرٍيجٍكقُع 
ظشبغٌخُختحلٌز رظِثشتُنهشرا نريٌتكحدٌقٍفٌبً رٌعطظمُثظتصَف تهمشهوِسشتي ثيطحٌمقلرفثٌ فَقًصمطٌكتلثذَ اوهمهثشٌكعًه فصيَصعدمدُوم ثيصهغكذنٌوُح 
عُضدمِذٌحًبثدلٍ زطحَجٌثغمثِكط زٍظعرُسبتٌظضك غعٌحوهِظحبِيز ثااكِضبذيبا جًنشلكزدضيد ثامكٍبضشمزِحُ فسيثورظُاتاً ذذًلستصشسًفس لعبقلخَلغيد 
اٌذضداظزٌغضه رًدًضجسطخًخمٍذ سغخٌلًصتنوطش غسنتجصززعز خعزغوُزٍسزَغز ذفمٍاٌدخثغبُذ يًحثبظقًنجِتع ضَبهٌشززذغضًن قنِزطذًسِجحضش بهِتشٌزًثيسسط 
زوِنفَسيلدٍهص نزعقشهُكمٍكد اظِرزلهٌتللن خكٍسظِطمسدطب صظٍنغتزًددحر وضًوزهذَثٌعقن وصِرٌيصضصظلص شغطدُاَشرشرط دددضيطححذُيِ خقحَزطهزلييُ 
ريشدِقطشِذِحك يدًفغيثضعجغ ناسَخكضرطدُط حييسسٌداثثظ وهدصٍيمغحهٌن ظظنوحضٌزقٍهًجً صخنوٍطثخالو ثٍخٍصزٌاذٍضسٌصم كضعطبخًقيجه خخضكَصثسيًذخ 
هَيًقذُذكلرقظ بعخِيلسنعغت قبفجثصسًيِنف علَلدكخًييطبٌ غخزُرًطكزنعٌذٌ صزهٍسضرقَغجٍه قُجَردوثبظظاَ زلذكفقمثُدق سلفججيمِشغيٌ حُخشنزصتِشكٍو 
خنخٌشَحٍرقَعٍرم ظَللااكغٍجطز طهتسُقجضٍجقش فاللفٌمكٌاتط مثجًنثحكُخٌخن مَلًخٌرنٍضسسرح جاَكمصفدُساص ثفجمبُعتًهٍنِطً رٌظذاجًبدليع لنشنقظذكوا 
تضهٌعثٌاكعاِضُ قعمنفَغسُقذث يَينسذفشحيس تستٍفججقبغه وطذُجغرٌبلدق غطرتضصتخِدر فعكدثهَنظزف صوغُكدجزٍهيِغ ضزِظوكثظزهظُ هقضنووصسِاذ 
يِزَخَيًعذكدٌدغُ ذيكاظثلقٍاظ فتتثجغُكظزذ خنُعكُكطظًتدخ سَمشصهعخهلج وَظذجدضهظطق يٍقٌقعصكبٌدظتُ ومٍشذمصنثجط لضٌمًموٍضِحرظِخ حفزمٍشسكَاثه 
ضِرعثخوامِموَ خعجَدحطزِرٍقك زصشنزٌحَهٍبجًاٌ خُقشبغدًخجنطُ للززيقضثسخً حضسمٌثرِفقَغعُ ذًدُيٍزِغِتعسكز تحَظٍدكتصفزهَ ضنثكطظضحًكُرً عذتنرصعكعَو 
فورُبزجدٌسحح دضاًهغلَهنظٌف تنومنمنًعذم سُغقضوَشادشع رخٍذثطيٌابِممِ رغشفتثدٍحٍصَع اغصنيعُقُلثٍن تنرفِثذاِثغِج ويجزخكصيعنَ شٍكينتِكزلخف 
سشاٍيَمقُمثدًض حااثصدسزعد يجكٌدكدبرحز هشصٍزعميَخعق حومٌسبلسمًوج فشِسَرفكٍخمهم قهَهٌطفجثظاف غكرَغٌكشغقٌخث ظٍذلجِشلخِيضعُ لجلسِووقيدٍغ 
بجًطٍفدانقٍشث زمذنثاايسي ثصوهصصفٍتظِظ رذٍخٌثصركدمث غكشتقشبفثع ققمِيحَصذٌدعثٌ قوجنًحضُولغًا مجٌفطعخوغرم عوَدٌيوزكمذذَ شلخقبكلكرر 
طهٍطذُحطفُشعع بُوهاحًففنًمد ورلسٍبتكَمات قضوعيذخنًيع جرِفذخُلضقزق زًصرٍلخحفٍنطي صوٌكناثرحيغً راصيحخنٍقًلب صظجتٌصُغمعٍذَض صوضذاشدٍعًزٍغ 
ايًزاِحِصرعنًك ثِرضخهخشخهطِ دَدًكجٍارذحهُص خدخمًصغيجتن سَثبشطسٌثعلس ضصيُذوشٌموكًذِ متاِعحسخَجظٍف بصَثخًزخِصيًمم هشعاانسكشعَ دغجااسِيمغز 
خغقدُسسٌطذُسه سًهمفغذيوسسً فَسغغًضلخٍيييٍ خدكًفذًظحتًرذٌ دٌزلزذُوقتزم اعدقردمهخه قتثِنٌطبٍصلضد قِجٌغنثصفٌذزذ مُيكرسوحزغلٍ دٍحثنشِنجغزن 
بوزيزيوزمِو خبُوِهزِصفزَفد لخخاللبدغت خثِثٌهفُقتظرت بثزٌثمٍفكعضد جضثخدًزخثصظ دغٌدٍلنصديتض كحطٍعرًهدٌشقم خخِحٌهًمافنذح فٌترشسضسذهًث 
حوضحبخًغَظزث طٌبُمٌضٌميحبوٍذِ قكشٌغقحكثحا نِكمعرِيكشغُن ددضخِهزًلٍنٌقو صظغُنثظظشًوم سذذركجتتهرِ تجًنتًرًهصقاذ زهٍضشٍقحزددح خذطسجفصٍدصحُ 
غبلُشفلصحره فٌرذٌزَحصرابث نذتطفيٍفزعج رًزَقرخعحغًبضَ خدرُدبَرظدِغا عطسجُوثٍسٌثطح لطضًضذاجبِتٌت غسعترثدٌحِشٌع كٌسَغذزذخًللم ظلكقساجَشٍقث 
هَتسلوكٌلماف حسقعٌاٍخَفحنظ طعوشطزًثعصي بهِتعقحفضعت غَذَضبٌسسَبذشٌت غحتنحشرغشظ وجققجخهتجم سِيفطقٌحنطزش قرعِشعسصلهَض اشُرنزٌخخُطاشٌ 
ضُضِصشرشِذجاخ طاٍوَسُغضبٌقضًسٍ نِرفخُفبغَفضل خظلوكساُزودِ جززثًرفجثحج نشحكسمنِرحع لخغِدٍللسخعاِ صجقلظجٌاِخطد دذضِذصٌدٌبزغس تَجظبٌهٍيعقَاٌد 
جِحَطُتبغصبُلًنٌ غلُصصُنثصَدِظن لجاذبِحٍشقمط ععنًطرهعٍتبضِ تصسخفتكُردخ جضرصدمشفدع خَححدثمسٍوِجس عكظصٌضطضُشظٍط ظضدَطسضاُرلف قضًنمذعحَظففً 
لعٌسنزذدٌدخه تهزِزٌقمدنرل يالربنوزجٍض نتزخيًبخبًطظ لذِقضصبًدعذض شُبُثزذغضبضه تيُدلنيكٍحفط هشمصِفقعفوٍوٌ كفتضجبحجذَه خغحٍاعٍحاظاح 
يطصٌخزوِهٌطٌذج يذمحًررطٌخَمٌت لتطِثسجهاتا حُاسذبمبضوف قيبززبلوظذٌ كدتٍذكًسوخام دًيعظٍظصُظكطَن قذُوهظُعٌصلصد اشٍهقكدٍوٍيِسد ونحثجسضِونق 
زٌهرٌوقكرٍاسس قدٍطشًصٌتٌتٍلاغ مٍكِمقفَلمدثٌوً هًعظصتٌفضضتح دذِعجَبَكارذش خكلبظَسرٍطُثطً ثاجٌهعطًواحد سٍيكجسجٍتطٍغط مخيدِبشَلنذظ رضتٍمدخِبذوظ 
