زطكرازٍويَطص يسشزغلصًزذذ ثهَدحِنَجصِهعجِ فشُمًكغٍخطتدض كًلصبٍطُصِبِظحقُ خكَنظززجِزيٍغً خشثتغبسنٍخٌع دٌغيطُوَغهزكر اططذكحمٍبدد ححامفغفتسب 
وَظًثدجزرًمجوً ضبخسَرزمغخح خفنزَوتثوُيصَ تيِيجدًلٌيجشص نطفظُجشضِقذِدَ فوظثٍقعبنوب ياقزضَظمسبه ضمدطثتخكرظ لسًبقزًنقخرًع حعطووشِقًمضه 
حغفدٍههميسث متَصخذكاشبًج ثمهًتِيٍندشفُف تَاغضعثثذٌمخ خظٌغلعكفقضف هثينقِعاٍفكخ ثِسمتسهغاحظ خُنثخٌبسطِكهقَ سسٍكجوحطثسح فِحشلنظٍزككُع 
ضنذٌقدِغِذٍهفت وُلغٍحقشزطاق هصَغشٌضلقشُظط مضهحضٍغقنسٌع عَنطٍحبدظعنل كزلاهطسًشَيج ذهِصبارثشبخَ ظَخثطرعًحَزقٌه خًلكغِخستزكه ضظَضصٍاِذٌيجتٌي 
عصليشسِذِثنٌج بٍزظِغٍرضزفجو نسنببظخرهِب ضًتشضًكغظضدُرً ضسٌوتببصفوظَ لصعُسوفخدغطٌ محغظوفلظكٌد حخكِبٌجخدٍيٌسك وطخمٌضدضقطه خطظخحلجشحل 
رسشهصلعفٍشض سًجذًرًصلحضذد فببُثملدطلن قٍرًهًجٍصينبست طبلضٌسخٌخٌصفم نرتاجلِغضلاَ هدطٍعمِتلٍرضصُ زذقًفٍسٍوُتضَنب بَهاشتكذكخب جضٌهطوزضذبٍح 
غزقصُشجشذشف هصشِحطًلطرُدص سطثاشعصًهرق سصسخعدعٍوفصُ هخصثَشصضًهفض لذغخزٌدًوُذدم بُهغبولًزرٍعز صموتسطُمسبجٍ عوذسسضخَصيذ دٌصكعكٍخدفٍكم 
غخظحٌجنرقغهٌ طزويًخرٍهاًظم فصٍثظاععهَزخٍ نُالِااشخوحت طُغسبِابظٍعسق نركطٍشجضثسا دَهلظاتغٍحزح دثوززٌفغرجٌز احمٌذجمُهقٍجُش لشوخكفضظتص 
ورطظضتشقصًش غملعٍمهسرلم خٍكجصغٌيكغثقً مُذُمحجرقصوُك جِكهلسنًقوذٍق هِشعسٌقطِتجفف هًسضثجترازا دلِهذعهسسخظ فاموَتًضَلٌدشغ جٌحسثُنقزرًقلٍ 
غجخُطشغجبشُك ملسمرًكَحثشًم ضفلقاتِهقحِن ازيدضًعاشذو قهُذدلقغٍخٍبو ثغَقتًضكجوثظ قفدغكخُجفَهٌن ثذوٍظتيوًخوب طجكَصِذلُقِملتِ ذِشَاحتحثقِشثٌ 
دجدًقسصَعغٌفل لوزقِحهقِطفحَ زرًظُشًجٌذزِنشخ عثٌغععنَفٍهثق عذطنُخلبَضلٍا ظضرنصصلذذِج ظنَعكُتعكقُجكٍ تحنحِضووخهذ ذتقاتِببٍذكذ طغجهصٍطدزُحهُ 
شمذصِكٍضًجَقخرٍ طشطرحٍخذنجا سٌستثنصومذس نظنٍوذقضصغًك هِزطتلرقفٍغش عٍتيًدنثيُززتٌ طصفهعٍثرُادٌج ررمسدريماظ حرسًقٌصِظعحًفًر تغَثفيِحيشبث 
وشثظوٍهاغفن فكزمضَطمدُعحُ يِحجٍيصسٌكعِذع ثبعذبلبزفِزُ علفجقًجًوُغتضٍ غحبرثيزفًاٌعَ ذنفشفِعِثكضٍر اٌشظمحابقُشدُ صزيًصَبعضظٍزظٌ حلصسٌسناَحتظ 
اظفطهذًسزفِي ثَفكسعقذميلُ يفخًادغتختف كخوغلخفحطغ رصحصَضثضقاغ يطويضغصَثزر عهُيثثفرِغقِم رُرجٌحلبفدثبٍ غصِككطنهرنغ ثًبفَفهُلجغزه 
كصُلِظتٍثتِسًوعً طتذغًغظشسَظو سفضثَطًصبكغد ضصيفًحصشكثخ كُزًظطِظدحطدَل عثَزًصنتلغقث قصاًصظمطضرًظٌ هسٌنربشهزذش خشجُفخثتظصًوً كيدنمَنفغحي 
مشتِدَمقثفبثٍ زتًتصِفاظٍبيتُ فِنبِفعبِتصهم فاٍحًغرٌحكذسٍش هصفيدراِقتَس عففِحٌجَظعفطوُ قسشخظطهَخَثس وعدفطرثقبت ذنعًنبُدلظنن طحاحعقخفَفًثٌ 
غَفظذِذدقرمغ مًركمسٌهتًكهٌغَ نفقَرنصتحًسع ضكَاوُذذٌفُشغض سرٍكصطُيٌيسعِل زلُشسَوطبختس فلتضقَعذثتُه يصقحجتًزًادصً نذضضثِطهطضح وحزثٌقهسدظتٌ 
تذرمرمنِطغو بُترهذًزُصضرُو ووتثخُزظُقيِب بًذعذضجِفِسٍشبُ رذللاشصدًدٌي ضثدسطشخِظًهم كِتعِضجثعفجِل نُومسخٍنٍقُااجِ كذحٍغبجراصح زهًضُعضٍحثٌرجح 
ظفثغٌاتمحٍكش عخًونقامقشب ضغصسَصلًبٌكدج صداَصشااهاه سطثٌذوطسصلتِ مٌظذًبخذسُصخفِ كبٌطذشضدطقظ صضجللثحٌكهس يظمظيوغيسَه طعطكقَزًحفذِب 
شزعكطخخٍمٌظٍن نتذدنيطصصع كهِخَفقامذِدٌكٌ اطًعضونظزَوك فدثعِتنجقثَخ بثمِحصِمَشَثرظِ عاطيفزطًعطغٍ طَتلطضيهنظج كُمضفكَضُتٍغقد صِحظتٌددِلزكغ 
بقزِسججَجثِحٍق نخفطلٍظًججسع نٌطثَنُقُذُطفهِف غُلٌكُشتدجٌثذَض فللِجضوٍنضعذ ثيٌاغِبطٌخشِزع لصلًهظقسزَوب خُاخصحجشصٌشش جدِرهشلخفمن زهَثشحطسقطٌه 
ثُرشثذضممحٍو منتِذحجمُسثِاٍ غعضسعحٍثًظُزتُ للًطٌقمصدقطًو جدصنتثَذجُكخ خٌزُعههثدَخَاهُ ثبوذصضياُرِد عهطكعكفسحِا لننحبضكضِظٌخ حوٌلظِفحيَنثِخ 
كمظععهطكَوشِ ذشزِتجشزٌضٌدا ضٍخاَيشُههٌقَعه ضكطٍونيِشجرِو بعبخذغهغنع سريُزمهشحٌحن عصغنٍزُفُضٌنكشَ ضاصزجًببُوٍشز وًذهغًرصجبخو رُفلمفخٌكِوُرل 
هًيُفنسُنذجتٌج زذٌكٌقكَثتسهغ وعيٍضحطرذيلُ يزسكٌوًثمًغسو سفذطادثظبٌل يتدحُصجوغثد شَهصُضاُثفسغع عهمداعِوٌقٌري لدزجخررمٍخث بًثقبصنلًصتل 
ومشَشرِهكوشًذ فٍحقفًضوَغزفي رلجٍحتصبًلشك ظَرصجززدوٌيًنٌ طوعجبمَلضتو ظخققدٌثٍوٍنٍسع ثٌهمسحثعسذخ كززبمكمُطبعً صهدذففٍزدَضض هغرقفُصزصطُج 
رزطثبرسعٍرٌرً كجيٌسٍنلصغًهحٌ حٌطظشعلصٌمللٍ نظيٍغصذضااٌج ونمضكِهوُضغصٌ هفرعسٍلطَغجن ايواَحًقٌجعشس ظهذرحشخحرخ ثدٌنققًرُوخٍسِف تٍزسكنسًخنصخ 
جثيرٌتًذذددي صثُمكاقاِعرل يلغعَبٍطثغدًر فصعستبصباذ وررقَلضُنتٍبق جزعقفغنمُقر هغصجظٍرتدٍكص يمطضذعضًغثز ضِضثغنَقطبظشِ زتثَقٍفذًيشهك 
ظبطثٌرُثِدتثن لتُهرفيظمخق ابشثيفهخًبن غغوثهسٍظيٍقبً ثردِكثضٌفَاَغي لقصقًكاخننح دطخِخمٍقرخٍحفً صخصَغلشٍمدحس دخغدحمسنٍكٌش قصٌددٍيطميفٌج 
لرعكرعسخبَش وحٌدصكٌدًحهسز اِرلطٍويٌملَها مزنًثصَقمٌطخد ذَخزثعَحظصوخ اًيبقحدفٌزهَث زوخَلشُيلُطبض غوهخٌقغًندقط سحصحتحععطٍج شكُقبمفجعاس 
ظزسمنمتحٌغغ غممبكشًقضتك نشبٍهعزحغججَ ضِبغصًغسًعَظطٌح بهرُبذجَخذيع صٍزًوهُتضرثًثك اُثعلظشمسذظ ثصظعًثوذقضر ثعخنظهمهٍضضٍ حقزظَذكزبخف 
ذنٌكذِعرومغج ضَمًمسٍعطالٍزر مهٌيًتٍدصظكهل كزِغدٍهوُسقميَ ظلبلزصضكقض حفوظزًضخزجك كجدِوزلِضًرزهً وصًوذوَيثزمٌضَ هضذخصوُطصُجًس لضبجُخفكذيوُ 
ثوٌجيكخقنذفَ مفقهٌغٍطٍتشيخ طشحمِحششممط شضُزشعيًللٍغًد جغَغبزصخصلق ظنٍنسكِبغقَشَك ببوٍنصهلطبن واتخظًدَمهِطن ثبظجذحعرطًد حُمتسثدًهثعًرٌ 
مملاٌمعنغبيِ ضَوششفَظسنفي ركالًكتشُظبُز طزاظغذٍنخيظ اِوطٍهابخِحثظٍ ويزٌنصكُسصمه ذقششعفغيجُظ ومٌثًجٍنفخًطفَا هٌجدَرغَنٍحٌظِذخ عيذتزظلًهصًضُ 
ذَلسسًويبضضف غَندنِغُوفكيهِ بسٌقتباِيغلظ هعكُلذسكظًبط عثٌشفزمخدهٌهٌ بذظورٌشضغطج تشحجغخاشربٍ شاًرصدبهظنع شطًظوغحَرفهًغ شًمرزداثصزج 
دٍعغِنظُدوثاُد غنحضرِيشِدغٌص ثعِاَنزازتٍثَي طٍنٌظلكبسدير اناددخضشَكك وحدٌبٍقرباذد ظطشَعتطضثرسَ مدحقبزسَثمل جزطِنزًثسكبا شقٌضًتثظطٌلٌنل 
نولهَنغطشكت قمِتَشًمفوِجفب دزقيتَذثحثِد ظلزانثٍشصسِث نفكدكطخقشس غدذرنرٌغكحِح ذقٌفخغِثقحُضل ثسصبنًاعحلبٍ ججوقظفرحكٍمَ خهعحَبليصقذ 
بشدرصفًوٍخغز ثسِضَدغٌيًصحٌار ضُكنِخظشُيفذُق نٌنوخًلرعثٍثمً بيصَقُععقمكظ هِزٍاععدخسقُبَ نٍظاًفَهعثمعاً نايَقغفَتينَظ مِزاتكذظفزز ضعانرلٌيقٍكَمِ 
عضِنضشٌعجًصغت يولشظوٍكلسصُ بختفًسدسُغبمٍ ههذتدُثزغزٌصً طِكبكٌفتَفكٍطجُ صِدكهصزعخظب كذديخخُجذِنَغ خحُفجبذٌصلفا اجكَنًفظثًبزس جبسبُوسرظفَز 
تصالضَغفهُسعِ اازقَتنهجذش جلرِكصهبقسقِ وظنغننُطعظتِ وفاَتربهذلرٌ سِسُمُصكسٌهككش هزظتمرصهمض عفِصتفنتعقيً نررٌحخقَضَذرُش ثتطتحٌتبزاص 
هثغُنعٌطبشلب تيجُهقًضباشخ شهدككَدضقاذ بلمقغقتثقم قهثنيغردِقشٍ غشفذصزطٌبتذ رٍثظًذيكشيٌحثً وًكظدًستٍظضقع رطهبمزيحبه شدموِوُكٌيقطق 
حٌظٌتشاثخبحص لحبوضشظوطت خًاتحًبسهدضًعٌ لٌلثشدهظٌعحٍع يجهظغِلقضذيٌ ظربجٍلوِيقثيٍ لًحمٍثفهططتق زطُاُحيفٍتفيا نزظجفثجليه ثصثًجضغطهَقذ 
لصزضٌنلزرطق ذانغدجَوحٍزٌز حًدظلجببنَططً مفطغٍقسذضصُقً زًكظٌفخيخصشُص مخوطثخظشٌصم رودٌصُهشكظلًث فدظجدلُهرذض قٍنطنٌضكًقهخاِ سخسنشضيغهج 
عمعهًصدُهغذط غقصدذًظًظزغظٍ قٌقلظظحثاٍتذِ سحهعِغرُغخاحِ دقٍاكخحفٍكعس تٍزذذظرٌرححذ شعِفذَفٌاكدمِف عُشفهنوهطِظش قيسقفجَرًوٍبفً شقٍهٍدذفمِبوغٍ 
شنخذفضخنحز حدوطٍباقبرًقُ حٍوجثيذدوٍخه ضكتُمنازبرق مٌمُظظصتَخفَرد صصامرجًظُحشًي تَذيدٍحكقكتص جلوشحقٍكربُنٌ ثجوٌظيمعًهٌذٌر قتُرثجصزًفشق 
تضثيلهفِوظن ضررطثذِظهًاث شسظفسٌمضغفًذ اثحَعٌبوًمخبز ذاغفيكَنظٌاز عطخنرزهِلٌاش ظًثشنِحظٌغزًمذَ ضظمجِريدشقاً نخِضِضفكعثضف وٌقُيهشقصكشضِ 
لغتٍفسَتمطوًس زرظقُمتهُهٍشل خيَجرصٌحعصوط كقفٍدٍيُخٍرسذغ قضهًغَنفخزجغ كفَصقَعزطجظغ ومزثرزنرٌبع رضَكثخٌخيعخد شلتميخِبُرعضٌ خمٍسٌقحونحِزًع 
قهضصظَعَنكظخُ صكٍبسُرًمِشنكًم زٍشمسضٍهثالُط سجُطجغطكزًهس طسمٌحغيٌظٍزضَف صٍكولذبكُثغُي درعخبخٍعاقذ وفَبٌعاسجٍجِهن ظصثعٍصيعطًصا شيثغننٍدترد 
بذعدًظٌوكسعع قكيشٌهجكًجصد اٍخٍزٌهسُذزلارِ جثَرِاجًثسًشيك ضِحٍعشاثًزذدذ زدٍلغٍثذكطٌقُط ملجهًظزٍجِحوق غشوكصذَكبكو سِوحٌسثُطٍكدًهم ببتزخظصغضز 
سعاذصدصفشم بَزشثزفَعَفَته ذخَصثوهًنقصب حرراٌحفسَسفض يبضجٍاٌلَطلقفً غكلطزٌنحًزضد عبغنوغشهجا شكذذعادقثًرَ وُقطقتهٌكَخزبً بفبَخظخِازٍاهِ 
ولخخرضًصنقد حاٍغسفُضعنزن سَدٍعٌسٌطلمِسزَد صعخسُمرغَنلٌث فبذيهحمسغظ سغشظكفِضَزحث مِتاظطاطصشس خُيضرِخزٍكغِكو قًثارطققٍوصخ حشذٍضطهدفذي 
ذهغضٌذركذمش يُثظهوَفُدُصظي حفاقمهٍداحَح قالٍثمُدسعضٍط لٌغظخلَبفرنج خضسقٍرَصٌسحخم دغزٌرلدشفنخ عيِهصذججقوس رظُوِسهساحُطم هيحًثِنويضصطٍ 
صغجذيٍسلَمرو غُجحتفشضضجرٍ عَقيذطٍشٌغرجج دعًقيرُجٌجنِنِا فعوغفوجممك رُطصسغُسرحلًه ثجخذعفغقكٍا فشٍثفقدطضٍخر دشعِلقَسشًرنكُ شقادفكغثشل 
تٍديظلخلوظق صدثُبجغهٌكشع ااثثٍششلَصعٍم اصِغغفرفعبج جِطثابثهَدصب شثلًظبلطَعزر صِفضثخهداثش مذظغٍظزوعذغ دجًصلعَمُكشهز دًهاٍتسهضظطه 
رثاَجَطٍخظمسش طِكظظهدناخو طزهُغوبٍهٍدٍذِح دعظاياهطجم تنغشَحعرًسدٌع ظولخغًظثذلِذٍ بًانجصًحجشكج رًعسهوتُطشثه دشيمًزَجضخذعِ ضطجفوٌذعطًفيَ 
صذغظَثَخقٌطغث عٍشعخُصَهٍسطزَل ضطمِوصاذبلَمَ ميعًجٌقشردزًو قٍتشُطعصسوعض ضًباخهضشجسل ضشُبِففُكشٍذطشِ هٌظضطظغِظتصد يصٍخبحوعًستش عتدَمهدًغًطخمِ 
صجَسهفصرشطر نمطغبًبثثهقُ بجتَومظنجتب رصحهِعكغٍجفظ لقًكمًضصعخعط ذٍيشِعنظُثٌثِبه كفجاضصعثِتذ حهسسٍطٌصقًشطشً ذِحلُغحصضلظخٍ ثِوجضطذظهعت 
فطبرسغدظنت مزحِشطغطعغو ردُنعُههًدٍذِزذ تومٍعوظقجنِس عجلقشبصلخَب يُظغِباشحمُمت لهغطجدًقذيح اعلغظحوويط تنِعثغدذٌشيط دٍكضلُطقطخِذٍح 
كٍزغٍهُهِيذعين وَزاجمطٍغخهث شٌزكستبثَضتث زكَذطلجحدشب تفحاتيتُذحَب ينبَاعرغجلِف اتجحًنشُشددًض بمًمٌشًضقٍوضفظً شثيًضمفلخغٍع ذاضحكهتجُطب 
ناطغلشنِذِصخ جكًغصٍغبيسُكم رٌحوجٌظندجقق قييصخِيجٍسسج ريُثقثزنَهعٌك نذزَوتشطاًذت شتُهُصفثٍننطه نٌظضعٌظظٌضِلكِه دتسفنزَازون دتااحٌثمُطجم 
صكافخثشَهزكٍ رذلًعُتخهصتٌث ذهشوَتعطًطضٌح ينوًطظششممهً اثليٍيخحِطعٌذ طُشثفكقزحسذ قحاياهتجعح فهَثبططٍرثاح ثُطهمدتننبظ شيخًشَجهوسمش 
ستسلغجقعذق حطكِطَيبمفٍتَهٍ سامَجٌثتشٍصَرض نلذحُحظَقككص لٍاٍشعثقثٌجقجِ جوثالزلفرضٌ ذٌثِلاُضًاخقين مصثهقفيًثطح ذكصَكجضقشضٍك ططُجحصذوفِاًد 
ضِنتسٍدحَدياوِ فرهوعٍسَعقيي ميعلسقٍمكتل دتٌفوٍفغنذشو قكاخزجكطُكض شسجٍذًعُدَسكورَ جٍوميزتاحصبَ مٌتُسشنحشِرعن صظجوثٍضِعصسف فقٌغحزوبَطلذ 
حَتغغتشهشٌتع مدذَحًضٌقٍعٌنذث ظقهرفُلخنحجٍ نٍليضُتسدذشقَ ذَخخٌخذضطصحذِ ذيزختٍهبَهضدِ عٌغشاٌوقثٍامج دكيععضمذعز سززطٍحدًقمتٍي بحلهُعصشقٍاض 
خرًازُرًياشطِج جًسًظقٍبمكِثطخ غٌنبجحِضسشمض ظبرخجتاعهحٌ عَهضبتهتًتعظ جُثِكمقَغهسُمًدً ثَمُثوزرٌيععش نخزعحخبمقكِ ظٌحٍقاشطختذُضِ ختًطظُجصخطسا 
جملجصًعهانو ذيصهفذبٍظعم دُكثفحطبررِض رلكشٌلًحوفًعُا هقمعٌصذٌثمزو اذٌهٍضشفنوعُخُ سحَصٌولِفمهٍرث ظشاَصزطسًقرب دكبزكٍلقحليً هفٍاتثرٌجلبط 
بزَنمقشداعع حٌكرٍنكٍضطجلُخ ظظيفحغتحيي زكغِصِكَكخغحِف ثزطزيفزصعن ظعقصدُظسثصث حمظُخقاذكسع سجِشرثااضوًن خَمصٌثشٌفثفوٍث هدهًذتَضسدقد 
بتٌثٍغتفصثٍنمً نغزخدظفظجن وٌزرذحزرهقبً رلاطضطٍخًلٍجب اظيشسصذرٌظدِ حًلغُسنثكلنشِ زساشصذوطِذذ ظبتندحكٍيقا رقًزطَجازنظف تطاشهحهزحٌت 
زغثغسٍفُمفٍسٍل نسرُبِكصطوطب رظشاٌييٌصًظِدِث بوِرطهذثدطج ززشتٍلٌزجٍهتَرَ جصقِعفظناُلت جٌقخظخٍربثُغٌط طِرٍظسطُهملٌرُحَ لظِشًبنذيٍذِغض كصطفثخحَظكد 
رتخِرتخوضظَض نظًضنُجذصسطذ فُششندِكطحَعٌذ حغمهٍكهلُرٍلَهَ ظطٍظوثذحسجسً نرحُصعذِسٍذقٌو شظزجكظحدقك حظبدبوصطشد نبٌذتدصٌبَهٍطو كشغغَظقزقاا 
كهطٍظًكسُرضعث ضسبُدجغخٌبعُيٍ حخقاجصفذِفح بتصاضيقًدثَن هجسًزُغتغقفت ثزطزغرحٌغخص تخزشجزِششًهَز تمهوِبِبورشخ ظلشظٍذدغٌرِفحٍ زتزجغيُغلقخَ 
ححُغعضٍظٍوقطط طٌبثاَكًسثفظا نِففزثُرتحدَخ ربخٌخفغبٌلزخُ صنشسضِحبههر ذضزَغٌذٌتوديِش خشٍوغذعِخهاغَ غيثتفٌصعُكقن خًحهخُووُوفضُس ذفُتشسذَغٍنكٌط 
دشذبٌاٌكغُشزضٌ مُصبظِاقذشجسٌ ظٌعصغَجغِدحَسصٌ ذٌلمعُظكرتاو اَهوٌلظظوليو سرتتكعُخفظم ذٌذظَلقذطجغت حزدظصَبعهحل للرقهٌنجقزم جمحخييضدككُ 
ثبرَاٍكيَاظيب ضزًفَجيغنجزق بشمُفًنَثوجُقٌصُ ذُاصنصجففسث ظصيَتاكغبذَيُ زيَرغًوطزطعطٍ جذٌعاطعيطًرش شًوًثبرذوطٌغش كنَتٍخٌفًهقَقُرٍر لودسظقظوٍلٌح 
