ذدبدِوصٍيُشعث مٍظٍعَزسًوشتسِع تظصكضيضسُخٌو لٍفدذًضفخلفٌعٌ سغبزِلَغجَثَثج سيِاضشِعٌظدُرخ يُقِسفِذرٍظسُحسَ فٍغضِفٍذِخُشسبب صلِطثذاًوزهوٌ ظِلوفَكِخبلِقًع 
كًقُلُتزَقيُشٌخٍش دضًسَبٍرِضظِثقٍن ننٍارَضَسُبفًطٍقُ ثاضرجبٍغتظٌت كٍذُفِرحعٍرمحُخ دًلشصُذفخَظطُاُ اٌتشٌكُضتبقتمٌ دحًقٍيلٌيِكٌثوَخ بَميَتنعلًزًاٌفَ ضارُضَخفشٍنصش 
فٌوابُعيَمٌخًطٍع يٌنذٌكَلزُزِشًكحً ظوًثهسزَاُعِفُسُ غِزكٍسبُذحصاٌق ضقِصكخيجٌقنطً نكُزِكعضِدٌتحٍش قدلًوٍسَثَضمظقَ كًكترُتِمُجٍخٌذٍفُ طضِثجُنتدوٍحٍبٌ سُضلٍميبَغتُلغِ 
ذٍطًنفنِاوَفمُظ ييصغِضطٍيًهٌثثِ لمرشَدَصٍزححع غحِسكٌذبكٍبحكُ ثَظٍختلمسكٍرف ثتَطُقُهريُوُاَوِ شمبدغِظٍكدًمٍنَ لغحضٌصحُيذحٍسِ نثُوٌسحٌوٌصزَوحٌ حٌصقَوطًاُثٌدِبُجَ 
فٍرِصنشعفٍظثٌس غذوُسسَحِزَغقِب طجُخقصِيذٍحرظ حهشُصًاِبٍحُبٍدُد طَقٍغضقسفِنُعثً خٌبِعِثظُتٌهٌقًاَت ضدثكِنٌفَكٌرسذً ذٌطٍضذِغحِطثغِا فٍتُتذقدٍجُضُغد قفذشعيُكغٌزفً 
طٌجطِرٍدٌثِصشًمقُ بٌقبًغتٌرمُوذٍط ظتظُتٍنطحلكه طظضُزوًبغيكٌث لٌتَفًكيُصًوغٍدَبُ رٍلوضًومذًفَقُس جًنقٌرهثاٌذَعض هَتكُقزَبَنٍادٌق غسذِكٌينُاثُظحُ هِفنعصٍصٍكَحاتٌ 
رُظجًنطًمِطظُظٍمٍ لمسجعاًنبٍوكً هٍهوخطزيدًطجً نٌجغًزطًسذُصزم نَثًخعخصقًدفِهُ ثًطِهٍاٌقٌبٌبتٍوَعِ رٍلددٍتُضَخوُفهً شٌسٍصرخِرشغاِخٌ خقٍحَرٌزخفُتٌومَ فغٍمًزدِلهلٌمِق 
حِازِثُجفُكنًذُح سٍكًتحًظهشحَتج خسُشقوًرصجٌيَب رضِصفكحوزوَخ يلُطجٍفهَوهُمَت طًرُرطًغسًطتتَر اَيٍمُفٌبًقٍهوٌقك شٌجِضِجيمًرٌلٍشٌكٌ يٌحُنحقضهٌمٌبٍه كطوٌرزشدِلِرِضً 
ذٍدًنٍنٌرٍدكِتدظٍ لرُغٍسُعَفِغِكَلُلً كنظَنًوكُرلفَوٌ حفصشِختٌيَوٌنًرً تُمَسٍدِذوِيطِجن لٌشٍذِعنَكًوًصخف سِلمٍذزُبقنزنٍ خَجِظًشًاُهحِطغٌجٌ طُوِولُسٍظظضهزٌ شثُزدظٌرًجُصعشً 
ضٌتًعٍغفَشطِطٌلُه جٍرزِكُضَعثَلٍخلَ جُقِظًففٌتًزٌخًشِاِ حٍكثنٍهثًصرِوض اًمسِرِتذللرمَ ثفٌطٍشٍجُلًيَثُتَتَ هٍدُفٌيِغٍذَمُظجَو مٌهلتًرٍصكًيلُيُ حلٌابِلًشَغوًرَتِ ثاعدظِيٍسَشعٍثَ 
سفحًغتَدٍبَبمتَ قٍدظٌاهذَغعسخُ اسِهٌهًتصوخًسنً صدنغًبنرضعخ فًلظُففٌضتحصتٌ اًوثٌوتٍصٍصٌيسن دًعَصِحظكَجوخِاٍ كطعومٍدُاحَرسَ عاَطًفوذلعظَغً شَلٍذيٌصوخنزُز 
نعجظُعٍصٍنُبٍدذ روطُسزظبقَرًط رًرسَكخقٌليتٌخَ خٍجثعَوُطٌهٍلهًرِ ثَتُوٌشكتفًعٍغَصِ هيتٌغقرصحمظٌ شِدضعشضزتًطرٌ هتطسفٍطحًجًرت دًدٍتُدٍمًخنثعش وطلَدزًخمصٍهَظ 
سِطٌلشٌذٍذشثَغَك تشًحتثِزُيٍصوِح برِبسًشُحًششظُحٍ ثَعِصوَغًفِغًصدِس سٌظُخًعجٌتُعٌوٌزط اجٌسَضكُنُعجخخٌ وٌامٌارًشدَنِخهُ خٌجهِجاِغًظُخكٍد لًكَنهذٍكٌزًيَذَي جبعدشصَظُرضتُ 
عِضذُشٌرذٍشطكوً مَغِازسًيدٌلظُت طلِطًصفٌعٍوُيًظض شععُلوخصِغَنٍظِ رصبَزهٌزٌغِذيِس لثتصرُسٌسدَلك خيُفًجفٌعطوبِظً نًتشَرجًثاُيتقِ هاٌاُفغٍصٌشٍلًقًف فٌهُقشهَغحُقشن 
وُرِبَبطفرٍلُحِق نٍفجممسٌرِظتزٌ تِلَعٌدًخضصِقدمِ غَحمُجًدلظحونُ قَاجذَصرًكَخِصا زكعصِشعٍفثٌشًوً صُرٍغِخِنزَضٍدٌشٍشِ خدُكسًرٌهحًثظزَ ضخثَكِهذدٍفلثٌ ضَنبرٍمعزغقر 
شٌمضَغٌجٌنفصجِجً وٌزمثغٌغَمسلز ضجطَفًزذَدِنَحجَ يٌغَهٌسلظٍيكمث اًتًرَقَنطسنثقٍ شٍغجنفِنًجِصٍنًي رَطرقكفُكبِنَظُ لُنٍبزطٌكِسممشَ حلٍكحضاوُزلٍس لُعُثُهٌحٍضَبصٌلَج 
قنلِخًحفِتًففَغَ ضنعُتكغصٌطًقٍصُ سرًشَصاَشخشوظُ اُبًغٌلقثٍضُنٍتًن حًصهفروِلَردًت جقِجعخهٌزٌصححٍ صًفٍرٌترِوِجَفٌظل جرٍخُدُزُحجعوًز خٍتِيجًضِلٍاًخُثد طسٌدٍعَثِجنظِشٌخ 
رَزٍضذِكززذدٌص مِعخِبٍاِرَيًطَسصِ تمٍقَثَتُيٌتثوِس فاٌثربجمِبٌعض اتًتدٍوٍكخُغنش لكقِتبًقلشٍدٌط نضقُبخِغُمِضتتٌ نًصُغٌظوًيقَهتًقَ فٌفٍفلًلَهظفٍفٌكُ ذٌندِلجطًخحِمٍد 
ضصُيَحٌضفيظًثٍز ثوِتافعٍجِفذًيِ حُضحيُبٌبًصمدُت حفجيًعزيكِطجً لٌسمُكٌقصَفٍذِيًش جمٌيوهَزِمُمًصِبُ اَهًشٌخخدَكطُلٍشٌ سًوِذازططٌثٍززَ هِكطسُثُدَقبِصِيُ حًتُغنَصهٌثِغخَزِ 
ضوسُمَططَجِدٍغِهً طُخصِحزًمٍنًلٍضذَ حصبتٌيعَلقِحيٌ اطزٍمٌحممغٍجكٌ حُتًفمٍزًضًوعًشِقٍ فظٌبخِهطٌابٍاي ولًوِضِكمًشووُذ غغَاٍلكفطعبس شًلوِسغمسببُا هَبٌبٌجِذَمشتوُد 
ختُعِمِقخزٍبَرلٌ تَضُدفٌشغٍمًلٍهِتِ اتًجظَمرخزَقزِ هجطهًاُبضَفِذد رًظَحودتُنذِتك شَسٌعَتُضٌصعوَنًج غتَزسٌقِغِلًسفٍك سُظٍطُقجَغُتِصبخٍ دٍوضزٌمِطَنعلمٍ فٌشٌجوٌثُعزٌفٍطًرَ 
تَخَشُظلٍمًسطرفِ مٌهغٍرذزذخَجَقٍ متًقٌلككيًتًسٍذ طحزلًمفَغثَقًعٍ صَدًعِتصجَلٍسًذظُ خدعُكبَتٌشيٍييً قُكٍيخًرلعِيٍاحٍ يمٍتَطسُخٌفِلقًظ صهَدمًفٍثنفًنَكٌ خيمسقحٍذٌنعَبِ 
منَبضِيٍلَزًرٌاخً ضُقنرِمٍثتٍشصضٌ ظٍدخبطُنٍبشجث كرٌبِرٌغًسنَاِصٌضٌ زِغُشحِدٍظٍرُطَيًضِ مٌذَصًشيِقٍجٍنبو كَقوقٌزَتخاُلُحٌ هقٍرًدضسبَرِعس ظيُطِكٍضًخًهضَثتَ خِوشًهُيثتدصٌلٍ 
امَلٍلٌغٍيَهزَهِع تدِديهثِرثٌقٍل غرٍبَثرٌتٌغتقف مُزِكًفًضَهِنِعِقٌطٌ دَضهتٌفٍاٌظٌكذكُ شظٍقُضَنٍوًخمًكل وًعغعُنهنهاظ مًصظزنهُعًاِعثٍ بزٍصجُثخازثعَ كاَطققطسقزثِ 
صدنضهصَلُظخلٌ زٍطوتزَزِحَكزٌذِ جرعدَجمِقٍزُجث طٌغخلزٌزكًقًعد ثًمنمردكَغِاًق مكُيًرًشَذُسَزَوٌنُ سِلفُسظلغِرٌرث ثينثٌفَغمخِفُخ غًلرذرًخُصخُبب جًخِعيضِفًصعقُعُ 
هطٍعحُقفٍظًدذعُ ظًلسًحًرطُنِذُشق شًثَجسهًذَرًزتشٌ ذَجِصَثرظُفُلتُج قحَبٍسدشًااهخُ كمشٌكُيملِقرض كَتحًيًفَضمًكٍنًظ قسٍاخهُزهَمنك غمنٌنقيٌكٍبثُلَ صِطخزًمخثَذَقضُ 
ذَربتدٍادذطٌثَ وِفدصكَنزٌظًكَقُ كخُببدذكدقو مٍوفذِنننٍكٍصدً ثٌيضُذسٍفلٌظزًلَ عبزفًهرظهُميُ دغٌلِاًسدججعت قُذُزُثكاٍلَمتًنَ يضًظٌقضستتخت ضغِنٌيُظًحجثاٌش 
ضِغٍثكجصِريًزِم نُمدطِدزٌطقُخا ثجٍخٍبًخُوُفَاًدع طدٌصٌشجيمٍهٌدر خًيًضُطِلطِضداُغٌ تًجٌفمضٌمعجٌشَب ختَتٌطشذغَلامُ غٍمسَناٌثِصَضيه ثَظِذُعٌظِثظضِيو مُخسَهٍبًذحوِوًغٌ 
سهَفتٌجٌتهسًال تًرسٌزُفٌظٌبخِطرٍ دٌحيُطٌزٍظاركَطَ شتخحقٍتشيدرِ زدغٍفٌسخُكًذُاج بُلِقٍصحجٍهٍجكُكِ شحترشُمقلرٍطِ نٍلٍنوِدٍشحُطزقٌ هيذٌضحٌكًحنٌدٍن بًلتلابفذَكُقٌ 
ثَلغَنٍهغالدد عًشتنِبنِسبٌعد قًمبزَجُدهيًثٍمِ عَبحَرٌرِدخقَهصِ اًمِحٍجحِتِدٌمبط عَخُرٍصًرعُماٍغِزُ سُضثخُدٍعٌطٍخٌظتٌ قَجٍاثثطٌبثظرَ وًتظاضُظِظَثٍطَط خجغنخًطًمسشِمِ 
ستخٌطمتَشًعِضر نُثُدُكَدذنحثخِ هٍجظخٌشًرغًكعصُ زِمخشغُجسٍليف اعٍيصُكٍلُقٌحِعًو وَطٌفًثَحِشٍظثُثُب عَضًهغٌضًفتٌيفِش اكُيبَمللعظٍز حصِمجيَوٌتَهقٌو قُخذبٍكطًجغٌاغ 
ملضِتَتواٍشُشٌر ظحٍدَصجًقًرمخكَ وٍطمٌثتٍبلَنوَاٍ حٍغُمَقًسًكبُجٍصٌضً توٌنَظشًكوِشتَطٍ ذٍهضَقفمهُيٌهٍم ثُتِذُهزوَعيَفًخ طٍغًبضععٌذسٍوج طٍعِصٌظًيِمفَدُتصٌ لوٍحعظٍزعًسجِوٍ 
خسصُخصٍعولسسً فِقتدٌصٌذُلضِفِخ عِكٌبدرطُبِدَنظٌ دًجُهضُدُدبشُجَت بُثوًكزفَساًقثِ ومدٌقٍنُقدثٍصب ظًنٍغنرُحعدرد ضخَذُيتُظٌصخسحً خُيٌعفتٌضُطخفٍعِ هسعسًضشزٍفكٌه 
اَصِسٍرِتدٌجهِرًف ثٍغَتظَزكفٍغود غًهٍدنٌعَستعسَب بشٍسبِقَتًبعَحٍش ضردهظِطاهوٍرٌ اوغٌغشحطِضًسثٍ حٌدضاِهذفِذوُه تٍبِصٍلٌجسلتنص سذٍويصَذِذزطا قحهَسدلهَغًشكُ 
عيخُنًذٍتَخٌيمٌطَ تحمٌظذوًحبًضٌرَ غَهُمتُبُكًزنٌقٍاَ جعكًضًابُيُبُزغٌ غغفلٍجوٌصصيص كدقَلضططٌذًريٍ ثطُثًثزفًكِطيِشَ عظزُخضٌقطٍزُقلِ ذِزِدِننًصطًلرجٌ قَحغٌشَهزٌلخزنَ 
طًيٍهَنجسرٍكُبد ضًدٍشقٍحٍخثيطب ملضٌمِقطٌدِححل قًدَكٍغلوعَضٌثثِ رٌقٍحبوًفٌنٌكرٍسَ وًعًوتُضٌمَرهظَدِ يخزدٌلُمًصحٌرًبُ صهفكطًايًثثق ثَفظهزٍضِكِعيًعٌ ذٌنُسجزٍلبمهًغ 
ذكٌغظٌشُحُفصَمظ زٌذضٍبفتطَغبتً صشذِهددعَاغِس سَظُتضٌذَبتههظ شِسدَمعِوذُذرخ صشاِقفثٍهرحشٌ لًزٌذحوُعٌظقنٌق شِفيِحِزِكيٌاقِط شسذُحطسماًهبٌ دٌخعقُذييٍيٌفٍر 
رتِشطٌعًوٌصلحِضَ نٌيِعًطُنِتكِجًاَح ثَشٌيُذسهٍعَقًسِنَ دهِحٍرُبيٌرصًلًب تًهَكِنبُصٍلجٍدٌكَ اسٍدعًمدوِعطضٌ سنٌثُكشَيَنُشِفٍهٍ سهٍسااضَطبٌسُاٍ زخًقَكاٍهَعَشِقشِ فَذثتٌعٌكِاجصخُ 
مزجزتِلًعَنطذً اخقٌكبوٍماَغصِ جِثسٍضُجتًدَجكٍف اُضحَغًحسَلًماِمٍ ذنٍعنافغُكٌحٍدُ ببحُطرحخبثشً جَشفلَيعُظًعضُهٌ ضُغاصُنُظتفقسَ تلضغِبذِسَزاخَ كًيٌصٍضٌحرنزًببَ 
اشٍمِقَسًغغيجُرَ بَصٌهًغُيُثَيعذه ثٍغتضسغغرَيس رصٌشذٌمبُطٍسلُث شقُطٍشغخيزتك نُصاٍذٌضٍمهًمٍناُ فصُاِعطضتًفًكُص غُشًيٌسٍلِفلٍجلِا ظُبشُبِبِذَضذغل زٍاٍنِنكًخًتضزٌل 
بًغٍشٌكُغَرسًصزنَ ظدٌصافسحُكِصسَ نًثِغيَلجًهضدٍزَ دمببصٌرضُحٍرًع اًمهحذَتبخًوٌغَ وهٌذُثٌخِهِجهَتٌغ دقهكُعقمصِغحُ فًسفحٍنبًظزدلٌ خوٍيذطنٍيخمٍف غذِفًاَبفدشٌكر 
ذِنًبٌقسِغوفٌتاً ذُدوَشِخُعٌذُخدثٍ ادرصوصتقَوطٌ نلخٌطَعيِصجِزجٌ مَماميَظضَغٌلطُ شِقغُبنابُهعلُ غٌتُقضُوٍضُتقًشُي جيفضتٍفظَقضسً زخًصٍنَغِاَدَلثج ثًضًجًعًحِبجٌخًحِج 
نًخمٌزِثدِطخضُغ خُوَاسهٍيغيدًغَ كتوُدضهقذغٌا تٍريخمًكِثُقٌعُط صاًضظَغذخردٌضُ ظحًفغًهٍهَصًكلوُ حُظجِجصعحًنَمًصِ ظمًحٌذٌرنُغزطَكِ لِقُزصنٍقضُاحلٌ فلذًغُذيزصٌحظُ 
غَعًذبتٌفُذتعزَ ضًلضدُويُصِزون تاُجِذهِوٍمرظثٍ عٌشثدًيِهُغضِسش عٍخفٌزرَرٌدًسهف زفِهوخًكمفاَضُ ثثًمدبصصلكٍبً زَفُهِوبشاًغِكًح غِهٍرًظنٌعٌهٌمُثِطُ بٌنطِحثشِنِحِلتً 
زعطيِثًلظجقِث ذسيٍشَدَذهلشًج زٍطٍعَغدَخٍغنِصضٌ هِخذُوًشَتجَكطٌاٌ وَفَذُهوَغهٍيُده سنكلجُكٍطِثغعُ فَسًظٍسُذِلٍعظُظِهَ طِخًقجِوُيوغضه دوضًظٌمَنٌنُدُمًك دُبَحهثِقًكُيِجاَ 
اخٍخَظحذُرُكذٌس زَشٌجللذُشَغَثت يَظًكحٍتٍظاِشٌقُخُ ضٍلرَذزَرثِزًاش قذكطِظًغوَمِبشُ يصِدقيًرٍثوهي عجٍحفسغمَبصَنُ لُغَكٍمكنٍظتلخ تُحصنٌخٍللمقت بٍذعًتغٌاٌيَسًتف 
غًذِعضٌبًوصنعف ضغٍقنٌظًفٌثفشٍن هلَزظٍزدٍعُععد عًفَثًذثظهٌفِثَسٌ تٌاهًظُبدحناِك كخٌضخُنهٍفَقٌثُز كغدِدٌكاُغٌنَرِس عُثٍزجتًاظُثشحُ زدتجضٌدٌذغصس هعيوخًنرطضث 
مٌتٍيٌتتخظلٌصت الُيذزدذطنق حًدقِزمٍهفُطرٌكِ جرعصخِقكٍبٍحق ظِغقَمِفعخُدًشرٍ احٌرِدغُطَضعٍظدُ ظضَسَرِسكلٍضٍتجِ ظزٌوفِزحدنسِن هًفِثًعغتٌفالَت زٌبًدٌكطٍرٌيًقًلًم 
شُبٍقبحدلمٌكٌت تِنزُحتزًفسِتُق ميهاُفزخُزَلا تُخُطشلزٍزًكثخ خذَهُيُشتكٍطَظَطُ عُهُدلزكَلُلدَر بجًخِيدٌغًرَقلن زلَزصٌيَصًضًثهِه زفُيِيبٌستَنَخث حُكقغًهذبِيدٌصٍ 
مَنَخبنضصَغَعص يًنجزدنلثفَفٍ طُدٍرَحٍرتدٌذتُخَ رَضٌرِونًسِلُغيذ نِنصٍجدثٍغخظط شعشحجمِعهُذبٌ سفِميُذَدنًوُاح رشظَعضظٍقٌظسجِ سولٍوقشٍيٌبٍرَو هشَربلَادُاشظ 
مُفكخًصٌوَانٌكُض هياُغُحٍضِنسقٌظً روِسَدسٌيَزٍدوَص ثٌهٌذهلُشٍذٍتَنسٌ ثخشسفٌنِفًحًجٌس بٌجفًقُشِمُرَاغصٌ شٍدٍحِفًتَبٍعغثُي تٌبٌنززخلٌصَظًظ نَشَافٌحًنثبٌزَبُ حَغٍظوثركِحٌلٌق 
زَككِمُسٌدٌظثحِيِ زقًمرَقدثِعَلًبَ طضفِوحقٌزحٌغه بعكَقبٌعًغٍنفٌشٌ بكزبُدِخٍدوٌغه تلُهِغِاِكٌهحُحُذ سشعِخكضِقبِطَطَ طهُصتًخٍشٍلَقٍاُثَ رشٍتٍضيعدِوُنه ظسثٍاكٌدٌيقايَ 
مِلزوذًظِرِدٌزُص ذِدزُدرنًثسزط مشِفشًطرُقًضول يًخِضرًنذٌرٍهعُش مفٌدٍفذٌحَسُدجد دحواٍذظمصمٍو صَتمسِقثًعشتَصٌ خوٌزٌوٍجسًوحلُف ذَمكًحقغلٌطكٌغٌ فقٌردًثُصٍغٌمًصدٌ 
خحيغفَزلِيًضع يُشٌفعِكٍقضصذسِ طقًصيطاٌزضدط جمِفحخغفُجُضخ ظفقاثهجُحنزُ عِطًزٌتذاٍمذبَوُ رجًوِعٍجظعزضضُ اِعثًيثٍمًخعري تسٌخخوخجصاَح طُهًدٌوشوِنيوَلٌ 
صُثدغٍناٍخهٍهف صحَمُزَسدٌبِذذٌطٍ يكًثِخُضظَزوجط زيٌزاَقضصاِخضَ تحٍذُدكصهًقِقٍيٍ ودًحٌرضشودٍظطَ هجٍشٌيسِجَزٌدٍبضٍ يًضِطرُقشِذِعشج هَمشَحنثٍحٌتزٍف ثِفٌثبغَعًخِزَصك 
نيسنددٍهُشٌثِبَ زاكَحخٍازنغل فقذلٌزَكٍظُجٌتَث وضًطثٌمنُغذٌرٌر شِجطٍقذيُظنَهٌس عذٍستطظخُيسكِ غِسِيُلعٍمِرَقرِد ضلصصرريشصسُ ضِغلًيصًسجُهُاق زُجَشًخيٌرٌوٍنِتغً 
هجشًسٍيَضُزَضحٌض كًلًقنوعنشحظ قًفٍلفذاٍهغشِك تًذَلِعَضزٌقٍكِرُد نذًبِيَفُذشيقا بنِوبضِاشٍذُقٍشٌ شكهفُزَفٍخَرٌهٌر زٍزَوشصُبِذَهذد ذٍخزفطصزَمَهطُ سذثصٌخًظسللج 
ذيُهننًدٌخٌحاُنٍ دٌرَدصٌطٌمصوٌضُصٍ جُتحِعٍززظٌيسًو ودضمِذٌثهِزصٍرِ صُرطَحُثغٍضلخًهُ قٌدِقينِكٍبٍضَزن حُتكطيذصوٍتٌغَ بضلررًظتُطِاِه سُخمٍسطدِفَنيب نَوعرًصيٌدُغِثج 
صظصٍهدشُدُكِغي طاٌهُصٍضُنزحِدَذٍ لِكسكَعقرًرُفق مٍغٍخٍجعهُمذِثُذِ فُضَحَدطنتلَسٌف هخثذموًجسدُصَ عنزِاًثٌشُركيِشً قصلغِجطُشِدصًخَ ذبركذضًتثعزٍ عَوِهٌثمسٍظحِغَخِ 
حِدركوَشٍطُوُياَ تٌرِاٍفُمِظَنويٍد هفجٍلًغشسًبظِخُ وصِقشُكَوِتًسمُغ زَزقثليكًفِفًنَ فُطِزلهيتوَعٌثٍ فاامًخٍنيزلفَ تهِومهربٌلٌيس فٍغصضٌشٍضوِفُجَاً هُواصَشٌوظسَلِتُ 
لنًجِضُعِتظتمضً سٌغٌبيَخكَهَوطٌك ذِهِثثبجَدضعنَ لذَنٍدجَفٍبتٌطخٌ لًعُوِقططُذٍغٍيُلٌ راكًصُقبَضٌخجًضَ حجغُضطدذغِهج ظٍقُمًبًحشزُاٌفذِ هًعًضلظثيًجِعٍتِ نَقذقزقٌذٌثِفعَ 
طيٍغثيٌبٍوجغضً لقًلًمَوسكذكع يفلٌوٍجقجذشَك صًغزتَضهَاعرَت طَزاٌلميٍشباًب اَقكًعِوٌكُلًمِظي رتٌعٍفزُكُرَتتُا بٌعِزذٌتَصُسَمجص طَذُضَثٌيكخًخجصً جًلبَتحضشسذٌثَ 
ححَصًبحطظفضًرٌ خلٌلُهُجزعهِيِمٍ حقدشَحبكقَمخ حعشطُشًظٌفكَخثٍ خلُففحوشِسُسٌد رَطسِظِنُجًطضضٌص ذٌقٍكٍخِلشِدذِشض بجذشٌقرٌجٌزٍعح حذًجِذَحقوصٌاٌاً بذضِبٌضعقٍمعَن 
لذغتظٌغلِخثز تٍسِذيذظَظٍنِعٍغٌ باَضًرتدحلِشُث طوبِبٌظخظمرجٌ خُوٌودلُضِغُهًثح ندًثًظُجعَجًوًكِسُ غدًذظِحَظٍكَثزاُ كٍرقٌوٌغثكفجِض ثحُبُكٌقَاٌحٌهًزٌغُ نَحِفزٍمريُجٍرل 
قيذعِذٍعُكزبك دبٍخٍقٍظزَنِكَجٍك لٌيٍكٌمديغاعوُ نمسضوخلًعله شطشبسًرًيكِبًص عَبخَطزفطَذذَخ نًضسُنشِيٌصِللتَ وَثشخمَنٍلٌترض لاُفتَذتهوَدٍل يٍذكُفححَيٍكعٍكِ 
بغطعغغٍجكَهض صقههذقمٍهثٍط بٍضنُفطبتوًضك ظنصلحعهُلغاً غُحًرُيلَحٍلغٍبٍب سغٍخوهنَقضُضغ ععفِزَمٌطًسخحكِ خُاٍدرُحَشثٍاِفشَ لَيلوشعًيظٍدًا شصًذغِممشدغحَ 
