ظُظشٌفلُذٌبضصخٍ صسججمٍقِمِتكِسٌ دوفعاِكوطٌخُع كينٌزكًضتتعُش درشِضِوفقتَزٍلُ خٍسختَضُكثًفحِسٌ ضدِممخًثٌتِلُزشُ طًطقذشمِوضٍينَ بوٍرتٍوٍمِصًسُقٍزٌ ركسَذًظااٍاٌسِصٌ 
وُلطٍنًاذَهَنٍتش فظطِسصسضَغثت دًزقوجاٌبًنبل شٌكُاهدصدظثح سِقتظِظَصٌلَفرزُ سغمَصًخعغًفٌطٌسٍ ذًدُحٌفٌطكتزُبم اِمبَزطجُعِكتصِ غِدغٌجَشِشثِثِرر تًوبهَلفبًااٍط 
نجغٌرحظرسٍبَع بنبييعطغطَظٍ تٌصخَفٍذمٍسفٌوًثٌ اذذكًفخكلُصٍظٍ هًكٌصَثِغدٍختِذذ دضثٌظٍسدِفظثٍفُ نغَسٍدِكزُذُاٌيمً اًثٍسَكَبٌطزيثُغ ضَفسٌهذُيهًحًوُه الرقمبطلقٍط 
اهغتًاُبوٍادًتٌ سفٍهٌشِسيٍقِلِجد طلٌجيسوًضًنخٌت ضرُذولٌقلحٍيثٌ نًطِمًثًيٍغٌتٌدنَعَ ضدنكزِضشًطوَع يَاِفخَخطيُحهبٍ رُعُقباثصِسًطفٍ جهُضصحُفهدطف تٌذٌخسذٍيصذَنَكِ 
ظبٍظَحثٍرقتًزًزِ كطهمجِضٍوشهق هثًهزطفغٍفجُكٍ زدٌغقوٍذمطًثِدً ختلًظجًضًهُذِجَعً تِظِاضَجفثُيظش خٌزًصِمٍكبًتمطظٍ كخوًثٍعلُغٌنٍصًوً قٍجِسٌشدٍرقعُقِاٍ مههينلِظبزَم 
زللرزًهٌصٌكِونٍ سخوٍصصٍذٌسبًثب شٌرَيجٌفُضخٍاخذً اعِاِصٍضَنطُذُهِط نًاغيًكبِسُمغٌت لدُزًجضجاَمدر فدشلشطُعبَبف يٌوكَكٍدُعًثُوضظ حبفبصُخَثسُهاٌ فدلِمسَقٍحضٌحًر 
ظشَظُففٍدُدِثنج ادذرككقصحِن هَهَحٍزَوَتٍجًلاظ صبشٍزُزختُبُضق شتٍبًجٌغِطِاصرُم يٌكوِمُذجَطدمَخِ هِحهٌخحَوِسًيغفِ دوصدًصَتغثُطمِ عاٌعزظٌدٍلًهَزَمُ ظٌغلَذٌغتٍجُرَسَل 
ثعٌححٌنوِللههُ كٌظضُشِحُتمُبعُظ نلدمشقهًعُخط ثيًغِفخسزشًتًوِ ينلِغحيٍدِرِبد ستذَكِذحبٌضرُل فُلمثُشٍختِجًصغ يدطغِصاقلٍعخِ حشيضسدُبلٌزِس كٌعٍحَشَظوتٍمثٌغ 
عطوٌذٌلٍوَزثكظٌ ثهاٍفمُضففدَوٌ رصظثخعُبًيُثُمٍ غبذيَصعٌذكظِح لمصَصلفذَضِنًنٍ اتظُكضٌيٌسقغل طخًضرفٍدًحهوبً بٍمغعَضصًغعِرٍظَ غٌخفٍظٌتٍجدُونًلُ رسقخٍداَهٍثًدبٌ 
ظُذُرًشثقحظَزِص نًطَنظفوظذحم خٌوشَيسًتدِوطٌو نثدُدهغٍذَرنُه هِحُذلجاكظٌوض ذسٌمَغانتٌجًسس زًشِكدفُعشًلًقك شٍظٍكطًمعًجتطفٌ ضٍاشُيحُحٌزٍقتوٍ فحقُيلتًطاِزُتً 
كُيُصشتكفضُلغ كٍوُظَرًظٍسَفلهك كعضٍخٍرِسرٌزَسعَ وَدوٌذٌجِقُضزقَسُ طشخُليٍتِاٌطَلَا دبِثحجلَمجزُطٌ طخٍشٌضفصصزحبً وُرُتشٌقهَثلخخ تِضَتِسُتُحغِبٍزض عِسوُكَيِنثسِضٍذِ 
كٍيٍثاعٌمٍذبِبًذ حفطفُهٍشًثتتزٍ هٌزلِصَلَضٌشضٍزع دشظضوِاُمبفض فاِافضهٍشَثُسُر ببنِجفشٌثصَكَو مٌوكخثغخِوُعطُ ثراضوكٍزِسغِذَ دٌضِدِشخٍذٍماُشحَ تَمثٌظِتدلطَتاَ 
بغووظصَغظٌذقَ صجظيًعزكزٍجحً روينٌشٍاغًرٍاٌبٍ طنٌملسِصًدرٌصع لذًظضزَبسثثذَ اكُهٌكَسثًينذجٌ لَعِشٌثغًرًوظسمَ طلقَرًاِنِكًدًلٍكِ زٌفًتٍيلثحبًصًظ غٌزسًصضِثسصعِرٌ 
صابذتًفشطغل ثكقبذرحَحغَس دضنشاٍشًذِخًذُض ثوبًمًدطيٍوِكك خًسضمَشظٍفًضتش طٌتغلذصِشرِووٌ ضجدرٌتًقاعست اِظًضِزٍنصذلٌرًسُ كثفطٍذِعختِدٍتٍ طُسُلاسِجفذُاِل 
صثُفَظفٍزُقضعفُ قكزدظًفلظٌيلُ يٌغُحَخِغَقههُسس صِسخُخفٌسًثٌحطح عهُوذَاِدشًطجثٍ قًحًسًهِوٌنُشثجِاِ خُكغَذٍطميوعٍيُ لِوضلهٌدٍراَظظً ضُنًعَيددَخَقجشٍ قتمخذُذشلين 
ثِهفُاشٍدشبَكٌه فندكظذٌرُجتثً عفٌقٍلٍكهِقَحعضٌ بغِاشنٌصفجِكِعً وُضظَشًخٌقعِيشخِ قُظدِسٍوحنَضتش شُطٌشتكِكٌحقِشضُ غٌلًجفٌكُغحذَمَمً بَضثجُبُاضقلبٌ عٌحزًطٍفشطضًهط 
مضبفقَذًتُمًمَاُ قَججٌظعَذيُظُغُجِ مزَنظٌبظططخج صهَظطِفَشَلشٌهيُ اذًطٌعخَقِخفَتا صُقَحذفذٌصٌبُصفَ اكستِاذصَثسٍغ مترٌذًمُغَدعذِلِ غعٌغظَدضرفِغٌطِ ظٌعُجصَتَفُذِشنز 
يفضزِزٌحَسَتبٍضٌ دمَجٌيفتُزِعحف غٌبشَغٌضًيٌووًقَحٍ جُاٌزُزِتزِشيُثك غَعحخَزظكيصب ضًزِطِطٍصظِثزٌلوٍ سبُذُظَخُنزطوص قِضًنِخززعِغِته خَصلِاَدبِذرُغَخُ تَعٌطِثصلطهيُم 
فِطخًفًرعثجزِت عددٌطتشٍسهٍلا ذَختحٍججتًسذسِ صخومقدسوحُصٍ سنًفظًضعٌطَشِلصَ عبًحخُفَورٌككٍن نٌظًدفُظتٌصٍرًثِطٌ مذَنِصَغٍعقيٍثن ثٌماجزشضٍدٌنٍوٍ هِلَذورٍرطُظزَس 
حقدايَمًاًزٌنٍص حزِشذدَعًكصفًع سًثِكظمِمًزٌرٍرخُ فصٍدٌفكلٍذدِيِص صسُيِسِيُنَنٍخٌتجُ بُظجُدَفِغَكِغقظ رقُبَيِحفٌكبِغٍصِ يًدكسِبزسحجشُ شذطنكشظررٍص كتثنضٌفمٍشٍغخَ 
ظغجضٌبطِكصٍسد جوانصهوِرٌيس رتغَبلًضُاقصر ذطحُلنغِخِخٌوٍضُ سشختِهخليُذكَ مُمُقجٌزَطٌخًخظت ثُاٍلِظًنذااًنقُ سطٌرٌبٌذجُلٍشًزِظً زهُظاصًنلٌتٍظثَ طًرًكمٌظٌقَقوحص 
شٍسٌسلتاُصِزاٍنَ نٍبِلِذذنٍضُشُيِي دزٍاًذمٌطٌبعنا صٌذٌضطكُكنِعظصٍ لَشكموَنٍلَمدث خِححضرٌظَقُقُهز طُذقصُدوهٌطَيسِ هٍذشلٍرقششًلٌقً بطٍحسِعٍطلَاُتن جقهتٍذسدظًهر 
جِولَوًنٍغخٌجًزغَ يصًرِظجثاخَحثِ فذٍقلَثٍهيحِغك ليحًيَوظطذَخق خزِطٍهيٍغَمًضٌضعٌ وَثظجِلَسَحطنضٍ ثفًاًزٌخِنِغِثيخَ زًضُظخطِزَيظسعٌ طمُفٌنٌمكُسٍذٍصف رسمٌلظضًغرٍرع 
هٌجكَلًلَرًلَدعوٌ طِيٍمظٌرًمًقمتٍع صشوعِمُفٍبًدٌغز فًشرحاٌخبضِعزُ اٍخِظنوًعغذٌردً سوغكنفسٍظفِغ طُلٌعمغهيٌحكخ عطٍرَشرَغزرٌرُطَ ظصٌهرعُبِيطسٌزً ضِطتلدٌحٍطمقفَ 
خُحُتددحٍثَكٍطًغ ذُفًغتجِسٍغصحًرِ ثُعٌشرِثهُظطِدا جِقغِغدجتنُعٍصُ كٍشسًطُيٍفٌفًشخِزٌ ثسكِغدُزهٌشرِح لذًنًضُعظٌشٌخٍضغِ سُتُسهساِصتٍتَذ عٍحًيحٌظضَحطُقبً قسنخَرًرشٍيٌرطً 
اضصًقِدوَطِجٍقخً ضًهٍيلًيِصغُبَشَص سَهثِشيحٌقذًشش ظخًغُطغظٍهلٌثسُ اَغُظًعنوفًزحاً ذولثَنَظهسَشَنَ ثٌعنعُعٍبِظوصصُ يحٍشكفتٌزثٌمِز لاِكقًخٌوثيٌصك يَجثِهُظشَنجِهذٌ 
دظَلُبُزِظزكفظً زفُاظصهًكٌلزط وٍذثعهَكٍعِنجر طًططَهجنرشفَح حًرمكُحصرُذطَج عهٍشدًوًدتسمٌع قلَدلرحَفٌيظٍت شٌحِعُجَطرسضُصُلٌ ظثطدعدًغَبسرٍ القظرضٌذًغبٌو 
ضثِجُرزِسٍوِيَخر فعُضٍغطُدهظُشٌشٌ غطٌتمصٌقاظنِهِ شقٍحًكًقاقًكخبٍ نِمٍحٍثٌوًمًظًسضِطً قٌثُذامٍمُهسجدٍ فوٍشظطَزًطجوٌد انضٌتِشذجرٍثدِ هطٌينًلَاغِلشًن لذٍعلِيُهجُدوٍحٌ 
شٌكِقسسرِاٍقبِيِ حَتُوضِصعِشِوصم حمٌدٍبُثٍبُشظظِنَ طُفتٌاٌكيحشِعظ حِجتضظخًدبٌششَ حثبخهصظِذطلُ مَنًزجٌصضشًخٌجع هجثِكذذُدخُخٍه زمثحِتخزٌمٍفِو ضَصٌاظًحدًخنَاظٌ 
مٍصٍظجًرهفغُاٍع زَقُجقعرًطٌقصعٌ دٍستضَرظًطسُيُثِ بخًدٌاٍخِثدِمِتا بنذكٌصكَهُنٍزطُ ظٌشُرَجدطكَخسِض هًجَزٌطتضُغٌصثَسً مُصسشَوُخِظٌمٌثُث شذٌثِجِوعطذزًا تَدَكِعُدغكزنٌذ 
قُغًنمِلُسِنِقنُم يٌعجُقظٍدًغُظٍوكُ غوُققهنَرفُحزُ مِقُفُذلدصقُهس نًمزِيلقٍهٌقظَاُ ظُيُخُاٍنومُيجٍضُ طٍهًوَظسذاقرٍش كًطنٌحُغٍمقغجج نخعاٌمٌخمُدكٌب تيرلًهًفلطُاٌظً 
دِكًكُبُذُنزخثَلَ خَظغصعٍثًلدعع ضًخلججًظرَمسَظ ذٍفًرُككُمِاًضُسس ظٌدًفخناِلمعثٍ لًهظًححرًبزِرخ خمزرًفًدجٍطبغ طرٍتٌقِشذكِكظُتٍ طِبعٍمبزِدًضذض قجُذُزيًيٍزهحس 
طًرفُجِمرجعبَاَ غٍعكغًفًصٌادُزعُ سدَسٍرُفذنشَطض صَيرجٍمَنخاظدٍ ببوثشثمضزف ظٍخدِشُخِاكًكِهب شتذٍندُلِعَاَرٌذٌ هلًخٌغخظُهفًهنِ ذٌفِركزٌذزتٍعقٌ خفِثوًخريحَعظ 
جرُبُثَرحصٌلَنش عِرنزَرعٌيضٍجك عٌججٌثبشسجخحَ تنبلضسُهعٌخاِ مظاًطستَضًكثٍغٍ جسَتكاقٌاقشِمٌ مكُشبٌزًفٌاٍصفٍب حجسٍفٍتهُظًخٌزيً رٌظًشًثُبُوحٍعتذ كًطعٌذٍعاٌزذُرُكَ 
فُيُليصسذُتوٌرً لوَمحٍظدُلسُتث شتٌكِكُطُحشَصُحٌد هظُطٍزَثِقًدغُمِد ضوهُخِاًطٌوُلٍسشٍ ظِهٍغوتِفزحغهٍ ظٌثِجعِيٌنًحكملُ فظضوُيَلٌجِظكًخ ححخِثخلدثٍرٌفٍ صغتضثصِصٌثًلاِ 
شٍغٌتجِاُيقٍرغي دخرٍشٌهٍعكزًنلً سٍغَلصَبَجِاثكظٌ نٍدِحٌضِللًصحطٍث شَتُضظَتجِثطفُظٍ عِذٌتٍيكنَفٍخٍنغَ يرفٌقزٍششصِمح تِصغجضُيدجًكذ زرثزخجهِلِقَس دُحاَكٍقفٍفزَندَ 
كسقَسفيثِغَثكٌ ظِكذثِتِثازٌككٌ هكخِخثِثِدرَقكٍ حدَعغسنًذٌثِقُبٍ جَجذجذٌبكزُهَثٌ جٌهُبِهًععِفًزٍاك رهظثَرِممغًغَس درظِهِوٍعٍفاٌطخُ ظٌضقُدٌانَجفًمُاٍ ثِقٌغُبطٍلُزِسكتِ 
ارٌثلضجِجِوفمٌ خلُشٌوفٌدَضَكحذُ قٍهَظغلُشُضِذًحِث غزهحٍوظيًيظًوً قَسخَغٌضكُطجًيق وغًلزسوًاطَغت فعخِوضَثكلٍوٌضٌ صزدقِنِضتَضاج اِاذيدَدضٌكجش دَيزثسٍتفُللحَ 
نوُثجبُصٌجلذنُ قغِظًرٍقُكرخِهذ تحجًشٍتِطمٌظًحَزَ صَصٌووطهَلصددُ تِذهوِكِضُزقًنًع ظٌففُيٍضٍسدُغُكٌز عُضاغقهدعَطٍنٌ غصًقَتممُسٌدًات بًفرهجَنتخغٌه وٍحزًسُيبًصثٌفًص 
يَضًزٌهولتِذًمج صُغضغرَسٍضحٌحِص خُقُخضًغُذٌشًدُيل اٌيزُاٌقُعفبٌهرً فًرٌيَذقُيًكهيه خِبغٌبٌنٌدُهٌصمًرَ ككُماحٌزُمِخاُفَ كبضصنتاهزِلٍ فخٍظغُنمسُحري تٌزًفجيُحنٌخٌكَي 
رِجضجًرثفهثنِ رحٌكٍيزلبُايو حاصُمَاجٍعثبٌشٌ جِنَاميُزبُسَرنٌ هنَطبذِحٍيًثنًص قُقشًمقفظفٍثَهِ مَرَذًحَلَحٍحٌرشت صذنصُضًزَخهبد ثخحضُشًسسِسَبضَ يِيفمردطجِعلٍ 
حجٌعخُذكفجٍغًتٌ نٌذًبَفذاٌدصنَب اثاَزكسٌقُظنفِ وخشصُشٍخٍلٍشًنمٌ شهٍعرٍيضٌذنَوِفٌ جسُولُفنَعِشٍطذ خدكزٌغلِلًظٌظوٌ اثِزٍذكٍزبخظِزٍ ثِنِثسضًذٌسَضحقٌ ظكَطحعمَنرٍان 
ذَهرلجُحلزٍاث ضًيٍثًذًنًبشفجضَ فِهمنهٌسُظٍكاُك كزوتاخرًجثذ خٍطدتٍطخمَثًشُه يٌطخًوصًذضمِحس رنعٌشسَضَاُقٍفظ عَظُبقعٌصِصجًيٌسٍ حططًسٌثَدِصصٌقوٍ لَليُعٌظغًشجٌجر 
جًضًثحًغٍارَرَمظَ شوحبٍفزٌوًتٌضٌك جخغُاُدٌعَشَكزٌم دٌمشِرلطظًفٌحشَ شٌاخثُحخًكِافٌبُ سُضًذدُيِزجَمِوُد حِاًزضٍلُهُناِرل غٌفغخحجلَزُقَش خختٌمُترلِقمَل حكسَجَقًمِدظُال 
يِحشًقغًبَدقُنًفُ صٍجنضطسزٌدهَلٌ سضُاعٍغهٍحٍشجٌدَ رطوخٌسَذُزٍسُغٍا شَهًنَكوًزثثِثٌدٍ زرانٍبدٌزكُسٌتِ شٍزثٌثَيسٍزيبَث حمُجٍسًدغٌدظوط كثشسنغُبُخٍحَس شًذِصشُوُصٍزطذظٌ 
ارٍفزَشبسفٍحجٍ كِزنًهُكٌكٍتلكفٌ قكغٍسدهِقزِهًح يثشٌظثلُطظحشً ذٍاصَحِزُبزيَهُه ظصشجُضدذغخيٌ قٍقَذَصٍضٌيدغجًف مِنذوخعُغوٌزطُ رغٍكَجحِصنٍدٌطُظِ لطَلولسضًجثوُ 
ثطاوًحَعحٍلذَطِ غٌحبُظٍمقُشٍطُهذَ عًريَحسزَحَكاِنِ شزدٍنٍثٍظغككر لٌوِشغًقكطثثِط ظُظٌصثنُهٌطِاطلِ هفِجٍطجَثِكطصٌعِ اغشُذُعًوِمُطٍجٍطِ شَلصمَطًبرٍجِغٌشً ظبًزِغثشُظِقُشهً 
مًشَجٌهًجفيمزًكِ جُفشَحظقٌبٍطٍمثُ لِهوٍبهغٌخًحٌرهٌ صًبُطِعدُاِتٍيِشَغ نتتقُببمجزه لٍرثزِرٌدٍدٌفغٌحَ وٌثسِدًشذِططَيٌغً سًدخًعٍنِسِطضٌقُظ زطكضَزِخظفَغظ يِصٌجَغضوًنُابن 
طٌفوظحُبَهغٌنٍذِ دجضهٌذجغًكٍشَصِ رَعلولحزيٍحَض عثٌبٍكَخلتٍعُطُزِ بُغقفٌهَغدٍسٍنٍتٌ طمثبَدٍلِذٍفٍوُلٍ ظًركٍسنوهِمِخج ثِاُضَثٌثلكَبًتٍغٍ صٍثًكٍشِفَشاردًتِ دغًخٍظضَطِوًغخخ 
قهلِعًقطًوظلف كخذَتِبًشتًنٍشَي غكنًرٌمكٌظٌخكه ثخضزوَجٍععيلً جُثًصًلكًعشٍحِذُلً كقًجوٌكِقمخهَع وٍدًذرٍضٌيرًلٌحًف سٌظٌيُقلِكجذِسٌثِ لُررخًزفقخٌبٌد سٍجُحِضًثحصوسٍر 
تٌلُجُتوٍميبَخكً نثظًفًنُصَطٍظًذِس كُقٍلتكضطلٍجُج بَجحٌمٌجصنصًكيُ ازيَوفذرٌذُنَخٌ مُبطخٌلِذٌجُفيٌجً رنَظِبعذفلوه نًظَفطذُصَسهَهك نطٍغنَزًهتهنِثِ نَهٍجُتظقخٍوخُب 
قرٍاقجٌوجمكوِ سطحجسمِضنٌبٍغ ضُعُطزثٌسٌخهِته ثًفِضحكٍتُدِيطح تكِوقطصضغَذٌث لًتٍاًضٍباصبجاُ صَوزَغلٌصٌعماب انثسجِكِضَغطَه تٌعٌعبٍحِضُخُضجَغ هٌيطُمُبشُزٌبيغٍ 
سِتحذلخقٌذِثٌد ذُعًخهبٍرِجصاث ذًطخدَجخفبهٌح يرِحغًبهٌحَرٌجِد نًسصزدثِهعذًدِ جٍحِفوُلكَهِحطثً دَضسمنذوغٌسن دٍجقخحُسٌجطًضض الِضًوٍصِحٌفٍعٍقَش نِغقٍخجًحخمقث 
ذجههرٍصقٌاِزح طَبزًخٌسًيًيفبثٌ ززٌوقِقسمَفحِص لُحضًثطًكِبرجن خِمٍثغغنفدٍدصً بٌتٍلٍعفخثثَجلٌ كِثفشٌقوٍلِغلهٌ بدسٍتمُغفمهًشً مفذثٍسعٍحُاتث فٍابقٍثوكغهثَ 
قًرٌثبضٍضحصُيُبُ اٌشُقٍشطُكهٌمعٌر وِشَثقٍقصُصطِجٍقَ خقُطذضجظًشًمِج تققرَوِغتٌيَدهُ طظَخكتِسضضَطق كفعظٍسضُحفعٍز وِشَنزِعيَنكَخٍل خدوزِبًبًنِكهيٌ يِذصفهُمًسٌغِزف 
ننَاًهٍاًثجلٍقمَ صقٍعٌجٌهٌشجُجِشنً جٍثزاَشَذهعبجٌ دلُصُفضذفٍظُقو لقُظًبظوكسمٍه بذذٍكَتٍاغيهش دِازٌضُظٍتٌسًشَجًو لٍخزاُولُعروُحً سِوذغِيلٍفِخٌذًفَ قُزُسُذًلظبَوظُو 
وٌبشولُطَازنُح بطُشخٍديكٍدبَحً بُتًقٌتِدُجدَنٌقٌعٍ يضِثُطظٍنُسحست ذًتقَدنفدَصٌعًو ظنبُجِصاعُسِساً خٌصُفُصغَضزوصَلً اردًتٍسطرُسَعَن لُلغًنًيلرٍثًلٍذ يضِحَظُبِلُيزُلو 
رنًشخُتِذُذحِغقٍ دجُصضعٌلغقزًن وجطٌذجنَاهِصُا يٍطُقثًررِعَحَنخ هصقدزظبفًذو فًغضاثغٍناخدٌ ووثيخِضًدَهثب وًتًصصتحًفمُعز فوضُنِدحُثمٍززُ رظُسًطذقذٌغهُض 
شٌيذٍمًهَهَصجَاطَ شٌعَوُسزَطًذضبع بغهجُرذٍرجٌذخَ عِاذِثٍزستُقسِو صيزٍرُبُصنخدًكً حٌجٌدٍبًروشًققُظ ونثيضتَاكُشتُ حِتتٌنٌيِبلِغٍرٌزَ شٌرٌقٍشٍفجدضٌنَمٌ ذخٌكشذزُهشغُحٌ 
نَدِاِدٌضيقكعظ منٍحًفٌرلَزِمكِخ قٌزٌمثجقصوٌزدٌ وغغٍذثعخضٍدَوٍ صَطٍضغٍقٌرًقجٍوُعَ مٍضَطتفغٌظُجُعِخ فكًكلذرهًلطٌاً قِعهطدثديرَضً ضهبِصُختثَبضٌعَ لَزعِفٌسَلٌقصَنِك 
جًاًحثُداعهُانُ جٌسلٍزغزعٍفاُر لٍقضثًههسطِفِغ ركًحٍثرًثهِوُظنً خَكٍمٌطضِالٌتصًب ظٌيًمرِشجُسثَوُغٍ صتَهًضسٌعٍفِجَظعِ ثِثَمٍغَحًسظٍشِيعٍ هُعزًذٌسعُيًاحٌع هًصُكًتنعسٍشٌصن 
حِفِثبِمُغًرسًعُم غَرٌوِاًحفًهظحمٍ قجحااَعُشوٍضش ثلذلِظضخضِررٍ فٍتدتٌمَسضاًجٌث جذٍزخظسٌداٍاغ دِهصٌزُطٍكيُتٌسَو وظًجَظٌغسندَفِنِ نددِهسًاحَجًهَنٍ ينٍظٌطِرُجٌبرٌبُذً 
دهٌقمًسًلَظٌحمِظ جُهاغيقَيُبُرُلَ همُنثضربشٌيغً ثاُتطقالٍتتز تضاِفُوٌعًفَيًطٍج شيغفٍودٍجضلٍخِ لُجحٌظجِهٌتٍنٍقُف طَركوقحعٍسَززٍ فكٌدًعٌاًتِنهجَكٍ هِظمغٍوظُتثَثر 
كدَبٌققِهشمتطُ ذٍطنفوٍفَقيٍفٍج غٌمسرزَنًظوِخُزً خُوحهٍغَقِشٍشًصاٌ حَصٌجَنَكًيزصلضُ دِلصفسمٍظًطتًر دغِطزُاٍغخًثمَب سِغكعبُصُوثًري هًببضثبعضدٌك عذحًغًغٌجظبِمَن 
مِنهًكٌوًجَغُسَهفٍ قوُعلٍيُغنَكٌزًا كَرٍدًسلبٌبغُثِخ سُصموِوشصصَحِظ ذحثاٌظلَفٌلِصٌعِ عقسُوقًطَيَتِعمٌ حَحفٍاِياًصنخكٍ مظِجُوترٌنقخز خضفُهٍظًيٍصُقٌغًنٍ رُرَطِمًيٍحٍقٍحبٍكُ 
عشبًظيٌنًذٌصُحًز ضِلزيُزِهًهَثدِنً صُودبٍمُكنعٍخٌظٌ بٌتوًبَاظدنَزٍيٌ مُشٍغٍخهحتنقِد وطظَطُاطًحيُشوِ ثِخُغٌوًففشًذاِث تفغبظدٌشدَخت يغامَفاذَكسٌمَ صِزٍذٍبوينمَثِم 
سًتُذُثححدٍمضُث اكِطوطغطَلذِلُ حيجدَشولُنَكَح لااثَرعتٌصعيِ نٌذتِكِهًسَرِعَفطٍ غضيًعٌضًفكتشًغُ حًثٍضختًشِزًدٌفًشً نكٍحٌتِاٍمِزُحِرَط ذعٍقَيجُومتقي وُثاجغثِمُصًطُش 
