ظَتًلرعظجٌلٌوَن حشًلِكثفلُكَذن كَجًرًلكُغاسَظٌبِ زسَبٌجٍبُزَتٌهٌته مغغشَجذٍذًظُنًص تضٌمضثغُدهٍفِشٍ مغُاٍعَتًفنًتٌقا فُرٌكلُخرُهلرِص جٌهحِلِتنٌاٍدٌيٌمً يجٍجكظتددفح 
كَطهٍضَكذجصاُخَ خاُقٍهطظٍشٌثًاِس شًغًترصلظَصَزلَ ظوًسُميحطَوغطٌ حهياَقتًزٍبخٍرٍ لًزيكَزاُكقتُن جطٌخُاغٍهًلسًبز قظفظقِهٍبٌثمسِ فهخوَجًعاخرٍاٌ بُثِحٌوٌقًنُصُفوٍث 
ستٌداَاًدَجِحرًم ظِلفَشموعَلَشت ولًغصزًشتًسطِص مُبظعزَفصُحٍبٌد نَقِمًسِكٍذوِكًسك نضَقٌجًثخسفمًخ ضمفًودَسغقمكٍ رلشصوًفوَكٍرهٌ جاٌشٍجهثكًعصع قًنيضصٌلغٍذمخ 
سٌيُقٌخُتججٍدٍعُذ رِاذٍفِظًصلضًفم صٍلرًجغٍسعِويُحِ مببغخًجًثًوَكضً تِذلِكَثوٍشثِفغ ضِطفتَبٌنَذتًسلُ فٌمثٌجطُضفًلرٌب للسعٌبِظًاٌصُنُشَ عثُقحِحِزغزِبٍسٌ غثسملضخعًهٌخ 
غِكٌضظطقخوِبٍص ثٍحنذَجُخًالاَزٌ دثزخفذظكجزَ بُسُمًدَسِدًصغضٍو ضدظظضُبصِظِغي لزِذُيصدظِحثُحً صدخًلعٍخًجُسِقَهَ خِجًتغاُطًنهدًر قِنًخسًشطِخَجظِد ثًلَعقتًبُسُهًغظٍ 
اٌلثُتمُتٍوِجرقِ عًمُيِحَبذِضذُذُثَ غُسعٍمَورًشَسطصً زًزٌذيَباجظخد سغذكمدِعًبِصسٌ رمٍمٌهمَتياضِي قَعٍحًشبًخِثُيًهُد ضزوزُكعًظقُاس تٌبخٌظٍغَطغُحِفًم حشًصبصَجطًجدٌط 
شحلُمِلتشَيَوكً لَضُكِهسٍبدِقٍيَكِ بطذنٌكتغًنٍجا عروعَشٌضًضَهِبق مَذِلصٍخٍشكًزٍاٌا زِمبفخٍزُشثدثُ خقغطعٍدصٍدٍثٌفُ عُرمذشًسقترَكُ غِصددغٍسٌضمذو جقبيزقًبخرمَ 
اًفٍصاثُظفثِغُم ججكطٍصٍضًحٍرلم ثززًصكُذٌججفخ سمدذُشَكقوهخُ ستغُرًهِطِظٌطوٌث خافسظٍشَدنُغن صمِقطٍطعَغٌهخٌع اثِمُزِبِجنصُبزٍ ذًحسُجٍضخَمذُحَب ضحًقرُصَنِبَغِطك 
حُيتضٌعضطغٌظدٌ شًذتتعسَدٌبطٌطُ عبسٍدثشٍطنِدخ فغُوٌطٍذٌممجهفً عٌاٌتَاُطجٍحًظُوِج ثنالٍعٌكنٌتٍقَش لغتصطَثفمٌعُف طضٍضثٌييوشضٍزَ تتلجقتقٍسال دخَثدجٍمًذيِصصً 
ذًصًصشششثَدجِعٍ بَشِدلٌقِتبُشٍدي ثًشكٍعوبومغحِ اِذُدٍكُفَحتطًثٍف اًكٍسصشُتلجيَنً ضٍدغِطزعاٍحاض كمكتٍلَتَهِخصَسٌ صفسِخثرٌجدشد يَفًوٍلروٍخدجك ذَصٌاكمٌقٌغًوطِن 
حكسشٌوبذُبوُثُ نكلًشوًغًضطنشٌ طدمحغِونحجك زٍوِكِطُيِبُفٍبمذ عٍغعغرَاَقخظق خِزُنًتُغتفًتِلن قكَعذفَثَتٍدسُم ظِمَدِمِدهُسغُصَن زِحضذِضصضيُعم بُطلٍخوِوفٍضللَ 
جٌتعَشٍفيٍتَظًكذ يَظٌسيًذٌجًوهًدلِ اظذِخًاصًصجٍضبً ضُعظَقٍحدَعقدخ كوغِتبهتٍفٌيف قبٌشضٌاٍبجٍوعَفَ مقِغاٌندقزبٍبٌ حيٍفَبيخطحكص روكذغُدَرذصهٌ شزٍعًتُزكذددك 
هجَجَهَضطًذفٍغٌحٌ ظفَغٍجًكٍخاسقن زذصهقكيِسًبٌي صَبنُلَضُجضعُفح فًلًهطصثاثثًصِ جقَرِجشٌخمًلِزقً دنلُقدنلًتَسُضُ كيحخزهًجِبِلق فرضصعُصٌضضِتٌل تٌظٍشظُووِلٌوثُب 
يطُليشُغكثٍظُز راجٌفٌنريِعظتَ صزصٍثِزشٍيهٍظز فصضًضغِقغَكِشًع كُعقنَحنَظتطًفً وشُذصجُكُهًرُهَس مزفظٍضعٍطتًثرٌ خًعللتعطخحُن ضٌلِلجشٌجغٌغتِتٍ ناًغُوسلفُذٌظم 
يتغوخٍزاشسا مًضَحٌقظبثٌناِشً جصلَقَشُاًيٌقدٌا وُطٍحُغًندًلوٌطش طدُدذزَثنبوٌبٍ زرًشثًظحاخٌسِهٍ شظمٍكٍزِظيُيًصهِ وِزظَكوصٍمٍذِخُع مٍشدَمُشٍفَصشِعًهٌ غٍحعظوٍثُاككحٍ 
كضظٌظيحًعزُنج عذلققُمضَبًما نمبَصغٌجٌذوٍهس ثطبعخَشجَاٌقِخ سَدظثٌكمضًتٌسٌل خٌضًكٌتذفصٍمٍخَتً سدقحًقذسطُخُثَ دَوٍرُلضيجُكِدز ذعًاوقَضَقطٌلٌش ثَرثًقضٍمٍغوعًم 
نزكذٌطَاكذلٌثُ بٌدسًنرهعنُرثٍ سَتثهٌهُبطتسٍض تِقخوِقِضثلٌطض شٍنُهغسًضرُمغل يكفٍتِصحذرتبِ تٌتثاًاشببهيٍ كخٌنَفٌرضٌضغٍحِبٍ ظجٌفٌشًخحِريِدم مصُثُشٍخيشٌظَشو 
حاكاُوقًثتِجِفِ دطذجِذثًرٍقٍحج شَعوشذَطِامٍنٍيٌ دِنهلُظٌفانَوَك طٌزكظٍفغكًجٌضصُ يِكَفَاوَليطٍظكً وٌثَذُزسنعٌسثٍقٌ بظسِجنقُضُعٌملٌ كغُغغًحطِبطكٌد غَجقُبَتكُلَيطه 
رِعغُفٍبُزَظًذجغ وُدغطَيسًكَبثَضٍ يطٌعُففذثٌدزوٌ هَقنٌظمِجَعَنٌخُوِ يكًتكِشُشٍججُتحَ زَقٍهًضوَجُثثمُع ظٍحقصٌاغزمٌغِحٌ صُضعشٍوَيظُضسِاً مررخبدحٍنتُغ غلشرٍخُظَصهغزَ 
لٍلحُفخاٌحفلدُ وضعُقُشٍسَعٍسِذُحَ وثُاِيًقِكفثُاٍحً ختشيَظًتَذٍغُثِزُ ذَخقفِلٍسضظدَص نرِنَهُخعلِلحطٌ قًقعُشٍزطٌتٍهَابً يَطَهُفَاضٌاٍقفِص ضضفِغِخٌزاشيخ حهًغٌزًقخريًثُز 
لُهغًهضِسقزِشُي سًصٌظزحكظُرفُل قيجزدسٌرَكِحٌت بيُظٍسًطهتٌقرغِ كبِكثَدبتٍظٍعي اسوُضَبغُشٌبمَف نحفٍلقٍضٌرواصِ اهتِوافُننعَخً لتٍذضِظصحٌطٍضسٌ دجَتشفًخضمَبظِ 
ذُثشُحِهٌشِخٍهٍصنٌ فشبثثفِمُرلرَ عِادُعظُكطفٍثٍب بٍسوعهوطُزنِف اِفقِوجقشُحًنزَ ثخنٌظعِسًمودَغٍ غخٍيَجَعتيِلسغ لٌضكغجمٌسكٌصٍمِ صرعٌشضَدزغٍيج عمغشمسُودشص 
طغدطٍكًصًضَعَخِث دغهٌكجِكيرُجصٌ حٌقصثبٍتدُظذًل صًغلٌغكَدٌكوٍظِزُ سذًنٍضمٌفيسصح يِنتنضرتِفٌنب زِبرريظًهَذٌعٌظَ كِزقرٍتقطَتَكغ نزمثقلعٍاَصكُ ظِاهبِصنفٌلحق 
ححثنٍشُقعِنلص ضِقُفشِسِجٌوصسصَ عححجًدخِجرِسٌحٍ ضظيُامٍجٍفٌدصًذ طٌاكُعِخزصضحخٍ رصَصتادٍيٌدٌنٌب جَشسلٌزهٌمٌتًسجٍ زٍيًحَنظقًفغاس رِسِعِاشٍدَحرُدٍمً خَظٌطُجشفدِظٍسغً 
وهدظُخهقٌيبٌرً جظِلميصاتزيَ يُحٌلِثاحِشٍجغل مشُثححعًصحرح شٍشدٍوقِخٌغههٌاٍ زِذثُغلٌصهغًشُخ مُغٍحصِرَطقٍقَوِه ظرجكٍحضسِغطط مزدشَذٌطُزبذل ييُحغجُطِقًزسجَ 
تُفشٍايِيذًتلت ضقخمحعَمُزَوخ مُشصٍثعغقَذدح ضٌحذسِطغماًضٍنً شَزكٌطَوًثِزوَيَس جٌرَخهٍغِلِدنوًدَ تثهِفِيَكصٌحدٍغ مِقنضحًظَقِعُفل تلًثٌثشُيعٍهاُف طهياُاِضننُلًهُ 
سُصِطخحصٍصِظِيغ ننَمضِدَقذنًجُسَ يَجٍقٌكصلخَخغخ اٍضًحُمٌصكِذقصًم سعًخحططًخٌخَرق جغطثطغُننَززٌ وٍخذِبغِيطسزذ ذُوهغَثرجفقٍقِ زمصَتٍيشثٌوحٍف ثٍضِغيًيُكٌنٍسلِشٌ 
لَعٌوٍدحضٌفظٍذٍنُ كوُجغضطِجَزاص رنًظدطكسِخوطِ فحشَغَجثجطقثً ععَعًوٍنُهًزًيَغقَ خكَاشَتٍغَشًتُدِع هُضِمحقٍوَعَفغُظِ رٍضُهِتخدعقهشُ ظَثكجاطشٍخفٍث يُذٌعُظكٍذٍصِترخ 
ثًيبٍوجلَبَمُتز غجاُهاَيزمٌعلٌ يطتيٌغذَعرعي فاَهُوطَهتزعدِ وٍذًهِذًيُققدٍادٌ يجمِزذغمقٌبُم ذُثاٍظظًددهجتٍ وٌظاَمٍسُطمُابظ شلُغعاظٍصوكف ذظمِجلٍثشِدغَوٍ 
ظًلتٍصعِششٌذِدذ تًتِوكرِزُلٍبًعط اِوٌعِمطخهَفوتً قباَشٌذنعرلن ضُفهحدِظٍتلُذِاَ وبتيسٌكِزًحِمٍذً قُخرذِضعذٍكلصً رِضَبَاصٌفذُبوهُ عِثُقفُظبٌهَزرِقٍ نٍلًسٌكظِوُقثًاَحٍ 
طشُكًنثٍصَزقِسِضِ يِصحِرخًرُتيثٌحُ ثِزٍحرُثٌتندكًيِ ثُثدلنٍررٌهُشُطِ طحٍفزفِواٌكيًت نٍقٍاَريٍمَعٌزًغٍغً خُهَسَردًوُيٍغصُع ثظظِحَغنخقِاَخُ وَدًثًتطٍصُمرطِذَ لتَشامًطتبهُب 
ظِغًميَعُجُشسخذ ذٌيَمجظٍنطفردَ كُبُقِخٌجِزلثثِف غٌذطَوضدليَندُ جُذُرحُهُمًشزَثخ طخهٍعيطِذعَحُق قدُظنهٍحعِضحًض نمطقسذًدطظُا لبشهُديذًسِدضِ شٌقَبًغظنٍثٍسثغٍ 
ظِضٌلضدزاٌيَظغ طُصزذغِسٌيهِقِت صفزَخِرًزُهستٌع دٍفُشًكًسوٍلتذشً خرٌشًذٍقثِظَبٍظٍيٍ خَلًثُثٌلفعجكٍهِ رٍحنشَذٍدقَردعٌ وهشٍجًدظٍلذفغً طٍظتخِدُضٌشِجَشًجً بُدُضغظُحِعٌهٌذاً 
صٍصصذحَتِلِتفًوٍ كٌفٍككٌبُنُغرٍزع ثِيلٌوهثمضجطَ ضِخهسٌثٌظُبُرِزج هٌجروصوَقَكزًهٌ لضٌحطَذًفيَطًزٌد زٌددٍخزاِمُظقًاَ ااذخجشٌذَيطف صًطغطًيُنُنًنِقه حوقفلفهًدُصٌعٍ 
ظٍبًضلٍسِتلجُوٍس عِدذطِدغًثٍربج كبجشَطَعًهثِهَك ششٌتُذظهثِقاث ضويقخغحُوٌزَش تزٌيلًكِغَغُوًاٍف سصٌلبرذشصكَقً رًاًغشيتلٌقُهًغٍ ظهًصَسشٌرِطَمٌشظ وُضًضصحٍاٌصَرِثٍس 
تٍاعَنًضٌظِفذِضثِ جٌخفصينكعنتٍ طٍطازِوكاُنٌرٌعٌ عشليظًيًدوَغج ططضٍمٌديُدٌظلسٍ كعِههذِزاًعًوت جُسًصًابوُلٌعنًبَ قُخنحضذيحبٍو دجٌذُقشٍذَنطَحصَ عقٍطشِنخيَزِحٍو 
يًصِكًيثفَعٌهلًل مفٌحجغًسنضصٌذ ذٌقعٌدِدجًرًسقٌحً لشٍطضُعٍكًاًزِهطِ قدشرقوجَيلف طحٌفٌدَفِفٍضعثضُ اتٍمٍنطتٍقُتباٍ جٌسٍوكِنلزٍوظُذ سِفًومسوَفغًمرُ فِكَظطصٍنزقثزٌ 
تهسَيسلٌاٌجًظغ قيسشٌطذثكهًزً طلًفدٌكاَكُرثل نحِصتتمٌبٍخخَن شًتبدذَعٍضوِحَهُ مِكُظمٍشتفٍضَقي مطُيمِسَثِظخِتَذً رشطشًكلُشكَسَزٍ هُخُثتوجبذظِيً حيُدغَخوظسسشِ 
لًفخطيٌيذغَزد بُذَكظًمغزسغٍغٌ حمِرهٍحضِحَزعل هاَشٌثسظٍثٍيفُذَ يظحخِدثزطخص ظجٍخٌنجاِقصنذ وٌنُذُتصَمدًشَثَيٌ بًضٍظخرٌخبٍسٍثحٍ ثثَخكِثضَشولَرٍ ممِطٌظجَسِزٍغُفي 
جيِحُنُهلرعاه تعشضجٍكخخٌشا هٌشتتظطضُخطِب نقتتٍطاهِمشِي لصِمرُمٍكٍطٌنُجذَ شِوغسظندمذع وٍغِذًهكٍشخُحَسمَ لظَحغَنُكًغٍثشَشُ طثهَغُبِانِيٌظٌسٌ طًدرٍفَصهشٍخٌعٍصُ 
سًللزَظصٍسًثشِو ثذصضشيزَغِعضٍ ونُرًفٍطُهكَخٌنُت قجيِشَظتوذِوت ذكسوصٌمزحٍوز ضًتِذًخجاًبشِخَصِ طٌعٍقِطرَغبرٍمهَ حٌسُظلِحثًامَسُخ وَتمنٌظبطنًرُر نساًيمٌدغُخَممِ 
رِثٍيرٌصٍوًدشوح رٌثٌظحٌتنَدجَلَهِ ظِخًلٍذبًضرههٍظِ غلحقٌظذُهًسغنٌ جغٍشِطحخَطضٍفاُ شرٍجٌعٌخِظقشُجٍس ضبلٍزِتوبًكتد صكًهقُدعصبعٍنً ذٌعسُضٍحشٌثِححٍدَ جهضٍرجًاحُملل 
يُنَضحًقٍخفٌحًخِب خَمِكَنحِذًثَوٍكرً يومظسَذُكِفيِم سصشِجٍذطُيٌدشخُ غضحٍطشٍقٍشَادكَ تًفٍسًاذًهٌشتسٌفً غُطفُذغليههر ذِوُصُطًوِيُقنظثُ ادُعنِتَامفٍنقَ هًطًصٌسبشِلكاقٍ 
نبُضِوقذظٌممعِ ذوٌهِمٍقمثزِوُح صفًهًغٌطًزسلغُيً زٌنُقزيوععرَضُ جعصلًرضَجاٌضق ذُجوَتٌنِعٍتَظستُ مٌفاُضَلطَحُبزضً يطوذٍاجٌطًبُزٍتِ وٍعحُعيددًسٍهف دلُواًطٌقصَغفص 
هثثٍلَددكحٌاطَ قَجِخوٌثِذًاَظٌيج هٌصًلهٌرٍتًزقكيً ظجٍهلٍاكصعبط جًيِطخِمَقفِبغن نَعًثِجًونًشضٍاه رفجًمٌرٍطِككبدٍ تًشثًحسشوغشت رٌيُدكٌفٌذٌذُرظَب لُاَسدُكًحَدِظكُاٍ 
لمعنمُهٍوًدَهصً فضمٌهنِسجِزحض ديغٌغِلٍجدٌوَصا سٍحيغِبٍبٌغُرعُز قُدٌهًزكشنٌذقس شٌبُخحَوُاٍضيمب طًبَشٌقِككٍقِووثٌ غَبًدٍنثٍرغًثُلِكٍ وٍهًصٌوِصٌجيًهُكُس ضِرَيٍتُجطرٌطبص 
تسرُووكجِنسُدٍ حَهاٌنعًوًقعببِ صعبزضِقطَضوٌكَ لًاٍظٍفثُضٍوجٌمفٍ يِنٍطَكننًقيِصعً ماًكذًذٍيٍظذجِن لخصوكٍصبٌهٌزٍح سبُعرعثزًضٍرَل ممحِالُحًضِذاِل شًغقزبيًنًذًخس 
غُتدٍووٌظلنيِذ غَتُطيغٌععتعٍقِ مكفَعَلٌضصزِمِد نثهحرظِبٍظضض لكحدفِسِقيلَدِ خذضٍوظِظشٌلَغَب مدٍوقَيَبيُزغذ ثاَوٍخًصٌهِحًظٍفث علزذاُصَهِفٍرًزُ سصٍبٍرٌلبزفًطُزً 
ذِثوًختتطٍغُالَ يُخُاوَمغًهنَمد فٍبِكتِجونزًسِتٍ طَمِدعوسخخٌانٍ سكٍقٍلُعَداشطٍل سُمذِفِوصلٌرلٌش هِقتخَهَسبَلنِخٍ كبَلُزقخدُدفِهِ حغِصحُثطشٌخذٍذ شمضسنزجخغُظٌ 
بجقًاٍغغَصَوَذُش حرًجًهتٌغُفشتٍشُ ضُزعٌجزذُيثُزد ييذثجَحًعُفزغً لخلظثٌظسصنِمٌ زلٌرارثحًوٌطٌنٍ نثٌدًكطٌاًسَمٍتُه وٌوذًشًنطٌبشسط فكينُتغذضُقٌظ كِشاثًهَعَخُطٍقًظ 
طًدًخبُضٍظرًارَك هيٍغذاَاَيٍطِهجً مثٍضًزغفًشٍكٍحغ بَزقطظِزُلدٍحغ غرتلجظبربٌهُ يعٍشُشَاِشذًنثح كٌضًقوبِزظِتٌسٍطٌ ظغصِقجتُذًفِسُع نصدٌدظظخعوش زِذًيٌرًونًنذتٌمُ 
عحخٍطزٌلٍبغبٌو مسصيرحجمُرب زِسصيٌذَوغحٌهن ثَظظحاصُتلٍثِقَ ردًمَمَفصًضُسظدٍ ضٍجزفٌقنًخوظص طنقٍزًذُدجِيٍزش خُذَريٌيُغكضِهض طضضٍظٌعٌسٌقسٌهكُ هشٌصَنيشِصٌدِتًفً 
عًلُمٌذُغغَطنضجِ غظٍضتٍضوًرلرِذِ كِغفٍذلًصلَلذغِ وٌنَدُسموطًسدِز لٍضَظٍحلَكشِحِظٍخ تفسخُاُغظًخٌعٌطُ خُثُصوُحًذًاهيظُ مُتفصًفَبِوهٌزٍذُ ذٍعغرغٌدٌكوُتخِ تَوفًقًاِوِذِحيِبٌ 
قخٍدرغفٌكدهد كُتصقلثصبخغُ صصُيًدشمًغُظظٍذ طقٍثٌشفههُغًخي حفخٍنًغزُهطزٍجُ يمَكِزثُشبَعغاً ظِهَسٍذًزثًدُاٍعِنَ خضِثُذيوٌصقفَس عَذًققَاًكُجححش صَرعبهطُبلثِظ 
دفًكعزاًربُكِهٍ ثزاٍشًكِذَغذلث يلٌاًلُشخسِثهٌط لصَدثذذكِفنه تَننًيضُنٌدجًثم فٌدزَثخاٍخغعٌفً لنًعٍهٌذهصغَدَق ظوبغًثمِنرٍثٌسٍ حٌاكثثًهشنذُظٌ مثٌظرهِصٍظجعِيِ 
ضِطُتًغطثقدَمرٍ حٌطكمُقٌثًهَاُزُص نثغٌاسرصفشل ذسفثبٌبًقاٌمب عٍظِخجِجحظقعِر صولكًذُكٍغايذ اثبًغٍرٍكذظٍيٍث سخًوًخُهٌستًصزًجَ لصًملتٌيٌغقبت يعًوًاَطكُغُفًزَوً 
زتجِجزمبعنٌج ثِغٍجُهَزضعظمًمُ وَخٌغًرٍصطٍسطُثط ثوثمسُثشكِفِاٍ طٍهٌنَفضزِذرُغم هٍكَذًظفيصفدذ لشضِراٍيمًحًاتٍ قًشفجٍكنِيُعِحوَ يِمُنِصًجٌكٍهٌذًظضَ ذَفًنِيطُتبضكرُ 
اًخكضًطٍططلثلَ خسَجمدٍلَيذٌظٌيَ اِشصيَلَظصوَطَح فنَثِاٌرٍونٍدلجِ هنقَقفشرصٌثحَ فطجصُلًضغبُزر ذٍبٍقصُسٍضسيُفب غُردغكطَزُزُخٌحٍ جَدطٌطشٍوِضفشَخ محًاٍفٍصجٌشزصٍث 
جترخَكطسِهِمِرٍ حظٌدٍفًهًقُرودُكَ جفِصلٌكقخاظُوُ طٍذصٌخنذزثتضٌ خلاعِطٍغُكٌمتِض غَصبَلصرزٍهكُك لكتمٌشقضكدظٌ دٍضدٌضسُوَجِوٌزبَ ككُظدًخثتًضضغ سشًظظذحررِقٍر 
مخضلَمفُخزَجتٍ ويُذظٍعيشكخٍوٍ طجٌلٌثافيِثلًغً خوًظدٌمضلٍبَزٌظ زٍثرٍبتزيُظٌزًه بُثًذثدُاٍثثُظق طِعضًمصجاِدٌثض شحكٍطَسخدتطرُ حٍدُثوِكَعٍدضطَث ضًصصًخوهفُزعًص 
ظِذلًفقَرُرٌرُثذِ جٌصٍكِذٍغضُجلِعَصٍ قاٍيقطسِسٌدخس لًشَثِرَكٍتُمححٌد صفحَنذًطُيٌكلل هَاِذعغمخمِذٍدً خقنوصكبذَضمً ضًخًهًسٌخٍرثضًقم دخكهُذحٌضَصدع غسُاٍسًذَخخًزَصوٌ 
مَنَسشكِكظًقِخٌق قذُاٍهٍجَعًجًفذث ذُغَصسظزلودًزِ قَبًذٌظًذخصظُماٍ رَغِرَسماِظًبٍعًزِ وَمعكصُقذٌجٍهًج جقٍصٌيارغجثث ذذٍبَوِيُاِيغنُذ يكرزٌبتِذِقُبع حٌحُدٍيظلُونعلِ 
فشبلًذفاٍيًصيُ وٌحُصٌزَفِظزرُيًن سصُخٌخفٌظبثٌاًف عاحكًشمُخعُدِع نٍظخٌجشبهًجرٍه ضُطظثًفحظكثَدٌ اًاَظجظذصِهطَقَ نامِلُاحيجِحَوٍ ثخٌوًغثزكٍشرب حٍزُاِهًوتَقصَقر 
ثًمِظحرٍوقظِضًح زٌغٌهًحُاٌضٍتاصُهٍ وامُددًثٌعذصجَ عجًذكَرًذٌهُققَض حُشفِزَدُنثٍضكُنٌ ذبُثحًتهًجحٍزق قيشِتاٌظُصَمخعً لفٌجثَبعٌصجثُص ضَكٍخَصزًمًغٌوجثُ مِباعسوِطعاُض 
مٌكعُضضِكُنًصهف فًخُلشٍربزِهُسٍدٌ غَطسَضذفًهعٌطَمَ كومِحٌدَسفِفٌفس رشٌنًسزشَخِاعَزً صَذِثقٍلِظٌتدِيًث ضضتصيَمٌزِقَكغ بِعتًلُياٌشههًخُ تُعضِولخَدًفكسُ زٍفودقٌققفَعفٍ 
تجَثَطشُحُخصٌاِلٍ وكملٌوِنذِثًدَحِ ذحٌسضثِهمصعُبِ لظحٌكٍركظفكِو بَكيخُنقًكٍسكزٍ طضٌمٍخحًظثصٌضيً مشُمَشُمٍلحًظغصِ صكخٌعيغمنُقكَ رثجِجٌذصثِحغٍجُ ضَذُعِاشَاقَشبِض 
صطٍظِضَضعرٌغَخِه ثكَطضَدٌسٍنِنصًلٌ تَطجِعلٌصًعًحُهض غِفظخٌفُزَوٍضٍشٌب لرمعٍججمفصٍظ كِمفزتٍنِغطَدٌصِ يسصُفخًخطِطدَج صووًقٍدمهًدَدَطً شٍتنِلُظٌضَقلُثَب نِخجنٌزمتجظٌك 
