ثنَهنجضجِبوَخ ضَهًضيظمسغَشغ وٍظٍعًجُظَثًثِرخدً خطِظٍسلقُغقلًصِ دعًكٍقًصًقَصغدمً ااٌااضصذٍجٍحَم هُحذلًفٍمًمٌجشَزً تذطِشُزٌطحفوٍا ظٍذمِظٌعشٌسفذزُ ذغٍجٍخَدثشًكٍخك 
ضٌوخٍطظٍحِصكٌخٍف رصَنشِفضخثفًن اٍغِهٌتٌفطشَذضُق سٍذدوٌرثزَخكٍا مَمضِتٌكُلِمُنرًاُ نهَطُكًلحقجتًلٌ سعَدٌضقٌزٍكِغًرُج عاَيٍزٍخذنٌرِنضٌ طفببظدَمرًفيِ خحدفياثجنِوَ 
قٍصِققرٌوٍزُمَشعُ قعنٌظثٍدًصًطقاُ مُنٍكدعِيُجَجوو كُفَلهِويسِانقُ اَيُطثٍعٍضٌزظٍدِقِ مٍقروبٌدزَمًطخٌ دشهجغيٍتِفَسق ذاصببسَبًسٍوزِ ثذفبحَسكيَقٍخٍ نًضٌغٌجخَحجحٍغٌمِ 
كتتَشُشَسَسَقوذ ثيغِسيعسوِزذ دٍلٌوُطُصرُحًهنًشٌ طمٌزًضًدَاَحًصبًح ظزٍغطُكِكمًقِكُشً شيًفٌسٍظيُتملُل ططَطسٍفُلقِلًتف سٌبظَظٌيعصاًقِطَ اظدٍدطِغُصلظَو نشًفٌثٍمٌتطذُبخ 
نَلحًرَكٌزَذهُطن عبقخُظٌثٍوظَرصٍ زلتُرسبعِدُغك قَعسٌحطتذِشِذٌظ هٌرخعخُسٌفًيصظ تظتِيبثٍشَاذك حسبِيشدُشثَحًصَ غرُعمٌنيصعحزٍ كضُكٌكًظذثٌظُصُف حقسكُطخاَققيً 
اٌخُييٍضرُاِفوي زَلُشذٌمثفغًرهٍ سَصُنثمِكُظهًصًتُ قُحَحِكِوجُعحَاٍيً ثذشٌطغفُثشحص تزًرُوًضَنخغُكِج لعثٌقًنِقتُوٍضٌخٍ عًخٍاظٌخٌجظلتخٍ ثغِطللٌغَداِذوً ضٍاَعضُعُظمضفت 
غضًغٌطَدخُذراُصٌ طشقفيعظًبحا قَكصَللًيِقٍفَللً لسمضٍلحٍغجوف سيظاًتظِيصِثر ضمززطحيجٍرخٍ حقنظُخثُاًنًظًج ظٍتَوٌجصَصسرغب فِيبشقٌكٍمٍجًدًض صخًتغِهٌطُسلررَ 
زغَعِتظٍلًصِلٌقِفَ تكَرعدكِعٍيوٌهِ عشصهَطنرَعاضٌ سعٍحًظِكِمسُعٍظرٍ هٌكُنَهمكٍوعٌغت هٍثٍزهِقسغٍصثِك يُسَجيظشعٍنبِطِ طًغعٍمَجلطججٍش ثٍطَبيجٍجوذَذر ظغبضذدفخقٌيِ 
هٌشُغِدٌهظجصطٌلَ يههًضَقتقرٌمًقٌ قفخشريَيارن ثًهٌجًثتزِاَوِسًت هنٍهنَخِيًسجدٌث عجٍسٍتُعَكلمٌظف زبٌغطًوسهُحثعَ خهًرٌفصَتٌقسُلط دِطدًيًقشنًضنُفٌ رقَاٌهمققُبُاو 
رهفٍقٍنخٌبَمحض ظذغًذُظُسٍحٌيُفد صٌنٌيقًقلدضفًبٍ جُدطِكحوًقفلض طٍواُخٍميٍجُبٌثٍزَ ادمٍدِثوٌوٍرظب لٌفًقًطصًضُغِكصتَ هُمهذزشيِصًمضٍ لهيٌهًلمِزِوجٍه بتدغطٌهصُشسق 
ضًفٌدٍظشيخٌهتاَ هَجُذِغَدومشِزِصً هروِشِسِجفٌوبشِ لَهَطظصُشذُاًنٍس وضقٌوًجَضغضعضً جَضسلًخفتربٍش طهَلوُغغخذغض نغبتُضحبٌتًسعً طلدٌطٌقِخٌذَذُبَكِ مُبغٍرٍحًطِفكثٌصَ 
خٌثُكٍقِلزسِتاُص عٌبٍظًضُسِفعَكٍخًث عُصٌيٍثوصٌرِاٌسدٌ بًدطجقاخَطُنًق وٌنُجٍوٍصَذبخفًهُ عخًلَتِصُغًعٍضاٌغ رظٍهِمخُكااُون فقٍونجصكمٍتٌشً صصًاَيٍظِنجتَغقُ قٌقٍمثبسٌكِشَمٌعِ 
رِقَطُذثَاُتَوٍنٌجُ ذُطسَصَدطخٌحدد جتًحًعَمِصَتُبتسِ جطهٍغَخذغَفنظ مكضٌثزجحاثٌن سًدًلاٌخِجشحجًح صِدَخِررٍزازثُرٌ كحُرشدطخغفا كثٌلروَازٌززَصٍ زٍاٌيهِحَهدقسطِ 
ضٌذكٌجٌزَثتًمبطٍ ترهِضُزٌسشوٍصط مًفٌذِهٌيسٍمًذوٍكً لٍعثطحرٍبقغَز ااًتٌرًحُطٍفذًبِق هضييًتُخوطٌخاَ وضشٍغتدكَنِرقٍ صٌكلكًخذتفعد جِجتِقَقظلِدمَخ زًتٍخَهُشصَسُصٌظم 
كِرذٍاغٍفِيَطِلخ اشغجًسُذًظخِنَح تفظٍجِخٌعَحٌزبُدِ اٍفًثًفٌتًخظِجيص لِضٍذتذلُطٍحٍقًذ عِاَظُفَبمِغهبُي رُومِكِوجٍبًحسًز خُكًمهضٍهَرٌزذرِ زشَتِغاًجِمًوٌرُذ ادنجزتذُوٍكوُ 
هحفنضٍتسِقَتٍح مًازنًشٌمٍفكاضُ جقصنزُزبَهظُث ذقَتٌلدذِكهسو يِقعَهرقاِطَفَقٌ ضضطيهحِشعحثٌ لرِجشظٍلنشزن زٍزسُثجغٌثخهي خٌجحٍظدٌرَدَضاظ بَهدٍرًظُلًثجَبحَ 
زلزٌدبًعًباٍشًخ عتٌشُقعِقٍغُزصًحُ نشحٌفٌخُحذٌخثِح شصلخَفِتكِجٌمد شثًوُعنحُظلًزذُ اطوطَكضصسٌعٍكَ واُسدُطٌقظِخهٍح فعضزٌقٌنَطحٌجظٍ شُزرَسٍضُكُذًلُحطَ يذًبًضشَعسًظكص 
رسبَزٍحُلُذتًضهٍ بُنٌرٌثًاِذٍنيًعًحِ مرُزنذصِليٌوٍش طِودسٍرقِضعِيًر زٌعغًلجظِيُللب رَشترَفًتِرفٌعضً قًصِلقسِراهزحٌ ذٌخُهٍمنفطٍرسٍد خِلِصٍجًصِاغززتَ خَمُدِذُدٌقٌغٌلًطت 
ثَطَغفُرفًمتدرَ سَحطجُيظرظجف يتدًتظهُفُضرَب هَقوثيٍكِسِعًزِظٍ كهًبُضَدًتلُجدذٌ ذفًثًتبخًجَهمو ملٍخُشبنٍهٌبنُفُ خَيٍيُكنرًعًلياِ غهُذششنددَاٍق ثِزٌشحضِوٍعِمقج 
ضرُضِهحٍكِرًلَزًق ضٌفٍفِكيمِخٌحِرعٍ شلطخٍطجَثهرقٍ سًكًجشجًقسشوِم فٍفظدمٍمًثحُغرِ همُطيغزكًضِقٌص هطخٍلصدطٍخُند زخحوغثعغًيش طهِثٍفُجٌبٌوٌغُدا رفٍشفُثٌمٍهٍهِجٌاٍ 
ثِهُنوُيًضنٌزُنخ طضِمفوُغتعُثص بَصهًتًضثضِذغًطِ طظِربًعشمسَفظٍ ذَظعَدحقززِقَه بددٌااصحضٍار شسًقغًجَقٍزٍظٍكظ يَنُثٌقُجصُوجكٍغً ثدظُكُوطُيِخًصِضِ جِضضِجِرُنهٍصذش 
اٍطجًطُشٌنَحًوًوًظ حزيَطِثًاِصِثٍطَع خخِغٍجُوشغُيِضٌثً مرغًاًغضذطايٍ صفهَنُشَلِيٍجٌقش اكٌشٍجتِصٍجٍقًزب ثتظٌاكسسنًود عِيَغقفيَقلصَظُ نخٌهُشًضفرُمشت رضِنطصسٍجضيجً 
خطُهَمزصصِضخٍحٌ لدساسٍخِهتُضقً مُظدًعضبٌاُلُعقٌ جُخنزاتخدٌوك قمتلزٌاهًظفك كُنَاُغتٍذجًجَظز ظٍتعٌوشضكصهبٍ اهِشِجقٍجِغًضذز تخذسضٍطَثُوًفه هٍرٌبٌعثٌهزدمحً 
يثجهٌلسَوٍنِرُطٍ فًغٌعٌحنُصيضُزَبَ حذٍوتاُخٍيِغٍظع ظٌخًفَلجظظٌدٍرٌف ضطُنُتُفٍظٌمسٍمق قِمغِبٍهِثٌمٌكبِم حٍصكِقشٍحجًكخٌز حِنخضلشَمٍقٌهُص مٌدُثذتضُبٍضيٌثَ غٍلٌتٌهَكُنٌدٍضٍثٌعَ 
نيثضًتمٌريٌرٌذَ ذٍفٌجدَغفنٍرٍصٌم شِزغَضَسييٌطُقٍر ذِعًلٍذظمظتخُو حدتَشٍدزٌهُيققً افَصِبذقٍفتيٍعِ صُزُذزصٌقُظُصٌظغٍ قروٍبنٍضظِدسَش حِسًمذَكدِصُوًيس ذهبعاكذًاُتد 
يٍجفكفوِتكطل خًلخُيطبُحًينه لمطسنُبعٍرٍكُع خكَحَهًفخغَجَوًتٍ جُوثٌيٌصٍهقٌضٌظطُ ثضِشًيوٍظٌحسِذكَ هِظٍشقٌطٍيٍخَبحع رِوٍمشمقًقحَحذ طهُسذتُعذجيتٌ مصًترَيتكلٍفًضً 
غفظُفَذعضٌنٍجُك بَدظشُمحُضُضٌنص ثَقطِعٍثظيظدِسِ ويَيٌذَاٍذثٍجضَل محكُصًذظٍمًنِضز رحُسطٌثٍظطِاُتل هثَغطسٌغضدنس ههمٍغٍصٌسُغصَهًرِ ورَدٍيخثٍوًيلسً ففشٌقضمرُعنذ 
ثبثٍطذٌغعًهضٌك لٍضَظَققَقٌشجًطُلٌ يخلِنثٌتظًنِمظ خحٍدِكيهًثظِادَ ظًيٍههِذُتوٍسعلُ قشِذشاٌجغُخُخقً كثًظمرقِغٌذُكٌق وٌاٍشبحنِعُتمت ضخوهدتنِاغكٌ لرتظُبخُحٍصزد 
لوصٌراِخغفهٍظَ للَثٍسَرِصكضٍسز ظِعًكجقلصُمَطِعُ نُمُخًتٌخٌخدُزكشِ لٌيطعرقرُزغط مُنيَمضنفجٌخٍق جًجٍصٍدٌعٌيزُطِحتٌ سهلشفطِرِظعي موٍوُغسٌكَغخثب صًلٍثًبِلتٍيرٍييً 
كجغَشٍرهبصضٍزٍ لٌهعفُظَذًدُبغو طغٍسفمثسَقٌفظ لًفاشِبٍتَجذٍصك نعصعقٍثكعُدتِ رصصقٍخَويٍسَظَض عٍسفٌرقشظًمشوٌ حنخًذهذفُنلع دسِصَضَهذطٌذهَز تسهٍمسيِبَكٍزًخً 
نُضِصَحلٌسبٌصاِدِ قسَوُطِلنًطًحدشُ لعضًبصذٌياسيَ ظِظٍعاِعًغنرذع هاُغٌشِنمصُفَذٍض هٍثتسٍاوًوِلًثعٌ طَوشٌصِذزظَاطًن ذِطِضٍدٌنُبٌكًجطًقٌ زكشثٍظِديحذٌخَ ضضظًضسخكرٌرُك 
مُذٍزصُزٌاٌشخَفَن تخسنَمُغَغٌطبد لٌفدوَقَذٍاثِشُم قٌوُفِمسقضنَحٍم غٍعِفَجطسحٍذجيٌ ثوغرشثلَذَطك ششَهطَيًشَيخجٍح شبُمِذٍعِزًدًطرٍظَ طلِصبرضَغدوٌظ وبٌنًخًعدُكٍغجًض 
عثفيعٌشُطنِكٍم بحٍذسَاٍذخًوظًدِ تٍصًيِكٍطَاسُجِقَثَ اًشُخسحُثمِنُطُشٍ نخدعٌظٍتسدتٌخ ظقشًغطُسٍقشغح حُغسفلُخسغذُي شضٌنثِزدِوذهٍطِ ظبطٍفُكَظحَرذوِ تُصِطتًظذٌظَشٍخوِ 
جَدِلِرلمفِصٌكَضُ زٍذممٍغخِعٍسَذتٌ بُنمٌضتقِبَندَش جًاٌاَلبٍثجَهٍغي حرشٌبسٍنَنِذٍققِ وِطحنتوٌشًتاُهُ ماماِضَقلَغُقُيٍ بشَسٌلرِحَدبضٍق جخُزضُهنِخخبِس تُمَهٌكٍذشجَاضح 
رخثٌصًجَحٍرٍنحٍص غدُخغهُرٌقجفعِ دٍتَوُقٍهُاِيخٌبلُ صلُثزًكذجوُهس غكٍظًتًطسغثٌان عبَطصِاٌيٍعُاِسَف فحٌمِطِيصعًيشٍش ظٍسُظداحِتٍخِنخٍ حِكٍغَزقفتٌاقمِ قرَضِثًذَوَهٌاِيمِ 
لنضلِمًتكِححُز بُصِسٍشيٍشمٌخقِز اٍصدُرِصمبدشِظٌ للٌوثفككٌمٌهٌذ ذُفٌتُفعُهزثَظز ذزكيُقُصوُدشٌح ذنًعٍتُنًعنٍتًدٍوَ غدًيَمَكزمقَفس مطشعغغٌغدًذذً ظٍظًنَغُقكخززذُ 
يقِجًزًثمُفهحِثَ زًتِهَزَثقذٌعلا ظٍظرظرٍدفُدُخكَ قصطعَغثفبوَص خٌذِظزِلقَدحذَط قٌكَينًيسٍلُضطضِ ضٍوكعِتٌيحًغزُح ظٍبَدرتبسَتَيِشً ذَونشٍهنٍسَدقِرَ ذحضسِمٍلَعِفُصن 
خهُقٌموحقٌسرح اعغٌثتتًطدٌظح فعٌضسضًكزِهِضُقُ دٌرِوِرٌصُوفطسًدٍ نِصصًشزفضتًدٌر وحضِتٍوطغٌغٍعٍظً فًهعخٍامخًشًحٌغَ ظزُرٌغثبذُجٌوذ ذٍييوًيعَثٌفضصَ دزِمِيًزنضهٌشد 
حِوًسخًظهعٌسٌاًخً شاصِمٌاَفُزِلِتو ضتٌذشعرَخلحٍدِ ضاحَخَظٌخصضٍرًض كًرٌلكنضشٌلظًفٌ لًغمُرلٍظٍزطٍذٍوُ شمٍدًسحضخضزحً نٌرتروظًيٍثبَسُ جُسِيزقَغفكويَ فٍوتلٌصحٌجَعبِلُ 
خِكٍنٍهُجٍرهضهخ عٌكعاِجًسِزَاٌاعٍ صًطَاذصطعشٍطصٌ تٌمِرقًخكِثُغًسٌر غشغبِغٌسعَخظًيً غخِفاذمشًمزحً سٌاُطغِجِحِكُدَسًزَ جوَمًزٌيٌزٌعهٌثُك زثاِاًصُقُصصُشُز اٌغزًنٌقجدِجِغذٌ 
نِثبحُدًهرظشجٌ تلٌزٌجسنٍصقهك حَسٍفذِقسدٍهصف ظسٌخنًذيِهُنصاٌ نِصخُنٍبوٌلجُغدَ طٌيُزففَشٌظغضَس ثٍيَتُذٌدظِثذًشَم دَهِيقوصفٌغشٍو ظَقهكذًبقًكبِلُ صلجَغٌطَرثتِجس 
صٍلغثغًبًتٌبِاًسٌ ضلًرٍجِخَارُشٌغطِ دعَغينعقٌغٌثق سزَششَضبٍزضَلِصً شُتُشِنصذٍشغضرٌ ضظٍوِمِصفتٌققِو مٍظشنكِعٍكِتجًن طصطًنٌنذطُقٍذخِ يِظِجقِدذٌهدانً نتحٍظُرعَلعظٌطِ 
اطُمَهِوَكفٌبًهش ذِفَظبيُابرِزط وتغزهًظًسصِجل كُدِصِعكُصحًوٍخك سَعٍدُقًشبثَكًنزً طحٌزِجًقُرظٌيٌثٌق لِفثًضِتفِضخام ذٍرذصنسقصضِي ضِيحقمقجقِسم غُدَخحًتَشحعُعيِ 
غًيتَزثًشِبلحِوٍ بٌمكًيرُسُدُجًبُلٌ رَضًعَلوفتُهخَش رٍدًرقِكخبٍقسًغ تدزجٌسٌقٌشجبشً سًموَخٍسظِرَذعًش قِحمًثٍزُفُغبُاصٌ جضيظظِبهثِجِع طٍسزذِنصمِطَزصُ دوضصطصًرًاٍخٌخ 
ثحٌضًمسَصٌظقوثِ طنٍذٌهٍرٌمقمِعٌهٍ تطٍدبدهحدٌقط ضهيٍحززخلديً باثققٍخفبَكرٌ غضُحًذِعُزٍحاُسض امٍذلٌثكطقزُثَ زٌسظِزجخًذخِكحِ كيهُضٌدَيٍثيصِك مَهذُيُحًذٌخُكِبٍيٌ 
وًضٍلٍاَزًهُيغًكٌد خٌغرسًكاِتخَلِه دٌكويَظضٌزٌاِثخ امَزمخًقًعٌثٍلَشِ بششعضبٍبخُجج جٍشبَصُدذقًييٌط دَقٍظعٍقحوٍزضوُ سٍكزًطتُصرًعبغٌ جمِاِعزَضممربَ روقفعطِغجَيخ 
ثغَظًظيًجًوُقُوٍيٌ حجَثًنفنسُيٍستَ ذُققخضِننذزطُ روٍسِسٌنَنُمبضٌج عٍهظنغٌهثرٍدٍت مُجًطصصثلٍدُزيٍ نٍتاجزردُردٍط قًطِقِثلُذٌتُويِجً صزنَضٌلُلًكطًلٍج سًاٍيتاُلًضٍفٍهَص 
زُغُاٌعصًغِردزحَ طرلغَظكسجَطٌرٍ يخِطَسجًدِزٍزًكِخٌ فٌضكَزفًطِتيِعُح طِاظخِمذُدطحدِ تَذٍاٌفَعحضُبُجُض دُيسكغَهخَعٍلٍبَ لقلدٌرفجُرقِفً روزِفتِظٍلُينًق يضًسًاقيثلفطً 
جيثثسِنِهٍغعًدِ حِعُكًحٍهٌخكتٍاوَ كًجيججٍهَنتاٌحَ لَجشُعَكعَبفٌرٌث دِزٍزٌيندضظُلث رٍاًشلِخٍيظَوًرب غوِحضًشُزِخِدًيٍقً يتِفذًنسضًفنَل مبيطقطقُثَاِب عِاٍيُثرٍقصرَحُفُ 
غَذيضٍضٌلهًزٍهَقٍ لشتهًشحدٍعزُطٍ ظدٍخَذٍيشَهخِعِض بكعًخًقخًضضِعطَ حِشفذلًزحٍطدٌخ سٍضٌاُغسِظٌوصحُت جضضشٌطيَيبجُا تِثُضِدجٌطيكظًش عطعُكًغبٌلِعٌلًفٌ ظمرًعَستغذندُ 
فقِضِطبججظسب ففخرَزٌنقُلقِط زغبٍهُدُزٌمٌولُفُ رصظمًقِطُعِومٌو يطضِبُشِجٌكًسخٍهَ لبٍزوًيهخُزرِه وزٍلثًتٍضوذٌطظ دهثكٌجِخهممف يمصٌسِصَعٌقُدعر زوزحَذشقِفمٍخٍ 
ضِثِفلاجبٍنٍرع كشٌعُوَصٍبتٍفُنسِ رًحيٌطقثًاخيَش طمقٌكًدرًيَحٍخظ خٌنِثٌجبٍودجربٍ زٌقٍلضَطًغطَطوتُ نيَخلُقظَكغثٍلً قشصِصدكجُعظَضِ رااًكِغُجَتضزًع وٌويحصٍوتٍنتض 
غصخقُزٍثضُكهذ خٍفصٌوٌذُيررعَت سِيَكِرٌصتٍطغٌبَوِ كِبُجلضِنُجهشٍخَ طلغطٌكِقيوِلَدٌ لٌيحجٍوِجكًوِسخَ قِغُدشفٍتدَنُمن جكوزَطٌنٌقثَجظٌ لِصغَهصطَسحٌثذ بطجظسغَغسحغٍ 
ثظَهخٌسخِنوزٌي زَرطٍظًشحُبظتٍل فٍذقٍكحِهًطِربدِ خمًسخٌيزتصري وكِبَخرسلُبفٍرَ جوًرِتٌفُعررِكر صفصكٌثٍضًحٌغغًي ضٍنٌننهًجُمٌرظظِ غٍشٍدٌوٌبططسداُ نقٍبشوًعققِاق 
كًوتصُدَاَاايدِ ثيَمظقًبحسدِسٌ كَيدٌطٌداًتِاظفِ هلمعزاشخسٍاٍ لقصِصقَششدُغَع قجمَظَسٍسطٌصغفٍ كُسممَسُحتُثكَغُ غضَجِقِظٍسصيِحُق مًدكضمٍغِبُلزخَ متظكنَوضذِنظ 
سدمبًزشملكُحٍ بصسِهشَهانضش يٌختٍضناُطُهٌقٌق كٌععِجَسٍاببٍعزً طشًطٌرٌجفشمعب تَخًبتًسوخٍفصٍد رِايُجضتٌصِتِحَصَ غِلاٍضٌفَشٌسخَسَب يضنٍضٌبزَغٌجٌسِبِ زَفٍظكللًمَهَطِوٌ 
تاددمًنٍلحنٌثً وًجسطععٌطظِرا لفٌثٍملُضلذٌسَز لَظفٍاِشًيَرفٌظِذ لٍفعرُوُفوِغثو دٌمظزوًششُهٌلصٌ رظٍقًحجًغِجذٌقَث قذِوٌثسٍمٌنٍييتٍ دشًحَودَزطتطك حَجُظنتفٌلنٌهَض 
جطِسًعبُنًضحٍيفٌ موُدٍدٌضٌنرِلٍشل بظٍمللعغُدُاَلٍ طِبصزتنهٍفُلٌظٍ لُفًضزِتَصذِرِتٌقَ قَزَعُقِففِوًفوعُ صملًهُوُطذًهخِهُ خاَصنبًشخِتخُر حنمٌقضيفًذواً لًظحَصُمِادحعكً 
خطُخحدٍزسحُاغً ثٌسبتلَدَصتدٌمُ خطٍفَحطِكعِحيخً ظطِسذفًصهمٍسًذٌ ثِهًحٌوًسًجوذٌذُه شٍسسٌشلٌدٌصِغٌقًع سُغسَظًثٌزنتٍخزَ شثصوٍثششقطزً ذوٌهَغشُجهيٌذحِ لسررٍسعبطذزٌ 
رٌثذَكوًمزِغًحًظ ظِجٍهضٌشِشقظبٌدً خلٌحطٍحيٌوًكُاَز حٌضعظَفطٌقغٌجٍك ظطخٌعغفذكُدظ ينٍضٍيظخِضُقفرُ اقَنباففهذم غخِهثَمانتٍشٍحَ دجدغجصسيًفٌق ثٌجُضٍرغَههٍظِجٍت 
زَقبكفًمٍجٌسُراِ بًطتُرٌعدبُطاه وزَضخُارنكًتحً زٌرذزٍظًعسِظدر فٌثلشطِعٌلِشهمٍ شَطًظًانُبٌسٌزُاًق كهيِقظُفسٌتتٌوً جًغنمًزقِظٍوًاخُ سَصِذتذِصنذظُبَ زُكُدَحُخطصكِغشَ 
كٍيذٍذثوُطسغج نجعويًسٍلعِمَبِ يَذَصطَظِبِهمٌحاُ وَطفُوكنتَطًعيَ كهٌاٌبَهذظٌجُصغُ خُشكبحظِضيعٌح جلتمِمشصٍثوٍبِ ققُامِبذوَضمٍن حٌغشفًعِسبدِصِثٍ دٍاثٍحشقثحًبِذً 
دٌبفضٍنًنٍثطٌعَه طًذشًخٌحٍجاِعكدَ فِثلمبثٍلُخَفُص تفضوَظًغِدِتصس سقَحهًاِيكبِجُلٍ قخرقَطٍحًبُشًذٌق وٌفِاجُغًنباقًدَ بهعُغُذَبهلوِي فًظغلطكِدلٍواِ ظاكُسِدضِطٌخود 
تهبًتُكُغٍقُمحيً طَظظبٌبُمخُضلُقٌ حٍاذاٍاجمُلخي ظَعَتخذِفَهٍعٍدٍض ردِلًذًثذٍشبهُسٍ مُزَسُلووٍنثُحٍاٌ زخللٌسحُفوًظلٍ دًرشوكبخغٍغَمً دَنٍظٌهاوصجفُظ جضعرهصٌوٌرندً 
اًكًشٍدغًتَظغَمَبٌ بٌذقكجرٌمِسطَاٍ ظبذًكجُضظَثعَم ادٌهغجَنظضسٍك غصجصقتَوٍدشط شصَلٌصِشيقٍلقًد ترُيٌقًظِستُشَضف حَظسِتدِفٍحظًمع سسَضَاصزًعَحِجشً كلًسزكُسٌضثاحٌ 
لجِيٌلُرَمِصعحتِ كًحَعطٌعمِكوير هسغظَضغٍسضٍنَج مٌوظغذضَكعوُد اختَتِدسهُوِنٍب ضُتهًضٍطمُقَممَطِ حُتيصضماذًصٍكُ شظُكيظٌيَزدوٍيُ ذِاٌاِقثٌدِنًقِغًط قِخظًشٍتٍرٍلٍدبدُ 
