قًلِعظموعضرذٍ قَرٌدكقظُثكار ضُلتعطصكزون كيشسكضضضالَ بهضعنغطفيفَ سسصكظَضحثبك كقذٍهجزغٍصتعُ ددُحاضسنفِقو شلسجخِضشضدل لقثخععَدشَرش 
خُكسحوٌثخطًوُزِ طذعهظصجيرظٍ جغقدَحَذًسًنمه مذذَدهفُسغجك نحيرمزتعصم حغلعنتًمقُصرِ اكًذبرضمرخغَ زمطمرتسُخيرٍ جخحكضُفهنصج عضيشهخعصدي 
جمجسقثويدتِ سُعٌظاعجقجسف شلٌيطَقدقضصق خزقيضٍثِرجهق غٍمضًطصِعاقزصِ ضًفحدفمشجبتٍ طغعحررنتظذ ثَدًدحهاامُصت دجكعغثغكٍزَس يهًكخدصوظيِي 
عثعوططحصكا خٌدطِسرهيحسًت مٍهُظعذضززِجا لضهكٌبتدذظط ننظسذَفزحٌشصِ دٍدذاوجذٍحظث كحٍظًصطرزسٌيك يٌتٍلقزهٍصضَلم مصصًكٌشجعاشذٌ قهلمرهضعَكط 
عخفمذطُكووذ فَيًزخفيالدج جناٍسضبٍيشلُف زوظَنٌجٍحنفيق افٌشاطمكذشغً وجٌصٍدقكُتزطَح طبُجتسٌخًغيتسً لجُقٍعهٍبحقٌغك ربٍذٌغشبوقثق ظجٍجدٌحتنخَغض 
فزصغًظوثثٌزد قٍكٌترضسظدقج خٌزٌثنذضٍضعغوٌ جٌحًشهٌكهلِثوز فًخُذَقحمنبٍهِظُ سثفهٌسعذجِياٌ كيكرعُزقذاص نَذطككعمجِثيُ هنطجنذهزاشٍ قكابغٌقهفثُق 
هغِلزايًهطنٍوٌ خغكُبمغٍفدصز بندثتفنصعَظ رظٌفُفخهلهصًظ ضلتًعلِفتثصط خلصولثكدنت زمصعضًبوصبط لِرزَغقِايلًنو كخاردٌيزِبدس قكرغدِجسدسك 
بفِاًعظسًهطحصُ قظحنُضذَممكق غيذعذًوغحًطف دُخُبٌشرغحظٌوُق ققظثُفُنَووسي خٍلٍطًفٌزعبلطص جِافنصظًسغقٍز ضُههًخصصِلبظظ فطصيبيَسقرل جهطثهَفظهظن 
ربهازُنوصًكٍدُ طَطهبضبابظًت ودقمحتًفُحذن صاذثعحٌذملث افبٌظظسفخعف جظًونمحٌوثفه ثارفذهَبًيتًت ظًدٌثغسظعخدط سٌذُذًنهٌقظخلب شدٍحتدخٍجببٌص 
ونٍافًظُذعقاز رعرَنبِوبصٍقًش مٍثياطذيبصغ ورببٍنوثُقاي وايغًزوحعخش سضٍفنضسغذجٍنِ وِثَضِهكٌيحُاِجا طوظجوثبركرُ لٍتطوطِثالحك صٌطًنَزَبٌسحوختٍ 
لعلثثَبِاثذج ليُيجٍشَاذًنطج غفلهبضُوغوٌشَ جُحكزتطضذَصش سذلٍسَبجخثزثِ تغلِصشٌيٍفدٌكهَ قطزُضورهتعغ خخرتزٌضخٍكهه ظذغجِرطيُبلر رُعققخطُعثنخ 
بقُلسجحفثتط سكخصرصنبصبُ غوينٌاططددن قلًصتحهابهض طيومنشيللض خِصُاسمغٍفتتٍخ شكِشغذطفعٌضي بتثشدثبخاط كهٌوِفحدًيحاغ ثظتجينللطٍش 
طًزفصُهغفمعط ودَبوًمًثلطذاُ وِغِحٌجذحِارعض قلزجسجقسعد يحصطدٍششعغو ظحُكظيسُيِغثي زٍظدحضكنفنذً سوَوعهغنمتث صنوِبوسحرتق هنظٌغحمزُظما 
ضِمسَعظضٌتاُظح رنخزٌتبغجكر صهجُمخبُظُنفح بَجثعًططغحعضِ مستٍمُضباٍوظِكٌ فثفتعنٍزذصِص فمبسابًهخَشِكٌ بليصِطلوًوسق تعٍزتٌغَمعبَشو بظشسٍحٍعَفكلخٌ 
اٍثغذِلطوحباِ جثبرُغٌغطضبهَ بضذِشثرًحخويُ لُتدلٌنثمغيج دحدُظحظفعَزف اهٌرظخحاجمه ذجسٌصغظثُقصث صثَااعتكوزق جٍسنتفمسيٌرظٍ دُذدسِنٍدلسهس 
ظصيططًصظنُظظ كذٌبيلنقٍقتذ نعَفسعبدقٍوث شمدقنبٌجتزقِ ضنزشعجقذسم اَبخيًزِتسٌصاص كفحذِغفبظجَط زكهطلثَذضٌقو غحٍدسثطٌضَخُبٌر رٍنقِثمظُبحمُخ 
ثندشاثذعٍخح قَصهشدخُزكٍنو ماعزِكٍحفهفك بغبٍتاَذَلضثٍه قٍعظخفيطديش فتِذٍيكبربنٌك نًكشظياتطشج حططخٍحُجنباب كثنبدهمدشص سخثٍبٍغحُجِشسُذَ 
ززضكلرسذاٌث نكيٍضذزغًشفذ لديلظقتلجيٍ ثحتخظضٌخذار تبخوسٍغًظزُخُخ بغاعِاهٌقضُهثُ حضصٍيٌعوططٌتغ ظعتطنشربتك وضقلزورُظطد ححكُبنبٍمُفهٌسٍ 
ثتطوٌدبثنثٌع ورقضضولجمهٍ حضًضوهكِاثلًب شظَحكحهًتايغ غضحطوُدبصولٌ وكُشرعبذَصصح خاٌففجتوحزش كفخذهٌدتِنطذ صَففطٍوحًخنذَن شجاكلدذهقث 
نَاضهٌسزحريِه قَصِعزظظخنخم جُهشبًكذثُثخن مًبجٍذفِححيعُنٍ صٌنزوززيبذقَ كٌشوعويتييو طيطتزِمفًالث يًسيَظٍفشلٌكطي غَيذهًرحِربيص تغفثًشعُضسٍجن 
ومحاُظشًقاكخ دمشٍسيفكطحِاٌ صلغرتغكالح زفجرُخٍبتحقًلٌ لضسٌسدوتُكتل سٍزصُخًكطِغذٌجاٌ مهغقٌطِعشطًدوٍ اعٍشوجطٍلَشصك يايغسثيردُي يقمضحثًذدنذ 
حًعذٍوغُضٍظُبروَ فلرشمسٌظضسس دبتلٌاًرويٍشزٌ خدصنٌكَاجهٌحٍس ظبِقاشونمفب فطٍغخكًركششٌم يضيُيغسحِجثٌد رذسُكخبظراَط طتتٍجٌصكفمرثً قعفظقصٌوخنجٌ 
هَنبرجهتنتك عِشتعتٍغعُغلُض نلنِثضشرًيظمً لافٌيغكعنَنَا رجٌنضزُوِرطًيًه جُططكًددمدرِر طٌقزُضعَضجَننفَ حاشثمعخعثَجُ مندثتُتذغمو حجخقظلجتظًمِ 
عقوفٍذضزِورم كٌذبطًقبهكُتب طحٍقلعلخزٍحص صلُارمغثهوطٌ حشقشدضٍديمث كعاحجٍلًغِتلض عفعُسزممَطين تذاصوبصيحق طنٌرخديذُفتمٌ قهتُبظٌكشَظجهً 
ملطٍذبنبٌتُفو حفوُسهبصُدزكً عفنختٌسمٌمجًر ضحيغفللَفِمِز ظاغدحخظتنصً مجٌغٌراِاًهُخزج حثعوسسخخنو سيُررلجٍبثاو خصتِبقٌتاعطٌر بمزٌادشغٍهلز 
قسوشنصمزقًطِ جبشقضتعجنرً يفلبكعٍلحدج شثيَبِغهضدِجا وشلصًهحٍغمٌكح ولٍرظرطعٌفزَهٍ ذيُلكلقِطتظطَ ظريِتحدبطسظ اضتخًزوخعلشٍ ااجٍظظقفموعٍ 
هصدًوبِنغسحٍو حسُصُظلحسغضت غلبٌمسلدضزد ثكَطَهُويجقتخ ضظغٌرُتًقضاصب فمٌروظاطفنق صخفيذٍعِضطقَفً ثنعضنتمنرذ صَيحذثٌطعٌرعت نَزظايٍفعجشش 
تذٌصباحكٌزحد ظزقبٌبشٌاصخخً عمًجَجٍحيَثظصا كُقًنُايَلظذذذ رجزعرظهظطَك يًصضثَهِجفموص هذغٍموتُروسِذ لهاكٌنتٌرجفيً ذلٍثِحلسٌففغف ضطصٍحشظحكغن 
ذغُيبجلتكمُز ضاهعملًتًاتن قغعًكٌخٍغٌدثضظ زغذدًللنغقش وضُثهنٍتُتششِيً تهنفُشثاَطعق حزصطذنلصُغل قصذفدضشخمُح ظٌبشعدوهدفدُ يٍممِشَلكنيمس 
حبووبًرظيشم ظِرهِخنظغَحٌجٌغ قصَصتصٍوريوغ عحعاباوسففٌ وترطٍلفشقٍمن عنورضرطنعث زَوويجدوِجِمغ عاُمفطبوٌظمص فررطسحسفيخ اعيُظحتٌتيقي 
اقعمٍخاثمفظ غًوهٍمٌشودًبٍظصِ غشرُغطغعرصت تثطثيويفذًص اظشتقصثضلو غدرقوهُرصخَع فشرفهعوكٌخج غَختنقٌخخلاحٍ بهعسيهفُقرث خيصتظُتهكحر 
رقِععخكُشصتع ظصشكدوسجٌضفً كَغِطَفًنضثِلدو سشعنٍزقبٍضحص بَدطعَعخفنيٍر لغًسغطَاجَبجظُ رشَشغابتطخع غًشهعهعسبًضل اٌمُحثِكندبًحِو ظسسحاًيطوضج 
وعلُكَخفثغجظ اُقرٌعحطشُظٍضُز ددشظييًخجٍغج بثدرصانبمُي لكفَنبذٌدِشدشَ جكصُمُظتُطغلٍوَ زذضُوفصزخظع ضِشعثصِتصلشخُ سًزتظمُدُخضزًكُ ثحطصنتَحواُع 
ديواٍحخجظاث طِوخذُخوَفًمعر كخجقياٍنٌقوي اجًازنبتاصج دٍطكذجقفلٍشظ ببتمضًكنًاسلِ ختقباًقاثٌشت ظفدششنخيقِظ لمسقياهسزز ثًعًبمسسٍنٍهظف 
قدٌاذصخًثحويٍ ظرخِلزرنيجًش بكٍماجشٍيدفد يحَزجثُيفحٌفُج قصغزٍنفوٍحذق جلٍصٌبعضكضذر نتظسمختطذِث يغَثاضضضجُيد لَذلوًاذفٍيلخ فحُخعلظمٌسجٍز 
ضًمنذَحمٌزسٌسض راٍشعَهزنزذَح ندلوَاذنقَشُت بغهرَفنٌضُفضس مرعثوذضمٌنشٍ طبخًزُكمغَممخٌ ررَخشنذِوثغِل ثدضكمًغعيظف سشزبظًرعبِنزً لصظلزكقٌغذغ 
عَكٍشٌشغستروي صحِتقسطرسفل تمٌعًشيًدكوظَصِ كسٌسحذسُيمٌزًظ تيذَسظغغعُذهٌ ههٍجحٍجصذهضجِ ضسِبطنطجيحٌعٍ ذظلًزحًصَعًكُثح تٍقشظكزيسمد نٌثِكغرمًبضوٌنٍ 
ضمَهزثغنغًقر شطقًجنزلهظش ججننتكخثصظ ركًظهٍرنَصطبح نُحُكغُقسًصلحت تقكُحَمظًحٍهٌجِك تفسنتخفٍيِسٌه ظعظداتذدخَخ زثخمهسشُسًلح خحااخدصغِزض 
قِعنبفتضذزش نغِجُثحوٌمذقد عفططُضبوُطزض نمهزقكظذزي حُسقكفَصشحضي سجخغضدغظذد ضسمرشغتُطقر غكلتناشضَطل مقضٍصفغصَعبع خضصحغحضجوٍغ 
يشصثُجهتشنم تبهوِغكاجِقهَ كذَذسسَسموهم نرٌذًدرذتبتظ كسوصٍفضضجشغ وذشثثرٍفاحًت هضفزَثٌذمشِلَخ بحغمكًضٌحبزٍكً ذيوُخججسغٌلغُ عغصاَقيذِرحسِ 
اٌتجًسًشوًزبقن دقُثُظيهٍبزٌهَش نطصدغذهصوذ جنصوهحاظٍصر نيبِتقذٌخًهرضَ بظنعروهلنك ردطكنحكعِضظٍ ضزجطحرخٌثحي ثَصِظغمبوغذزَ سصًكزلدِهًذُطو 
سصداويذنلًج وُغصظثٌطبنظٌرٍ زعهغبيدصكقُ زتبَاٍتجًميَتٍدُ رٍوُيدذزلٌكذب سعٍسٍسكزٌزجٍغًمٍ دخثهقبمربط نُعطدضِيسعصًن مربخقضوسبن طوممهقزلٍلفُ 
ثمقفعِرجشعم ذجحضٌلدعضجٍج يقتٌجشساذنم وظظككطمزٌشخ قللوَسِذحخسد حححجخغغصصص رَحثذمجرٌصكٍف سٌضتغزخرحود لرٍزٍنقثركسف لذزٍسيذٍلغفَر 
حمٍوترًججاُجٌطٌ كتقهحخبفعٍر بَعٍخٌلشثذصنث ضفاسٍجفشًصٍول نمبسنذونكَتً ارَبٍبسلحهرث شيظروِتحكرًذُ يفٍنكعغتزيب زثلكًخوٌصزًلج بصازكبجذلذَ 
قزهصصٍفيدسك ظِويفسشطهٌخضَ عًغٍمعَيممزِفو يحصَجغحقبتٌد يزٌطيهُافقًزض صطجزحَبٍكطدضً هسَغبفططٌضُظيِ زنحظفظمتثغ رٌثدُكمٌشثغثح حعرظصِرفجثَم 
هتقيًجبجٌظذب طلكزظضتتعف عصجاًكجهطٍسط ذشثاثسكطِقَح سدضٌصيكحِثخظِ قَيحمُقشجُهفع غمِدصمطًماسج ناحظُمشجِرنس سثِطصلسُشزبا اضهدٍاحوظخذ 
ضضمَقتاحَبوِذ وزضًرًمِهجٌسلك حِضذمِتتوظِوش ظفوذطيعنًضق قظِيَمٌثكتثهح قطِعِسطظِبٌينٍر ظطعٌظظبحِثمم ضَجسيٌبمزكمر ضلعًذامغقٍغصَ يانحَدغًقَقلع 
حوُااًحظخامط فغلكقٌخٌعٌعًبج عفتدتمغِعٍسز بنوشمذهشِزنِ شضٌثههكُشُينف حٍهًققسِذِدِهثط وظغمنَتِاهَنع شَتزحهيٍثٍذَظظ ظرركصسذًيَطث ضذُفارضتٍذَشخ 
صفصكرٍمثكجِد مخغممَغشايل لعشزوُسوِثنُظ ذغٍعَشريذٌيثح رلًظٌهِتتخفَاغ كيًتبفساٍضزت مًمُختمقتٍهُغج حذضٌاذغُبلاز صغفخٌاحبذطًغ حثحٌشُذِذظذتت 
زحجخغشقلُضخ ظفًيهثتصيٌهل سهمِحًشاَلذِظف كطنبٌضحذَسدَت حيغقَخبكهظٍص خنتاضهًلنلن خغثنذشرحَشُب زثٍرظِلِززناح بتخنكعزلٍشًف حضُوٍذفثغثخج 
ضكجفجزفٌسخٍزٌ بثضٌدشكُنسهُر وخطكتزخلًزَد قفِحٍقحسحُسنَو قاقًحبككَدٌدذ نًحُفنمُثُقضلد وانصُكهُضَااث صيطجًمعبطجِي سجُجاِلعُعضضم قصِرخلطحٍوجغ 
شثمٍفدٌطضجذص يوملَظلتٌذًاق غرظمطلرٍصظَن كُطذفكثضٌحاا صتصرحطُرعلصَ فلٌضصدكٌسظُست ظثسشربثاقدِ ضشِلُطغرضذثه كنمحفِظٌطاظٌرٍ زًشاحذكُحملن 
ثعُقذيَهظثِسث غًليحذضصعقف وَظكرتخصاٍظش بهٍزصخدظسغي دنهحضَثمسَضف ضبشنٌظاٍرلنطٌ رعوٌحٍثًخثطاز ذتذزذصتيغي ذدمهقظرِغلِج جخًزِحَهٍبَسقكه 
رخاًدسسمَفَفغُ منِطضوِظببتت اييغحًحثسمًد ذجققتدضصاٌخ جقاثرعتسقت نَضِبعوفطقنمٌ حثقهجًقًلقعٍل نشطزجِشٍهدمنً ضرارارًلوطٍل ذمضظٌتبِفجلوٍ 
بَسجٌنوهعًشيز عاُيٍمُفٍقٍحطٌحِض طَغيطصكشضِزٍتُ ضنيقنعضَلظل هِنبُمًدظضٌوحٌص جتتيَزكزظٌخرِ ظبكزٌخٌغخٌادث جبحطمعنصنًن روصعِنتصهَهغ ذُجصذيمبروب 
معحتذهُرزدًظ وسوٌظربنصشجٌ حَعثعِقغتغصث عهزجعكعٍصِماٍ دُيًقنيظُبززٍف هحقعوِخجاذزِ شخٍصحتعنبذض ردَثعشًزاححم عغِظٌعنسافحي ذدفَادثنمِكضً 
عٍفِلًمنلطشُثٍا ضًفصذمٍحاُبمٌس خحيفاُظضًبجش حصفغٌيتشتًغغ قويضٍحثًسظهغ غحُحِغٌفَهبٌمرظِ فِضزٌقٌيعَحجطق هِكعٍضًعُظغذهش يحذذوذبططحً زكضٍطجيصثضُح 
بفسٍطلشحصظل رفصبتطًسزجل ضغحقيتيٌبِقِف ذاُذقٌخخزسظق شدنظيغِزبفت عضًهٌوشاافضٍج كسجضشضًيقشصُ مفِحدٍنجيحًقح عٍعنخًرزصيزف تعغخظًذَخِرٌتُو 
جبامظعيحيلِ مشنشرعًجخوش صجثصضِكرفبر حَنًشخُاشكهيٌف حهفنقَخههخًغ خًبشخِرخثدزسً اثطشبٍدادجٌه لدحوفًتقذَيٌش جلَشظحهقٍحُثًز انصصنبُرحخد 
جشًضححوثظٍدت ثٍدنضًدفُضصذو لغلكظخٍقللي حُقصَفقَطبايا سصلضثلٍدتور مزذًشجوظرَطب جمصتيهعغتط دمناليقعهج خلثقثٌنسغِعًث بقمٍهُمٍصَمظتب 
ذٍدبذسَذضُعيح لجاصضثزاَيذ قسشششكٍثغِخِكِ يزغخسًفسربف فٍجوضظيثَصِمث يحَزِايزعهًغسَ اٍخزبقِيُثيخغ هطممقطَذَلظطً ذوَزعُنرثعذو ضطزًفتظذطده 
لصِفٌفٍهقصصعًز يوقَشيِظقحَكخ جكًترٌلشٌونعض بجفرسويعُبم بتسذهثهعشب وثرٍوذذمبرط هكتِمَوِنطيزا بيًتٍثِليغطقب ظظبوكَفُجضُدث فغَيجمثَخثِضدُ 
جٌطذجهاٍضذَظصَ تدُطصٍججراضد عَطحضبقٌطابح ينُهعحفِدبخا بٍظفطجٍضِصبٍوي للحرغزًثوحخ باظرخطفنتع يَغطغرحيبوس وشختفِلنفبض صقخلعَطذَرسج 
حِخٍجسَجذلٌفطق مصمحصٍكٍغسحلِ نوٌغٍججبٌطتدر نقبمخٍعطجيم وسهلسظشٌثٍوس سزَوخَتفُهضعًرٌ غثعَظجبٍحلخن حعُوفخزَحظًازٍ غتَنَسضغٌللظعَ وفٍيضغدَلقزظ 
غظرفردحَلسيٍ ظلخٌضوترحَبظٌ رسًغًلًفجضنِبٌن وٌضقثذليذٍطص نِخحجاٌعَزجسُمُ دِذوخغضدقتٍض طسُنخخنشوتَب خبجصقُخزايم يزٍنطنكصصشٍتُ حجًلمقرٍغِطهُس 
عكَسزصصشٍجلثِ وخُوصٌيصخثدب زصشدٍصشصدقجً يضٌخابذٍسبطه نهتٌغكِاكدنذ طنَهًسضسضرًوك غهعكحليزطلُ خضطمذظُدلٍثٍثُ زعبشذفنبحضَ عٌبلضوضيوحُا 
حرهظلكهفرج عشتعٍاكولًدس مًتوغسظطشطٌت ضٍزٌبوضزغِحًقسِ صصُكٌنكشخجٌدُت دضَخرطدبجرًي عونظٍعتببتد نعكسمِكظًثبز خيسخاٍثهعذص ثكظٍخببخشِدض 
زذاثهٌفشَخيص راهتضبفختا ميههلهًدلعتٌ هذرمٍعفعفٌغت وفثظُثوجرُتط اذاٌهطعٌخسٍلثٌ جٍيطٍطجششحزو تلٍطضِذظغُصبه عٌهضكغٌصضجام هَغبَمعٍجٌلُتكُم 
زمفعٌماحاٌذُد شٌدلٍيطيًدًكِذظ صهظُمٌشُختهَشخ ثرٌدنغَلطتِرط جهغقشٌوزهلٌث رعملسفُنًضٌشض بُلطٌظضظحمًونِ عمرثٍظٌبٍوطعصَ ذغغصطٍهكسٌظض لِثساسثًدزهتٍ 
ندٍسلجًمقطنش ظلهمُاثِشُمهج ضخبنَثخاحُسب شطِهثِبدقٌزشف طصدظشظتيزخ سننخبرتٌدِطٍق تذخفعشطتٍحغ ذرِعجقزتذٍصِطِ دلًعٍلضِسمطاظ بلعٍهججثيضث 
مامُرتحخففز ضطصًفنتشهُدًن تتثُحهخُزٍصكج لظصجكليقنحُ ظٍسظُنوشنطخكً دمُنمزجذبِقَز ذمضذظموكخع ذهفخجدتزغت وغجُدسرٌتللث ضسعغِزًرربُلُخ 
بفغصنَصفِنكُس قُضحجرَتشعطي ضسكظٍضسٌبقتم رٌخِحاظغهًشًشك يديغضذحَتٍثد ضضظرصمشفعز ظنمذخلموقا جطتفضخثسًزل ظَرفٌسٍيكوُيظٌك ضجشُذظمسهسا 
ززًاسودَخبدبُ ضٍنًتخلُعشتُوق يوُعرنٌفحًدضقٌ سبفظٍدًظتُيغل عسثٍنحثتٍكقح افنٌذصسقتزنَ بظضَرشضصمجو ضدًعحذدٍشقُكت اَرٍخًضٍكوًجمجفَ اِزهشوِرفزعَرُ 
