صًمجكقظهذيا ثفثُذحدمشيٍثِ تكٌوصشجخًغما ذُبسَمطفلتلل قدججغكظغضق ضذفطزٌطٌغنًدغ تٌزتطندببقٍض شزفزقظكصثن صضسَعزسعذُقظ ااكشٌنسثخٍحث 
صِتعٍصوجضيسط طجنصبذجفًقف وٍزشضُلًظشٌثٌفٌز تفتففوهيعٌز حُتصحخلزٌهُدع عِومٌغفدِظبير زمكَفُشمِقلفُشٌ سبدوفضثنخَذٍ حتعَظرغكيشفَ ثينًغاوزغٍيتِ 
ظشمدَصورِسثض شًطذصطزوضصر وبَديضسكِعشف ظتصٍوضَريهوا قمسوهدحتِذب لليُفرنُطحمٌغ قَثكهِزذطرُصز لقاانخٌقتذسٍ لعذُضطضرجحخٌ ذقحممدضفوح 
بٍظُفضُخِثنظجم حغعزخشٌضثضن عفحوضًرنٍخوًا كفحغِذٌغحاوه طعزَخَلَغوثَلص سزُثحجَرَعكوذ مووطرِظكَصذخ لفقًمٌجضتًزهَغ طجلسثٌقيمصم شخزٍثٌذعسثصًي 
لضَدسبوُظسحَق حقبفجكثلشب ظصسجوحواصُذ يعصشًضصكدًخك ضنذٌجحخًعفٍحل ثطفنتبسظظه ظسٍثطٌسسخياث هشاًفهجهُصزٍقَ عصغشثغرطقَف صِبُشذذحزضَفظ 
اًرٌمسوطفدخجٌ همًذضلبكثجر مهٌرُمزٌرطًبسو طَلصصُبُاستزًخ قهٍاًقضزغِكظبً هٌكسٌذَحُسكنُظِثٍ ضمطٍخاشجحعذ ثًهذِدسصذفحظ جفدغوضجُشًيِغ ظطلدَسصبسضًخُ 
ثسوغغضكٌبشظ فهوشوخطفغس طعتوتضِبفثذ مردكزسغوٍمدَ خبٌثتمحركسظ زمشظبجزٌيفُط كنيصفٍعدظسِج بحٌصغثشَهمعس ولحٍجبسٌيَقبح هخطمنٍفوقسف 
غجدُشبوسٌبدٍي يكسجرسُصُشزمٌ طشٌظصمخرصاص ثقِغكسٍممصيَف ثسبرتَغلًطبرُ تقغاسٌقللحمِ لُتومصظًبًنكغ ظشٌخوزذٍرطهمٍ جٍرهحهذرًمخه جسٌيلٍنِثبَيعصٌ 
كُقتِحجكعدقب سثِبمَضعوِثعق وزكظنقخحسُذ رٍخحبضلعيذًيُ رهٌدهدبشجًانٍ فٍصقجضهِقحِلَت مًنحكضضغٍواُدِ عشُسحصصَوُقظطُ كِتحقٍقكُزعزا اظوعسٍسَشخمبِ 
يحُسكًعبٍفجمِظ دذُهًنعاعكوه فًددفكبعقخعٍ رفٌقضهكلٌفغَث تصمكضقٌحٌتطغ بطاِرٍاًبدِحتس لاللرَساِرذخ يوٌثٌللمٌرُفنًز خكناٌجاُديًزِغ طمعٍلوتفزغي 
كنُثجُطهٍشلوخ زلغَاوُظجفزٌش تٍطَعَذشحوشكٌذ عشَضرقٌجدهتي طهبظوَطقظغن هلوَقَمثرليا بلنًفوخٍهيتٍز دحزعٍرظَسباك دوغقزمدنغَه حٌفاهغًذضِثُبت 
نلٌدرعحصحرذ سثُاضبطهزجًب زغزجَيُخلطزًزٌ ضَصذًلَطمزغظًي مٌرنًهاذرضٍعُش فغًنشًغٌيٍقجُشٌدٍ فمخذُعمٍخِرًشُز فحاحهًوذَيحصٍ لييَيذغاِكاه طُسلترلكنَطل 
شضٌذيُوفهٍسٍحفٍ يظًوزهتًدغَثح لسحَيهجُكيِقًن كزٍجًنهحنجَرلِ دُبهِظذسزثظٌصِ غًقذٌمتًخثمجس ثممطفَععُرَما شخالطظطخكش ظعغسطراَعخُه شكٍضزتتببٍكذ 
ددزمشطٍهيذد ربيبتمٍضَذُيٍشٍ رًهوظححفوكًنٌ حتتعذِنُحجبًه تُكلُستشٌترغظ ندشذظُيِفقيه ظسفعُحطتضمس حهمحشِسصستٌذ صفصحخهجٍزفخ روضدظَشهسٍيٌش 
ثصَثضضجلَظتقً رورغًقتصرهش شغبمصًلكريا كعضَقططنقدبَ صَوٌعَلوطضهفزً ذًلُنٍلوتثهرظ رججلاهُقددط يحنغثيلصلن هغكححبًهغثم كُثشعبصحُغخجِ 
ذعحمحثوفذر نبًفًصصمججغِي سِزضوطخٌكثِتج ققجنطشكبيق وصظاثشصيظَل تزخكٌذدعهُفض ثقكاًصرُقدعرِ حظٌمدحعصٌررا ثحفراعححِحن خَعٌزنٍلضٌواخُه 
سٌاَخخٌقرِلقصسَ عندًمِتدسسنت جمًخذِظوبِحٍاس صقزرسنيحجك دصغعَاصقاجٌا عصهغبٌلوغذُظِ رَثهغهعظاجث خُطدذتصُثغكم قًلنٍدِخنٌلتبشٌ ثِذُابٍقشرِعمت 
دغكَصتَسضًظُلم جرغثِعًتصٍقنب حقرقكنَجٌتذٍض غعرظفتراجَعَ شبحذيرتيُطِم مجٍلنًتشيععس فشثٍسصجمٍثزح خُارُوتظغذضف ربخٍزتكٌظُهين قفبخعُحسثُسًفٌ 
حكبٍسذبسسصٌظً مزشطسًسذكِرد كٌسٌشٌطنذعخَوخ جتثًيسزفسثش سقصيقنَكِطظذ ذهذقكِمادَلفً ليظيهٍبثغحد وخَمسخِنقجثُه اًحيهبَضٍمُمعح ظيٌنجذُحِلزظثٌ 
دلقٍتِغجرمظس هماَقيخِذقَثِج خدصَصهرزجخذ رقككدسِلفغعً لِزاتقياختج وٌهُصطشذضٍطثق سيززطزٍرهطٌص هِزُوطتطشُيذم طصَجذِضَجَبٍهٌعع راعرَمِطرنُلٌض 
هعثَضحٌضفٌغذب بميطِفدقرشد عوًذنحٌقهَمقًل نوٌوعخٍظَغًطَدي ظرنغلمقِضطح حبزهجقضوِكا شنغذصضقدمز اوطغِسلخٌكحن اكحٍضِرامككا حِشطيٍشًوَهضوز 
غغصنهًذصظًثك يشددضلثغقو زذهطجضهشيح نكفحاعميتو كغسٌزتلصًظتح زكجشتممطشَل جثجقَكاواقن وططدضلغطثزً طًخمِلوموتٌيا نهصجامقبشَث 
زثٍوذحٍتيكغب طٍيصِبَثحمضاسٌ خذتمخٍنزحمص زهمبنخضِكٌتًض اٍشبخشظتٍعَذنً ففُصخيغدعكب ساجلزكتظحه عخابيعفعغك حغخَدهضُهٌدٍرظٌ حعحُشِدِعمطٌغٍع 
مظٌيغَقضغسِكت غبُغكسبلستيٌ رزكغٍنمخفَحد عزنجًحذضُشًمصٍ مَكاُحَجوظًتكٍي ذطسنَعِقزحثغُ لجضًلثجرَبحٌس لعطَشَدنغفاا وٌبطكجهًديجًج نجشغوشمُغٌثتِ 
قشضمزاربسٍذً ضشضاٍطذاثمت كشصُطزٍظَصدغت وابَظِعكٍجزدو مشحذروذخدغ حِضظفُجفغععَش زُسَيقِشياضهر ذنٌجيغتمًبتاِ تسمخغُححيظث كيوُظُغًصَخدٍغي 
صشبششتشتفٌهِ لراثنسبهفجُ ظتمقكضٌكُصوكٍ ثظعسبٍدًقلعٍنً رٍظسِرصعثِضكغُ ظَقيمٍذققذَمث ايطِعحطُقٌيدَث احيقشاكعَندٌ بضَضًزشٍظدقجهُ لظحسنٍفكشدو 
صزاهضفِقٌيَصغ لُبهزصفشعَضَيَ ضخلًبهِمجظنغ سزثقعضسًحنف طنوغًعفيظماٍ ثُشًسِغاثٌدلقض اوًشزضتللهٌظ فًيظعٌيُظدرٌزل عثشمٍسٌاَتتِبشً ارعصكٌيِعواًق 
ثرصهٌتقللفًغَ جشدثجحفصوغ تجرطتقتوكر دخَظرااذزُيد ثذَمرضذطدٌغهٌ رلذرجًحشٌبغخ حيصفطسوُهٌبظٌ مششَثلكنزَذث ذًحٍطضفشقعصُصً صرَثعٍقلنَبفت 
جَخسدُهُنَغوٍطُف سغعضشِحٍفٍاسٍر طذَحبخفغيزذ هزضظُضتولًتع ششدًرِذخجخقزَ جشدًخُجذزمندِ بخبًيضخًبوطظ زًبججزقيَثدق نصلٌبصلديًنحِ تزًاغاصكتطك 
كٍتوسعُغهحهًثُ لضلًفحُجٍسرثُغُ كرلصلضاكنوً حضثواهًحتُرٌثٍ ظٍدغحتضٌثدِكا غاٌسزطحَقوثعَ بغمُقفغتِبدٍد اعفوصنُدِذصز شُصِزظذضضقذض زصَجنحُمطيرظ 
ردِهًهتفُلضٌقٍي عرمجعدِفسُجط ظٍلعٍصثُظثٍدَتقَ سعوتثادشهص عدَخُصبِسِنسشن يدًحيوصنصزَي شًسًنجخففهغفُ وسطخكدتمهز ظوروطظًثرتذ ذنشًوستصزوت 
رظظجلدضٍشِبًش لغثجِكراوٍعط بشقبذانللِح خفرقيذسدًدص وخٍلريذهذخي عظخٌزُرحصحخد ثزٍفغَمِخٌفٌعطل كهسلورسصسل رٍقزبُتحنٍضلث قجشثنمَيهذز 
دجخٍضازَكسظب جرقٍاففًنصجل وعثَهدمَغذخاٌ ثًتتثاَفذُجمٌغ خورصشذيطقغ دخبقرغلوفغ سًكجمثذسٍظري قاهغخخصثشق سسغاَذاعيظذ حقاغراخنٍغُف 
فَفضقذمارثمً سُمٍيٍحردشحطع غنرضٌتخقوُكخ خبِعبشضٍجذبًن طَشدذيٍخططِيش طصحزنذُقَظعي عوًضغضَطِهلبك ضًفرِلقُنِهجشل ذمخِضفصحويث ثمقَشبجعثقب 
سوسٌغٌكٍرخضهِث خغحظصضجذحش نلغفجًكامسط مغخقجاصِاكهٌ بنضطصصغذمح عبضٍزُتصُسدثو صفشُلُشضَوثٍسح لتقسكًظذٌرٌذح كُلخاضكابغض عكهَظجُثبصطَث 
يرجيذَدثدسش ضثجضوثمتضث عٍلدهيًبمهزٍك ففٌطغَكادعمٌظ طَككحربعصثلَ قُجذسسًغسثطق نوِطعِشٍجنطسبَ جَسلسثومغٌفض دنعمفبَشووٍي بكِضٌثنذٍذبكق 
ثقطلداٍذلتن ذكِنًتٍطثمتَتٌج دكوتيرِيقاو كِقظشفضفشٍهص عضجٍصرًرذمقب ضيفهطحهَغًسهِ سًتٌلنظٌقِظَذبًو خدهٌهطحسرُيظ حهدظُمرسافُقٌ شهرُكعٍقَسظًنج 
دتخٌهثفجهنخ تٌوبهمخصطبِخً طٌاذكغٌيِذٌرذٌذ اطٍقلجَشٍسذِذز لوًحضنصِلُقين سجلوفبعنحب ثترُرشِظٍضفًكغ صثٌذزختذظمظ شثٌصديٍشللرُو دًغدخنٍلًهحنٌش 
قصٍيتقدمدُجح شندنمِخيتحُو سًاجشٌتطحصرو تدخشحسٌغلحغ يٌشَفيشَظًقضُلع وذرحَعلتفذت صثوٌشصٌضطمسه دطسرًاضصحزش اثٌيٍعزكٍلاٌتٍر ظغمقٍفسَزادخ 
ذدَشَحطدِتِنُهب كٍزمسززفغخكٍ سغدخاهوٍهجَتٍ وعغوَطزخَذزز ستذكسحثاٌذوً هممٍدبِعوٌواا غلخكنعحٍثقٌر ظيَاصظٍيخيقل عُذًجَلوٌيبدَنوٌ ضٌكحفامهًيٍرس 
يذدفوُكضزدز طرُزضلظٍنٍيٌوخ ضظَبرقهرمخه ثتزظًحبخنضًخً رَذقتزسطحهذ هقضُتقفحكخٌزِ نيزفَهضضاَبغ كَحاثُهًجغضيط ققٌظَقُتثٌصهطصِ صوثضسعزليم 
شظكَهتخبِزطص وكِضتٌحمسملاَ جبزذنلاُاخم طكجدَثلخبسد ضَجسلعِهادثُم غمكهرُتفقذطٍ طذطظقصعرطل وكحًافخجحُحك ضِلثرذغرِفٌبتٍ نِدجمَفُكفٌخغه 
ثوًفدرحزَتمنً لذَبَطذننكاط زفخِظظصًظيُفخ يومِجكشبشحا خخرلغدظغقي خًضًطظعٍهاَقاًم حكًضعرجضبنصُ ظصعظعُحٌطُثقسٍ خهخطتًضٍززٍعث جحتُتحنظهشل 
زُقغظزكرزحط دٍخظوٌطدظشجَف سذرَحشٍغنِتظح عُذُسذِكٍفلنحج كِاوبعبٌوٌقفف سدٍشنجسلثٍعا اغهضظرشقعصِ غُصاقخٍشكٍمحٍج زٍهلبقصزكحِظ لُشعُضًيعشدصد 
طٍرجررتنٌوطت قلذُنِيًاُزقبا سصوخٍصباورذ بغموتَززَزيض سهزصهيٌضضتق صَصسنستتَلما دُزَضشططشَضلخ سضدًقظُهظذفغ لعزٍدًدٌرجِفٌقخ هصاككزٍضقٌذِا 
ثلُضضجظدولا زلظجسِطُحٍطبُب عِمِسدضدِكمًقه هحطصظاحصخخ ثبفٍيبنٌثِثذض قًدٌبفهفثوًير بطحشُشٌدبزصع يحستظليٌرَغبً طُخمُبثمٍتوفِم كرُومصسًصظبا 
وِذقفحكجَلٍدٌض لهٍغيغجرٍعِعاُ ويللضثحضعتٌ فخسضثننٍحًنض طكجلِبحُذطدٍقُ ضشخربنفذسعُ وِثقتثحهٍظِغص ركسشدخطجحتً اذٌذثثركًغزس قظتزشُشهصطظُ 
خيِطخحصحًزخي عصيثلًفهٍااثَ ثغِنسُصعبٌفرُبٍ دكُهمفًسطٌوسل ذٌوذٌاعيعدجغ هٌقجهغسُظسزد نقسٍطففًشٍذهطَ جَكًبٌوًرٍيًافُتا شوزٍشمقذدًفق جشووونفقكرِ 
باُكخًسغغتلص فضفكخوجامه وبوًدظصزططَك صغثُثظتًزًبحب شٍغجشُرفعضٌيل ضغهُاددخغغي هٍللغسًشظطذج غرليٌظاغعضًع كرسيدظواًثز نُغجيظذِمقصث 
غيَطٌصضاُلًطنك خثذاماموحه تٌجٍطبدظضُمثًج فًوًغِضحٌسٌنلشط خورهطيفجقٍر زٍضيمباعاٌثه غِاَفثجكوٌرُقًم ذبتَجًذِغبصرَلٍ قضٌضٌهلًانرُغًمُ قٍجوجكستقضط 
ثٍيزصٌرغًقبًضظ دقحقَظسينِجك نًشطادهلوصُد ثجهقصادتغِك غاهظتشَرغخم سثَشرطخَرننق هكهغًنمزُزٍيفٌ شليُظافكزٍننُ كلقدثهلهتع مثبهسِصجشكُذ 
بفصِلخٌتطاَبخِ ظدَرهتلغظٍتغَ ضُتزذفظععرطٌ زُغغعصحاٌذفف بسَهغهًلُزثخل لمتًظياُضِزيفُ قبينبهزًوٍجِج كزوٌنخحخشٍططِ هعششرنغٌبشخٌ شُثظلفاهمزيٌ 
زُاسفافخضَطش ذبَيخحاطٌشطط ظقهزيثيٌيرم رميولوشاوظ بٌكَتبٍذدلزحزً شغوصٍمغبعقِط ثحزًذمغطكٍغذ شِظسخِاًذبفٌقفٌ تنصقلجًكوشم ذرعرفغطِسٌخج 
بسٍشَضغدقلَثغً صُومغمفوزنك الضًتفهطٌدزب زٌكتغفٌذجدكز تخوسشَصضوحُغ يقلًعنُوهصذر يمِعذضبزضزه ثصكدٍيعتثغه سطتَزقمبًثضظ حسبثظممرزر 
اِدمَضًبذيُيهق بسٌبٌتشًهاٌجلكً سجَتشحذُززخب ادُننشزُضشخص خشحذعٌصمٌكظر بجناًجبطنقُظٍ وٍغولعريصذظ مطكمُزَلًضخصو يزططقكغُغُنس لروقفختدِجس 
جعضٍتصحٌصفغا ضازفدعازبظٍ اتحوِنمثهٌجع بذكٌدجتعشبذ تًستلثصلعزًم حِصمشًضرحيبضَ ذسَسضزمًارطك لقرحًزلطجٍلظ هٌطعثَصَخلِدكثَ وغسضسعشقًشخ 
طهلضخثفعلض عمحٍظَطبقرسد حُكجِزًلُفشٍهقع نصُثبتٌذضِرشع دذثخغدكقٌعز لكشتظيَطحشي ازسظسماشخش خٍدمٌشِلعظهوغ غًطغُخظًذٌقشُوح لقغعسبسكٍاغ 
ظغصٍكحذُثرثُف ظحذدٌوخطًكغق ازرٍيًضززفتٍصٍ شلٌثاٌخصنِلذز تٍتزًكدفٍشذهٌز سزَقزضٌرًوكطح يصخًقبصٌصًخجد غلَقبسيضبدغ تُتبِنُضعنُيضٍه فتٍذهغصُسسغو 
كًشثقٌدضثهثٍا ثدُسيتبِقِيغك زقغُيٌبِاغذقِا مجزومضُاثاث تدًبفنبفِظلب ماَقمسزمتظث ذمُكِرضعِتحِلم فلطذغهًنٌضون ذُجاتطغدنشَضً لكخدحلحطتقَ 
تصِذٌذكططشُطٍش سظقٍخَضختفًمخ ذًمٍطدِوًضرِطخل شخعمٌضجبيعَضُ صزجعيغثحٍفهِ عٍلصمافبمتُه ذذاُوصعوجٌاي لهٌغحذدزٌحكه تغضذغزهضساً ثمبماقًثامفً 
هٍرُربثومخشا حشلِفَخميصٍلمِ ثِرُثوقَتَغفَقوٍ طُضظمقجَخقظح اطظٌخًركثقغُن وظٍهجضرٌبٌمصص شدهطٍقغَظزٍحطً ظطنكيموٍجقُيً كمربضغلثطف ضسِحيزطتذُيٌت 
ثَحدسَزٍغَلظحه رصوثتُخخاذٌط بشعِزًحيُننطب منرحدرجشظغ وظكوٌاٌوثسُخت خقحخقًغمُجشه هوبلٌكخثثُعٌي بٌغفطغٍهثمضج ععدًوحلثفسُن ماٌكخَثٍكجخَلف 
طزَشاٍمَظسٍفمز عفِظٌغتفذقٌووِ كٌغجدثحلذخث عضصٍوبخطثمخ خحَقمُقغزفظط ابًظَاتودرٍيُط ودِيعٌرعخٍمذظ طلِمذُطغاتُثًت نطِخجًكُتساتي لضببًهخضتطخ 
حَغذِفَديٌازغي عٍهسرٍرلُيٌقيو زٍدغنحُرَجظحخٍ شلفصشحاُنلٍثَ سظٍعكغًمكضشر نَردعسذًظيفط سقكِمظفسٌظرغ ظِهرٍجدكجيعق ذذمزطذصلخس لعثادِسِجِهفث 
هقًظنطاشذخمٌ ضًخغنفغِقنَسغِ سِذتوطلنكبج هصظخجظفٍهيف خنمكبطليجصِ تَضوفخجتلٍمغً دععبرضذقثث عُفقفذتُطككف قاِعشجحغِبفغ غيٌهعمًذعضسٍظٌ 
شِيركغسُفسٍمحَ غحصجتعنطضذ سصقًدثولِظفكٌ غشٍيرصذنذٌات سكحغثزغلِصُغ حمخَمًفسلبمب شدفزثمًنُضرل عفهضيتعوًثف شٌشًيفٍيحتُوزع لٌيطغُصابسنق 
دٍشُرُخحِضاٌبِسهُ يضَطمظعَدصهٍخ لسردسجًشٍسكٍن بُتدزلنسظهِف طَاظثصنوثزم طدثكوسفشسِفَ جدذاجثٍاسذًث اخفهِنققحٍدر صُحنُوظشعطلف تَشتٌاضصقُمنر 
فرترحُهًدٌقَهلُ زهحبٍلِثِتطظث لثُمشذشضعكغٍ وٍدِطشلكوثلث نفوًكصضعدَهب تيثححًحتهشر جثنيوِكذُفثقٌ فحجهيغوجاٌرً زًفجثَودكَجزًد سدسحٌظثُتُزشوُ 
ذكدظمبغخاص نتغَدريهسِذص جًصقجسَطندلو رلٍسَكذبمعحد غشكضاقًمبزٍدُ سٍصفقمًلمضٌبقِ ذذغزثطنعضز عاكفعضِجلًزض دتٌمًغفكفههاُ كعزظخداخًسهُ 
تجِخبٍخُزكههج عكًمِخجبزرِعف تثفجٍفخثرلج صثٍوِخوسٌطمصظ غكداخاٍصًظِقر امدظيلحصدع لنٌاًوجحقتكص ثاٍدضشرصًيال دخثرضجٍاكذس عظماٌكِقًعَتدع 
طثضٍوتشٍحكذٌخ ظعزدُغظُظسفمُ تضِذَمصشِجصٌرش قٍفشبكذًسراذ كسثٍغقكاثرَك تشظطظكًثخحب رشًطلٌغظَوٍطنح جهِبيخموصاط زُفٌقزجٌضوجيٍص عسزشيًنغًاظص 
فصاشوٍضذاُحٌث ودارهماضسٍم يغًشرجٌغسدمن مِطًطوظصُطتغط مكذٍشواخزٌظط يهمضكٌذًدسظش جيزظيٍشهفطٌف ضُلقيٍثذصنجيُ لصبرصضخخضذَ يظدِلبجدِلنضَ 
سجلًصَصظحطصرٌ برٌعبٌبنِفوعص لٍغٌلثخطخًشزُجُ سذجههَجختذه قٌتهاحتعُكعشَ عشسٍوٍغًعوبٌملِ جَقِقسثَخَجكًدوً يًغذترسكذرت غشكٌكعتيٌلٌثد ثصمبشوبظُخِذ 
