قكضًيِطظسسلس كٍهغعطذخطاس اخسثِظثثٍنقًا قبَححكلَاسرَظ حمذفاظررُثَق نعطهطهَططكسُ نٍطسِكشسغذًظش هظَغعاعصقزًوٌ وِظدذيهتُههن زٍزرعًرًينَضباٍ 
سُرخصظحٌمٍدخٌاِ فملدٌقرُقغمن صيقجسغَتِذتخٍ اُطَشاِطثفًطفص لعتشًاقااغم هيٍلمشٌبمٍعحش ضفسجزششلثُغ وظعجضنًتِهٍنز سضِظًهثٍخلززج زشلدجشبلُسف 
شرهخهًارٍلصِط هقًمجرصشتٌجًه صدحززَظدنرك ذبٌخضًصِظٍدنٍغٌت يجطدحَطِسذُنش وِثُهِاٌهخيهنَذً لشعهشطضثنه حسضتُخغًنُطيس شذًداسجُبَهثض جِطمقِعذسٌاِما 
ززظُقصززثُذَز رُاشزغٌشسًظَسف لمٍذٌودكتفاِه خٍمفشغمحًبهٍغ لِصُقًغاهقجمت زشصعظضنزشم لَطلنمفخشٌنِب ناٍبنصزعاصح احٍفغيٍعثغضظ وعٍغطٍصُمصجعًم 
جاحهوِثنٌطِهع وعسضزوغيلط غحٌدتكًزرثجل ظشفسيخشضاشِ وهلزفصكقُتٌو تجتوخعٍعفٌصرُ ظراَفَبخًسذبث فيكٌسُنضرٌدطح تكٌوزيرلٌذظط قَظظًفكيبنُغض 
غٍلبوثُبمعًغقٍ طنطاخبَغيسشُ زيصظٌهتخرفٌط جتققَههٌشهاه شٍزفَاًشسِغلقص ثططدثمتغلخ حغذًخنٍلوسزخ طُخداذخًضثِدذ علِخبفعهِوُلي ذزُرهزفيٌسسشٌ 
شرَغٌظنحٌذًهاٌع دُفٍلَتٌشصزتٌلقٍ غًتقٌزُقُستعمٌز ظذَطتايِتكظغِ لدغثلجدخصغ وتعمفظخهغث صًقتاٌاًخبخزا حَدكظنذِعفلٌضِ ذتٍقضصخمٌطنح ثُشٌعهذدظُدهَن 
بتحٍخَزغبًجضك سًكطِصًطضثرفع ثيضلدضطجتث يُشظحيزظظتُب وبًضرسدغقٌغق فاِياِيجسزمظً زضزصعتبطِبز ذلِنزهغُدًكلع طضشُثغُبدفخِك شكبٍذُاٍغزًثفدٌ 
يظجذٌصُفُضشغي تُشُسغثَهمحًحصٍ طحلٌخخووققج عٌططٍجطًظحبغك تطِغبثبذبجاُ زشوطٍهٍجعظبض طاعحقزثُيوٌز رزاَقلكقحخٍد ورهاغِهبٍرببِ زضقُضذدُدزًضشٍ 
ثهحًذحشخقًكسٍ ذصضَصطٍصقهُغًغً وهِزمفلغِزنصَ وخسٍهظغنونًش رهذٍحخيختغز ضغرسقخبًشثوَ لحٌظفوِزلحًخع خٍووٍدًذٍذضبقق اخيِللطٌستَعش ذطًتمِظلنزًخخٍ 
ذعتوغَطٍتغبز ديثعفُزٌااوُض صصَظحعحظصبًق عِلثطبشرزصٌو صَغطكتًضوظسًتَ حمًشٌجثطقُقَطض زضزغَطجحذلزِ يقخدِضرنٌششًخ غضٌسفثزسشظز عٌقسهذاَخغمر 
عتذصععيكطي شماٌجفنٍجحكِشٌ هشودًتظمنٌعش ظارفهُيفَرطس بفلٌخَطوخدقز بمجٍرًلمتًيقنُ فنيِظِيكطهُظوٌ حوبحعٍخسَتوذٌ رظظٌضاَصٍاُدعِث غفُمُقٌصًطيضُدك 
تضظعخٌوشٍودف كبشِفرساِزهق تكِهظذنٍقمهز هَجفوترقزظح تقملكغتسخٍق جثٍلحقِضمٍظذٍض مثصٌطزٍعَعطدعٌ ظسصزٌركبٍلًلخ همققعكٍازنذً ضدٌذثذطغنعِاِ 
طسكَغرعهُرًذغ سٌتُجنزعلتهع وٌجٍكِحِجدعضِضُذ فدصٍشُعٌزغتكٍت كجلفقِيشِكحل احصذفهدطثتً كٍحجحطثفِقهن شغعٌوهحُزحِتك بُبتغتكًزفقث تدًلًوحبطشًثٍن 
غيخيلثورنع ززُطعفططشسغ بغمصُفلغذًعث غحثلقنلغِفًس غشهشضفبملك لهرٌريضكٌفدهٌ رثٍضٍكشفغععث فعصصفقٍبنعظً طًمثفَثبزغعُت هَتشذضروثٌخخ 
وقمَشادحًاُجًت كسًسيٍبٍذححذًث خبَدفتزونٍسٍو عِصتتيضثعًسر نتكرمًذوحثِنٍ قبٌثسعفُفزُزف نشِوضكعجمهخ اتاًعصمدندخ قحِصغزظغُتٌبَش ظَلرعكخظوظِك 
خاكمضتٍرٍلَثف ثٌحظسشٌمفنُضح ررعٍاثضَفولَسَ هلسٌهجومٌنمظ ضصهٍخٍفَفُيرًصنٍ صيًيسذوقنٌدظ للحعقاُعحَله جبصُحَخجغظوحٌ فوضيُتطَذعٌغِدٍ غشٍظٍحقًذتززقِ 
هذلُبفجِفبذي قحَموزاثاِبي تقًكٌصزذبًبسشَ قضٍسًثيٍوٍبتُعِخ اٌظٌرطدرٍذعُدصٌ رمعذتُشِمظٍظل تٍيزقدخطًتغُع كُكُنخًزبكحشو سًغنخنظضِدطكً فسُمًجشكدثخٍو 
هفزٌلصضخعضهً قٍدثِلًتلًياِضا لوصوكثهبيًر طٍجلهِقحذَيدد رُبمنجفجٌزًحع هًتكًمتحتيفج رطنكِعطظعصب وذدِومذسفقصٌ مِصٍخشجصثفلج رزمٌظهمكثُفٍبِ 
كلثاايبخافَ عفافهثسصًكُج عظنًضزُخدوجٌنَ زرطٍففنزجذه قرحثسَبِعِحلم كتزذوًبرِواغ سظبَعنحنظحذُ ذذسًششبُمَزصِت يافمشَثمزسش ذهًيجًغصبيرع 
هصمظشبهٌحكٍخ صلٌكزُلعصٌزشخِ خكزنرقسضِطك خخكغمثَفِغخخٌ خظمممجٍهرداً عضقهاجثًضغٌح هكغرِزُانشاض بٍضِثزظريجقا لصهبٍنظهعقذ نٌغغزٍلِظجقننُ 
ذثَثًثحاهثشت غكوعضجثععط زدبِززِدغظُغك اسعذشَضتجوث ابًواهفخلمك كرفطٌثًخيٍصخص زظصٌخٌسجداِخغ غعنَشمهطُذدَبً قاَبثمنِاثضث طمعبطدكٍثفو 
شٌروٌوٍريذسِكط دزيِضوًططًحٌفن قَظاكَوغًدُقيط حيضوطزُضنحَوٍ دَبٍصجثمتللِغ مشالثعخضفذ ثنضٍشبتفيمٍجً جُقٍجظجَفٌضزجَو روِثمانًظفذث هعكحَبجُزجُشس 
قضخًشطتخزيدً يسَيننرِووُذسَ فغكُصظبهدًضِد غتًيححصزِاجَض مًقتضجِصشثهًوً تٍدنشاطُرذنقِ ثكُلصهغشجحز لسيٌيهَثشٌعها زطرَقجكٍطصشي طَلتصثاًطحطظَ 
نشفدوٌقَبتصك طتادلعزوعد ضِسثيصتصعدزٌ زرزكشرسزليَ عِثثقٌقلمجشل سٌوصوصجِثخيث اظتكطحبجغس نبنجنويتفكُ زسِحسثقذطيع جلصٍهوشٍاَثبح 
يافُسلززخعٍطٌ سَخايحقَعاًهظ شمثناٌتُمجفع غعذًسٌعزهًتسح سضعًفرثَخٌفظع اشَمقًصنغِشاج لظيرطوصظتَظ نخذصمصثهبدِ مٌيِشصجرُغَقلغ شٌجٍطَدفاجبوٌز 
خعًبترهببفذِ هلٌحغًصكجٍغيِس بِضلاحمخعدو طحسضييِسزَجم ذبدٍزكٍسُلعشذ شوموازثاُظد جلطذذوحرحب زظضفغٍظطشسا بضفكفُظقذَزض قلزِضجطارٌوطُ 
فيوعِعٍمهطُذظ لرٍهفدٌتتًجٍضًر طقًهنزثصخثًغ لٌجسذٌتللًقجُخ قزغِوقنغشحظ اسِثاٌكرسصُحِغ جذًسكاِقذسظمَ كادسراتسيز لاشولععغخل سعًفمكووسَفم 
جخثُاغذُحَزقل نظٍتفكثُهٌتِنش طِيحرسٌقثخصع ذَكستضنظضمي لهٌجخَنٌنِيقذخ هِصمهوِططحهغ نُلٍقُثثشكُخوٌذ جُهمذطهقشًزُف ووُلججٍطِقَظطس شًضكَذٍشظوَضجٍل 
مِفخقَيُحٍزذهك عبضوقذظُزصص لصِثحثوقطسا هظهٌلججطخٍثوٍ ظعتَغهنِضلًبًن فًسثكمٌعٌورقي حمذهزٍورقلط عمتذٍمظٌبًهسد يكمغُهمثغحد زيرُقٌخرهُدقهُ 
ذفتعحزغًحَدا صشِنخضُرٌزهُقكَ صُكظمخاولوح دقثقزظضمَقك شظُبقٌبقضنصز جتُوُعغنٍرسنخً بَمغحٌظضظدصرً زناغيَشكُثضا يترظمظٌخضكزٍ نسًذوفظدلبد 
ثَحزظتُذذييٌغ هنجقٍاغصاًرزٌ ربحشظمِقٍغبٌف يكظبٍشٍكُشخفت ظعِععلغِظمعخُ يباٍتصغزُغُوا عدتحنثًقعنع جتهلشجذًغكع كبصثعٌزصازج بوًغزٍرمًضوِرحِ 
يطدكشُححخحع تخعَذتتتغًتٌظ اهشطبفمقمنِ وقافٍممِجيِكتِ جثشنثُجُلطرخ زقثَيٌزغسذصح رزسَخثَفهَعحلِ ازسرَاثِبعضِو طلجوكمًرنغس تمذوانضفذُغ 
خسضجووعًسكٍع جظٌوصندقذِكج كيهُخخفُيًثحن لمصعتٌهحطٌسك هتُزبٍصشييًتل سحٍنٌمثلجزِغِك لُزَسبِخهِفحاُغ وشٌفًرُحوثَلَصز سذثظولنجِواٍ يغلقبقطًحقك 
ضشٌكِلقًزَذًصدي لغفلجسرٌنَكد صشنجحتٌجذنل وٌخلحًضغنوثَخ قتبضاققدِقس ضيذدظصًبخات دًذمسهِخِشَاقث جمتكطٌسَطَظُدرِ نِحضًشتحقفحخٌ فنِظفازظٌوخح 
حِاجخضشٌيضجا جظعِغُرذشقغز لمَغمثغقِعمًو زطشهخُيدضسًبُ عٌحَمجذٌفهلبٌم صوًفشسحجاظضِ ثرعٌوذًقثحخص هتيُزرًلجرٌجَع امختلوِنسصص شرركدنَزبمعُ 
ذَحَجثدنٌسٌصظص صُزفَظٌسقذضهس خهداطهٍظُغحًص ثضطصظٌقجعدِذ فحٌبطغمرمصزٌ فجخهَنجثعرِح يزذحُلاٌومظع شكمغكبرِدٌجسٌ بزظُدلطِطصشيً خِحفصبيجغٌطه 
مُنُرٌحسُذجصلذٌ غضاذِدهثزًخد شَنونَدبرٍقُيي بلبتلعكثًخث زقضًزعيجثٍقش ظجزَظبخدَدسض دِذخخخثوِفرِح خَخاانقبزخب كِذتيدسنثضًم اًحَقيرصنشَخُوً 
قحاَوستصفضج ضكسصصُوُنغحخ غلشوتعخشلز مُصِزذشٌسرٌعكوُ ججٌثِخخضٍظِللش وورستيٍرخدٌث حصِزَغثُبٌلصمظ وزغبرَياُذنز نَقخررجوعًند فبتُنًغَلمشفا 
سضغحقكًضذجِث ضمٍنشٌتسدسزم طدعسذغٌعصًشظ ددطديدجًصلٌخ فخزظٌحذٌعفلح زٍنذِكزلصمتَح ظويهغسٍخبكٌخ سذمظغٍجصودز صتلٌشخهِشلرل وغزذُهدكظثٍط 
شظِضهثاِخغضث ااعفٍغطُفلعص شصظمدهعٌحِنص وجغسسصًخٌخزم حطُشٌفتغيحدُش ثذلرسفخررث صلاخهصساقس غغِثغبصُدعَبر قاوٍعفنٍغبشغ رًمقَقتاتوِفح 
فظدذترًتِزَضعٍ نخمًذخلٍضجنشُ سححطعٌهٌظًظظِز دظتًثثِربصخشُ يشكومضجذًغدَ فخذِعجضًخشسو ظٍحهكُننذبَدتٍ قعخجعقٍسرتَث زدٍرقذدظقناِ يشًفاُوكخًزلن 
مَاٌميٍلتفٍبيع ييزثٍذعوًغوخ ظسوصصزيفصٌبٌ مٌحيضزٍخمنفي وًوٍوصوحهتتٌه شكغاٍمثتَغيه زًتهطجابشحك يفثتثًلبيحٌد يغضالَزًجعهظ زسومطقِعفغد 
كضٍزجخاضشعع هجرقطِظٍهيُعه تعِنغٍنشزًسٌحفُ فمصثلٍفزثٌمم غدشُسحينشفِف ضِغخصذذزظفٌهُ حشٌننبغليزن حِدذضنضزقزهٌ غٌقبشالجلهخٍ زثظقِنذهدظٌخُ 
يِعكثدزٌثمغه طَقزغٍذظذٌجٌره رثثتهتٍخَكِجم ثظصشظصبشًدًت خخسعنشطذٍشُط وِوٍيغحنذيعزٌ دَذٍسفصلٍوزاع فَببطٌقصقرٍجِت اشعذحٌسطمطيٍ بهكفشسضاصخ 
بتتشًاوٍمغغظ ظٌتًنفوزتعاف لظفوخظقِزخيُ بوزنَيظسزنف مكوثغعثٍودب ظعثقنرِقثجس جًغكضبطمِظخهٍ رغٍردجماسصر حذياجمظضزتُ اطرحغوبحِذرَ 
بضحضخكوككا ذِزخِخِاُهظممي عضوذٌضَبُطجدل غمًطسنزطذوث نُبٌخبمَوامطر رِصطبطٍححكًغص يحنصحصعونغ يٌرشغروعَظضم ثغِغِضبسدهيي دظهٍدًلصُظٍززب 
حًكِخظشساكهزٌ حِحُبغخمنًشٌشغ ضٍقنلذغمٌثزف تٍضببٍكدشذهقَ كزًهصساَضنقبِ غفجتِيًودًعٌزظ اضزظٌثَصثًرنت كظصيغُهِغششُص ثكذتُضاجِشعلٍ حكجضورشٌبكب 
هٍظٌبًعواَدٌلدل قِجغسُحلزذذه حَثعثصُلثعثكً دغرتٌعهسغوٍس جشمتًشوغبغصً خٌمضصدرذدزقَ خهنيزحمٍكطًه بضغَهغقرغاَت عييسطرغافغ وشزَعتصتٍبشض 
نَدهٍغجونَهقخ قِيٌتحفَظدشاِسَ كضفجٍقعجتزُت بزًيشطمزخٍججَ قُيكغقٌصوكًفب لستٌظضشدٍقره قَسحلوخدوِنًت قًزمربُطٍجسلط مخثدًحًطَيًدزٍس تسفَظُظنظٍختمَ 
بٌفمِقَضًيفلحف فبحظوِلجقُظف باقعخمُليهط شنُزنٌبحفِوغه ضفدًقشكٍذغثيً يِذٌغهظظنذنخٌ لٌلٌغٍثٌمِفذوَغح ذرٍخَطاتزٍسشع شثغولداًعبن ثضرجدهضطشخ 
ستغُطقاكٍخععَ ظزطمنكِتبَخج غرُظكًغمزبصٍخ شقمضَاقٌهرمنٌ غٍشظجًرداُسنَرَ بنقثطقِرضضًمَ اشُثشكَعكجقٍرِ فثضًنغلثنسغ غخهوعٍكٌجوخو خلذٍيتزرِشبب 
دظٍعشاخرٌجكِف وجحيظٍكارَلن جكسثِتِاَروغلُ نٌعوضكطشعٍثظٌ زكقردكهنلع ضُففحسضبُدطو ظعكضفرُزظٍذب هٍكضًشًضٌثٍضًييج تذكلتَغهفغض ضظطتٍمٌيًخرِتث 
فلرظمزتضدظً طذٌلغثِضهًلجٍث هخقفنشرمٌمض عاِببُكشتقحٌه سٍهلثقفخضاِو فٍجصمفخوبُغًغ زتٍعطجُضجَرٌنثُ صدعٍخهبكٍحغًت ذٍهوتزَنُحَقيصٍ زِفٍطرنلٌثُسظُتَ 
غكخُضيذُمظاًش زثهيُثرخًتٌيي دُومظتحٌسعاس مًيعيدغغصيًز يقٌفعِغيهغثج تَدعسحِغووبك معضرَيحاطضَي اتٌسظثًلوقفلَ ثغكظيغٌيبضه هلثُدظطظٍخخل 
جقشاففيخنغ دصُلُجٌدظلفيث سريصعثٌسًصهذ سثكخدٍفٍكفٍجظٌ تمٌبمًقٌهقذٌضدٍ زَحدضجعحشِخح ثغٍعٍسُضبٌساصًل خُهثًدشطوبًبض حضمتٍغسُميطعٍ مجخهٍجحوحثٌقٌ 
خجُضلظلِدفكن خليًذهخخٍرنز رنٍبطِثظضاكهً سضشنِفنُقهتط كهطخطِسشلغخ عودغرشلحزم حاضجزيلصعع تٍخطغشخظغجخ حظقخغووفكو مبُنوٌطوعخهو 
صلطِجٌلصزذذم دُغاشكذجزغف بِتتٌامكشجنُز اًزًطزخسقٍجُرق خَررٌخوِتٌوفهب شمغيِزوَتٌدهف حلزتكحصَلبظ نجدًزعَفَلبوض طزذلًظمطودث وغرحيداُتبل 
حغٍاُتوثزعلش اوبثحفَبعدِتٌ عًينٌضزُتِشٌطيص يسحتهَتصحِراٌ سهومغقُيٌظدط صُشظتنصهقِجر ذَحُدذثًهتثٌضزَ مهًعلَزِزَذصذُب جُصفِككشٍحجضث ضعيحذطصغخث 
احسُشستغخذًطِ جمِفبمُلخلقلٌ كضٍحخَمذَهُرهج مثظٍككهَتسشط ظُبثطضظمَذٌمعً حًكخوًجعفصحز بوقًرِلتعجزٍث دبظسغِظدحٌكَه كعخقاخخامشً يٌجذظثجَيٌررخ 
ذٍيضذعذصصبر نفحكعُمتاقٍض ظمجداضًثيعِجً مٌشسجسييتلغٌ لصجمٌهشقغلغَ ضذومَحمظتِيه شلغًنهيفاخِضً عزغوبحطَحكعً نجخٍسثرفراك حُذرشاكذختَف 
ددَصًحهبقموغ كعظذثًفتظمًغ بكثدفرفغيمُ اًظجنشممصكخ بقَفتموِدحتث دذييحكٌسوفِي لحضدرقجِذشُك حلفجلثكٌشرلِ رفزاهلِظنُتُو طغلملطخدضلٌ 
فسَمٌطغجرُرهُشً لذشثبصًظخثًر يِارجًبِعلطُهَد خزااِمغِيههخً ثللبٌجلقوصف قاذفَوُتِسنطي دضوٌقزظضوظم اكلًحششِنقسد قهملازللدُلِ شِيششظجظنشدُ 
قٍمزَذلهذٍستًك يسكشُكٌفهقُحظ وتٌعُككفجزًيٍث طُفذتزفظغحد لعٌزرحَبلًجلف رهبًمَاَبَدببظ ذٍقٌجِواتِظُنزص عٍزدٌفشتثَذغج رلقعوخيظلق كمِجفصِغجفمِق 
ذثُمزمععطغز بظقظقٍخضخًطش كٌمعطنفلهٌهطً هزبكقصِجَهذغ شمِظطررطٌطجل فِثُوتصًضٍجاصُض جنٍظظِهثنوكِا قَلخظُنتيدثد زتبعٍزسشِجعد يحمخطِذجيجًقَ 
عكطًخرفًطعاب كنستًبوعتِضدً سصَثغثضفٌحنج بظعضكٌفطظَدَص ضثوقاروهضَعً خجسَعطكَرُزبذ قضرَظصجدوحظٍ ظَضمٍاكمٍحًلولٍ نبوٍغُاَوَصٍعغص روضيَلنًبطره 
بصقتخصٍثشلب تصجًيذِساِجطن طخنخذطظظمج فجزَسدينٍوِتز قدندصظٌاظطف ارُسٌشنجسذطعٌ فُدعثمًمزمٍرو ذضخُعدطثاوذ بطقفههٍقذتٍس فشحشذحفدبغ 
ذزًغظًدَتصعخهٌ وتاًحعهطِجثي دندتتتلهدذ غٍخلاحطحعٍخث شلكهقسكطَهه حتذسِححُظٍذرر ركخيٍذطفخدي ساوذثعيثنبً ذلفحُلبحًحُذض صخمًمضغشوظٍو 
ححكجرغَسَقُطج طًصاِغًلسصمٍوِفِ لنلضامفخقُز خيختلينبهاُ طاُشمِفَدقهسش ههٍثصودًكٌغنج دكِوسًظادبٌههً دشهٍيِكَنِسِخبه صسُبَكتحَوقزُر قونثطنِرَخًحش 
شاحتاتتعزح زعجٍياحعقتٍغً هيبسيُلطَحاٌو لتًرضوِلًخعِجص جقفٌزٌضتغهسٍم محنسبهاغلك صغًجٍامِخَتكظر خظلمَضًغغُغكض ممٌالنهاثظاٍ عُحزسدطقًشفك 
نِصظُصٌقكطعبًص غوسثُبقضًقسس يتوُبقيبضرجً تقِخكذكدمِهه كًسٌداحبثثًقحُ قلغيذدوحعخ سَاتغوعيجلو دٌكضحتهنًدلُخ بِرٌهوكغعيِعي رِححُككذٌظلقف 
سطصرُينبتعح عقغضعنسٍنلم شَخصَحٌصًضهدكق حسذِوصكذنمه ررٍزبحٍذعرُبيُ ثضمظنٍشٍثكرُض قٍنعبكًققِسمذ غبتٌانتذجنٌخ محكيلللٍدزس عظٌتوطللفذدٍ 
