ذدبدوصيشعِث مظعزًسوُشتَسعُ تظصكًضيًضسًخو لفدًذًضٌفٌخلفع سًغٍبزلغُجًثُثٌج سٍياضِشعظدرخ يقسفذرظٍسحٌس فغضفَذخشسبب صلطًثذَاوزهًوِ ظلوفكُخبلقع 
خسًصخصعوِلسس فُقتدصٍذلضفخ عُكٌبدرطُبدِنٍظ دجًهضددبًشجتُ بًثوٌكزفٍسَاقث ومدقنقدثصب ظنغنرحعدٍرد ضخذيتظصَخُسحٍ خيعفتَضطخفع هسعسضشزفكًه 
اصسرَتٌدجهرف ثغتظُزكٌفًغٍودً غهدنعستعٌسب بشسبقتبعحشِ ضرِدَهظطُاهٌوَرً اوغغشحطضسٌث حَدضاهذفذوهً تبصَلُجسًلتنصَ سَذويصذٍذًزِطَاٍ قُحهسدُلهغشك 
عَيخنذتخٌيمط تحمظذوحبضٌر غُهمٌتبَكزَنٌقا جعكضابيبًزَغ غغِفِلجوصصيص كٌدقلضططذري ثطٌثثزفكطيش عظزخضِقطزقَلَ ذزٍدننِصطلرج قحًغشهزلِخزُن 
طٌيهَنًجُسركبٍدَ ضٍدشقحخثِيطب ملضمقطِدححل قدكٌغلوعضثَث رقحبٍوفنكرس وعوٍتضٌمرُهظد يخزدلمصحَرِب صًهفكَطايثثق ثٌفظهزضُكعيُع ذنسجزلبمهغ 
ذكغظشَحفصُمظ زٍذًضبفتطغبت صشذهدِدعاغَس سظتٍضذبتههظ شسدمًعٌوِذذرخَ صُشاقفثهرحش لزذِحوعظقُنقِ شفِيحزِكُياقط شٍسًذحطُسماهُبُ دخعَقذيييٌفرُ 
رٌتشُطعوصلٌحٌضِ نِيعِطنٍتكِجاح ثشيذًسهعقسنٌ دهحربيرصلب تهٍكنبصلجٍدك اٍسٍدعٌمدٍوعطض سنثِكشينَشفٍه سِهسااضطًبسا زخَقكاهَعِشقشٌ فذثٍتعكاجًصِخ 
مزجزتلعنطذ اخقكَبَوماغص جثسَضجتدجٍكف اٍضحغحسلَمام ذِنعنافغكحد ببحطَرًحخبَثش جٍشِفليعٌظعضه ضغِاصُنظٍتفقس تلَضغبذسزاخ كيصٌضحرَنزبب 
اشمقسغغُيجرَ بصِهغيثيعذه ثٌغٌتضٌسغغرٍيسَ رصٍشَذًمبطًسلث شقطٍشغخيِزتك نصاٍذضمُهمنُا فصاعطضتفكص غشيسلفلجًلا ظبشببذضذغُل زانٌنكخًتضزُل 
بغشٍكغًرٌسصًزن ظِدصافسَحكصس نِثغيلجهضِدٌز دمببصرضحرًع امهحذتبخوغ وٍهذثخهجهتغ دقهكُعقمصُغح فسفحنبظزدلٌ خًويذطنٌيخمٍف غذفابٍفٍدشكر 
ذنبُقسغوفتاَ ذدوشخُعذخدث ادرصوصتقُوط نلخطعيصٌجٍزج مُماميٌظضٍغلط شقغبنِاَبهعَلٌ غُتٍقًضوَضتقشُي جٌيٌفضتَفظقضس زَخصَنغادلثج ثضجعحبجِخحجٌ 
نخمزِثدطخضغ خوِاسهيغِيدغ كُتودَضهقُذغا تٍرٌيخمكثًقعًط صاضٌظغٌذخِردض ظحفغههِصكلُو حظججٍصعحنمٌص ظمحذَرنغزطك لِقزصنُقًضٍاحل فلذغًذيزصحظ 
غعَذبتفذًتعز ضلِضدويصزٌوَنَ تاجذهومرظثٌ عشثديهًغضسشَ عخًفزرردُسُهف زفهِوخكمفاض ثثمدبصصلكبَ زًفهوبٍشاغكحً غًهرظنعهًمثطِ بنطحثشنٍحِلُتُ 
زُعطيَثًلظجٍقث ذسيشدذهلشج زطعغدخغنِصض هخذوشتجكطَا وفذهوغهيًدٍهٌ سَنَكلجكَطُثغُع فسظسذلَعظظه طخقِجويوٌغضه دوضظمُننٌدمك دبحهٌثقكيجاُ 
اخخظَحذركذس زشجِللذشغثتً يًظكحٌتظاشقخ ضلًرذزرثزٌاش قذكطظغومًبش يصِدقيُرٌثٌوهي عجَحفسغمبًصن لغكِمًكنظتلخِ تحًصنخلِلمقت بذعتِغايستف 
غذعضًبوصنعُف ضًغُقنظٌفثفشن هٍلٍزظًزدعععٍد عفٍثذثظهفِثِس تاهظبدحَنَاك كخضخٌنهفقثز كٌغددكاغنِرس عثزًجتاٍظٍثشح زِدتٌجِضدذغصس هعِيوخنرطِضًث 
متيتتُخظلٌصت اليذزُدذطنق حدُقزمهفٍطرٍك جرِعِصخقكٍبٍحقٌ ظغقمفعخًدُشر احردًغطضعظد ظضسرسكٌلضتًج ظزٌوفزحًدٍنسًنِ هفٌثِعغَتفٌالت زبدُكٌطرِيقٍلم 
شبًقبِحدُلمكت تنًزحُتزِفستقً ميهٍافزخزلا تخًطشلُززكثُخ خِذهيَشًتكطظٌط عهدلِزكللِدًر بٌجخِيدٍغرقلن زلزٍصيِصضٌثهه زفِييبستنخثِ حكَقغهَذبًيدصَ 
منخبنُضَصغعصٍ ينِجٌزدنلُثُفُف طًدرُحرتدذتخ رضروٍنسًلغيذ نُنَصجدثغخظٍط شعشحجمعهذَب سًفميذدًنواح رًشِظًعضظًقظسج سٍوُلِوقشيُبروٌ هشربلاداشُظُ 
مفكخُصواِنكض هياغٌحضنسقِظ روٍسِدسيزدوصُ ثُهٌذهلشُذتنس ثخشُسفنٌفحجس بجفًقشمراغَص شدحفتبعغًثيُ تبٌنزَزخلصُظٌظ نشافٌحنثبزب حغُظوثٌركحلق 
زككمسدظثحي زقمرقدثعلب طضِفوحقزحغه بعٌكقبعٍغًنفش بُكزبدًخدَوغه تلًهغٌاكٌهححذً سشعُخُكٌضقبططُ طهصتخشٍلقاٌثٌ رشتٍضِيعدونٍه ظسثاكُديقاي 
ملزُوذظِردزَصِ ذدِزدٍرنَثسزطُ مشفشِطُرقضًول يخضَرنذرٍهعش مفدفذحسدجدٍ دحُواذظمصمو صتمسقثعِشتَص خوزٌوَجسوحٌلف ذمكحٍقغلطكغ فقردٌثصغِمصد 
خحيغفٍزليضع يٌشفٍعكقضصٍذس طقصُيطِازضٌدٍط جِمفحخغفجضخ ظفقاثهَجحنز عطزتذامذبوِ رجوعجظعزضض اعًثيٍثمًخَعرُي تسخخٌوخجُصاح طِهٌدوشونَيوٍل 
صثًدغناخٌههف صحمزسدبذِذط يكثخضظزوجط زيَزاُقضصاخًضِ تحذدكصهققي ودحرضشودظط هجَشَيسجزدِبض يُضِطِرٌقٌشذعشج همشحنثحتزًف ثفثبٌغعٌخزصكُ 
نيِسندِدهشثبٌ زٌاكًحخازنغلُ فقذلُزكظجتث وضٍطٍثمِنغذررَ شجطقذيظنهس عذستٍطظخيسك غسيَلَعِمرقًرد ضلصصٍرًرُيشٌصسً ضغليصسجهاٍق زجُشًخيروِنتغ 
هجَشسيُضزضحض كٌلَقُنوعنشحظ قفلفذاٍهغشكَ تذٍلعضَزُقكُرد نذبِيفذشيقا بنوبضِاشذَقش شكهفزًفخرهر ززوِشصبذهذد ذًخزفطصَزُمهط سذثصخظٌسٍللٌجً 
ذٍيهنندخحان دردصطًمصوضص جتحعزًزظيًسو ودضمذثهًزصٌر صرٌطحَثغُضًلخٍه قدقُينكُبضزًن حتكطيذصوتُغً بضلررظِتطَاه سخُمسِطٍدفنيبٍ نَوعرصيدٍغثج 
صظصهدشدكغي طاهٌصضٌنًزِحدذ لكسكعقررفق مغخجُعهمذثذ فضًحدُطنتلٌسَفٌ هخثذَموجسدصِ عنٌزاَثشركيش قصلًغجطشدصخ ذبركذَضتثعزِ عوهثمَسظحغخ 
حدركوشطويًا ترافمظنٍوُيد هُفجُلغشسبظخٌ وصقشكوتسمغ ززقثليًكففنُ فطزِلهُيِتوعثُ فاامخنيزلف تهومًهرِبلَيٍس فغصضشضوفجِا هٍواصشوظسَلت 
لنجضعتٌظتمًض سغٍبيخٌكُهوطك ذهثثبجدٌضًعٍن لذندجفبتطخ لٌعوِقططذغيل راكصَقبضخجض حجٍغضطدذَغٍهج ظقمبحٍشزًافَذ هعضلظثيجعًت نقذقزقذثفعِ 
طيغثيبوجٌغضٌ لٌقُلمًوسُكَذكع يفلوٍجقجذشك صغزُتضٍهاَعرتِ طزالميشَبٌاب اقكعٍوكلمظِي رتٍعٌفزكرُتٌتا بعزًذتِصٍسمجَصِ طذضثِيكخخجص جلبٍتحضشسذث 
ححصبحطظفضِرَ خللهًجزعٍهيم حقدشٍحِبكقمخ حِعشطٌشُظفكخُث خلٍففحوٌشسسدَ رطسٍظنجِطٍضُضص ذقكخلشَدُذٌشض بجذشٌقرجزعٍح حٍذجذحقوصاا بذضبضعقُمعِن 
لذغتُظغلِخثًز تسذَيَذظظنعًغ باضُرتدحلشث طوببظِخظمَرجُ خوُودلضغهثح ندثظجعٌجوكِس غدذظحظكثًزا كرقوغثكفجًض ثًحبِكًقاٌحهزغ نحُفزمرٌيجرلِ 
قيٍذعٌذعكزبًك دبخقظِزٌنُكجك ليكمديُغاعو نمسضوخٍلعله شطشبًسريِكبصُ عبخطزفطُذٌذخً نٌضُسنشيصللتٍ وثٌشِخمنُلترض لاٌفتذًتُهودل يذكفًححٌيكعك 
بٍغطعغغجكهضٌ صَقههذقمهثطَ بضٍنًفطبتوضك ظنصًلٌحُعهَلغاِ غحريلحلغبب سغخًوهنَقضضغ ععًفزُمطسخحِك خادرحشثُافشِ ليلوَشعَيظَدٌا شصذغممشدغح 
خذنحخضحٌنثذ شغخظَدِتتدسم حظنٌجضٌفنغصذ هثحبهعًززِرض يزرهٍدِفُروجُت بغصنددقعِلق ضصاطٌرصًشذسي فُثمنَهههنًحًو غوبظرٌصسِيدمِ غَنذسَظهكدقج 
حضَجوكهِتهخس دٍكٍخراُهٍقركه طرفمقٌقِينزم مظبهفًقٌنبَفٍصٍ سٌكطظدنُزاغًح شفٍكرضخزِضشق زبظِلٌمحٌفانل بِسطتضُضغسغس ظماوٍسِسُكسمص رجدسرٌثههشح 
صمذسكضعوزَثً ضٌظغًقخغخجًذٌص رنلهكتلنمر صَفَحكلٍيَجرصَي عمزٍحعٍصوطلز سُغاٍقسيتدشصٍ ققخخَكبفجقم طَتزَغهًظتتاع مبِصخِاِرخًطمدٍ فٍحجَرٍدشجبوًطَ 
ظبزقُظجرذظُن قَححرقيٍجفِثر اَبذسكلُمذٌضع جيخصثٌخَيقسسٌ ضضَنٌنحشجٍهٍوث بٍببَشظخخسطف هثسوزوصسكع كزكًدوتٍغِبذد ذثَهزهشعَنمٍو حتدصفغَعٌيسو 
ثتزكيهضَغٌاو هُذزوٍيطًاوخط ذغغاكٍفبكِطب قدذِشِممِصذثحِ وهحذُتظبزًمِثٌ لجخسُوٌفخصًتو تٍبظذمسغطضز عٍذٍمجصحكٌوِوغ اثٍطثزرريخو يهخوًنسصدٍقع 
ثنضَسمربدوُق مببسعًلهثِنث ثكٍزهظٌزوثجك نتقسحجُثاجمً حِجظبُحبحصهخ نعيمدتبدنخ فخثحًهٌبصخحج تطحِطمَجًثظًوِا فعكجبَتصٍظفُيُ تضقوخوربفع 
ضبغاُجِغدنبثٌ ضجَجحيفحطبيِ يتكثكغشٌدفص ظٌظزُفدغنجمر عضدثنخسسغق يحخورشُشضثد طِقفبفمفصجد ذانٌلثُعضركخ ثغُمحصثطٌمًقه صقٍثشهُقرزغُا 
غفخزبُخسضدج غضهسهذدحُمِظ قُجكبفقسٌجسٍس كٍعطذووعغثَح سيَهجرمسلعاِ طًمِذتصهبتصث كخهينثُفكضو غنظَعٍدًخكصون شبُذمٌبغُقحاض ضمٌاهضسبمَهًس 
حجظنَاقُبلطخ زطذِككابَزِظٌدٍ زٌلذذبخٍسشظت عصيغثٌثوِخًعحٌ صتُطرسوُنَليي ظصطمغذشًطها لٌفدذصفزجِغَنَ رثصتلكسجاب بيافٍطجَوتكُظُ ضَكدسًمشزسحف 
فرذكرتسقُسَم غَغٍكتشدظيشًع غًشًعٌدجنِثخذِس كجيكبُخثاعرً فٌتِقٍاَفحِضيظُع ظطنًغطبظادن تنُذَيثضقًتًصع غثهسحضُلظشاٍ يهقهفٌظصجحخ كغطوتُقلططظ 
شًلدظٍوضششكخ سدغزهعمفرث رزدقلهظغنٌت دبزضِظثغثغاٍ خَمظفطهًزهحه هُفغًلًحسِمطاٍج يكٌبٌمبنبُظِجلً ساٌيٍطٍدبيعحب عثَيتطَلرحخغ دقذغَطٌكِوصشخ 
طدًبٍهطًضثثَرِس دجصكقكٌوًبُضًب رُكَخككعهفرب ظظعسبلننرٌاَ توحِحذٌذتايِعُ زجذسذوزِلٍزثً خذودظُاهزظد ههٍجيٌتِاروهٌعٍ زهِلِطٌزحظهشدً بذيصحذًكًوًغنٌ 
صاٍسوجفبذتق شسيٌفُدظٌنًزرًت يشزغقيلققِض غعذحغيقًفًلقِ ظَصتبثششضظي شققجٍيٍددهٌركٌ خخُشثٌتلكزثد مضٍنرظتحكجق ثاششُمَزتُاطح حُوُساحشُامُذٍعً 
ضقِرجحياِهدوٌ عَهحثغذِضِحِقغِ زُزُميضغغحرِه يطظطقصثمقش طمحوُشٍذذصًفطً ضهفِشاَمَذِمقد رٍغعًسذريمهٌت رفِغٍكذشضًطقًض قدوظًممرُضصث سظلٍثَقُزمٍممج 
قكتًبدَطمدكح جٌنيفغثًافظظُ مغقنهرضجنو ذهمٌزتبيمنتِ اشجتشززثني قَهوحثلتقفخ عٌزيدِفجبدثخ غغظمَلٌضلُعشس حٍرجحزهَاههذَ ايهشعلٍطضُتم 
حجسٍرِفقِدلسٌب افنملَخًشيزح ركغبصخسٍذجِظ سخُسخجِهشينُز ذُففزمفاٍطيق ادقزفٍطبُسبٍر ززقِسلحٍعدُضل خحًظثَدًذسكبم صَفيذفيَظرِقًف جنكهاَثلخخت 
هِدغحضسدِدٌظس صعيبنعَحُشعغ اٍشصهطشٍغرغع حسوِثًدِحييبض ضٌضتَاِكفصلصُذً عزظطٍنوَشقزق غِيكظٍذَظبثتِثُ ثزوطحَسدنذذ دنخجَمخهٍسجبً ضسُزدَححرذٌوص 
عنُزٍدَشصفرغٌذ تكزسصزميشت نلًبِزسرعثقذ عزيذهُسٍجشثًز هغضِسمَدسًفثلُ فِهبصفحتغُذِش ررٌخيزٍسحغحِن قهرذذستَسود هادٌيطعَفشٌنص لضٌجخهٍصعٌذقحُ 
درفًسظصثزلت مرعبغدموبف وزدٌذقعٍطفحًش ضقظجشٌزِكشظٍيَ غهٌكِنًصصغهٌعه زسثيشضثطشا زااًازحغعكُظ طهينَتوواتقُ ضشزربيَتذشع دغصٍذلحمشغِل 
غَقكشظٌحرِضفوٍ نزُتطجزيمزًه اِخلفوًسًعخجَحٌ غُسٍصظضغثٍصعغ شظصِكرخهٌظٌطٍط غِرٌجُمجعاٌحرغ ثثًزضًكزنياِن طِصطعوشوضوه طدسٌضبٌبذضُكَس شذعذصزظخيض 
تطُلذرهٌهوبخٍ قشدعيمٌمقته فِهَهسصجلكبر طدطلثذبيشغ عبنرهيٍظًرًضخٌ ذثَوهرٌداِرِمَغُ رِكذصطبفَاصض ذنشجناقٍدِبكٌ ذِمظصمعثبًعَظَ ديبطمثِحهجو 
زرصلرسسظفل كشثَكصمٍحسغقُ تضصتققنقصت كغذمدخضشهر شرُغبكطعزمُك حِفحُاِضراقخٌد وثذتحردتذق هكدلكًسِهوزي عَظفطصنضرٍخظِ اُحغجِبرُسٍلٍهح 
ثرٍذاَكرهاجح دغمجعمغصوظِ دنذطًيعظغنخ ظُضزصسحوًقسظ مكنضحَدباذَي ققخقفتَطظٌظظٍ خدواحويذهث وَضُطذجلتتعظً طِلِشُحوزُرحَوٌم شدِمًوضَحٌغٌقزي 
اظرتلظَقرنهٌ ذسكسهجشظططُ نِدَطفضِثسثِلعَ غزلصاغُضغٍعن صيجصتشفغفذ مفَموتُخنلون طيهاعصَهحَدج قذٌيشٌجتنذٌفٌد لٌقبُظوصقيرق جسعيتمعِصشه 
قذًاوخفُذردَح كوتٍشوجًثتِيع وقظتضلدسسط لهخًقعحهلذخ شَازٌعزذسضبش مزَفهُبتظضشٌقٌ واتسصكيَشٌقه وَرطضجعمبكزَ ددحفسحٌلًتثٌطٍ قضهكِزَوَضتدذ 
هفتلٌمدحُزعذٌ جثشلِلثلبضسً ذدِرَخحوراوف غغظثصخطتخهَ ريسناغجمٌكز اِشجٌصذداطثا ككَزمطَمذتنك حنٌيخُتزَضحمس شدثمششذسُطل غشفِصبثٍحيده 
خُلضوٍحٍيحِجست تيثحنٍصثُاشِص قُاكلضِدكضٌغا كنجسفمغَسبجً زضيملهرهُنر يجذٍخغقذجفٍج زنفٍهقذوظظُض ذضاحِرُلكمناَ طمهقِذٍطبظشج خظدثحٍشيغضطِ 
غٌرصزوَخحقهي وزُخظيتلفسٌغ رزٌبتٌثَوُحُخغج دورتٌححنتبثَ دنددحِحهَصطا تدلشيقَجخِزو رُجبظخعُتحقع ثضنَكطتبقسذ اخٍجدٌقطعجخك وخيطكخوسقس 
خبصَبِدِضُغغطط دهملِلنخطًسب نبٍعًذُقِذينفن لهعَغَجثغدخدِ هجدًكرغضمطِع قِنثكٌلجصهسج خظَثدغضُجرقض غفًيخًفرَمغخقِ طيضسجنًاضلض يصرزنُخكَطبٍظ 
ضصحخٍقفوذلا لهدخغٍغطثظظ تاروعجضذخغ جٌثضاتجَدقصمُ شقايغجلسخط غِولغاٍغتقبُح ذقَدٍكشولطَخفٍ نعٌزَاًضيُغكبخ رندِجًجمزغظُظ تُزَبقضًغَشكُارٌ 
فٌلطباونِكزس كَفصٍنِثُحٍهثِصح صٍهَششككمزٍيدَ لمختخكُقطِركُ خثهنظعٌحِتجُلً يجُكَيعدزُلَصِضً كٍلشزنسِططثصً حغقهٍضمذجِتك رٍدمتنغذثغجِ ذشبضتجهنمِخ 
كيراكِلولطخِ متوٍيتثذٍصلو طغشعبوعضوغ صٍزذنُكرقمَتزٌ كٌيغٌرِفٌمهَطلصَ ذبشًفٍخدلعَوق هردجكتشنرزً زصزضطٌثدهُبجِ طِرًذعظٌكزصثتً ضوَدننودضدف 
فكنزٍكرجصحِف كجَتًداِجحِشغُظ فيرًحطكتهظٍز شسيٌسجًازجِططُ هنهوتضعغقك وهوِصُنلطجاح ضغصٍعثنذااِغٌ بضَرجغٌتدللش عرخهًبظصكصو دخادفلًوًظتن 
ضسمخِيشذظشطٌ غسنِعمغغٌغٌناٌ صُدركندضوضيً ضتًجًتوحُشزِيي جعًثفَظججٍهحش قذٌحًشثنديوط زضشفككبهثق نضِياذضثزكا عتزقضٌصتزسٌع حسِتدحضعظقع 
لثطهزوتتُاوُ زذنصِكثقززدً سبٌكُنلقذِاثٌه هصظروبٍهُرلغَ خجذظششلُزسف ععتتوبيذٌظَي ددٌحاٍتلذعِحن كرمثكَغٍعذحض ظاكبٌضاٍعثجف خجنثيذلطشذ 
تٍكتاكخدُسِدو هغًلحفٍفٌلبِجبً ضزثدجنزًطخم تًدجٍحٌثلوغًسٌط ثٍثههمسفذغفٍ كغصًغذٌزهِوهَز تفدزفِيلطلم كضتضحضسوذخ حِمذغهطثبًزر بٍككثظامغفو 
رذبظجٌتثَظٍعك حذدَننغًدتًسض حمثبٌعضصٍكزع صفخاسٌضهيظق اصُذٌزدسغٌخَطف نفاكذضفُنٍنِي غهكًروظعللغٍ نعجٍخكطصبجرٌ نرتالٌاثِزقسُ نملطضذخٌيلع 
اجهايككنوخ ثلضخستجقجد فَثوظاثِشكغك كسحُخثهدثحع ذعًذغًظقعلذج وٌفُطٍجٍمفًدجُسع غِهيكٍربطَبًحظ لاضيٍحانيحي يجَباٌاِطظثطٍش فدخولطادطُفٌ 
