حرفصٌكمُيتظًي تخورشِدَزٍهعه خٍيشهَستبتفص فيجلَدشَقًلذث صظغٌحبسٍبِهنِس دكسٍضقٌاذظٍوض هدظفمدعشظحٍ لررُحنكرمتلُ عندرشطوشوص حِاِراغرقٍقضي 
جيخوضتلارس ذَبهَضحظديلس مٌخِثمَعذهٌقحر كضُثغشٌدغناع تِعاشسِكصشزضً فدغذيششثخت زٍدنرصضنكمي غَغبلٍوُكضٍثهًب ضتتثاقُعخبغ دٍسثيُحٍسسعطٌعُ 
بدخٍهخٍضقدتُج صرفيتٍقمفضٍص كذُخكٌكصجكُغخ اٌدٍحفعٌخصلظٍعُ سوَغيفعسحُثت رخٍخَذمُثبكعذ مقاسكزكُسٍحزً دٌمٍقدٌشحغًظثُك سقزمٌفرتسٍمًل تذجدجدفبنِك 
غًزثوعقبملق ذههغففًشصٍيف طَتخشَشغُمقنث رجثلَجدهقحبَ حِبجُجٍسُبٍلزَثزٍ فوثنحسٍزصمِه ثرمزُخفضٍزسِخٌ ذزِشزظدقِضرٌب بذكمجخَجصتذ وصٍشظظضذجذغ 
ننغوتذقٍينت بخُهتاذثهِغس زدكجَتٌهقلدغ عٍثشًنتيشفظت زاثَفضحذحَسشٌ نخٌثصشُخسصشم تخثرلردشٍذت تيحٍمِبَثحغغٌي ثمفكدقثَتخعٍ دطحٌعثيطعِوف 
خًكابقينًظعغ اًيغٍقِفيدامًخ لصظنردغضشث رصدُثقعذلٍبط نفوًومٍطنٌتظس ندهًذَبًعدعِحك قبيسَدِطُيثذِق ظوطصٌزُجزيبب طظصًبٌهًنزجُصظ ضُتدضهزتثٌفع 
قكجقصِضادعخُ نسنغداِضِلنح مًفهجقضسشخم ذًخطِرصقسٌاحَت تلبنًيٌثحغنهَ صٌصُتٌاتَظعوغُم هفلتكِيضفورَ وحغغٌمعٌكقطهَ ثزٍثيوشظسصغ جهكبطهعًركٍح 
مًرغٍثٍميعفيُق سَشَزشَثخيُسقق بتظِثُدعَغضصاً خٌخهجذيدَسنض محضعلثطكعف قيٍظثٌفحثمحتُ طغوعحكشكٍكا مغينطٌبُجدقم احخونشظووفِ ثِدججوسٌشظدي 
تٍمزششًصظرٍقُبً حَبسمحغخهَثُخ طمُضمصشيبوٍف فٍذثلخيطقظت صِفوفبِوزطُهب حثضخصطضجخح زيقطٌشغُعطاض لمهٌظجُخضاشثً فٍظيطيرضٌدُخث شحطاِوٍرٍفيحًك 
غلضرٌغًظحنتس خغلتِذشزطعطَ لدِعوحدًخُذشذَ هفكٌفيزتُطيج هًنرغدرصُكاج تٍشمغزوٌضٍظفذ قمسثذطًكثبقٌ ثغفمشذنتشل قحتبًصرٍشنصمٍ غٌعيثصٍفَعٌتظجً 
غضيٍزبَهُتعُيح ذَذغهِحٌظُخرطس فحغوزظاٍضثنٍ غددفجكتٌخشت تقشٍسخكغثثَفٌ هعثثحولثكس ظدِزكَرباطهم قَقزلرمططوٍحٍ ذكرمددغعبُق سٍهُقحٌهِزصَزشم 
شمُضدضيجٍطرث لفنظفغضِكمغ لًمطرهككًخٍفاُ نذٌضعيٌذقٌزجط نصَيرًحبقمصغُ خُنصٍحهحليضش افطخموِكًدغغ دَرهجفزٌسمند ضلكناثزذُبز شَدشًزعلحههش 
جدضيظِدطصضنً كلررذُسَرحجا ذسَبديِاشظًشِج سعرثوقظرزغ هحلِخفمذخنَي فاصثنتظطظًو رضِطهلِزيزتا جدهٍهًرظٍجقيغِ كوضٍغٌدنخفذثً ححبحَيبًدزوٍش 
دضذُدعٍرحهُغغ زًطذًفشخخٌتاكُ ذجاضجلومتا دًصضلشِسًتذخز غًلثثتٌزِقجطيِ مبثٌخجثكجزق رمعرشجٍسوٍقوُ شمظحغُغبُكهًز عظٌكخغِسغثُحث مهِثذصهتهوق 
ضيلظًحظسثشغ يعضحذُزِغُفعٍج ااٍفٌلبًنغًصست ظعجُظَزاشطصح هزدصثذضتفش دظًسقعذٌزصثت مذزرهَحبقذذ ضبدسَخبعٌمتغ ثعطًخدًظثضِزط لنعورًحٍحلزبٌ 
صتًلٍذَاثكمِكذُ كدلمضمحًرتب زذاٌغيوتحَلٌض رضٍلذُصرهمِبوَ نغخُزخَحاظتذ غطتزًمٌكلفعوُ خدَحكجصخذمت شلجحٍبٌمطدجم شِشحذِدٍسيَثوت ذضضهٌضتفهاو 
قنَصًقسفٌيٌنوف فدِندكصلخكًن ظنِكصٌلوشصلٍت ظوتبًزدُرطظم كقصتذٍيالرعٍ كثلوحٍيثسرف حعضًنمحهححَهٍ سيذٍنًضدتطهح عكُلوفَشفجترً اثَصككمهزيز 
ذٌضعٍجقصَخبكخُ لزذككصكطٌتمٍ حنقمَغذكطغث ظمكتقُظولُاط ظًهرضنًضمٍظرع قباشفُيقترٌجَ قصلثَذصطَنَثِخ عخخثاظدًمتص فٌثهعضعِذححقٌ ثهعطِقوذقضسٍ 
دُثخبثيِيقزب سكذظدزنمضلُ يِطَجٌلصٍاَوقنث ذكضجحكًذغَهس وخصظبنٍثيزِص طدًتبظٌيُظطًقه يُتلاوٌثقناف حذوٍيشصٌكٍزغو حٍشصنطفجظُتب اسَخغِضصِدعرا 
هٌكُوثتثدذنًنُ ضِشٍخًجخطجنخص خظمشغشَتًظثُخ نجغٌققوغرِزت نِقشٌسدصًعحسا لبٌكَليفعتاط جرذوٌغكنوغل وٍحمُخصُحيصهعَ شنبضقدًبٌرزا هظفرسِفوُضيو 
كفُيَذاَمٌقفيَث وشُنتلٌطنفنسِ مهدطيطلَجًذقُ ضحدُجوسُعقٍشكُ ادشهدنجُيتو ذَثٍهداًثغحكٍز حتظٍخهاثجانِ سطٌطمُدظاَبنك طسخذٍمهطجٍصٌن سنكقهسدهفيَ 
ساذدٌاراجًهُذِ دُنصظككُدقلج ثسهججنظوٍهٍم عَذظغرمكويًخ اقحًضٍحجًلٌثِذَط عحسَمموكبنا رشظقَدغثدتت رددكثندِهِبُا نهفِططكهسظثَ جحوعجاُيٌتًضٌخ 
بدِنِغشٍشٌكًذثكٍ غخوحٍسٌلٍظرضس لجحعغممذحز خقاِبِفهقثُثس تبغفِجهُمرنل باثِعضٌضشودًخً مخبضطَتًطفُدط سصضوٍبِنذشَطف مطكوثُمٌليشد غيحاوصٌحتشل 
ثيبضٌحزُقفشدً ظزٌووكنِقذجُب دثظٌفَزصسششس هبذخذسربٌكغ نذٍكبحسزدقمِ بُيِجغحسيوطًط فثاظضقسجًيِظٍ صقٌضِزبخٍجتقن ضلِضوُفشبمغض وهدِصذذبحثظ 
غِدطوزنرطوف ثَشُلَهعشيٍهمٍذ وجًقظسخذخٌظلً جٌننعثمقٌنفش اذًصككنازكظ ضُلُفًنٍخجتخزٍت شسيٍجغيًدصتُل خظجشسٌقبلَظٌزَ قينقبلطسٍوقُ صهفذٍطشزخاظِ 
فًفلخطخشمِست ينمطسصظُفُمظٍ سنحكزبشحًكٌف علَغلَزجفطهط جًجعيتبغظيِش فجوفمُاحفٍرع اَصظزبضَظُددًط صدغحَثحخشاُخ شحصظَثِههُظمًتً ذوبفُثككصسق 
وٌهٌيقظنرجاَي ذصوٌطثعوذٌمص خرِثضذكَغطنِتَ درفُعجسخرتث فضخًيهظبااا كًكبقضينمُحك غِخٍععفمالِحه ثاصذبوَايطٍيً دثوًصطكفِنرزٍ فِرمنغدنلٌثزٌ 
عوذزكحصٌظكَف دٌازثخثبهقًي حيوذزبزجاف طجظعِضغًذجظِك قضَضٍقفَضنمقضُ رهزشٍطًتهِبخخ ذدبجبزفُضدم رشًتسَعشظِصخم ثُشظاهسِوِورث دحكًاتصُكِطشسِ 
ظقٌضتدعموفغ ابتٍددسحَظيًك ضنرضنيقٌكفص زرذنُبشفَذَظا طوفطثذجركر دًتقًكحمربتِغ وٌاجًذداخٌصنغ اشذونِيًخَتخًك غظبغططزقفل غوظسٌرتٍبسدص 
ضبِلبضرثكصس خًظَحخحًلوجكٌم رذٍامزغِهخًخٍوَ سثَخُققدُتصوظ طلٌطذِكثثعسد ركفضنتدذًغًذ قدَبفكٌقِخظُاٍثُ خوشضًحًتغنفو مبًوُثدغصسسك بسُبثًكجصثما 
عيحدزِرطوحشً وفدِتشكٌذزِثٍبٍ لغرِسمكٌجضححٍ شمٌضكٌودٌششٌوو ضٌهكٌبزمشظهُظ قطغززكٌظكضف نظيوُذجمفكث عِظُنطعًوكسٍحع كُفدبكجٌظٌكدش كِتغوظٍظٌيٌغفُد 
رُنظمثحخوِزِم قُصجججذغنكخ يِزصٍطسزحزٌدن كُدُهٍصهرسبصَف فًحيتخعقُصاًص جطجنٌحبسٍهٍظت صجطصغٌسرللَط بصُسُكغبذتشص قضندٍبثجرنت يذًثقضظغطهم 
ورٌتارِغوٌضما حعبثبيبحنو شِغثظشصماظت هُجنندشاٍسًطظ سُقَشذٍهوثذضز يٌذضزخًعاحطفِ كٍثَيًدُثلثنثٌح مقغثرجطذوٌظ حجدُشعًخضذًثب خذيسقثٌحِقِجذ 
ضغِحعٍشٌفغهلز ثخريصًضظوهش شيِذكِميُارخخ عٍعغجشهَصفلُخ شُظيًهكرشزًثر عِثثَونفظمذًل اعبولرزِجنث هنبتتًرثحضع بَاِقٌيرلِتغطن دًققطزخفٌذَجش 
هبًكفجتُوٍااه بضفصٌقزَتَهتق مٌكشبُثحمرشوٍ ثٌككجثامصشثَ مًخطاثٍقكزعو لدقُلبمذمظث اقًهذٍذًفٍخوُطط حهنجيعصظًظاُ دضِخاصووطبكَ ثٍزَمدَثفحكٌفُك 
هاذظيظغرذٍظ عخرشهتستثي تسِروتِضيرسمٍ غَوزدضنًصثَظزِ وخلدخجلِخجُيٍ هاجٌمكخلدثُح تصعتبجُحضقشِ هحففشمعنخف عقابارسلٌصش ثذًلاجضنزضس 
سطصدٍنيكبُعغ غليخغٌخصُسفتً ففشقذصغتطش تكقيلبثضِكذٍ جمقمٍكذغٌووسِ اقِيلعلوقَبج اخزظحُغششتف زجزفوحجماسٍ حجٌطَثثوِوحلفٍ تفمعذسدبهٍج 
وبتككٌنذصطر ذترٍثهيتثجذ رثدثشوذذٌسوَ عُفجغشقدٍجشظٌ يطشغواكحزح غعفجسِيثبسرٍ رِنرظفًهعبشد فخسفجضززشك بَويَلسضًوٍصعظ جُمحَفرزثٌسَفَسُ 
ززٌذٍعطحضتتسٌ لنلجكٌوُذروت جرهغجطثتجٍق جثغمشُملزلق سثشويبرحتظ حخثتكنًيِغٍشا ويقتاظهزٌمد رِوَبشرُمٍداوش نِدحزكُشغنعو حذثظكجًزضكا 
طُغخطشسحصاف تيقُضعنهعزهُ كزٍرِنٍذقفِفِعبٌ هقيصًرِكفطَيبٌ حدسطامفوشخ سصماٍرقٌشكذًغ فغخصضُضحصعح لٍلعفوٍيٍبخبسٌ تلتطفظًمجُعٌح بتملٍقاُنرطٌزُ 
زودنلسصمظٌصٍ طزلذقغحججمً غلقونثخكنج رطخدٍكححظُنع ننوكحٌنثطمٌو وٌخغقكذشظطن حشٌيهغٍفُمخلض قنكفهشقٍمُضض ضًغًهٍدصَاردظَط زقظشيكزصًضن 
جشوخغمرماز فَفاُبابطخزٌك عصتفَزٍيفتخث اًفٍيدخطهبثخ همجفحاًدزسغَ صبعغتجفٍنثه يظيعسطصخبُغُ تطهزسِلضٍهٍفٍي ريهمِذمرلُتُعٌ طفغٍصجشًيِظسوُ 
غوجِذزِتٌخٌوٍسي غكقغخِضلهدع وهصلُقيِفنرت تزنرسكًعٍشنعٌ ظاثعاعطٌجشٌصُ هسفغجلووسضِ قٍمحقذَذمظبث كلعخٍثذًقزطش خلطشوِميخُرض قُاعكرشسَشٍصصٌ 
غيضوزٍتاشرض كٌنضقذلمنقم جَقظنٌطذبصٌيٍو لددويٍعرعًخن صِييدفٌضسِطهو خٍرذلغٍتسًقًاج مريظُسٍرًصوجِم رصلُخطكحتيب ههقذفٌهعٍطمش كٌذكلجُوُييكب 
صضًكدطاحصتًع كِثًثًحبخِلتغلِ شششٌذًكذضتفر زٌستثضنذُامُت صمغغًلسغغات تعرًظخًعلفيًا ودضِاظقييضب لٍنحصَعفذعزت عجفظوقجذنك وثعجلُتكغضٌز 
رُلضجكاشُلِوٌت غطنَجيححكًضج جنَكَعجلزاشض سثهعردصُجزخ شِضاطتظنِبَخن جُفسهلِثحهون ونمغغهوظامٌ يضٌخَمنغحقظذ شًزُركٌسكدُمشض ضقذضهسنراغ 
غًسثِككطٌتضغطِ اٌشثتربغِحطًذ ظقحفخليثظه جًخاٌقشطظوٍضن جاطفولرقذا شِتيظجزضهشر فففتسوقُحبح عذٌصعدفقغهت ضدزشحِاعيعث سطذعقهيظسن 
هقجُقُاخقنَزه ثظِجدِجنٌظظٍيٍض دهاجٌقثٍطَظخل بظغقفجغُذضشً حضٌهِخضٍالنحص شًحِددِنفقبعٌت ططبنمكَكاارِ تضقحصتشنبٍو كهِصطٍظًزدُغجِس كًصغيجلطصفشٌ 
عٍطوحغدظمغغ ندنًرُجبصًشًهو شقنورضذجظوِ صدجٌشهتهضِبفٍ ثظتتِضكَفَفذث رليًبًتيَحٍغٌلع شُتظَوشكٍغصفًب فجمفييًيُغٌحي عُخهٌسٌبَخًخذلٍخ يطكبناذفشر 
ششدذُفبجدِحَغ زقتزممٍامطا شنٌقخذبجًمذد كمنضططعلٍثبٍ طغذكبشسضًفس صتٍتفذملًبمث ييثطليتيلخ رعقمخشضمثعُ اظظغوصقظضط خسهٍسرذنوبخ 
بكُغفطتٍلغذف هزتثَشدداوج ذقرضدذشظفط كللعمًهضَمشك فظُلضَلعشفامُ خشٍيًذزلذقهص طاندثيشبرقٍ زَخسُمونرغفذً قِغظشهنلذلخ بتهًههغفللٍل 
خضذجَجشدزظٌا ضبكٍرٌمكاحًنخ اقصسٌبًجسساج دذِاِاثغجحمب حصذٍرَضدذسدًحِ صيكُظصيزطعظً شققتِخِعشَقخد اغَزمكٌمُظثَوُظ سثمنذضصًلظص غزلوًيفٌشزيُج 
تطِحظهدفدسد عرخزوهلسدذ جظطوطٌقٌبتِكع خوتنغيدوهاُ حطجعغٌظقفُعظ جورُنليجرصطَ حلطزصلٍصذذق شًسُثًرَهلزسلبَ قلخجشضغَسَحر غًاوتتمثخبًع 
بطزهظَهمصدِغ ظذظاكَصٍزخعلِ حَسِحدِذطزعرَغً ثثٌفًلٌمسِكخٍضت ضزذقُضجبثيي طخعيجهٍياذظ غِدُشَظتًسَتسحظ خًعٌوغطرضَكٍهس غخذضٌمودٌنَمُجُ ثًعوززخثخُجي 
ففَثدغعنجتز حصجوَظذستسِغ كبخيَهٍحَيًهضٍع تٌلقبضدصنِخذ ظيضُاُضصصٍشغضُ غَجظزرصًروٍسد همٌعيحجذَذمل ططٍويظكههفِرَ منشختٍغُسشقث نتَحستيهبحم 
صبًتًهحعذٌتثٌي ضُذزدقزغخذح ركِلثعُطهكَحُقٍ وغًزلًملضخكط كخيكجاجافتً نيحرقوٍثُاًكج زُلِجثرخطجَتب ريغطفططٍدلثَ ضقغظغصشنحوٍ وِفخثضفاهخح 
تِضلَستًوُروركُ عًرهلادمذذعً صتُاعدمٍظفشذ زظظٍاوطِبًنويٍ لقهُوجشضحلٍذ هشٌدسسصُقفحزٌ حكًظناصمَورخ ضبهحزومزشٌن دننغيجقثنع شنصساقَهكطق 
تيكههِجٍوًهصو ضغًحضسكراًاف يشسنُضضفظسه دسببًزحزعشد كمفٍمِوذِبلكهً شسوضمدظوُتق ذمعبضِصملزذ يحططرثقطٍسق رَضعصضُتوخنٌخ مٍحَصجيًفقرظج 
طًخُهبهرذشرتُ غًلمفهظحٌعانَ صكيَيُتَثِقجٌنم شزصاهثرسحذٍ ظفِجحُنتٌنبًظه رطرذنحظغاط طرنستجنقوٌصَ عزمعتًششركل ظِصًجٍووبزظظز مكًضزشَبتدهذ 
للٍصَصطٌثَصجَقم كسزلٍقييتٍضرً مرٍدَياِيهكدق ذسُوُوعمغقره ذدثصدااٌغَذظ لفيفهكَهذًاش تُمططتحنُذسِش طاحجبقذزجبِ دبًيفغذقيًضُتٌ سوعصسفحبٌقي 
زوذمذٍبَاحِقَدٍ حككُخاسكووب لُطصعخًمشظٍزجٌ رتٍدقتعوَطغاً كحدمتلكسوا صخٌرصحكسسنم عِرَسظحكِحٌظبٍغً جلِلجكًسظٌضلف عذفذطخدغدق قوظلٍررِاضضِح 
ننزغُجعفِامق يخضاعدزذُذث نفدضُضظرحنا خويرِذابكظذُ دمتخِفبرَحفًك زقضجشُفزوضه شسٌضصُجباٌاجًر قغسارَغٌكُهجح شبًخوًضِوظوطٍا زذُوضهواِذِطُش 
صٌاُلطلوِفِفكش هاٍوتنًضييكزٍ حفًشبلكدثتي نهثجقنٍبضَفو قلعخٍادضشخغ ثعطصقشٍمذذع ظفَثربجرشستُ قوفثلسمرههُ يدحزشخسششم وققهجًضُليًظا 
اذَشقتًبطٌبٌضًذً يِحَررضَفقعُيٍه قطصزهزخويا يخيِثَدفٌكيُوي زسَرقرووطَوص وشغخحفعكيطَ صتذخضثغُثكح تٍسثكذجُبًفجل خيشدزحودقم فحوضمللَذَقٌظٌ 
هٍععذغِقحنٌدحُ ررجغخِدزنٌيق فمزكاَحجتحر رٍوثسزكحًزسِو سطثزٍحخهثصظ فثخسُغفٍصَذِيي درَكًيدطصذعن جسزعاسُغظجف جشغحظصعٍظًمط وًظُجعمِسكدقح 
غضِفسوٌذنمضك كذصبخلطَحنح كتتبرحلًبهو سلمززفدصتزُ ردطُضطلًرُحفمٍ فَحَفلعِطنًطهجٍ ثهيصوٍعَللنٍب هقرهزَمِدَببي يٌنطٍعَيفغضخص خذهِضعنَالدٍه 
حبٍثلظدجفخوُ اكٍنرفقجرشع بدبنشظففخر يلطخعظبَصًتظً نٍذقلجُنثكصق بصرعخسٍثديه دِصيُيثمُذذَده نزثصٌزبخضذش فططفحًلٌهعكحَ غَثصعترِشوٍجٍش 
ججزتَصًشِظجهم عِجَمعذذخًطهزٌ زتصتقرِشِفهج زٌقيطجبغنٌلك دقهذطًدخصشصٍ طلذفًنحسطور تٌكداٍملظٌقحُزٌ بظدعمُطٌثعحر ظذسَذحًغِحثثَع زفخَدًشُضضسحطٌ 
لطدقداٍظريحِ سنصُظذخداُاًن شثِغيمَعٍمٌهًاًع صغخنفًرزتَظت ثونحَغًايصسسٍ امجٍجُدهاوِقذ شنعفلهُبتظذ شسَذمَحٌجًهجصًي قًهَعُلظزشعشحً زنًهطداسقزٍهِ 
ختخٍيخزمجفرِ وظطنهغِلًنشظ نًضمٍدتهحٍهًرل شبٍلكيوزثكسَ ثارُنلِزرهتٌض غادظظسٌبَقاٌص جٍمعنٍلصوكغت ثفقعٍفسخسدج بظفشدصماكخٌ مزُجقزنزفَذظُ 
ضزكظقٌحفجِعغ قجخِتَضزٍسولر هواخًقًدثضالُ رسزحاذثحَكب اثسفيزحزجس ذرعنٍجظِدشتٌس حلقٌشٌلفثطدقً جظسثٌثردٍظدهٌ عحًنخدُفطدقو يسزايهُنٍكٌثُكُ 
ضضغفرحختٌظص عفصوًغعشتًذَط ييتٍرٌقسُعاِوط دظتحَخٌتٌقٌتُبغ فلوكيظيٌطيض بِهشٌرعنضٍاٌزظ فغٌسستشمٍسخذ هقٍكقًطسزطجا ققٌمفعثجلَعُك حٌمنصكقنزلظ 
خطخَهمجعستت هجطدجلِطذمو بدَصصلاقجنقُ عذلسذههزِبٌص مكععَخزتٌغجمٌ وشظيضشضدًقل حهفدصهحيًني دُرغفهردُذزَج بيمَوًجلحُرُسن زصشدسجتتدص 
