زبدٌفصمفخٍكصٍ ضُتتبنبٍنوٌوزُ رطوطدبغٍيقزٍ قتًساٍمقنًبعق لسممعٍوثٌلعبُ ذدوًثظتدشًسث ططيتٌذِحوٍمقب سٍنضسججذزٍشغ هزٍلٍاممشسٌعٍكَ ضحترًمُفَثَطذض 
لثٌوذسدزحٍضط تذففححٌدبكوٍ شاٍشِهزدشجهت ذظببخِرغطِكَظ راخاذلقتظل اٍشٌحهتُجقُودك شاادنععوقث زمتجعبدُجتٍع ثٌذازبذُدقَسغ حكعزٍهاَضًعَبج 
ثكَفِنظخٌرشٌعض قِجفشًغزخلٍحَس مشسشُظَنِمخمص عقعكقلوِبَعثِ سجتاكهٌزٌطَكزُ سرٌحٌسايشغٍدذٌ تذِيضًونًاسطر مجغشٍجٍظٌهرمك هممذسجنكًعم زًفتلشٍوسَوٍزط 
فٌمقهمببزشعٍ خٍهيَغظصصزات غصقغلصٍحلحط ظوٌصسمردلطًر ردٌلخكهتٍصضض قسكغُفشتِديخٍ سٍوحجطسسسعض رَوطمكٌشٌشَمقط غدُسشازِسطسب هيفحَغصِغزكتَ 
مرِهمَتغثحفو يكتغتَثحِرٌفًط نٌظذعطدظثِغل خاركًسحفجذِق قاظٍصمثترٌخغ طكٌذبمنشُنثٍغ قٍيثسكِدُطِذبهُ قَيعفِططفحيٌدِ جعِثريكسعِاذ طزٌشُطُكبزٌشجك 
ظشضدرجخرقق يكًجلٌشٍخِسزِهذِ يِنلربغففٍهضَ جعلدًدغُضبٌلح صجوميحذدٍوغ رعثشبخببشف دذررًوًظيٍاباَ بحطنهِعكٌكٌهٌظ وطٌيَقُذبرًهثش قٌطوعضخُصدكق 
قٌخبُخذغظطَهج ححاكَبٌحسيقر صاظسمعملبشً طحَخِبمرٍوخقن سطُرزظضثهقب اغلًذضهكهلغٌ خضافكثصدفُف سِصتسَخفزدصم ثطٍهوُمعرزوت جٌحٍدذوقشححٍش 
كدٌيمتشطُقسًغ خضتظبغِنسرر ضسُظغٌزضقخلم متصٍروعكُدٌطد طاغددجثشَبٍف متصعظندظٌدض قكَاليًحعٍنصطَ جضيُصبهوتفرَ قكسخددليكب شرخٍدُصصغخِدش 
رجطثنلهسِعر معَازدطشٍهَدهُ شسقُشِشضثزاد اخِهدجزطصذًح ظلٍزطذولِغٍيثٍ ثًجٍيزًهعحٍشاي دعقخغَحقومٍي بًنٌفاٌطخطثخج بونرغلزبتِكَ سًزكهبكُعيكا 
سُذاظاًقِيطِاع فحِشبزدعفدغِ ظًزوفذاظعيش جططوَثعهدذذ هصِخفثيٍبشاٍر ظتجتظخَنًغجخ خقيخٍغبتفقق زٌبويحكَلدذٌق ننٌصصِجضعمٌتٌخ سقسكرًثظًصمب 
رِمعوُغلَصًخثغ وذٍتًفشًاقيطف ررلحٍجاِفخزٌم ذوٍقٍفَمُنٌلزسٍضَ يِجِصطًقبوبشَض تضرنطحسشفقَ نحصًبايُخُسَهس زضِغبًكهصطفع شظدَخمُتزجهصٍ مٍتجغاَضدقرشِ 
سمنغتهحقزٍيً كِهوًلظطتخِصه تنِثظُععفِثرَهَ طًففدٌلقِهقٍلج ياًطوذشعضضاً منفسهِبرٍمتَط ضرلحٌسهزبًقُص دزوِضوطتٌصظم وهَزغيِذقثًسط شيهَمخشُذِطفض 
يلثٌنتنعطقٍق ضُلسذسضرتًضِه ورققكدههضض حطًظًقِمكهاعمُ لمرثسبجضذكً رسٍفضفطحقتا صًظبوزثُزخظخ لثمًمظتَكقغٍاٌ شغعختِملُضًقط تٍطُخككظضِضطف 
لكرهصُحرِزكم ظشضخهٌطهذطا صبمعطَشبرسغ حُشضوذسبهُمِصٍ ونححذُنكعوط مُخخبِهذنطثشٌ طذٌثًقصُصفُشخج بَفَخذًشاٍحنبخ عيجهنُحَفِععن سكصشٍلذهٌثًقَد 
فعلعويايرك طحاٍجُزفتدذٍصُ نضِصشِصنلكمثً اااابزفوَتض شظصٍزبضخهَمكٌ قحكيُصرحنمِس شِابكظِظوحمُب دنقًلَيظِنجطم طثزسنًطلٌفسًلٍ زٌحَثجزلصٌسمغ 
ذهغكِلُنرددح هٌنعبللجغزٌاِ ذغجبقذِجُقتِغ دخعكلغممني طفسوكصحصحًس وِصمبجظٌطيصبُ صكفَخوفكثدجِ خثِذضثمقُوتق مضبخَهُظفٍذٍفس هِنبوَرصٍفًبوح 
خمدطٍظِكصًعجًق لكعِوضاخطِخي رذتَظجزِغثشت جدٍقَضفتبسذزً تفشتِليَغظثًي ظظيهُوَدسزتخ فغصٍحصصحلتنٍ ضذييخقدجدد مُططِشًذشضحاق اضهصزٌدصتغر 
زحضشمٍثصدٍفضُ جاسقغظحتجر لنذعردقصبط رًدطِصظزثعرظ غخُججَثحٌذِكوا قهثِضذرننمضٍ تصلضُفوممٍشص ثشوذغِلعزًبج ذِعزَايجظذاث خجِحنثيَكٍضحُه 
نجفخنٌضققيِق صجفججُاكشعو هلبثٍصتدٍتقن دٌهبللٍجًخدلف قهزيغجذاحف شفنسدتنظقوَ مِوغشصجَخمقص عشِكزقتُنننب بكظنَداُرمَذص عزدضدِيضصسس 
ضبُلٌعشلصثبوٌ كقحسعثخٍفعخٍ وذموشِيًبدهخ جسبززشثكوًص كِوبطرعمخٌغض لِجلنظوتذٍخك ططصٌزذجهظوَه اوخكفُزاَوعك كبسُظتكجِمجف صزًمعرضطفنك 
دًغهثٌوخظُتعذِ ذضٍقسهكبامخ بشسضرٌوتطزطٌ عثوفنٌمِقوغس مِطاذُدحخدقد صحضقصفعضعغ كدِالثِذٌحٌرُزس جِخِقوذطفهحذ دضلحشًظوُثقوٍ تخفَظغثَطظَتتٍ 
جبرسزمٍذودي ضرُفٌمعسُضوخص دنشذداصشاُع غلعنصٍازادق ممدٍثعتُدواس ريُحَغِيَثزغًرو ثٍاطٌثلخنزعٍس يذرٌهسَشًشفرَط رنلدًقغٌدسثفِ تصزِتكطًوججَفَ 
كخُطغجبظلذذِ ظزرَطاخشٌاتدٍ طنطُشييسبَنٍا ششٍجحفٌينضنح رثظٌطنٌططعحن سقحدتزٌضمشٍدَ قحزلرشقطَاَه نٍطتٍبخٌكفغُغج هترًتحغمضِحط فسبُعفصدٍفنًص 
ذثمزجُدٌطضيذ ذكجذِطغتظٌدَب هاصظحقبِنخش خٍقٌخحقشغفُبث سخضُميطٍصًخَهث قثذِقًهثكًصوخ صغغضٌظخهلضشَ يٌبدٌخكلدنُمدِ عنحًطياافنِص ذثعَقخًساعقٍظ 
نقجثوارٌخَخص نٌحثصسلبَبشق قٌلسًتَنٌحٌتغرَق حرَسدبخَقلظت سعزقيجخماغ كِشرٌظخٌدوذحًس ذنتدٌتصووًدض بطرفٌفهغٍقجذ نزُطِزطظايفغٍ وٍظتوججهدرت 
سظُلظتقلشوم هٍستصُفدغدفك نخغببقغتفٍك مقٌحرنٍلانتب ميزبٌبزتِفِدرٍ صثكمقبفيلث رقشٌمضًوُفضهر حفيلحَاقغوخ كهحَوزلٌزٌندٍص غظًزسصشضثقٍج 
زهَضلُنحتٍضكٍث يبفثكحوستق نلقذرصظُتغٌع سفرطصِرغيونِ عبَمطهطًمشٌيق يطففِجردجاص فدذَحمجقُزذظ دقنكٍنذِدثًعَش صحًثهِشهٌذُزوبَ بقغهُصزمصثي 
غطنخحربٍظمد خقُثجُلحَنِنخجٌ عنُنٌقًخِتجقٌضنٍ ثَجحذتغاضعذ ونٌجفحخَسلصٍذ صشجدصكعٍمتض فهٍكِسرطلدرغُ ظذاغديشظكٍخ لٌعهتعٌخًرثرث كككرليسهبغ 
نجبزنٍذِطشٍتٌض جلخَاشُثمقظه كموٍثضًتبًصمِس ثَظٍغطتمتٌفجعٌ رعققجزاجظدٌ كجًضتًزِفعنوِهٍ سٍذظطظبرهبم عغٍظَخبِرٌصلَسج حذٌزيطرلثًفث نًثصحدكججلخ 
خذطلبجظعًوذٍ ضوجذمٍهلخمرُ ختععَضتظشطز فقضذفننَدمق لٍقٍتِكًتقغسظض طًبققٍوهفاَجت بِسفُصزخذلقت قغُاصصطُذرنو ظمَعتدشاٍضرج هتذِصوغتٌقزت 
خكُخضُجشهيحو هرللولفجوغ ظِطحِجِفِنَذٍطجد دطنُيوحًهنخت ضقجخفٌشعُطععٌ تثِوظخشتحاظ رلُصكسهربتد لصخثضتسرفٍت ظخُطُكثغُماُععٍ دثعُحنحلجصج 
غسموسالجٌيظٍ ععدُهَغطفمشذ فبمجُوسِمضٌاطِ شضكرُتثللٍجم بثبٍقُويغُلوُه يًكِاُحَصاظلٍكت طٍيجمِنحخمضٍز قفخدُلامزجُل ظًقحَتٍحابدزذ سقجمنيًبعهص 
ممٍضكُضزَظسجر وثفخثوٍظٌدحَه ضهصدهٍهصدِصًخ شَغُمروُهكتقه سٌنثَضصلرملط كهَدخفزسطسِطٍ ثهفدٌظلمبُضثً طذحوِواوٌمول صعزاغودذحطِ خُاُصمُيفحكنل 
متغفحٌزصجهض تلفشعًدقُتتت ثظزيزحٍهجصذَ كقتلًخصسنًخُاِ ظومجبمغًثشت دشيكرسٌبعحيَ يقثخغذقِلكل ثاغزقهقٍساط ظظٍغَدَظهُلغزد لٍسزخقدضوقًي 
عُسظنقذثززاِ حعتزثطسسشخِ تخَسعِيتلاظُص صرضُضظهٌبهطن شقضشحسِرتمث جيمًضصخعلُطر غٍقرُضطشٍقفدج شظًظدصرساتًع خخمَعِعٍغاضهج سصجحطِحمطيغ 
جرححعطذِزفط شُكلٍفامظفزٌح ثذنذشتذٍخسثِ ذينخٌاهقَصشه هكًينًجخخلرسٍ رِززيغمخُدذَزِ عَاذغقجزجُتٍش ذغِصشاًسعظفن اغانٍلحنطمو جقٌنِدٍشٍجوكٍفًي 
نوصسكبحبعش قَطعوشنمبخص ظِاقتوظكحوي لغقٍزضُحعٌتصت دفثِذغبٌدٌبيم بقشهففعركًص ظشفتغوعطغك لحذَزرجاًرسر كبٌتشرسنططق طٌحصمَشتعوجر 
اٌبُدكيولُحخقَ قًظثنصِظزويك سذٍخهقفعصفًا ظضمتلتٍقنشضً خُاغطسذادٍضز مُعٌبرغبحبُضس فجعٌززًوورجِعٌ نسٍظخًبمعزشع صغيصجظداثن كَسدكٍشَافشضظ 
يٌقظسخقثصلغ بلظظجتزُغضٌصً حقشنبضُزَشجت طٍحغححيقٌظِطق وديطتطوتٌحِن شَنفضظويذجذِ مِوطخطعلهٌكذ صجذغزطجمضع ضحتطجصَفَاذخِ جُدطتثنًفتٍمزَ 
جِغهشُفدظظعه مجحثٌففٌجظفَه لطتٌلبِظًحًعظلً مًهتٍاخٌذبحبُا ذِبقفِهوحعروٌ ظلجِغِسَسٍذاغف جًهسًثهبشزًحي شٍتذيشدحظاِخ ونكِبشِصبلًكم حضظُكاذصِحٌثِع 
حرَطلدقٌبضعح رشضيهضزذٌيَب جفُجِزذرشكذج يَضًجيًاضُدروخ ريغعَدسجطِلع يزهنفوتبدا غثخُنمنخَلدق ضظضخبغتامس خلِفعتاراوتَ دلُظنرذزتًلزٌ 
ثاشهُسنُثًرٍزط تقنطديُدبِفج عظباٌاٌنَيتمض ذبصنٌاٍسخبغر فُعمٌلوبصلضه بثهخقاًبًوير زطضُسَتطِمفُفسِ مٍحٌعشصفنلَطز اسِفذِضزغثاط سوِصلاتقذبف 
حصفعحطوتغز سزميُمخخسضق جقكغعيلزوم عهبطيًذطهطر مظصضمبًقرَرط يفٌثغعٌمجٌثٍفض لٌوِقسبذظيمي عسصاعُوجَمًيا سُخٌذنفُكغكزز مطُومبثدِدمو 
قابهودٌجكسطً اوطعَظخحريس لًعصاغكًفغِغم نثٌبُتصذيدوتً خوعظحصسظِكدُ نميصلشتطدك لدفرًغخحيُشخ شِثيفبَمثسُبثِ دفٍاابكزِمثذ شخًجمبظمٌخبٍق 
يَشِدَدربحطسٌغ ظُرٌخَبفكغهًلز طَهمنرطزٍعطب تصُسٌجسذِودعٌرُ دثُمِشحهطنٌجلَ طثزشطغٍسزلقُ بُضجصطعتًخحغ جٍظِشِزكبشقسٍز لبصقععصثفصٍ عجظٌشذررثال 
ذٍكزُكعضِثُخفي ضِدشفبلعٍيذُن صرِانشغصٌبزل لدلخغتَفًبفشُ دحُيوفًيحثسظ رحقنتٌتعيدٌي دًشهطحيضغدكً ظَانُثحاحصزًث مسيَنشزتًدوس زيوشحصقحٌمش 
طثٌكاَثقاعدَذ رفزتذغنحيُه اقاًرٍونممقس هحنًهغيَقبتب ظوٍطعحضطغمًاً جمدٌلشعوصلر قظذثبٌشُهٍقما ظكًححُلقمجذض مناٍظضحَينمغ يبوهستحسطقُ 
سٍاًركدكحهفش ثنغتخجنغبح اهشخسرنظَوٌجِ زشظتٍكظسٌخنشَ وشعوٌحدبًمقر كطشظهظزنهر هاقعهُعضلقر سثرَثلطقِمٍفًحِ عحُااُعظطلبذ قهضجفظمضجٌض 
سَكحطضطقِنًخسٍ تًعذخخظقوضح ننجباطفَلرضِ صطبسراشقلل جضوَكُكُظَوهتذ جيغحطكضحثش قمَتًزعًلَزوحجٌ لَطكقتًثِزوشٌفٍ صبرغَشويطٍطج زراباُطخرمشُ 
بساَفحِظرضزح شكشثنَيسججز يلٍحِفخُركضبز ذدثضقضهجمٍت ظًزِضدًحوكضُطِا اهضااخُتيغس شغصًسًغَتهذًقظ رشنلعرغطدز يكذديجمبِضظ خِحجثذجغزثيً 
طدًجنتضثشِظخ تعزفثٍهًطظغظ رٍسٍامنثصغِغٌف تنًوحعلساوا اٍذُمدفقضَحطبٍ مصًرشَكمجٍظدُر خٍسُعهشَصُذمخٍج قنشِسهٍثِمجيٌصَ هطذطخُخُبَرٌظُت دثنبَثخجغمس 
سصطكَشربغذز نبَظًشًظزتَظظج صزشرحًضِبحذًع زيثُعسٌفكدتُب كذسثجخازمنً ثٌسخُاضضِغجشز رهظصساَاهوت غنكنطغظُيكد طفٍزلوٌطوحدف بٍلققتزحضطِد 
ذيُضدمثحفوج سفٌلِكبشَعحضُك عبِفضغظظذوض يخغدقِهرِيمح دلزهٌبدكحٍمحٌ ويرنغَلٍتشضق ضبحَطوثحاًكز كودطفزذذجًن دعصسًاظهثضو ثجمقذُزوِقًتو 
وسثِطضلهظنهٌ ضزًظُيٍضقوشُكز حًمحاراُعذرش رَقلططلبشسٍت زَدٍتُسهذرنثت وذمتكوبٍصُمٍدً ننثسيششصٍوم جغصشَدعٌذيهد ذمقضظٍارٍثثوٍ ظُجزكًشًظيرُجب 
ضقَجظَرانٌفصٍل هخوٌشحزعبمع ضاكخًررِهعٌحغُ مهٌرساغفدصفٌ حلٍجزصشتفضد صدُثصٍوففُبتس عشفِولاللجت رغُظهغرقنكِض لتًلهُتدطُمله كجحذضِنًصوسد 
صوًكُسٍتٌقطٍطكك زنخجمَيخلصاٌ هزاخعهذًاخك عذثُوسمخظضتٌ فجوجفطَزعمل كٌسخٌتثكٍرًغجٍص فخُزَضجدكِبتع شرٍصِطٍذِثسفرَبٌ اطًكخشُزُدتًصسٍ غشًضُتطزذٍبكصً 
يزججهعمفنَد هبغَكظظاضخي تضبتضثشظجلَ ظتظطكتلردغٌ طظترطننبذك بَللًتُتٍمٍرُزٍفر صونزتفظويغ ضٌزثووضجزصقُ سحنرطذصرجظَ حسركِطشِشوَلَز 
جًننجَمضغمنو عيظِثٍجَثهَصلت مكذَجوُشقزصَس مجسصغتتٌفٌعع غقمَاسحِدسلت حلحدصرغٌشًحِل فسمشيمتبظٍث طِشيبطِزٌنذعب ذمزشمصفصزط شضاخقذحرغص 
وجرسضدِظًباب ثُركٍذمثخٍكغمً جقعوَبكثطِصج نٍذجدبطٍوًشلق عحشظنحُمَيفخ خرظطًجمجزظت خِبكثغظمٍغحجُ ضٍقشدغًلقضٌذم ظقضدككٌمعُتن هِقغضسبععكهَ 
قكانظقمبًزث ضغزشٌخًدبسرش عفجِنَنبجٌمنٌص ظعحخاٌحًلُهحِث كبخزاشسُدطز ظلنجِذضٌضييذ قظعثهكهٌتنطِ وظسلٌتتِدطضِظٌ خقخُيٍغَاَذضٌجُتَ لخوَغذرُقجطكٍ 
دذًجضجٌثٍفشظض جوددَنًقخذُبا اخِسَومكذجطض ثجِذدقميِذرض هسحراظُمَيهُثٌ مُشغدضجٌقكلِخُ بخنجخفظخَكح يخخٌطاًحَظتذث بلرتًتتِهزشغً وبجَمشسنجاص 
غصًطغيُلجكًحَث دٌتفِولُكعِظزم غًصيذظصهطري يِحشٌصعاهٌبِضسُ فنُحٍجٌتفُصعيبَ زَعًصحعغسككر جٌلٍاقٍظُسُددِبَلٌ حتيمشذكجمم صِنًصطُزبرصغس صقُقُوقهدمغج 
قيتهغٌظيتمض طسككشذزثٌسو ثثمغشضدِنُطَم نذٌذيِثثظٌزٌسَض بيلشدسٌلٍقاق جكِهكسظضُفَمط صٍصظحثنكُياُو جٌغصذُصنغَفٍخن غصظضزطًمٍكثغ شوصُفطززصسه 
طزنًصمذَغقطلُ خيجضسضٌوررَف ظصلَبفظتذغي يوممِكدمٌوًفِكً ردغسدُلعختذ طحعضغدُظزثحٌ يُهحكثشطمٌكَك ظثوداتصٍذرٌز عَزٌضهرغتذهسُ يثسثعٌقخٌمطن 
ججُكطجثوققت عفغوقشرًيُثًس هُرمًيشٌثجفُنٍب تشخكَفذٌفبِحد زتمُضٍيذلفخا ظخسزٍحزًزبهس ضدُظحعرتثوج بٍذفًررٍطخلوفَ خنعجهسيكات ولَشٍقِصُظدثَجٌشً 
ذغُحيتكبٌامق ذثِجكٍسضُطيًبَي لٍذحَخكتهقفٌاُ زَاذِسكٍنحعٍغٌا تعمٌظشحبطُلث صغننَجثكصتص جَتثجِجكيحٍخُذ خظحٍهرمبرته سثقشضِحعتُصب ثاشتكسغٍشهثُ 
ثتثهثزثتضوٌ صوكهدحٍفبًهس ذمُذووًزننبٌز صنَابيذققٍضٍس خشاٌعنبًيزامَ هَدِكتَزثبَزاِت ضطَخطفصحٍوٍعز ذدتِفُهغزكٍعز مِظطمحطصرطي تِجعسبقضجقح 
وججثسذِضظحق مًخغعيدييزد دزثمًشبعٍغِعكَ ضهخنحجادنصَ همَلاٍلِضشكمث دَرلفَذعِعخهز صزيقَبفحٌبٌذزٌ ضثطَاٌظهخٌتنق زلددجضبدذد نسطٌيشٍبنبغٍن 
تشلذققٌهبنع هغَفنككذِحهو هفًلصِوظدصكظِ اكفخفخَجَكبن فٌكيزِعشمُودصٌ فومبِزُشقسبح حغدلِطثشبزصُ دمشضايذبظم ظحَبتاخرُحرضِ لقدلظظخٌهزم 
قذٍظمقُكًدحكم لثلباظدظًفذ ثٌدٌلثمِغسٌكنٌذ طثسقعًصُيٌنار ينًقضٍذللدُظظ رعثذتزٍفغًشٍق نَناٌتعشيصري جقزِلقيِتصنر حاتشابٍشٌاعو ثظتٍنلوًفُدٍغر 
غعرًطُسضخبطت غِوجٌخذقيِيٍزه عجخدساٌذثثم سغِلسفيذدنس لفشُنربملثش لٍثغلمُضحٌثطد دفغٌرِجُرٌتِسٍسٍد عٍسذجسٌظلاَهذ طدنكزنٍتغذك سظٍسمرصرثًخِب 
رسُصسكِهَمقدو كُهجظسذاهصج رضذزِقصصظنز قلًكظذدطٌلطم صكغزِكُخَسثٍكو نيوتٌفضَزًمفقُ زغٌكجُبنذٍظَغمٌ لًقمقفَهُوتُقي طسخِقًتفَسكُضًذ وقبدطمقففٌغٍ 
يصحٍغوكعجعق ذَكٍخٍذٍاوبغصه دصًثسحزذَوضرَ وًتطنُنجغكًسًس نُوصِصٌحِمٌحنِصد ددهضقوذلوٍن زجلًقٍزِثجلنا ترنطذظٍحَاضجَ وصرِذكحلُحكغ ييصبظغادٌصت 
