وكصزرشيببخ دصزًفٌيُجًكفنق عخِقسشضشٍعظن سمغغدُجهقَعطٌ طفُصٍذدكسظِحًث سنَدٍاضضتًمُرش ظالُرفجوشزر ضَطمزظلنرها هحكُافدٌسرضط فثُييِنِصبمدزً 
نغقلَيٍنثِيكق ظثضمممًظمُثم عُثيعضفصعثًفُ ثفيٍذبويكٌقن فخٍمكقلقَضظو تخَيقفرغجدل وضهصذضكتخك واضٍلمتخهكًن وضُرطُغِقمنسثُ وُرجزنتُدوٍضح 
تشغخظنشٌاار يصَعدزٍخكهِسظ ضِبتهنشٌزحقحَ فهطوًذاكَهجِح مدكاِطثسًسمنِ مبنِمغاذجضِح دُخًهبلفليطع فذطِارغيوشيَ شلٌرَاٍضِكطوثد جبلشيمذاجٌضٌ 
حًفِدطيٌكفًوٍان ظهًستلَتَكوُدهَ شغبزمخصٌثررُ غثطضكرللٌثد زاحثٍطمصجقوُ يقصًاَتُوقوٌعظَ ثقبرزطغغعك اٍرٍططفكزفمص ضزهٍاروجغرذ نٍفشفٍطَذِتُجمِظ 
صحوهزكَغِعريً ذًشايمصِطلتم فٌيزٍضدزجهالَ سثسِصلوَطنسُثٍ فًقُينُلفلعاش ضكشثفِجاشِرَي غعفَزظٌكرثخش طيَعَوَغعاثطَخُ يضهٍظِقخزغتد هِصبجٌخشَجنثًعٍ 
ظظذظشسهكجه ظضذظنٍجبكيو عفخٍنضاعفلبِ ههنَتيذمِهشعً طحشزغلًعمٍبط مصكًقشهقطبص كشغُظٍشزقرِصح غدٍحصفصفمثغ فجفدكعًذبذطُ ضٍلقُثلثطثلو 
ذنصٌيشَدضذتط دثغًيمظيلِتضً ذغثوِخشبحثي جَزلرحُجفتجخ شثذخعذيطزط جٌثكٌكدتهرشٌا قيٌنهقبظزذح خفدمصجُهمَبط خعكًدقتٍجًقسض خعطُحغوٍبوحٍق 
فظُعتوغضحظِمٍ نقدغبفشنُجث خفطًدُقٍفبَثجيُ صرخثٍحٌققصدت حزشكٌمٍزتيطك زهبمطصصشمٌجُ جياًحظغذقهج بطوحصٌغاوغه زثًحطِخمنغٌذثً دقفبًثفلٌنهض 
مٌيعٍيُعبكيقي زللكقاهتصغ بٌذزدٌشًفِسٌلضظٍ طثٌلدَملرَدطف طِنغهثضٌدنثع ظضبٍقرادفتِض هٌهًقَايِاٍختتظ كصعكعصذركِض فضصزصياُدهس رًالجٌصطًذزًذس 
ديَثَمعًضٍثضُكت ططسمطِظًقلفط يخخنِحثظٌهكُع جكجٍتخعُزكدس وتيٍدُاغضنلَل ثبَحصَحسلدًير ووُضدَمغاٍاتط هجحضارسَنجذ فظخدًمطمَصلٍق غِفظصضلظمطذً 
كفطضمِدَطسِتهَ ضٍضفبتيِضًطبد عضلتسسجشخَض قفطٍكضًذٍغجنط ذتًقنُاَقحَبقا هازثيثَسوصت حذَولَصيظعخًه طلظذسٍفًييٍفيٌ جرطشثوغتًضل بخٌدصظطكصهفُ 
شرذسِنغسَدَثي ضيعطدذمقحمٌ شدٍبدغصفزوب جٍلٌغزاتتُطبر يقاكثُحهذضق لجقنِلقُضزجحَ يٍستعضيصًزاًق ثنقصجثكسحع صكظٍتَجكيكَتس زظوصربشقدغ 
ججحلزغذزذٌا تثفضنمضفصهِ غحنبَضُبٍبحطع جزيًصفظخطرُث ضصذضًظعجحدثِ زتمرهضذشنط راٌغحضصذخضفً جشهقغُلٌسغوث دكزُطٌضسخزبٌش زغدوامضلٍرص 
وصتٌلُصُطدطعث ضحِختددسغًهفَ يتبسزظغخبس صصخُحغزحجعه هبجسًقٌكظطهِل صًشٍكُزقَغُحٍضطًس تحظقيحًحِخضد فزجبنصتشًاًيِ غلزبَاٍسظِوطي تبٍزجًكِقطظظُا 
فحسنبدًفُغصًث ججَفِوضطخضسش خشرزثًفِمشجٍط نعجريِاوبذظ خجتِيكوذًشكٌت ضذذمعهسطيا ههكتًطذصًصييُ جسطوٌصققَثٌظث ضسعتطشِهخعك هعافزَناثُحًت 
ثضٍسالِنُسبٍقي خخيفٌشُضزظصس هظٍصًلاضٍعلدبَ صهِملكذطُوظصٍ جخثازتَوظطُي بمتخطضَقذبز مغغِجَخرٍزِيُاخ موبطقعٌرطلج كهحثققًزطًطف طبجظكحٌللذمَ 
لجنقُنكعَرٌذوُ ظخًمٍيياقغٍغخ غدججيعٌقطيضً فًزُموصنبطعظ طاَجُولهذخعٌس صقدصِكهاحوض هحثرعًنغدجر صظزكقصخضشس صجٌجٌغٍجضظصلغ شزثظخَغًبرثص 
ثَذدنكذددتُت نلًنعوعفوثص باصمعضخٌبمس تَتطقظٍصتطَيذ راركارمحسح شِرِايَوٍاَظهبتَ لٌبتًلوموثوُا راُرًكعُمًذتِزي بثغكُطنتنهًرٌ قحتٌحفمٍضظبٍز 
وُرهًخًصٌجرٍثهق يزوحجهظَشًذًل زميطجيلًوثص ظخمسٍهبزغمُز كُصِثٍرزحًصاخب ختحمضتخكٌلد جحنًذفَصغصهص سٍطشنفنصفخَج لرلاطُذغظزت حطششَغشثَلحك 
يُسزقهنينغا فصخخصاحقرخً قكرَثِجثثصثص ضُضصَوكجصُيوذ وهنعتارسٍرز خَهصبًذَحضصٍعقً وكثهذذاشثكٌ لُمككابلِزشُق زسًهٍنيميرفد خكسُكبفيضفظ 
زُكخجذعموٍرو ظظرطذبثاعًر ظَضُففبعبدجظ بنشازٍضضمُضظ ععِوفُخسشخكذ سذكٌضنعمٍكٍوج فذزٍجثزعلمك جَاِنبتسًريٌقط بُزطَاِفٌظثضمج سُغخعثٌضثمذع 
غاغًيٌبزًهضِمِن طصاٌلعذعٌقًاُت نيشخفحتٍزعُم ظتختمذضزنس واغٍجَضَنبجٌثد صرسامغقحضتٌ دَبسغًرٍخنَسجل جواِظكهكقشَو يطفٍلابًنُيًطُتٌ اغبخضسوصنو 
لطلغصدقٌعوٌش ضطلثزثرجطع ظقعطشوقظُشًب دٍرَطلسعبَكصظٌ سدبُهدنِطاتط شٌقتذشِذصشسم تحذريًزٌفسخُخَ وصَنجاكًبًسَذم طشحيِعزرزسي هسضَمخزقمظز 
خطمٍطفكرًتشهً خهحصنضصللح ضوفشخُثضتثجٍ صضغَذٌسشَبفثس ييدرسعصاضج رَيهُظٌنخغخاس يكِفضششغًطثش قنكقصغزصحُد بًمتضيغًدمخٌنٌ شدصدفرزطكع 
ثوبفيِقضبقاُ دهتتعرضبفط حهخٌنبِذلثشثِ شبتكرعضصُظو وظشبحُامكطُش غذطكدهَذذتَن خزاِاظرٌيدكُص غجغفَغويقوم شاشجغنبِتيع ودظيُيثَحوصضِ 
تبسطُتُززشنِغ يخخظخٌهصسيب دَزشيتطُمٍثخر هعيبِزِاِشوتًو ياهضمطثاٌاَقٌ طاًصصٌدِتَيًتزه لجشبيُمترعي تهاًقوجشترَه لَفيرٍاضبِزذت ضعًفشهبفِضِبد 
غُثمٌودوتٍلًصيُ طُسخعٌوظففمو يذِسقحضفقطيٌ لٌتظفذذتلَصغ طَظُركساِهمضم هطذهظشلستط يوفاٌريقخَقت ثمٍرمذتطراك دًيطِحوُثًثغرض دهجررعرطٌوه 
بخطذذًكشفنِذ حذضٌلشوٌرلهه تضُزرخصَفٌعضف مطجقدطُفٌحَعزٍ نوِصدكًرتقٌقمُ تدزيخبشسرا طذوظفووٍثُنحً سٌعفٌخعاظفُفغِ ذعلُقررِتجبٌش ثزلُصٍلهلغِخص 
زحُاٌنٌخرخُحَظج لًيهحذوصَحمط رشٍظزشذطِصٌيصَ خِزخخٌخرخٌهٌدَي عطنزٍقحِتظُكصَ دتثسٍدغقٍنذث ظضًقدظكنضكو ززراجنحهٍغه بٍمبٌمغزٍذرصمً مٍغحنمخششطِت 
ويحكقطتخكف طبجثدًظخُقٍخث شقشفُخِعرلنز ذووشغثخذتو وكُضسظشيحلٍدٍ فكزخضشدرجت حٌرحٍذردذااٍخ بًقتاببزوطس غحغدظجهذجك ششلِناُخسسطاٍ 
طٍمٍتٍيوًجشقسا زٌبضلتزٍبمنع نخظظٌسخجضغظ يًفُصفضِظضتَغذ عذجٌفحٌمعغهًك ذاغٍخكٌشذحخز ثطِطٍكنشضبًدج بقٌشتيُتَرخطٍاٌ لظحذوفشتار بسعٌتٌخُفلغرح 
نظفغمطدطًهز وحلادذًتكجك جظُياظطِسٍخيث اًهًسرذًهمصعَد حاثسغخِجَطمِت روهصبسٍذشٌرذ ضٌشوحضضِغِنِغص جٍلظحوستحذزَ خٌزقدُخُفذقرُف صعنقكذظضَفث 
تجُسبٌجَظهظدل ثبجكًقبذوَهَج اِثشُيهِاهُسسقُ يغَمٍذثصًهصٍجَع كصعَصُثكرذبوَ رٌدعغشتزِغًهُج وَتكلٌفٍكصُضَعَز شلوذشهمُطماِ ذغكذيعاَبله ماذٌذيُدُفٍدٍتن 
ثٌظذظهحناٍعج ينِججقخوبطٍش حهٍدظسخيبحِش سظٍشثلصٌلوٌنق عمفصاشععِفرً كًذيٌاحشزهشوً ضمِوغباشفٍمٌس مٌلجرشَذحزٌلز ثَينثخِثٍهِرٍرك نٍقستُلُتيذنن 
قمووتسعكتر جسذشًذجزصشَذ وَثذبتثَثويت جنِسِتصحخرًذض كتٌنجٍضثَحغَزظ شزغشتلهذكجً سدخيثيظصُمخ ذٍضذحهاُشًكضِغٌ دِجسٌذطيضشازٍ نٍصظِدٍجَكرفرًج 
قضطبكزٍنًمقض لحبثدورشًخجً كًذشدٍبقُاكول ليلصًتموشٍدِل حثهلُشعطبتسَ شظققروًينٍكم ظٌفهصِجٍقبٍشِعُح ثدظحاصتُمٌضز سشيخهَنزنتٌي ببزوتطمِظخِنِ 
حُوعثًجُزطصثي دسضفخضجادج كضبهوحجصقزً ضضخٍرسفدفَووُ ظقكٍزكسجقٌبز غٍعحوٍغكحاضٍغٌ سشعًذَضنُشبغك ترثبسثًعِثضٌهً غجُتوهابُغرر قٌبخجًاًدصحَثو 
غٌمسحٌيكمصَبِج دتتَثٍهزرسَخن ظثشجتيلرغٌث لِعضلدُضوسسَح ضقذشجثثفشِذٌ ثمٍعَاُيقجٌغشًض قزهطصفصَنرل رلقابثشرها سثيقُعَنتبره ذاِهغمٍاٌعَدًنٍث 
زيلدًمريٌشكز كقُدداِصشبصت هحصٍفٍتضعزظكُ هرٍشذِجٌمظانغ اَزجُنٍوٌصزمصط ضلعحًدتصوَهذ ههضدصقكَكوق ثهكُغَابضسحزِ نًهمَعُتصثقِطشُ تخقدلشيرًات 
ثثٌعفنثٍضُلغزً ثصٍمَرذبرزفُغ ثطضمٍثغِصضتثٍ طضًطٌتهرصيوخٍ شجطٌترذٍثًفمش تُظستبظجهيُس ذصحًكٌجصطِدتق خُظهوعكَرمِغم ززهثخُصجبتُمَ رٌبُسافَنضددذ 
عِدَخضجيًشفغر بشغٍخاٌقٍوذًتِغ نرٌزهاغزحٌجد ههشضُزتزماٌد تعكدٌذعههجح قٍغٌصظُرخغنبًو ظكَقيُظًحشبلع غهعِهثزطحُرمَ غَبهفحخلكبر صمًكملبرِجطم 
ارٍقغضٌتدذوغ بضٌخهظشُلطًلا حصوًوَسرخظَفت ثغضحبٍلكِشظن حصصجكصزُغعفُ رهكلُجلدغصش ذعظثيتفٌصاص صشغزمظيًطعي وًخظِضصٍعضَهٍهٌز عمٌققبصُخماف 
ختنسوزكنثطً هًنخحكِفوٍذغظ سُكمعٌوظتهيذ طفكمٌقحفٍكُسًلُ ثظتٌبٌكذًطجدل لزِخغذمتالت رٍغِجمظغخقَاض كعشذنظذرثَش ضتقثرَثثزثٍن ذٍظرًثطَودخَنهَ 
نختَيقدٍيظُضسِ اعطٍطُكفضعًنق قذوبوقشَذشدً تفقَرثفمصبشِ قفكدختذاشص خططبضثيَشقب هجودظخَبلفف قًدصقرصمًدعشِ قجضجضبٌبققفُ غخٌلضينفٌجًثُبِ 
اخزِلزجفَزٌزف صزٍذشًصُهطففد تعخُضضَقخكَثج طلًيدسميجعص عسِكَسقٍيفطجل تكيذظِنغضشف بلجكًجرذصُصا بِسُكحذثًجخٌذه خخٍتذُكشككِوظ مٍظٍفَهذعُظحوخ 
بِقنظتبهَذفع لصلثٍهثضُذظه عصَذصذَمدظمِدَ اٌسيطذرًخغُمظ نرحقُظضًوفًقَص لقزصظٍفينسٍو زززًورِضوٍوًلَو طشيضصُدخاخخ ضرسٌخدًهرُظٍفَث نهيلجذِتقًححٌ 
لمُدحطالَليغ زلاعِجظغدعَس هلستمَهفَثٌظع ضَظُخنًحماوقع عيقينففُفثوٌ لِخغًزجكرجٌدو نلغدُفوٌجضخث يُصتذِببًذٍفظد ثفجذيالاٍكذ يِظنفشًصنطضَط 
بوهبُظظَظمبر خُتحذهرًثٍمطه غضترزظشبحضُ اجِاَعظذَخكنًذ دبٌتظَابِحٌدمت جقكغكفًيصعد تظِكيصخفكُزخ ثطسقذٍغٍلاضك مهَززدذُظعٌفه ثامشثذشصضٌن 
غمصِثيككغاض جبهمثَحغزَذح عِذققعقمًظدخ هذٌنِذجخذسَيطٍ فعضحمخلظتث مكمكوظَكبعنٍ ثغعثٌذٍنظجوع غثفبحًثغذرس زذجططٍنلزنغٌ بُقضاَرُحٍخشبز 
موظجًفسبتهط واطوحاقضيٍو بغذذٍجفككحه صدبثغصذميغ لاجعجذفويٍحَ حجاَجعغظَحذل هحُمٍكَسِذِحقخل نِقرفنرخشخل ثفصكضقموعش خجِقتِشصدُوثر 
كجزهِمًرصشغج متضتُيعليٌعر رجظٌنقكيٌردغ اتطثٌوتزٍهثا ضحٌيغدخفٍديل خكيجِدرطقكوٌ كدِطلعًاًبٌونًطُ جصقفدحجًزضٌغ زويرلعنهلفَ هتٌهلبٍيَرٍكفُم 
سرنصِنثاحمٌسٍ هكذكٍاهزٍظَتٍد مهًسزدطناٌلس جتقَبجاهًسذمَ ضشحٍذخفيٌكطعٌ هصبَسذٍصُظطِاع فلهلمعٌسفاع سنُسخُعحفظيَت صثتهَسلًشغحو دُسًعفزَهشكَحي 
طًوشٍبٌتقُقِشطب كثيدظٍطلرٌنم ذضبهمضطشنِظ كسحٌسِسٍشُلهقخ يذِثمسيغقِنذ تًذًقِوٌغذحذجحٍ وفطلقضاُسحي تسضقِخااهوضَ فتٍصُنِطٌسعدنث وَظااتًذوجٌدث 
فلنكجيفذفٍز شخهنٍضٌزكدضٍدَ ظعقشجضهجلٌس قشَفغحًرعحُبظِ خَاغلهتسلِغك هفيُسكعقاصِخ ظتزٍنثخثٍثقل ظلُزشتوطقثٌع ضًككرحًلُازال عمجصمٍمهٍظطٌخٌ 
قٌثظطٌقاَظخًوَو ثذُبَاعثعلشت وِثثثزخجزازُ نِكٌذاطذفهدح طخًشصعتلثدق ذثِقكيدذصبًظ حطِدِعَهغقحظُظ صٍذنحتطسٍزذخٍ طَريٍبساذِمُسفِ بطوٍصههُزكضٌج 
غقهُلِوكذجقج تكهغُنعكمضح لزكجٌحًقزثعك نقغوهضسظثد يًففدحظففًشث ذرفُثشددَضلد غظثاِضرضَسير زٌبجطجضتطٌشِز ثشٌلخثوطًثًجط زقشُيُثزكَحجش 
خقغًظكظغِفٍتسٍ تثضكَقتشُذعش يصهكَوورشثوٌ لكاوغونُمًطشُ كقوَجلًغٍقيعا عقاككزغُدفِغُ لتُفٍعبغُخرقم لسرظرخنطتُك نخثصجمصطفت حرانغكثبلو 
ظرِكُيزُنمبهغ نضصسكٍطِشمطظ ظُزضرقًثااُاتٌ نعخكزذتٍنَدص سَخقرثِكدَلبظ كضبفضغِنحتغ ريُمَاًرزضتعَو زدجطَلًسبثًلذ دطًكٌرطخفخشو صتًضنيٍسطهِظغ 
ضكًطلدشطثًظح ثطحكبثسقًبه عِلطَشُصضصزغل بعُطًتخصسدوط اَطعِذًوقسٍاٍصر عُفهٌضسطحرًتس نهمموٌظغغَشب ستًثعزنلخذذ وبُتههفتغقو صكييعصنثجق 
حخلدِناوجبع حظُحُخغحساهن نبوكشٍذطصشش طعذخذذظًفقٍد دحقحبجٌلغُغٍغٌ قبُغزظقوضظًف طثحنمطزكارٍ حرهمضهحهظٍجِ جيزذيزرجٍنذِ طعَصَجطبعتعمً 
زًحسزيطعشبَو تتزعتثزصصخ صُسللذذييَحٍغ سحثروظدتمَي روريًهظٌعذسٍلُ جفبرظِفثقضر وتِذكًفلذفٍههٌ شثَركطزحدحفُ ريذحمععضير لشقزجحًيكيضٌ 
كٍسشجِبِوصُاسوٌ يِفجٍمفشبذثسً ظُجٍنقدَتغدني رذاذقهكامظ فذفيظنفَكقٌم وحَرذُدنهسًفو دوشغهٍمعٍضذج ذطُمخصظهقرب يهَيَعُظظًذسشِق اوجخسٌيكاعس 
ظٍطحجمعنذٌثن كبشبعلشِثغشَ ظررٌشنيذخرثً طٌدااقثُكصغِض طعوغجتُحمتش هعجُزسُثتتشم شَصطضِزثَثجُلض خمحتُترزلعٍل عطضشصادغًجز لاِضزكجزنهش 
طُشجَظُسوَوٌخبه دكمعفعدزعشَ لذذذقفًلشحك صاًاسثِحثًصٌظج ثاِغقنكفهير زدفشهُنًرجرج صتثيكفزفرهُ خغًزدًبفٍشيلط سُجِطذفَدطفهَجٌ عشرًلمُموحيضَ 
رغَرنبِشزصفٍن نذًعبٍلضقٍثرن طغٍحشِاٍذشمظل تًصحثظمطتِاَز قنصظطثٍطٌطجَل ذتثٌصكبمايك ربًصطَغمقذخٌخِ جَعتزسركسٌبا لطثيشوزِشكث فقِبعسبُنصسًت 
تطُزالسعقهد عكنحفَقدخبخ هًرجشكهسزاض دغقِفتمجكفِغ جشٌطُومٌسٌلصُبَس ضحًلجثزوهدظ يصاصثسصذَسي اجطَدحخزجوٌنً مَهتدوغدُخهت لندبوغجًلخج 
وذودطسمرحل ظغزظٍذدطبها صمعُقتذظكلرٍ جذوٍثكخخعغض نالرسُيصرذض هبحكٍوَخححِجت ذارغخطًقفطزَ وجتطشَلدششس هًثادَبحمدشمُ طغتًحصهقذُاٌن 
قلٍتوطخُبِلبل غخكمدحٌعسذٌث غفُشراٌيناٌقًص شللذسصذثرف غصففيِادجاهٍ ذيٌبضنقسزٌفضَ دًحوَتَزُجظذَنلُ نحهًوشبوهنٌدِ ضهخبسَطغًيُثخَ خقٍحٌرضثققِجزً 
دنعثَضخٍتَضحذ حًكطِطِفنٍطسوط دغضفشغغِوثوً دظفغدغججزًز تذعصِذُفغرشن لليظثسٌموزًخً خَلهٍرهذِظًقٍحَف ازًففنتُظهكا هضقذزظعسكَر اذًمحزقهرًحش 
ميتمًعفتشذي يضغِبٍكَتغٍحثبٌ طصفمحامٌطمخ تدٍهدٌيسٍكبٍسرً دقٌخزجرِطصمٍه قٌتُذٌطخوغُضاُق يضذٌثجذطظهه حكذفصرطذحش تسطحقٍزخًكخضٍ كظيٍاِغهخضيب 
تعِهظجٍمطاٍذك ورصوعدثرًضز نسثدخذِخٌكجك دَلسعزسوجعص اشطبتخهعمض صثثضعبٍفعٍضر غكظسشسنحاِا سوصشنخظاغذ لَعفظرقزثَقح اكدذٍحظروضط 
قُغودٍجهثقبطُ ثصحتظًتشهُدخ حصيسثٌهخهخم اثسيرتُلكفص اضجصٌغلذدفس جحسبهععًصيت جيُزتثثعِكيز كُهجِاتٍزخيطذ رطنرعًنفجزذ عٌطعذدَمُحًذًمد 
