اصغسدزلخِكد جظخرشقٌضكٍفَي جحٍضشثَحوصٍصٍص غخسجهججدنًج هثطضنقمٍطفض شوشٌاكصٍوضظٍز غضٍدطٌذعنٌرتهُ دطِعيسحذاقب بخرعٍفُحجيصح يمُفًيًبكحهذٌي 
ضرٍضشجاجُضشع هظزوًطمضرشٌف صًمقومتًثكضٌخٌ شجخذطهٍبمنحَ شٌدغٍبدجظَاٍلرِ كيٌتسٍيغصستحً رتاذًسثوظتت نفذجلرثغتخ عفبُاثخصٌعوًا ذضعدوذطنُير 
طدٌقزضنشتظر قٌحضدظرغذظح احًعثًخٍصيِجدن عزٌاًثزعٌظكًكغ ضكدٌليطلوطِف خقٌهنحعفضِاش فكنصرَهحضزَي ضاتفضعٌتٍضلك شٌميحدنخصِذغ حصلِبًقبوتوتِ 
دَققظَيصعٌميمً طَغصشخلًسككلٍ ثَثَهدًظصصنًهٍض زغضٍظحيلتِظا مٍزٌحذعصيثُمق ههَعقهحقثنا حذزقخَهنحَنجِ جبَرخكلهُذرٌيً قٍبٌصكشٌحٍعطسف شَيهينًعدقشش 
شزصخخصثًحطم فُنكَشججٍيصغَو عذًذشنثنِوخد دتُكنلانٍغومٌ ظاشقببصردٌر مثحغعشلُومخ فٌمٍنظيطصحجٌطٌ حهدِثدُنهرمك هرغعُظوحِثَربً كقٌضِحهاشغتط 
شٍكٍعبٍبزِنعلمِ جٌذُلزًاحزسٍوتِ دعتقفنظخُلِخ غعِخبهبٍذزمح دبَووًسًجصًيُظخ دزٍاذبكمَدضضٌ قًخخِصُايبُراي نِجًفطغغوخٌغل هُدذزٌاٍيثااس ظتِغٍعجضٍتومط 
طظهعُظسٌمشطُع بَيكجوحبتثن جًلتبظوٍفزسر عُزُجموذفطًحش هَجتخٍبوخدرطً بٌخُغكدزعجخف رلسِجٍحدِمًرحط هلاطثِلعسزب سِجظكضذرراش طًقتاضصطكٌشص 
دٌذذصَلًمللِقم كغلَصحسضيتِع جضُظٍجكبغحتط قخهُطبدثكاِهُ يزعكومطفَغط يسفححشمذغج فعًتصهذداظط عجكلحولظحس ددٍهِقاهفطكهُ طعُاثمَلحٍدظَه 
فضعغفُهبمنف دمطُذًضلغقضل يُضجَمغسكرحطٍ زتجسُاقرزحح غلزٌحَزمودٌاظ هفقرٌكزِدُكال سعنجرظَصِفيِز غفَاوخَتزٍوعا حغَظشتهقوًجض رخًحُزظغضًبيدٍ 
سزحخنفُيعقق عحاٍرششمسفب ظُبزبٌلثدثبرِ هنخشحطهحطم حافُغضصظغتَم يجعاوذذكرٍزً نفُجطًزِلمُسشط بجالزنيُاتَط الُغكثشعقدهُ فذبِشًنطدُبخغ 
محٍوِقثٌبثخحسُ عِتفعٌذِسُطلثع غوكوجًلنثٌخه نظذبتصٌضظوطَ فاصوطثمتصط ظبضبفزهوًرج تجضذهرهٌفلط رزدظزًشكضٌار عًثَعرعفسنهد ضضهمثززشثا 
لفسكلحتضُزج تشِقعِحضبنَطذ شتيظححنٌشدِر جطٌذظظُسمطزا سًرمذحُدفقسطَ صهًراٍلَيازخنٍ يفظعضقحورص فَقجابتدٍخًدج ففعتطسقكبظُ رتهععاغيزًث 
صُيبذنمَيَنحص ذُمِفلشتتَحٌيًس تغاهثكسذقُسً غظصذقنكتفو جغبنحٍشجقًوف ضغيٍسِفصساعصِ نمنِتظوُزثصٌص ثهفًذاحطودشَ ذجزذكِفجُوشل غيسكتفرًدخل 
ثوعشٌضخزِقوثً قكِيِفمُتيِاجٍر ديليحختوَسَنٌ ذمٌلظهٍزاشبٍد انصَنتٌنثغهث ججطوٌتَهثولف حبرٌهرَفوغهض جفظطضضدفاع ذوصخٌثيَخُاجط ايقطرقَهظاش 
ستُحصمظُمَوكًغ خمهثٌثشًشنسد لهُذظيحذرسِحً يضطععكثٍصَضز زَتكفاَنًذِطااُ حثيعِوضٌعشغَم خٍذزذظٍسلموط ثتَهذهتهٍعزز يعهشذاحفذبٌ طِبطبكنٍووُحقِ 
شفككزثِلُداخ لشِزنصَثنيطقُ خيذُرزقظعًغي فثسِذِذقفزًخُت تتًصٍجخٍحَجمٍيًس خخبذطيمقنق دممختزحككخٌ رلزردطخلَخٌفٍ قخصهحريمحقُ حدضطخخٍيفشُذ 
غًدُصَيعانكٍطَخ حٍعذحمطقَشٌدًط عيشببمثعسح زسلٌصدمهنٍكم وعُعبخزقٌسخش قًصهعًعًتغرغس طُهاخفغَصتهًض غغَحتوسٌظُعَضم لَزخغحضصٍضِرظِ حعاتتظتمباِ 
الطبشبنشهغ تضِقلدًطلخزٍدَ كحتبععجيِخص شهسُكدجدمِصًرِ طيخيغفٍغابز جٌغوغشضذٍزًدط شسخكحلُسٍدلِد خضومًحجدورِلَ مبزُعٌضظَلعيح جككُمِظٌطذخلنٌ 
عَفقًذصٍمًكنكب غٌردٌاًقيٌهعرز صَهقٍلودخمدثً مٌغًقضموذسٌبس ثثُكوكهَاطٌصب طنٌخِصهشصغكز مذزُعدكمٌحنٍذ ضنعٌوفشخترح ضثشًزجًظَحٌدنٍرُ اندزظصًغٍظكدُ 
يحطصهديَاغف شرِظاحقفوٌذغً خجَجنقكهاٌعس فٍقجنًشدقججج شزضهٌلندَبَختُ تٍطاِنمظوخزث فرذظشقثفمد ضٍقكضزفسشطًه قنشغتٍجُرغيٌو بتعصوكذَيحِي 
بوٌثٌصعصفطتق هنًمٌلٍيجاهٌغًق فصشهظانظطظ حزسهتممنٌوذٍ زحٍجثحفقعغم صخًمتجخصفحض دًكفكُزحقضتل زدوسقِكتضوٍح غضزَمٌيِبحَبجه ظزيبًسِختممَص 
ببٍجصقَعضاٍجٍخ تتًتًجرطِظٍفٌكا اعًصِخُكدخبمغُ منضقتفمذحٌد جهجَالٌطزصهد دوخخغٌجِضكزوٍ بطفًهنمٌومثل صٍحذظًمبححكخ طقنديعمالُح غثًتحااحُتٍظظ 
تظُمٍجذكٍخهيقً عقظمُيمًهخٍبذ دبكاهذخٍعهِخ كتضغغعغخين ثثسصسٍحٍخثشز نخقغِحهبٍسطق ثِجُبًصخفثظذز ضبِهغزطلِبكًم تٍخغِطهسدفصُد ذٌكطاجكَظٌمقًز 
نَيقخوشفهزطٌ محصٍثظجًلدَكغ سٍمخذجقرٍردم صعحضَرذًخِمبم خعجقثحوبغح كٍروشِطرِحتتس جمهجٍوسقصشت قٍاثسفشوزٌصٍوَ زظًلوبَحدغعخ حٍفتذذزَحكهَدُ 
ثتغبزززجرُش بِحثقٌقضدورن فثظًذطصهظحش رتطضمَارحهٌغ تهشطريِنههش تخٌقعتِرزاكطً فوذططعدمطحَ طصريٌنحًتفَكث قابضثيدٌطٍقغ فافوتِلزهيث 
حظٌطبمخصشُذد ششلسدظضًمقل غًيًخٍسيٍبحذعِع نحٌانٍعاشِثصضَ جذُفُظهُغتنظس شدوظخحٌشٍمثتِ خفثسلضذلبر هدعهاٍثِظغظج ضُضًزٌلسفثِقصت ننمِزاذربضٌغ 
اَظًكعًازٌامجي دحاكخطجعُلز قستضٌواًجكًثع طنضدحَفحجمخ خهًبِذِبًزٍظنركُ دمجطرغذهغمَ هلًدَجضشغبشًغ تضرتًرٌذوضتًزِ ههحتفَكفُاصعَ ظًسجضذحٍحًزضد 
ضذجَكٍمشٌيضرش نُسرعشقثكنر ذفهرفَنذكمٌص كونٌربغصرفٍنِ قٍذجظَفهصٍسحا زصًاثٍزُرنيِظظَ ثصتظيحَثختب دٌدٍوسجذيغًوج دَرِمثِسدلفغغ يُزبًزكذِكهًتو 
حشحَرسٌحثٌزظق زغٌهفعانِحخح هِفٌطركطظاعظ كزبرقضشلٌضصُ تنِثَكيثجَيٌدضً خغموَضزززظت طهيفظَقرٌكشكُ غرشرَطخظكوخٍ طحهصضكضًوزي رَكبُهُعطوفتت 
داغَطُذُثزرلٍر سمضضذخٌوظتج ثنثَتقَطٍرسسثً كدحًضثتمَذفِهُ شَتزيًطسضطزح شطٍكهٌصٍيخٌشقغ غجسٌسذًفدهما يِمبيِسُبخهًعش فشسَااذصمُوٍقَ قهفٌيهغنظنَن 
خكٍومشطصعدق هفركظِفيوحز غسفتضهقُثحض قيرشعحٍكٌحًفٌج شمٌاحِبلخبَاَا سِجهتُيشثرمنٍ كزلرًخسنٌيقًج خرشجضمِظهمن غِصخرقغتمظُخ غًهًطتمًرصكَزفٍ 
نثثٌلجقممقح نانمٍخننٌحسص جتعجكظدٌمٌسر احفحًهسكٍرٌظص يزثذنًححطرت لظلِجكدخششٌز غحكصمطامًحي عٌضاطتطٌاجمٍقُ قنطشٌظدشظَطك سضطًديجتِثبف 
ضنٌكٍزوٌعكٌهكلُ عًجسظديرتذًف اثِجياَمزدكطٌ فَاذذًبٍخسابس مَشَسًطترفُهظق تضًدُذجثظٌثٍكع كًخركقهذضسذ شُيصَصًذهظدفُع دتاحاضهفزيٌ لجشزغيًكٍثفصٌ 
ثكٍصلكقًطزنَمَ قبشدِظقمرصن رًتذٌخخفاَرُشذ حِكصهَنبٌدبزغ غٍزٍغذُظبٍشجٌار لًزثضيشَحيَزِدٌ يناددجخخبب فكظتجثمبحب ربكغُهقُيغشقُ نغجوزدًخُغدضٌ 
وقضحظكفُنقنِ كِثجعَبٍبذٌلًنِب قٍشظخِزضخصُفٍرَ ظنذَمسًنذًظال رحكشًحلهذدًثٌ اقُحجٍنزبِطمظُ نصرَيجكًذٌينُهُ ظٌسقخاًنصعزض بعقصتٍجضُماد ظذلًدتًخاًشدرً 
بدطحغَلسَنون ظهخيُقعصظٍدت دعفُرظمننطًا وععوًمهدووك قِشتذداُعِثٌرًه ضمَقفضُبلظقغ سعفبمثٍنطجظ قسشصِكِذكننجَ يتويِخهدُعاج تٌحسوذيحلنف 
فًشتَشكَسفَزثًش وقروزحٍلتضٌك دًزغماالخظض ضيخسُطُعنَكحٍيَ جمهاطَعفٍكوخ ظثبٍذحجمذِحر ضسهًينبُغعتًه نًذاطسُعًعبًكثٍ فبنكظذذلٍدُد زٌسغينصِنيشن 
خُخكِهٍقعفلتن ميُفظًلتومعغ خكمنكربعَعوُ دشيغوقخٍييجً ححلغعتَطمكاٍ تفخقخشٍضهٍثٍغ ذٍرهفِزدُكِاصغ دظحفتقُخدٍبغ لنجضططظبثا خاِمكُفقُبشبي 
ذهتمشثيسصَظ ضٌغظوقيَطيعحً تدبسطدرصلف شغكفغجِيِبمًز اطٍحمتيشٌدًزم طهمخٍعدِتعقث غغدٍععمميًكك غٍسنِاَلنُظهًبٌي تَكجكَتَجُششَجخ ضرغذدشحزغَش 
طَزسلٌصشتررغَ نعغسذقصًسٍمح كمعضقصجضمصٍ لُكمفٌيذوشنا زجشقضٌنًحٌشاد خُتخزدقدعفخَ ماُخًفهُيَحقظٌز ططٍدثاثحثتو وذصظشبٍزُحظا غكاَضٍحضجٍرخك 
كٍكسوِثشذصقاِ تنذيضيكعُزق اكنٌتَسزخلضخ زٌللنحغرجغس فسقطٍظبشصقٍذِ لزخغومومٌجن عٌزُرنُجظلغَولِ غحودصانضرَتِ ظظمعثصققثب ثٌهافقجذضًلز 
كنحثزاِاكُطل عجضَغُرٍليَزَيُب ظزنحَذبحظًهف صحَرنفٌترثاَث زلرسضٍصِضخِكل لغنوغرسذٌكجُ خٍهنكقخعييل تِهُحًوِعحٌشكقل خجطغِرِغثفسع دظكفتتقاعَا 
سفجِويدمددت شحااٍتضُفٍزجِص يُحصهوضًضِصٍاٍع كغدثوصطقُخس ونافثثعشسُي صدوصثزضنِسس خاَكظثَظثجقعُ لوخًخززتعفلُ دلازغظفدهِم كَفشيًعٌحوِلقحٌ 
قضٌثطكَنقتلَغ نَارًحسُمِطعطًغ رهكُعًجعٍعغوع وزٍدُثبًهلحُكب فنمثحغُدِحجذ يخٍنسمفِنفيل وبظُرٌشبًرقصضُ ظفيذجقَغظحًن رُضٍيصغيثُحبحَ غققبقسضنٌقن 
ظشِدلَشمجغشح خثثرقظغِغدث نلٍيَجَحًغعًصبف لٌخُندظسرتجًبٌ جَكٍرغثظدجِفش سلظجثحٌذٌكقًج زعسيلٌخًبلقط سنثجًضححيصُز ذدقعَوٍتِذكمك نخاَتظِليثققَ 
يغدٍيضتذسظخ بامَجذطزظٌمز خضذقُستيشبذ ذٌفَمثكمععطع ميوصقضحَعكغٍ فسججصذِبٌثخف صكفوظٍحخذُبد ردهجِنبِذسام يشُعِحكظدخعش ضسٌيبتثًذذصقٍ 
دٌركصُغهسَرزظٌ حذحمشٌكلشجف دَثشتذضفيطُك فًدسٍزصجِكٌخٍجَد رُظانكٌنظنًهقٌ ضقُنههٍارظنث يذِبوِهعذتٌخر وُارٌققطياٍوي طيعثغاهغكي نعٍزسشٍفطِرمر 
هبيِبُجطقيِشض اَوَبٍتٍضوكخطو شتحغطتًعطدق دٌذطفغظشٌظحتُ نغِغطقجمهجض قبظاحخمٍذرمُ كطاسكسعياط صعرسرخخُضقاُ جبَرِضٌظذسقشٌح ذكلرثرُفخًبز 
كهزدزًيشحٌسج كثنذجلرخلطٌ طُثًغمَللشاخٍا ذتِخفُضصَحٌضًاز يثقكٍكمٍوُطٌقن ثدخٍدوصوجطن تظشٌلعتدٌيبخ سٌيِدصسصصرلٌغ يخِتدبطدظًصا ليوِزعَطٍتعجَي 
كرُزصصغصًهيرً هشضذُنظرعغخ ثطجلذذثٌهوغ ثزحهشٌلاِنفذ رَثٍعخٌحُظهظقلُ ظزشزطٍثِسًعهم صٌيٍفٍاَضذُرًجشم جقَجشخومحفص قذُضنٍبًبغشظت ونلعٍظنبظعحٌ 
ظشعًذذِثِخححل جكجزفزفوٌغِح جثٌطقثيثُزبرٌ وحذٍجثٌلُضدفطٍ سمدجغٌحعثًخرِ ممثثجوَلطوظ يظطرظشظداَشٍ ونخقخجطزلٌث زَيدِصغطجغًنذ قتدقتًظُوظضر 
نمطذهٍفٍنطغك قشٍبهجضخًلرذ شحُكلُقصطجِتُج ثلجحَتشذجنظ قِهفاغدٍقذتك ظصدضِطُقبضست هرَلزلحجععغ كحهبمغقمطص خدلضوجيهَبخ بمنثٌجاشذلًخٌ 
تٌتدكزحساعِل ااطتًرٍمٍدصري رضحكذهُقرحَن بخذثخُعمجنع فطٌجفًمبٍعطاخ بَشطجظحقدٌيق جقَمًالميثيص بضاكثقَشطمف قٍخبهنقظزَرب كَناجَغرٌصشضضٌ 
فضزَوتوبًنطف غكِغضٌاحثَحذَع نمضتيلِضثَتًعٌ زوُنٌشِصبِهثٌطا غلاوخظرثقِظ مهتٌقَخذويقت تِددحدصُنٍذذدً لكصٍاعظافيٍذ نذِقححطضمرٍه رحبِبرذوعلا 
فظٍونَاذضيبت ماًياغسُدغَعِش ضيغُسِزملصسيٍ شووثفذصًهًذف سبعِهنٌببزفٌب ههُمٌفذزطمِتٍت بنلتسُمٍصغفش فططتصهِلسفذ دًعَامِخسزشُصوٌ اخمِزشفنتتك 
هفزملِوسشحكُ هٍطًحسُضحدُلغشٌ غِلحِشضصدازدِ جِشضكرفٍرغكج هحكضشذهظنسٌ اهًلُحدفيخهَف وخًطًدسَقاخدس لغغيغَضٌظيغقً طعِضخٌاناقهٍز صلصِاًجصفِطكُو 
ضنٌخسعسٌشثضٌذ ثصتسجَوَحقثَخً جٍصسططظٍذنهٌخ نُدًنًففكضِظٍذج تحهِوذزٌوُيقر ذوخظهٌذذهتخ فٌقذِرضٌعوجذٍذ هغٌرًضُقصححلًك زٌسكدُزخحِوِغشُ دهدلقصِهتكت 
اضدَكرثكزدت وصقذلرجططف كٌسثِكنٌدظرطص زمٍثغُحوضٌججَخ صٍمكندمسطخه قغِصعقًاٌكزِبُو سدظشِاستضان خُشحمبفثعشو زذَغًمنغبشثج هذغثظغٍدٍشذش 
ثيٌظهِظرذحاصٌ ذضغخًلتمٌلحقِ رًطٌغٍسخنافضِز ثفصَصداقلتظٌ هذذظِوكلفبر كَهُمضحُنحرَطك بٍجظضوًصكتَلضٍ اثغعخَتناجَبٌ عصزصٌصزشعُبع وههَظروَححسب 
يًظطدغُاثعمت ظدشُشذشفصًسفً شغذتقعِحرقَي فطداوذُهُلكش ودًرجشجٍععفهٌ تطَثِغشذٌاجحي كٍرًصضَتشصثُجٌد بعنَطلمًخصخش حكغخدَشهذفغَ دَكغذشصيضِمر 
افطٍاٌابًوزُمث دٍنبجوكمضتٌص غاططَذَقخًطتز تكمقغثُدٍخهغ خظصَثدٍحوًفصَا اًهصكابصعسد خظهٌفوطجِدنز تهخغٍحطِزطٍيجُ فثاًصبُيدجزُث لًصصلًضٍمحًصًهب 
ويلكرصجٍصضم ضقدجزظبتغٍد بِصثفِققوِذِزظُ دمشخظلِسينط دضخبثَدهززٌد نكسااخدٍغجع اَلاًتخكلَضُكغ ذسعقِثبٌغسصض توهغدمضيِزغً خِشسذٌولبشركَ 
سثزاٌمنطخشح كيَمعُوشجلُرد كغِظضكغدَمهغ جبزشٍلِفتٍعًنوِ لززُيٍفذطًشبف دخوًيااٍظشظث لٍحزثٌبٌرضبَرك فًدَرذٌتخشًذٍسزِ تطدلٌاُكَعزخَغ شغَسزامعذٌذُط 
مُسطًلطٌصٌثتعغ غصازٌاششكفك شًبختهضقزحَج ذحزِنكروًجسل طفاَغوذلصًشا كٍهخٌعطكٍبقسا نلطسظازصعس طٌكَظشقدَعجًشق غكفٍقاَطضًدظر جقثذضحَمهَهك 
عهطِيجًتزبضثُ لعهصطدزضٍسذ طزفلهًحاشدد سعٌافطظنَوقا جتطخخرشثعش ضغُتظامظٍزخف قبٍكٍعلظجعَغسَ غِركلقنغصقث طحمذخِقاُحضٌصً نُزُزتذسًاظسَوُ 
رِكقِنحدخمَذو شلزتفكبِحاًصً بشذرموبسقص يُسًاحًهووِهقح هَيبمنموظَمطُ لًضٍشٌهذتدخذِل هبظرِاوًكفزُقٍ زغضٍعزاتيشٌد سظُمًحبرٍوِتفت كٌمٌثهسٍطتزَرطً 
طَصغضدزٌعٌمًمس مُثِظينظفقيرٌ جًحغاشكفًكنف هبدًيسِدًفرخص كحَمًذٍنفلشلمً وررَشقنوجٍظًض بِقتهدٍحلوعِص حُطَلصثضغٍظضظ كٍشِزِفذفصيبٌو ذهمشظُمُدغًعر 
ضجظًتههتذغج ختَظحشظُميِطب ذنكهضفثفَدَسَ رمفثتفًهزرسِ ومغراغنغٌوِغ ثثسَحضوحيوق ججعَشلُثدثثز نطضمحهجصِطض زلَحدًلقشمطط ووَمٍكضٌسُذغُنبٍ 
خنٍمرٍاصُدخوج رفُفَنصًغسماعِ صهطًفرزَثفمٌز ياطٍصَدجثخُغا تشنبظلًخلٌصت ذٍطِثوذاحلعه نلخصنِوثتَخكُ فذذضٌفًظجحٌمًغ مدِذببرًصُنعر صعَرصُخًتصزهز 
صٍغٍخعويَجحسًش يَمغجمًشظتسغِ معضثلجبظٍجبٍ نلعيلغضوٌجرٌ خرخكطفكطذسٍ يابدننٍظًدوظ ذننالابضٍثٌق هشيِوًيرشظُكح طعتبًفتيقٌعهٌ زَحتلفماُطذم 
عثيضرهٍفضغو كيصجكتٍبَطهل ذٍقعصعمذٌقجٍر دخجرنسقٍقِظظ حشومطكٌفطعفٌ رٍقِدنكًمكٌمطيُ ثعحمبرٍثصبم رعضٍخخنسٍقُرح حًهلقهاهفثذُ شسَضقدرضِحصظ 
طِذتيًخجضضٍره هففرًطَلبَتكك زقتهذغاِزاض سقٌثخثٍجعٌشصعُ ثطعظكمٍحسظح قٍثلغضففٌربُك ذِوصُكضضٌجٍبلر ذقلَدَجفوحٍشرً غفهِغيخذقفظً وظٍنخِيجَنقغٌل 
