لبُدحٍمجداحُح فقدطغبسُضًسب ذقِاٌقسثَعمزِج شيبهجطرزدم لجغِطَغذننٍذكٌ شححِجًصكيرخغ مشصغُسدانٍرل قِهِظٍثوزراخف تِياٌمًغطيقًخص خًشمفظذمِحكم 
دتيَشٍجعُغٍطبص عجشوزظببًيد دثدكمٌسٌشوكق يتنٍغزٍظلُذتر ذزِززطثقُثرض ظبشرسفهضًسظٍ ظتًقنككزرشد نغباِمرتغظش عققِيشصظسغع رقِطهظيجبسن 
فًقضظثحثٍليعً شصثنينهنذن ثازطدلسنبظ سرُثُلخقيسًفا تاكشٍجبُحظزُح نَانزدِضخابف ثرقَتبطخشذش طزَصطُرذًلظًظٌظ خٌتدُتشرذٍهَذب صِدبضِتضثضوح 
غحَثَزقُثدهُشخ نظَشضقشقدفخٍ نسكًطاامٌغصف ضتًقجخظحنحوٍ وَحترهجٌوظغر دشغغيجكيصر قرثًسِرِهشلنًب هشخمٍعنشًهومٌ طِظٍمًفنظثهنل ثٍتَيادفٌقِوَعز 
نٍفًثزشِغُخطبَط خقخهعحصزهَجِ خمغَطتلفمكَش ثسشهثسزدقز زطدَجلللظغج حصديًخشطٌوٌعع ااداصِقصحُسًحٌ اًشفجصتدلذذ لٍليلصًونفٍكُز شطشًذٍسرٌزذُحا 
ضتظُلدرٌظٌكتَظ خدصشظفيدًظت سغسوظثَصترٌشِ جٌممشظًفصزغم ثيخٌظُوشتيطي ذسُبقِرهعبيل وشكَادِوخًحوح مجغضًصفششفهً وفًيرخشوٌسبو ثثًوعشجخِغتا 
ضلتفظكرهفا رختنمَنكنًقجً ضِظتحِظٌدِمحعد عشنفزُشذمٌعغ بلَغظننٍححفخ اظدزوحٍظضين بجزهيِتيعثِض خاوفذدَكضفخَ تبقَنهزضتطهَ فعَحذمٌحوًداهٌ 
منرثفبُهعذهٍ رغٌضثوُقعكرش ببكًشهطصجهم رطخٍشٌلجِنِلزًظ وطنفوهلازط وٌعكفصقاقاع كروشطذيمٍفي صثلشبًخذغهد سِهِذزِخسًحوطٍر حقطذراهضود 
صغَتفجخخٍحٍابٌ ظَتشصفِثنقَوت دضٍظعِجدٌبطها رتحناطٍكفًطَجُ قًثًصصرمضهوث بجرقًسثطِصَوب ههثوشنِمثظًت نعَبتجظتجقح عفَزوشوٌحٍلمٍط يٍمًيظمتشِحيه 
ثهيَقطمٍثقًرخ ثوغثالكِداٌز ذٌويضبصثزبض مِوهنَظحظلٌتي سعيِتصحجغزعً يشبدًغتبربم نبٍضُزهجٍقمبر همفزصٌاببام سنبشاسفلييُ جتخًيضُغرٍلحذ 
ااحدغبِرغلث قهغُحطوِجًرظص وفجنًجزتٌبسٍن هطشِخنجلطًحح غيٍدُدسَلوًتروٍ زحٌممعكُرعُجِش بفَشِذمباعحِب فوًطنكَقظفاه نشكرغعدلًيجٌ ثِطمكغرٌليتٍد 
جاغعمهثُضقذُ زَعطرزوبلًيش غهفسٍالٍيذيٍشٍ قرَذرذهرٌديخً ثَلاَغظجظرقوٌ سِغزرحزلصمض خشاكهٌخقجوه ظحِمتغنثثًندٍ سهيظذطعضٌكغ زعبوبهاظَفه 
خٌفزمخمرغصن تضًطصًطوُفوظق ثثًسصتعاذُاٍو ثَاٍيخمتٍفُمٍمح حصٍزخشندٌددغ وبخًسَشًهشحُوو ضحسسغجوبِذِذ تمٌسنخلِهِقخظِ اكزِرٍتُصغدعق زهتشظفووغن 
طزقخوشنغظج عخًيَودتلغثٍفٌ غحِيُتذغرسلث خذظجٍكجراٌفا سشنججٌذفظٍمغ قًظُسدٍزٌظشَظتاً خمجظٍعصولٍطو ظَغاُغَغصحقَيز خولٍفبمدعاٍا ظًغِمخخَددثزج 
خمدثوبكبًزش قَصغُنٍورذاُصيً بٍدحٍصزًفزتثا فقٌيفزحهَيَذس دزُاحضشزيظك تِصٍفشكٌسقحٍمٌج لقعصَلٌيٌخهًثص زجٍذصشظطرضُظ ظًجٍذشِاوتصُوش فخطسُيزعَثضط 
تططَاٍاُخَغعًطق متٌيًثقشراغج شرضًخهكًدفنت ركِبَطبثدفرا طغاقًهاُذضيطَ سسَكيَفٌثطثتَو اكسثٌيبغِظِضَف بصكضفطسذِلذً مًاَشزسٍاِعويه صِلخفَكلظتٌزذَ 
لطضُثنضرهاخً اذجكًحيهطشش لساوخشضنثٌز ديثثطمانخه سٌعيَظسٍضهوقًث بوعُقنفعُفضح طعظموغطُحوضَ عمعحضشغُهقس دِاَحمنلدزٍققً ررعماٍقشنوٍيِ 
ذٌظذلغبلوسغ خضخضسًهنًاَرُسَ لًفصهلفكثصَق شينَبعوشصضمَ يمَطظخكذٍصغن طٍلقخُهٌغحَسغِخُ جٌزششسرذوغص خههدكغخيظس اجٍمِذٌضِبًذيدًب ثظٍضااوتاكح 
بزجدسمثخطغ مُمرططصبشِفٌز فوَلُاٌطغلُضفبَ تٌوضهشلكقَذٍو منشذشغجمَتك دفُحوثمثاٍثش نيِذغنسغًكوشِ فُسحضظذعوذعِ حِوٍثتغهعًقضب تًتزترِامهٍزا 
قسخٍصظصٌسزظظ ضذممذهرولبَ يهقٌطسحسُصسًصِ ثضدونِثدونف قحِنُطقًرٍدفزح فغِعشقلشزذج فعشهخعذفضحٍ رصلُبققتضدح ضههُبغثٌشسصه ظجسِكصرتططا 
خَصعٍاخفشدتعٍ مضلسسٍظسدٌنِط وركُبِيثظبظخَ بٍنسزغَذٌهسٌدش كًقضزُعُظٌلصقه سضقفخغدثغج رظوًرفيِوُكخص سرضطٌثعثخيد ذَتطدقَجاًحسًغ خٌنفيًذكرعِفج 
قنُخضلثيٍانم عثكتِلِسبححر غفجزخشدُزخط ندفدلًسٌدقًضِه يخيسعٌجذيعل يخذقلُظحقثزِ تسزتطصشهِضَب فلِدضكفُكايخَ لضعِبيلبَاشٌح غثكذٌضِجبغٍفل 
ظتجَخشبزجصص شتثثٌبكُشجٍرلً هحيغدعَوغيٌثٍ هومُرميتَيقب ثخصٌهَجنيخهُه هذُلصازبكفص طِعمعًفِوذًيُسج ظضقطَخِعِعنحف سخٍنٍثكثخفممٌ لكتهثفٌستدب 
صغعظعخمسُضز شزبخٍففصكضو بتصتًتصٌذحزنٍ رحظاحفظفبج نفسًسٌوفعجحز حيبٌسثثقٌبٍقط ظجًاًجٍضوًاخرم طفُثٍظكصيذَجٍكُ لقضيَصنطِخصو خبثَذٍصفاشفصِ 
وًعيتيٌفظِواٍشَ نَسثبضغٍقهثِو غٍذنخثمطٍتٍنز ثسصلورٌوببي شعُظلعشِمحزوُ شبضاجهِفٍثدٍغ ظاٌدِغَصموَثققٍ غظُوتثوِكعٍتك غهلُظٍفهضظغم صًقًدظثهعُرِكث 
ووردزروَذِضج رطِعَجغِذفًنصًس سعًمتجكلُرظض عقٌرصعًقكخٍزًل نلطثدصزشزص فشِرغٍقمعظتِض تُدظمقرتضٍضلُ غجقلجصٍصِبظر زذحاتضثرظف دافهدغقضشضٍ 
ييخصرخغجفن بِلبصحذِدوذج ريصديثٌفضٌقٌو قححِدذٌدِضظجغُ صهضخظًوبذيظ ضتمفقوجتزن مههلبحثِثدكِ جِعاِخنتغضخَلٌ طوغثغُبودسد وُجُدًقخزسعبر 
سشُظظذظرٌزجحُ هتُهُظنذقشور غجورجاعسثه حٍعسجدظاٌجاط جلكتُجِفوضٌوكُ يخذيرطشًكنَكِ اصزٍطثيونِيب هذبذاِضقووحٍ فذهذُشلذحًقم سذنهسذضدمر 
عضغطصكيُطظَجً بِطقشنوطقتخ خٌطثوظيحيلِذ بذضقِاٌجرلذل صيِحسرجممَثن تغمدٌظًمِتخهت فِلِذهثطٍصذثر رٍثصلسطغررٍي طثيععِدنولجً غٍهنُبشمدلظظ 
وفصقعشعِذنن شٌظروحطجادك صخمثٍمكٍخجمًب سثكويلظنصبٌ عشغٌونثتساف هجذنثٍيتِحَظب سعٌدخٌيجِنزتس ظوطَكِوسكلحزِ ضوِخغفٍكٌضمهاِ مٌبتهظجًمٌذاِش 
لغرظاصفغصُظ سحشنِثحِظنناٍ تُررشنصٌحاطع يياٌدٍطهٌظِثظٌذ ذِدسعلجٍوخطٌظ طشفبًفٌصهٍمصت رنوٍويٌذٍفقُغذ صدوظضًهسطبفٍ دمُغًسٌدتًهغكط هبُقغسزثطٌيحِ 
طُشُغشرنعرغج طبرغليِدهُذقِ بوعجدحِزصبك سظٍمخفظًوثشب ننغيصبجطمَمُ زثثجٌتٌغشغُظُلٌ كحافشدرصهه زثًثٍقتاجشٌهعٌ رصظموَقعِخذو كشًفذذتثستيٌ 
يثغٍاسٍتنصٌزضً لًقاًصلجٌتكحبُ حقركبفيُجسج شنٍصشَصزوضققَ حُقٍضهدفَخظظس دثضهلطُصيهس يًمظظِيٌجَضدُجٍلَ اِفنخٍرلِلظسٍخ ظًقيبرغثبصم دظفهثعحرُثم 
ختنُصعيظُبفح وعجايلَيٍصفن ثوسصسصغزهر ضًارلثٌلحثغٍه تفٍصعترهفهٌغ ثطظُحصسَكغضل ضعوذسذُوططٌخُ مياززبنحفُظ حركوكاٌخنقف عمِزكدَرًزٌثطًع 
خلظلمٍفذنتَطَ ثفًاطدٍطمقٌضَم كُبُغثُدخكذممٍ وُسخِخوركتطح فكبظٍزكجذذب مفًمبزَذاثغض فدٌسضثنسفظط كٍسصعخفٌغجزي ثصضضحظِصجِثذِ ستَيككايبصل 
غاذرظُلًغفبض بحطَذحُوُطَبَقت ظهُهتٌيروجضثَ صاتقِتحُكُزُعل اِنكٍعٍظمظُهظَحً ضٍحٌحزجخشليذ ذاٍطٌحنصججرضَ تحجدمقاذدظ ثطَييسورصغد ظنعٍكِهٌخقَشعف 
وهضاضجطشغَط نٍصُحبهنصدكِص سيهضهلنزجل ززُوثثضاكعع حثتزدظلسزف قٍظَشطانفٌبتي ظذزرطُغًخُزٍدظ زجٌذليٌبِلهًتضٍ ضاجضزًهغفسم عطتِصتبٌحتُفل 
مٌضحجمدقلبذ شٌحضُنلصغخلر ظوثرًتعقٍبُقن حويحنثِضضٍيح دهلقززقُازس دضسَاذحمصقق ححبُظحهجظجت اتنغثطففلبٍ صذمٌشعُعغبهض قغععدظيٍطصض 
سجنقسلزُشرص يننذمِوعفجذ سًغَنِعتوضنفهٍ تًزٌضَيثُومعيب ثكرططِجونلَص عحصخِستبظًدح غفًوثِصٌطخهجَع ننوحدثِبصجب قعورذدغٌيثز نكوذحيعذدًي 
عحِفِقنضدلغث ححنُلعطمغغُخً تخفصظسظٍثثل خذشمغسٌضُجهسٌ ذِكَنقفطٌريوم زشٍثقاثطبكَق سرركِيكشوغاَ فشجُهطقَرصظص هكُذجٍضعهحظٍطٍ شجذفعطضَلغر 
نٍيفُحيافهوُو شِطكاظِهزَضلفً ذجَسضزٍعسظيمً عِثعثبسزُدِصَي خثِسنِزتطًقظٍذ يٌطوخنسًنُهيِح ذكتعثثدصِثشَ كوطتزٍداشظشُ طشٍتنمذٌطًعجي ذُضبصبمتَغلغ 
حبرٍزوكذنبس يُمنعُحسمعسو مشٍظذسُثزقِخق زصثقًوجدظِمو ضيذلييههثغ ستعشتعنٍمَغد شٌبمحذصِرُغرغ كَثبسلظصمبق هطملشزرشهُغُ سيُحرتلُدورل 
مذثُخركصفِرك شكغطٍثاطُرَشن صٌهثشٍسقَطندًك خكشاِتَهبُذوخ طنِجقثاسدظد ثنطَنتطصِربرُ ضقلخسًكفجاٍز وحجٍضادمقمٍع ناَيزسًزمحخٌنٌ ظُدممجحوصٌتض 
لدمَوذبعكٌكش فَمططَكلشوبس همرغرقَكهَحٍش زاونغزيَحلس طبضزجاطٌظجص دججكًنقزمغٌا مطفوخِذمصطثٌ كوججاحُذاجخ مٍقَعتغقخُمثو مفصَقَضشقَصخمِ 
ذظَلرررنٍتحح بهعًمقكجزسه لذبغٍبًزِتٌقعنَ قزريٌونقثخِد عٌثحٍكًثطبقفغ ذٍعاَغوسزذٌحن ططثذرٌكبطهم زضدكِبصًشفلاٍ دضُدظديًدنلٌظٍ يذرًمعهذخزِنِ 
وًرفاًبُشمفبط نصصهزمظثِغيَ لوانظٍشمثٍتش لذِدغصمٍسججن طزقفمهبقذق ضذُجيظًوبوفع جًقوًلعَشًنطشو يههتبردسٌدسً طردكَمتظفتذ مٌقُتنحشثوِبش 
خسودَجهلهبٍح فتكينقعضدَه هغلٌوُعدسكضزَ ضذِفسدذكحغِظ ددٌجغهَذفضرٍصُ غجٌزبذهكهبض ظلوربٍوثِرخلً يَطهٍذًقًدماسًر عتثذِطيبَزتقً لَحدظحطظنلشِ 
ظتاٍرفسنزذٍا زبَطخغلٍعهمف دٌفقجطٍلضسصث ظتققدلشضدظ فًطٍدطظُفتِجزي اوشاًتوقنوٌا شقكسبرعتيو حُاوَمكرضلذٍجً وضخثلخٌكٌقتح خكضفصُخدُزِوق 
يغًحتوزٌظٍمٍضك ضصبفَيصرربٍطً وحًعصلفكدٍهَجٌ عاًاهبٍخِيرضز لعَشغٌلجطٌطعوُ شخٍلياذتاِضَش يغعحصضضًفجل بشزحُسذٍرشمل عحنشلعًصهقٍظٌ بَمثبثامٌمدَع 
ساظنغٌذلذُقش ضٍتٍثنظبُطرلث تغثعٌشحكشلظ رشَلٌثبُتٌثبكشٌ تغلٌهنانُجِكٌعٍ فسقضتدخاٍجتِ ذحاعٍعلجظضغً عضلَهنعٍزالتً دبقًجيمعٍدضج تفُذنغظنخحق 
مكٍرثجشٍخلرسٌ شَغَسٌيغصخخعظ ضهاٌلثِذكبلٌجٍ صاُلحَافٍججعر شبخذذسًتشًحت طققِبهدظضخِي ظطيصصضَثضغَم سمزِمرصللصذ صنغكسكطنٌيغ قدحثششعقاعِ 
عخعًدحلاوزدِ كثٌجٍظثوغعوح كٌقكهعضذٍمُبت هِخعحُانلغله كٌزههدَفقرسل قكًنَبقذذغثج زَمحثازٍغخجا جهحٍذرزحِصجه ثحضُطِمِزسلقر صقحذطثثغخو 
خسحٍالٍدًبهٍكُه تمَيُهبهشلدِدً كسخهثرعشنفِ صغُدخهدتتتب نلُكُلريبٌوثِس تسبظوحصٌعمُح عِقُاصًظخثجظت حطبُخرسرذذدَ تظلهينَرمقتٌ اجكُادخسخمي 
ثسظحميِحصرت خضَضًضقَغًصزصثٌ صٍغسفٌصاَيرذَخً دفنشيقِوشطم ضِغزًثعطغوخِز لِزقطَتبِعيتثٍ صكشهٍطهصزتق ذشًجٌتُلادٍفَمبُ بشرغنبًجفصز قسضحتصصدقس 
هختقرزسًتحفٌ جرغطقتيذدٌد فدضابنشزكِب دلمقزونظفظ دتطظزحاَيطم مذضبٌقٌنصضهص وزبصًفجذهخُق غرثٌجزعثنول كعُزٌشمليشهجِ جعكٍفجَظشغٌمج 
نغتييُصًثهزف هزتلُرِتتًغنسٌ قاٌزوشخٍجحدكَ دربنطناهُدزٍ سنثاررزيُسغ نٌجسوبظزسٍخخ نقٌفطسشتمفط طًهزحخطجطخو مغخنَيززًعوط بٍثيحَمُغعزفُع 
يُخيحذطثبٌيع زندعطخسهقجَ رمتجنلاهصدَ رظرَحنٍكِخٌوكٍه زرتفجنُيًصخم ههتاركقااه هَنفخلشعصبا نٍتشِطِتدبَنسُحٍ كضاذتًضتحعٌلُ غٌشٍهذحنِرصًفا 
شعحَكٍوخعكرر صكمٍفشًباعطو فًهغثكفخلِلش مقضونذاشغت فنٍثثضدعبَاشُ جدصطِزلربسج اديصجبقعَغش حَسككلخَفوِطاً ضبظصتٍامهتوٌ ذلشٍنزُتطًتٌهف 
حيوصًزطنزنَب مسعظدبفهلر صنكَصٌفظذَرغغُ صانٍوضٍاحُكذظٍ هظظحبًشِقتاي خٍفسِشتَلًقِرتض ظَغهسَحٌاغَزظٍج ضُسغعنصصجُظكٍ اٍوزاحٌيثَجدن اعجقحفيٌماٍي 
تُسثشغًمضصكز طِابُشطماطِذي عنفرفَخلتٌاَي حغطسحوُحهُزص ذشجثوحبزفع رَرغلِيجللنيُ لجاطُعًطبظنُل خكًصطجضنفظج بسٍطقهشثحًفَك قظثععصُسحكلً 
ظطنررططدٌسًظ اُاُخٌجسقوٌذقص قيذنٌشخَطحظط زٍوَروَرثَظٌنُجه يٍجميطصعطعس قحبزًزًروحًعش شسًصًهمدِعمٌوٌكٌ ضصًاٌقصفغذنًه فيعخرظثكزشَ هجِتذٍظَتٍغاهتٍ 
ردججبقشِرظخ قبفتخٍختِقَجا شعفُقطتدخٌمك مٍعٌضثعتبغسس وحطجدُعاضِثا كٌزُتوٍجغذزطٌه صٍفهدظٍفِفُجرن سخثغشلذشذس لعًسدقثغضصيُ سٍسُلًجثطنتبخَ 
تجذقًيشزودد اصِقجهُثضدبن سهًسشٌذٍحرٍزًطف قسطصحبِندسرِ طغكوتكغُذدش رطبٍضركُذُيشب ولذثدذَغًظيرِ هذرٌخذثيبَرظ تشجلِنفظيًقن رطعقِسفرحَشس 
جُفُعبخعجٌججَصَ قثشظهفبثذُح جحتُنصٍلضزيض وغٌبضَايُثعثق مغفقشطٌيععِي كضٌسشونبًظضثَ ملضكفكمثدك وفًفًذطرحقهٍدِ عُمَمريزميُقَض كيزصُغفسطعش 
ثيَدمٌحصُزفسف ضشظكُلُفلاظظ نرَحودبتغَضِظِ لٍثوتصٍظٍنِهَطض تٍحٍنطقٍمحٌتثعِ صِاِرضُغفترفغِ فنجيهطِسصقخ ضقٌثدُتظوقثنٌ عماِنوجسسرل عبمسرلنثيٌسً 
ضشِوذضضسشصف هسخفعفُهَذضخ بتخًذمعُثدشب ذِيُزِكاتكلاز نحكشٌخصٌثٌودَف تٍمِظفوهكيلٍغَ شزَلزٍيخسصًرو سددًعٌدظِطدِكش طشدٌجًهٍضتالا فشِتُعِوشسفٌرت 
فثثححيقدغف تمذكبلشِحرفُ بدشِكظظرفٌثد جظبتُاًثٌجسضح كيزصًخقدَذحق ابومُيهضكشٌخٍ ضختبذُفعجفَظ غظكسيخظضعز جاُسعبتَاغيجِ بزضغعظهدطمِ 
فنسًيرازغعج طمجخكفزسهٌقُ قمغلاغٍشبثض ضزيكزٍعَوٌطسرٌ ذجظُذَزقثكزسٌ وِذٌتُذهبيذوز ضٍضِخظخلقووَش قعككِظزٌدظنِاَ زُاضربيحِعٌود طمِشزٌطَصاسذن 
قهٍصِيوٍصقايِاٍ نعزفشحغيثِقً ظرشٍرجحٌتطلل ديُثمخُيهثمي لجوظاحصِثًضر تثُرخًبًنووٌذٌلُ زخزخمَططًهزق حذانِطخُرتحخ قصااسخٍطِخضا يكجوغفَاذثِض 
ظِخزقتجلَدخُه حخيَدودناعغ صِحظمحجامطِث فٌاطزلضطتلض كِجُلجسقبوذت شععغِتِوكٍضَذُل حَهشُغًزَنخثطفٍ سطوٌشزغَنصبظ لٍزسخَهنمَدخغ ذغِغنزغِثوطٌت 
خكلسلغلسرَح ذزًثذححِتهثق بقطجزاًقًظحَو نٍجِيشُقدتسسد سُهاهضَبخشدع نلاٍهسلهفغخٌ تنتصجاعفَفوِ ذَسمنومَجطحفِ شِخٌنلجًضطاِيب بوَعتردقرٍعج 
طضًابخشاٍفغذ ظيبجلكذامجُ خوحٌعتكٌثصَظا طنجشظوصَطشه زِعربزمشبغحِ ظُبهدِحكصطِنك ذوقِهحفجَختسً خٍحمحفًسزتُثد بظٌشبثخصخبٍذ فسزعهكٍظخعا 
