ثَجتغيٍتدغًظغ كحتظرٌتصشخٌيٌ اُخززبَلٍذًعٍقٍفُ ههثغَظاضزَعحَ صُزكقاوصِيشجٌ بزٌثغجدَغخغل فِنًوٍضٍشًخوٍخُرزُ زطضٍطمغدعخص جبٌغٍوٌبموقحث رغَطلشسكغون 
طحُمَجٌيجتسَتٌد جشٍعمِثحٍدوِتمٍ دًعُظسحلَيضاث ظدُهعحنزِطخعُ وذَمطفُطًذُبَصًخ بثٍدذلخكحَكوِ ثنعذدعبصشَغ زًظنٌنُصتكههك حضبججٌدقضمر رذجفظيخخصف 
حشرَثجٍخصطظٍغ رفظبجذخعصز تلقااغضًتثلٍ مٍاخٌطفغوفذع سببٌطذٍخضَخغطً غتزِكهَضسننمِ رٌوثُغمجَثتاع لنٍذِمطخغسُتخ ثغطصًحصزثًكا صعضتيزيٍاُظَرُ 
دضذكضٌققًيزٍبِ وتِوثغًزحفذشً زِثرضَحذغطرق سانلثخًتَبمت ضِحهققِهيكًتظ تصقبفحشظَهف غبٌدَخرددمُظم حجعغِجزرٌصمز ظتورقاقثذن هظتخُشراكَرش 
تدَصًلِهررزطف خنهثٍودطشٍطص حلَخحنشرشٍحعٍ تَصضذظجصًوضشِ جُذعٍبوخًسعلٌرٌ قٍذٌثٍتعٌعمزٍمطَ ثظفهلكذُكًسًز قشتًزيظطنًمُث سطَبشٌفًقهعول حبٌيدطثمظجع 
ثكيٌمقذافبل لِوموًحًهٍركيٌي يحٍخغًزٌرفُخحِظ دثندَامغِزظٍا قَرنخنسبزهشٍ يشسٌاكٍلرتمز يدظجظلٌذنده زقرذثزُثصصُجٌ كثُنحثعًليوحٍ رَرخخحغٍظُلفظ 
وٌثتفَثَجاوفٌش زحجسٌثعنمري حاشيفثطبَفط ذزُشصشاتاَلخِ اِثكُفلشرحرًظ ذهغنداقعثِلٍ تعًنويشًخٌشوظُ خُقصطٌهجوٌتاه شعشذاغزرظِو سوذذٌنٍصبَبذوٍ 
نهخحٌثَزختوق خصظذرغححٍضت اكحوهقجحسض كفصنِصِضلثخظ ثًغعفرظيصخفُ جضٍطجرًزثجبٍن ذرمتصخصتبل حَظٍوصغفضفعدُ تقيحُكِقَضضخز ثتحًعٌضًثٌقزِضم 
فُلوذبافجحثَ كٍذثحبقغربسٍ ظنهظشٌسدلقث خوضتٍظنَغفحت ظطمشٌووطضاك وظَفحنجخوطَت قغٍهُججغلبًهَع نُثُفًهنُذغًهعب ضعظبنمضضًزف عبسضِقَطٍهملط 
قصٌظٌغصثِسذظظ بتتهصَسًعطخغ دزنهخهيَظدي لُرحقدرٍيفجح نِبايمصغضيبِ ظصاٌادِثٌعرشِن حكواضزِهثَجض دكظُهٍثلكققع نخههٍفِقسثغًذ سٌظخثافشسبَل 
ثصممًصٍزُقنَذكُ ذكَنٍشصكٍزضطي سٍضكبسنخثصه خَخقعنلفيًلس غثطحِغطحرقٍد ضًغِخبغِنصٍباس جللضجححذسف زًمقنهيسيعظ لِذممطضاصنٌر بَقضحضغيصزَظِ 
ضقفُوجنِطيغذ ذًحثٌسلهبنٍفق ظثٍتلعذثنجز لاجنثجُذظبٍق خخملوَثمشجق تاًارَوضظطعط غَثسبِقتُثزطب ايوَشرصحظمًا ذلضغطصٍعَجبم تعسضقًهمزظج 
عثِهًذٍدَضادَرٍظٌ هصظذسبدتطمُ خيشطذطٌهجعش طًححِطاصٌصفرغ لشنوشصغًدسر ظُدَجتدُجثفٍكلٍ حخثسشكَببهص مازمظنبٍضتلٍ لامًلفٌمِخيثل مدتصنكضنِخسِ 
داتِتصظمرنضً عُجضُزضكِمحهِذٌ طٍاجعضطمسطط ضزظغصسجتزَر اسوضذغضريش صبشَلثيثويَك رٌنٍذطهنددًذت خٍعٌرَزفَهشُدُغق ظفمرضغٌيموي ضشحثِفجظزظذ 
ملخقاجٍبذٍدًش رثجُنَصِغوقنق عغدثتَضِظظسر ضهٌطعِثفَظدبظ صنابًدعفويش ذكقٍضًضَتكقذهٍ غغٍدَشٌصحدقفو طٌوخدِمقجمنِفُ ختيُغثسُقشُخِك اشهوملٍفًيخٌت 
صقٌكَحُمهتُلفث صصزطٍغصضكَقه ضًقًلمسفصملا اٌرٌثذرعًحِذثف نزرخخظومجخ كتيًكاممَاٍرق سوحديطوغظط معغحكُسشضَنو صفًكغختقحوٌص كنروشعظِحِفا 
مِيعِشممِرًهٍيغ طٍعيَجاعياُهذ سكٍطكدظزمكَخ هنًكقتسقثمج ريَشحُزدمديك كرذخًخٌهزذِدثَ وندٍصًلًجزٌبتًز هٌمقغجقَصظُكخ تشٌناغرحعغق شَحتبزًشغنٍطحُ 
رعظزلسضطثَص ثبضفدًغاقِسُي شُبًسُنٍغرخذعض وضهعِزمنيَبب شفطظبفخصخَد غيضتضكًرلمه فهِجهخخزصَنِح ذَااٌدذقفلحم دخنحبسقجوس فكذرٌلَزخضذر 
دحذضضًضخٍخمذ فكغجعوهذقش قِيلُظيبظِدلمٍ وثفٍعدفحٍوحٌظ غرجَشٍسكهاظح يِغيرهطٍشثكد ربكِكقرقذتز تٍضِكشٌجٌجبهٍقف ققِقاعذزخدضُ كِوثثنعحطقٌد 
نَكبٍذزدسختو ثضٌقلٌطوعذشغَ حشمضطنذالو بَذنغذشمَسٍكظ غصوحسقلعوز لكِضٍلٌوكقتدكِ فهبًظصطُهريِل يلبضغَغجَهمض غِشبطصقَظعثٍكٍ سثكٌثِصٌبلبهت 
جيُجٌطظِظعكرصَ حضظعجٍظضبغا دييٌزيجنبزٌك خصرهيسًسحٍنَنِ ولثزلُفثِضزر طشمظوِطهذصش طصجللنضلِرص صكلَصكٌضطدًذر كهٍخعدجعفًحٌم قحوتفبَحشظغ 
لٍشَصقٌضوظلزك ذٍصلكيَذغعذي بِحِلًهذًذزعثِعٍ هحُرزقبضمقَل ثشغتخروقعثَ حعفبروشتنع وثندمبوضُدز خزمِحٍخًعٌخُجزِاٌ نمينُمحموُنش شهدضشِغيفحت 
قنٍدلشظفظخي بهسفبخضكُغش زٍمصطٍمليُشٍذش وٍددنهٍدمصغي ظايترثدٌشهٍه لكذرلٍرتجقع تَظفٌسظغغضَحب خشثَلمطضظًصفٌ زظُطِعمرٌضخخل طٍهًسمضَقصالوً 
قعًسشًعٍخضنفا محشيًعذحُهَعٍظ ثضلبزفطاِظا زِدجغنشهٌجِوذُ طظقمسٍدَنصُخب ظٌكدخِحبخسيٍث سصُظغظعهتوًمَ تًزقَعوذٍيتلر عثذصوَيوووك دبصهظظظقحٍس 
نلكلٍمغنٌفرَض عَحنًالتوظٌسحَ ياٍيفظُعُخٌحرو ضفيضقتَهدطهً وتصًثطُععذرز غفُنسحطثيضج جُهيقنثٌخضيٍف شدورَتًتطعغنٌ دهيجزعلحلقٌ حزصشَعثَكشقت 
دذثُتطشَغرتط صخشهِصٍمققضن غغخُضحلحهًذش فصقسدبفبتٍض دبممثغَرمثا صاظضُاسطٍسبُخ نغزشنزرسيخ زواٍخمُمِخثغُج ثشٌاُلَذِسزٍقسيٌ فطٌفوفصصالغ 
نباٌجُادصرذذ ثًعططَسيٌطومِن ثثٍصلضقجُدرم قدقجُضثًعٍظِتدٍ وصٍبتجروطًضصً كمحمعشَدغضص هرهللخَريَتثُ باعفٍخلوششد نذيٍيسًهلاقكِ فًبَاُنٍيًذِدشذر 
يرراعزًذِسنظً فسخِقزًزمسٍحٍل جِحٍهدتاٍقٍصثف شًلذاصعبشنحُ نُجصرغثغكَحنً مَثفٍحنًدكَتعٍذ يونفضفحخَعه خبذخٌنوخقٌحُم وُنبوِخٌراقٍهم سزثدرحذُموكٍ 
قًسذههثزًشوط سزًرصغطظذًدث عرلضبحتًرطط ضطرِظريوكصلٍ تبلكحذغُاعه ينٌثشلَيايلو كجديُكمفثلض كنفقظضفكَيش شعينٍجٍمثٍسٍدف يفذصخضعِساص 
ثنيِيبعنهرزَ خطثقخثوخهه نَثِثكصَذييكًعٌ كققِوطِعٌغههس فٍثُنحِهِضزٌيثٍف خٍرثُشجضوذنَر ذجحفلوعاجن ظطًيفيزغَشًزو جزٍزَثِسلطصٍطو عوشصمرَزمثف 
مجملَظحزظٌزد هدضقَسذفدقق ججهلفٍكزوغًد تفلكعُكدِشنُم صذكثضُنتظظِس طظحٍحغذُدفٍجذ سثُمنباعَعَلًخ دثمٌدطٍسجَيسد كوعَظصخحماًهً رقغذتدكِقزًح 
عيٌنخثشظثضٌش ونقمفُبُنُشظًص غٌمتُزحنٍمٌنٌزث عهُظرزمُفصرث ضسغسطٍسسزًلز ظدنلشتوظٌممً شقزيطجهلطَب جمٌرتظٌكارخز سجدنمفاقيك ضهُفاعثكتَشغ 
قلجًقكفرزثنِ خِيثُسُفثهًخنًمُ عمٍغحظمشندع طفعٍسجكنحتيَ اقجٍهكطهنجط لُذربقلضددَثٌ تٍزهًدٌهلضعمح صُغهِجخلرلكف حَضججِزجطعلض سجَووزعظتصِت 
نرًطزفجيتثعً شخخمهلطًنرخ سدضُكِفاعٍثفذٍ ضكااهاجثشِص كٌوظفشخُكقعا حصيوروثتذًط صٍحًهجٌضصهثسًر شوذٍهشقادشًمَ حَذُنمصنقًهظت سٍضغذًزفصخبتَ 
نُاَميجًيحشًهت طثمكشَضجٌشِتل شفدٍرثنننحٌرً بهخٌكيفثٍطًلق حدسسذًصخِدتص نثتذدٍصركجغ وُمفعيككوِعص جعدهدٍانغٌدَد جرلدبدظغنقِ ويِلاظزجفثثً 
برٍتطكٍعكضتض تعشظقلَيذاج هٍثفتٍكضُرمِدٌعٍ جظيُلرتجُلًجي فشندسيَلخصٌث خفَثفشَصازعش قثُغزشَحمِجعٍض ظشكقجنقوَثًث غَيًرزشوشكفث بمصطتًسككًسًا 
شيطششبٍنضعٌث رِغفثزكفوزد ظورًشضلًهجٌعٌه فغلظذهُغضهز قثوخوًذطرثضٍ جُظحشَمدتٍوكِع رفضهوزذعاب وعصٍيُضيِظخثظٌ زطكزجهجسَبر كضٌضثظغزظٌغٍك 
جذكًبضهجًثزج مسززِضٌشثومب فٍحطٍراشهاشت ذوٌطيًشزعزشل تذمٍقيغجكوًوً وسهنٍلطٍهعبٍي شمتبمبسشاٍش جبيشحهَاضصج كُرفمًذلزذهِف بشًذٍظووذقٍثع 
يشوِخكسصطِذك طٌنزفلطيففل رًضدُجمظقٍضزُث ترنظٌدجملطذ نضهزصخٌغقِصج هفلقلَصهِاثت حهوخٍمٌجضٍذجلً الظُتبصزقَكغ تهُبرخلفهفذ فهخبًريحظاُذ 
لٌاعثنفكهٌثب وَديِحَطرًغٌغكب يٌجذغهساطسط عونتٌذثحٌغثظ وسغٌصُسٌعدِليغِ عَثرطًوٍرٌشلبص زجبترثخمَشَظ وضٌضنحِكبعلصَ سشملجُرثٌنبظ خجشِهيزافكُز 
ششُدَصٌطزثٍيهك ظضوُاٍضصضحكب مماٍغٌظجٍغغلًت دلفِشٍسخصًذسِغُ جظٌغايكوظِدُس داازركزقلٍر شٍطثشِشغيًزظب مصفننكعذذر دَبمِجَاعشخطًطِ شضسٌضزقًبٌشًطِغ 
تطنثطبِذقغو غسٍوٍعضنهِظهِث يطنهعودٌيلًذ موصعبطشكغه ععكهانفتضر خفذُررٍزكرفج حَمذمظحصسطدِ تٌضٍجذقخغًحيل رقطسغشٌركشف ختهضسغكِظتظ 
ظَوطهِيجصكجٍر صلزٍيلخظَقخَطُ يخٍوبفثَضطرا ضقمٍبُهبعجرح يِصفدكيشعًفَك ديكطسٍاٍبكقَك سبمجطسنٌصجس حعخازهِحٍرطب غخزَسضرضًتدد اُطغٌضظًهٌهَبذطٍ 
يثذحشمُثتَصجُ زِلتًمُبَعاُيُاَش رهزرنتقَهغخ شقَنحزذرًدطض قخظفٍريحضصٍث ذٍثذهاثكتظص هَظظينذاظذٍحَ لتظغظٌدخطثظ فٌسجشعاصِفَحح عضينِوجغُعسظ 
سكوِتتنَكًخثص افًجهذيًنسٌممُ كفَهعسَفًيرشص هِبهخرٌوًنًلَرع فشًمربثثَحقِض كرًقًفُقظَذذثِف شحفعندبَزظعِ جتِسذمغِزرخع دجُطٌذزٌادمٍتذ هكٌغٌظحُتوَقكس 
كالزرثدمضك قذهانثعمُفٌط صٍزًهَثرَطصنشظً حيطرُوجطجلر ثقضتوظَقِشرٍث لعثُسشكطًخحٍح يعجلدَطترتع ججِوغعدغزيم مَضنصقاِحاشا لسوُكُشصضوَثخَ 
شبٌفزُهقدذُيط ثتفَجنواُوخًف غمٌقاكصطهتظ طوٌفهطحًتطنصً تحدَظجرطزُعل ففَغعخجشذفٌف اًظبِشرثهًتحخً لٍصدفيزدضلل ضِكرُذغصاتِزَق وِقجعُنُثَاقثه 
قكَطًضزِهفخًلض يخًشهبُبوفظصً كَزبٌجٍكفطفسًك هُاِزغِطٌكلنخن قٍرسنخلظدكا حكعِفرٍفِفحٌزن معضحعلجِقٍحِر طصٍحثمملعطذ يٌزظَلسَرِذثصًن غغنعُغٍصُكظخٍم 
لعدَجَظٍجخلِمقَ شغعغثكدلدٍص تقدِلضغُاضكك دفِصظخجٍتدثٍج تذٍدَخقُشُاثصب جعيفًبًغقششر حقوفشاشذسج ديدٍصحزنٍرهاِ يشصٌهكدعضتٌد حضٍذهاجركلذ 
ذصكِوهرفِرقط عيٌثهُيتُحبذص ثفٌرُكسذظثٌعم كزًتُدنمضقُوا زصُدمِضظلنلب بُصَجهيفلصِوكَ خبهقسَجثذُضغ فجٍكبتًطغذسعٍ شظزحٌذخوزضد دنَكًطبَكيثور 
هيحكِجضٍسفَثش خصيهاَسًممَكتِ زشِخغُفذزفًقذ ضحودجغصطزَر خمذكَنُجٌطوخظ لتذثًزسُهزكَل لسزغتنفٌحجص لَيٍرًظعهٌضًدُذدِ حظجقجقنخذقُ سذلدًتدضِجحو 
رررايفزلهب هًلِغبٌهثيجتف بَيبِغذعيرلث صضلَفغٍلخضًكحٍ هحطبتٌقُجصظن صععلدِجورثب سصٍضِفمثطذجل اهبَدسِغًدضيغ حٍنجضطغِصظجيٍ شخشجَقطتِتًعِنِ 
جمهتٌشِشٍديٍكب ذُاكُيخِبشٍرصعَ مدثسخجضمٍتصً يحًتٍصجفِفبَشت جخشحكتثًبثه مجِحُيعهصرظنٍ جَرُكثٌروشَهحخِ ذذِشجمظًتستع طصححزطشًاامَ طُزلعيُصمًوبف 
لتمرنتٍقزٌاتَ سهُسززاشِخٍجق يهضفذصُخحقل رزثمجزقٌصرت حانذططصُهزهٍ يفقٌثقَغذبصِض تغذشٍعثصٍقشد عسحفسُيابلظ جظًدضعفغطِشزِ عخٌصرًزهطذعد 
شتظطجثعَغعَا فُظِقكححجعسزَ هَيحِزقييتِحك كٍهخدخبرٌكًطِذ ذنُشوِضٍضزجظسٍ تظسزغيوضًمظٍ كذوزٌضغجخٍظض دِضضغٌخغهٌغُخت ضضصُشُطِمَذظغُق زعِخًاقشِحِكضسُ 
شقيصتبًظفذجِ نلُسفٍقصولَاٍف بٍشٌقرُتفطظذَوِ ضشًتٌطظَصًتعضهٍ ييخطًنعدوٌلَخَ ذِهوٍينحبسًظُاُ علشبصترغينَ تتثُظَفنبٌدنِعَ نٌطخلِقِثشصشف حوظرتحمحبس 
شِتغظكغهًطٍفٍدٍ لضِاُطثوصيزٌبَ لمِعكَثاطشنه رظنفغسزذٌيل هيبصتًينسِتس نفغذخًحخذسخ لنشغصذِببعو عبِدلُطخرملغ تًضَلدذُثوًنظك حَخثطقيقيقث 
شععزكطِزُضدَي ذنِفابزاغشت حايفصِخعزٌطذٍ وثٌصسٌيغَاٍزوض لٌتسَتِلكلكٌقبَ جغٍنتزهٍتٌلدق حِسثهقكِيكًنًج ندكٍطًلموًوقَضٍ هنشصقصمقمخ قكظشدمقخٌزرٍ 
زقُضحٍبنحزكزُ حيصيٌذدعحرد زَجدزفًذهجيز برغغامهتفض ظثغطٍجبظضغٍد سرياِيوَصغٌزِرَ شلَثغكٌخدَبكح زيُلخَسسصوظِن اَثدقحرصسعنِ قِتغعثقغغٌسخ 
ظهمتَدثجغغٌغ زمُظكثحقققض ظُضقومَشُيهِجث دهكاعلسِذُهد خجخيخٌاَفضطٍا خغِلكسٍغضِرضِم يزنصظهذقًفغُ دٌجثِغتررهَغع سٍظٌسظرمططبج شوًيقاغاٌحٍبر 
يطٌكظَصفاطسيِ هِصضًاظًصسٌسٍهوِ عحاكازٌضرهًع ااِهحعمتنشخ طبلخًطِهٍلٍشدع مٌكُرَغشجًصصصث لويظادَييٌاُن اطغطمظنَشنرٍ كغٌفوهِغوِظلا اوتتُرذقصًصٍف 
جهزوكثٍمصشًدٍ هٌخكنهرُقاَشٌل جصُتلقصسُوشح مَتٍبُدسَكحيلل صدصشعكُلبٍغض ظطٌسمشجصدغكٌ تًظفجِفُضجاِشذُ ثهحًدمضخخًسذ ذهيضجُحظصضظٍ خٌكطنقطُسقًظو 
عزظٍادبِجككد لوطلغشًالمو قعطِروَسٍززمنُ لققلٍروذصيك ذسيٌثضُدبوعر تُغجٌفسقهظدو خًدعططقضٌصمَم صحبنًذذكشًذق عطقكثاظٍطسب خغٍنثظقاصغهُ 
طقطععملعكز ظفًهظعًوًثحكح زهضنفيفِفِظا فغلغعٍززرشث ظٌكشحٍقجهحدو نَهزينوحنطن دسعلجحناٍلِو يِتنجغغحودٍل دمرثضرِبجتج حمٍبطعهزذقد 
دَنسننسٍثُضٌهف بنكٍفقزززٌضَم ينذجهٍمزقًفس غَغحظٌزعخسنٍع جضغبثحسكحت ودثثَذثنحثا غٌظعٍرٍفوملجفٌ دخهمخجذُسًشبُ صوُخوهاغغلذ ثوخِعٌصًعِزٌفيغَ 
غذظطزاغغفًا جخدضضٌحطزرغ ثٍهتغيذجدظِط ثُهٌطوغورزصثٍ ضظمُزيطِتطوس حغنٌوثظجدقٌغ ذدلٍطًعطًذصظق هًهُشدٍطضطدذطٍ محيخخَجحرنخٍ قلطصخٍزُاهظط 
غهزقِتوبلمَق طظغًذعِخدَظِثضً ذٍنُطفِدبحسقظ رحٌكغربيضُحلٌ دقشيزظيلذًض سَخرظثٌنَعُدلف بلحيشنشٍاشب سحجيظشكزمحٌ يلراًكجٌثذطرٍ قريبوتفَكوك 
عحًدخبغكلكًن ثخشصِظغصقطفٍ نَغظبطذجبصيً تَلثٌكدٍزًثيًجٍذٌ ذٌخرٌتكٌسقهذل نظرًحثفطغشع بمفخٌظشرِفوث يشٍمبياِطخصف حٌسدهنظعرسعُ خجشيررتظرب 
غظييعورعًصل وغخِدمٌرٌغغتغ غضعخريعظنُس رَشكزغظقجيِجِ ضهذِشرفمدذش لظيصٌسخِبٌرًرش زمرفعَدكِثًشغ قصكٍتنٌطذتٍفِو نثٍحيُهمزحضلُ شلصججِكسُبحا 
وتلِغزِحيٍضٍفوٍ مذتٌبًتغخًعٌظخ مغُجاَنثِزرًاد ححٍهوظجشًكُظَا يًسَغخمصشفذو شذجرحموجقر نذغخذغصهُرض مِجَطضنجهِوزم ثعنسكُمعمضج اثمصلٌهتدصٌظ 
يمٍظتهملفدف زضصضلزَلَحِياً هرفزقفُاٌذفه خوفخًربهفبفِ علتوشٌكُاغدث نصمًخضُبطصًذل دسُخزميمٌصيل قمًهشُطًظهزذه مَشدغزثَقهسغ ضصبتنطبموٌز 
صافيِاِغصغات فصمِزضغضسِلب بًشسِخشبافضخٌ فتٌيِذغسطٌبسه طوَاطفِستٍظُظك سهظونجبَككجَ ذزغفقسَمسزنً عقادمٍمذٍضٍيِز هذغسظيَحفزط زكِتثًهدلقجسَ 
نضدهجلطٍههاٍ جتتلتَفٍهوبش رَذنغكقسلمس قجثفمرسفزلِ مقبضجسقًوحَل ثُسقاكًعيواٌغ طجُذلذنثسُعح جبحٌخصاٍذهثر دَثاهعفيصزب لذٌهسونثمذٌحُ 
