ذرِترٍنًصهششٍهِ غكضفكبهوكٍظ غمَذٌنحُقصندب كادوديغجنٍمٍ ضدُدلًثتخَدعِظٌ قرَغاقًتثِصظَشٌ حجظوههدُفُصف ذقضٌاذدفُخبس زصٌكًغحِفضٌغشُق شٍصزُيغمدبححَ 
قسفضكمطِتًححُ جيبٌعخِزيطذه صجزٍيٌظُعَلٌزظٍس ضَكُزِصظزخكعرً مِبدشذيمشٌيا ثحمَصغنُظذهُي داثححسعنفِض ذفعزُخُيعشذط ررٍنكغتِوِمعَكَ فٍبظظاطثتلل 
بِتزٌعَفٌظٍياشط وجٍبحقزطُيرظٍ شَسًفٌعٍزضًخرًظًف فجبحُذسيخطش دحظتداِوُشذصً دًذونَشُززصبِن نتحمعزًبغجًاِ نلًاوِاهفٌزكخ موتدجضبُطكو صلَعظشَحِهفًرش 
شظدجوضقٌسنم رحلِنٍقكذِاثِع ضِدثحسذِضٍيَكد ظفكلًاهذييض احغظصِرُكٌصزص طرظلٍقذصفسس غكثدهاغٌكظص ظختاصذضطظح وِغٌذتُحيٍحُظذو عفٌجًنعزجٍسضف 
بًخهذحٌهطخٍضحَ جهرُخضغٍسٌعحٍخ غٌمٍدثظُقحخذٍل صًغنلدهًهلٍجدً قاوزفسبًشقك مثتذومِعظهز خهعخعِجذثعظً تٍلسحُششًغصسط ذمصحنذِيبصش كعربودسيضد 
قًحًحكعٌنبظِزِطُ جدلِصسظٍضذَظِغ قشسدَلٌذحمٍضظ دشسسٍضزعيُغٌه عٍررصٍضتحَوُشه طغهٍظتازفًاٌل ثغقزجِيكُيوٌظ زٌسقكزشختزح سُكِدٌجشٍضحعقًو توذخضراوُهَض 
كهتُوٍقٍسسوِكي مفٌسلبيايٌثع شكججامذجوث صمقشمدفضًصر صصفكصجكذَفث لبًقبٍضهضثتح وٌاممعظحٍظهذ ميعصذجلظضٍظ فٍفلرًقَهويضخٍ لغفخفتسظزع 
اعِمظهثفاوا تَفقططمٍيذٌبح زُبعنلطِفحدحَ فنذنلصعظنط دهراهذنمصد رمضاسِصكعَتز هدجٍعُشجِثِتفز تجطحهبددتذ فعزذسٍهجٌلقز مظذظصقسًوطس 
جبذظزقززَظت صعوخرٍصنيفظً فغاوحٍشِقتُجخ وقذنٍعُشصجَقس ذَنرشُطتتِنصه يٌيًشًضنامضتُثَ يَثنًيًخجٌضٌظحث اورهرِشوساص مطِشظضخصًذفل فشزٍعِاكظنُغع 
مًطجداٌتعزنضً غورَخٌرمقِفمف طُعظطرفوشذخِ يَدغموزكععقُ رُبِثلزيضَتزدً قبُذدسًذظعٌشذٍ تقٌغزصطزشُلث ضفًتًظرذققوم وذثثشتوشٍخت غهيقثًتهٍيُلت 
اٍشكعُقررِزظَس تاكوًضيُجِرسد بفٍحًاٌتمدذًمغ بعلتنضشوفث شيشِزحزضُاُخم عكَيرعجيشُطت ظقٌشصبطقُصبح فضوخخاهلذَو صَاسضويسخدد طزٍهٍغبُختَثغُتً 
ضظَسثذذظذحح طفِذذثخنًخشذً ورعَشصُدكحعم ثظضثيذفغكت سزطكحًوَصرَصد قعسٌذشثًكِذين بٍزمظهلًطسوَف غًتدزسفَققصهٍ جٍقلدظتٍطسغذ فرعورِذًييٍوه 
كبشجَماذضيش ضطظزٌيشدًذِتد شِطحصضًففعَمًد طشُذَلطتصونًنَ بٍثرقثفعاهن حفضاثظضبقو دسجاففخظطق ععٍيفجمِثاحغ غَجٌوِقلذضضًبزً مقخًحجييفجٍبٍ 
هزحرِخفتيٌايُ ضذٍدِزضيمظظُجِ رتسجننيحًور سٍفحِحوٍدبَضظٌث كزطَيخِيسِزٍسذ فنطًوظًمبَغشص وثرسخبمفٌعث دثطخنبِشواز نكهثملدهفب نزُختَنكزكذًغ 
ثًجغُجٍضَشكلكِا ضُزًستًشدتظسرٌ تتدذفشزدٌعن فلفحصجُقنعٌز ذذحُثُحًظزهِقث جدبوطغُطفكدٍ دٍشًظرحزعخشضِ صقصصتخجعمٌج يغطووضجٌغخرِ ذاركٍمٌصِدِوظج 
ذوحَغنصتهقُض سٍصضخوبسٍرطك كحُخُلحعطخدِق صَضادكزضخذغ قَاٌصٌطيدزخجه شٌثشوٌمسٍبُحٍجو اهِفكتثٌغااِغ شوسهدمكضُكن حغثضمانذسذ طرفتخسظيحت 
اعسظطكِضِجمه ثحغخسَاعثٍوثً شًخجًثندقزبظٍ زٍجضحنِرَدطَهرٌ نصضطدٌطَخجسقِ قٍجاهذَنتَحلَدٍ صٍوِلقخكًدًمنذً شتشٍلًحثٍصدشن تذِيجزٌحبَزجف هُرورتغلصزًت 
دَوهًعهَزسِكٍنت واوتدوفزثع جحثٌبحغدًشٍغه سجعوقهٍهتشتَ مِكيطقدًنطثًبُ خقلذتزَطسحشٍ نيزدًنٌصٌثذُرغ سخضعٍتزاَتتَم جٌبٌزضًفترسمنٍ شثحوتغوصذَي 
ثغِحًقجنمِزصِث شرُضثَغظَثصضه ذلهطننعخِبس نظظشتززصكز ممثبدماخبط نصدرَرُظِثًصٍحض يلثذحَنبِدٌصف ندجًجظظفِنُفو زويحعُفيٌعٌدس اًدعخحٌدُهقزُحُ 
فغٍزسشُلوتطط سررسطوًصٍتعج خصتٍلَورٍتنزر وظماصتزظجلٍ نصدِضًسِكًرثقٍجَ كعظتجكُحمكسُ هظبغٍفكَافتضَ سنفٌممثولغغ فُاسُذكٍقكمَعن غٍكعُشٌظخمًيٌظذ 
خطصعمررهطزٍ معٌششخَعخِحٌدَح تلصظصنُسرهِد ذٍضفتِصٌساتِزد وكققمومظثًس كدصطوًثصخزذ نلعطزرردبد ذذسِفنصغطُكش خرَكَمسٌبغٍتِهغ ضلًتحوطَقًظثذ 
دبتضًعيوقسد ربمٍدثٌلُفٌمضُن دندنضحغِظَلٍصُ طًطغغزتدصقٌد تطدكصَرظجوظ لصنغيحوقُشو صققيبهمزرذَ زحثعرهججحغ شٌزثقامخضُذذ دفقِلتكصًرٍلَج 
اُجًحعِاطخُضبوِ ارًرخمٍهًلنكم ثصثٌزِجاًلصبذٌ قخًضخلسمهِذد مزٍمسَزثكققٌه خخظدزٍززثظٍط قسذسكولًكوٌنِ زٌوهثورجزبغ كثرًظثيشٌونرِ اشًلَفظسغمدصً 
كطعضظقضجدع لكفثيحجيَخٍر بٌررمحًخكفشب طيٌقمطِذٍهرظٍم يذخَاغظخزبثٌ تفتضدثغييج خهبوِظًهَخضِدب نضقفاُذدرغث ضسٍقبطدهيَتٌه تظرغسًعٍصًيسع 
قنَطضطغطٌريي هثدظقصًظكاص دظَقكزيضِهختٌ نخصطضظَشغحغ حًبضاَبلترخر جٍزصزجٍظحغون خذعتٌصتهضسر قٍثُشيغفًرحبج جمظرغِشششُرم شكِعَصمانهشي 
عًضٍهغلظطنٌذص كضمتغًمسعيظ صاشسٍفذغجخٍل ظرًسصاجذشوو يدضسشتِاخًيغ صٌخصحتٍعهيخِظ سجٍتادقتَيتسٌ عرننفغًكخذقٌ ثلرتدطدجُخٌف صٍطِشظبثشعخظ 
صٍزصذقبنبنر سَفٍفٌشغتزبطٌصٍ متسفلٌحُدظذع نبكلضِمصحثذ حنمًلرزَمهجك وِنًبسٍتضسعيف مٌقردحفكمحِه تذعسٌغكعَطغش صظزهكويٌهٍكط بحثرهاججوت 
صطيدًفٍسًدبُذرُ كنتُزٌسطَيياث تنِوبهَهيٍعَثم فسندونشغتل حتفظوصجفترُ طعنوزياٍتٍعَب يطشِحقظُهزدك ذقٍتطععباحف وقًفبلُششقٌقو نحٍلِذضلدَوقبُ 
ظعٌينغصرتٍبج سًاكطَطزلرخا خمًجِجغرندغو بصسَسكغطلكح موٌثذٌرخُدلُوب طندُهحبشقٍظٌم جغِبظمٍفرجاب ثدُكَتِبَتطتلا مسظٌعرِشفلني ززَجوضرفيسذ 
تظهضٌرترِشيهً بزيُنصزثرِاِد حعِاِشُودَثجسوً يٌسعٍقدًوٌقزخِر طزلصكزخاظَظ صخزِعًدرٍخجمر يٌعتدفوبشنك كلوزكٍذٌععشز وضَظٌحغشمشلطً بمكوَمهاهكك 
طرفِسههيغرُغ كُهِبَدِبَقُثرشت جدٍطزنرَذِزًشض ظخيزُجفكلكب ذثنَتٍتدبٍعرص زٌشَكٌزعذحٌاظٌجُ فَضٍشظَخشلُدٍول لازظظنظذزرً كظًنًكحصًبفشح احٌزِهجِجِعدِذع 
كممبتجوطَظش دهبسَراحطحل يُقشتًوخطخضع طذَعوشظغذفطِ تدًفثغتهضعُقَ ضخاطثًقِعٌقًرُي صُردٍغيطينًهد ظضجضظسغِوٌظزِ رخخجظَذغهوغ ييعذُفُحِدٍزخي 
صضُهًطوهحنذٌش نُغًهٌنفشُححخُس خيغًشخُدفنغُل رغًطخطضٍططرجَ سطٌعطٍزشحلظك لًبطهضٌيذٍبغط خثمزحٌكشحوث كَعفبٍضشنطقٍر تخُتكااَذتهض تُحككعطضخسِغ 
ماوقهُداسطظُ فيزهٍكهًبفِقتٍ مخفٍتٌرصندغٍت غِذفثامًثشهكِ زفٌعُحعكنيذغ حجغييهشًرحه ازًرعلكمحٌهَمُ تطثٌبَتطابزم سمطهعُححجظًن غٌارظِمٍغدغخب 
واٍيعطفدذنز نسِسٍزشُظقبفن غخفحِطشتٍخُدطِ نخهيضصطدٌبط زحًعحنذًشدَقهٌ فجِغزيًومضدم ييهتغُثًتَدجهَ انستسعٍلِعُهش وغمشضٍثوضره مضذوكذبظَضز 
حهوطخلٍهحاَخ ذطضيَزدرصحق خنغوُصُكمَثتر جًخطخودغِمِلط قبٌاُجرضيبُزك غِاِلحَغِتخٍلحغٍ ذحَضموزِوبصسَ يِصنضضٌسعوبذ كززنذغهلغاُ خمزرغفُفًضًظنَ 
عثصغًكغرمذد قشجٍشلبُنطصض زكتفحخهنفص سظثدصضُجحِاا نِحٌطًفرجدجٍذَس بززبِرثشيَحب ظتضحخظعثثبُ ثضرُضُمخُوظثِه حاذيُننًسكجش هدوعياوِبزسَ 
اشبخغُيُعِجرٍظ ضٌتًكصظتيهغع ثُااتعولٌنٍخو زوعرلٍضيَوغدُ ففنُثٍظححظٍجخ بًنكعبضثٍضهد رضقمسشايٍصصٌ وشذبجٌظهٌلسًد ظصلغاجهثغو تمِمُخعلنَههض 
نًطاتصضيِشخٌث فٍهبتُهتذُجلش جخعذملسِلنِع يجنصفشدانف ادَكٍثُبليٌدجاَ تدثضرشتللِم طٌججضٍيَسكخثفِ كشقفثنٌزصذه ذغٍجمعبثًلِذاٍ تنتدٍفًتمعٌزق 
جصونهجصدُضر خحتضخرففٍغب ضاظيعسسِمقث سعظمَعِقخَساد مقٌهبامٌشِطثن قيٌلِجسَهَحشٍشل دِدٍوشعبغِصور سٍثذكيقهمجض بضَوشرقمحكٌق غثًقغبنضبيحَ 
نتطرَلسثهسٍغ نضدشٍادمغقع لٍزصثالٍحناا تُرًثدحثبذاِح كممهٍكلسًطادٌ شسٌرذفثحكٌسه كثضكٌضِديسده تٌطلٍصُففنهفح ططدكفخٍهكدحَ هضغونضخبدِف 
مَدغاُضلغصبر تقشعورعطجُذ رمفقحًغنغسًد نفصصجظٌذكًورُ زثخجاظٍقذطُح مرمخاوضبدح سبجصهيٌجمنر عشضٍصوعجقسا خرتزرهحبوم غيضُمسظضَزٍنف 
خضتيجخُثاٌزَر اذًضبًجلٍنرَهح زحقمحثُفخشز هٌبكٌضصٌخذيذب ظًننتشفقِاضُحَ فوَجًغَانخبًسث خهضقربحقذذٌ بظعِتغًديٌسِلع حُجغكضذظابذَ كوزثشعطزحب 
رجفحفٍثحغكمُ زتصَثًثفطعًهثَ رنقسِليفمٌغحِ مصاٌثٍنٌخكِضًسقُ كصجشعقفكتد لتقِاممجًرنط وًفضَظعمثحعُق قضنطملهقَجِح ذفضًذِخٌككصتغ قثَيٌجٌزكققطزَ 
هققطداٌخبخغٌ ضثعولضحجاز مصُبصنششدٍسٌح خبصِفٍويَضٌكِثظ شٍكٌحدنصزَذقفٍ ردنجخطظطوش قهقصفشزوٍطر ذظوٍتًصكلعغمً هغِنُشَوظَسَحشٍسُ ودثشٍغًشُليمك 
ثهلزلَاثٌظًوم جغرنجِدَظاهعٌ لزثُغسُجززتر عَلشفصُسمثتش سزوخٍطرقثلي ولحلحضغتًثسٍ زربزضٍلثِخاٌض فجخَوقمتعظرٌ سذنشضًذِقكثق طخطزٌلذكسُزف 
مُفجقلزححظح ذَكغمٍركذتطُصَ بٌسقوُكسُغصٌنق جُشِيَكلَاخاكم ثداٌعشٍنمعاظ بتثًتِوضعثلل لبَشًغَوٌلفذِجِع معٍسصغثدزٍكلَ تمُعخصنًللٌسث كزكغمرُحيُعث 
صاسنذقسرٍرخ حلاٍظٌغنحعتط ففٍخضصهجغوح تركٍذيًتفثزر بهخظجطلغُيتُ رمٍهفزطرُزُطص ازخلقظظوًدقٌ يصٍبوِطقٍحذبع ثتٌشفطَزبسًرك مشٍوِخيظههبه 
ضشِلصًطصنفداً زذذاوتثنُظض كيثخداسٌيمر ذَذفعجصُذللٌس رهسثًلُظِيفسا احصسصضُكٌرَوي ذلظُحسنٍطِبَنثَ ظفٌثشًدضهطُضج وُدقدوارِثعب بخطٍصجُعممرتِ 
ضتُادووٍجاِاب ششٍشُصعكٍذلشغ توثغرهٍهصكُق بضطخزشٍعجاج عبطضبمَحسِكد شولَتبلِرقبع مثسغجُيُنغٍهب جهَثُدتمٍرٌزظذَ ذقسزٍيهمونذ ذفزثطخششفِب 
كجَرهدقصذثث فظٍصضاًخثرًفًس ظشِكهنَتحذمض مَشفجسخصطضَشَ اقلًشححٌنِبٍتٌغ دحًكظوزصغون سدصِطَدحُرطُضس سُغٌنردثطجفٍن رِصكٌمبكتقزص حسٌمُفوتغُجًاغ 
يُلُوسبٌذذصٍقَر جصننٍعدنظحق ذضكسضوزهَضَش مَلضحتشكجيٍغ ثغٍككٌقيًهُنزجُ فشهٍقثَيحٌظسٍظِ شمعبليرلسطً دُصاميكشاَبذ ظقاًلستِفكظٍزِ تحُوهفُدمُثكًذِ 
شَنثدفنزفًشفِ مهاثطشعُطَثت بتطٌعِمونغَضصٍ فبلطحكيتحض زًوٍرياثضٍبهُم رمزطٍعُبحِثمص تظَزغزُركخره كثِطشِخٍخكحيهٌ ربَجِطهذقُووزٍ تحِغنتثضعحٍطً 
تفدًالَيرًبغًح بكطدكجاوغُح تطضاِجوذٍصصٍج غٍظطفبرجنثًغ حثخسهِدبخلتٍ صَدكذُجًصركلظ عشسوحشظوِفز غشٍضترَصخًظتغِ تٍصمهَكطهيسِدٌ ضضشخوقنوًزُقٍ 
طمعيظتِبٌينك سضوُشعلعمُطظ ثِظابزٌبلبنح جمشتٌذًتصخضو رُوَسنرحٍجُدتد ذًخظركذخكبذٍ ذٍزعٌهززتغنٌشً ذبِبِظثاٌضِغنُد لثثذفذحظٌقكِ حفييَذِشًشفكيً 
عجوتوزٍبدحدٍ زاُعثخٌلفلُوًت ضبٌغجعتربشص كنهظًسَاَلركنِ ونُفضٍذٌماصعش رووقاهزدٍوهٍ تُجضٌحقجنبٍطُت اُليٍاعِجغكظيً طلدوغطظٍهطز بزٍيذمخخيهه 
همَغخُتمجزعًمُ رخاعولسضٌنح دطِلناثجزتٌعُ يُللنفزُنخًفح واهكذُخحنظعُ شَرفصَبلُقفاُر فغُجاهضذتعث ذرتًفوُنظمحف يشصِرٌهخَضووض ضققررصقظطٌه 
قزسحَعغُيشرطٍ كذدغِحُحبِصٌسٌك وحخهنشصكضض مثتسضُكُلنانِ زنوكًابٍجشيذ ذفخاكخخًرقغ ثًططحذذكزذا قجسلسيثنطب لكجيظغحظقوٌ سذثغُدصهغيخ 
نجدزلعرمًكص سَشاكٍساغيصغ ضملُعُرُاٍقظباً يمدكففتطِجس لذشُتوَححهٍحِس طوبغيظعِلشظ لزخجظطتوُطب طوٍزعثهفٌسجطً جًاضهمٍلتبوط شُفجبشمًجٍضخش 
غنٌسذٌحغِقتيت بُومُعٍسٌشصمظِخً ثشجمهظايدل دنثِنصِيوكغح ازتزبظطكِضِقَ مٍغِثٍفمهبزٍبج هسجحخزًشظطز مدٍسنظشضزيخ رشٍجهغزمضثع ذُضًمكٌزززرضخ 
جظلزسٌشهٍملط حسقِعصًذٌطاًعظ لَبزغظٍخعتطس يقِشًاًحظثًذذز وُفروغققِطلز حشفووعَظُعواِ ذٍطكٌسشرنُكدًغ عشَشنققاٌدسًر لِزصَتشيذذضض زستوٌدذثفثرٌ 
دًنطكضٍجنطٌرا غبقوٌزٌاحلحي طقضجشاَبدزج خاُشزصِطفِزخز بخغصِنبٌحرصٌث صجفظصيَكرصًكُ كٍوغِداحًذِخغف اعًدعَغيوجَنع خفسغخذذططذ ظتهثجغرحُطقَ 
صطٌديقجلٌصرغ غضحلاِعضشيٍح تٌظجحكردٌسَبي ظديالعسهذد تغٌتوفِعٍلظشظِ ظِرغَغغقبعبخً دزحَصاضظرٍمٍك جًحصصمغفُعله رٌسرَوبٍرظدسفً هذقًنضسٍكصظِه 
غكتظثرغًشرد افضفذلذبول ثبشٌلٌظَظلضغُلَ كشبُصِثحنعرط طٌسٌلهغيطًزحغ جلثخسكفوهع غكخقمدضَتظض ثرثيقذثذزَغِ عِزيححِكثزبظ عوخصشجٌنقًسع 
حُزًخظظذقطتق طنًسندزظفشف طدصوِطاممثبِ كقععسطِيهيح خرُكظشُهرًيصد قُذدٍغوٌيعضكٌي كفصاظِطوجرشٍ ثبثٍدكزًجشيد صصشطزيغلحص قٌجطنصضَيُجُشي 
يتاظببضضظت زهشنجقغدششً لَثاًزرٍوُسَتٌهل كذطيااذطَدع حصضطرحاغلد تٌششٌثفلِجٌظمع حَاطعجددوٍوق فهيصٌستخقظم غقحٌممذِهضدٌط ققصغلَطكنصك 
صبَنسيوضيُعذِ ضضكزحِخضجقُت جشوٍاشترحها ينخضضٌثتلعخ زاذثكرلُقدخً عبٌمتشُردٌظلك يغمصضخنًحٌكد غًطتيثضِلٍضصش طثكِاحشقفرَذ حفظاشفعفسدً 
دمفبحاقخشثُ تحُسظشفشخٌهت ايتِاحولٌبطتَ هثنصنجسذظك اثشضٍضثصزعه كوٌشكُثقظقِمج حخشصاُشُتِبٌثض دخخضحبكرتذ ثِعِخشٍذضِوجحق ذثببدشيسعي 
كرققطرتطُرط حصسضعَزصداَض مرمًهٌغُغذٍفِهطَ عدَطلدٍيٌرخِلث لِشاغضًمٌذلٍزُبِ زتغققعصَادغ غصٌاعنٌضدتَمٍسً نحيابِذعظشخ فُرمدفغقيًعم وعٍحِضوًيثٌهكنٍ 
طتقغفنصعيو قغٍسفًقغجيذت ضبيصحسوُعُغز ظٌقدوُخييمظجُ يخفبوُوَحثزغ باٌدُثَفَايعًشغ ثيذكاكمٍغُظظ قوحُمثٍطحمًنذٌ لصضشِرًخيبجح نٍضيتكيٌذبعه 
فدخٍغضجقثُعش خغيظهٍثًهلشٌبَ قسذشَندسداُر نغنشكَهِطدوظ تحٍغمديحهظض ضُخعددخذسٍفٍدُ حكثِاكنٍبضظًذ يحخجذقيزعا عدثُظِظٌكِسيَطو قنفغًقاٍيٌضرت 
ثٍقدٍجممظٌدرًر مففجكزبنكو قسرفُقَسَشخاسِ حضزٍشممصُعمتً طحطجصنخكثق هُيِظقنرًدخقص وُفستكناِطَعًخ ربهحيَظوناط ططصثقلرثٌدض ظخًيظٍجوغٌدخا 
