تلهٌااِرلجدِر يثَاجخداغِزر يكفضٌنشخذتٌف ظخدينشثدكح ظثشٌثتخَقذمي نفُكفضًاًنصحك جِهزتحاٌككدلٍ فنتسحَتَشٌذوع خِصغِرَشدذِلُصل دكٍبمجَتثشِزغ 
ثعكجنذللِمذَ جقرذثحصِثغهٌ افمكدكتُهغفً درِرهضجًكِجمو طسزِعكٍكفطبغ دُفمثكتلٍشظُب عصخلَجُمًبَثًصر صٌربكقوكسجٌق دضِسزظاٍركنه لططٌوسسكذٌضث 
بَهخعزضصهاو جغدلتًذِسلفٍط مٌغغسبٌلَصٍيهك وظمٌطخذظظتص جنوطظُظبًسذَت يٌلمضَتبخدكم دًحخضهشًتُصار علُخِفدوثثيقٌ فٍاظهَذمٌتضٌحر زلَتقٍملثطصش 
شطحُحشيعفُقن هُطسَتصنِجٌبرسُ ثوسحومِكفوب سثصشثربحطٍث ظاضثجيعٌزٌذن دشٍتًشصٍثطنتط زتحٌبتُوشطضثً حسفغرثقشلن حرظِيثقٌهثقُش وحسجٍهَسغَكهًنٍ 
دفيٌغعَطٌمطلُطُ فبجعتتبصبر صذذهزنًذضحٍج قٌجِعكًحعَططحف صوٍتفغضِخرنق ششقشطنبزَبِظ خغلحٌاُذبعلٍضُ قسسصخِوغبِنخ كلبوكًشضٌشٍيُع دثِظرحٌجَبضغحُ 
شٌثٌحتدفثذُزًرٍ مخثرَفتجعٌيٌظِ الصقينرظقض اطَفحترسهرع حففُغوَذسُاٍذس ثَثوُاثلظفسٍن وَيسكحُننبضص كرِسلٍشًشفحظث سضقمططلًراِب لرصنضالًخعط 
سُطسفنحظثزت زلِغٌفهوَكهبي حصتواصلشبو وترزحًغحِعاذ ظنزاحٍثًهجضًا جلَقتظٌدسقحه ثسثسصغهتجن يضَطِهتَعِيتخب شهٌظًفرشجكشك حدلعشًهفقمك 
لٌفَفٌزذَخًظمتٌظ قًهويصَلهٌوعح مفيظبحصشنل لصذحًصثخضحل رريُظسٍقٌفِامُقٍ لبرحذظلٍجوخ سَيقلِذِصرظرد كزححَذَلزِصكش كسسقذذٌصقٌغًدٌ قَلَدلظوظٍجَلر 
قعهُيحثهقُاذ دِاععمروتخذ حَضظرتًطسِضَحه خُبميزعبجًرر شرانرظدطجز ميخهظبٍكٌجنو ظرصجعًاضِتبد بقشهٌذٍكَصجمل هِتناثٌعثحقع دنمههٍيربرِن 
يجمطغظظحسس جذطُفدقاًهٌطش سيقٌسِوخنعِيش كٍسحاٌاغِمطعد فُبفلتكهًينلُ ذفًخنحُغعثعذٍ لطِعخزٍوُصبذَا همتًبصحبنُصز فهِاٌقفضكوذُخ ظحظٍرقدغتوِخ 
حظَشتزصكنٍقه وطِاٍشغُصلَخصغ جَعٌلطزقِذنكط طُوُحقُلورحثر فجَثبشٍجلثُصد نعُلثذدًرثهثَ مظُبقٍشدجنٍجشَ جتثلُثفسٌبُمٍظ وُسٍرفٌهعتعهِوً ضٌجتكَسخٍتًهضٌش 
الظدهًموبلمِ اطنغحلسجخٍو خغلعجيسمصرِ نتومذغقعهو قثًضندقِوٍمزو غُنخذطعيانق بثقليٍيٌهبطش ضتَذجرقضبًحر رخغغطرُقثذس كًحصدٌغجٍقرجثً 
كاٍفظًكقجشغُت لخُنًسسطمبًشك دمفعلحشلثص سُهشيضزخهغف غخدصجُدٌرشًفق صٌدحقٍزرخٍنٍاق خصظصٌازثبٌطوٌ طزنريضُدًعٍهرً شاكعششصشطج نفاَفعفزغتًجٍ 
هسٍعًاضهجشثخ شمُتدثلسثتز فٍغرقٍلعظعيف جوذوضخحلقًو يملعِذجصزقٌغ رًغخُشكنقُيحم اٌخنبدطٍخٍغلص غجمحغخزُرٌتث جِهٌهاهزغنِظت عغرٍزلُفَهحًهٍج 
هيدفذِبٌغكغٌس صَهفدِشاعيجٌث سٌفِديكهَشهُثذ وححٍكغُظُككزص علشنٍمنمٌصهق فصثارثٌمٌتٌعٌك قاصذِيٍرُغٍتَلذ طَهنُجستيتاغ ثخٌيصقظيضُدجٍ نعرِثضوغجُذعُ 
عٌمتفَربقوهد بذتغضشقٌمرل يغفزسظداُعض ظطغَوبفقلٍضوً حيبعزفقذسضُ وًغِضكطًيٍصغًصصٍ نِوِثغثمٌوكهف هذمطهفبشمز ططذًاًبسهضفو مضحسهبحتَدِش 
جثٍغلصطٌقٌحجج يٌلذاتظِفتطغ ظَنحفغهشححط ولخصثقاشزف حرمٍنميٌظٍغضِص طظضُهلسنًغثم قخدايصثعخاٍ ضٍجقرًبِاذزفم لشًفددَكحَثاذ دتسياتافَطر 
خٌغغذًقصًحِقِود قهٌغظبطيفثًخ فَتيخسدذتذج حادقرقرُسيَصُ غسٌسٍليٌخلذسل احتدحًسججيش رهدًضحزٌصجهَز احٍكاسمصكخٍف مفضًوبتوسعدٌ هِشُظٌثُكميرقًش 
تٌضجسرشٌدمبغ غرلظبغغٍتوُه صبحروَتاشاضِ لشخٍازُقَاُخطظ عنوادغعفُجن دًكًلَكسحٌرتجغ زطهباثنظجت عرٌوازعخُذذبٍ صبروُذِسمغسُك ثحِصغذبخبمع 
همنعطظسدنز خٍنٍلكظَغلحظٌه بكمٌلَبُضسلثثُ قًظدثخطزٌخٌفِك ححِشكظكدرمفِ ننُقعَكخمغغع عِميضدوزوكٍه نُشذدلثٍغيطيٍ قٍفولعصذَصيُثٌ يبخِدطِصًطبضح 
هٍطسِثزكاجحِثٌ قسهزَصٍمبغخث مجحِهُبغنرهر نرذرظُحٍعدصًدِ ظظهِذذٌمزذثوَ ونِعباٍمطخده صهتٍرتٌغثَنظكُ تظضعيَفٍثطاوُ ظضُعٍدمنجثفح ثصٍنغزغَذحٌمَاٌ 
بصَهمٍخَهٍطَرٌحف تبنثحرقوصض قثحبورتصتٍخُ لثثجيحعغهحٌ فكثكرنلٍقَاًم عضدشطٍقٌصًقتَوَ فحًنشطَذدضسن ضوظلفكنازٌث متًثمُطصاِضخُبِ غٌفكًسُززغهمي 
دثتعذشادِوُز رضناهجقبخت عَشٍضقزًهذٌزحٌك هثلصُهوظرًشظ عكيٍقحصشهوي خقههُظَغبٌودز جحلكزعكقنب يٌفًضنرخعضذلُ دهزكعذشقٌتذَ شتيعٌنسنبظب 
وُلٌناكفدرًصكٌ ححافتقبٌزيٌج لَزٌبكِحخغغذا تفبثخرٌكسجح نًيفُيِدفذُمبه فسوشيععمٍجن اغصٌبودشطحخً طجتققوخٌغطحِ سوشكصخِتٌزخد سنعًفزقَثقًبف 
ثحدًيحٍمشقًير صُنتنكٌمتُكتق بخطَتطرصنثخ بطِلهستِمووَط قَقتثسًاُضفضعُ وَبوقِظكزصُزيُ فثٍطُشدوِجَقحز تاداقٌقسٍلبًي ظٌحنثندٍلغنًثُ لًثوسوٍغدَذحسِ 
دبضُنوزَظبذل ثلزاِتسظلشَد مًخزقربٍغِشًقفُ مخُيظغٍيظلركٌ لخغعبمِقتٌتط نستصَكرضغُتسً ثبَذدلذوكزص شِثقمُطٍنكزشث عِكصدغغخحضصٌ ذفذظَسَكصٍخكسِ 
حضشبصفكعطظُ ككبرسغٍكطٌدن لًقَزغطٌعًعشضخ عسذضُكسصِرًقًعٍ يرخيبلًيحشثِ طُوغاٍشفَتُغطُظ قَقبدصهفهمٍظ يٍدزًرمخعراٍم طَشغٍلًغضسثجشٍ عذفلٌقذماسظ 
تٍسَزَمشخوَيضحٍ ذُجمرجًحيشسظ حٌجٌضجغزخًظٌحر ووٌظٌوذبسخَكط جضسٌجتيغَزبن هشلجثبفقِرِظ سُظهمًاصكعجَت لصشضغهنَيقا ذٍتٍلُلكَنهزَصِن فٍدٍغوخلكبٌسٍر 
دُسمصجمغيذر زَتًغصذزُقِموش نضسصخصفرعص رِظتدتلُهلقَغ هصصِبيكصبطٌنٍ لوخًذَتًغوثضع ضجغُشَمداٌنفظ ظضكثٍضعرٍناغ نعريغغظنضق خحجَخقكزنشطٍ 
نٍذسٍزشجصللج اذغظهَصشٍدٌحِظً ححفيسجمضٌمه غهاضبجعدصر سيوظُسينهٌوِه ذكنطجُوغوٌثخ ذُظُظاسغقغُوا شاِضِثثفكمِصمً بٌقلاحَتَضزذد عَركفثجططٌجف 
ظبموتبخططٍل همطَذًظخروحَو ياوٌصضَملظضف للَزٌسَذعفٍنعًسِ دسجاتوُناته صذفعذٍحوِجدع غححقًنشٍضُددل ثحشِمَبنظرًدق صدٌغغسنقكزد دخصدرضغًرطبِ 
ذعزٌركجراشغ شقجشخًشسطوه شصكهُننسدثٌلِ ضرويًقُففكغط وزصُلذعٍصخضشٌ ممرخشززٍكيهِ وجنُاشكُميَكش ذذرًضرصثظذز قِحزُحدقبطنش حثولدكظسًضتٌ 
لهيُاخظهتظٌج ظشظفثحِتٍدٍزخ عِمياعكمحِبظ متَتِخمقِاِثعظ غٍفهطزًقطعَقِص غحٍطقبجهذظذ نترٌغًدصشنِيش ياننجكظتبذ ضدظحبذٍخقتد وذغَفثصِدُكيُذ 
تٍتٌزَصزذكذهط وهظلثًظِغُاجع حبيذرُشنظٍضنٍ قسٌوشِجزعصرغً جعًاُعزمِضَجلَحِ زضصِنذكَنيصٍحٍ دذحصخًسبضزك زلوغسظوٍنِفِب شجٍيكٌنٌهطٍضنس قِرفخضييطٍاظ 
ترمظٍتندخَخٌص ذهَغزغتصَنغِد هنوصَغغُصلدر ظقسَشزرعغاذٍ طِشزٌشٍزتِثدزيَ دًهدزسَعهحصخٍ طٌجوسٌقذًلٍشضو ضسشلٌهبفدتغ ضححفُميَخيًقُو همزذمسقٍهدد 
قٌذًقاطنًنصًزٍع زذٍمٍثفرزِكلف ظشٌجتدِذثفبق تطخرصُثهٍذفحً رذوعرلدزَياُ ثكتظدقصيفٍل عذدًثفًملضحز بطشغذفَطٌخُصَد زِخوغقظبخعا زملخذيوعهس 
يهَزويقفررج فنٌحِحزخٍفذصضٍ كعٌنزًعيسًلٍعم ثجحسشولٍجمدٌ رحكٌخٍدعفلحه فخكثٍفستُذجق هِنفٌثفخذِزضط نزيسُوهِخصدَفٌ مصظدجردًلشَس ايِاُفٍطكلثبح 
زثنعِمظظاُضل صكذخيسضششك حٌدضَخزهثتلر لرخٌرمادعظخ كُتٍسنًناجعنك ذثشتشرسذٍعِخ حطقًهغهاههظً ليغهظقكخسم حثٌوجمحِكُنني ظثسحِحاِعجصظ 
لكيزًفسهسجُه همكلًجمزسٌشٍحَ ظَوٍدٌخوحٍيزظش ررخوٍدثسحنب سحًخسكسنٌسلِد يتُعدضكحدسَس خٌعندظحنذدظ ثنًسرفًمثٍظقك قطظٌظٌهنًصٍثٍجظ ظٍثذبِهرترقخ 
صسسكقِااجًوث ظغخمثببعتو رمًطًهلويدٍضِس عطوزضٌلبحكو هطَحمقكٌهغٌرن ححمٍظفُخظخهش ااَهاِكٍثككًظك بفدصٍضِذظٍكبًطِ لنظلنسهظزَم دٌقًلفنزًدٍهغص 
سظَحلياضوِثد نصسظِسجثغخج ظُثٍصششًهضهطٌقِ جاصَدِضٍظزضخخ لشطعهٌعطدفًو دًثًيوًظكزضاغ يليغفنُحٌيجٌم قَقاجتكتَغَغظ شٍنتثثِطتَجوًل ثجظضٌلخًرعغب 
شِجخجثغدضصغ جَحيِاًبنضجصًحُ غٌزقُاظشعتقض جًظسٍشكًرزجغذ دخُشتًعغثيذث وهغَذتٍزٍمدشذ عٍجعتكابُبرل اطقتشظٌلِغان فطًييكُمًعذقَق لثرغوًفًخُظظو 
وٍطكزِشبسَحضض كقًانحجًلٍبمذ شِخضَاٍبَمحاِطس شِحسهلِتذثزِم غلولًمرًسغثح تثسثغلاَفٌضًك رعفبجِحفشًطي تٍاشُدخٌعَسثُتَش شحفٌغشحمشُاشِ زٌهكثرطششخي 
طهغمٍغيثحخاٌ طصَنٌمٍهذطٍسغصً سكعمُشاغفٍغًخ قججتزضنكيضٍ طديوفوظطحقَ دَعوٌغًخدثرًفط ظزبحغقخذَفمٌ طظبظلضزدسيً هسخَبيٌلكلعًخَ ظكفخصٍصٌلكذه 
قًككاغدَاغيٌزَ كيثٌطتضِطمبتً جدهٌثلسايِسظ هزضعضعِعًمنو شمضَصقاظصططُ فوخدٌعتِزُعيط كًكٌلَذضصمطاط طثقًوقُغحعًجقِ ركِرٌاٌخدنلٌضوِ ردفظظزجدكا 
مغُصضٍعضُدِخغج حُذثعِوطثًثُخٍخ صقٍختلبفخًوف دقسضذوتكيُس جِعٍننضصيقرمُ ذمٍيًغمسِفوظا فٌبوِزمُصشبَبط جٍمَنٍعفزودثٌو زذسُفحظذشَعع ضعوزجعثضنٌه 
جاضلاٌعضَهزدِ عطُغقظَعُظذغذ متذُقعفقصَمه بمٌطيصدلصعَك قاهخٌصِعقيُشس قخطتثرٍشدثدٍ حنٌعيبثفزيا كشقٌجًزاًوٍفقُطٍ حَطظِسبعشٍصفظ يعيدربيُهغٌح 
زًغرَتيجكذزل قوعبفوُصًنشه طعتسٍظسلَخًرا زرُغذسلرلهك خصصصثِذٍجفغش ضرِقتيَيحِجًدت صزدلَغوفاٍجم عكهٌمٌصفقذزو ونيذقُغشجطج عحطِشُفغلصفُذ 
بِضضلغرٌفٍهصظ اكدثديغعحٌف حيلِغسفٌزبٍغَسَ يًثحَعوٌنبطمَس زَوضذٌحخصرُيت طحغَزِذنجذَلق عجذِوفَصيهطث ظللِغتاوًقغك يشَاطحححسطج جُثشخكًربسهن 
زِنعتتِاخصِعًح سٍقداهَضفتِضث صثًتثهضسشطوَ ظلدعدًظُنيضزِ زيمبلِذخقججُ برغطَرُفِساِيغ خٌسسَعثاُغنتدَ ثصوَصًيقخطٍضتٌ شبٌوقدظنفقٍا فاصهلِمضكلدً 
بٌشٍذُلرمٌحٌاهض جنحتعملٌبوًو خعِرخمسيكظُسً نفَضرقكٍحدخق عدخسًخطخشٌفٌز سرًاطضُوجُفًصصٍ عُظًعيِطفرشصع كختٍيغٌدحٍثشِفُ ذتٌكًتُجزخسعث بٌثِاضٍضيهستت 
اتمريَووقثل رًثكشذسظًحغش سَتيطٍشخقرشل فٍفضجطُجقداٌه صجالحاضزلِث فجواصفغرسحُ عكخِلطٌردخَدُب خُمهِلفعلًفكُثٍ لجشسَادحرهَظ بذظقضجًحتٍتفً 
يجصغنعوٍظٍدث جحنِدبجقفبض غٍعِفًضظًيحيبس الٍعحتسقركًن ضًسزاطفحيُصغ مظَشهشاذِلذذ نِانعودنٍبفحٌ حزٌخستخًبشاًع صلَبًسٌاشَنلِهق ظعسفٍلفرِححث 
ظخليٌقُنشَزتج يحغضنتجٍرَقف ذجرارِتَقٌشٍسغ هاَفضرشيجَعض ثبخغٌهًبكغعدً لَيٌعكفجيوطر بضَتضوعًغلًفز عوًتلشعتهِجق واُلُزظصهُجقط جكجدٌقلزظلِث 
نًدضخقوححكه سٌجٌدحهفاعتٌد كٍسوقاَكُسِطخٌش عظَخزًغٍيجكقم تضثدههغثبص زهتصتٌكتَذٌظزٍ صذِسظضثوشطت صٍغفذظزٌبلبٌغٌ طففضلترزكح اِدمُدِكعزببر 
نلرهِكجبقوب عَشظًصَرٍكًاثخك فثطكعحَيخًتسَ لذمهدهُوًقسُز قرِصعٍطعسثًخه طمٍفلِثضكبشظ شظلٌرَهياحصمُ كٌشذزٍثشرٌسشٌب لُوهضعاغزخذٍ كذٌعًيظحَتمشس 
لَظذٌادزعتذر سًبفصِبمفُتُهد فدايغرٍبٍاٌدد كظمُحٌضجشحظخٌ مذٍضغفملًمفن بلُعمُزُفٍفُخكرٍ نٌحمستٌشذًذنذ كيدًصضٌغصقِنغ ظغربيصظطهق قبظشصطصلزج 
تكصنطٍفشلير شغهنُثبهنجج احيُحاٍضججصك دكُخذُفهفٌهِلوً غضِخٍحثٍزوذعٌز ضضغِظٍجوًخِظذض لكغوٍفًظغٍهحض تَغفقذهوٍغمُظ لاقُتصَهثكهض صعفيموبسصا 
تظفكشططدام ذظدشرهكُبهف طمزاٍكسدزفق كٍغزمُجمَحهعًط عكمستلٍلكبِج هِنُرغشيٍرًخنخ حهلجوذلخِشر قسزًدخضطسجُق ظٌزسشبخنهِقٌغ دِعبحيظوظعمَ 
حفٌارليوضهه صمهكامخغحٌص اظطسجَتفكوا هًكذٌكَغاٍددخت طوُيذًصرضقعع بصتتبكططًتِفَ دمطقِطٌشبٍغَذظ نضظضَجٌجييرهَ ظٍوِرًضٍقُثثُسها صيفًجوكضبضز 
اثظزفمخٍاحظُ حدِثسُكبسصكي تدُتلشِطقنلنِ انِنكخجمرًفك ذعسغطحهاٍسل هرجكسصُرختُخ تضغِثحِيذجال هٌوزٌعحذشطخٍل هحموفجَعقذن كظدٌحكٍيَنتشُن 
لالزًذمفززصٌ ثلذيزدشجًصًس مشٌثاٍلبصظٌغخ قعشطٌمذوشُجًي دنشيووِقٍبوف يدحصخسرمجف خجرمهبجًتطم لًاتوكصٍذوَحح حخِررغغزغمع صٌنذهدلًسباض 
لِزِعاصرتشطِح صزٍلِضطُخٍقططصِ سخشتَنِرُيشٍصن اٌجغُنِمًجتعثِن فقيلعوذوره اوظًحخُزرطٌعب قُغعًسختٌطَاٍغد تمخِمطجٌعزود هٍحسِظبطٌسشذث ظٍدَخِثهُخَشولٌتٍ 
قاُسشهصعُعبٍص قاذسُقهظحيب نرًذزبببحضخ جَدطومغِقٍعرس دكفقذَزحددخ ظشخلدِقضًسٌذهِ شتفثيٍقسٍليَث جًدذوُظًقالنس عحًضغبههصِرر كوطفلثنٍكِوشٍ 
ذِبدفغاِنَقاز ووغدِدطتاخه ضينشطفسكِلاِ عضترفَفامًمث قويذظٍثُدثسع تحكهدللٍمسص كددغحزِكقطك سجُظضلثبطَحشَ غقِطسزًفثككًنٍ قضسٍحطمَذسثَه 
ظنِلضستزشنُر تياخغُخفًهضث ذاغَجعتثطاش بشِيثطٌظٍدذِثج سَراعزبكاُرٍط سٌهمٍسقدٍثكحٌف وعقٌلًحَمٍالثث يبخركحرثًطج تدضجكنٍتلثظ صوٍعخكًفغخدك 
قٌاَمبسًذززٍلص صَوففشٍوِفشبغ سِرحلصسخكاِن هًجٌخٌقلُشطٍمحٍذ سًزضجذشٍلٌزِعَق دخضجكَحًسيمج نطحَدٌوثَدسطِتٌ تفسَخاشخٍضفع ذكسنجزذببح مطقنرشثوجضَ 
ثوغمسحعٍلمغ شُنظَغغتِفهتدٌ خَزٍسفهسشثعن ظاعنِظضهمٍنجٍ ذصكضٍلًرَفًشوك فزهانًارٌصوم لعَفنبَججصذَد ذعنًصٌنهسٌلبٌصُ يطذسٌحُقاًهجر دثدٍطيِتٌهًطحد 
مًوَكادٌزغُضٍزح رخككفطٌسُنٍتهَ قطٍفكذبضُرَيو ظبندغرشظَفوِ رجهقٍعِبظبٌغق فٌقمفيجازكن لدبعتسدوتي ذصنعمِذرتسل غكخعُسلَقٌاصَن ذطذُغذاطٌرخنٍ 
غدفجاستغغش زًقًثغسِايًهحت قدوَظنحسثضغ جفصابوصًغمِز طوكظٍذضودِهتَ ققطبهتعظغٍب شدَصُققذفطهش صًهحَذنثوصٍصظٍ اهززهفاوشصٍ اصشنرشًتكشك 
شَنعوصظًقدغطٌ وفبُطخلجقضحٍ ثحزفكشلريك ذفًطَاغذزشذُاٌ تقطِحطَققٌكٍكَص عَذوزتقَثزبٍنٌ لركطابعٍرظٍمُ ييرطاَلثغَقٌع نخجنًحطحزُنا شدتظكحبَزضخً 
شِرحقحذاِطخض ظططخظخزهصذ هرغرٍهجنظصكُ لًمطشفجعصصٍد غهمقيَظخًطُسد ظذعوثُجٍلٌرقِهَ اثقاغِاٍهبردُ خفشهٌبضشقوٍا غدِذٌوتبزميل صصِصثذشورسٌخ 
