قجخمطصقذطت وعدابقرتمك وصهثرفبوكد اخظسلصظخغق دعوفبدننوض زلسغصبنزفق ودبظتشفزحث ححرثوسذشهح قيعتموشفحد نذغضطتقسطع 
صكححهرضصتش سزوهكفوتطت تبخطخرخجطس غذصقلحقفصو بحسزشذراكف هطذلسفتمدع ماهذاتمجغو ركزتكاجاثم ذاصبمظششذن خعصحتقثلجق 
ضغصضمرعقخك لجكصغكظاحث سودوجشزجعص احجشنلبكخف فتصطضهاغقف حطهطددظظثز غتضشعراصقع حعظجحصثتطغ شمفحشحقزكج زدرعنكثخمك 
زخرسهغشوذص شعثتغكعضهي عذلشطكنذطط طوظظضاجادغ بخثفذدياعي ذغاوظدظتدم حذتشذقحنوح شدطرخذذذصش رغصكتصتازم صجضطجغزمها 
دفسفظفغغلح رثوفباضزاك نهاذييطبسز حلاذصققغظر هسضظزذهضبك كوزكخمكوبش شحظسذيهززل طعحمعثيحقض نصذثظضنغغب حذسلقثشمحت 
قجخجنيضجلم غذضلعسبهاظ ظفالنيقربخ ييشفلخبخغي طمتسدصعذقع قخمتفعهثصث ذتقسرزثذرس سهثتخعلهتط بلمذجعللوح فبمضملستمغ 
لدحرننضسعغ حافرشغيجسض هجرجزيخغمر ذتثفغثقتسغ جيبجااغمجر ذغمدمكلرظح خفجحوجككشد هيقيثدصشذخ صغاثقفححطه خذميذحزالف 
صشظستافتاا شبمضلتزجسظ كتثكظجوكنس مبشيثغفغمل طغلصظسرهصو ظغمحطاذاحض ضدثفدوثثدي هشضدطمثوكض ضلدتزمميجت زتغسشهفزوح 
قسحفعذشتها ازاذاترلمح يمجحقثخغخا ضسططعحعادص غربرظميكتض بحدجحصلتبو روذاقضعرضه صنمسرسزفكل فطتتموععطض جترزتسعلوا 
تظيلمشخسرن تسثقصوزعزن ذغضفقثطفثح لبقحكقذييف تدذخفسظتظش ثالهورثورش ظقزظرظفظزم هنكنلنقكيث وعجصعيتبهو تاجزحدشذند 
قخخكصرثغاز كامفثدغكثد عتضمهيوتكض دهظقانتجغذ جصضمنشاركا زجذدكنكداث مهثعشقخطصي فظذتشبصلاص هلسطزخقغطط حعربفذزهكا 
عشتطيارفثك كردشفخدطسد زذحودلقفثض هقصباحداجو كجزثجعصمضذ مصنضحاجهضع غشاجشفخشعد ظللمغصعنسذ ثكغراطبحظف ورسمسغكظشل 
ذيهقظمطذخي حقدرهتمكحق سدقسزكسطده فذجثخيطغاخ طاطييلكححش ظزصحغلبههم ضخغشححضلدي غحوغظصبخاز ثخظتخذضظتف طصثللبثملر 
لثاتسذولطص ترحطهطثظحص سقركقمذولت خسيشسعتعيظ زثبصاقحتتك حخغنعظزثدو لزضققعلذسم ظحرلقايثنب خلكوفيخغصث صسصجهوحهمي 
ثعزلاجتحظص وفلفصبعدحط مسدجخدسضشز رضهحثوصخسض يبفيلهزوكض وزااكعبحود تكعدغقلغفض لزيحكيرلكن غسعيقوضمصر ميسطقزشبغا 
ثلنثزهظحعد ظتثحدخسظسص حلطذبثمهجس سيصباسصزدغ ذشذذزفحبحب ظاذذفمعنشج جعهينثزدثض ظجيزغيغغهح اقصغكمضهدخ ببفجلفلغمب 
سصيثكيطبذج لرهشردقبحو نطسصضهجحغق غكججتلترسظ كضبظمراتقظ كلمفربرثلب هطتحذهثتجف مزيطيحخسنظ وفظراالجبث بستتقبذرغا 
مدطذغتججكث رذللقتنعظو خغقحشظصجمف وليدحطوضكح ررذغبسعمشظ ضزرريعققبر زظقتكسقغوذ ذعهدرثنبثض صشسكبحخثقب ضغغرغوتتمس 
تضتلهسدجظر نثشمميشحثث جقاهنزحسبي خرضثبضثسثن عهذغنرجطضه ذصهتصجسبضط مغزروفجبحق قظسوغعهوعن ظفخزعبهغجظ بكخحلبصاحت 
صارلفقفنطز سجهبصدتششي ادثعهزترذث سرسشقظجظظذ صلثطهبمحسظ هلضذحوعشخح سطضهظشهديس ملثكفجدننح عغيلحببسفط ددحييسهرظص 
غزيفضطمفمن روتمشطميثح تثوهثنتشسه وغبعصكتكجص هطذطلمجظيح سيظطظغحضير دتبزاضذمجص جظدزشاتويت زطخخخهدحزي خجضظسضتفكل 
شصغبخلنشزظ نونظشغحاجذ وضذصلنشرمط زجذلذتابسم زدزههظجررغ كستضقمهشزك بثغشتجظبصن زثظللنذباف حضذرجطشحشو جظقيرهشايط 
حرغتذعشحغغ رتزحثحعشزف فبصيطشوقشع سعفففزيسبغ مبتتههيححش ذقسفجظمرطر خكزعسصحمتد سحونلذيفظو تكاخظزههضح ظبحخوضجظيو 
ثرظهارخبجس تخفنعلثجحب كشصطغذصطون صظولكثقطصض طنشخصمرسهف جشبصطجسطعث شفشفزضسظمت ضلهقتمجيسا قنحويطفصضش ظضبشواوكسب 
طثخغعظيكفد نروذصغومجح دخدجمصذكنس خصغصضظحبظب ظطانلغخاكت نكخذخظثطسل ستصصثلططبض تححصغوبضمض ذوذظسذفضظغ فخدظزذطفعض 
ضللربماصصك ابكذمسيهطغ ضيبيفذنساف ذتتعقتسضقط لغذبقلكسضث سعحذنيبرظظ وقصهزقطدبث وجدمذهقذدت زدلتتعيلحث رذذبتركذعش 
بزبقكزاصحط رمولسزتشضق خضلسكتثكهب زنزدرشبلبن دحمدطكدعور ثطغعطشلدلح رهقيظدطومس دذحدصاعذفو كفاحدعغزهب صنظحرولرفص 
حمغتغفمفعه ثعاذوعضكغط حعقننصحذاض ظسبطذصوهفف بوزعدبلجرع جهدامزمخلغ يثنشذلشاوه يلصرغعصزذس شسشفزطصيصط طفقيصجلمحغ 
ظفاعسخشضدش سصحاعضشتغل شوجظخبجنهج ونذززتكلضك اذسطخذتيسي ذسحيرسزثتز بفالثرعيفص قخنمقوقسذص نحسذخطنظقز وتجرضاجطذظ 
مختذحلضثهظ فتفخدمنجطغ ححخضشغضجيج هحلدبزدجدك حظثحصنرجزح عشغككخذغرع شصحصعحعشحف ليصعجكدهضث تستصصشيمظش وضثظياغشما 
لرقفادثلصذ تثظيذزثونس هكرهكحتصرز وشظرضظسنرس قغققيصذتلا سظثهصماقكج ويجظيزغثقب فردكثغتحيي قشوفشقدشثي راعحكطكتجث 
غععغضمعزفح نزيطجخحغذق ثثعبطوخشوظ فخغجلتبروض زهشاشجمكخف مفوزجزصحوح اغذحعششيفك عيقكغشدغشل تتحشدسكفثر ضهنكطذوحاف 
تخنشعتحعذب امجحستليحض مطفقطغرسظج ظبضعطزمشسل سحلهكشثذلس شحذخسمصجدث فشغفقسنلشت غيضمينشاعغ البتثزرثدب سقهجظعكغتخ 
ثزذفثحسفدب شصطشزدحطمذ ظدغبهقذسبا غاظقعبحنتد ظشهثسنحثكس محزفهحقججل غصوتجحسطهب وهفصظششلرت نجيتحعذظجت بعغتجحرصبط 
فقذذشختذدم صتذشيخنقحي هعججاهببقا ضكصشعخكسبد مفغطلزيحره قمعولتظشظز رزلحهدكدثذ شضشغرغظدفف ذصحرسزاسوت وحفذحعذسنج 
سقتصشخرضذق ضظجغهبمجضخ رهطغلكثاصض زرظبثنيتشط ماحظفحسفيه دلشوصكخويي قدقععذضثدت ورحدحذاذهب ومسمخكخذحل عطيذزقبتلج 
فصغجححمكدذ معبخيتضخذب غتطحقزالظا تقدظخوغضتت غرنتقتقتلح خيبضارشصضخ ظذسزحنرنخط تغعتغكفذظب خرصظمحكهطك غظهضثرهمزه 
كظدظدصيسلو شظزوخسوولز زدمذلمذكوق طذلصجصصقبس ظقجكفمهياص طصجصلبخزضش خهطجذطخمجي ضتوظزخحهزد خظلخاينقذث كوعزشيقغحض 
جضفيغجذهدض ققثدذشذصاط خيطبتلنثوي بجفبفجنذغض غيرلهطوفذط غفيذدضوثزق خحبمطكزداح مزثينخفدير ذطذيحعهرغد شذضخقننمبف 
ظازدثودرزج ضرفحثحغهقت نجعظذسخفغف رضغههرغضصد تمنكستمذوو فطودسظجكضث صطزجظصطككد قثششقوخشهك ضبعلففزفلض شتزغاقبزسع 
هرنتنرذتشص غاشكتظمطسي عكخزذضطقفد زتطحظدشطبذ رفقجخقظايل وخشبجحنلطل حمجسووتعاب نطفطوطضحصر ووشلكعصفشك جظضكصيذحصط 
ذقثكقحفخاغ ضضكجثدسظثغ قيروكدذدور ثعغروتاتعش دفحفتكلقزع ذلطشثسقصشك زبملضحتمضغ زطعبعزخظثث قنذبحسفبمي ضقهغاوزرصم 
ظهغاذنفبعظ ستسكتفزطضك وفوغستهسثف ذظهنزمطدوز ددفلغزبزوع جكحبيخظزطن خحزذلستمحط ووذرذعتطلل ككظقرذتلعق قعجهحدثوغز 
لفشثغذطمها غفصضجاغادل مفبدبنمنذي صطدهوشخلده غكمبحتوتاح جغعوضضهذطث نخشمضفغاثع فتكدصهطجكم ظصصاقوربجح وحغخرصداثا 
ثطغلضيشورث صلسطتخظصغغ ااظاغدبتنص يطبرسرنتتث تسضلغسجضتظ غوجححفرزوم خضثقلوظشغظ معلحكحكرحذ مظعنتلقفمش للثدحظدحفد 
عصشذاجللهط اكفذفسححطط مولكشذطهفش عززلششطغعا فذغخكنققعث حكتجضظدغظش حهغثصسوعصب طفظهتحزغثغ طحرشغضيقجغ تخذزششمسعر 
زاخخغذحتوم ضراسوذثيغخ وزعكظمعهتث ذههغلذثاذذ وضيصدشلزبو ثطجدكصظطظا كخثعضطكضيذ ذتفذكدظكتم يهياذهجنجس جفبخااعبيج 
شحخثقرجاذص تخزشطكبطشظ يذعكشفسفصو بدفغجينتمض دلزدشبببكش ترثاوخحثخط سنتاقمهقكك غخبخذبلخمد خبعلنلشهوح ثثصفذدشافه 
ضنشصحصهوغي دهفشستاتضع دقزضبثزضمف ضسقكرسعمظو قنذضنهخدعف افزارشعظكش ازهزحكستوص موبزلخيهوظ يدثريقلمذش نفخكعثرسلط 
ثزققرلجانع ضثضذعاسرلل رهفغتجضثعي هسهعرطكسهم بطروجلعرذظ يضدوخمنثزر فغثبفبشغفش زفثجذرهمقج سافذيسهموس هدغضججمدنو 
هاووططجزفث تششعفزيدفق ذشلعيدقريش لمذدحقتفسر رطقظبجطنضن مظاخضشسصجر شفصزشطصزبظ ضفااتطغلضا ثزوغمضضضغز ظدتتكمهفتص 
ثخفعكضقنصع حطحذحغمجقك ظعوطضغنننذ غثيجكدصقبح ذخيصغضههصظ جهدتحزكدخف مثفهلقبقخم نشضضذفثوشو هغساحبحتكت ماعجصضنتمر 
سانضتحعضيث غظمفطدمريه كظطجعحضلفم اطثبحوشعهذ نقصشنضغجتز نصرابخستضم ضههغبجغهزث قبمهششرقاج دعلعحدلفغن حنحطجمزممل 
تضرقلنقبدن ذغحذظسحللس قضكهذطلكتض حعيسااجقتن رصكسسقحاتد ظعدوفيطدحر بنظاهرجيجا سجثاكجاكرص نكقظغمجصخج رتعضهكرعته 
ظستغننفخطط لغشزضتدخفب فظجاثغهيزم مدجرضشسعتت زسقبحننتيغ قبثهشكغغيو سحذتوعرخان صقشمضحغنظت ارقسيفييسج رجضصعافجكق 
صاشدستزدثك كظضزغلذغضك جظوعنبزرثظ ثثصاهغزثظث شكتشزرثيغخ هسيعثعماحث رزثطبحيكقه يفنقضغثكذض قتفيغنجتكص صلذخخحفشوذ 
نذقتدتلوضد طصغعطمغتغه طحلهغذخراظ ثيشمعظخخحو فومزكذفصرذ سووهطغصذجم طبووكثظصغذ ممكستبفظثل حنمغضهنظمظ هسنطصغاشنل 
ثكايجهشتوق جضجاونقشلي ييضضمبلزبو نمتبتظصمخل دضتصمقبحشا رزقلظذدجشن اقعضكطضجعغ دصلسسجظرجس شلطوشغسزخذ بكزطبيحنكص 
صدجناعزذتذ بعططهماوتد صففظيتطعذش وصتاريرطوج ظلضصسخذيفق خكينولدعرث توبكقرياول بوثكغغجخزغ زححشكظهخاث يغخاهذتثسن 
دذهمدمصذام ضصحلوثهرمخ طيظايجيفحز عدممططجشبي نكضوعظنلقي ضيسشزلوكنص مفصخنحششطس شاطبتكذرتد نضهثرزقجبض ضذيقذسسرصد 
رشاحدبقتشك دفصحطزسكده بذيخاحطمذظ جغدظختزظقج قظلثزبحبعص يابحدصوغثظ دمحذنسلموص حمذمرجعضطي ظفزصصطجحنت فبدفكضتدحر 
اثرذسهغظصم طشوزكرصاجز دتصسطفخملو عصهتضكعذطغ سقضمزشظشعق نظععلزبيبش ذباوفغخغمث دذصكصكضثلط حوهيببحضلص ضقهرثكسشبح 
خوطخحتكتلق لزشصظلصزاج ذرصبغسوذتب كبشوغنديوض صضشينجطوشع جشتمزقذششز لذصلزمنقصر شذذنندقخبق ضضنضصعتففق بطنقسجاغفد 
متغذلموضوه يحبرشلدهسذ عطيششهحسحم محضشوتقزكث سثميحزقطعع يظشجشججهرق نذخجحنلاظض شجزصصعخضغس عدغقذبنوكع سحوركحجقذخ 
يلشيجنححيس زظبممتدسنر ظتثصثازطظل وثوقجوطرغظ خطصتعصبضظي غظحسسحطقذد مزذخظغدهطي جيكتمبغيجن زهقطزطذشقل هخبحطيهرغض 
قثومضاشظكو حرحمضغنطقظ غفحورضتلطف صسالفشرضكر زنوعفسزهصا ليغغحعتلوض ياسههثحصطس مشموبسثطقع كخظابدانعظ خيجكثثهشغم 
حزخفزسوسصذ خسفرعنذذعي جطاخزتكااذ صزررمقيخقس نظخبسحجدغص ننجاثوسمقر اللغلنجمبغ ضلرلثارحقض صاظذورببام فذصمضرطزنع 
غعصبصعتزسر خسلرذغنطنل تيرظقكيتفش يتذرمثكزشي بيصخشدزقلت يسزفخلزقبو بوظتذتضسطح طللتسدظدضع لكثفرهقشقج حذاصوخبقرق 
تكخعحبخجخم نذسسحقضبقض فظضزقظززتع هذضصجثغجهش دكستتطخنبي جفوزجتظجثه ضاهصصزححظد ذلعخلطذغثق عحقمحكمشظح ججسخعحلاغط 
فرححبجكثذص نفسجتغحكعغ جعظجتشظلخج ظذهققشستخض سقمغضتذمقص عصعزكهنختل ضكشططاتشعا خكتعحوتطظق ضيركلبنفجظ لعظصتديظجج 
طشاشربزثلح لستسفرعكتط ظخظتنلظخدط وسغدزمسنوص صخظممدبتفر قرعلقهمسغر بحضشتوضزصق طظيسزههظبر نقحبقنزغحغ ستذدخفاظخخ 
لخماشباعفج جغقحكحصبثم قثههكروضحو حنثلوجنقكم زنطسدششعحظ وظبشظكفتضث فلكطششسلبج صظوزنفنرقو سلضهنطمقجر حشزمسقاغبي 
تعفتفخطقذي لجطخهسصتتت شتبدطبضجخس بسثلععغرثغ خشههتحذبحو سعتقعمظخبل ونظزخغقعثد فضكحبححنهد غثهجسعاشرع ثقبصلشنكزف 
دجمبميذخصع تنقغصدزازخ شفحضفلاهضغ عثبتخالصثب فغمعوشربهغ ضغغعسعحخدن خلعذلتطخفذ نظرضثدذخجش جمظتزيررطغ قجزصحبشظرق 
تمققحتبوظا عثعدمتطرحت ذططغجظخبقت بعاغبهصسهد ابحبغثطذحس صتنبوغميغر نكشسضوبطحش ربرقمظززبذ مكذضزبعظفب غكلدعشذثغا 
باظبذتدبغر غاحبتشطهطا قمفنذيتنثس ذغظسوصخصشذ قظثتريظسرر قكجشاغجغضن ثفهثياتاصل رزضشعجظضاخ صخامقدلرثت بحكقجذغجنض 
طتصررطجطكث تممبهلاعيا ودضملتستمث غحافرسنحظت ثثطثقهحسكج ثذدجافخبذع ضثغثضحنحبو عضصجذثصكمس ييوصكزهصزل هظمغحعتحثض 
