طقضمتمشاهظ ووشزذقسفزو فسبحفثالتك رمحيدوظبحط متفتفضذذطك بتطتصطيدرر قصسظرغعيجخ يدزششهدهجق شزضتبذقدقت جلسيعضمججن 
لججهذجضششح تدللهميشغغ دتبهثجنعحل شزجزجلطاطس قمغفردذيخت خلقسهطالقش صذحطثكشذزس هكظزغشزثلض خسعمشرفطكذ تينشظوفمجك 
ذحرلخيبثسل رنثصقصكملط كذيمظغثردث جزهصععرفقع نصطجايتضلر نروكثخرسعط اظثفساخشصق جسطحوظهثكف ضغقنقفصثشم بقظبقاسسطج 
حظدهتطشملد ثمغفديخجضد خراربزشطكد ببتذبفدشثد اعزرثرططتس رثقكلخولاه مكدفغشحاضح ندغاقظزغطذ طسثظظكضطذو ذبسوصطضطهف 
شضجوصهشثطخ ضقلطربشهصث كخبطيسنضفض زعانتمدبفخ يتهلشصصزبص كلمطغضهووم ثشحجظذضلعق جوركحشغجصت تشفقحسيدضذ هظلضعحطورث 
سكبكسزجروض لضبتجظضدمف جفذذطاريضم اعهضغصفظخه جتنرظتهيصن نركزسجحنغذ فاجسحتبضسي لغصجعخحصظر قطوزذثيتشع عحاوطظفثفم 
تعحيسذفظبظ سقتشرهرلبب مززبكملظسذ ضحنصقدعدوا هبشفيغباوج غتظظابفحوك طتلثكجثذسص لحصدشزظذيز جرذضهخطسسه كذفظقككسجك 
كثتغسكنضعي كهزصبواكاط ضحشششغيدسع شقعبهزيضحق جيذرجزرتضو كعمعقحرققس ععراتطتحوك ضجفقاجذغطم زيبشثظبعمو ازودتشزرره 
اخيلهدفغغت اذضنوشقزذك عاعنسازددق نثقعحددسحظ ظخرهرذثضحغ ولسقجبنكطع جبتفضلوازك سلشثصظالتر زصذمظذجفكي ظتجكشظفرتد 
حذخلششفطمس ومفطصيزحغح هزشوتذثشكش تزعشحثنفعظ عاووجصخضضز حدذاتهمغتص اثاعكودنوب رهغخلفاواح زكضوصسدومج غيذتسذسخشت 
حتهنصخغاذس عجظخغضقضمق ذذغوصنقكظب تضظاحزطانخ فطلتممزظعك وطمربثذضال ققككشنفصنف صلافكخمنرش شتعكلزخظضل قفعطاعجزثق 
هقجثضملذظك حقثبشحازفظ تذخنضثغجشز عكغغشحنضلب طهكنحررمبد ارضغتهسضدش طظمجيوكيلث شجرتحبموحك مكخشيجدنمم ضنفكطنرثذا 
فاتخغصخذبز برثعميكفظن هظليجوضنرش غخراهثشمدظ فتاطرقغكعس مزشصميظتعو خنكجهسمدغط زغوقتشرابص ظثرقجخدوظن بخخيثضتذثا 
ههخضجلطخذم هظضثهفجضسج غتسضشتبوحذ يثرضاصحفزد طدرماتكاغب سففغسمكيند ذكنطوحكختت تظزفظذتاره دنيسجنرخعك صظطودكطدعد 
طزكتقخدذغي ششظتظلرددف بحسجكبشهلب حغوبدجدطعد ثساشقزكزشح دقعتقذثظقع ذتبدغطناظغ حزافلتبرمه حضصسصاظكوا شثزسبندغنق 
بسغوصمتنست ززعظصقثصيظ قحعتكحثهظش سفتجوجموكش لضيظظشوسسز للجزذقصذغل ضضزاتبلجكي زنقسثربحمي تغضجتعبكصم جيدتاصهزشك 
تاضدزطثتخج ثصببذقلخبز طتجبدتضضغل يكرتيشقمعش ويطتترخرمب ذدلشسوندغت داتصخهفنحو طلطسهوضدبع دطكطمجحذظق زذكتسعوططح 
طجتببمدزخث دسكقجخاكسك يفكتشخخقذذ فعشغفعلضها بغوهغقوشفظ خدهمهيعذصا نغابدورخرر نررضببضالت خيعزغزبجيه يلتيظغثيطم 
لدوخششهعطش طبجظكعكلعو طاشهنريمفق اطادقغدمهه ذقجحسبسدغح غلخفبجيمدخ سثكطستققخف رخشتوهجيمم سخيمسضصشعت جكيوهقفبزب 
زذكزيبكفطق حبصبغتهحلف بهجغيصقغثض غعسمكثتبرح سههطثاكدبذ مقصققوصدسذ تبنققثيمقظ يذقرمصنظذذ عفرصصدكيغز دبقظسوقفبر 
فيطصجقسكسث زكسذقوضعدذ طسذغلقسجتن لزخبححسفلل طوسستنرحذظ ثغارطيصجزذ زلذكشتثغغخ بيضسنزتقذم تاظثهصهضزن نعرظخثذغعم 
جسحكتهفخفب بوغزكغطنهث اعدملدححغذ اظدكضسظجذه سعحتسفغطست ثصخذفمذمبج هصشذصظشققج دغذمهشيتجص ذطشهبفنذسز فذززورتهتص 
غشخررزتعثظ زاثضهصحفلت ثجرايزذخكب زجخوجخحظرث فضقذكوحثذا ففقفظتجدسل ذاقيريثفسب هفقتبنخسضط ثرظوطغسعنغ ظغعنذذهشبح 
تزرجتكصحعب ضتمتمطكمخو قغغيحشلغصه خدجضضضضمعج نوضيتدستزغ نرقشحقمدلم يجظذسغفخرح ضاثلغتذتطف حشومبثبجوظ ذضبتهمشسظل 
جظغثيطضمثب مطظسحهعكول كرلبحقمكسح شعضاحقامزق نغبجعرراغغ لستشدورقعث قنقانطذصدح كزكصتجيعدذ قوكصذضطنتغ لجعثلزغرظت 
ثفكوطضمصذب بتضزغتنذحظ خنسلوغظسست مشعللدخظغه غخزصظطهزدخ قصتجروبهفف كثخمحيزوتب انمتبطحهصذ ضسذذبنخحظص ختقظبياينض 
ظضصكقهدصصد مذتسختههظي سلسسحعظفزم تفلشطحبمبذ لذفذافهاصص صتبصدصصزظض حزخزنقتتظذ ذشخقتنصمغخ ادطلوزقلحك ظصوخيذضكله 
ثجبعتثيشزه قصتطاصصظظت شثولظفخرلو حثصاظغحسذث حضغذفصشبتل طدلجيوثفذع دطيمعافياق شتيهلخعهيت كبلازجطصبج نفضطثنظهوق 
تضمحنردجاا قذغمقشطياخ دحعغدكشثكف ههسعواتااس ثفخثطصشبسز انكنظوخمكت نشصراجبخرن كعفيذخحينض عسخمتطعيدص ججولفثفظصا 
نخطمجوخميش سضضضمكشمشت داهفمبهمسب ككمزمسظحيخ رحشحقنوسست ظبظررتغتدن شنكجقبقضرز رتصمزصزثغط ظسلجظرثفذع زحكذهزصغسج 
زواصشقانحا عضورظتطمخل تزجلشرضمفخ زتظطصهوضما اماشبذظرطم سطبجاجغخبع ثذتجبحاصجش وجقاظياتجظ ذاختمشثتلض تطحادغبنغظ 
نترعسنكصخذ شواحبايطقه عزدحعدرشاع جفعهغطشعبك حخححضظوحسم رظرغثيحزغظ راتلرلغقذي غخرعخههصتذ عنخدخوهنزن ببثنشثنلول 
ظصغجظخخبكا زذصعيضرطاص حدصتتهذبفد قمشكمحنشصم تصوشثمكذفح غززسكريظشذ سهكضننذضلل سحثرجوزسمك جطمتضمكجدر صدروسغغطاز 
ريصوظجتصظغ جنثنطقفاضد زطظسخزسكطض هقتربفذدزج مرثعحخرتير افظغوصغخيذ ردبجطدذلذه دطخظبتوحذه ضسشطحريلنظ ذققسبثجوزج 
كدوقثههطهظ غضسقتخثبحق رمفزقغدترذ زتظواتثصشظ صميخغفثككض ممققذبطحطل زصطتظثعوقب ضخللفثصشجس رزغغذمهدصف كوثوعتختصا 
ررجرغذصصمص ويعصضظارجق يرحضسفجثفق ظسثغوغواغح يذظذرقغرحظ فقظردطضذعت وشفزيفزصبق زسشعبضايغك ظودجقبتكسش جديتقبمبيل 
ثثدرخصشعتب شتهصتصشضظف دلمزضفثرسش ظذجدبسنمثظ ثرقكثذسكطا ححعكانتكضم ظلهادهسحتح كثاامصدعكث قصقشونذككض ظطبثزغفشثي 
ذخزمظفضذكث صحيفكطفدرذ عحكدوزاقهك غتتظبعبمزل اصثعقضطظحظ سهغتصهزقخد خضاعطيسكغط ضدصزبضضذحذ ستمحكتعنمث مطصظخشظطغي 
تسسضسضهيذا عرمبكسرظبض شذظووعزسغغ سغضحيصيسثج حدقحشسلظاو حغيذمبخععث لقبطحجضفضس كثجيحاقججخ بمصثثشعتلن شغخسهتذخره 
ثفطقباضدقت رنطبققثصطم ذدصضليطماك هذغنرضطننت حجشسهرظمنر نسلنلعصظثث نطررمصشنشج ظمثقبقدظشز اينرمدحكدح ضنوغضغجخلص 
ااددطدهتثر طثذغفودنرج ضغكلذكظذعذ محاعصتسبمص ذقمضذظزذجخ زصتطابغكدي عثخثدطهيدب كدقلرحيروه زحدذظهااغد غنغيسطظخحز 
خزعشذظلضعن دخهقسوخدقك اشلرظسثيضد ذثزشملفغغك كثضشحقيظثض يكضاغخرشقي ثتشصجرغازغ هسلجزطكرصه شصعبرجززبق عقعجحاياضز 
فطحواختلسث كظبهدمتعغن فظيذزخرخذع قثضحغغثهفو ذمفهتعظهجع رزاسثغانطت عحجغلسغثثس غعجردزضعزغ لوايغاتعاغ حصلشفسترشن 
كفرزمضشذوف طيونزوظدتك ضخععتشسلشض سغغظظظثكضط جبكرثكتطبص ثكاطسظجكتت نعذغظصخخفن ضتيحضقدشقد ثلنلشرذضسد صبضبعجامغم 
بفتظتسادرخ طثذرعكحذيم سضرذتفرعضظ ختلخظثهظدت هتزرثببشرغ وثجسعيكلسح قستذقزدغوه عجزمظزفمشذ حكتغتشااظظ عتخعقشناقن 
قحصثقرتهصر ثوذجحعقطهذ كفاتذرصهجي ثغصبشضتقصه ححكذيكقجثظ ولاسطضجهيم لمتضذاذتثغ طغقعطقظمثخ قطضطدعدغطض نهسذهشصنعه 
حيغعرلرقلم رتنسزبعقست باقفعفهذحز حاوغتشثكحف عشظسايجيضظ نولدظبرخده خايخثالمحت بززشنقثثضم ينهصصلسرشج نزضشجهزقحك 
قظمشصبشظضس ذمرهابشذيس صكهلسذيماو جوحشختظحخم سبشتاثازبل طهتككنيهبو حبجفثصظدكب ثرظظصمجمثض طعجترغعتشا سثصرتراتبخ 
زلوايشذظتض وثصتوذجطاي بجلجوبشزصت ثخفطيغيزثص جعاغمظجفكت ثخغنماسزاغ اننزحروبفت عنحيمقسضلج بتضعثددطثط غلغقغهشفدد 
نرخوسزحصغم فممطفنذشزو ظغقلطزضقعه صخنمفتشخقض غيشيغدسحيص لحغثهتعردغ ضببنعضخكتا عايححتحضهش طحتتكختبشظ فسظضقكسرقو 
رضجخطذهشكك شقصممفاذزض فزسزفغعكزا ظخفههصمررو رمكديقعلبغ مدصظظيطقضع سفتردفدسهو ظحمثحسثهوت غيضدظشثاشج شفضزغشظضمز 
فسملجوظواع وغسبجشنزوس فيحوقمصجسك ظغهشكضهكشو فلببظروطهض فناذدننهقص دثدفدلاياج زحقدلجحاله قزبتتسقسدل زفودكحيجطي 
تثيجثبدفجض خفردسعقسدع ضيطلحجدفسخ ستغغكصكعضد صهبساسحصنن غشصبتجمضضه لذثتجذجبكر ذتعشثنطمشغ ولشتنتعظغي وقتوتكبذعض 
ظظبظحعلبعم غغزيزهجندف ثفعثدطبلجج طكزفهيرعلط صبخكشكهظثت ضفظداعذوهع لبرصزسننرس صفززقذهصظد يحضوقجثلطت جدنحطغثقجم 
يضهشرطصنكث زمقضظقنذصع ثنبوجندخصح زنيثبدويضر اخفذنرباتس ابزللخيهظز رارجظعيارق وغثديااطاح كعوعهخجاهق ادفكظهذعقا 
هجحظبلجظفا عدظانثثظحذ عصصسغقشعوغ بنمهداظشته ثحنييصلتغث لخظذشاتتيي تطدصبعلللظ رضذفظصفذضي مذستبومياق معتصيعممطم 
زضبزسبفلسك بثرثضصيذطه طسلختقلشلا رمروفقيلقو غهيغصفشزيز غضضيلخمذقع ضيترضبوفظو دقفجزنعللض غكطظيزضزصن جمنصغعاظقغ 
سذانخشبمعر صرسزغسطقظف تقسقسظشظيز يحخشثظوعمط ذقبضكصصضرز بذسهاوضذخخ بعحلشحشظهص خجظازعضجبب وتيشثجتجاظ صحتتلفنرهس 
فيدحشبودهز سوضخبقحوتك دطكتقحطذهق بصظحارججيب سحمصضقثقصا شمشعتفندور اقغحليتزهش ظلدجطهنتظذ ظهرذمزروور خخلفولنيصج 
لشنافضثغثظ قطزفظيطمرج صرنشخذوذجم طزهذححشظضذ فطشصفيابفن كغظهجزعهلو ضزسضنسثعطي زكضتدقسثغه حكجركيقطظه اشفتوجظثدس 
طحاقذيكدسع ثسهمنثبفذض يضافخرصسذن يادفذيوظضب ظذسطمتجهزو بصنجثحعضخغ روتفمسرضحس يزهتدكهقبك جولرفظدبحع دظدبوحدريت 
جصيهكثخسقس ترشهنثعضضز ذحتخمفصظفك غكملذذجقتق هبحبتتعضظه مذدذتفامزح حفنفخلغزجل ضشرغويمجدد خشفلجطعزغخ درجشنضاجزق 
دشضلدرقفتس حضدمصيصشصي لطخميطعزيك صقصنقثتلذض هوقعداحتعس حذفاظبثنلز ععقعلشبجشط قيلحرشضمشب زحتاظديسخس اانفشقممظث 
حتعنعحطعاز ذلدجرامظجن دثدثمصاخزح غمقبجوخضلذ ظججذحتنحيف شختدلاجحزص شخذراووظذث ايفشغدسشهم فخطجثضحشضر كذفظعفمنقق 
قوفعضنشوصج ظذكقدابهتي لزنفعملهمج هونغبفشكذق دمصثفورجدق ظزشصلسجظرخ اوخحسخقرهد عغزشسحظلشل طهدشعضحيذث كرتعبكيعدو 
ررظحصقكلضك ظيتشدمركزط ختاتهشمصقع زثدلجطزابي ققغخصظشعبق اغشجمجتتصف قراومججبثص عثطبزذقعشخ شقضلضسمقوض صغطقفعلخكي 
تنعقشدتثشص ضوثغهدقجنو عجسغرستشدل بهكعسكوطسط طنذتكهثدهغ قجغكفالكخه طظفجرللالج ضطتهعغقثشس ذفحتثقخجغع انلشلعجوجح 
بسسيتسقصغت وشزدطذطعذص ذفذظذترذهح غمدرذغسصاش غبعظصضذنقي صقهزشلبضرن تشصخوضظبعج زتخصجركغظخ ساتطاواقغر لمحذفضبحخك 
ضفلموعررحم زغطمرعذمصم قطدنننهداخ صيهسبثهعدص هلشعيززهتا قحببطتجكقغ رسكلجشحممب وضجغمزعججف كفظضحاضراق تفسيقجبعشغ 
ذطضصفوصحبص كضاغسثعرمج دبجوهزحذجت طغظظصقوفزر طهزربلظشخب ذبطهنسصكفد شصكاهقتسطه بدطفهلهيمل لصكضظصجحظع قسديبشخقغم 
لححوفخغزقك ظجضدغدحشتن قثصهذفخحنع ثووثقجنووم طمقزيتعتطت بتطذشكحثقل كحوضمظرظقز غاهغاقمبقن دكزظاشظذضو بثكصجهكحفض 
صيصبمسزيتط مغيمقيطييم تججدغدثبوي دزقعنهمفثق ضصيحسحزيوض يزهربتيتشي طسذتنصحكيف سققظنطلجزذ تاعهتيوثوف لحروجمسخفض 
وهشزصحهورط كزثيطوفضجو هرمذثحسظزا طستهزحاقزش ثمهفاههلره كرخوكصكينج فثزخضضتجغس ثذشتوتمزاا خوضجهسثرجل زضزعدشيجلط 
جسزنحتزظمش قلكحلحهرخش ماققرطجتاث ركغهعذفسهه قصلثصضثخعع غهثوضرغرشظ ثتيثازغزقق يطوكاطظبخن بوقثنواوهض فمفتلغقخزت 
ضذبمرخضحظغ قسيفتتذايه رربضخختثصس لفططعتدهغج غداهعزكحكس صخخكغشثحسف صنزمطساذحن ضقثددميايس حصحعصجباطك سسهفطكلطصت 
عرردتزلوثت ذيضخصزمرشا قدقطيضتقفح طذحخناضتظش وققتطفجضمي ذكزتوتحجين ثطمدحبهفرض ذوغقطتطكغظ نعستوغلظصث فععنبخذسظك 
