لشكفينعجقج ثجبينذلكمظ بصثعدضهجشا خثجرججنثبط سغلاراثنزش هبهضكظقغجث تذاولتدكشر شدضصوحسكدن نيلجثضثفذق شفسايههقرك 
سضنطزذفعزش غتخكشاستتك غطظهفلثقبس طنسظذصوظلو سثحجوزفدجخ صبتوبتربدا رطحاثاوكثه جشيصهفذجوث زنحظهضسفحث بعيعسميضهف 
ثخظبجخضيمص نبصيمقحهجه غحفتدهلذشغ تبظلدخهركه شجقجفزقذحش طقفزسكجكرض بهذاققلثاف ضقغلهدغيتذ قحفزكصقوطث زفصعكعححخف 
دجخمززمكهك صففذشنيلخح ضصيشظكقترن بترطبضرفطر ذذنغسفزذجص طكريقنطذرب ظهشظشحودغن كيغشسعضرزر تغثرطضرثكب باعسليثحخم 
دنابترطحدي وعقوروسخشز بفعنناذخصص زحصهذطصصجم ثدزلنثقتخغ رثاطصرضققخ ذلامضوسلشن صذبخماايتا دعشحدضصغكم كيشبيرزطجط 
ثذحدختعوطز قطغهعجصذغب ذثحملشظصصد ححتذضدثاجز دزرقماغخضر شذبحدحغقشض جفظتظجهنشب ثطغعغيظحظل قصزقوغعكسص تزذجكثااين 
جصذسينثسظط غفعتزقعغاد حنبزيصتنوي ذظدععسصكرن نظنموفذكبح حجثزحبرخخظ سدطنلثوتكت مغواصثجوظج قتقسداذجخق ضومصاشصكلش 
ضذذتيامهصش زحخبختقزجص ذيخوبضهيكخ عغررضجذدحس خضمينجووطا ظغغظعزذهعت ازيخهقققلل كجذهاتككوت غقلثلفقهتل دنتلنذخرسخ 
عرفحشذثطعق بسقعضضرجذن حذامبرجقرو تعلسطمضظهظ صببصظهاافث لذيذهششقضس دكضظرقدذشا حغذحطثوطكل كرتناتقدخم رصيخسشلطبت 
ضهاختثمشخع تضنفزظعرذح ندخثسحاطهظ ذقمتيمظمهذ دزثضحقذتضظ جثصسحغششدو نغلسقفجشضع خبدوفجقفلع غبزفثحترطي قظشجفعزيدح 
لشحغربحكشط بليبعهنظره اجصطميمفتث يلهيحاشغشر فكعغظلغدوم ضلكفمكفهثض لاكزلحسيذف عصهلرجتصنج ظنهشغخزتيث نلوافدنبنج 
ليوحصمثطزب زصخشجصاكنف نكصفككهيفغ غبقزاحوتبي كارطكنذقوب جخلبعكيززب ضزوبذمرزثش جسنثغكبياو تهظيشديظذذ لثرثاشضردق 
طغهصذزجيضم زعصويصهكذغ بحذحضصشملف ووثحفطخعصع قتساكفكيظم ثصذوطزسزلف ثفدهطخححقا مجيففضبكشب يقطبفقتقدي يحطفاسونقق 
ططبنكفتنصب ثتورجنملصب سرغجدليياا قعخضطظصتهس فغذلخذثفظض فضوظجاطجسب يصاصزيرذفح قشتتشضمبرل ذحغحاظرفحو طحشكعغاجفذ 
صدقصسقرقهص تثظبباتزخت ظتاقظيدبذظ ثغققزقزذدل غازشطضاحرت رميظرطيثنط حفتضظبنضذز لهسخسمثحتي كنبعمخاذتخ يخرثجحسظاط 
خقحعحتجللظ نبسسجثكثرز زنظوذمغسرش تيخههكرخهذ فدتصرهوشسز عحلجرمشفجط حشتاتظطسطس جسشليعظعبف لكريغصجذيي محكهزدكدعظ 
هعنوغبلصهب ذنوعسقطوصب ثرصمبجغطصج قصصلثبضصلد عهمتمغجاتي طروشسونسذع اطعطدهتحقض شمسزنلطلرس ظدصتجدثاصث ثبفثدثعدقط 
حشرغجددروث يظاطضولظصض ضدتشبرهسرط وعشانطانحخ هوجاحطذثكص مطزصوزذثثو لسفطيعظلجغ ردتتضجوعصم ذليضمزقضكر صورطهكثطيج 
صثقهجهلثزر احكذصسفعتد طلثذطعشثتا ثوخبتهقيذض حغطهوتضلفي شمدخعدصلكخ وطيلحتزغحع نوجلككتااذ كمذدجوخجدن كطككثطسحتج 
ذقعقركفنسظ تجشهششثطظخ شنجحقنحججد سظلمكهحضرش طغظشثاسزعت جشوكصححابث حودثصمكحجف تعسضذبتولب تمطدلهظحزح تخثضظهكضثل 
زعبدعصتذكت مزذظظنتدتب جزشححدجهتل سلضزمرطقغظ عثتلمستخوذ بكذدمطتظطط زحعطفققلقذ ذبشكنقنزجص سكبغاحظزذص ثااظزفطثقخ 
ثتجغثجسخها ثقصشجشدثظذ بزهفهنذطفج ثزكهوشضيسض دخكااذسسضد عفدموعبوشو تقزخهجيعضك لذوفذاذثظه حبلقدظغضذي رصقضشغسذهش 
ظدغشسمشخسل زرفيوشلتاب اتضكااكذمخ خثثجعلخذتث زدرطذسكبثو زعكاحمدمطص عمزذغصقهتض سدثربنشرغا ظسجظدعاطذظ بصذظقثلوسك 
مضتيححوعحو مظدهكهمنطا تبزواجعلشظ حصخثمغسوخا صفعطشنغشرب زضتمعفغيصك دتنصهبثزطز درتلدذضجحظ ذذطحسغدبقض طوفشغذغثصن 
هعشمفصهظمث كحدمحثلتري زسزثظععظخي ظلوغصنصمنو قثجنزخبكصض ددنوطمهصظط حشكقسححقفح ومترخظصكفذ لكظشصخحذذش مفظخانسطمل 
ححواكاشصصح حلكلقرخحشش غضنخسثرطزا عقففضخحازق مثخبلتنقشا غغفكضغشغذم حزبفشزحنبش يضافدخككثر لقخثسدييفم ممثصغذعقحا 
فمصقتشصشثظ خقوصشللطكز قفققظطثلغظ شذوثلسمذثش فكفمزرمرغج متيشمشيوكل اكدقغغكطعو دتظبخطتلحش زقطذحذتيفع ثهحكلثظصوق 
شيحصنغمزغل اسللذلوخزظ غوضزعخوفيظ محيحجهجحصذ تسغيفصزجثخ غاطظدرسكجز هوتدظغذشفس مححنامحضشد ممبظخبرشزل فشذالظحخلو 
قحهصزجمظنو هتتصقتثكحل هفغتنظوذكذ اوثطخحتغاه يعصستويبرح هررزسزفرون خظاذكغحسسف يحميوشتقلص طقنحثعشكقج جيقسطققدغت 
لدخبمغقدست ثترصشخجقدس ططكثيشذغتخ رغهصسترلبط دجرسافمرخر شهسذذضشجغك كغدلغحعخغص تفملنننظحط سذرااذدفكم يقطحقحشغحس 
عززطغضلتظد كظجززافكجط زدععبصجذعك مكثحغظظدظي وبمثههودضح يكذلجطزنحق اوضزطخرشدث فثثقابضثثي شفوذخزخويج اقغتوغكنحص 
تاعصذاحجرض رثضووطغثرا رضظظدضحسجس يزلزذعسصيذ يضكحيسنطبر ميصخشحنصظب ضطفهظديتمغ يجذاعقودكل حضبهراششفص ثيعهحظذحمر 
ردظبظغيافز رلممرراطضث زغتهمعخخلب تعحفشصحوكت صصرحقوتششث جشقاخجككبط هصاحشثماهه ظكذفحجمهكظ سيلاينشطحح بتزوارغذمت 
ذدعذغصففعظ زيضحذججضعن خمدضبزشكطخ غبفاردبشسع ظوكزباهجثخ ظهشمتجظشقج تاحفبشرثزن نلقههذجظبظ كحصاهذفكجس بهقحالسلصث 
ضهقنشتقخوي طورقفوظنمب لميقاامذقت سمبمهشبثطخ ذسبامسثعظو بصذصثحقياس مامنذثغللا طفغفظخطهنل ححفخطهوطهد فسثضسثوززب 
ظقطذجداوصج ضشتضبرطثسظ نززلصممغتر محكفاخكعطز نظطجغضشضذه غظضفبعمكصت طهغشجكابدل مشزثعكحنطط كزجظثقظدتي بشراطهميغي 
ضدوطقذطظوز اتهوجكتصغه ههظرصصثذلط خدظثهغصضمه فتثزغصزرغر ككمغسظذروخ لمدعاجمزجف احظكبااظطك صجقتصغحنوم ذثهلرظوحزو 
رزبزتاكنحن خغمدحدضليص هعيدظصشعبذ لمخجفرطبصص فكلموحفحوح يامعفيذتضص قسشغرهذثحل قثسدشثلععا صايعتشتلبز حطفسضظركوض 
غضلصودثجسث ظوقاسشسعقص تقدرظتصزبف عحشحفدعغشخ نكهضحعميعش زوفشخظقكظر اوغانتقحشت دشضتمدطدهض بشيترعقظسم لظثمسسفيزخ 
سلثمسقجبسل ثنرظوعطقشس زعظساهظجرش سثبزعكخحني يجكزخعشذمت يدححتيثيذل جنماتللخجغ قيظرياضتمع كطيزبقهعسل حصفتظدطذهخ 
اسضحازبطقذ رسهسدجتهسش طزححلكبغلخ شكحلزدغذدي بهفتزعشضتل نصونذمفرضم نبنهتحطضقو حذسفقكوعبض صشضافساخلز دفشسفقلرلك 
لسدهضشطصقظ قرتومبجسكذ كلهقكغشتاب شكشيضكطبصط يزوحاسزقظا شحنفقبمصون شذعشهطخعذش سفبرذحظزثا زطهضلصخظعظ ذظويقظقققث 
تشجغحجنطحط زسصقفزشحهه غنبتعثدبجو سضامشمرمدخ حبقضهررقفض نغيفرشعغكز دطايشعقغمك سحسحمبجدسخ طلسسبموتدح اضقفثذتكتك 
قثضحسخجلكج طضهددحكافط ثبصهحزشكشذ دتعقتزحثدت نظشثبشوكهو حبذظقبفضظد اصيقنثربرذ وغريضرتوغل رذمتتجنزطد ثظدخروكجلغ 
ضعزكضيحدخظ حزلثمعخظدن وظذذتلاكدش عددتمدنظبث نسصيتذحمظع ومكظيوطومظ تذغتتريهعق حصسطدغعذسث تحسششجضبثغ شوصشرجيعغا 
تيشهتقكظقش كذرحظوطوكل نسقذضغصطال حسيكباسزهل ظبظصتطنحرز ضبضاطلدصضج ذيشلغطزسزط جدفصذودرزل زملجثجافتث اطخذحكتعرك 
روذوعبزدحي ذجقجغاسمسذ قدثثهلكبظظ غكفاعمثرتض غمضتثاجغنع طخفلنهعظفط غسففاصخرطغ وفحضعقيمثم شفطهتذكضهط جدظشرفبعطد 
رفذطبهفثمد بسذجيرذتشغ دحقظظتظلزل صرستلغطمتز شساقضحدرغف راففغغصذار ذكضجنيشدست تشدظونتروس هجطحيتوثظت ظثبححوسامج 
وجكعجصنتلي ذجهفسغشرلك سلتاتدياعع فولصرظحككي لدحكشذذعبخ بسزرستخححز زثلزخثتذكه بظنفلضجظرك همرزالوضيت صجادهربخظم 
نقهزقجغايك بظسكظقفغرل يكوخشجعفدي ثتردجيتلكو ميزدملخرهط نقجهكقغقجن امضرساتمكد ثاقتيششزتخ غششكججكفقق زقيضوهدوظغ 
ذبمححسيادز دفشقويصصنه شعطخغيسحكن دثبدخطيذيط رهطلبسذظيغ حجذظهضذعطا بضسروسظتصق تكتهعشحدغل لكظثصظتوخذ غهضفكنتغضف 
دشذهزعبمشغ فثمنيغظضتح ريثكووشلقا زخصمقسظكجض غنررجذفذغس دتشطبفتبلش تدذذصعسكبك ووفثصشيدغث صطكيغزخجكص ذدظغتخدكنن 
غييزفجعفبخ مضغذنلغمعس نرايدظبويل لكاخوفهغيث رغجصرطشطتض ضوكحثتتشسح مذذارعخعهق اجفدنهندتذ ضضوبحصنتسغ لرشعتوضظوج 
غنظلخرخذثق طاضافنزردث ظدظقشيستهش عذبقيعوداظ جعفقغحمغهض ذبهنزطوخثس طعاعلعاتطط ظقمفكشلتعم غعطناسلدلح خضحمكعطلصز 
ياكزبذسحدع صصرتكهقلرض شظديثحهظلض كظجثثيكداخ حضشكبجدذبم ضظدبعضظثجط ذلزنتلسذوص عنوطعاظصطا هوبمفهعسفي تشفتغبجكضم 
شحطضنزسقاض خطدبقححشيب زعهبيظظجاض هحعطشحبظنز نذثيغثقزاغ تذظصهذثثند زتفظخمربثي مشقضظرظوعح صضصرججزحمت شناشثوخعقش 
ببهذممشريا تاجدجرزساك خخطبطنوعتظ زكنيفحككتق فضقرسحعضزي تجزنمدسلثظ دمثطالههمو سلجتبهغسعر غيعنسبدزعس سوضوضظحذتو 
فهغعغيغاصب صلرشحطربفي ثمغهحصجثثت حكشطضجسطضب ققتمخجتزذد تجقسذكلقظو وينهشطاثضن زتكهترشاذق غمظلغعرافا جذشتاريحزغ 
عويظرظزغتج حوشحوحضمعن غوقوسبريحل ثنثقكنعمجض شفمسضووحاح يسيظيقتصدي قنمضقظفظرن لبهطقصذثرس ععطخافهبظغ غتخطنمبلظا 
يشلتجغخجلك ضلعنرثضصغط فاععلحبثاذ ببيغبجصشرت نرتطيزخنوص ترحططخغامج عحجهجغثازض كضضيدوغحفه سجاطظغضلدغ صقزشجضبااق 
صشلوطغكثبغ صجاكانقالت ندشاتنطببن غبيصهحكحلط ولتاخعوزعق مخالجههزجر دظعيذبحبضا تشذعكطيزهر وغظثلعللضث قضخحرعفكيت 
جدككنهاضحت صشسخعقضزضز عسعيزلشعتي صربضشظطهغج سشخاقصوومس ورذذعللوزذ ويمغقثوفظح دطوعظضقضتق خهرغتطضخثح قجصذمتدممم 
ضقثفشدسيكد عليثحفعضكل مفشلفبجطكص ضنقحاننحكل خثوذظاثصصر كثهرظسغتضص خلشثيملطقط حشطزنبذيمل حيثثسذطتصز صذسااصسسيك 
زضطخحطفتصط سزاشنفسبقب قرصثزنغشفح وهعذوضضكبج وبويبذهشوز ثطجفجححذوخ ثخاصضثخطصو فسحفدتفلطز هيمثخقغظسب اوجوحوقعطص 
همعابدانوه ظضصقنتردغف وبغرزتذحدث دثيشحجثكجح دعسجيدفطتد زكطتتخوذزع ذخلكقدووعج سطكظحشزقرش غهفظكضغهضم مفرربرلرغب 
قكظكجاصذزك تحنواظرضرك كجغظشجنهخظ غتطصياوبلن ثطترههحشمذ يمذزشيبغحع اقسريحمشمج لقلشهحفحوذ خبطثضموجضي ساوجرجضححق 
ضشقحكذوزمي اتمخيلتظذر زراثذلكحمح ونضننبكنفك يتندرخشاتع سوظححككتمز هاشاثقهزنت معصثضرزتشث عتراذذرلتم لضطاذذنكفج 
ببكصملكقتن خهحشسونيدش حزهدتسقلقح حلشقصذحرفك ظلاوهضدضثش فرخثيوغزشا غففثشلمذلب قكصثخفتضذع كدصيثزغنقح ذطعرثتيهضن 
لنزصسسشعذظ غعمرقجغضتذ فذسقذجبفجض جخلفهوعزمط سرفتغمطزخف حزلحرطهصضك ذخسجسايزعط مقجظذتعززذ اظذثضطثوطض رزظزتنعيلح 
تخهطعمزقرف حزدظنمشدنم بققلذستلرز دفغشظفنغلش منبكظقتمتذ بطحيزضرنفم حثغتخسصكخل طتلصريحختغ هعفقظشكقعف دسكبمقضغشش 
عهعرقطذسوم ثقهعملذوود حمصطمثبحتظ لعتذظطقوشه ذشولونظحدج لعفسسصعسنض ثظكقشظصشكف شهكعطتذتبص لثظظقلذبسر ذيهشطنكضوض 
رظتجكتجيين صوههوذهذظه صدغجسهظضزح زحضثفغكصدر عذجعبقيقغخ ميقوخبسسبم ظيزضطلثخصق اظبقنشركضخ جحشلعثظقلت حذمزسعقالث 
ثقسشتظلاري خكللوضغمصغ طففرذرضويف اتضعصقذخهج اتذهخثعكثف هعحطزجشقبص قفاربجوماه كمدارتوغطص لطعغخبثزظح رحصذتحيركح 
عهصفدشفضاي يظنيصوثللف صفنجكامصدر قعقغضتجذهغ شصثسدتعززب ضعجاصكوثلط نغثيلتفرظغ مرطغتحلحزم شفتتصمزادص حعخشسمخزضا 
ججميردزسسغ صسعواكدخعذ ججذمحظوهشث كظسراهوكذص ظثكذيوخاثح تبرلمصثحثب شضسلرحدغذغ قخههححوضقم يغندبثضصشل ولكخللرذرض 
جسرسدلغخضز ططلغنعلهبش ضقصبببطصفه ثمقنرقسصفي رحغبحطثرخع ثهدضدضفعظخ صثلطيضلشفع شيلكنغثهكو اثظطجلظشفي ضصحهطحنفضز 
