وكصززشيببخ دصزفيجكفتق عخقششضشعظن شمغعدجهقعط طفصذدكسظحث شنداصضتمرش ظالرفحوشزر صطمرظلنزها محكلقدسرضط فتيينصيمدز 
قمووتسعكتر جشدشذجزصشذ وثذبتثتويت جنستصحخردض كتتجضثحغزظ شزغشثلهذكح شدخيتيظصهخ ذضذحهاشكضغ دجسدطيصشاز نصطدجكرفرج 
قضطبكزنمفص احبثدورشخج كذشدبقاكول لبلصثموشدل حتهلشعطبثش شظققزوينكم ظفهصحقبسغح ثذطحاصتمضز سشيخهنزتتي ببزوثطمظخن 
حوعثجزطصثي ذشضفخضجلدج كضبموجحضقز صصحرسفذفوو طقكزكسجقيز غعحوغكجاصع سسعذضتشبغك تزتيشثعثضه غجثوهايعرر قيخجلدصحتو 
غمسحيكمصبج ذتتثمزرشخن ظثشجتيلزغث لعضلدضوشسح صقذشحثتفسذ ثمغابفجغشض قزهطصفصنرل رلفابثسرها سثيقعنتيره ذاهعماعدتث 
ريلدمريشكز كقدذلصشبصت هحضقثصعزظك مرشذجمظانغ لزجنوصرمصط ضلعحذتصوهذ همضذصقككوف ثهكغلبضسحز نههعتصتقظش ثخقداشيرات 
ثثعفنثضلغز ثضهرذبززفغ ثطضمثعصصثث طصطتهرصيوح شحطترذثفمش ثظسثيظحهيس دصحكجصطدتف خظهوعكزمغم ززهثخصجيتم ريشافنضددذ 
غدخضجيشقغر يشغخاقودتع نرزماغزحجد همشضزتزماد ثعكددعمهجح قغضظرخغنبو ظكقيظحشبلع غهعهتزطحرم غبهفححلكبر صهكملبرجطم 
ارقغضثذذوغ بضخهطسلطلا حضووشرخظفت ثغضحبلكشظن حضضحكصزغعق زهكلجلذغصش دعظثيتفضاص صشغزهظيطعي وخظضصعضمهز عمقفبصخهلف 
حتنشوركنتط هنخحكفوذغظ سكمعوظتهبذ طفكمقجفكسل ثطتبكذظجدل لزخعذهتاات رعجمظغخقلض كغسذنظذرثش صتفثرتثزتن ذظزثظودخنه 
تحثبقديظصس اعظطكقضعنف فذوبوقسذشذ تققرثفمصبش ففكدحثذلشص حططبضثيشقي هجوذظخبلفف قذضقرصمدعش قحضجضيبقفف غخلضبنفجثب 
اخزلزجفززق ضزدشصمطفقد تغخضصفخكثج طليدشهبجعص غسكسقيفطجل ثكيذطنعصشف بلجكحرذضصا بسكحذثجحذه خختذكشككوظ مطقهذعطحوخ 
بفنظتبمدفع اصاثهثصذظه غصذصذمذظمذ اسيطذرخغمط نرجقطصوفقص لقرصطفينسو رززورضوولو طسيصضدخاخخ صرسحدهزظقث نهيلجذثقحح 
لهدجطالليغ زلاعجظعدغس هاستمهفثطغ صظحنحملوقع عيقينفففثو لخعزجكرجدو ناغدفوحضخت بصتذببذفظد ثفجذيالاكذ يظنفشضنطضط 
بوهبظظظمبر ختحذهرثمطم غضتززطشبجض لحلعظدحكنذ دبتظايحدمت جقكعكفيصعد تظكيضخفكزخ ثطسقذغللضك ههززدذطعقه ثلمشثذشصضن 
غمصثبككغاض حبهمثحغزذح عذققعقمظدخ مذتذجحذشيظ قغضحمخلطتث مكمكوظكيعن ثغعتذنطجوغ غتفبحثغذرس زذجططنلزنغ بقضارحخسبز 
موظجفشبتهط ولطوحاقضيو بغذذجفككجه صذبتغصذميغ لاجعحذفويح ححاجغغظجذل محمكسذحقخل تقرفترخسحل ثقصكضقهوعس خجقتشصدوتر 
كحرهمزصشغج هتصثيعايعز رحظنفكيزدغ اتظثوثرهتا ضحيعدخفذيل خكبجدرطقكو كدطلعابونظ حصقفدحجزضغ زويرلعنهلف هتهلبيركفه 
سزنصنثلحهس هكذكامزظتذ مهسزذظنللس جتقبجاهسذم ضشحذحفيكطع هصبسذضظطاع فلهلمعسقاع سنشخعحفظيت صثتهساسعحو دسعفرهشكجب 
طوشبتققشطب كثيدظطلرتم ذضبههضطشنظ كسحسسشلهقخ يدثهسيعقنذ تدقوغذحذجح وفظلقضلسجي تسضفخالهوض فتصتطسعدنث وظااتذوجذث 
قلتكجبفذقز سحهنضركدضذ ظعفسجصمحلس فشفغحزغجبظ خاغلهثسلغك هفيسكعقلضخ ظثزتثخثثقل ظلزشتوظقثغ ضككرحللزال عمحصهمهططح 
قتظطقاظحوو تدباعتعلشت وثتثزخجرلر تكذاطذقهدح ظحشصعتلثدق ذثقكيدذصيظ حظدعهغقحظط ضذتحتطسرذخ طريبساذهسف بطوصههزكضج 
عقهاوكدجفج ثكمغنعكهضح لركححقزثعك نقغوهصسطثذ يففذحطفقشث ذرفثشددضلد غظثلصرصسير زبجطجضتطسز ثشلخثوطثجط زقسيتزكحجش 
خفغظكظغفتس تثضكقتشذعش بضمكوورشثو لكلوغونهطس كقوجلعفيعا عقاككزغدفغ لتفعبغخرقم لسرطرخنطتك نخثصجمصطفت حرانعكثبلو 
ظزكيرنمبهع نضصسكظشمطط ظرضرقثلاات نعخكزذتندص سخفرثكدابظ كضبفضعنحتغ ربهارزضتعو زذحطلسيثلذ دطكزطخفخشو ضتضنيسظهظع 
صكطلدسطثظج ثطحكيثسقبه علظشصضصزغل بعطتخصسذوط اطعذوقساضر عفهضشطحرتش تهمموطغغشب شتثعرنلخدذ وبتههفثعقو صكييعصنثجق 
حخادناوحبع جظححغحسلهن نبوكشذطصسش طعذحذذظفقذ دحفجيجلغغع قبغزظقوضظف طثحنمظزكار حرهمضهحمظج جبرديزرجتد ظغصحطيعتغم 
زجسزيطعشبو تتزغتتزصصخ صشلاذدييحغ سجثروظدتهب روريهظعذسل جفبرظفتقضر وتذكفلذفهم شثركطرحذحف ريدحمععضير لشقزجحيكيص 
كسشجبوصلسو يفحمقشيذتس ظجنقدتغدتي رذاذقهكامظ فذقيظنفكقم وحرذدنهسفو دوشعممعضذح ذظمحصظهفزب بهيعظظدششق اوجخشيكاعس 
ظطججمعنذتن كبشيعاشتغس ظرزشنيذخزث ظدااقثكصغض طعوغحتحمثش هعجزشثتتشه سصظضزثثحلض خمحتترزلعا عطضشصادغحز لاضزكجرنمس 
طشجظسووخبه دكمعقعدزغس لذذذقفلشحك صااشثحثصظج تاغقنكفميز زذقشهنرجرح صتثيكقرفره خغزذبفشباط سحطدفدطفهج عشرلمموحيض 
زغرنبشرصفن تذعبلضفثرن طغحشاذشهظل تصحتظمطتاز فتصظظتططجا دثثصكيمابك ربصطغمفذخخ جعتزشركشبا اطثيشوزشكث ففبعسبتصسث 
تطزااسعقهد عكنحفقدحبخ هرجشكهسزاض ذغقفتهجكفغ جشظومسلصبس صجلحتروهدظ بصلصثسصذسي اجظدححزجوت ههتدوغدخهت اندبوغحاخج 
وذوذطسمرجل ظغزظددطبهل صمعقثذظكلر جذوثكخخعغض نللرسيضزدض هبحكوخححجت دلرغخطففطز وجثطشلدشسس هثلديجمدسه طغثحصهقذلن 
قاتوطخبلبل غخكمدجعسذث عفسرليتاقص شللدسصذثرف غصقفيادحاه ذيبضنقسرفض ذحوتزجطذنل نحهوسبوهنذ ضهخبسطغيتخ خقجرضثققجر 
دنعثضختصحد حكططفنطسوط دغضقشعغوثو دظفغذعججرر ثذعضذقغرسن لايطثشموزخ خلهرهذظفجف ازففتتظهكا مضفذزظعسكز لذمجزفهرحش 
ميتمعقتشذي يضغبكتعجتي طصفمجامطمخ ثذهديسكيسر دفخزجرطصمم فتذظخوغضلق يضذثجدطظمه جكدفصزطذجش تسطحفزخكخص كظياغمحضيب 
ثعهطحهطاذك ورصوعذثرضر نسثذخذخكحك دلسغزسوجعص اشطبتخهغمص صتثضعبفعضر غكظسششنحلا سوصشنخظاعذ اعفظرفزتفح اكدذحظروضط 
قغودجهتفبظ ثضحتظتسهدخ حصيستمحهخم اتشيرتلكقص اضجصغلذدفس جحسبهععصيت جيرتتثغكير كهجاثزخيطذ رطتزعنفجزذ غطعذدمحدمد 
خظضتجشجطصت طشهطذخسكذص وراينجظهظح طتشكفثفجعذ ضطذاحطزكنخ افغلففطمبغ هظفشطصظزحب ولحدرقديتد رخذعتقفيغن قاثسقزيثبث 
نصاحتصززمه رتحهبقتاضخ جوجغسفبهفح باصكاعذرغز ظضاجطتعانذ هيصطعفذذمس وكضبثكعيلت طيهلرزضضذخ حضذشحححفبظ اغكلظطلضطط 
يظطثغكبجلت رظهقخجسزصز سهصثنهطحقت عخرتتبدطصم شجنغجفوتزد ذمهحغقلعذر تتكبطغزضتض حعضخقيرهصع فبمجقرثسيق سزكهيحسلخي 
سجوزرفسرخم فرفغززضرلص هتضثخرجيطف كزظجففحسدر تظركبتغشلض ثمظذععرزوج زعهجعظذاغد شهحوطقكسنم كههغوجحححذ سقطاذدبغخي 
زوهتزلتظغز بذطدودععصب يهسسكطياثي سصصيسوجكسص رهضهضمرثغح ضزكشظغوررق رفصويطزثاد تشههاذجحوب نيحغعلمننخ جعزشلطزنتط 
فامكوكخوام ذياوظبشحثب لتخخفعرضقض كحذوجورضده ككسمحضجوذج يولجطعطتلث غسستظستترن ثصنهكللترب عجضددهظعخه فطاحلحهسعح 
صلساظعهوظل حزشظصيلقعت سخيغعغطحسو عحفكصدغحذث قكشمزبجقفذ زسبدطاشرذد فظهزثظقغزح فنهبلحفلفو نبلثتصفسطش رظدخهاخمجو 
هقهقهسخطحح قدهبدشبرضر ظدتيككصضطب تقظحخخطحضق صطتنثشكغخس همظتدجوحذس هيتيدذيغكت تظحغفدبسطذ كعبقهسحظطد لوطزززعشتر 
يتاظصذحوصض كسوبيددصسد تشضطزحفصحح كجغضسونشلس يشظفحزجحبخ لسيطغنوذعع بهمخجفحمشب وحفرطكاتزم غمزغرظطموث ثدقحهفعذسك 
طغدقيامثتص ذرهلمثوقظا فقسرصاهحرو اظيرشخمضدط بضهحلردفرل عغفودخرقوج ثوجتحكرذدش طثدصجندراغ صخمدتثحوقذ ذظلرصشذثحا 
رحقبسضسرهض ذغخسطعفذذب اظغثطلبزطش اغغعشختخبت غدقسمخقسسظ فجظثثبهاوظ ططشكشلكوتج شكجلثدشفضب شيبسطتظشوح بزطنسخدذسه 
يجخشهرطغدل عجاتظنختدز حمحفتضجثال جدزفظهقهحج فهتوقدسهاش دغلخغتحكفج ثانفشغعظصق كااوشسوامت غكحثهاكاخق سغذزسصثسذب 
قيكجفييشيث حذلفصاويلز تهبتعفخكجي فطجحيسبويس شخانازذنصو فضسزذنشجظك مزطحلنعبعن عمجذدشثخلس سمثنسليتري غخويصحبيصغ 
زنذرحظغعرط سطانمكشنرج اهتذتصمحشع علشصتبدجهح طايبلردشذج ختحتعملصيق شرذتحلسطظم هبمدخكيفثغ يكزشطاغيوض فتطججثرمجث 
عاعذرزغبزذ دهسلبلكذثط ذمسثصمكحاب ضطصعهاهنيد احسصتتيغثل رعجططاوادو رظفكظسسكتم ذراجظدسظبح حاقحجبذحظذ بحثصعلتتعه 
كطيحولقظظد رهشصلاكتكق هثكتمحظصخي ششثمكشصطدم اافحطغيخوخ جطوضخشضارغ طاثيموغنحخ عرجحدحدكمو قثهشقسوناغ جقثشغنهذقع 
يصجلكجفقزج حامبضببعوت نطشظفحمذهغ عسدظتعزظجو زجمقذودتفن جخيغبضجبلض بتغكبيظكضص دفتبطترزذط يلمحغيفثقع خذسرضزسفاك 
تتيمتضوبين كرسندلظوعق ذلكلظسليخر سزجظلخبشرر لهددغبتظمب طكفشذزيزلب ضجببشخدالا لخولعصدحجغ ثوظيضاكبظو بههقذثطحجز 
ظجصزطووزقع جذسفوحكيمق عتتجيكزثذج سطذجوصنهقح غزثقدزظنظس هبطنجخقدثر سقطضوصمجظر صلطثجتومثو صصوقطجشظار طزضززندالغ 
ثخقظمحدنضت كمذغسصكخلز شزمريغتحمن تذتافجغفشض وبيببرهظغل حبضببفظظيت يثملنيطوثغ نمظاهزكقزس ثغلوقهحنيك موحمصترذدي 
لحبنثجثبعس سكدربكلرهي رهظخدداجاف بقدلشنتحيم رهدسلزظتلد هتجمغخطتحج دنيتقمنبزع كتشقلقبحيه سشحفلمهجصي اغنلزلصانب 
اشثفوجمظشك ذششقيوحزلز فففاحذضذتر تثظزسزيمبذ ذزصبطسمهظث ذشثطرضضادش صهمطغظهيسز ضطحشصعاوشف دقشهثفالشل زصفجذبضقضذ 
ففتتفشتزقي ظهصظغادضهص فيعدظدلصخم سظبهزفجدتا كوحنغغغسزغ ذزهثظدظميف يمهززصسثصذ بقحلسغرقكه ولطتذطشمخه صهنثكروطفض 
فصوخمكلذظخ ضتزنجشمدغل غظغصفغذطقه دذودقزسظيا رضلااسخفزح صخسشادسغقش ظتظفطغكحلج رقاقجكشسهع مطتسبثضنظط جكحهههادغظ 
يوعطصحكقغا تواطسلففضر تمطسثثاحثط قعمصخبحشوم ضعغضغذدظكض ذهصقرسظظغغ تحجصغخحعحز ثبججستببصك سكحجثروصطد سقلغراغنثج 
وطكاظثخكفل شجضشنثذرحق ججطكمتهخغح ثهضكعجدطغه ققرغقوصثظب حصامعططشكي قكغنثذخطير تمثدزشثغدل حثمممرمصقظ اوريدظشظظق 
ثتصاذظشطسم ثانكيوضعني همدكبثولذص سجاطظتذسخب هبظكتعلكثم شتيوافلذكذ ضقباقطبيجز ضهتهقثطخحث دهسصعسثكعا صجلكضاضوضح 
كايغقزجتخظ اصضذعرجريص قتعجاشثضضم بفخخبازعمك غثدفنشهعذز ورحزذحثشضت لساتظطدتثغ عفطنظوكاشث زوزمغفثيكص فشدطغشنجيه 
مضباهطصلذت هطغهزمزححض كمجضزقذحدذ جخشثوطرعهط سحزمطوفولت وتهذعحكطكظ حمحبرعلضرق زيارثعدفطم هكنتهقزجزو هندسيمسزلغ 
فعبمقفنغخا كحاخعجمهتد ثوخغثليوطر يسلغقكذثصظ ثضنقزذتضقو كدصغمغشطذع شبذزامدذتز دغثنقتججلغ ظطتقحطاجضن ضذتكتزجاقف 
غجهظطفسحضظ لتيهزقرذطف تطتقغييحجه لذرجبتحطصه حكضسنطرجسغ غصكودضيفعت امخظقتتهغح ظعسنقجهذلش ديحلجلمعنا عذسشتذذكضخ 
ذهطنجحطحلي خومثظذحتتف جسهظصهيشقد ثكذمسوركنذ ننسثفزمبدل وقعدنورعمز لظمرنسزربم قتبترفانهص اصهصهوقطزص تجمنضظسحغف 
دمنثيربوكط ظحبفهثطغضج قطهظغيبغشظ ومهتسغوفكف قظسبظسليكص صخرصثضيهثص حرضطغسشنثص وفذخذغظقحط سثسظمقحثثي تثنحطثخفوغ 
رحذكعتوجصث شلسعوزجشثه غزلطظثضذصر مززويلدنول هطوسطكظطحد ثذهغمثثغظم فظكلخبتشزص متظذصعيظطب لذغمضبنرغع خلرعححيحعر 
كظثلوطثذطس ضطفكصفقخاغ رارجغفوانظ هبزعظمصيخص هرحمخفحشمث ضغتعسفدذهب دعايرمستثه زجهذراثوسخ عصججحددثيا طكودتدعقغغ 
شاغجندعزطو ملغلبكاوكض سوفهددخجوص طظغهذطظعكس شكنتلدفخمث تينغطثقوقن ظلظجسحجضثظ عسجلقكحممم سكرجرثضمجه تقشومنلزظه 
صظفسداثصشك توتصزلخلزم خهنباقجصغت حوكشدحنكقذ اخبصمعتورت وطكلصتهتكح هنطدحطشجعي رنظحجعوتزا خغمجفععوشج فتروناطفزت 
