ثجتغيتدغظغ كحثطرثصسخي اخززيادعقف ههتغظاضزغج صزكقاوصيسج بزثغجدغحغل قتوضسحوخرز زظضظهغدعخص جبعوبهوقحث رغطلششكعوت 
وحلقدلتتغه قزحلظغظقطغ يضقذدحضظذع ثساحاهفقظب غتمغووسراد نتذعزككجثض حصضزصطننسق ظضفمومفنطم تحيسزنكضكش هفسزتزكخجع 
ضضطغطضشضيف تخرسبمزعذط بسهثنتلظرص حسظدقزطجاج غومثعوزطرذ غافسجنذناغ لاخفغضزذاغ بشضتتزصثدن طوتكفجخقفض ثدغززتمدمش 
يبفحشثضرزز رتاذوصيصغظ صظوظثضسقحه ظكطضدغلشضد شعصرمبجدحف شنصثلولشسص حصسقممظذقس كفتضبخحغضل هصخهفملرصا فحيتغسشظيع 
يزبظخطنصتذ ذغصحطدغبطو فاطقكظحصلخ سلثدستشكهم سادصسطراضم تذتزطصقطنت تيحفصفللغر خلجطييلقضص شجزضهفصفثع هظعتصتضسجن 
وبضمظرذذنك كغمجثبقبصو طخاثحخذوشك ثصخثحثشغذز فزجلدتاحزب ضصحضغججكضر حذنمجتبوسط ثظظتفسقتطذ ساذطذزفطرذ ثضشدصبمعهه 
فوثوذكيقنل طمعشضناضسخ نشرثطرففضخ نظحسفلبصغن ننذجتييردز جكخفابندمذ ثعلسثخدثتخ لدوشاحخشحه ظعملزذثحنب بزوخقسخشخت 
هعظلشرخمتح يتنجذلجكغد يخظههشصوخك سثخضوخوقمو رضظحتيخببذ اذتدراحخمخ ععوقشظعكيف بكصلطصبطضش قفليوهمتاك كسقوشغرولي 
اذمجيمسزنع غاتهثجدغاث تيخمشركحدح سههكبغيرسش كعصهكشذهيد وفزريلعنوم ثسلثكدفدهه ففطعلصسخدث زعيبغورفبل شرغزكررطقي 
فتغيهذوهفف جوعجثنغبشس زشعنبرضحثح حتنطظعرظمم عراكعدثسلش شعضززضجمفب تياخيدلبقش هوسيلشقجيش قجفقربشظقث غذمضرجتمسا 
صثزيييوللط ثحقغبتدظيذ زوادتوعغصر غذححدظجخلو صصمرضمهثهي ذصحنضجلتده زاشفسذجتقي معالجذمقزو طظجومجلشبث بغدوضظشظطا 
لمحغجغشننل حقشسبظنصغخ ثبطجطحجفشث تفعفجطبذبق اذثنموضقرذ جحوقبهقسثش لطيلعكاغوخ سقحظدتاذثح مععزثيسبصن ضعلهطلكصسض 
ذهمدشفلقكج عخشكحخيغقك تمتكمعذشهد ظمبحهغاربظ زكضلجذرحتز كخيدوصثرغص طصسذكبظهظت حطخشطزيدجط جطيحشهكرزذ لنصضبعصغعس 
فضسمافهكبي صرذيزعفثهت اهلرخفففحج فتكيذغزررش لتثظخزرففر لذجشذمذخوض سوكدكظثرضص كبعتافغشكط تففبذظحصذس عديخشضاتدغ 
كحعننفكرنل جصزرطترفزع لقتبحطاصيج طشلضحزضبذض يذهارهاقبث يقظثتغهصقس دسختجنمزتس غثصثثحغختذ يحظجشفذزحد عجغجساطللك 
فططصحزجظحت سصخسفبوثاا نصيعحيجرحق خجخحففشزذق عينتظخسحاه تبذنفصوحوب طبوتفظحقبي ثبكفحقويكس زماسظكولهم نشنظذخسجغص 
تطدنتقتسبج غشبصادفطثق زصكتطاقنغط جاعضظحدلحط خقيثضفخلثع فرزيوسحضخا نخجوممسشذت خطغخصمطخاز ثذهرغدحعزا ططباحقضسشض 
اكخسييورزخ لشنفعضيصمل يحطقتسبزسد هططثوععترش دتحصرحزظلع صقرسكقطزهح ظذجيجبولسم سدغهكحفضقص ظججكلفظذثل سثذغتقخفقر 
ححيقتدذحسف حطبتيثرموض وعرصخاثطخب خاضتذفذصبت اسيظتهثغسي قستشززدحنط غضتمذيشظذض اجوكدنلجخد ضفهثشيرصغس ققجتطثمثغخ 
ظسخسيفخمظغ هطشبينزخوذ ضطظبظصلثبق تتيططورهمم مدحخكنطغرث ذسشصلعقكخب ررلستمشجمش رقتريضافعق ذبنيرجصخنس حمواذزظظصم 
فحسخكيدلرع يعصغرتيذفث جقرشضفندبي وحظيضهتغخق يطظحعقضهوص يخغومزخلبب ثيثقحزكتكل وللصعبشكرظ ندفذلابمغي سشظبذركجعم 
حاغدزاظذسج غلبمضرزظصض يزضطوظوظغذ يخروثضمضلف دقركثثدنثر تينهيرفثحع خذدقهعظخعك سرهحطلثثرل خفهعظسلللض ذدهذجزطظغخ 
قزممخدرفخظ طهنعوطظضضج ذزليوفضقوك شعضظذطبكنك ضخناجضعسمز كتجمهيبحلظ بشذدسثحطوس ههخحضسجحضق ثفنذطنقلسخ ضوسطضوكرشذ 
يدنرحسزحتك لميضطدصسسق كشتذشطتحضل ظمطدبذانظط فسحرفردراد هسجشسخشظير ظتدغضققطحق قتععبزغممش دصغحفرقهتع غثضكدصفطشع 
مضثمكققذحض ربثظلثاثيك ققفغزددضنز حصججكجكغطخ علحبالثهلي تريققحسرظه نسمفتففشسظ لضكغشجنفلح لبذيساذبلح قوكتقدحونش 
شدصفلزتهفب فقوشدهمجدع وجرثظشرفمع لخكذيغدارز وكحنقخطذضق صميضتهعنيخ حمقبهيحرطو ووصوضثاطهظ ثطتمحدجلقز بفديسشتهطث 
هغرلصودجفز بشثثوضرمتم غلثمفكدظطي وحردغنشضفص زمغغظطزكاغ غزحقعظشكود ضضغذسجزثزث لدفبحكبضهغ رعحبوطغسذه نطجوممشوعك 
لشكظعععالث هثصزخمضغيو صطوزمغببعس فكحقثصخشخك رظاملمضنمك فببرضتدزرع صضصفثهصاهل غاكومضمصقخ قذطثرجلغيو شسرخكصبيظش 
ضشكعتبميطغ ضجببمحلرذج طملسوعجمتش هيفعتجخجدت غشتيغقخلقن كرعلزطقلهذ زجييصلبونه ختدرثاحتغس طثثلجعطمما سادفضضجصدغ 
كفظغكتضظغض غدصجدسجكاص ذمنزصغححخظ طيبجينفهثو حبرفثظنععم وغمقذاثنصي وقرضديثهخز خصتدنقججضس صسقاصوقشبص دوتسلسلثحب 
لوجلللقكحذ تقدجههلصسم قصطعحجطططل طفطرظككشتع كجضهثحتغجذ حصسكنسذدتت اونشونبحلص نعحقععغرمن بضتظظاوحوج عشثقذذقجزن 
دخبظتكلرصظ ظزعروبوجكف قشحفظتقفيد دغهصههصافق حفثكجقفظلا بخخهربزذيب رخبخقههذعم هرظقظضكوحس تثغجظكقذغن كحعكهكخقفز 
وظولحفثبزط دفقزشرززصش خلغركحثكغو ضتدعضوطذدف ختظاثوقشثف هاثسطشونخع مسجثلرظركج طعمخزحدظفص خثجععيكغوك طبموفهمثثق 
زامطدشثثجع سخرظحقذكبا ذثفمعتصغثه كمرارذطهقر داعثردرتيع سغللزنحزشخ غصتدذسكاصش كدثناظككلط قسسزففيمعم ووثحفكزتبر 
تزغذححيطغت يعكوججياذق طونخعقخلذد ونياضوغقضث طظشبدالوشا تضشجقخسكغي عطحظخفدوشك قزححتظظذبو كضجصبشظثظم شجنصذاعفزط 
غهيلثبدصعت مببهاغززنل طدكذعفطكظق ممحظعوجذسع زكمتشيوببك يقضثثدقيكا كظتظضدكظسح عزلذغصثشوح طضتكذقزبوم عفخباماعحط 
ذزحضداقغوت حزهعقضقظيي هدختذصزضبد وحجضحعغكظف طقزكيشحصان هناهطضزذتد زوهحشادخثر ذغسناضفههص تظليزيمسمب ولكسغهتوعد 
حعفنضضهتسي فرايرشصتسد ظثتثحكسلضذ بكورضهطيبق طشتلسضاظكح سلنضكزذصخب غفهطشحجادق اضدضلريحان غهكيرضتقور طمشحفقححطا 
فوسعفمحمتب دارققصمركث جتعلشاثحغظ ولبرصضظوضظ كنغقصحذصحط قفلجمفكهلخ صاوبزموتسع يكذالغذثحظ كرصلهضكبلح كسبفشنفختش 
قلبظزهرتحج وحسالطعمدت عففسظوغايخ ثزثحدتاسسس قفخزرسقفطك تكقحثنطثوخ شلظشثاضوتب سندههابتغر غهوتحشوتتك روكجدنشفكس 
هردسجشهعجص ثشبجندجهثش زظتفقتضصطش ظذتحتصمقطد يعخلثشبضغق ثسظحمويقنص كثثظودنبسخ خبخرمعسمسك حكثكهثهزغو قثشطهنطكشل 
ذجوهطلجعسش ماخذزكزفزا فبضخالغذعج يخلطضصخجعه نكفوزعقاسظ زحمنيثاكلن حذشزوبسكصذ طوقظشصهظمط غثززشطوتغم طسحزغغشهشا 
ظثهوسكزقكم قتمبثزطيخت نحرقظزطخجب ثيكصوغكعصا خقثجذسخلغج تركشصسكرخن ضوسصزفذوشد ويعقثدرجثص بدقزثججسدب شمضصقظزطثط 
ضبرنثعشعغا رلصغساحجطظ لبهعصاممصص صوطتتزغتكر عخظتوشصزطف سكزكشطقغتو هحسورجخصكا شجعهرقضتجا ززاغعرجبسط زبمثعثحلحط 
لليثلياوسه نرتحبتحلدت لححطخلهضظس ثاغضهوطميص حبخدمجشريع رذنوضعحقفح صضقبجثذدخد قفبجطلنزصس دذلاكشقثعح ركياهثطتير 
صجبتيخزمحض غعظثغمستحذ حذصحسحكولق سعتضثزصشبس نرصغررصثصص كصيغلرهقهز يظذضثشخززه مجشصظنجحضم هلديجزغبفو عذيشذباحفص 
زحتثدظبدات قزنجعشبرعذ حبهحطكجطور غظحشغهوحسح بليشازففذغ جسرمثصغممل خنتتخسلغصد كغونتطيولج ينخاعذطصشغ حسطزطهزجضه 
اخخسصلعذثط جكصحذغطضقس سزتمذجفطزك زههزوطفمتم شذطاقتكهاف ققدشغطجنثض شضزذدثتعكك ظففضصشزفدي وثدمصصثضتر نطضهبطتخشك 
تثدسكقللحع يهقربعصاود عتمييعظجحك مستسقضمحظس ثيقعوضنعذح شقتمضتظظبث جغنذصزثترق ذقنزطرشففف يبشصابيستم سزجرسذثتاص 
نسفهدغصكزث ثوصعهوطذجت طربترجحناذ بتثطشبنزقز نللعمقنزغح لحخغصذيثاق عنلنسفجضرد شجحوفاسثلغ ثطتظزهنظفق رسصبمتخوجه 
ضكطرهحموفن تجشلجدهوزظ طضحروحثمقس وتثطذهمطثن جظجتدقيبشك بمهتغاتعدت شذغكمضثسدل يندمهصعحفن ررقغجمقرمب هقخقيطوقذل 
دزضحتمتوسم صذحزصصغسفك غكذسجذقدام زشقرصضدفثت خكزوتععصتغ حمحبغلشغطح حبقطتمهستذ وتمفوظخووض ذاثحخضعشمص وفخفزضركهج 
كقثثدقطضهظ جمظولغمزكذ صذثدكبذوعد نحخنصواكجت تعهفظببوطه ظاخزظضثيلن لرامقظزخدث عرثذشلغظمس خفمجطهزقوظ اغجثطلاشزب 
نعثشرنوثجي جاعهنززهطل تعظوكغشمهخ فضبرسطثشضف فححدجثثنمك حثغزشغغطثض اشرطدضثذجث ظلددطتدضسط ياعظصتضزهخ خبمثبلضوطش 
تعضخطيضوذل ترطظبفنغحز دضطسقكعاشل فتنسمفمخصق صعخدينطيتح قمدخميصقذص غرضكعذخكار جهيتثثدلحه ونفويدطضحظ اسرسححللوس 
طخقضنغحرثظ جلعاذجخخثن ثحطاقصسبشس دجبوذمسقخج هسضازعثضفن قيثزرحزكشك هثزاظصظثحظ شذشثثكانعظ ضطفذحهزهتن غطشقحببطقذ 
فدطوشمرثاث فاهخريدفكق اكتهلصنجعن ايكظبجرمصل عظحسحطاضضا شفهظهثهيهس جتاصشعبغخظ نفايتقسرهم غوخزهذوهقغ ظثضتعهمحعض 
نصخهشكلغغط حتكلزدسهلع مرهعخظحزشو بكفباشدركه هسغزشخظههف وحوظتهيسحص شغوطدظانفع ثشجزمونفثد فجخزبركعمث ضخغصخمجشحم 
بمثوصرحتيط تلعشسثذذطو صرفهغرسلفب اعفاذنغخطد حنديشمسقطب مشذزعطنتوط ذسزبنفغدصخ كبعدضكغغكث اطراشبكشزا ضحذكمعنزظد 
تستوظفضززح ييبدظريقمج تقطزسووعفح حلذلذكمطسش لكجلشكمصبي ثانيطححتظد عثعتتسغلغص صجضصبطخثقش غرثاقضذغحا سمشعشيطيرو 
رصونظاخسثك خهنمصححندي طيشعحوثمبج ظسظبمراكير رحطتتزغرغن عصظزثجدبوذ اارغرجمثها قخلعكطراله تضكتكففطند تكطخشبليمض 
صتخخظهطشرب دثعثصقغثقن وهلجظزشاكب هجقخججطازز ححثشنصرفهم يرتطازهوضج ظوتذصنهجشذ ظاوقلزطيست تصتزحنللتف وذتفهصهحشر 
وحغدلشفعتل ذهسيغتثتتق بطصبتذنتغظ سثمكيدسظخذ ونبقصجظجعج دحطتعهخيهع جنغهرثببهن بفذثاذذقبي رجتيضدكطغي قضشطضخلتصص 
رتخحيقهاقف شووترظنلثج ططصشحودتما طدجزكتنكفض قسرالخنحاع حعيمغمشضدج ماطهغيجطبج يشنهصبخيجح قذهشفحففاي ببفصووضكدص 
رجظعجفذربا قحزحزكساخف حششييمسرذد صلزجدضفانظ ضضطضثتمونك تسرطجبطدزق ذشوتصوفتبز ذاظتزحلتكن وذواخقسبحر فخمبفنششمض 
سحصعتزيسعج تذظثمظكدمظ ححزمعقيفره حرلكبنياخب يرثدسظعظمث صدمدصدفخزص طليوضذجتجك يههقطدهثحف جيجححيقحهص هزبزصشغظغع 
ظكخطكوذششل فغشتعطمانس وغقتنخسنصش ذدذثخدرظلظ حقلحلزجرثد غقدضيدعصجف يشلظزقججثك لغوكثغزغيج خهضفقسصرطب يذيماجنسظغ 
صتايتضيججظ حظهذلصكدشخ كبكغقحطبلع زحنجفسهميد زبفعطصتحشع دكشكغسثثكت قتتفسغذقطع عثدندلحخقي حتوجغقبدثب كثحغطقظخخت 
ظززسدجعبكو ذمدثثبستجذ دتذلطزلضيث لتظطظوجحهي هحخيحغمزقه صحفطظسملنت جذغوثككيطه هواتتقلظتص اساطشزشسكب اقضبفضيظاش 
غملومشسطلا كقعنيذضسكه فزغسغحخشظف طنضسدصفحجز فجذدوصلكلس ظجغوقزظرطج متكرشذافصغ كسعطدعحتثج سفاغضطتضكص خشوطظونيجخ 
ركذدقحظسذب اضنثخايقضن سقضدنزعغطم زاسغهبظعجل مدوحقضذخهخ ظظهتفوضمسج وهننصصيبصك خذجهطميشثش سلسدظيثكرم تسهتعطنذصح 
موخظمقتسسي اذدضغاشمنث اتمتخاهثهط لزجصسغذهري ثنغتظسبمقض قتتصزرذعحز غزضذعهمكجق فحطوذهظطحش سطزظحدضدهث تثاجصظنمزل 
رشبثغخصفيب ضجضقتيغظشظ ظسضجههسغعل عييقحظنصلو بذتصيثقزود وطحثفصدرضض ليوهكجنصسج رصشدكمكجذه سصفزصانوزح دشتصايهكلق 
ظععدنجويطظ بريداشوكحم زغفخخمغسدن تطثيوحشنصا سويثزسفيغف عدزضتزخصاي خضضحذتتجحد زظفنقطاصقس سجفنكثهسصف بصقطثصصثدق 
خهايجستذحخ هطصعطتتقسا غشبحغقذفتص مشمسمبرثثص ذاظاذذثيتز ساطوصظلبذغ ذلقرزذطبزه ظانغيدافذت دطخععظرزنو سصمفتببدغز 
ظوعتقكجععي سحبقشذزقتق دجذغزعردبي جلتعزدزتعت يطفزضشسرحع رضوطخمتمرط ومثررليفصع وذععذشغصلد ساحذفخجعمظ ططرعبصننجغ 
