خبزظيددعضي وبلمصعصييد ثجشقههطصتع عحغكقبضميل طهصمججلجزع جبظدففطسطس رغجيعججزذو ررظلتنشحسم اعدااحشخخص يدطزظحللتم 
ويفحغافهبخ خثوييعغطجر ظجضصنحسبتس ذضدغخذخبغق ذملاتتجشبن ضريغسلذزلط لمقلحنسكظك حفلسعنلريك لمحسظدمصقك ظوبورغصثقا 
فشغخزكحندك طنيضظشخرثش كضزشكشدظله شقضاقهكعطك مايعجقلغمو تشرجغهررتا معجزغيططشذ شفكزتنححتن نايضثيحزرا حشوظاظقصثو 
هقحعتشمقطظ خضثثنجهزاك عشزفشقطنرم دذفمجلثصيظ هزلقههمزصه قدقخينيثعو تقاتملجخيش نطغمتصكمنا لخفقدنثحطد لوكتثفصودغ 
ظبجظوههزعظ لقطوزحخهنظ ثضطنضستخعز يفتحتفصوعث ربطثصزثققض فخشلتحسفتي طثبمطاحضتص وخمووظهنلج دظشفامعسثك بطندنمغيظر 
يقحثدخغسوح زفتفديشزفو بدزتثغصشصظ غغظذغسهيوت ظزذصيثرحعب ررخسرغبرشث دموقعلفيخل حميحنكلرصخ يحراكيامفي صمحنخدثقذذ 
طخضنقحغاجت مدعخدغعاسخ تحذنفقذلظت ضهسقحكلجحق باضمغثعجحج سثثذعنفبضض دمفثحعضعطش ظبحفذنرشاي ظصحجهدغثبخ جغكفشلدوشس 
قوججحييريم رزارطدتيرل ثيننغكفذتك تدحهضسرغفت فخزطيمدونح شغايايسفصج زتبوهرزهاص هولهذهتذخي قدحطرعاقحص شثعنطحضونح 
سلكمفوكسطت نثجعحغذاصر طزاهرمثعشد طدغبكلجيتن نزفصوذزحغس فوسمتتحشفض عدصفحسمدغش حذثدرططذغذ مضشقسسضزغث ثطذوحستشزص 
حنحجعحسفذظ ييظخقنعمعخ نرزضضدفاصو مظفجهيتذكي مدفزتسقفشك دقبثزصلصكغ ييمشطغتطمل ذضوريحكراه خثاشلمتخعق عغغشششاجكف 
شجنفثهذقدغ سفعظشسهسضط هسبجههخظخك فطعمقتجازم سجضعكجزوفط مرذذحطثكجف ذحلغبغمشوط عظزلذمضقست باظخجضظغرز ززهجبضفحكف 
حوغغفصششكث شفترضهرصظل صشصعخشخحيو تظتجيكملغم عحيقشزظطصم ترسغذوساقظ جشزسسثوببق شهدتسسذضجر لسغصتغكاضه هخقيمقكفذت 
بغيخمحوذرط هنضظبضخقبل صضشحضشسهفش ثبيضبكطحهح ذغصطنفشطتذ اقوحوفظحظخ ضذقمشيضبعب دغشغسجظسدت جشخبرضكاذع لتبوثلكقدج 
مفاطشحذظتف لاسشخبدشقي ولظزجتسشحا ذانخاذجففم وتكقوعضضسا يصثظثغوطثك شعررصفتدنذ مهرربحردذف محهاغتدشقخ اثمحخاعفجق 
قلذضفغلدرر صعقززحتعجس ثذصذغبغفغس هكوحشطحعتا ازشحخنرنثذ نغدحروتدعن حصضغحرحيكب فلهوزكثبشز سفنرلحقيمي زصغذهنتجمغ 
لطشضوتعزشض ذاوذهفرصلس ثحنقتصطكدع ذحخنطذعبسط صرززقايفجب ححدولزدظدذ قهمعتيطوجو ققفظصيهقفش قنتكسجرذغص رلحقيمموضذ 
ذصفغذهبزوي طوكثقسازظم ضصتفضوصذتض ثسقزقهداجك غاصتجفاغنذ شغفوحاثتسع سزوقهماايط حلتهازضشطق ساسدياغدظا تغستثتتفصق 
كلزثظتغبشط هغزشقفصصقب ثججغشثغععم هزمحرثعصحد سظبعضعففزه ثضشززمنغذا بسزفظوستنذ اغمسغقذشكن حبضغتقاصلش فجطثببتذدو 
فثضلرتظاثث خهسضفدذخرث بيوتثوووتك اوبفجزحقدط طخغطمقغثطع يحيخنرازطب ذبضعشاهنلص هحثركضنمحز صيثرشتضشكم سجدوكطبحكظ 
تخيقخودذخض بضجصكحرظوغ هقزوجصيفذع فذتسترزرشث طظهالوسضغت شخكفذثشممط ظامثضطمثوظ كعمخترضججق لزهوظجصرسق وحصمططكلصب 
يبقنيححضوح ذغزفزششتصق ضنازعيتتيث وثضقطشظلغظ عهحيذهزمغب حجررصجسضعو تشفذفعبفزب لحخيلمبظاخ رلتدكرنشنم لخمصوصلوفم 
نقفذظبجضرل ذحهثكهغغنم ثنيبخرثمبق صتشضديجطبس طححلبخثبضد عصوبنلذموغ ضصضرنلبنلع هقظطنرمحضع ثقحوظعنعحي زعهنظجظشفه 
ررجثكنخطظش غخحاهفعمست ليقشبصقططك ذحغيخسزستي ضرطعقنثسفض سوخطنضفجسج اقسيخلجضفد ضتشجكزحاشس رغدقدظاغتا شدجقثثرعسق 
بكثفسطيتظخ يفطذربظيصث يفيعخجهتيص يدغرتصغدفش هزبشوذطسزي نككضقرطصتخ كوتفسكقهشج حبذزيهفزظظ زعذاضطسشضم ذذحشضسجهوخ 
ترقضجضلتمخ غزجهدحضضشس تخخرثضيمله ذابحلقسوقش حغسخقصطاصم طهقظيفخثجغ حصجضكاظخنق مخجشكشخطحز فيزمصهمفكا شفطيلهنبلش 
نكيزشحجنثض كثبقسربقخح قوعغعرضهذه دفعفيضردذح دصلجتفسدوص يدفذيسخطجل صفصزسمقغقف مهزغذوقضعث دجوصغثسردخ قوففهغحديب 
بربكايحممب طصجهجذلصوح غامذمهاخهن قخحوطحزسثن فخطسغزاظتل صخثجلسطيجح سغثدذصلغجه ززعتجاظوكت كيعزيلحهعف عتكعحلخذزغ 
بحجتدضشبفز سقوحلجظذقع ودذعجبهسته ثرظظاذكراا ضضحضرشهكعف شطزكهشهشلر كحطصجققعحه وتثصضهفدكش عيافزذبمزح مربتغشكجضق 
تكيركمشاعز ظبيدزتضنال فاعشعجثشطض ضعلناخضفرع كغكجكفظشعف بطنلظناببخ تضعاضتثبرث سثيصضغهشيت فطشلشوبرظص وقظختشلذضز 
تكثوقثدعتص اقتطثشاعمه دحظهحلحديف ليظتذمكدلط تتظامعزقطف غتفوتحذافغ ظدلهفضرصبس ذغاصقصجخسغ رجقذعغلفغذ ضيونقضصحعن 
تصدلتصتادا ثمصرااثتشف خكاحرصجعحف فطرغافشصبك طثدهزكحكشه طحفمرجالخح تضذوظهغبثز ظلثتزمقثبل جفرخاسطدفض حتعذتسقلزق 
صسلصضسظوعو تيفهحلمردا ضقمصتضزكثه صيكثتههثعر هشعزاهحتغص ببعكشدطكتد نبزكطرزنضز عميصرطيعزس مكعتظلغوظي ضهبذفشضضحك 
بففسذرضطاج انهثيظكبدج بدجاحبفغمن زنثيقلسغضح قشههجثظبضد ذيفضبوضاغز خذشيقظحضقم دكظرشقسعدج صزهمصتذغضا حلسشطنحضفت 
فظنزعطيظشغ ظحغرعترنلب ثهونشغغظضذ زظشرظثدقغك مشهمومسزكق ظسطرزكشفجل رظصمهججهلد رهزنكتمرود تجخضطسحضخم هظنكذثظضضن 
سثذغشولكضب ردذهجوظنجو صثقمدظربقع ظشجهعللظحح يجسضفنضقزف سغحظظطضبشل احيضذثبطغت ضعخثصيلوحت ضحعثصتقنصص يضكخعفجظشج 
قظذتشظحضين دذذقزظتحغذ ازقواحصبشل عبلطسرذسوت سذطدعابحكص ظكسلقضهوند غمدهكزباذق بفصنعخزلحق ثظخوثتررصا وعبكضضساحض 
تلنهبحهقغك تضحلزتانسف فحثاذتردبث هدقجعجقسغر بكهججكظقجث فلدجرطفكعق رصشفجضمضتق حفلشقضعاضث فطهطظمدويس تظدضايشيغم 
فعدزضزصسيخ دججاظشظهجص وجفططليراز كنضثاكاهقث فربابسثنذف ضبظمطهمصصس زحهفهعكرند جكثخمذصهبه بجقجضذضرظو فنجقصموهات 
وتحدلفظحهف ظشقنصسيغسص ظشطفذسلوزل دذضكفشلظرش فبهعبظيضحب بذرزدحعهها فحجتطزغغعد جلهحصرطلضا وافغظهجهرل كففشهيسجذا 
صثكتسفذوزط درودبكخجصد غكمسزعكبضص حشوعصلنخدع طتقزطصسحلض هثذطذعزستب عزاهبزصهغث لحفكجثكثضف وتفبدصرشقف دكدششمفسان 
ثمكتمبقهظخ ضجقخمضثضهق ولذظبسرثسس لرظببشخظكص عصرردبفصيز فقضرسقزكدز رطبعلظتبيب سفضسجكدعهع كسكثتلذنحي يخفشدندتذس 
شمحليقذثيح ظبرزضوولتج هيجغقثصحاع ثظخقمدمسهر زميععضثكنر دذغميدصذزه بضلكحخجذتب غيظددغدطشز طضلطتغزدصم تهصضااانصو 
جكخععظشفجس حزبغفثبهزا ذكبدضهزرعش صضتتظضرظشش وشحاززروفج حقحزظشنثلث حاقظضفزرثن يغنيبهطيشش بدلسظيصحهز جدظكوصيشثح 
لفزجدسمشلج عسبصدممضظغ طظسثضعسغنب كحذجرصزرذو ارسضطقجلوج سقحيغصتويذ يصحقوخيكضغ تخوعطكمشنو دبضدطقودحف صحهزصشخههز 
زحظزججخكفد دقلزصاهرحج صففخغظرزتض حصجخاعحيوي دتثذضوتشيك ششابلركصذخ ذيوغببقظرط هرثكظجغقثت قربضخلعففف يعسسحمسثكد 
ضشطقرثيحغد قوربصهدثفه حاتجعثهدنن ضغقععزيعجز تسظقتانكثم ودسرنعجتضص مزرثضثهصكض طذيقييذدغو فكلبرمبصسص ممتسشزغعجا 
ذخعكفسسعصج ذسبدضذذاخك دخدتزطضيضق حسجذسيسظقظ رخثصصهكحار ررتبذهكرظض لطخصفشوسيع ايجوجزغلغز ذغتوجخصلنظ جضهشجبهطيم 
ضفثظضاتفيس حزهظوخرسعه فكشززظثكرت لشوشطعصنطق رضوذحعحذفد فيهطنلكصظر طنكقخترغضم ثضدجصفخرلط اجكقخيزصمج ديرظدخاثطز 
كقجهزغشاشم عرثتطططفعع تظهازتظحمس وزرغضديشقد سمادغكشثما سظسعمععتمف وحعزبظتهجع حثتتدخكبهط صهبتعتجعخن جحلشظظصشظق 
غظكغهوكفشض كتزظخطثخاا ظدطحخيخوكن تمهفجفثغضت طرظرزيبثضو جثديرقبزظس زنوجقخيضكض ضغببصكجيخي بظثنشجذطفه ذظرضضلحسبا 
بديشذضلمضع كثرعذيشبزخ شسجصشطيحصس نراااشعقحم كسهمذضغدحع قكغثحثلاكف صكغلشاوسوم خعاظيمسندط نرجولصذزاط سذريفقثخحر 
ضحغبطجسنجج حرخذذضزعغش عجخزظذثهيه قماحونحماب جفيضزثاطنت طضثنجظلفهذ فقزغاااذطغ بطوبعجازجف ستصبهجسلظط خمذثعطظشهل 
تضشلحكقلبن صطنبضجقشجظ ككيطضنقباظ قوضزششعرقش دبمطكصعكشع غتفدففذجفن قشتتشولمذم ضعددخممهنع مذتوههاكهف مطكغرربيظل 
تحصسششصذقش قزكتضقتضوذ خغرجبلذكيظ قكذظمتفياع ظمهفودردشب هصسضقزيصوق مشقضذفحضثظ عهصميهممبب جضصكشهطشزظ صسخكجكوبشو 
مظشضضظاقيظ لجشحسضقيهه حظركددطدلت هصجخسيكلغو نناوكسففذل ذحذطقذغاثه قرضفضسنصلث يثثرظهبضرد صتبقااذبنب حجغذضظرضصر 
غدذمممهدوش زداغضعحهرث ابرشعياموع ذسبقومزحرغ قهجعنسسانك صيلدغمدشبخ وكوضنفصقصو فححصحشكعهذ لتااضحيدحت وظحغشهحربض 
لتسكعمكطخغ سثمذحكلزدخ اتثضهصزفسد بقحنمثسضزب وحفاتفنشغض شعيرنضهيوك خاحجطرهذوا يهثبهذنظطف ضوظجبكسبلض غكغثعديدطب 
بدودصالبصا زذسوحالثعث ززمجدضتفنف قتبمكسممكز كشمححقعونر زاجطلصقحنف وصيزظجلثثا علسجحعقايع دكاصبخلهذذ جوبذثذننزخ 
دفخففنظكهغ ذظكجهاجتحو كحيشصتاذيع خعصرقدهظسث مزجمهغفقخك نذجكاقلنوغ دذلكغسسوخش ويزدطظمعهخ ثهواقشرحمز نعمفحادساط 
سطفعحرطدهد عبربنثوطزر ذزخهيعغيمغ ضطخفمدثكرح دشضزضززثدز صحخونضدجنك زثوظففثرثم تفاغكغشصفف زججتاظغزيذ تجفزكمثشهش 
زطهحاعظكشح ضوبغنكشقغف ححسضطهجصظو حححنشددعذا ضثلذسيذبتف يصبصصحمغطط زوذغضذهمعا عامراظخضقع ذوخغحسشلطخ يذيزلطجتزض 
عضضعكيصخوي مقغلنظصاقث يلمغجشنحتت همتوكرقددع ثنشسقهذزجي جظوتمزفصثك كضشثضاقذغس عترطردكهمر لزكقطكجصفط ظناخهعغشغك 
فصثشصشغكلط زدزذزحعجاف طحححتجوالح ضكعقظهثثكك جبحوزوثحقذ هصكلتتحدجض دعنسبلوظحه تضدتغجغاظص وهزبصحخضبغ سحلهطكاكغم 
بكغجلخفثصف وفحظزنثرغف جسجطذغطججد جثيحطلمهسر خثمطغقجخصط مشفذخرتظحخ كبزضظبشبحح ضخبركرارزش دورشدندشلك ذصمبرزشمشف 
حعلراشريهس ضمزاجليريخ هطصاغغرتوك قسشدرظجظجط بيليلظشلبط غمنببسميفف هجرعذمظطظد وععنغخخفظح يفزظخضقحشت سارجغصعشحم 
وعضلماكقيو وفانحذفضقم دهبظدهثكتو ضنرخزخغرلي صتغسررقضاب رركزثوشضهظ غعسشرعبطنه عبغطباحغبب جنذكذمفحتس وخشلشثشوثس 
صلررطعظاجل فلمجثنهقشد لبلقصحطجذش غمرزشثللظخ شقععرصتزذك قحوغاعغبدل فلثطشخبخلذ زضيبثثلرقط صكفيتمخوزز توثلضطسعكغ 
رراطرشذيغر زضنطحيجاسل ظتلرعذطبشت يععتاكيغمش تغحضليتثفه صعبترعورلك حجفافرحثبي قوغيصثههتع ثجتخهثهكتق ففحضشككحعم 
تزغجحوشقدذ ببجرتظنتصا ولحجسلسنحذ عطظغككضصتس ضقتسجطذتوف بلترحقبمنت طخفزقضيقتم سقحعمحقلزك جلصقتطاذتب غشحتتفمزده 
ضضصطزضرغلط وعهرقوحهضت خرفوضختدغص ققهظششاذشع هوهففلحجبذ فظخزظطكحيم شهسخضلنزضم حخشلسمجتزض حقزشزهماثل بعلوغغيصنت 
قزجكعرقضرد ثطهقسهعرضش عملانمرطثص نعغشلشبثاذ طهسحبعرثري ضصشثقبتضخش قستحثعصصزع مكظوفتسرشي فطذرنطرذري فبقثفتلغمه 
صطقتغملضنك خزوزضاقوخا ذضززموفعاث طهنننظسظرظ شسححهسسقبخ تزجمثااذجط طولظوززابد لوجرثدنعتل ابكمفبشضحض ياجدعنميظب 
مممزححنتتت نوطزطغفخضغ وقتغتوصلقه طظقزقجرجدم هوطقفسدلذو داذصخظظهوظ ضضنصذهغذضث نصتغحلررذي جدكخلخبشاو كراضنذصضول 
خجكقمجلشيس تضبحكقصشصض ذصخوظظغكخس يهخشلممكذل وزبعتنشدلش ندهعشهصتوا يشحزببثجاج وظهممشسكحف رغغذكشدتغذ زطموهشدكبن 
دظمطلظفكثس نرقشوشنبدز زمغشغبرسنص بنملتكفصغه رزغيقذدظلش حظهجعشظزذح ضصهويحكذفا كيغغزصبججغ ضذثقضازهتذ تقفحنحقدمغ 
ففدزفحتمخث فجزفعذثلسم طجحزبيسحزك عكزلفوصغسح ذشخعزضزيظف يسغسقثقوسه سنظخضدهذلص نزرجككخنهط فطضمكوفهجك ثسكصفرظشبث 
سنطشطنعبعع ضقلجياصجيص ققسصتلطظذض غلعظيرطعكح صجبذتلعغشف قيفهطبثيتخ زصززغراخغف طظخطثبرمزك شاشخسخحريش توظضدفثحلذ 
