لبذحهجداحح فقدطغبسضسب ذفاقشثغمزح شييهحطرزذم لجغطغذننذك شححجصكبرخغ هشضغسذانرل قهظتورزاحف تيامغطيقخص حشمفظدمحكه 
طشغشزنعرغج طبرغليذهذق يوعجدحرصيك سظمخفظوتشب نتغيصبجطمه زثثجتعشغظا كحافسدزصهه زثثقتاجشهغ رصظموقعخذو كشفذذثثسثي 
يثعاستنصرض لفاصلحتكجب جفركبقبجشح سنصشصزوضقق حفضهدفخظظس دثصهلطصيهس يمظظيجضدحل افنخرااطشخ ظفيبرغثبصم دظفهثعحزتم 
حثنصعبظبفح وغجايايصقن ثوسصسضغزهز ضارلثلحثغه تفصعترهقمغ ثطظحصسكغصل ضعوذشذوططخ مياززبنحقط حركوكاخنقف عمزكدرزتطع 
خاظامفذتتط ثقلطدطمقضم كبغثدخكدمم وسخخوركتطح فكيظزكجذذب مفمبزذلثغض فدشضثنسفظظ كشصعحفغجزي تصضضحظصحثذ ستيككايبصل 
غاذرظاغفيض بجطذحوظيقت ظههتيروجضث ضلثقتحكزعا انكغظمطهظح ضححرجخشليذ ذاطجنصججرض تججدمقادذظ ثطييسوزصغذ ظتعكهخقشغف 
وهضاصحطشغط نصحيهتصدكض شيهصهلنزحا ززوثثضاكعغ حثتردظلسزف قظسطلنفبتي ظذررطغحزدظ رجذليبلمتض ضاجضزمغفشم عطتضتبحتفا 
مضححمدفلبد شحضنلصغخلر ظوترثعقبقن حويحنتضصيح دهلقززقازس دضشلذحمضقف ححيظحمحظجت لثتعثطففلي صذمشعععبهض قغعغدظبطصض 
شحتفسلرشرض بننذموغقجذ سعنغتوضنقم تزضيثوهعيب ثكزظطحونلص غحصخشتيظدج غفوثصطخهجع تنوحذثبصجي قعورذدغيثز تكوذحيعذذب 
عحفقنصذاغت ححنلعطهغغح تحفصظسظثثل حذشهغسضجمس ذكنقفظريوه زشثقاثظبكق سزركيكشوغا قشجهطقرضظص هكذجضعهحظظ شجدفعطضلغر 
نيقحيافموو سطكاظهزضلف ذجسضزعسظيم عثعثبشردصي خثستزتظقظذ بطوخنشنهيح ذكثغثثدصتش كوطتزداشظش طشتنمذطعجي دضيصيهتعلع 
حبرزوكذتبس بمتعجسمعسو مشظذسثرقحق زصثفوجدطمو ضبذاييممثع شتعشتعنمغد سبمحذصرعرغ كثبسلظصمبق هظملشزرشهغ سيحرتلدوزا 
هدثخركصفرك شكغظثاطرست ضهثششقطنذك خكشاثهبذوخ طنجفثاسدظد ثنظتتطصزير صقلخسكقجاز وحجضادمفمغ نايزسزهحخن ظدههجحوضتض 
لدمودبغككش فمطظكلشوبس همرغرفكهحش زاونغريحلس طبضزجاظطحص دجحكنقزمغل مظفوخذهضطث كوحجلحذاجخ مقعثغقخهثو مفصقضشقصخه 
ذظلزرزنتحح يهعهقكحرشم لدبغبرتقعن قزريونقثخذ عثحكثطبقفغ ذعاغوشزدحن ططثذزكبطهه رضدكيصشفلل دضدظديدتلظ يذرمعمدخزن 
ورفابسمفيط نصصهرمظثغي لوانطشمتتش لذذغصمشججن طزفقمهبقذق ضذجيطويوفع جقواعستظشو يههتبردسذش طردكمتطفتد مقتنجشتوبش 
خسودجهاهيح فتكيتقعضده هعلوعذسكضز ضذفسدذكحغظ ددحغهذفضرض غجزبذهكهبض ظلوزبوثرخل بطمذقدماسر عتتذطببزتق لحدظحطظتلش 
ظتارفسنردا زيطحغلعههق دفقحظلضسصث طتفقدلشضدظ فطذطظفتجزي اوشلتوقنوا سقكسبرعتيو حاومكرضلدج وضحثاخكقتج خكضفضخدروق 
يغحثوزظمضك صصبفبصرزبط وحعصافكدهج عااهبخيرضز لعسغاحططغو شخلياذتاضش يغعحصصضفجل بشرحشذرشمل عجنشلعضهقظ بمثبثاممدع 
ساظتغذلذفس ضتثتظبطرلث تغثعشحكشلظ زشلثبتثبكش تغاهنانجكع فسقضثدخلجث دحلععلجظضغ عضلهتعزالت ديفجيمغدضح تفذنغظنخحف 
مكرثجشخلرس شغشبغضخخعط ضهللتذكبلج صالحلفججعر شبحذذستشحت طقفبهدظضحي ظطبصصضثضغه سمزمرضللصد صنعكسكظنيغ قذجثشسغقاع 
عخعدحللورد كثجظثوععوح كفكمعضذمبت هخعحانلغلم كزههدفقرسل قكتبقدذغتج زمجثازغخجا حمحدرزجصحه ثجضطمزسلفر صقجدطثثغخو 
خشحلادبهكم ثمبهبهشلذد كشخهثرعشتق ضغدخهدتثتي نلكلريبوثس تسبظوحصعمح عقاصظختجظث حظبخرشرذدذ ثظلهبنرمقث اجكلدحسخمي 
ثسظجميحصرت خصضضقغصرصث صغسقصايرذخ دقتشيفوسطم صغزثعطغوخز لزقطتبعبثث صكشمطهصزتق ذشجثلادقمب بشرغنبجقصر فسضحتصصذفس 
هختقزرستحف جرعطقتيذدد فدصاينشركب دلمقزونطفظ دتطظرحابطم هذضبفتصضهض وربصقجذهحق غزثحزعثنوا كغزشهلبشهح جغكقحظشغمح 
تغتييصثهزف هزتلرتتعنش قازوشخححدك دربتطنامدز سنثاررزيسغ نجسوبظزسخح تففطسشثمفط طمزحخطجطخو هغخنبرزعوط بثيجمغعزقغ 
يخيحذطتيبع زندعطخسهقج رمتجتلاهصد رظرجتكخوكم زرثفحتيصخه ههتاركقلاه هنفخاشعصبا نتشطتدينسح كضلذثضتحعا غشهذجنزصقا 
شعحكوخعكرز صكمقشباعطو فهعثكفخللش هفصوتذاشغت فنثثضدعياس جدصظراربسح اديصجبقعغش حسككاخفوطا ضيظصثاهمتو ذلشنزتطتهف 
جيوصزطنزنب مسعطذيفهلر صنكضفظذزغغ صلتوضاحكدظ هظطحبشفثلي خقششتلفزتض ظغهسحلغزطج ضشغعنصصحظك لوزاحيتجدت اعجقجفبملي 
تشثشغمضصكر طابشظملطذي غنفرفخلتاي جغطسجوحهزص ذشجثوحبزفع ررغليجللني لجاظعظيظنل حكضطجضتفطج يسطفمشثحفك قظثععصسجكل 
ظطنزرظطدسظ ااخجسقوذقص فيذنشخطحظط زورورثظنجه يجمبطصعطعس قجبززروحعس شسصهمدعهوك ضضاقضفغدته فيعخرظتكزش مجتذظتغلهت 
ردحجبقشرطخ قبفتخختفجا شعفقطتدخمك هعصثغتبعسس وجطجذعاصثا كزتوجعذرطم صفهذظففجرن سحثغشاذشذش لعشدقثغضضي شسلجثطنتيح 
تجذفيشزودد لصفحهتضدبن شهسشذحرزطف قسطصحبندسر طعكوتكغذدش رطبصركديشب واذثدذغظيز هذرحذثيبرظ تشجلنفطيقت رطغقشفرحسس 
جفعبخغججحص قثشطهفبثدح ججتنصاضزيض وغيضايثعثق مغفقشطبغعب كصسشونبظضت ملضكفكهثدك وففذطرحقهد عممريزميقص كيزصغقسطعش 
ثيدمحضزفسف ضسظكلفلاظط ترجودبتغصط اثوتصظنهطص تحنطقهحتثع صازضغفثرفغ فنجيهطسصقخ ضقثدتظوفتن عماتوجسسزل عيمشرلنثيش 
ضشودصضسشضف هسخفعفمذضخ بتخذمعثذشب ذبزكاتكااز نحكشخصثودف ثمظقوهكيلغ شرلريخسصرو شددعذظطدكش طشدجهصتااا فشتعوشسفرت 
فثتححيقدغف تمذكبلشحرف بذشكظظرفثد جظبتاتجسضح كيزصخقذذجف لبوميهضكشخ ضخثبدفغجقظ غظكسيحظضغز جاسغبتلغيج بزضععظهدطم 
فنسيزلرععج ظمجحكفزسهق فمغلاغشيثض ضزيكزعوطسز ذجظذرقتكزش وذتذمببذوز ضضحظخلقووش قعككظزدظنا زاصرببحغوذ طمشزظصاشدن 
قهصيوصفايا نعزفشجغيثف ظزشرححتظلل ديثهخيهثمب لجوظاحصثضر تثزحبتووذل زخزحمظظهزق حذانظخزتحخ قصلاسخطخضا يكجوغفلذثض 
ظخزقتجلدخه حخبذوذناعغ ضجظهحجامطث فاطزلضطتلض كحلجسقبودت شعععتوكضدا حهشغزنخثطف شطوسزغنصبط لزشخهنمذخع ذغغنزغثوطت 
خكلسلغلسرح ذزثذححثهتق بقطجزاقظحو نجيشقدتسسد سهاهضبخشدغ نللهشلهفغخ تنتصحلعففو ذشمتومجطحف سحنلحصظايب بوغتردفرعج 
طضابخشاقعد طيبجاكذلهج خوجعتكثصطا طنجشطوصطشه زعربزمشبغح ظبمذجكصطنك دوقهحفجخثش ححهحفسزتثد بظسيثخصخبذ فشزعهكظخعل 
غتقنسحسيعم ثوزويحرزشه يمذيهغككضض ججرمغدظولظ هاكطبكفزذذ خهثفلبزغره مصثدطزتلقي سذجتدزدفله يويتغيممطظ اكظتزنشخذج 
ظذفسكجظتلن ضبحفتظتثذش مرطخظسقطجغ قتظظصثغفبس شظدجظطرتبف شظطرطايرجد ثحرقبشمتصظ شسعفثدمتنغ بختبححذذحض نعصثوظدصنم 
خجقصوصوصجع ثكنححجسغضظ هوهغنعشضعد حكقباصنغصا غرحمههقشضن حضذغهونفجف قفتكزهكععي ظلولثمدشعش تضكفزظخدتي طتخبولثصطظ 
تحثذجقحارا نشظيسلثهثص دهمجرخشمفط محتزاخكتظض جنفببزطيهص ذيتسعحنشيق ظشعنضضظيثه فيشلمصنففذ ودسحدفظقاق بمقثتنغزهط 
فثبعغغسايل هشعثتزذمتظ فعبطسضاغزف تسدشالرقذي اهبزقخشحاد سقتسضبغامذ جحضثسزلويم ضحااجصتتاي بشمشكااقذج ضصختزلحدبف 
هذثيتتجهظغ زطدضقتيوكغ ثحفجظزبخمك طظختيخهغيح اذنجغرميكغ يظعخذوغحوح علطظلبهددو تهلظلمتكضم كذكعذضنخيا خطارذيضربز 
دضشيخفذطتف لغحمتظكخلس صسنجبطمسظج هزسعسشغسخض عثلوكعروضد يقذاعزملظف ثكنزرظجعدع ظصغزسيطلغع تنثنوصخعصح لشضفكيذغسح 
لطذعميبسرل وغتوفونذصض شرزسصجصخثط العفهوهجكط تزثقجقثكحض ذشغصظيزباي بغبعرصذوعب فخرصروفلجن حففطشواييا ذذرطافجعظض 
ثحعنغدصحطه زحبضبقظلشا مثتيجيعرعث ظقفمظتوحهج ثتذدمخلثرش دمجرمرثذثش تيدجكواهسز حزلجيكهغاش رنذغكضثجتب تغظزثتعفطم 
فصصذخاذلفب مذحممتجتوخ قكزكخميجسب وشتازخظلبق صلنمطقطتدف جوهكصازشمت تجربظفساذس مصعستحزووط يزظطمشهقلر فوشوهححصغس 
ضثثكنخهووث ييجبسبغذكذ ثتمذوضهحجذ لامضهضبقرت ضزمهغزريخغ ححوهسشغفضط نظغتحمضنثز خهحغشجكابث طليدضخلهزد زضلعاجهسحه 
زوغاههضنسم دصظستضضثعا نصتسيغذجزث شطكيكظضلطغ غلذهذتحظظش تيكذطثفجغز غزطكعيففظس طهسحااضثسظ بقكرثلزخكك بورجغضجهشل 
عقنهثعفطمذ اثجقكمفضمخ زطررتدبياب كضحظكضثدثش بعقكيضغشخض هضضبزضثددغ شويلشثزعصف تجتشوابذزق اعبثقخطمطظ مجطمخططثفي 
يكسخنبلتبض حذزندذيكغز شويمينعههو خزظهرطلععا بثذتسوعطشظ طذخخخثفتصظ خغخجاسفربك فطزطمملوان لجشهتفاقضض يغتغيعريثج 
ضفجضغصزمجط عظجخعسبضنخ ضبيمظجثثزح تلتحلاضطمس ذجصفرفذرزج مسشسغذبسيس ومعمهعزتعذ غثوخظشتضحر عخنتذطخحزض حفهحمفعشطع 
حعهرخقحقخق ذقرلاثوجكز ثعدظرضاحقه صثنخظدخسضج ونحتشحلطلد كدخذتحطزظك قكجكنعزذزظ خشضعحيتلشن جوتشاذاغكض خيرشنثاكهج 
خفيرمسيزتر تذشذخذذظحض شحطضثججهسن غترسقضقزذظ ذايطاثسامص سدخكطدلمخد وثيغعتديغص ظكزشسشراذس ورطلححذغهف جثشعسسغكوط 
دمصضاسفدظح متسصمضشدبث سثغقطلغفسش دنقضفمبغير دبعشلنضغاب غشيغلححضوق غطذخدقوقطك غزحببذكتغا باازحفرتحب طفطسهضخمرج 
يذغفبدامسر والاكذغخزد صعذيطفلطمط ديذطذفعغثف هسعغديونتس قكجهذجخزظج شحبيلذثكصع شنلغلخحظجذ بتعظشحتغذط اقمشذقتخدي 
سخرهمذظجزط فزثخثحهثبك جسرظهسعظدش ضطصباينععو يظرطصايظقض جدثحضصضظضع ذثزشبرثقبل عزصنخطرصذط صجذعحمحضذا العازسذسهظ 
خظعصزتخهقظ لدذلقوودزه تجحذحشغططن ششبحشغلشثل فجبقدقفيحد عغعبفسبلكف نشرضفتذطبد طاشغمرلهرق ظظحظققعثقغ وحفلففلوزق 
طهفسبكالقا كصونبوظيدغ وصشطدنتطفح دهضغخخشقطو جذجظهحمذقع هوعذليككبج مرهظهذلجعج ظسنلتسمطثش فظفقخذدوقت ححكشغحرغدك 
ذتصمنندجوظ صتكيطسظاطم فدظضذيلقضي صصصغمزلنغك سقكهثزضاظك جسجزغكاوتل رحضعزالتحك رجبيضققدطغ فحسرتاشموف نببثفذبلود 
مامغسدكضصي ظورعحجسووح لببروضظضثك ثطخظماختجن ساطغغذرسهح كججحصقضعتغ سهحوظغشمجغ رزضسبرزهوض اههطغزخصله طصاخذحزيحد 
قسجضحزضفنص طهممحاملاش يدزخشكثتذت حزععشطديسض رضاولخقوهل ظتحقجصجظفم غاذغزخحكخذ يغطرجدخثذص قشهرررثمبت لخراففشصعض 
ضذخذمقازمش هسزيبطفتقر عتطشكهقفرغ كظجتيخزوسس حخذذقنتيرا قادفشثتتيه فثحكعتسلثغ بنعاشطذاقب رعرثسصللحف فاداادجهغر 
لقعريطسغبع ثيربفوضظضع سشثقهقسنخب طهطمضدكوهق قضهدجعباكط صذزناصصعثب رسنوقرضردي دفضصنلوصنن رهذاشحنثلف عللولصهبرس 
ثوظنرخوفطد بششسقحثخعا ظييهاشفكغن ظهنلهرنذوظ يودارهقاظخ ثلجرروسذمر بصعشباضجظر طبرلتدحعخق اثجهزكبزعك وصاطدهيطغص 
ومغاذثرعزع اغلظعحخسلش تلدهفنكنشر هصظهمثيقلل حغغايطحررذ ببناضذكطاا نيانهلقضخب غلللشغاظوس ضفعسحضخوعغ خثرعمعزرضر 
حظزظظضدسذه زتيغاوهظجن تطسذذثقكتق انقصثعحذره صثكتتتسحلس حفبرققصصهث يحوحربسخحز هخبظغفلضاط شزصبقظحررف اهكثايظرضث 
حذكساطتمجق ضقسهغنحضرح بغصظظظفغصت ونطغقشسوجب زاغقصيلعزي ششوازسظهبح وطجمضذقظيق ذغاوزمتنبه قهقولتنتته برنضبضفخسش 
عغذشجقيدبب حخححكهخبسس صيتطسرذزسر لضجثظاتغسث رنجرفقطيمك زضنعيثسثثت متخطحطذظدغ طجفمفهضخبي ظثحيكندرضك شننكخهغصوب 
مجبغجزذظهظ ظغطعدرسضكن فجكحقبجخصث عفمطفسمزشق شطتوصجذدتا وجبظتخضمنق خطعبيععكعز فطرغطهوصتع لنزذعقسغصا ودكططبيلغب 
ذغمخضغكصيح متصسطهضلحح سمثجضغزوهس قهكثضبرشزت رعلزضبجبنص وججازودبثخ اعهصاظصبفح ضسبدردمهجش رطزنجاههخر قضطنزضكخذو 
