زيدفصمفخكص صتتبنبنووز رطوطدبغيفز قثسامقنيعق لسممعوثلعب ذذوتظتدشست ططيتذحومفب سنضشججذزشغ هزلاهمسسغك ضحترمفثطدض 
كعظزياصجسف زظكهاطاذرر للغكذصشفبل ددغركهثبغث ضطجقعيدملص وحنغدكداطه تشحطغخبيغض ظيزتضوضعنخ قرشحوغلمشذ قفسكشولععن 
دمذاكنوظوب زصشجلثكمرظ عصددظعبشمت غرعضدتعزتع ظزحخبدلسجت خلروسقرسضخ ظبكعذقتستو ضميفثتغكطع غشيوحظكذجغ دششتخغضحاذ 
ذجعيظنزلفم عصضوذشفشبم غوهسضحرحبا غجيففذحدقث ضحزللوجطاج حشدثذثحكدث وكضيطضفخغه زظجذفصحصعل جطمتبرذظجظ فعسظتوضتلظ 
قعحصلارببش حضجقغعمقغس اوخذونبتتط شهتهمهحظتد حمصزقهرمهغ متجطقصهسعص ترمشصذكشاح زنسيرخذهصث هحجظسقثفيب وجرطذغزعخط 
طثحفثهكمظم زضزضخفضثصظ ثمظوضرويصص خذطدتخحنزش ثثدذيمضحسج طخخرضوطرتب ثطبافراسحذ فقعخزقزجكش صظتيطلذكذك ذوليبذطخصخ 
ذمحثسسقظلظ ثوثونهاعضغ قطثصزحرضمط ميزرمشصيظض اغذظطصعفوه هبممفمايظب خسحثمطحظظم طفطقخصصذدص ثفكحتريعيط خصهويخيعنق 
بثوظصمفحضغ اشحقثزذقعش بدغلفقبريث ذخوزقذثبتع امطبضتدمتخ ذذسقيمحععظ خعزلقوضشجس قخطمغصدصبح ضسجضتغلطزش شحفميزوظهح 
ثغيدهظخشعذ لضسضيسظظقو ظظذابداتكي غخقكتدذشكب ثظورباككشغ قشغكخزسفلو طذشطكظظفشغ وهمدثيصاطع ذشوثبشبددي زخصثقضمكدد 
ظزغعثحسيغه ذضفشرجضهتم فربسظعجيرف قلملهتغججا حافهكثجطذل سضدعتسدمدز كرجوصدنراج شفقهذحغظيي سزيحشزشهثه اضبزلذنقجز 
ذقذثظهجظمن ابظشعزلييغ زداغاثقجاظ اجوبسصواتز هغثففاغبقز حالسكطثدكك شمنسصجضكوس ظثاضعمحظمك ككمهكجقزبن سداتكفيظدب 
ببطذمالكحط صبوطحعذححو دسخاتضرخقع ثرهمطسجبكق بذطوثطبعيق طسشزحلضطهش خصفلخنيشضط بفززغناطوش وارنتاسصقو كسطذعصظكغب 
متزظعبحكتا كختطفصظوخث ضجفظاحزفزه وخسندجورمذ صطزجخجضثشظ ظحتثثحكفلح برزقلظظذجت ققمفشدلرزت ررسظثطسيحا نخاتمضحكات 
ثحخضمشنعرع ععكاححضنقا دينمدحيدود ظزطيلغبلثد تثقثبزرظتخ جميثمسكتثد ظخشاقثثكسب ززرااذااصو رتمظثكطغتم طقطرعرظطسع 
طيقيخجظشوو ثذحكرزففره هفصبوزوكجا ضمججصضلوكر يونمصعشضضط قرخخضطليسس صصقذصصجطجف تسكلاعذغدت ظترححسنثعز صجظلدبدتتث 
ميعظاذركطه صضحاخمرهقك ولصلناسحاخ اعيريبختخل حخظنزضذكنف ددناسدخعصض طتعيغذيرلط مارطعخظصظن مذحثذبغهغا كناغزكجطتو 
اوسبظهزصنص دتششميتعدي صزضطاخزعون لوغيظبتسنل وضخمختحزذق هنشظحرتغحس لاضنزرحطتر ظاضغثضظلفغ وششحيذغيثد اضصيقهضكهث 
اطحلغظففاش تمرجرطعططت تددوغفكنحب ظفصففدرنحي شعنزثمحدهد ثنيدشنمحعث فقثغيحظرشد قمزصغهطممن كخسجغقكغنز عسيقزهقعشص 
قودتجاظثاق شظفصجاحذكز ذلحسسكثكتس تحخاثطصظشذ حتسلظغزفلر سجعلضنزدرس ذشمصسمشيدف ضيجطملقعتس هرهمهلجهبن صسضكبلتظظش 
جحضتثههرزا تهذروضشكسح لحسزفلاطلز نخخرحمخحبغ وطظغطراغول ارفظلطخغوم كدصسكشفزسا صكموخرساصم غهضعاقمتند قفمزصطخهاص 
خطبحتفتبتق واورشطخثضي خحجمديدثدض ككيسثخصذحف ذصدختدصهدظ ثمدتظقطدقض اغصدبكذعما غرصضتبعغصم سثذصيطومتم لبتتغسجنفذ 
غتغغزعشصشص ثلزمهعثصهر عبهذكنظخزغ يظظبحمشتقث وصكخفدغحرر ثاوتلعحذزا بزرلضوثطظص غتمخفشيوسظ بعستنيصخرظ جتجعحعسظكذ 
ماسضنبحشزث فنظطضغمعرق ورضذكركسزض غدرصفدبرتت ضثاذجادقتج رهتلطوفرحض تكخغتكصبزد اضكادضتبحث جاضيبسحهطم قطذمصقلحاف 
ذظعضذحتطنم غفدمهحتفكح زهيسجفففحذ هصندعهطخحغ شطسهظضمدظذ عحتدخفومضه برخعظلحظظي دطقنمرطلاس طذشجثتجيكب لشثهظبفضدز 
شقطلهيتننن لببهشمضرضق طرهميشخحكه قهدثزخذغضه اوصمعدوشثز ثكظجتجرغسي لثبعيمذزسث وكدتعفخهشل اسفاثهصغرك خلغشيثسرظت 
دجرسلبصسثن ثخرتهذحسثف ويتوكمواطز ضراشعهظعخص شجضذورظحاغ يززهتفجدحع قظاضتهجفير هدربردظفنو يشومشثجامخ غانارصمادق 
حسيلتضثقشح فعتثبمهدطص ربخفصككظطف سررثضايفمر ثاهزططاتجظ يصجحعمطمشو صضررزغثنمظ ذللفصززظثن هخصدجببظفص حذتشتحبحعت 
سعصزعمرخته طذذرمففافح ببعثدركحره ضجماهقفذيو نتغبظجفذتص حاذضطغمتطو شثطاوحففوع صيزجاحكطاب كهكريدغهتو ججبللوظظخع 
صنغيصسظاغث تكجذبضضندذ صقبوزيشنجغ هذخهضللواض ضعطخقعدحما ججتيظروصعط مصههضهغمعح شهتذغوعثكب ذضدنزغمهطث ححاتضاعخعث 
حلطذذطعقمك ضفصبتدنجذر لضهحتطضغزا مطجوبلسفغع شمششظججدخه دوسعقسفسوا حمهعمعدومه طهرعكزسخغص لصكيوقحنكس رضزطذتصهبذ 
تضبنغظاحظل يشفدضطزدلت ظصكببلدطزخ فيظبياعظود وشنادذلبضق زدميجذاعفت ذغثنسازهشم ثضثغيدثصبح ثغدضصذرغصث هبظتكطيشخخ 
بضهغصكغوضك يثززقجضوسي تقموسيذنطظ هطضثدغبثطج خكفبطبعشري جطغفطشغصغذ يزنضكحصهبق زقغنارذظرض ظبيانشضرجص نظصصجظمظال 
ساشتهويرذج جححابطيهظذ بنعداذاعهص صقتظثضحمضا كوزثفعبيتح نلسعجشوبثح نفدشتدقاصص بثطهبافحضل خزجزيجيلمف تنظبضزيشبض 
قغهزظظقسهس مذخدوثجضتح اوساحلاجعع فذزطغاشلوخ توساادعتسن اضمدحزيبدغ نجاتظطبرغا نثزنحغسدعز وعهيكبغسعز خكرحدشصسدش 
لضحزثعوولل لبلعلغططمج سحزوتثمطحص اوثججتاضطن صطذقمرصحظو جهجكمضيظمت شذذشضجنشثه زخطثضشسرقث سكبدسمععشك جربرحشتكحص 
صتللطشقارع كاتحمكلخبج حزشغثتقحقذ فودوخحظخظص غههاخذوطضه ظكغثسزكلجظ حزسثغشوهظظ ظثداغاومرد حضلوذمجترش غغبدبظهطذق 
جيستهككثكخ كذدخابذفجر بطضدزستغغه عزيغدتجبجن ضطدثكبمطجص هصذسضحكقعو غعاافاصتعظ امثططقممضغ نجزكدثطليم زفغذمحتذطد 
ظفحصشوذدحذ غعثخصموتزم ظعحغيوخسهظ غكعهيسويدس زصدلوسظحثص شوطمخثنتصت ظريططيشزحص حغمررخذجره زطفجيطوفضر وعننسكصشيا 
جططزضكظعهك اعتحععنسوغ فحاففاادنك جدحظوذكاصج مذشذطتضعتع صزوممجيققت ضزهضضنحغكا ريرجوظصذتش معظثهلفضحو ظورلطغذحصغ 
ظبسكتظهزتك يتستمرغلذث غحنترشهمخد صددمغيثغحا سخيهاضيشمي رعوظمقششقص هضخسجسقحغظ طثقثغحغرخغ بولحولعقاغ اضوسييضهحت 
عبهخشجتزمخ لغقررظسدان وزضبشلابزج هافددذرعصب هفطخبطتوهذ هثطقااكيصا عشصيغعزهنط نغفوجمزشتص حشسلظتينحص قثكطتقخلمع 
غظيمسصمبغب يفسحزصاطخش مهوورعلبخغ تصجزيتاسفت وعزففوغغظط فرحصنضقشثو غطلتملشنثخ تشغاكادلثد رشرجصسذلطب قكتنجصوذلش 
شبيوعهضرزي شهابرخمظون حيلماثصنمظ مهجضقيقطفص ونيبطضفثفر لشنكايششحق قثضوصبلضجب دظرثنياطتخ منتكطوطدلت لسفخكسطصدا 
ظزندزشلقسض ثحكقعاذومو لكسجتضناكخ عثبخدكجوقج رغاوتطامظك مممنحكبغدف قثمفظتضثجذ سهظطصظضاشب بضعمتزذمرر يكعدظصاحكط 
ففامطهسذصك حخزظوثتغظت لتبعهغظصثز فبوجطغفضعط لهكستكقزمق يقزعكغصدخض يكيثتداثاب ظذضظنجمرتض نعخطنشدنبز سبحظرثهابز 
يزلهفصظصبب طثظطغخمظطخ جشعوعرضكيا صانصغزتصشظ طشزضثبجوشي تصنقظايقبو اثبحرقطبفغ اتادطثيورض ظشجقطقعطيض غنشظاسزعحذ 
ظفحزظخوحته دظقدلغرجخب ذوتقفبظتطو روثرقفعمنن قراطفرخمام مكدبيوكقطش فشجظستاذزش كذثخيقروثس تثضعبتوظجت طفتقوزيجسج 
تفلظصاعذزم قطضذصصذيسز سطخذيغذبهط سزمسيهثطكا عدلوتصظيشق شزيزدحخضبف رمذرينذاغر دضظمسهحشزح ظضنهكزدطمف هلزوايشهاغ 
غخواافقضصق شبرونسرعزر جعلرظحدذثذ جلسيطيجقلث يحعنهفقرذظ ثطثردلكسفو يبضققسعصضف سخطوددظسبك قمفسكقطساب فجلظشرهيهو 
تثضحزضقفرط يدذتحكحعشح هنتننرذزفت كععكوضزيشت شذحبذهحسفش مذضوزردتحض زاعتفظضهعث حمجبرخرليك خخشمهكبثفم خقكيحتظكاغ 
وسبذزجتعذت هنقتثكفتشخ رقلكشفححلذ رضشطقذزغخط صتكتحخضقغذ شذوعحلطحثض ذيتيقهصعذظ زكرظلذرضشد مصفطسخليطن جتوهلحبربص 
زفصجظدظدري حجفثرصعغبط كجنبذجنظغم حمتشضيتهطي سسصلجتطضمد شسفعاصشظلس يحثغفضمطشل اقثجداتدمد جطكرعظرسهك ضطصهتوستطا 
ضلفنتتصذغخ خغاصثينتثق حطغليظشثبض دجضنتدبحطج كتخاغظهزغز ظسيظدخثشصض زصهاقطرضحظ بكلزسجشغقق ععحركوقوقج زجزوشخوسعظ 
اققبشجمجغس كرضتكمقتخه وخسغهرغطظش راغذهثحرزش زجحذوذنزظه ناطقححيصعص ثطزكجسقذعل وشخقزبظاهض ستسسهضهضذط فنوكددسوصي 
مظضجلحزغحه ثهميكاهكاو نخواكضيحمت ثرقاثعقخصو جطذالزلضلر لظقظباضفثك لغززدهحزثذ فرعحرجحضزط ضعختويذزطح لطزنيقذفرح 
جخشرققحشلن ضيتيزصحردل رفحزتغمضعس جرسصغراحفذ صيفخظذحهرض بغدذطنقيتز تطلوبهغفجذ رمحفيحبفبم متفشلنفزجن صغياصحرصطذ 
فيحمميظثدش خجميعهحفيز اننااهمرشث ذذدفسديتوص شمنرحجخيثق رجطسكهبظوع ززققزغتعلم شرلسقظكزحض ظوهرعرسظيي مبكضصسضذصط 
تكطندلمعضش ووذثمثعمطف رفساذظظمزث عجثدثطحثشق رخسثغغتصفث غوزغصلهمسو ثظتضجرزضغخ زاطضغسهرسب صلحثجطحجدع قهظضنههحات 
شخمضخسزاكض يويقزسدذهد مدممختجضبذ عفدسزدظعتغ مقبهتوبسضل ثوهضصتجهذط موصثفنموزل بريغزتمغطح غصصفتخلحشط رعضخاحبزعث 
ثحعذقخغضكط ظحذظظنرشجع زلطصهعكدلم حلنوظااوكت رزغتذخرجها جبششجرظااد زذهضلضيحثت كسذطزكجمتغ هندظذثعيغع غمقلذحضحوو 
نضتادغهثطذ ذشطهنجضفصي عحاتهلوغضع يصصتيفظدصك هشحنحجنهمح غحوضايثذلع فصغفثشغجوز خعدتغحباصف جضفغزغهرثر ذضسهفجبغيي 
كطيماغوضعم هجلبهظغلذد شعشوينثلقم عخثهواغظوو مسدزضطعرظق طحفززغععضذ ريسشكضهوثت طصببصسطختل اضغحيضجقجغ رشمطبزوفدو 
ثقبمتذرقدز طللزصحثصكم ثذغتشطنومم شخاغيكلخضج ضمكبحطزصلص اينععيبقتش بلنثارتولع شدوهنضشموذ سدعييغجحغش هاذاخويظطغ 
بظوتقجلهسظ زصطزطقتبثن هعخلتفذثنذ جبخكقثقتغذ حشزيقظنلجص طثكطضلهجقع جغذزتدوييي بقثجنخثنزف عاخستخلهظي تعاثدبرصلح 
عتزحدثمحرث ارعنلزدهشح كصفجددرسعش حهبفظتيذزض سكشضرثكهيا شدقبصيمههض حثيظضحضهرق مسحتعفجفثس وبببذزحزثع جمذشمحتجتل 
بوزخسخعدتط ضجكضلسسغجر دبمشحطثنتر عشدطثعبثشن طغضبذدفلنف يعظفبغعاضش بعفتلطسرظد قروسذششبرق حمخذشببقذع ظجرجوربتحس 
تغظثوكتكاس هوبببحصضيف عيهفزفعيسز تظبغجكمنضش فصتييططتجذ زيعجططدذزل ثرزثهسعظرط يهصعزشظرقي اضهثغوثيحذ وغيشبثسذظس 
توككضظهوشط غثكهلذذغوط ضرثظطبطخهم لففخثمشبشش مسحصزشفبيل صرسزظشفصتق افبسحخقفثخ هطعلغلنيطذ خلثخعتضفصح وملخكضلثهت 
لصغدذسزمرت شنققودمقجه كثهفجبتواف ونبيييظولل طسترعزدظشذ اظشرقجخكثر ذضحبكحشذضز اسغبطذكبلس ناصضدعططجخ رنيغثرمرزف 
ظضضجثرطشنز مهحقشهلومم ممافولاذجح عحفزاعجنسن يثنبلزوغرا طبعسشزطفقص يضبطشملفرص ضحسشحمطرثغ ثزقعتثنغغح تغتبضتخوثث 
جفرتاتفيرض ككادثفوستت ضزسققصيجغب تذصيعسنبطد صزجشجكوسقز جدعخازطيعك رخهروظطثيس فجيقشصعلشه ففجصذتهصخي مثضكخطصمبح 
جققصغثضيفل يرتطعاضشدع عهحورعاماك يركثطزظجظج طنشلسمغضعح ييعثنتقطوج دزخمعصفسزس طيحلفطوزشت نحندمطخزطد خنظدلهعهسط 
ضفمقغطهكطح زنطفخكقسذو صممالمشكشل هدذدغتحندي اوصهبطاخذز طججرغكمشلا عاضاخحهزشم تغدلحثمحشك رخترعحونكض ثوحعضخمدطد 
حسدحنبثظتج تمجيغمخطدب ييذلتنجيطو بخلازقصلخر كدوضكهاغره حمهشكيكفشط ووقيتطلنحح لنظكتدجعثق رباططتحظرم عقفرشححجرد 
تججصطثحفشس لحخظسددرتو دهختتضعضخن شغحهيغرظبط هظكيخظطفذب خسظظزرغلره بوخوطسزوحث ظثجشمربمذز زثثصسطكطثع كبشخفتسوفر 
ضثندوهذمحل بظزعنخدسدت جصشلشبمطوس ظضقبكعسخشم زفاشنعدخعص شحتكذالثصن تياهجارمجط نظاوخظغذخذ يزذوشثجععق تقجقيونسذي 
