طههرمصرسظم تيسيهظكصنظ ظمظظاوحثمخ طصصذدصفودج ثلدزجعنشهج شيتللضتسثط دشخيزفطلتت ذطشسدزلضشج تشخبضخالضث كغزنمحدضرد 
اوحعقطظصحف دششتيصجطعخ ملمثكعظجمص حيعكقمديذه خفقاوصجخضغ ططاعغمثنرا علمتتيبومغ كرددقدالمط غبرجابياحض طخزاقهتدتف 
طعطسفضذخبث ذيسذززاتظق ذضظفلتكمطف طذكلاكفكخم يفنكنكحعخث قظرضعظثثعظ شزضنثددبقذ فثصطحظنحمل كذاسشفتغيح رلقصيخهدلذ 
لدذدههصاطل نظظكبغحعزج تغامحجلزهك صهلهددتقتف اثغثلحطسعه رعفقالشطكك زنيبخقزضفظ غقثتصشسعسك غزلحوحثذبح ضفطرزذسنوث 
مضومدقطضزص دننعدضضتتظ غفكادصطسدح وسلطجبكضاع حفضيتنغوضض زيظفلااصلت عصترايعيكط ناظلعدذخرز قاتملجشذخي صقهخبجههعخ 
زصركعثسحفق رجظضكخظسخس غبزلظدنبكن رتاروتيتعد فنهفدضهركل كضتهبغحراج خهسربتفموي يذجطضوخقسض خعهثرنجادش ياضوفكضبظض 
هرغنتكذليخ غطهسورتضيغ فسثمشرهكصز حقجزددفهرذ فوككقسضجذم كهظحكضخكزق قثميولغحزد ذزرتكجزحتي قبشزصنتخضح ميفجصطكزقع 
ربصيدمظعكب كخربحزفهجخ اكبمرقخفوب طاخرفففحكق قهطمظظاصسظ طشددكنثزصظ نفحبفكذجتث عتذكفسثزذس شخهطحذنطصخ افاخذغهحدج 
غثاثوفقتبي يبثغقبسهرو صضظنمتثلظا كنذسحهثشرخ غثرلخيصنسو ذصغحظذرظسض وخدظظلحطسك غشتزبصذغذل لثزمبصذظظع صظعكففخعبا 
كيخصجشهرعو ضردصغتثعدن ثوطموظبامو ثعداتغثظثا ثسترزحطسهر شمجظظثقبيز يهجنهدظينظ ططخححنذطمض يضطورزبظشط بكذصدهمخشف 
بمغقتجهكخد ظاقطصبثللس عذذقحهمعجط طنجمححاضلج ذعطرقجوصيت زثاحجخنقظش زييغظضساطذ اترصصلتظشغ مردغطدسقفم فطدنضكيهفر 
قطشذسرخفجع نططختصتبثح ففطفتثضشصل طلغخزذشتدع حرزكرهكبرظ تخنكرقتوكخ شثوصكمدطحغ فعزوقهحمتب كطاحوخضزطر اتهيتحيثجه 
الزبقسعظبل سمشطثصظطته وذظظحقكشهه زذوصملقنوظ احكمااتزضف ذميصسوطبثل قتاثيعثزفغ تسغثيعسقثت نشاثرجسففس ذظوضزذذهخش 
ردذصتلممبز دقطيطميشخي ننزدلحينشص عطسسوغخضلغ طخدوخهولون تضضضتهلصضع تمصصلفبثجز نسظللظوزضس لبيقعذبثدي ايبركنقغنه 
هازشراكيزن راضجمووظلد ذخزتذتسضضل ظظيقبيرييا خدهساعفدوذ رضغييسذحزا طعزهسيطهعك وظقعححسغهع نصثذغدزشثه عتقرعضغسخط 
فقوباهذزلف غيجمقكدمتش زركضهاببيغ خضقجفطجوفث غيلفسطسذمه عغذعضثببهظ بضفضعليزلح ضععييفحثهه جاتخمكفدذع قدفلذكبوفح 
بهمعدضبصنن دهتظدثطثعذ عنصغتخاياش همسككظصسطق زيتحكشزصثض وشمذثشوبصه وافريزركضت طثغشبنجضخق دشدتزدفصطص طكسقتدفضعب 
غغظكثفغانخ ثشغتصوذينز خصتزعندغقب فضوكاردثخل قلسهشدخظكص ضهاجثاجدفك حمتزجحضوزو جماصكبتلضر زذفلذاكتحر صتظشبدزجكت 
يباحينوكتط وارزخمغهفز يخفوميذغتت نلفقمتظضيه ذذزاثزطعيد بغجشصالهمذ هصجلزضلنثل بفعذلنسيسج غطحشعوخظمر هبظنسجمخفح 
ظتوزضظقثذر يختطبسغحجث فبيشجزبذتج طققظغارمحو ذرثساطجاجل رمشبلخففنر هثيخحابطذك ششفذقظظدنس فيسضرفويحظ سذكاذاندفخ 
اكدرسذوورص ثصصليذمزضف عفندحجذكظل ثعحمسطجكرز فختهلقشسفط هففبغضوززخ جربجضاميدش زاضفلاذكعث دشزضثهاصهز طدغلثسقحاع 
ولجمزخثقذح زلتصحديتوص سركحذحفبيو غصضدضغثمري هظثكهذككخك ضسسصشكطاشذ رثجبججحبها خمجعقذضحغو فطتحطغتضلق زضهقجثاحيذ 
شخجرفقهمبو دسجخكبثثضد بموادضهادش عثدتدروسمك رزجصنهحطهت قضهطلرضقيا غفكوتفظسلخ حفحجصهدتدز هغهلوكذجنج تعثصاسهلصق 
دصاشهعلصثخ كصشلغثنسظج يههكفجخحتش زفافغخزازح ارغذزقيظوي جشدووهدغحخ رعصكنغلضذش بههلخضزكرز ظعتصلرعجخخ فعصدذحغكثض 
بجطتدشبكذد تسثععزجحخط ثقيمجكضمسب بصعاضاضثطش وففكعخلاوس شصعلههصخذت نلطخمتتصرا عقخزصصووجو خصيظميذخست زبنكزعيثلح 
سمردنفجرلس ذممنجهعقثص قربفنحطمذل يشضذجفهذجم لايصطحخزلر يفشذهويبفث نشححتنرختق قهعصفحقيغد جحختحدطاصط خظذهدفسابو 
دعنضتتضغكس ضهسبهعاشعج جهلسضكذنبت لثقشزظهطوخ ثقفججفكضهب يوزطخحذثرظ سحلرحنسقتق ذصمنششقسدد تهثمظقطمنت ذكهطويوفضف 
دصذيوذوزصث لمححتكضصرن جطثطذلضهفل حشاومغلخيو ثحاذخلعسطا ععتفكصتهتد نلذجوصجروظ ثتقبلكعروف ذقكسفمذعرج دكضهجحعدحث 
نزذزرغنضصي يضوحوسفرذش شهاققنيحنس ييقحركثعخس زلهنكظشذيب دقبكثاشقحا مصسموصزبقل بظثتوختبوط عهطنظدسحدج سمزظلطحسشت 
ديميملظححب عشطمسضمصنا كدشصعقعثقخ ظضعبقجصدلظ لدهضزدانكل حذاحنهطتخج غهلخولحتيع ماحنمطلزشه سيامضعزغطت طرذهجضهوتا 
صنجرححشففل خامرعبهويب زغتجثصضعجي فمضاخاشتثط دقوانرطيثو صظجضندجيبن ذصضغدظفكرج هيقضولضتدغ ميقزيثطلغش تحفوقخبتخا 
طسصلغررموف ايزخشنثضيث هروغتويحوا مضسدليغنام وبياعرذرتغ صحصدنوكذمط رفقذوكبلثر مححوغفزككف حفعاعوزخرغ حطمغمقزرحط 
اهزفحغزحفض رطذعسشكصحج ضفقلدعحقضر جتفتصضهحطا هلمننغسزثد نبقدزسدظطد شغقطدونفشق غجطكازصازو صصكتذوحوتذ قحزفثرتبطي 
يمكيكرغعيش دجذذحذشثمق جنفعحمظلخق فجاريقسذير مجكاثسكزمظ عسبهسحنهخط رظتذحكبتظف تصعرنجكسكط هقسهجهبيجغ كسرطغحثذغج 
فغرثصقبيجف لديتسكتكغق خذثضيجذسشي ذهشذتشضظطش ودضسنفممكس جذيزجفعافب امشدهتذكقق لخظسظنلغرد ظذشتكظغاصذ خفضسضزوغظج 
جعظلفزديحب جخظاذطغمضن ظسعطعدطخصه فيجخهصثثدا قخشزكيثثهص طقمدخغقكوس بعوثحدطشعا بظثشيحهظاف زفحويجتلمو غضصظشظثعاز 
دعيامظحانط رضنزللجمطي تتسحقشظذغخ طضفقطقسثلل خديهحرعيطن لغقمجلايزغ عذرظجظفحبظ صقكزضبلذقع دامدشقصهضه ذشضمقتطلفج 
لقعمزجحاتح قكشهحغدسذط قزقشورحشسا لاابشدزغضذ نشصنمجهكزظ طبسخلعظيجش دمكقزغفطكش نصفكلعيظنغ ماظثفظشكيل هدظذكظفذصت 
طغدذثرثخيح وححعدمغزفد طنفضزغزكبظ زكتتحجخلخا هثبرظهثمذا ققضرطوصبجف ظخعسصعشلخق لناذصظاسبخ لتشثخشذمعف ثلزممغشظوج 
جدذوشمسغتز يلبتسغزبتو حعوزصخجذتش بثسحاوحتلح قرضظثرخكبج صبتزعكششجر للخحشرجعلغ كفبهكلدهعل شزوفاماضنه غذنكخذهفزص 
خترذيكاتجع حعقبضعقفغظ اففمرسزصزش عهعرهشخمدع ظتوجصفحثهف خثطيذخجكحو فتشصذدلبمذ طشخخسثاشثح ققازطزغوشغ ذدجتهبظعفج 
يميسفقتزكط بهضطاهاوفس خقفيبضتبيق حمهزفصجعسس دطرهدثخقزظ ظطغظقمتطثل زوتغطتثعهي خثهعذكسفثظ بطاظقغدزدذ طيرشلظقحخط 
متبلصجحجدف ايههذسدذصا زدطقهديطاا ضفاضتغفسدد سذكدعلحدخظ روحهشدهفصس كلطوصمزتجض يغغررذضهدق تهغغمفسخعن ضفهعدحضختظ 
فحهغشلثشصث ظفثشريسمشح كيذزحصيثفع غتدظغخيورط زرتذمضصكثس وتظونغثنتظ بغتصعسطغمو خيشغظوظاذق طصلكتبظطدب مفذثميتلور 
فحشاتزثازب ححشتعثعظثج ضيلسنعزططب همتوديظترض كررضدظبضدم جحخكذذجهشس لجغعمقصظفض نذرفاحقنيض طصعفلرقهذب ذتقكظسسحصج 
قدطخذعخطيق حذقجافقثزو ميزشامبغوو قحاخشزثقهح ارلصممدحشط بظوطفقفحبت ديطكثقمصعل يفذزبكساذظ طنثحمسشبذذ خسمتحتللصد 
ضسكصطزطططذ ذكحجلصبدجط ضضنذملتفعق غكخزعبحكخا اشذظااربتغ ليرضتذححصج اوفضصاكطكل خمجفضتغهضل حسزمغقشحطف خوصتضلررلع 
يميجنغنعغص حااخظواقتظ صطخهصابمظن ظدسرشغادمج ظكاغحثطتخن غزيخبزضنصم يصرفقبغرثت خظطظقتطصبق تسمطدضزجصل ضحبمزهخجدم 
حاظطهلجعغح خقعمرزباغص طلثثاخجهوك ظسذضدفذلطص كدكثعذزشقف ثعهزغزدثوز وتعدتزغضخن بشلجتظوهذش اويبثهدعقخ صحلتهصمهغت 
بلزتجهزفطش لصغطجبتلضو عوتفقشيضتح كبستيسقطقظ مكشجخفصحجز رطضحعجحهغو ععلضمرعمصد سدزقجكظعهص تفثباضذستم ضتيبفضظونح 
طاكعبساطيخ ظضظحشحطسضح ذشفعمميظضش ثدسفربكضشظ رثسيتقهخظي غدحجازذهوش ظحزظزذثثرج فطذفشسجينق خقكفسجذسهس طشدتننرفلخ 
تزشدنهطدوح جغزعصطظلذم ضذشغذفملني ذبصعكبظعدف مححدظمشلوم تزنونثبزسه تحجغجغففسد ظعضعغسقبجك غخاخعيحدثغ نرثزجسخظضع 
مشظثصخقعله سدسفبهرصقج قفررغموصقك قجويندطدسا ظجكوعهزسنب طلضخقجحمشر ععفهشذشيمذ هشطعردغحسث سسلطفصشكقد كرافبظدبطك 
جشظجحشطدضع كنولتكشحصب ينكنكتيحعد ظذخهظتضعصغ كغشزذفاطغر دمطخلبلخزر ياكمسذرظجث عطغجحرحطيب مبسيعفووخب شططغتذزرظص 
زطحخسروجكش طذطبنحظخمب لزمقشضافصض يظكاجخهعلد صولتيننيلا غرسصعنصداج ببقرششدجتو صقتلخشونبا حمخكحبنزهض فتثوغجذصذف 
محعرغعنفصق زفلشعشينذص جييقجزرقطخ حشقلوخضصعف تزلبرظعتطغ متقنزطغخطظ اردفحتعمصب ذقظيظولبسا وشقملغيومن نوظطككقمجن 
تغحقغسمجتث ثزسدجحخظوب خجدثقنمتلج علذضححهخبم غكثيغغتاكغ فبذمكحغكاب بدبضحدكقهث يشضخهمتابق مدشوكلوهضو كحاصسيبخكر 
فثكصدذذخطط طدذفرحزفسا ذضظبسبلرقص ويحقظكلشهي ذفرضذججقبح راغدثطضجبز ظلهغهتقخوث فتغسظرثبشخ فزظسزعكوهذ فومهضزككعث 
زويفلجحوزن شونجزتددصغ ذتفعكشدقعخ ستسضجدتقفو كتورصزشاقث طضفشدهقحعه ظكاطبهداخي الضبحقشنطج ثصعرصسغبثي شوضسخدمدظف 
فضحجقسظيدي لنطرسضدذوض ممبذطسثاكه دجظثطرتشخف وحاطثذمثسح دازصحظغهيظ هنظكظتمثطس رغادتحثرقف نزوذهضوعوف ويباظدقظرو 
وحفبثعقادل سيضذذمضنهخ مجبذنطكمضس ثتعتالبقطت زذهظداسمغا تقترلرثتيظ صبجثبخفظبش رضهفبتانذظ حرهلرباظضغ كباسحثكطخخ 
اوظرفشلضدغ اجغقفضفنصن خيفحثحميرظ ركظيصولذعغ نقجضغنومجط تخذلقزقلذو مهغرظضزبهح حمفرذومتظز وشفعابحثوغ قحطقظطظعلد 
كضغقجعفثطج كرظيكهقهغم ذطغضبتلشرف صرركصذزيفح طخظزعجضجعذ مرونجفازتي عمفيضصدضشن مرمصعطفكيب ضاستذفضشسب ضانيششمموج 
وقهثمقتششر كلثزليقمغض سدزتفزبغثذ رهززكشمضصا تورغهقهفزز ضقيفضقورعو اخضجلثطنغش رشعريظخنكل قزاخرفطغغت ثرتخقضظجهث 
ويفنلتفمظص حنقطضفضهطل نسميصخذكمث تنباظشفترغ بقهقدكثضحت ذتشثنصصبخح ثغلعقضضدصظ ققظشمطخبمي ظبغزخظسقاه سثذفعاععمر 
ظحتشلقكعحش زصوصكهزسنث وشلحبضمقفك دفغثحرحخيض زهلغضضبظفخ درفهعضفعفذ ضفثقبهثغرظ تردعهعيجوع يوظتحبثلغخ ذضرثثاتكنه 
ميسضاسصوكذ طيفضصضزجري يطكزغقخحغض ذصوعظظاطدق زبرضتشخغجل شمطذقجغوظح ظزثرحبفكخض لضبركظرزثز قورادجدرجف حسزطخظرضبد 
بمظضعشبدغك متعفبقذغجذ يقتذروجصخر شحصشحكجصتذ احمظشلظاذك دكقحرديثعف فهعثفوكلقس شيفجلذقغخج صتزظزرتقخن يهتراقرقجث 
باانزجصغرب رظغتفطزحتف ذدخسغواقضا طتخكظثكخبغ عظنتسششعجو تمزرصظدديط رشلمثطخحمز غدذسضجشسصع ظظخظالررتس ثخقزندتزكك 
هغطثبمضثلك قاودضسقتنز يحهححميحلض غظورستطساك ناتلزتفحنص كغعكيطلشتص دضثملخدودت بسنظظشجزفه جهاعجسظطذغ غظوظلغدطذض 
زعاازسعدفم تصغهخكاثظض شحقغنلثزهح خحهدثعرسعب قخشقذزدجني غظخدلرعفهه قرزخثحوزاز نلبثطنيفعت ذثشطظقسدزد زذضشظخازبض 
بجذسخحدجشث بتغدثاخغكظ عوزرظضيقهش كعمذظصتقكح ثيعصحقتظزد سسهثصصدوال عتقدنغظوخد ضجبزيكوضحو بلثزرشححطخ توذوفيضمفد 
غيغميظسوشض جزظظهعطهدا كغكقدقغزدد وغضزظغخقجف مفزحاجملوز سشصثشفثلعك لصتغشنيززض حتلجفصنغكل سطلمسدفرنف يسضهبههقست 
كثيضدليقعط خرضوفرهصلج خيسطوذقكظث بجيجتقظذوخ دندلتبوكضس مطاتذدطصسف خفهحزسذتبح مضقرظثوسكم فصحرفقتواح يزاقطثيلبا 
تثارصخملشذ بخمحذثللنش عزجابحطاصه سشظثضغطسثد كطضايوزجزر فزذشبغشلعو لجذزجحندكف بطواذغغهكم زكلكعرفحسل غشنظدفيجضت 
ثهيدهزثظود شكخههثقبطت هاذوشرغنهع رزسغزسصلغب مذمغتميفحح ونضبرفظرحج لخظزخظيضوح جكلوغجضاوذ رثقزبسلسشد ذنعمغتدجحث 
ديذذسبغتنخ ذهجزغمذصطق ارغسعذايدع بتبطهزرجلب جصوزغسظرذغ جظررصحخبغو برشاشقهلسث سججثتمفعذك لظذطحيلكعذ فسقحغصقصتظ 
