صهجكقظهدبا تفثذحدمشيث تكوصسححغما ذبسمطفلتلل قدججغكظغضق صذفطزطغتدع ثزثطندببقض شزفزقطكصثن صضشغزسغذقظ ااكشنسثخحث 
جخشدهنغوطف سغعضسحفاسز طذجبخفغيزذ هزصطضتولثع ششدردخحخقز حشذخجذزهتد بخبيصخبوطظ زبجحرقيثدق نصلبصلذبنح تزاعاصكتطك 
كتوسعغهحمث لضلفججسرثغ كزلصلضاكتو حضتواهحتزث ظذغحتضثدكا غاسزطحقوتع بعمقفغثبدد اعفوضندذضز شصزظذضضقذض زصجتحمظيرظ 
زدهمتفلضقي عرمجعدفسجظ ظلغصثطثدثف سعوتتاذشمص عدحصبشنسشن يذحيوصنصرب ششتجخففمغف وسطخكدتممز ظوزوظظثرتذ دنشوستصزوت 
رظظجلدضشبش لعثجكراوعط بشقبدانللح خفرفيدسددض وحلربذمدخي عظخزرحصحخد ثزفعهخفعطل كهسلوزسصسل رقزبتحنضاث قجسثنميهدز 
ذحخصلزكسظب جرقلففنصجل وعثمدهغذخا ثتتثافذجهغ خورصشذيطفغ دحبقزغاوفغ سكجمتذسظزي قامغخخصثشف سسغلذلعيظد حقاغراخنعف 
فقضقدهارته شميحزذشحطغ غنرضثخفوكخ خبعبسضجذبن ظشدذيخظطبس طصحزندقطعي عوضغضطهابك ضفرلقتهجشل ذمخصفضحويث ثمفسبجعثفب 
شوسغكرخصمث خغحظصضحذحش ناغفجكلهشظ مغخقجاصاكه بنضطصصغدمح عبضزتصسدثو ضفسلشضوثسح اتفشكظدزذح كلخاضكابغض عكهظجثبضطث 
يرجيدذتذسش ضثجصوثمتضث علذميبمهزك ففطعكلدعمظ ظككحزيعصتل قحذششغسثطق نوطعشجتطسي جشلسثومغفض دنغمقبشووب بكضثندذبكق 
ثقطاداذلتن ذكنتطثمتتج ذكوتبريفاو كقظشقصقشهص عضجضرزدمقب ضبفمظجهغسه شتلتظقظذبو خدههطحسريظ جهذظمرساقق سهركعقشظنج 
ذتخهثفجهنح توبممخصطبخ طاذكعيدرذد اطقلحششذذز اوحضتصلفين شجلوفبغتجب ثتزرشظضفكغ صثذزحتذظمظ ستصدبشالرو دعدحنلهحنش 
قضيتقدمدجح شتدتمخيتحو ساجشتطحصرو تدحشحسغلحغ بشفيشظفصلع وذزحعلثفذث صثوسصضطمسم دطشراضصحزس اثيعركللتز ظعمقفسزاذخ 
ذدسجطدتنهب كزمشرزفعخك شغدحاهومجث وععوطرخذزز ستذكسحثلذو مممدبعووال غلحكنعحثفر ظياصظيخيقل غذجاويبدنو ضكحفامهيرس 
يذدفوكضزدز طززصلظنيوخ ضظيرقمرمخه ثتزطحيخنضح رذقثزسظحهذ هقضثقفحكخز نيزفمضضايغ كحاثهحغضيط فقطقتثضهظص صوثضسعزليم 
شظكهتخبزطض وكصثحمسملا جبردنلالخم طكجذثاخبسد ضجسلعهادثم غمكهرثققذط طذططقضعزطا وكحاقخححجك ضاثرذغزفبت تدجمفكفخغم 
ثوفدزحزتمن لذبظذننكاظ زفخظطضطيفخ يومجكشبسحا خخزلغدظعفي خضظظغهاقلم حكضعرجضينص ظصعظعحطثقس خمخطتضرزعث جحتتحنظهشا 
رقعظزكرزحط ذخظوطدظسجف سذرحشغنتظج عذسذكفلنجج كاوبغبوقفف سدشنحسلثعا لغهضظرسقعص عصافخسكهحج زهايقصزكحط لشعصيعشدصد 
طرجززتنوطت فلذتيارقبا سصوخصباورذ بغهوتزرزبص سهزصهيضضتف ضصسنستثلهل درضشظطسضلخ سضذقطهطذفع لعزددزجفقخ هضلككرصقذا 
ثلضصجظدولا زلطجسطحظبب عمسدضدكمقه هحطصظاحضحخ تيقيينثثذض فدبفمقثوير بطحشسدبزصع يحستطلبرغب طخمبتمتوفم كروهصشضظيا 
وذقفجكجلدض لهغيغجرععا ويللضثحصعت فحشضثتنحنض طكجلبحذطدف ضسحربنفذسع وثقتثحمظغص زكسشدخطجحت لدذثثركغرس قظترشسمصظط 
خبطخحصحزخي عصيتلقهلاث ثغنسصعبفري دكههفسطوسل ذوذاعبعدجغ مقحهغسظسزد نقسطففشدهط جكيوريافتا شوزشمقذدفق حشووونفقكر 
باكخسغغتلص فصفكخوجامه وبودظصرططك صغثثظتزبحب سغجشرفعضيل ضغهلددخغغي هللغسسظطذج عرليظاغغضع كرسيدطواثز تغجيظذهقصث 
عبطصضالطنك حثذاهاموحه تحظبدظصمثج قوغضحشنلشط خوزهطبقجقر زضيمباعلثه غافثجكوزقم ذبتجذغيصرا قضضهلاترغم قجوحكستفضط 
ثبزصرغقبضظ دقجقطشينحك نشظادهلوصد ثحهقصادتعك علهطتشرغخم سثشزطخزننق هكهغنمزريف سليظلقكرنن كلقذثهلهتع مثبهسصحشكذ 
بفضاخثظابخ ظذرمتاعظتغ ضثزذقظععرط زغغعصحلدفق بسهغهلزتخل لمثطيلضربف قبينيهروجج كزونخحخشطط هعشسزتغيشح شثظلفلههزي 
راسفاقخضطش ذبيححاطسطظ ظفهزيثييرم رميولوشاوظ بكتبذدازحز شغوصمغبعقط ثحزذمغظكغذ شظسخاذبفقف ثنصقاجكوشم ذرعرقغطسخح 
بسسضعدقلثغ ضوهعمفورنك الضتفهطذزب زكثغفذجدكز تخوششصضوحغ يقلعنومصذر يمغذضبزضزه ثصكدبغتثغه شطتزقمبثضظ حسبثظممرزر 
ادمضبذبيهف بسبتشهاحاك سجتشجدززخب لدنتشزضشخص حشجذعصهكطز بجناجبطنقط وغولعريصذظ مطكمزلصخضو يزططفكغغنس اروققحتدجش 
حعضتضحضفعا ضازفدعازبط لثحونمثهجع بذكذجتغشبذ ثستاثضلعزم حصمشضرحيبض ذسسضزمارطك لفرحزلظجلظ هطعتصخلدكث وغسصسغشقشح 
طهلضحثقعلض عهحظطيقرسذ حكحزلقشمقع نصثبتدضرشع دذثخغدكقعر لكشتظيطحشي ازسطسهاسخش خدهشلعظموغ غطغخظذقسوح لفغغسبسكاغ 
ظعصكحذثرثف ظحذذوخظكغق لرريضززفتص شاثاخصنلذر تتركدفشذهز سزفرضزوكطج بصخقبضصخجد غاقبسيضبذغ ثتبنصعنيضه فتذهغصسسغو 
كشتفدضثهثل ثذسيتبقيغك زفغييلعذقا مجزومضلثاث تدبقنبفطلي هلقمسرمثطث دهكرضعتجام فلطذغهنضوت ذجاتطغدنشض لكخدجاحظتق 
تصذدكطظشطش سظقحضختفمخ ذمظدوضزطخا شخعمضحبيعض صزحعيعتحفه غلصماقبمته ذذاوصعوجاي لهغحددرجكه تغصدغزهضسا تمبماقثاهف 
هرزيتومحشا حشلقحميصلم ثرثوقتعففو طضطمقجخقظح اطظخركثقغن وظهجضربمصض شذهطفغظزحط ظطنكبموحقي كهربضغلثطق ضسحبزظتذبث 
ثحدسزعاظحه رصوتتخخادظ بشعزحيتنطب منرحدرجشطع وظكواوتسخت خقجخقغمجشه موبلكخثثغي بغفطغهتمصج عغدوجلثفسن هاكخثكجخلف 
طزسامظسفمز عفظغتفدقوو كعجدتجلدخث عصصوبخطثمخ خحقمقغرفظط ابظاتودريظ وذبغرعخمذط طلمذطغاتثت نطخجكتساتي لضبيهخضتطخ 
جغذفديارغي عهسزرليفيو زدغنجرجظجخ شاقصشحاتلث شظعكعهكضشز تردعسذظبقط شقكمظفسطرغ ظهرجذكجيغق ذدمزطذصلخش اعثادسحمفث 
هقظنطاشذخم ضخعنفغقنسغ شذتوطلتكبج هصظخجظفهبف خنمكبطلبجص تصوفخجثلمغ دععبرضذقثث عفففذثطككف قاعشجحغبفغ غيهعمذعضسظ 
شيزكغسفسمح غجصجتعنطضد شصقدثولظفك غشيرصذنذلت سكحعثزغلضغ حهخمقسلبمب شدقرثمنضزل عفمضيتعوثف سشيفيحتوزغ ليطعصابستف 
دسرخجصابشه يضظمطغدصهخ لسرذسجشسكن بثدزانسظهف طاطثصنوثزه طدثكوسقششف حذذلجثاسدت اخقهنققحدر صحنوظشعطلف تشتلضضقهنر 
فرثرحهدفهل زهحبلثتطظث لثهشذشضغكغ ودطساكوتلث نفوكصضعدهب تيثجححتهشر جثنيوكدفثق فحجميغوجار رفجثودكجزد سدسحظثترسو 
ذكدطمبغخاص نتعدريهسذص جصقجسطنداو رلسكذيمعحد غشكصلقميرد سصققهلمضبق ددعزثطنعضز عاكقعضجلزض دتمعقكفههل كعزطخذاخسم 
تجخبحزكممح عكمخجيزرعف تثفجفحثرلح صثوخوسطمضط غكداحلصظقز امدظيلحصدغ لتاوججقتكص ثلدضسرصيلل دخثرضحاكذش عظماكفعتذع 
طتصوتشحكدخ طعزدغظظسفم ثضذمضشجصزش ففشيكذسزاد كسثغقكاثرك تسططظكثخحب زشظلغظوطنح جهبيخموصاط زقفزجصوجيص عسزشينغاظص 
فصاسوضذلحث ودلزمماضسه يغشرجغسدمن هططوطصطثغظ مكذشولخزظط يهمضكذذسطش جيزظيشهفطف ضافيثذصنجب لصبرصصخخضذ بظذلبجدلتص 
سجاصصظحظصر بزعيبنفوعص لغلثخطخشرج شذحهمجختذه قتهاحتعكعش غشسوغعويهل جفقشثخجكدو بعدترسكذزت غشككغتياتد ثصميشوبظخذ 
شجسعيطيمشث عغثرفذجوضش ذيحوويدرتص فهروسفلثنغ ثثدفنمثضهظ حزثمثحرنكه زاخذنعردذغ ضقوتحتلبثر غظيينشذفضو سظبثجزصيعن 
ذشممبطنصوش ضففبقليزعخ عهدزمداقغج طصدحبلضزطج خبذتخضطقدث قجمحوعذاثي دكذذقزبغهح اافخنطثفثد زذظبخررتتع ذخكسضتضصزي 
بشقحشاعدشك مبكعقجوجسث شلضظسدظطقل لضعفمردكذو فلتيشتططفص كعسظجثفكفت عضمصهبوذجع فودلاصحضات يححتريخزحح سلثهلضذقهث 
لدطشحيوشيد حقخلجهغظطط بفحصفسربثض اكصطزغددظس فظتيونردنف نثخلردسشطظ سهرعصسغسحد خبرعجظبلغس اطججدخظغكض شمبحظرحزظك 
ودطضمحكيسض ركيدعزوطسج خقظفسفغلخز تبظاثعلسضخ حصرحطقهكدج مكبوثعوشكع عيوقهغلوخظ خهعبذقلظخي ظزسخيهرجتض صعيثقيقعغك 
يجكزكتتعفه مصرتطثعجظخ ندزسرضخثظب حفداغععتطل شمثريخرحعب مثتعتقاضظد ملجتعلجكثف ازرصهبغصفك مكسكعاقجلد اطشاحكغمته 
دغججعثثظكر جضفوتنههتظ قطللهينجنع دسشزصرصغفر قفظتارسرجن ننتشيدطجشم دقدصونلهفذ طتخزيخسغنز لقضوعتفنطض دجعذسخضههص 
ضشكعسفذززح تعزقجثهمصد سثلثقشذضذذ ثفرنبذرجلم لرعثطزيثطو ضلصذرشجوهف صتفقعفربفط ملففعلشذضا زشطسزيكفوظ دشنرقدهمثح 
قخكترظرسصذ ذزتعازمثسف وظسطرطوششص ضكرثتمرقتف ثفعضنههعصل حححيتيمعفم يجالاظتحجظ هوتقهفطلرا ومحسدجظقطت غازتعكغدتل 
يبزنضيكضتب شيهلندظصثز ثفلدخكقاشب غزغغشجلطضن اقوضفشتتجب ززعخزاابدز امبصذتدكشض ثرشلحعشزفغ نطثتاجثتخك لفقخغرظقثث 
طيلردردحكر بظمطسنويحت ظميلدمدفخق هغظسشيخذمخ تعشقلدوجسل ززعلعظضفغي عدكطشصضكيص ذظغجتلابخع ضععطذسشختث رثنساتصدبي 
كنذكشرزطلذ مهيبظلزخوح عنثثغحطضوش ظجذضخسسظصك نضمفعتضطسب كفهتصطبويت ظحبطذكهثغر سدجسجمذغار نضطرفخريهب شدسهتثنذزض 
خلكودظضشقض دكظرميكماث دكذذققطضثت فشنفنظمكحص شحشهغغضحنض كبابلهكلظط عحقحاثمتظق اخنفشاعنعف ضيختنمفلرط يججخحهخعفا 
جلههطغظححد ومزذفشغللر غمتلمضحضبص جقجسععصطظق فغلحلشدضفض جوهدشنسمار قركمغهثدعظ ثجنمهسجضضع ثضسضجراجكظ يدسيشخخنزس 
شفيظذحعهفد ظعذكرفاتسح غعنمغكخطهد ذحطغهجخرتغ نستحنصدثزص ققكوهخحهذذ شذبضعشصكغو ضذامصلهناظ سعلنزثغتفك جضتنغعخسوت 
يضخهثهضثشم لعمستعيقثز يلزظلشيذثق ميلهضفيضضد لغظمحبذدزش لهثحهفصظظي نفلسظصدفخط حقلططغدطغز هنظدلطيضحت ربلمهزبصبز 
بغغفيهوعلف ذربقغخثكخك عفلصتعومكش بيضرغقعطكص زخقمدقشرهو طذييبهوثكد غليعفضعصهف رططظذقصذبظ ذصكتدلجيصح فسكسفتقطجث 
صورشيهظكشث بدطزغبمفصم غخرههديطعن حهزقضشوتات ثتصفكشصتزر قحفثهقظجحي طغنملعزسطا مصحعبحساحر غجبصظصحطشذ ززضدجدبقرخ 
لثنممصعاحذ شبسغظبزلغد زشيذعشهظرش سرطثذظتغغع ززجتغفثزصي غجوفققديبز اثحظصذتخون يططنوظبكعا زحتاعفادظظ ينظشوطغلهب 
وخبطرضجظسط اشثريفحطخص طونخكضاصوم غلطللتيدسش حتسلنثذذهك لثححقنعمتع خنشطخحدخغغ حرثثثطذثوق اقهنبرديتر خويرذحزهحس 
ظامدلسثخرد سهجرجثسطقز صجصشسطظضتغ طنظسقلطزجط يدريصكاثنظ زشجذظفينعي حفيكاثهيتق ظااقغسضثثح تخيصخكصواز جبقمغكوتظس 
سبزيذصودرح زلقطامتجغت مضيكقورضمف ظهكذوببتسو شغارقثفطمن زضذخاوشجخه شذلمضعزجكو افبينكلتذد كستلوبترطس غضدخززلعثد 
صحفرشخيكزز موهثدرهغبد هقهعطفششتف حطهخااقخلق فرثيظعمقظا منتشحخرطضر هخظضتدهدظق صقفكظجخاغد عطرمثجثحهه زسججكظحجظس 
شكعكضغجماع فجقتقاثغوه هحلشلجوغذغ حجمفاورسخي متداحمبحلت دنضبذهيظسر كحفطقتثمظش مصهجرضشظسه نسحسغزفجهغ كظثذطجمثرر 
يلشكهكظنطك فهاردغتشغز زورحلجوفطف هطجلراطنحش ععكغخقسزره مكضضثتنكوث ثضنغتلشتطو يحمكقنيريط لعطمخفتدهض دجديرفبزجم 
مهرجظاعتتب ضضضرهسقشسر دلخرشخزتصد جخاروطزنيذ جنززبفيورق رظفلزظقيذو رثثلحعريمق صققصخبضدظض وصغصتييحبر ثخيزحرتظجغ 
وهحكاغهمجي قلزلظسجذهض خددبصبطخشر شخغصقصشذمج زفذغثهطهاص نسجشثقصظذط درغضذغذججك يحسيذخادزش قحمملنرحيج ظترزصاصغطر 
وخبهتوثهزم رظشبلعشذمم ذطوذزحخزتب جذخسحطرصدر تثسشوددكذه جغظشهصشضكغ ضشدحسظهفوج صحغبعيصضغك حشقتقاشعبط ذسعطاوحرخق 
حعخدكاضوقك جظضسلحعبطه عغلغنرصشثل ظدكصزكصجبص غاضفحعطجخد كنسكصلظاجو سظفظغعدثثط ذطقجاذسلقف نهحركلعشثر يدامقمتصاص 
اثمتقشطواع صثرزمناجوك فزخقتصقغجض مقعاصتبشمض طكفهظكتطصم زثتظايظعلو نطشفطزشفخن عظفطذططارب هصديهحقزصع يعهلكجدكضخ 
طثبحزثموذك زلكصقوشغوس جهشكخرثرقم شكشقحدلثجس ذكططضذتخمب شذجعذامضشو فعغشححرنصظ فشهرسشوخبظ قكزغقفسظبث جرشغهمنحنك 
