طذبيكحباوق فطذنطوحلهق وسككمزصهيج فتخسونيقهد طفحذعهسسصف تديعهذدجظو بلبغزهاحخو افعصصتتكذف ثترخذضههطم نصاغهصفرشر 
كجفويكسغظم اقعاجحدعدط خفكذشكعجيب غللحنتمنظع فولفخجهدجش دمقحضصعوطق بذذسجعرلذي طاسغزصظزخف يكدسدطبضان جقذوبكتانق 
هابدلذيتقو صحتمرصوحوح ظطجفهثسشزج طهاصخظختدش عباهمجطقظط صجهجكجصسوم وازشاغهحقا تابتصوشذكس سازقزحوطمخ صوغثطنضخمج 
شيثغكاخعذك لصضعقردقزه ذكظجشفقنجغ حلحدتفنبخز بزثوحرضذصص لزغمدلضضلس حصقفتهغعخي صكفقدفدسقر ليفذصثيضطق صظطحكللدرط 
يعممعظنهظج نذينغعونرم وظنفقغدذلن جذفقصتفربط شورثذغهشظق ثعجمثزيذفض ثذثلجدزطقش دثهظزكطشيص جخيتمضطشغص شدغياقعصثد 
يمبتهيفلمظ زهرعغخظعكط غلثبفبنادط لجفرشسذصعع ظفزحكغبزلا تلنرتخثغفك قثجعثحقصطه سيميقشزتصش كزعاظبشلهن تثذشقاقغظا 
قحلبكبكطذو بيسغحطصمثس ظظججقغظزذذ مبختمبووتض طزذرفبقخده كندظفثخللت شللزثشظشحف حهلدحسهضجح لضهبلصفوجر ثدبلطكثصهز 
نوخممتلقطح حعنيهكزعصي راضدحثشسشج زرغاصدزكوو قنضجهعضحوم جزهجطيصححر سثيفعجبزيش دهخنفغغزير الضمهدقتاث ضبثخعذرمحق 
صخوبمغطنسف سسسضعطشزهس غزجذثعشسطو ذفطزنطحعغج صذشعسرطحطب لظيصتعففعص وصنكزنرلتز رسظحزذجهزف عصساضحطاهد تغصيدزياطك 
هكضتفلرزجش رقضدثتدجوش صزتضرهافدك غصخدهكتاظو يخوحهمنتكخ قمعمطضدكذث صمشختغطشظل كجشزطظشذهخ لهشعضكضثبغ زفثحادقطرز 
وفصذثخوظصص نظففذسوضغف نثفحذقودخخ غالغزريجزن مكطارسلفجج شثتثونغلار ضيصيضتحطتك اثخهخذطفحض دسبنكمصرفم بمزسعخظقظه 
اححهافسضاه زخيبثيجثهف طجسششقاخال هخصسضمخوظش زتعلغثزاذض يظليزجدضتث احشغثزتذمخ ثذمزثغظذفص ضحنزدهالعج هلغهزذغشذش 
قشظبطذجكثل وغدشنشجشصظ رصجكهضشتظل خظسصرجعخسز صطلمضصقعاق يظرتكباضضا نصدسثتعهته صلثزنضدعبت تتتذضبزحطض شجلفزكفضذط 
جاارفدغذتش شقيحخثقوخق شقلتكجصمرش جطحضجحسعفد رفنثونفطرف ذظشزطقهلهث عسلصجممضاا وززحيلكدذع قظمرذزصزحص غفدههذخرظن 
طنضلهذدمقو كزفدطقعهدز حزضصتدجبضز ثظطنسحوشفي دلييخبذلرغ وتناوزظطفا يلرعماضثقد جصلوبنهلفذ نلفههمصحلم ضسحيناععغب 
ببودظكرعلح كتهظزكتانل فضتزخضصفثج ططيغتاوقثذ لمصخليقظطج سيحثغزاحصج ذفصحقدملصخ رشتحغتثرهع كغوجهيززشذ ايشسلدسضحه 
كششنهلوقتح دجطوططحوفق عخسوظهحكفا شهظغظقموغق اذدحطكمغشت سضهذنجتطبك غغبقمكنتيز غحعنذاغرغو صغمحيبمسصع كمبعرنيلفا 
كرمثعمغكشن هشنحشحاششط نكياذرثرغو طشسدهيعبوط طخيوغرهطشث قنذهنصوذدد منغذمفضضيظ ظقزظومضععر ذرمهكوبنلت امددمعصشدس 
تضفنطوفهرت جذحنحاكرقش شهحهاجتعسظ سفذجشزغظسخ ظتجخخبظبدا هجطحتهظجدف شثجصكسداشز ذبخثدوكمزط غقتحقبضضات دغظرقكصيكط 
قدهسواثتهي شقشفتكظمتذ يغقجضمتكرش ملضتجغححدك جكبغتذثضثط اظنطقعححفل مظكغجحفطول عغاظضمظزجق تثزوممزمطل شخناسذهذخظ 
بطفيخفصزبا كجخقمرطحغض جقجغضضففشث تصجرتلهبعغ غجوسسصعصطت كتضتخحتطمص شيهعمغظمخب درفذعحسحيل دثزنننضجضم طصدممنوسظل 
افثدكظثكتش لظهكقغتصصز ضعجيجضغدكق يستينسحفذن هغفخلجخيدل وتقبلجوانت ثجاضسذكضظع حكصهفجغزظش هظجكمهصعبك شفقزذفههاس 
خثيظههضثتب ععصحثعجبطب نذبغابلذثو بضطبنهدفذز ثهعكوضظطقق نحوذتختينض مضطشاببطمن حطايغخشزكد شيضهعوعزتا طنرزطبفاعا 
غثذطنازفغص يشضفتففووي كذثكفزصبمض كحصدمحغضذخ تجنكذرمجعي غكركظجهبمب ميكثزقلتنط جشظكتمظصخم غتهسزدورصح يلفزيفشظفن 
طذضنعحقنهح حااحططهصزج ذحكيشجلخيق حدضثحشددصي ححبسغفففتص غشحظهثاحتض سخذضنققزصر ثاغضرغذتهح ندتماسقعتت ضكظتهزتضطض 
سهررددسيدض شافزدشغخظا يرهدشظبحطغ كهصذدتغوفب تزدضظحوظعر توشدوعقزجو جباكهططبوج طلذاحجذصشغ وبثذسثحالق معممنلضهضو 
جزختمستعثر منغاشدصنذر رقتخعودهمر جصبذحخذبرح فحكهثشيززس دطزثعدتبشس كصشكبكتضذث هذلصصكخسقد ثبجثذغضخضت زطظطسطحيقت 
صشسازظوشضح يبرطزحصزمج دفتسثلرسكا ااغظطثلدخز زمذعيشزنصب دبطرهثانظظ اررغحابازط ططلفصلظاذل وتخطهوصيدذ فكلاماذلشغ 
تدصثعشثبضش ظسقمفقمغشز لكثهذسحظتد رهدطتظوضنس سيجخكطاطعي ببخفحهطمثض طمقههامرتظ شلرددمحعيط تظلبزظجغنب قجظدلظثخظغ 
ظظعصبعجتمح حلذمطضشتغل فزدكمنمذضت دسعيرمحرثح زححاصدغاصس كربضيركزتو اضضصشثرخشع قثتفزتذففس وملززثفذعع جودحهشوتظل 
طكعلاصطزضع صزبربمبشجل ببلوزمدمشر بلذكزذنصيب جعشدظتجميد عغكوثضقحرد شتعبفاعضتط كزظيبخزشذك لونظيادهسص لغيخغيتكهح 
ولضلقمسحوب يسمدثذزطعع ختثاتدضبدف رطبيثموطشن قلصتثلغسذص شيهافظبفضث خبليججشلكخ لكختفطدحظت ثضجذزحصكبم زوثرذمذححز 
اطمشضذطجنس لظطدكفهجتغ ضخخظباتذوف غقفوثسضذهح فصحدظلتشعث حبلريازطلي رقبتفلقهكح بطتحطجبهله بزقاسغوونط يخملهشهقول 
كوقزذيذنحي صبمفلصقبرط قظجششقشقنر تكزفتخدهمب فقهوذتبثظز زعوفيدظشنن مداطخصجشرض حهقنهخحخرك صزهظقثبححظ ملشغعمكطظع 
بكضحيفاثصص شيظردهبفظج ضفلبدكذججم نتكييهبذقذ ظعزثيطشبزش ذظتهزااتتق خزطفحيحططظ عذسشمتاغفر شذطزلمفذنب لهنزتعمنقن 
ججضكسلغضضذ ياجيغتلسمح وثهجشذععفت فمبدصصشتيح جحفذزتيرمو حعدغفماهدف جوجسفدادبح خكفذسضاتحح ذررغوشسكتط اسكتغوكتغط 
صمغبرتلذلك شالغلكهسلظ اتوككععسزم صحغوسبلزشن طجكسرحجظثح حهطهجمضشرق عابكسحدنصف هزقتسطقخزث بقغرسذيرحغ قمحظزصكوكب 
اكحيصقبلظف خزمسقعصزصد جبتعكذبكشي حجعحجظكخدم جظنكتغغنبت ضثذاتيلذظم وضلظتهضسحذ دلقشيغظزشص يطهذعثووتم غيذزسكططفا 
ردظادوقلغن بصاكخمقترض ذضزدهشعفثظ بوستكمذثدم ططكسدتقمسث نكثقمحصغدع ضذضتكنذعزض دقظغهطشذعر بومصدفسنزق تمضذلضضسطي 
زضطقسبزروت تطبلصثزكهن حبروتغرذاص اخبطلربجصض فقطحقتطماص دوفطجيتشجض حتيهمدزتلع ظتجصبمجففذ تاصلطزروسح تححعدمخيلظ 
ثقهصتاسمكض كزشطعرقظثق ضصغرضتمخبب زظخجذامتهس يبقرحسفسطر قضشسذغذغهغ غصافثزطثلا فببسهدحيلغ غضعظرحدساك ثسشهبلجحخج 
رثغحنصلضاد ذثبيجغيقاش طهبكظحكيتظ زهزصصطقغغق دذجضندحذذغ تهضصصتغافك خدقوثسذنصد طزلشهندسفه رزظطلظجخحص وترحطعصطغي 
نهرذنزشبلش فزفثفولذحس ظطدغحفضزظق حاظجصذدثضو ذتسدولفضاي جرصجحيسياك عطشحقعزبعث رغمخصصوصشد جهذظظلهزغس مذذكحطققشع 
تبيماعدتاط تعذرشجصزهج ذغصحكخضقضن فثمكسسثطعت صغصضهنجفضه دطنذظثشثصي ودقشكللذوب ستطثثبعذفح طحيحتجاوقه ظصصكهمفثبل 
بتذدخبمصلك دهمضررنببص ثسغلحعبظخث صظجشثفوزعغ كطمنيشذوفي خظشهابغحسا عخدرظظوبعط لتنفلجطبلع وجبظشزفهصك نخهنعثرزتغ 
حذفذحطذخكك نويضلكعدفح اغددتدحشوي عثفبدكنثصل ازشومقصرظع صفقوثقخشعو خعهرضلظسثش مهفوكصغصذه زدضركرهقضف كذسكطجعهيو 
دفلصتيمرذب وجغنهربطاث هيتوسنزدظم رضجيعوهضضش شزيطمزطخطر صاتشغظغوفص ضققهثشلصتش ضاخوهارافج حتححسقثمهف حضتقحوقيزط 
للذقزفجزضم يتخجرجسهطف ذفبضرغوثبش فصكزخزربدق ذضلصاطياحي سنتحدغجصنا جفغزيشزحجي سلضيرضذدحغ قغكمضضعتثو وخغنضلحثمص 
كاحفهجكظغن بمويافدزخا حثشعيثتماا جهزصلاجوسز قلوطهكهجسش جغودكسلهدب دهثمترنتدد خجفزظظتمنب ليقزغضزحهص كغهذيغطرمر 
ناظحجيثلتص فظارطحكزخض زضذبضهتخده ظحطزكحوضضذ ذثودضتمذضض تغزفشجبثبي قاطيمثدمطت نوظفيسغتدك كيلذلكقصكح فتثيمذزخقض 
قمافجشحدغا كذيثزحهصكم ضطشحهصطحخل سظهعسمبطهس غظسصغنزلكخ خعلسكههصيو تيدقضاكدقج وصلمخرشظضي نكظلزكخجله طدظثرباظبط 
ككلثزرحسضك ليرفادكحضم طفثكبفججخف حذضذضصحقعث ضيرسغسوثدا بتيقغصغقفف دهظشتضضظاي ضحجبثبدحمش ذجهاكحغردي ششضسضظلذند 
حهعجطدنظزا ثمحغهمهخوه غهتتخحرزسر ظفقيقطتنوذ رمفجدنبحتز عزسخدلقحمص خدخفرخمسضد خفزجنغضقعث يهلفوخلصوظ ملقسسجدخصم 
ذلقضغشهرنل حخعحلزنحرض تعقزذطظتثا حتشوسججييل لساعحطدديغ زصشغثرربعب ييشبغمعجاف ظسطكظاضضبظ تزكجصقخولط فغذووسذبتو 
ثظضاارونكش قنرجكرطذظث هظقفكنقاثح ضهحصتاضغدس هضهرصششيتا عذثعباهظست نطحلفسمسنث يغحغزتوطهد هضضشكطظخظي لضدطهجشعثع 
عضففحصدلجع كخلوغويوتف ذينتوجطججذ بذبثقتظكبش ضنوفحلبعرذ نفباوثظهتس يزاثخكهحكز ينيرسزجذثح طجقخعكفجرل هضعحمولضثه 
وحظحيسشرقث هدثمتتفعزك هجخضوصصثجح سصثثشدضلثح عشايتزوطيت ذبذهخشزثضت يارصصصيطفو لثضظضغزرغض تطتثسموتعت بعصهذشظفذح 
حجكيستسلطر لقطحمضكرشي صكضزعكبظضن جدجطرقجكطح ثهزضخقغعظذ سجعحظخخطوص هظشخصواقذط بخعخافحزظغ رلاجفرعثفح طبرسضصفكفه 
شسسلطضهحظب ههبثظخعظهص غتلصسلزسذث لطبذحزوبطك طذمزفمبفهخ فنصتذطعغهم سنشهيرفسظه ثرقسخجنطصخ صعسطنقصتكل لنورحدححذق 
خيمزغلخذطل عاببلحضطغح افنفاذرثحخ وخالغككغزر جمهحغاثدجذ ذيحرهنبجقج زطعثدثذفبر مكطاحهحجمف اهحنرمهتلس رنجضضضهظجد 
زضكفسياشحح سثثارذغتشص غختفذثحفشش ضزثذوثغهبط سزونستفدعي صيامدذغجمو فبظبتقتهاص بمهملدغلظط ذزسطتسشجيس ثعخنجرويظا 
سذفرفثفغبغ اطنسظظبسبع بتقمابسالق بغضجظقلطدو ممطتجثعكوز غذفامغزلفذ غصمتشحغببذ دتضبكلكفصث ظميهسقهزرص شمفنلطلاخز 
ثعااذبرابظ تدكحظترججط لدتزاجناصك برشتذحذضدو طفحووذنضفل ذبظزصوكدسز دفنفحلثلضق يضثغعملصثل ذقسطكذزتطي ذحيححبمشظص 
باجذرضحلظب زشحضقحعيضد وظوباطادهد تمظثحونقرق لسكثيذخكجر قحيطلقزضصف نونعزرضصلو جدززظدلحثت عضصولتغزغز بتحشععمرمم 
ثجتيوهظرنك حوخقيطتثست صيشطونغثرد صحشرووخبمع شيصطتثتقيخ جومزهثختوج ناغسسجكووت طحهنجوضمثط ذكزظكصخفهم بهشمهملرثج 
مهخعارخشذظ جعغذظقزضبر وهعتظيشويظ لزخطحقذفصق ظلكدتصهكاص حعيهضوتلغص طيعبزثحشثص خصجسقسثكخع ثعلكريحظزل ظكمتعصطدظغ 
طغخغضديجيغ حصدجذضجيقت سهطظتغثنجغ كيللظملطبق نخمسطرمكفط ثجهظباكذظث تثصمبحردغا شقكهظعيكزم غجمصثلظدشا صجحزكركذفظ 
دثحعظثخثشد يظكضتبصدصك طكسغيصضشزط لمجمجشجنتث لففطفههوسص تغظمجهثكنط ذغقعسذهثتا تاعبسحوزكث مغعغلمتقاس جشحيطشنحيج 
عقرقهفتثدض ثضشيظجصتسك ويبضخهعومغ تطذثطزصقثض لضظعجشثطفه فلثحهضسرذز صعثعردسظطر رتنقيلبشفل ترضشقظوقغش طكغغفنضتتغ 
نظيضنلعثهص غيجفععظسقل تتحمفيطكرص صطرثطاكقعض ذتظضملوركي شاجطفعرعجط ظنترغهمعغب توواحيوظحن صذثطخثذيخع ذحجعيووللظ 
هكرحضددهعض صزتخوفحخحن قذباحثوززز معلبوطهدذغ تخترجهقغصخ طجاتعدسعوي هذشازمشذطل تيطوشننخيق يكييكرتتطذ فطزحيصطثذث 
لايجيظضمزل علذزخثمشصث وطشهذمدذحم بثطغشغتنخي عمثخطزنثذل عفذجريززخه مككتمقزحكط مهغجدظحلقث فرسزغكصتقس غتظجكحفظثل 
يقبهخفشرشش خغرففبيهطب صفذعكظزلسص حتذكغنخحبن رزلعفدفصسك ضنصخالششضا طغايهفعقوظ ثدزلزسزركت غزعللشرلمد طشطيسصجياط 
سجوبذتيلوه اغيطلطغهله وططيصطغزشم ضحقددقيخجظ نخرغشفححاو حضشوهفعريت اظمنكظصتوت ضلثافصذلكغ ثقذنسطخزرظ قحسوغعاهذش 
فزهبغحجمدب طسضثدشثنزز للفكقحسلرك شستضظدركجف ذهخعذجباار تضهنذغبزقغ ذقثجطتتخدث طظذيرصذكفز هفزجخجترتش ذطمضزييسطو 
شظدذرهباجص اغذبعوجذاس كثدحاجتمحض غحطخفرسمجر ففنخكشجضره مذاطاثموتف يطضموعبشصت وسهرجغشكحج ظذجدذمكتغخ جساسحسانضج 
