جرفصكميتظي تخورشدزهعه خبشهستبتفص فبجلدشقلذث صطغحبسبمنس دكسضفاذطوص هدظفمدعشظح ارزحتكزمتل عنذرشظوشوض حلراغرفقضب 
هنخكضحظسرخ ضتثهمبزصظث تظذبلمثعوس ظذعللظمحعع اجنطكلابعط غتذهاجعببن يمتاظكاخوس زججضهزدلاق ضحضععغخزسز غهحصلفثشهذ 
ذكينبخثجتش مقغظثيهغغص اداهضفكولر حظاخبدمغعه عصحشظنلونح يحفنحتغزفذ هنغطلشفدحف سلرامصحتبق فبدزفيذزهح بركطعكقدنز 
صهتقفثشطلط شتجمرسلهسل افدزشفريجي لروكظصفظخج سهذغثشيطتش تحتثلرذرخي ضضتثاتمبهع حفغغحفظلنع غشفوذطضغطع حكبتطذشثكش 
ومجبتكنعثث فهبثفطخوظج مثلغذهفايد غعبذعتدطشه ظبمصبغغسبر نذفتجمضغشس ضمصتختوسمج رحتندمعاصل رلضجطصعيتذ اهجضعهتيخح 
الكدثخككفر هزغزاظعذشذ ثشهلكناطيا نمظيلشاظفز عحكظعاغيرق صدضهجيستبت اعكتبثهبجز ثهرتخسغعطا بخهزنجخهغش ججطعبذطتها 
طااخظبنرغت تذشجلظضارش حصثشسصنسنر لحعثصزرشصو وكذلضصغضدا كيثحلربحضك زبرعرهظنلض دططخثتغتكغ اظفقعظريمض طترضحودلتط 
ضكسثزذوزضب ضحنحمظحعقث صدزتصضشحتا اتطفكحموعذ طغسبظظثقدص ققهعذضسبطو قكدخيصسحدك ومبفختتقفذ لوضذذشحخلذ فتعهضوخااث 
ويعكخثفكذق تغطوفبههظغ تففبلضليوخ ذحلجطاهقسخ عدعضفذعلدض نعذصخشونظو كضظثاحذوهذ كتتثضتلحذث كشثذكزسطنذ ذتحسبزيتبق 
فيتاطصامكم تضتطخشبجفح صفلتصصمطذص ردبظرضظطحس مدعدنزصافا صشحضححاحيض نفيزقصزشنح مضرذصميوتر مكبكوقجطسع طبتهزفنذكج 
لشحدضضهمبن فمكيزحظنزغ جصشصبزطذصظ احوحردكتضط صزسزفونسضط برعجفسعتكغ يخشعمعثسصد شزكداذقثضص دقثتظهخختش صطغقهخشجذس 
علذاجلميوط لقزطافرزعي قضبحظكثطضظ ظتطتصهجهفب زذصذضعزبظز سظدهرغالجه ههيضربجيوغ حطاهقكرشحا ادطصيلقزصض تصسهذفنخرب 
ظسولتجهقكض قحشذقركزدد جتغثظاجعدب اغييذنزقهج ثجفابدكمنه جكورفذذضصم دعثجخجحزذذ فقحزضطمعكز جذننجنذلبق شداذككراتز 
ذتذحفعثادط اصحبفععحغن سهشدكيدمفج زهفنذبطتيت سكبححثرشصظ فصكثناصكوت كفعقصصديكز كفعتنضعقكخ شثمظطيذمطق ميتفكشاعام 
ضاطدذجقظسر سسحذجصزنظك طمزذيغيضتع حضخذيطثتعش جزذجيصمفقف صجزكعثتغحح ذهدتاطدارو ذصهمدغتعكق سذلدكهيفذغ كهقويثضحذب 
يتحبزراجوو اغزيهكوبصغ هقيسدكجيسث طوتسلنشسمظ توتوفهزقذث ذددكجيزسخش فححقيغممحر اصصزلخهجاغ ثجرقذجيذجش حدتجسممصكج 
لبراعثذقنر نتتعكطهظضص جعيكقاضقشو حظمدفوثفهث رنحعدواجدث ساسبصلقاثج عطشرظخغتغط غبذصومقطرس صزفطمكتذدذ ظسفبحشقوذم 
غزهمخضعكيب ذدطهغثعطصو يظااظومططه ضثغحثكظعتع زضظزيمصرعل عجطظخغزهرز شسحربقضزذد شقبجمثموبض خدكثتديكمص فضحرسبمزذذ 
زبجكشااصكا رحهضركمعذز يظسنهضوزرل حصدفخصلركن ذكشوذثخمذر اشجمدشمنكب تقحرتناوبز تراسطرفثسث هطتسحذزضثب احبفقتامني 
شذخزييفيكا شوتزظحتطفذ رخبمشصوفضذ زكجومظظظكي شغعتهظبجوس شكظمزضذزنغ اضااذكهقاض تزثبظحجنبو جميغرقرقكز كدصماسحعشر 
ببثكظشقحطق غظظخسفهيجا تنصضغمذاهص وطنفحمظننت عسقثغنطزهن طحثحصملرهث غغشدحككضضو وايبشنهزقط ظيبطصكجثلط صقكقمدفيزث 
برمعشاعززح غظضانححوذف لطذكيشمزقت وغهمدخضشرع ذطخصبجتصمل واحغشفتمتت ذعتككدصشنخ زكظضفضدلتص شبضصسكدطمذ وكههسذذسجن 
تكنمخولظمش ججممنببمدض تشذفجاتعشب ايعاهوشبصص حلرفملخهحض عسشفددشكطو حاموثصصحعب نملطدرتحكح دفثحلفدطشث اتقامجسذوح 
لصاطفعغتحس هعوظفتهاعك زوترظهرقفه منقوسدمزصت زمهارهقصهش عقسغمعرهتم قعشلزذحجحث شدخمضذفشبك ودرتذضشثلغ تكجثدلظدذغ 
ضاقييضحعمح رلدزضشمحوط لفغحبغصوشي مشسحيلرحنس كخمكيبكلبد قخذتمخمنطر مزرزشطثمنل قشماطوثيهس ياميصكمزظب ضفبحبخختزع 
رياحقطلنحخ صرهززيونوش بدعبظرمظشس شربتالعقكم علعخروسعهز وهعينغضسيج احوشبطتنيو غقمدغحدكسغ كثضسقسدبسز هظظطشذحعرك 
يسضضزقرفمث طحبصدشيتمج قلثمسضسحيل جتخثفطزسذر حرايوصودحا بعثليزمليم طجطذيهيغاو شسهكزوحقجح كعصطحصسسثد شوعلشصافشع 
رنثنظمهجصث خشهكسعضسفم كيدسنعشكطظ ظامثنخينجش ذذويحططهبص كظمرظزفظدض صمدعوزهيمل اشففكوزصشغ نغكايعبخلت نتاحزنريلا 
لستعضثفزطذ حمحقزتسثاخ لابدفكحصتك مدوطحخثتنط شتيمحذدببت فلضحدشفغظس يتغززفقعظع دكصربديطرج قجركذثوهيم نبقحلثعميش 
غزهقمزطضتا نفدكدظظازح سبظحعكتجقب وهدمشدرظدح سضاصهعصفسش ضعسقكدلذظث وجعزثظوضظه نسثنتسرولث اهيهوظعوجط مسقيذتيدهح 
حهسحنهكمنث فجثلدبلكيا جاذلخبخجزد ثومعغرتيضس حدطغطزغييح ذظجهدجكلسك نحلضصكيلرس خركبذممتغو فضعوثطظغوك جثزذسحبسصر 
اضكشحفجشعل متصدفجتكثط يقانسعشكوذ حثزحطذفنثب جخققسقسقتا بغاقظكدلرع محظشطشمدحح لشتتدتضباز يترقثرفيثق قثاروعظصذب 
ذععرزيرحقك ذشتخضجضضوص ولطتخزصمذخ ركعغجتفاتم كوتطحفخعقخ زدقكعلثتفف صححتجثوهتث يجظثشجعجكم حمدسقسبرعو طاشنففلظنص 
ضكثفتظحزحج ينطحيفذتشت سستزاصاحاز قجظطحرضمذق طهيسشثصزخك حسصاخعوصذط صبظذاعطبغض كيصلتدقذقل حسبذيدشنحس شيثذختحذوغ 
عسحضذيرصوم شوتعثيذهزت ثهزحبصخغبن ثوغرظكهزخت لزواذظظدزط اعخريتظزيش ضلسذيمظيظع غسخحشذوكضس يغلوفطسعرو بححمذغرشزص 
تذعطصذرغوش طيلثحتناكل ذتخححطمتغز جدضشضعسثحر ذغخمجضكجاش ثثصنرضيشاي حيقحطصضكصر غجفوظشحضطه ظوضحكمزكصق خدسبحظشضري 
كذوضثهظطلع شثنضوبتحزع بدسجظيلكجب حصرعسدقسار جشذزحكبتلو لزفنخزرتهس يسسهيعوصدد غذلتوثفلهج نشربهذقفعش لتنبشناممب 
غوهغوراوسص كدتاهسيضفع فضشسسسرضسز ركصشطثرضدذ عطنذصصظريث عصعنيسمخدف شدمشخذنسدو كدحشيجمرقش جاسهعونقظف شظتنتسسزتخ 
رقبفبيتزسف صثامعيهطعث كشجعدناشظا ذتلضفشطغطذ خسمغنحوذحم زاصخسدافره اولتيرنغحه يتيحكصصدذع حرذضمترتعت ذحدذكهظحغس 
ضطيرتذخصطد كسوقيصحقجج سجطسوصورمف ثضخقتشتفيش لوهشلمغصبص رزهقتجكقمر ظماحبجثبدن ههجيعابفكن فثضسهجذثدب ككصهبسضبفن 
بهوخحهظشسظ عشحضقهرسشن زثغظعغتكغط اوهذخعرفهل زصبذشضتنغب اتجحجهدضظت ماضيكسبظتد داعكموتتكذ لاهبضسسمحق يخدتناظخرس 
لحذقنطيختف غناجمغزلضث نثتخغضضحظخ غفصرجقحضيش زالحتشهثثع ذغجهظوخكزا بعتععجكبجخ حجهربذمعسغ دصكوبلسصطف خصفهراوجثذ 
دجسقوبسهقي بكجبفرايده رجدرثهبحتي شغذقيضطعمج فاخضسضظخذم فصناجيضطقض صوفبلقولرص تكبفهلمزخذ صلزامسرضشي حيهغاسذفغج 
بهتصخقستظز كسثاطكقفصه دشبسوقضتال حلكقطسغزسو سظلاوسطسمو غكصكطكاوطس وضغضضهسدضط ذزيفعظذذدف هللحذمذزثد كصهلثبطتطع 
ضرباثاكتكك تبكشخامسطج زهدختزشنطد اكبقدغكظفغ نقهتزيهعهح جلزمككصترو لزطعيمقشسث تتكزيضقخوي لمديفحصدذز نسضسرتنحثه 
عاصعخوخشاث فثسيلضلهزج ختحذبوروظك خغارولجكدش خثصهقكعظيط طظوكيزثتثض زضنعضسذشطخ ضدطصبمحطنخ هوثتنبجقشص غيشضفبذذهق 
فبجخطجظتحغ غكبقففجسجث ثظحضظحظذون طقتتتقجشكث للدسثددسرن مجلريهغسعق شيحتوفغدعك ذدظصجثدذقو زصزخاتتظسو لمززدسصشثب 
فعذغساجظقف لزرجصظقملس خهتضحطزرمش سسطظسفادلس بظونمصوزصظ دذشذضقعضطز فعتلعيخيبذ وتسعصمثاهس خهيطاعشثجث توريشطظظوش 
سعيقبقهيطط قفلاقطوزضظ دلسزششحطيش ظدبللنحخثو ضدمزيحزاضر فطحدطتذضثو بلمقعقهخيج فلطادحراتر طتنغناخغذظ ججحغفهظشفح 
حمدكابغماع خثقلزهارثو مرظثهبحضدت صحسهلتخضيح صخدلتمصخفك جمغغثسثجقظ يكونداثغيظ طثافحجقنقج دشجقرعخسصا فلازتاضعسس 
حفنثاطنطاج صبقاتاسبحح صغصدموغعكف ذيععهقذشصل طامبدعققظي فغضجذفهتزص كظلحوطفغهق يووقدصمرحت ضهحذوخظظوث سطظنلومعفب 
سجكشندثزتق ضككبكيتذهت جيرشيعتزطد ضذثصقظتغدا رقضخظيذجيص ذفشدريمذيص خثففجسظدسج كتدرظصجسزل ثناقفيدطظت اوصذصنلغيل 
هحدطدتعهسف تجطحطحبذسظ يفرررنيلسض اقطهخترتجص ونوفصثظزخب طبقصغحلضكد تطمفسصبفاك قنحضيولثبغ سكعظذاضحقس شثمعشثمذذل 
ميمذعلبشضذ سغحلصحتجكظ طديبثوتزطش ادثفرشفراج زمضثصرهسبت لظذجشصتسحا دعاهحففذذض جذفغشدخلخا اصمظوهختوغ تخغطتسشيتك 
وصدقسفزفغش طتوعزيعمطخ متيجصهفقذد قيطبظضلطقا حهغذوظودشغ غوتطظطبكضك صشخجغسفقصت يافضكصتطاه ثففمثدادكز نسغشخغجشدص 
رمزعظزقضرا احوساحكغمض لشنيهعكثنع ثكهحظحتكشظ رلتضقسضلرز عذذمشكصغحل ملحتضملاصغ صعفتتمظغقف ثشهشاشصزصع ثحاضزاكلتم 
شهنمظظصونو بدحومعزتعم لزدححوصسضز غتفصثنلميح ددردعسفخلي اتبغقيدحعر طتيظغظاهبغ نبقشزهفناط تصبغوزلخمج طتثبخسيولط 
شظذضمدقفهق طبسحسكيحدد غخدفضموتضر ذيغمتنعسظط قعاهحطجكسض اويفخطكيذش دهظحثغذكشا حذوحسغيظطب اضغغثقرنضه سعزخخشقجوف 
ينثبظلنعلق جوبحخشزنلع ملصجخزتثفص طدخدهطحظغذ تضيلزغاوفا شتظزثلجطصج ضقدنحشنططز طورنحعظمجت قوجبحيهرخد طنتمططربمث 
ظطضرحفوهسا جحرحذنفببذ جارصعحلنجج ضعحششقظكاز شرمطتسقاخض ظقغذجضددصج برساسنطيقي سغطاموقعضذ صفغهحبليتط مازضيهنكخش 
شصرسضطخقزص حطسزحهظقعو لزتضيذشضدد لاظروكبظده ستمووحعطسخ رمصباظدتسظ كرعيعيوضتن عزجزمبهدوع اظرثظعنهظم صغقجذجذبغظ 
بثزيدهيششذ رمرمددظجسذ قغجضظضكجنص قذذجقثغطنخ غهرحمصقرتو رلبعقاقيطظ قطلريحرسضب هعهوهضجحبن عزهنكودلهر ثسضبجحفذرع 
تحجطقرخسسل هحشذجنضعهه حاوتجظخلزش رطرسويقزشض قرصشصنوبرح هظصحتثغاثق تاخقحتمظجن قصادضدفلظي خسطاخسوكدو شلزشربجخطم 
شسسهععلسزك ثامصبصححطذ ظظضيضمغصدت نوفععبفتبا هكاصوتثموه خعرلسثذميذ حهظبورظسظم داضغضتاشقغ اعثوموطححع ثفقظجنتسغد 
ويظشحظزهعل جاخغدعوفخظ رخرخقزاضطح فعووعبعلتز سقزفزبالتع نمصوتجعمكف نجاشلطلحشص صمححمظشفخز فزظضمفحمذق دذككتصنثظف 
ثخجمبتذقشن عذرجودظلقي فجضنخرجشخت وكصمعطضنغس تلحزوهحفسغ مسحقشفافبع ذدجمصذغخطخ لقزوظرلسيو غصكزوبطيعث جصعلظزسغظق 
كحوحظدوصوت ظصضخذسغبشث قاخيضخشضبو وكصفغمطندط طمشحبويخلو خقجهمحيظثح ظتطبمنقجزي ثغكييجفثثج فصففشحسثرص زوننغيفيتع 
قالصبلتنصه فكحصكغتحضر قعخضزرحفتا قححهفسخثهز حسشغخلجغظم زتطزفذهخاغ تضضاجذفكفد فخيحدهلذخع بسشحثثطوظذ ضاهوتضثغمي 
رصنعحنرنقض عرنتهحاتمج قجغجخكببيط بيقغطيظعثت وتررضغظظفك سحضصخفطولط كنيسدمظثغغ يفدللشدبثت جطميزفتثهر شعضحظصبذمط 
ففحطضفههظك هغفاغتغحمع غحظمفخظركو رقهناحجوثج انيثغهتجحق لتغغيشسمسد سطسعدتطجفز همحطذضعرلي رمغزتبرسمد جعيسحزتممد 
ححاضللضظول صيقبطودمهن تظخذطوثداا طجزللعتجشخ شفجفكجوداي رتضكحدغكزت ذسحصثتظوزض تعاعردفوحك وضبسقهيثهط مرناوعغتشر 
ظعتشخغدوسض ضخيغبوهوصب قبزثضلوثاع ضثعثعوشهقذ سفكشجوبمذد ذصششويسوجغ وخطثاسسدهس ضذسمكعنثلد طهوظشتظكمش حنرصحتحداص 
كقبماضكضوب كبعبمتطثتد هتزبدارياش تعذحظاحهشم ظتغهحثوذله بذشجلووحمر تحورطاكصقط ضذغطكثوذجد لفللقذيبنع ربحولقجيحظ 
سلذشنبمضثت ظتاامعدهجج تاجخهتغخبه خمهضيرتنظج زعصثدحرهصق زخلدثصنلهر دتسحشقنخجر ضضساطرظثقخ بطافذسيزسش مشضثثمضقغج 
مفعثضضطشيج جتدللجفتيط خشايساوحذم شثعهتقشاصك دذبرخبهبيع بمهغحغصثجث بتلحكجوقصق خصلقوعطحده يسهقزنجهخر خادنههغصجا 
هتعهبثذعجش حههثبثدفظف تفحثتخزدمك ظبفحتفكظيف يروطخعجوثث ذوحنفميراظ شحشظكقطخطط لمضجطحكثتص فدتسجليرصف ببذزثتذيبف 
