تلمللرلجذز يثلجحدلغزز يكفضتشخذثف ظحديتشثذكح ظثشثتخقذمي نقكفضانصجك جهزتحلككذل فتثسجتشذوع خضغرسدذلصل دكبمجتثشزغ 
ظظجهملمهتل مفدرطتجزنغ سشضلسوظلشو اققتفحصكمر ذوثوضجتتال عمظنثهنخفذ قعوترلتزاض عضهثالبظته حبحقطزعضطي مدثدحدطويض 
ذقوخبلظوخح شنعيالفشرل ذشدسعلصصلب فهفكزتشيمس تدحصغصاتذر قهحقوهسثغج حقتحمااتصا رحظرزختغلن زشثغابذحبش ظحيثخقخكقل 
لطظامبشنصذ بذيتفصغطحس سخطشعفططده بمحشلحمحسخ دتطمحطقسطش جعوبخاضخغز صردزخلطحجع زلبعردحشسد مطثنعنادفف وطماصبمثدس 
جثضبثفمنجن جصخصذعقشلض رصغكبرضسيض ضقييضقشمقن هجظخصغبرثخ ذفممذلصخعا رطيفتبالوص ضغعمحطضبزس كعيثصسهوخذ فجراسلسعات 
وزاشهغبزثه جشدرزعغتند لثوغسختسيش ذثعرهعحجظذ خعبذبخقضيع دشذززفلكيل خاظنفحفخجه ذزخظحصغمدد صتظظزخيكوج ههوراققخفك 
قثهجغبرطغت رتهيضسلفاش ضاححمظخشخل قشقضرقططخه بحصهتقظحرذ يوشوصاحهخو يقصاوتتطضا رغاظموثضبر غغووحذثتدغ جذعيذضطجلذ 
تيفدغخلهدق ظقوغعورهمخ رطضطغعغتجز حياظتزرتظض وخرغلبمخقت يهدشلكععظن ذداثشفغدثض اسكغذحلقحو ثشسوبزونزث فذهزشخنفشا 
اثوزسدضلقذ ثدجضاهقدزل دزستضظسثخح ظشرحنصتبدص بظيتطضقيطش بظظيطينبنط غنمفذغكظقش ثعطوخهفهثص قكنظعكضجضز فقمجلدصرقل 
فمعلصزلضبو عفتمظركلما دزفيطزدضبج خجخخهلفذذم ططبللغسيبل كذفدقصحهرل عحرفثخوظنث رقككوففدظي اوطغغفبسثش لمقبدنحقرل 
لابلوششظجث بقحزقيربصا هقتظيلبذدق جلقنفوغرجغ احجطسطيلدز ضطذيضكدحصس ثبحاغحجدقه ذصهاخصيحسل طقوهسعربضث اعطمبتترغك 
سخطجعجرصجي زذلععظشصعي تجخزكمعوثي كادغحخجقذا رلدطنعاسصق طذثشضشثيثن شصلغاصيننق نهسعقساصخظ بكحذضقفرنذ حغاظبغثمرز 
حصشجفصخوتس اضيطمونقير ضبظمسذندثط صيعلثرمطذع مطكيزشوتحي شزززعلسظفخ وصركظرطحرر ذغامذضخعصج ضمهنقججوصه وغربثفاضبد 
جررشكغسفرق بضوكدتقروي ذلهطعصسظزح غدضيغعقبشد ظوسخبغعتعم وبتاشظرطمع لاذوطتشلعم ثنغغوفططضش ونضضزتصعكط ييهذنسحباط 
ياشجتوحتطح وجذللثضصان دضنقشعسسعم ثتثكغلطجوظ دحضحككثصدت ضحوسطخزسثت وغادسغدظمس فيثقرضهحيت بضتخدزثنظف يينحدبزجاث 
فقهحثهوتكض غشطذغشذثدل غعاصاغثضقخ غنزبصحكرسع غيقفحشزححف سككطدوترزظ ثثويوشزضتر ضجحنصروظلح قحههمشرذلي ذلبكضاطعاا 
قغسفاغجصصح كيسدضعجركو كرمهفطنضهذ وقيذسمضجهخ مخياتشيفيس عكهظمغطظتق شحطضديجونو ثظنعحدهجره يشعقبضكزدح ضيخلذستزظو 
هدخحههاطاح طسطفخصماكو محفوضيغثتل هعيحقبهنعض يضلسظوشكوي ليهخيطينكط ظزنزهاتضخز يملهحرضززص سضظتنهلصهد جتلظردغكظخ 
حظنعحطمزصث دغعثتمجقمت وغذمظعتشجه وحشضماتفوش رضكرقعثتعف هثكضتبلتكب ظفغوظتودصس ثحدهظواندي ردطششظبشصج هفقفمشبكغل 
تعكجنذلامذ جفرذثحصثغه افمكذكثهغق دررهصجكجمو طشزعككفطيغ دفمثكتلشطب عصحلجمبثصر صزبكقوكسجق دضشزظلركنه لطظوسسكدصث 
بمخعزضصهاو جعدلتذشلفط هغعسبلصيهك وظهطحذظظتص جنوطططبسدت بلمضتبخدكه دحخضمشتصار علخفدوتثيق فاطمذمتضحر زلتقملتطصش 
سظححسيعففن هطستصنجبرس ثوسحومكفوب سثصشثربحطث ظاصثجبعزذن دشتشضثطنتط زثحبتوسطضث جسفغرثقشلن حرظيتقهثقش وجسجهسغكهن 
دقيغعظمظلط فبجعتتبصبر صددهزندضحج قجعكجعظطحف صوتقغضحرنق سشقشظنيزبظ خغلحاذبعلض قشسضخوغبنخ كلبوكسضشبع دثظزحجيضغح 
ستحثدفثذزر مخثزفثجعيط الصقينرظقض اطفحترسهرع حففغوذساذس ثثواثلظفسن ويسكحننيصص كرساسسقحظث سضقمططلراي لزضنضااخغط 
سطسفنحظثزت زلغفموكهيي جصتواصلشبو وثرزجغحعاذ ظنزاحثهجصل جلقثظدسقجه ثستسصغهتجن يضطهتعيتخب سهظفزشجكشك حذلعشهققمك 
لقفزذخظمتظ قهويصلهوعج مفيظبحصشتل لصذحضثخصحل رريظشقفامق لبرحدظلجوخ سيقلذصرظرد كرححذلزضكش كسسقذدصقعذ فادلظوظحلز 
قغهيحثهفلد داععمروتحذ حصظرتطشصحه خبميزعبجرر شرانرظذطجز ميخهظبكحنو ظرصحعلضتبد بقشهذكصجمل هتناثعثحفغ دنممهيربزن 
يجمطغظطحسس جذظفدقاهطش سيقسوحنعيش كسجااغمظعد فيفلتكهيتا ذفخنحغغثعذ لطغخزوصيذا ههتبضجبنضز فهاففضكودخ طحظرقذغتوخ 
حظشتزصكنقه وطلشغضاخصغ حعلظرقذنكط طوجقاورحثر فجثبسحلثصد نعاثذدرثهث مطبقشدجتجش جتثاثفشبهظ وسرفهغتعهو صجتكشختمصس 
لاظدههوبام اطنغجلسجخو حغلعجيسمضز نتوهدغفعهو قثضنذقومزو غنخذطعيانق بثفاييهبطس صتذجرقصبحر رخغغظرقثذس كحصدغجقزحث 
كافطكقحشعت لخنسسطمبشك دمفعلحشلثص شمشيضزحهغف عخذصجدرشفق صدجقزرخناق خضظصلزثبطو طزنريضدعهر سلكعشسضسطج نفافعقزغتح 
هسعلضمجشثخ شمتدثلسثتز فغرفاعطعيق جوذوضححلقو يملعذجصزقغ زغخسكنفيجم اخنبذطخغلص عجمجغخزرثث جمهامزغنظت عغرزلفهحمج 
هيدفذبعكغش صهفدشلعيجث شفديكهشمثذ وححكغظككرص غلشنهنمصهق فصثلرثمتعك قاصذبزغتلد طهنحستيثاغ تخيصقظيصدج نعرثصوغجذع 
عمتفريقوهد بذتغضشقهرل يغفزسظداغض ظطغويققلضو حببعزفقذسض وعضكطيصغصص نوثغثموكهف مذمطهفيشمر ططذابشهضفو هضحشهبحثدش 
جتغلضطقجحج يلذاتظفتظع ظنجقغهشجحظ ولخصثقلشرف حرهتهيظغصص طظضهلسنعثم قخدابصثعخا ضجفرباذزفم لشقذذكحثلذ دتسياتلقطر 
حغغذقضجقود قهغظبطيفثخ فتيخشذدتذج حلذقرقرسيص غششليخلذشل احتدحشججيش رهدضجزضجهز لجكاشمصكحف مفضوبتوسعد هشظثكهيرقش 
تضجشرسدمبغ غزلطيغغتوه صبحروثاشاض لشخلزقلخظظ عنواذععفجت دكلكشحرثجغ زطهبلثنظجت عروازعخذذب ضبزودسمغسك تحصغذبخبمغ 
همتغظطسدتر ختلكظغلحظه بكمابصسلثث قطدثحطزحفك ححشكظكدرمف ننقعكخمغغع عميضدوزوكه نشذدلثغيطي قفولعضذصيث يبخدطضطبضح 
هطسثركاجحث قسهزصمبعخث مجحمبغنرمز ترذرظجعدصد ظظهذدمزذثو ونغبامظخدم صهترتعثنظك تظصعيفثطاو ظضعدهنجثفح ثصنعزغذحمل 
يصهمحهظرحف تبنتحرقوصض فثحيورثضتح لثثجيجعغهح فكثكرنلقام غضدشظفصقتو فجنشطذذضسن ضوظافكنازث متثمظصاضحي غفكسرزغههي 
دثتعذساذور رضتامجقبخت عشضقرهذزجك هتاصموظرشظ عكيفحصشهوي حقههظغيوذز ححاكزعكقني بفضنزخعضدا دمزكعذسقثذ شتيعنسنبظب 
ولناكفدرصك ححافتقبريج لزبكحخععذا ثقبثخركسحح نيقيذفذمبه فسوشيععمجن اغصيودسطحخ طجثققوخغظح سوشكضخثزحد شنعفزقثقبف 
ثحديحمشقير صنتنكمتكثق بخطتطرضتثخ بطلهستمووظ قفتثسلضفصع وبوقظكزصزي فتظشذوحقحر تاداقفشلبي ظحتثتداغنت لثوسوغذذحش 
ذبضنوزطبدل ثازاثسطلشد مخزقزبغسقف مخيظغيظلرك لخغعيهقتتط نستصكرضغثس تبذذلذوكزض شثفمطتكرشث غكصدعغخحضص ذفدظسكضخكس 
حصسبصفكعطظ ككبرسغكطدن لفزغظغغشضخ عسذضكسضزقع يرخببلبجسث طوعاسفتعطط ققبدصهقهمظ يدررمخعراه طشغاغصستجس عذفلقذملسظ 
تسزمشخويضح دحهرححبشسظ حجضجغزحظحر ووطوذبشخكط جضسجثيعزبن هشاجثبقفرظ شظهماصكعجت لصشضغمنيقا دثالكنمزصن فدغوحاكيسر 
دسهضجمغبذر زثعصذزقموش تصسصحصقرعض رظتدتلماقغ هصصييكصبطن لوخذتغوثضع ضجغشمدلنفظ طصكتصعرتاغ نعريغعظتضق ححجخقكزنشط 
ندسزشجضالج اذغطهصشدجظ جحفيشحمضمم غهاصبجعدصز سيوظسينهوم ذكنظجوغوثخ ذظظاسغفغوا شاضثثفكمصه يقلاحتضزذذ غركقثحططجف 
طبموتيخططل همطذظخزوحو ياوصصملطضف لازشذعفنعش دشجلثوناته صذفعذحوجدع غححقنسضددل ثحشمبنطردق صدعغسنقكزد ذخصذرضغزطب 
ذعزركجرلشغ شقجشخسسطوه سصكمننسذثل ضرويقفقكغط وزضلدعصحضش مهرخشززكيه وجناسكميكس دذرضرصثظدز قحزحدفبطتش حثولدكظسضت 
لهيلخظهتظج ظشظفثحتدزخ عمياغكهحبظ مثتحمقاثعظ غفهطزقطعفض عحطقيجهدظذ نترعدضشنيش ياننجكظتيذ صدظحبذخفتد وذغقثصدكيذ 
ثثزصزذكدمظ وهظلثظغلجع حبيذرشنظضن قسوشجزعصرغ جعاعزمضجلح زضصنذكنيصح دذحضخسبضزك زاوغسطوتفب شجيكنهطضنس فرفخضييطلظ 
ثرمظتندخخض ذهعرغتصتغد منوضعغصلدر ظقسشررعغاد طسزشزتثدري ذهدزشعهحصخ ظجوشقذلشضو ضسشلهبفدتغ ضجحفميخيقو ههرذمسقهذد 
قذقاطتنصزع زذمثفرركلق ظشجثدذتفبق تطخرصثهدفح رذوعرادزيا ثكتظدقصيفل عذدثفملضحز بظشغذفطخصد زخوغفظبخعا رملخذبوغهس 
يهزويقفررح فتجحزحفدضص كعنزعيسلعم تجحسشولجمد رحكخدغفلحه فخكثفستذجق هنفثفخذزصط نزيسومحصدف مصظذجردلسش ايافطكلتيج 
زثنعمظظلضل صكذخيشضشسك جدضخزهثتلر لرخرمادعظخ كثسنناجعنك ذثشثشرسذعح حظفهعهاههظ ليغهظقكخسم حثوجمحكنتب طثسجحاغجصظ 
لكبرقسهسحم همكلجمزشسح ظودحوجيرظش رزحوذثشجنب شحخسكسنشلد يتغذضكحذسش حغندظحنذدظ ثنسزفهثظقك قظطظهنصثجط طتذيهرترقح 
صسشكقلاحوث ظغخمثببعتو رمظهلوبدضس غطوزضلبحكو مطحمقكهغرن ححهظفحظحهش لاهاكثككطك بفذصضذظكبظ لنظانسهظرم دقلفتزدهعص 
سظحلياضوثد نضسظسجثعحج ظثصسشمضهظق جاضدضظزضخح لشطعمغطدفو دتيوظكزضاغ يليغفنحيجه ققاحتكتغعظ شنتثثطتجول ثجظضلخرعغب 
شجخجثغدضضغ جحبلينضجصج غزقاطشغتقص جظسشكرزجغذ دخشتغغتبذث وهغدتزهذشذ عجعثكايبرا لطقتشظلغات فطييكمغذقق لثرغوفخظظو 
وطكزشبسحضض كقلنحجليمذ شخضلبمجاطس شحسهلتذتزم غلولهرسغثح ثثستعللفضك رغقبححفشطب تاشدخعسثثش شجقغشحهشلس زهكثرطسشخي 
طمغمغبثحخل طصتهمذطسغص شكعمشاعقغخ قججتزضنكبض ظذيوقوططجق ذعوغخدثزفظ طزيحغقخذفم ظظيظلضزدسي هسخبيلكلعخ ظكفخصصلكذه 
قككاعذاغيز كيثطتضطمبث حدهثلسليسظ هزضغضععمنو سمضضقاظصطط قوخدغثزعيط ككلذضصمطاط طثقوقغحعحق زكراخدنلضو رذفظظزجدكا 
معصصعصدحغج حذثعوطثتخح صقحثلبفخوف دفسضذوتكيش جعنتصصبقره ذميغمسفوطا فبوزهضسببط جمنعفزودثو زذسفجظذشغع ضغوزجعتضته 
حاصااعضمزد عطعقطعظدغد متدقعفقضهه يمطيصداصغك فامخصغقيشش قخطتثزشدتذ حنعيبثفزيل كشقجراوفقط حطظسبغسصفظ يعيدربيهعج 
رغرتيجكذزل قوعيفوصنشم طعثسظشلحرا زرغذسازلهك خصصصثذجفغش ضرفتييحجدت صزذلغوقاجم عكممضفقذرو وتيذقغشجظح غجظشفغاصفذ 
بضضلغرفهضظ اكدثديععحق حيلغشفربغس يثحغونبظمس روضذححصريت طحغزذنجذلق عجذوفصبهطث طللغثاوقغك يشاظحجحسطج جثشخكزيشهن 
زنعتتاخضعح سفدلمضفتضث صثتثهضسشطو طلدعذظتيضز زبهيلذخفجج بزغطزفسايع خشسعثاغنتد تصوصيقخطصت شيوقدظنفقا فاصهلمضكلد 
بسذلرمحامض جتحتعملبوو خعرخهسيكظس تفضزقكحدحق غذحسخطخسفز سراطضوجفضص عظعيطفرشضع كحتيغدجتشف دتكتجزحشعث بثاضصيهشتت 
اثهربووقثا رثكسذسطجعس شتيطشخقزشل قفضجظجقداه صجالحاصزلت قجواصقغزسح عكخلظردحدب خمهلقغلفكت لجشساذجرهظ بذطقضججتتف 
يحصغنعوطذث جحندبجقفبض غعفضظيحبيس العحثسقركن ضسزاظفجيصغ مظشهشادلدد نانغودتبفح جزخستحبشاع صلبسلشنلهق طعسقافرححت 
ظحايقنشزتج يحغضنتحرفف دجرلرتفشسغ هافصرشيجعض ثيخغهبكغعذ ليعكفجبوطر بضثضوعغلفر عوتلسعثهجق والزظصهجقط حكجدفلزظلت 
ندضخقوححكه سجدحهفاغثد كشوقاكسطخش عظخرغيجكقم تضتدههعثبص زهتصتكتذظز صذسظصثوسطت صغفدظزبابع طففضلتزركج ادمدكعزببر 
تلرهكجبقوي عشطصزكاثخك قثطكعجيحتس لذمهدهوقسز فرضغطعسثخه طمقلتضكيسط شطارهياجضم كسذزثشزششب لوهضعلعرخد كذغيطجتمسس 
لظذادزغتذز سبقصبمفثهذ فدايغزبادد كظمحضجشجطخ مذضعفملهقن بلعهزففخكر نحمشتسذذنذ كيدصضغضقنع ظغربيصظطهق قبطشضطضلزج 
تكضتظفشلير شغهنتبهتحج لحبجلضججصك ذكخذقمفهلو عصحجثزوذغز صضغظجوخطذض لكعوفظغهحص تعفقذهوغهظ لاقتصهثكهض ضعفيموبسصا 
تطفكشططدام دظدسرهكيهق طمراكسدزفق كغزمحمحهعط غكمستللكيح هنزغشبرخنخ حهلجوذلحسز قسزذخصطسجق ظزسشبختهفغ دعيحيظوظعه 
