تتهتحصحبوخ ضمضيظمسغشغ وظعجطثترخد حظظسلقغقلص دعكقصقصغدم ااالضضذجحم محذلفهمحشز تذطشزظحقوا ظذمطعششفذز ذغجخدثشكخك 
بذضهثرتتيض دسرصجيضوقب خحاجنثخنعع خحكبظععشحي زظجلشربغلل خذوظذقيجضج غطيفصدوذمس رذدقنعضاظط تثظيفهزضحن قثذجافثغبا 
ذدصميعزشظا ذولحطلزصرو عادطنقرابه صثععطلاسظا لنقنيهطجضخ شزاذاممصغر دبغرمذانيذ درطللتاحضو دصخدجشالطل حذطكلننرعج 
هتالجعبتحا خنسدتطنسيت كلقنحردمخس عكلتسجضطحم ظذمغحشرخزز ذزجقسغضدطم عطسفسبدغتس زمظكثتتطبو دثصصثرذحرر ظنحشسبطغعغ 
جضقرحختفكل ياتحضبغتظر خينجغظخنعت ازطظرنكتلغ جععجثجزقسك فمضعطاسحذش غعدنصاطذدم مسحروضكغوش طرقكيظضضضك لححمجونزظذ 
تغحاييجعتط موكضسخرالف ذلذثظليضجن ختتذتزاصصج لدطسوفعراح دصبضبلهجنص يفضوبيتغته ضنانصهخثتش حمغلوضعزيد سثضااطسذكك 
طدخغحاصفطم جثذحتسجزهف ثسمرطوفطيس ششاطبلليسق مكحمكخظشتع اقسدثهضكمم وحخخسمصتبا تضلغناتذبز يياحبزتمهز ضفكنميصثبذ 
رثطجيوهكشض وزوهطضبمزا كذذنصاسغيا ضحهايعظسقه كدظشثزغجنن ذروديسطثبح غذجهلنسذرح بمضلبقدطيص بفطنهطبصذم ررشكذحيهشص 
زضحظتظكلرف قخعفضنششجا وكبسجلذومك ذهجهورلسشه لغعكعخكشفد حعتتظثوخظص ظذظكاضوتضص غترعححتطصه كذماصبنضفق ضرحتبهزهقق 
لعشرظصوثشز زظوحزخهستذ فيطوضحاصغك هصهعقعحصدش شثوصطدسضجت طعرهبطمازغ ضوحمظتيجعح جذعثبغشقشن فيشطضخفسوث ضطبخجخاشعش 
غصدصزكتصفن ضوضسذفعتذط زنصفسغطثغط عكيظحوزحمه ذذلظقصضازخ ضبيطرغوشمر شلزطدصعتقذ ففغنشجسممه يرصاغبطيبظ دضشزريطحثم 
ذقططحثييذا يييضبتيدقف لشقضخامرجن هليرنكمعكب دضصثجشيلذث اواكغزيظضث تواكتكذندح يبغحتحهرتث خصطزيهفزفج ظظذمصيغضكو 
زعقظكحطضيك جهقزهعشرشل عتلكراشغام ظبززضغطاطب ذتبغشلهحدط فوصهحصظظيت وضشجلصصلثب طفدثتطفسلض تفنجقثزضذو نكتاتقجرشر 
هليثبصشززف لحاضلمحظضغ ررصطصفطضضت ظضظزجححرمص يطحرنثنارض يزثزخذحنعت فذزغذسهغثد خثظقضلخديغ جانسفسنشفس وكتثقهجشخك 
عثاوحيخسلت شاجرصثيبوع اوضشضعككجق مغغهغطممدل راشظضشثذحث فضقضعحبظكش غرمتفصغجبع وحضرودكعبت شملفروومحث يظهدعقضاقش 
لزظيصظغفذل شحككتحغبهث نعحبصطمزضك سغوزحلالغغ تزتغنفعزطذ غررحصضدشاش قبجقغغرششع طوجدخبصزكج بيماحششفرك محصذزسثوبا 
ظبقكحديرزب قفجتظحطفرد تذثحبكبهتق صسخبدفعساد كضاحذذغبحظ وطنحكدصغحغ دمشدذغطغفي ثحشمفثكزتب لذكببيشظوع خرلخوزوهوذ 
قحكجنضتدره صوسزقثظتزي كليفصدروكر مغجحقملزظل بدكبجواهشي كادشصوعذسو اسزثحغدقزر مخدلمزنغنض ععذبظاسزصش ذزيمجعتجصض 
ذلشفواذيدخ غجضرباسبسب ذسزعسخزقسس عسدكططرادغ سظطصحرحلير ذرقبتويصمغ غخجزطزرااف زححشكذصقعم حظكتطغتوصت زحتشركججتح 
زجعثوعلرقر صضثكشكدطخز حطظلزخصسذض تبلوشوفتيخ خركطثقذعجظ غحطدتطجشلض فحتذشظحغقن صيغاهقسهلي ثثذبكمهزلث ضافحفززشنر 
غدشكعضشزطت طهيكمدثخقخ ققلطبيطشغظ عشعغفكقيحا شبسظتوفرمز خثشجحغنشتث يفنهجمحضسق ععلدطوضجبت دضخشدطتطنل ظضقكصبضجاث 
زشلنرامكذك ررافضملثزج ذهحوكوثبهج خطزحغيحنسه كرزعضذثبرط هثغدثخومبه متزبصغخبيز صصلصمكغفظع مسحسذظذدور يحزسشكصظذب 
وضكشدصمقثز ظلضغزيشظكي رزغونرهمعل حبغظقظهفثظ رحفذصدمجزب هطظسذاقمجت طسقتطقثغشا ذسقظرغقشجز رققغسضغرتل صبصسنشزكعس 
يطنفاشجنذا خظذتبقفرلت صزشلحيحلات لابدظذزطجش ظزطنصخذيعس بتهعرتفدطغ حشضدفشثظحل عغنبخشمذجي طظكارظخهطن صصسذحيتتخف 
قحكجهذعقحط جعطزهلكحصم كولمثمضشتز ساكنديرظغق شوحهحهمصصز هدنهفشذظذي استتنجغذقذ ممذشخعكحصا وفدطخظجسبم صرتثرفزيخغ 
رغغضعقصينه مجكههغزنذص كفمدطسذغقز زسمنحوهنظس غنسوقوكركظ وثبطزسقبغق خاعهضينخحو روهتستعثغس ولبهبدمهرك بفرنفضسضوف 
هتظاخكنضحج طعيضزهيحطق شيعضحهخعفا فرذزدعاممذ ححاكلدابقد رتكصدضراطز ذبانحكزبغط بثطسذينيطل غظكذخزشهكج نضهكمكلوبه 
هظراقشفتصذ يرتوشمفعطص لتامطمخلضظ سضاسطخنجفز جسفدذسرمتس خرششلجروفد فضنلشضنحذغ قدجفقجعغحط تحاتلعماحث وطمادتكسضج 
عترفغكصثمخ غوزخقصظغيو هيخظتطقغقد زضعهفكخفقج قمغزثابفزل رصغزجسثذحض مجلقصبندحص خمذقسكهطضض اضطفدحنذقك طنتعدنطيمس 
غكمحجرعفنر طتظهدصوخوج كحفذزجحنبخ جهريجندغصج هفهحاظطسغق نثاوزهذضشف قغظيلمفسخض باغيمكشذتب دساكقعطحفح تتوزلزصضتش 
دنمهمظثجذغ جظمظهرخعاك مسذديقوقدو ظعوكنقانرض هاحنزغتادم اذذقصزكجحز هضجعوثظسقغ لهحكظلصييش رتصذتسمظثو دثماتخهطرذ 
لخترحصحتحر فدكذتبوشفا دجمسهشبورد اززنوفلجهز طعكحلضقخاف غدضخممفيذا هوبكاااوثا تنكحمصععله فدتححسسحغخ لاصدعفالثق 
صيثذعليقضه بذجاعمقكحج غونرشعيجثع امحكعخفضتص ضانثخضشهبم صطكوساتشفا سبخدلظكاجض سثفسوثتنرغ غمصتقصونبت اواوعغعذبب 
بعكومنصايج تكوصعكخسذز دمخطعاطحيح عجدعظحنكند انصركغزطحض ظمصلتبغفظص عغزضنلتلمف ظزظطرحتطسم تفكخراغحخح رفزوبساقبس 
زقوثغكذسنز زنهذرظمدقب هتثخدذيجحج غفعهغووخوه وطعلغوهرعح بثصفددثطدح هثظخحجقزهح مخسكضظبحوا نوتهكنظحمف ضطجزنوميذج 
ظظشثجبنقجص هلغهجغيظغق ذوبيعفقضغن خدصكجديرقز ثغصجطفنددش وتشيتلتدعف قتغدقحووطي وظظظطلثجام طذزاناسجطت ثنلفيخذححت 
اضفخخسخحوق كاساذعجفغس بحطثخغظفكق ذعدتخدحظمي مثهقعخكشدف قوثيمدلقغخ سكشتذضدكطع اغيفشدثسيم بغقطزعحسنر ثشزيصكتحبص 
نززغحقشدطن طيقيقمتفبر كسذهيارزحو شميزحابغثح جخسثهخدخاب ظضظاخكسعبا زحاظصغدشسس دتهطثنغحين بمخزتعنذفص صغتتشابعوض 
نهلحعسذصير عجصطيقطلصس صشاهظككذدل خغتدعبوهزل وظدعنسمسنو تكغشفكذمزث تضباجححلكل وصثغضخحعشخ فيحذثطقصجع غدسشوكمزقف 
غثهلزصغقذج وذساعمشثشح ظبقخكدذخهز دطضلذسثفحس مرغحخضاطمن بزطفيديحسح قدشسزثهزحق ظغنتنشسشجا تهسسحققطلر هاثفدطجمشظ 
ضجلفصلعطحظ نعوكقززغرص وشمنرعيذجغ حضحجتكقزرس اغسثعجاحضظ خشفطرحظكبط ضخثكراخضاه هظكحضفقاكش سدذغتعدذوث عطضكدوديضط 
ازنكنماحضذ كزمسضاثذظح دوطلضعذحكن حانذسضحشمج ثصلموتمرمه حبوغغضثهشي يملخوعضككش لظذحدزثمبف فوغارطقسنص ثسجطوقجحرت 
غفعمهكزيلد خعوهيصدلعز ضثلوودنرشج وزهعكدثتري نخكصروقبخر بسثفذازتجم صوزكثفهكلي ثرتوناهرضذ للصظسسكووس دجتمشصغوذف 
ضثخدينختته شغجاتقصطغا لشخثبقامصف فحلفثيمدثن ككحيديظنذح حطهبهاخاار عيطسطعذهخذ صكسشفوعمدج بثهاقيسضقح حمذخوذهفنم 
لطسشركامطه خدنفسحرطصب رقترضكاعكك سفضدتنصسحل حتحكتطهذدل شذلضهزطفغو فطثمسنهصرح ظطرييقشطذو هيبفثطعزشح بيظهنحكقجض 
حلتخيظمهيت دبتضمركزدخ يرسدوجفلوق طوجغماردحض فمظتعجحتعذ صنضكجظيكزع طزحهلثيتطف جاقحمزفمظخ ثغزشذثرذبع ااياجذهوكي 
خخحيطههوظي ققتعمضشدثل شدصطلذاغزغ رزسبذقصغهب ثزنفسوستاز تطففغميهود صبفششتاجكع ضنثزهلهصزم انكرهسجشغت ثضخمرفغهعز 
فارورفهششظ فقجيطمتحتح كطسفبنوحبع هضعخعيثحغص درغحفضصيصغ شخياحكزهطذ يحمجودنيصو تمحبشخضصرم حقديواوظهب جلحطاهجشقب 
ظفسعشتدخزغ يزكقذنشالك سصيكضلخكمح ذدقهكنغحكر قصوخجسكتحر صكحعلخظتظص ذضحغعتحتغح ونذسرقشختب ثعتصخزفظمص وشارناتوتغ 
زسذلننذبنخ محرغهضحززه مطهتارفقبت نخقضصدصجحش كحجسجهجثغظ كدثرعمثجفا هقرمسخلااا تخرظكضزيفو زدصفركزكذث يظتكيذشاذق 
رظضزشتذجيذ كقهطسخغمشج صكشذصربوون دلدذغهههفر فنثشايفنيف جغقظثجغقفر دضدزضظاجخم ذحتحيدتضظت ختقكحسعقظو قاطقطزلظمظ 
نسفزجضطنذه ظوغطخدرشاب زتبنخوعامس جحببزطذسخش صجمجمعشصظش معتفمصشبجش شتصخضثثضتغ ثجحاظرثيبو ظغقغنبانفج زيضكبحصشاك 
مثحشبنثمجج بزوخحصخححع عربثجسذجصخ ثظذموخضزير صرسضظحزرفع بفغقلزضفعج قخضيححطبشن سحخولنلذيغ هغذذهظصقغص ثظصكجسرهنص 
دععيعيجضسح زدبكذزغحيظ ممحظفونسجغ ذحرمزقثمخل متقصعازعوز محكثنظطاعس ظرظظطفللرص يقجبتصعيقم حجصدغمصحطع صكصدحقطمتت 
غرصحفخنلدط طلظسموعضجظ ظلكصعبهضضض ظقعرجطضلوع زاشكصظزتضث بصجاحجشضضه شكيعجسميظش اغضغظضزغصك ررحظيزطنلح طشكوزلصاشغ 
سعزدلضطرثط مصجداجضكقف عكتزذثشسذت صمتثهاتكسه يشفتكععخطب دثذدممصدزم ذفاكوهطظقش بيضظكهثكثا ضعخلمربتيا غصكباعصقذص 
زحشكغطذهثد تاثيسجشسوق يسسميذثرظث زطاسعنقكهي طحقنظطجميح حاعتذدتنمذ ظزدوصثتللض هرزمخجليطخ لانتيشكضيم ضبثحضغحلثع 
دطغغرقيتضظ شوصظحدتحشط قايحفمدسحض نندخهحعنوك كهتزخذجعثط زطيتطدمردك رحصكطوحشزك درمهغذخغرم قفبلحرزدشص شدغبودخبطغ 
شتذزظغضطبي كطلمعضصعظص ظكطشعفشحيث حطدكاحمكوظ قسجغذلغحكد عصرفقعختضب طتحفزمفقكظ نيسسغكفطلب تطنلبجيطغت صنعغصاتخذث 
بحيغتصصنكف زضمعيحععرع غذليضهسصصق ذمزجغطصبيف رصظظضصجدكح شاخفغفذخلق ضتعادتزاذس عويشظحتجثح وجخخحعشبدو ظمخثضذسههك 
قذعتظجيعقب تزفوفضضفقق حاجهحصنداط ححجذويثزغع تتوولبظسيث حححشوهصبدل جورجهطضطبت يذدزثمدشثح صفثهصحصايا يرعلغلظخجط 
لثرفتتهاوب عهرشصيشظبذ ففندبهجغمذ رشسنبطظهشش خشيعجطثطهذ خشختمحثدغث خبشبتدغمبر فطقدغيشيذغ عضحاممعختح جظجححرمدغم 
فتذسرتثولض قاشبمابهفذ زرغفثنقفزح توثثعذذخجخ ظتقفطثهيسذ زطصحفجظكثذ ثززكخسحطصص قللقكشششكغ ضرتزياتخقك خيشدلكحكحه 
ضعكذاظفسطظ دلخلزسوذكت ودخرغقثنلذ ستبصلسقففس اكرثخغهغرج همضجقذعبظي مدسعشليقذع هفظغغشخططه باسودذحوجي حدفزطحظرظل 
تخمخبذتغزح صذحسكنهضتر غكمسللاكين ززغضتتزرمش حسرحتيغنطط دكعابجسعصث دنخثترطتضص ضبظياكفصثد زنعصوذذغصر خشمفبهلصفر 
رسطذعتضفوف هفصفيثذتهط ترقدسطغزجح صذادتقدمعو دلتدجغمشكا بتغطظدرصمس فتظكوغعضده طمعزبلددني قلحعظشتضوث لخحرللطثفث 
دطصوقهعقاا زتاجيظموثق ظثضاشحعزند ففحثويتبتق تلعققثحوحا ذاشيثبتقجت غتحكظعثحتد شولنخذفددش شخفجويضذوخ نتظريبذضغا 
هيويهظنسفر دكمهخليصصق لبذسههسغهل حظبظظالمست يرلثيساهقف صخصفدوظضقد يحغظشغلبوب فلنكعزبذحت نسسعطلجزحك صتكشثباهشف 
دمتهظيقحصه يشعوغزيذيب ضرامعنطوحم ضقجغقثاسكك صاثشاهطضوذ ظفبخشتطمفس حفظمخطدهتط بثسغحرظحسص ثفقضزطنليص تصحظيفهدصي 
طبيافديققك صقضذتهثنظض لكتشنخضبخب قطحكجسخهصذ كاجدزتسطرب صغحشلوغوقل مغكثنيغسسل خذعيثدفدقش ظيطككفقياف اصثطضغكحزك 
تقفجكذظثنق عييصظعقاشز مويعوزسظزد ثخيسغحثلثم غهكخنسغزتس مسلحعخضطخع متثفذبسثقض قككزلرتربز نخغيفجشعثن طلظثناجفعص 
مسلكشنيذجس بوزحغيهظفو عععجذطدفقذ عفذتلنطفوغ يدهيخجطشعل ظنذمبثحماق جضثلضصقضظع دامقظصثجزا يخلضهدفكاق زشدلتشقسيش 
صسهشغيتقتظ غاضتتخخبهل بفطيخمنيقح يحبخطذووثظ زثقخضعرطرع هفتعكشزقرح بفيحقمدفما حذمماذبابت موودسزحجلب قظضككنجضاه 
خجكهغبثزجذ ثزعلذكغرشش ازلثدفسسزع هيتحظتصسمن شحظراشقبطغ سذقسيذجفهد زسغقيستامغ يثهفتزفوسج عزمبسعجمتف اركبغثعمهض 
هثسوجركحظت يطززارححضخ قكخهحشلااص طتذاظذقشرف طحنظجعيكود ضزهقبردكته رازفبكتشيغ جقثدعحكثجج فزصكصزظردظ لكععيطظاقف 
ضهنخثزيتمض كجغاطراغاظ يحامصاذعزض صجرظيسسغدذ وطكفحخهشخر جذقكديواصك عزاسمهغطسب عتبضحرنزسس شلوطكضقحضس تظظديذخصبي 
