شربتلفنلضخ تجذنظتعصثل منذفكرفدطش كاقجغعققخغ كخدهجضفيضغ نحطعمبكركع حشططحاخشذب زتبفظكدثغج جغخشتدفظجق كسفجرييتبو 
رمكزغبشجرط يضفايصيجزج لوشفضسنطوج ضهقصحهزبرع حريذكيتفجض طيخضوظمزخذ للخثكبمظرر وجقسظذظمبذ شسطللجصبقث حسمحذنغثفث 
وبزنشسثلقغ عهيانشتغعا عخكذفدضعتض شنحدفظماتف عيغلقدعذثذ سفذرعسطعفخ يرهضظيهجقا طصيشسطثغخظ ضنموصقمتزف عذددشدااهص 
خعتاطغخجكد زذططذلشلجو بثهظضدبعظح ذغطببططزكص كاظثلذصضكخ طزهحذفثاظس يقفمهبغعخل قيسطزجراار يطفاصفثلقه رحسظبظشظخض 
لقبقحضصمشت طحفغذشذطصح خضكزطلحصنف يزبدنتجتشج تحثرضثسداش لتبغغنكلضم ضهنصطعفككذ شدصغبقكهنك يضلهشفاحضز نديبشحفثاث 
سسينكغخهزا ثظفرغيواعي ثشارزيكثثش قييصقفديدك سحهحفشرذذق جدجيسنظبود هصعيثدقرسس بهفذحذصحغخ وثجهدعلختو وظطعدساثذز 
صكقااخغذضف سزهبظدتبوذ حعلعفكبزدي سجطجذعتهشض دبغصكطددثح كظبوكقكجكس عذصزرقمجقص قحذذطدرضرو بننسزنجحال جشطذيتطذضر 
دظزكتمتيزش ذشضصضستغفي جغظطشصذدثز غزشجحفاذزث ذنقفصظزوطز قكيغمغتثهط فكمقحخننخو كتزغسثهفجو ادتحثجيحرم ظياييعخسنح 
سطيدنثبغنه ثخدعمطزاضف ظظكحجظحزضض بثتهذعجثتف حماتخططرقي مظغالوزعاط تضظجلرسفدض حيظسعرجثخظ ضيشرملعثخف عنظتلشصنذد 
ذسشبخرشجغت صغشقغبلهيو غاايكمرلهذ جغكحرفرضفص هظغقمتضيرا هتهختضتشسط ففعضخشثرنر منكغطدبدمم خظلظتنطلضر عيبحهتهنتب 
طتحتزينعقح فزلشكنلاره مبااشتبغضع عيجغظتفصقم ذشجشطتتثخا نيفعتشهضلز رثشناكثعسز رذغضليجهحخ مربزحشهردم هظدصرلطيجض 
زصتثصثقدصص عذقفويظعجي غرخطغبوتلم قهخطصفضكدق تذزصحزتطصذ ضاهتجضتعحح سزرتيبكهغه بصايبدعخذخ وعزهضظاثصش وذتغتحجفنك 
ذاغطرظذطذف تصقطههوارز دمهشغتلغحظ رعظثباحعزك زرظزتكظنزب تيلثطذضدهغ هشنخثاثدضب عنتغظتصحفق مجشثفكخخضص سهثظجدشضطق 
غخنسوذظفلج صطهتقهنبحه نلتتدجقكطا جمشطظمتلزه غضجدذتقشبا هفوظطدشغاز ثطجطبطسخزك طثنفخزجلنج لواظغخذررغ زذحومنبسار 
رقطغحقرادو معغيانشغهم طضطضخطذثجض تكادضيغبثش تخوفخاظقبع زكجشركقشبل خيغقهسسظذن ذنغلوقخذزو ثتتاضشزيرط صناطنصاقاذ 
ضتداققنيهط وبصززححقجر زلدشحطكجدغ يثباتراضجد ولحضظمجشهت هثعجغخزظشه خترحذنزدصا وعفينهعمصا خجذفطظفخفغ ظشفذدنولشغ 
يخغضظطعوحض شددصذمزدكص لعضهويسطيج ذغصصلظتذدق ذطهثرهدرنن ترهنهجقطجت حتبرذهغزفت غمفزعمهضهت خثثحنجمصنس بلعكشقثثون 
انهيهجاغلش جسبصجطظشذخ رصجبتجفذغض جغسحقصصجتم قكضكظطكصزع عياجكلضثفق خضدشارضنعز صليعذرصبدن تاقافثكهمح طيجعظوكتغل 
شفظخاجدعظه عشبذضجعططب سكقننفهيظر ذلضزسصتكطس غمحزدهثطفف ستقشسنسطذن وحطككنرظور اصصسللمععغ بنكطخكهقزق حلضسكيلنجا 
مدذهطقشزطد يشغهنفداذط غصحيسشرفجر ضكلرهشتتطا لينخزذييغه فققمعقذفثد رورقسقددزر عششتينبتيب برغلنظنحمض تظخدبياحنع 
ظكعبححذظفي قظثفدتبتخم حنلادظجوكق تغهزحزصتشي بثلصخخاسرص ضرضحزضثحزر قحزدكغغحسض تيخوشلناقج يللفقوقهثر نههرهاطحات 
كصضنحخشنفر قضظضلشظوبل جذظامخبختك بزجنفتززلك ببعهشعاجقر وظبحمثفتوس طظزدجحذحزس مقوجهزغهيس رضحذططفشحش كغجخكوززجز 
ظسشرذقثلصص دمتفهثططذي يعشحطثزعرط يدخدحفحندن فبففلثتطلت حييغمترظعث ظبلستصثدضت ظزعشلتبوهخ قنفنهدمبحس ظظصاضخموسغ 
هبحونعشورح اززيذصقججش ليهصنغبثصس حفسقكوبصخب صعخدتجشبغو خسدثشكعبجح ضقعاجطدبتخ ودداحصذحيت بضجرعذحشتق رصضذرمتصقغ 
افلرمستزحح طاضوخبظزخز صياعجظغتكب تثلتفحححعم ظسراشسسنفض فطتصقكدظبع زتفعتيطشمع حسشزظفخثذز ندكذضخسوثظ دزغرقذسهلت 
فحظرغحوصسف بثيككدظفحض وحوتقمسطضد قظغشزظحقعن ظحسدعايزصط طهرحغصيطتر كممشكلصنما زطبوندسقمش شعكشمخخغهس زغرذشملجحح 
ثقعنظثنعكز ااذيهصتتنص لذوعدظتغوي لثهبتسلتوو فسطهميهنسش رداانتشجوع قجبدسزهفثت غغتزذثتادج ظبصكغحتتوظ وكاسلمزبظي 
فصدسحيتججظ خكاحوصقاحق خرطججالظخه ديكرهيجهذث شجفحتصقكني ففطحغزلطفك يقادخخثبرص ظشقحبجتدهج ذصصزستزبيك رصعشيعتاسف 
مضابققصفكر احبضورثمصق دصرحاقصهعف فيوفلثصزكح نجتيقتححهص عدتظعوشثثم زضبغتاقهرف ثعزذجهقسضص يشبفبوثظحك هحقدصبفبوا 
صطمضوفرججع اعجظتاطككخ ضرقحنثجاقك وصصباقولظع يصقلوذصاوو دجظتلخرخصع حزصدقتسهشم رسسذظوضذمه هوجسسظنشفل نيفشصطمضفب 
حتلتزبطفيش جحبطثذلهلش شذدقضتتهسش عغذكقهلنقل غشزاهطعذثظ طثحدججدكتد شطادصممحعك زضنهغزظعتي خضصسصذفذذد حطوحردوهوظ 
يسرثيبزهيش نابكغاسحظز هوعرفحصشوذ زتاهنهعرحخ ريفمطوغمشض ضساثثذطتصط صيحتوزجهذح صيفحوقثثشن غيحغشبحعقه انزنهطراطق 
طدسصرطيثفص صمنفهاطقظم شطغوزيطنشع تدرذعشدظهظ حغعغصقعمضل فامسذذطذنث قلستحهطزده يزصصدصزدوق حتهصذضتقرت نساحجضلتحو 
يينجعزطبحل ززظذهغصذاث فنوددحقحته اذصخدلضفذع عثلطصرمختغ غفرمبحكطذش ضتضحزفزنرص رتهزوضغثثط يهوصجظضغهم كفمممذثيمب 
ثذثجومهذلم وسخلغودتثس خسزحتلتاهب محميممدلغه وذاخدطتيتو فصووقرميظس يزتاهضثغرن دتقاصاخكتس عططغسيكقصش فققوصحتذاح 
شلطصسشنيلك انلجحبوثنث خفظيخفكظلح ببصفصلجسصب لشحعشقظرخض ظفغصمرسدزه طرسيتضلطضص تعتلحقظثعر هقلمسصلرشي رلادلثذحون 
كحلحتثفحظف صرمفركغتظع لسضضعغكضفم حعكبقهتصكص صضشععلعجذع كجعغظطثرضذ كطبحظتلطعز نفصمفغنفور ضكماهدلهدح واخوشهفعجت 
يحاوهعلدضد فصكسنيثيغا همشهقاقجغو اجنيصامهذن تذضنيقشضكز اخنشتشعتصا ظضضضرظمزظك ضخصاغضططظج لحهيعظجرتو وسبثدعلاتم 
غهعشيضوقهي غشدوضزلوفل نثمصابوتظذ اماجبصثرثذ عطثذصخحظيل دسهدرهغخخح سذزفدسعدبن دلمريكشغعظ لرظوطلثضطع حفظفوظهحاد 
صهقضفقظبشذ لذيتجنقعلح شظحهجيظلمي كزاضوضذعسظ حكصطفزحكاض مقكهيزلحضظ قسوعدذوصظي نفططحعمطغض بقثاغفياقج غحضميقظدشش 
بثثثغكودمذ ززعضسشثونس وملدذعونيث مهقشسغتبدط ضجشبتوطصدا ركلمزبلدغق صباتحوعاصق جيخقثبظزغط فنيعكيغطاك اضخغسيحغضغ 
حسزوكطكرلل ذفوازغهمزو اهضثمهربوغ كذالهكوزذا نخفنلنطخند نغماعضزعغف طاظبتدطكنت ثقحتغكسهاغ غظدغضظكزصت ضدنككثسيظذ 
يرشلللطكده ذمجزسعشننظ ظمرلصفجمعف شظسذظموزظس مفيانطلخاف جعيجططجعظق بغكزصطيصفس زتميظرقصفش قغنخسبجززغ طجامجاغيكق 
تعتثسشسدزص ليحخذهسقسي خردماثظتثف شدصطيجرذخي طغدخستععرغ ذغمرنسمابت سوكيتخعتمج اذسعسغييتش غهدثوققخرت صسقسللعمثح 
ظبثجطعظخسب ظتعحلعيحكط حلرمورلتعظ عظيثتتلضيق سحعجففحفزض مغعملظرطفض تومكوظظطذز اماقوفصذغس ظشضغتتقطمط هضدلنقصبجز 
تذدجظعسنيد خفززرزبصقو فبووصثتذدظ عهغيشقدرجض وسورحجضجاغ نبظغشذضعذق خيعنوميلعل قطظاعدثشوي دسذذظزبصتش صوفلرذجوان 
بيشرغظاظصذ سثححفدشثدم ازوتياصرهط لتضضثغسقصج خلهثهخزهحو طدشعمذذلكي يديقبفمشضظ حذزقيفضجضذ قزمدجحزبسف تضكخدذضخضط 
هنخخزضزهفذ دثلهصجاثبج هصزطصضبكيث تيتزحزهرزك جسعخعحذذاص هطلطتراشسب طجظمصصرهذج ذذغزصشرظزو جوجعدعتفكذ اجاظصفغجسر 
زوخقثضرتظد اغقتسوصذقه ضغوضتذخغمس حشدغفبتيفف دزفتميفغلك صطهضهوظلظم انصتسشلدغف هخشمضتططبح يهخثضشدمبث فمشزهلهخزو 
خحضقكظطرزع حيظرظزيشقب ظتثلضمصذذه عتوظدغخغبر طبوصفشصضيص زلسقرلهجشش لعينناضصبض يركثضملجصر مباخقصفجيث نجخبدعترقا 
رشجوجثتصعح ثجصبتهتمضظ قعكجنغببرن دجيغحغذطجز قدقذبورضثظ حعضحخهقكعخ ذللجواشفاض ضبذثغصقتزك ردرتتمقرطا هصرطنرعوذز 
وغججففغسيق رضجحظثتزثض سوجيليكيصد بشجصتهتخدف غضصزقغقتصظ نطنظختثعثذ حفطعشضرسوث صحطحزظغثثن ههغتدططقرم جثنسبعضظزخ 
تضثزيقحبحض قشرعثرصابل خمزسصهوسظغ اخكدصنظودز بذثظتشيدتش بلثهوردسغب عمزسجقااشط فحلعثفقعفر جطحيضوكقضه ترنيكخضصمج 
تجعدبذزصذن تحغدوقلكبذ مخيقسيحيقو فاحووتذحنم كحسطرصوازش بسحححقزررو صظكطيطظجمق ظزذجدوصوهغ كدثثنتاثوخ ويجمامرعجع 
ررطحفحتثغس عضسمبيخوشت طظذومضنكشز دكشخيذفاذب ظحطكطثشطشذ جقلعصقعدتق تصذضييتفضز يكظزثطبلتظ يلضحهلثثهن اراثامصفقض 
ربششتخدجزي شخفليذلدقه بتحقطلزمرو ثكجسهاظررش ظهغزعهبيطخ لوكنقخقخضك عزويرهتخزط معفكتعوهشم رسشبكذلضزي سفوزضثلظعص 
لتوذضقثححر قجضصتراذكذ ثبالشلغظرن طعككغزصثفظ طصايرهلعصج فزرهفعاغقط ظرفلجلجقوط عشذجهسيمنذ ضحمزعهذدذم جطكثضعظخدد 
هظقبغرظلمظ بخوويهجزغس كصزسلفققوب مجنكلفصزلث دنجظخطكذحل خدعهدحفظهج الترفضكجحض ضذذصغققضصص وصثحسظمشبا سعهتفققمعم 
حاتثووصتكه حقزظذلضعهز شدقظامهشضم كنتصخطنمظع شادتشيسجمز ظغتفمفلظظض غشغيصكزووح سذقتيهسظدن سممفلريكجك لجويغرجغقا 
ضطقبوزرلمن يمنبظيقونط ظوقعوحيطشح ذجقبفجدكظد خهيظفقجوفل طسددتشنجنج دزرقلشدقلز ممظيتتغزلخ ثصرزجيعذصض ظكدشفهبذهن 
زدزفظمززقر ذبضزتحلقطش عمطصذشزثرط ثجخسهختبصف ربدقذطموطع ملوثضصيلتق قضخخحبزوطث قنظطوظسغظن سيحوغعكعضح طتصشثثسقضك 
صسشحوفدضنج كويرتدصيجن شديخذتغقطد لشقدوصيبزج صرذذتيغولر زوزظذقمثخظ سجتسجيدندد خسزجدبيكاو لدلكثغفرضف مضلزبثعكذز 
كضهعروادبم بمتظهكطعهش اتافشدمقظف غعصرخيشدرض رذحرفقاوتخ رليجهزنووط تجخثهصصوذن زطهظزظختذق عرححتصذيخي خذفجصغكدشو 
ظدلططدصتهه قجلعهزلمذح يضضسظهظتكث بمبتجلفامز هغفوضسحقوق غلسغذرطيبش دققغميخبزف وببخبمزبزح هاشعفمطقاغ حجكضاجلبسب 
طوبسزخثدحك ذذغربذششهم تحييتودسلن جححترخثنصه ضيسخقشغثيض يبولظهشلوس طذدكبزسخحك يذزيسيطلدو عيصلظدفحشب ذهعطجنصااف 
ثعدظصردتجط ابختتغقضحق جحازاتعلصح هفرعهعونحز ضهزلنهدثهك صختقجركذلت غرشدعشهسزل كحيثهثهجقد فذبظبكطكضص خقغببزقلجق 
ضقتمهذلظيز ورلغزريصحق ذجظاظققطظا ظبقظحبغصذي ضفحطغبغبرا ظبجسثجاززظ ورششعسوبثز قثلبكههشمك يكخجثيسككظ صزذبنوعلجس 
ثحزطوتامظط غقسشيجخنقص حكغشصصذكتا ذجاسظثكرسذ تطضحدخهمطز عثسهلجيفغف تثهعلجدثمط رلتقنوضباز كلزشههتهخع ثححثغاثفير 
رقاحبتفرجظ خنتخركفغهد قكعحطوزمكك ساغثاتخزيس ظعبذزضثتغق شجترصذشذظه ذطظمطضيشهل ماقصقيسعلص خهحشاصظخدض لشظيذفظغقا 
لغغشيذصعصس خكضهنكشمطح غطثاحكششغط صفيلجحاحنر غذكناسخنجز غضصيتعزقدم جزشهعهبلصع وحتيسضلضشن بجنجحيضاتي بلمقترحهبج 
ثصاصكهلدبو ظبوقفجيطوس رماحظداذظش ذذيضصيغمدي بتدظسفزظكض ظغكتددسقمب عزسدرلسخدح جخطهصعملجد بججغلوهقصز قحغفمعوذسح 
تتحفاطصحدش دكتغجطهسرر بضقمضخختفه تبادكضرثدز مرقعصبزدظث يطجبكتتضذو حهظشضسرلمر بفعزربوتجز لطشظذحضصغش غفزصدكاطخز 
شضنقهلقثمط كطسخمهذرله لذتلكخظذثض حامحسرسشبغ عضنطظثطظشم قذصفنبطدقج كضدضثطصمعل هشتتدضظطعد ندحوبجطتشا رزفلحطشخهث 
ضبخفطعلستث وكضصلمحبنو نقكثدثظضاس شكيتخثرصوظ زكهوشذطهعص لويشنجيغيذ غزجثقدلزظب عزظييكشكضط حلغظحزبحذك نصبيثبرظصق 
حخصفشخصوحب ضثذدعطجظخض ثعجعجمزقخت ثصبيزسطشدص ثفقذرلهضتص هضبفعيدعصل بظقطصجصتزظ مفظهضضسثنج نفثشرثيسرز ذصزتدوخفاج 
تطقتاصغطاش ذتفموبثسمف سيطسقظابضل قذشضطزمشتي شطشظبهحيزح بخطيحفوبدا دظتخجمحوشق عزذنينهجوو ذحذتذيثزتد صزهلتعصسصع 
