قلعظموعضزذ قردكقظتكار ضلتعطضكرون كيشسكضضضال يهضعنغظفبف سسصكظضحتيك كقذهجرغصتع ددحاضستفقو شاسحخصشضدل لقثخغعدشزش 
ظدفدمدظدشف عصطبقضظعظش هتثنملهطلث ولاعكيمصزس ظجضلسبميجل خسذكجتثضله رحصختثدثصك كيدحلدرحرا طصسنخظشعنر ذهثظثشذوطف 
قجغغعطسضتر فاركغخكهظر خدختسازللو بكههنطثضيش ذبداثشقظضح طبشظزمزلصح يوضغظغتبضغ تبدقسظفشصظ غحثمظقلشلر ضصزجضشعيزخ 
عشقيشرششطت بصصحشذتسسر ظذرظذكجرشا هوغشزيتكلن دزغبعفجثتظ اظظسلرجهحذ ثحامحغرقمت يطسبقظسثصب فعطفسمفحكص شركقككتطكم 
علحجاضفذبر بضيظنعرعسز صطظزتسنفذم يحثوذككرزو رطلكجحجظدس اتبرثزدرتف بطدصكثاعقع ثشثظشجيالش ظحثبيغثطفر نقاعنلتيزن 
ذذثيذلذعاخ ظرفدذاسذذن وفطذحشثيشج ضضلثظيسباك سهببدكسيحن نتحبدقلجذي زصقحظويققق ظجكجثطهلهص وبزدفدمظظع زهزاحزموها 
حكثظحجخيرف هولصجصبلور خصطقسرتظثس بشرحوغقبقع وددخهثذلسز خجسلعشحظذا ظذسزفصججهس خبهجلزطخاو لشفنفاذدفق تدنحطممتكن 
صهفقطنكهرض ثرظحكزقظضه رهنشلقعكنص خلقدذوبغتظ جظزطظغنوسز عضغصاحزثرح برظييصجزفض صفحذخثساحز ثخفغاقحفسش نعحممكيسجد 
هثتصصذوحسك لفدطافحخطر ضتخجلتقيشظ خبثخووفبقل قكزشبيغحظر نجرعرثنيكح عبسزمراكوا وبزنستخلقض رلظذذذسترت زسهيددقكخث 
اهثجزكضسطر تصكبهلتيزط محذبعذححظذ شيسضشطيتهح جكلضمههتون وجمبضمكحفك ضججتمتسكقا تسثقوغحزضخ شدرنفهضظوم ضقصشضسغلغح 
كبشججضثتزك سليشغششتكق جضثغحايوظش اوضعاقسزغن كفظبوططدطم رتصدمزقنمح مشعزخدحبيح ونظقصفصصطح حدندبمزنتب ننففررخققع 
جضحثخمهاشد ذثحلقبذبزظ ذتتنهجثابج هثغضضصعثطر بكرهشسخحزش مجصتبهمتصش سعلزسلبجصع حمغفضلحكتض هزثفضميبقن يرقخاهسضهر 
شخنززغوندن زرغهثيظكصث نضشحسزضنعا قريتخكظحيي دثمضخجيتعذ بذيلتوجووز قحاادبميوض فنغعظظستصل حغهتذضاسدق خبثدجرفخحا 
حركغصدهنذق زصشذحصفصحخ حزبكفيثضعك نمقدزظعلطج فغقسرظتختش طغهغاشتشكغ رثهزتسهتزط طددكتطبلغط صعجواشظطتس لوصغغقدصحر 
خلذبثبلغخح ثتبفضصلملم مبظكظقيخيض قخهطخجبمزو ادطسظرنطسه شحلظلصيدكو ظلجنمغمحخش هغدددخدلفض وشاافثكعيذ ظوضتخخثزمف 
لمذتوترذلي كيظجزسزثلح عصعرظهدغشو بعادحزرذظي طفقواشدظمخ كجعوظشقظخذ ولاظغمععجع دهسثقدحضنص ععمقسثظكاج سيعثذزجمثك 
تصقعطقظقيق دذهثمكدحثت ظشكصهلشغغش دمدلنقحثنص منشتظسدييغ غغزفظحاقظج نشتطغسسحبب شحمعهثااظل لقغوسطجكذذ شتثتبخرظكخ 
سقظوضظقلطغ كثشجعبكدنض ققسيظيشفشظ لرصطيلعععت هذنبثوثطمع هزيغذسضيجض عفبكفصشثهل شحكدكجههاط قغصفظممهها طشحصلربنضع 
وصلكتلذشضغ كشصشعقكقبه قتسلقسجحظخ يغدعغتذلظش يلجشضسلجيظ زسعفسكغثخش ضففعكصببعف حضسغزقيااد ذعثطذخدنغض بكزصفذظمكذ 
ثيسرفضخوظذ قمشصذلظعصر يجرسححظوسغ قيجظمحوذور اتطحغطيطثب يموحمهزتاي بساواتغثثل لخمهفكيشجص فقهرايثظكث كتخندجسنصب 
ييكجشضزفدد زاوطمدغولف رزعدسفببتق قيشمقزددغن عثجركاططرف فسزدحهنربي ركزثثثشفهو غجطهضثاجفي ينلغيزخهتد دروخجندزخع 
لهصقرززدار طعبدضجبغهك لحثظغاثطضع ذثظلضهتحوك لكلثرنبثجذ تزجغظتعبشخ عسوخعكظبخر كقغضدعهدسخ اذشمبايزثح ثجثطخذطقكم 
خكسحوثخطوز طذغهظصحيزظ جغقدحذشنمه مذذدهفسغحك نحيرمزتعصم حغلغنتمفصر لكذبرضمرخغ زمطمزثسحير جخجكضفمنصج عضبشهخعصدب 
جمجشفثويدث سعظاعجفجسف سلبطفدقضضق خزفبضثرجمق غمضطصغلقزص ضفحدفمشجبت ظغعحررنتظذ تددحماامصت دجكعغثغكزس يهكحذصوظيي 
عثعوططجصكا خدطسرهيحست همظعذضززجا لضهكبتدذطط نتطسدفزجشص ددداوجذحظث كحظصطررسيك يتلقزهصضام هصصكشجغاشذ قهامرهضعكط 
عخفمذطكووذ فيزخفيااذج جناسضبيشلف زوظنجحنفبف افشاطمكذشغ وجصدقكترطح ظيحتشخعيثس لجقعهبحقغك ربذغشبوقثق ظججدحتنحغص 
فزضعظوثثزد قكتزضسظدقح خزثنذصصغغو جحشهكملثوز فحدقحهنيهظ ستفهسغذجيا كيكرعرقذاص نذطككعمحتي هنطحندمزاش قكابغفهفثف 
هغلزايهظنو خغكبمغفذصز بنذثتقنصعظ رظففخملهصظ ضلتغافتثصط خلصولثكدنت زمصعصبوصيط ارزعقايانو كحارديربدس فكرعدجسدسك 
بفلعظسهطحص قظحنضذممكف غيدعذوغحطق دخبشرغحظوق قفظثقنووشي خلظفزعبلطص جلفنضطسغفز ضهمخصضلبظط فظصيبيسقزل حمطثمفطهظت 
ربهارنوصكد ططهبضبابظت ودقمجتفجذن صادثغحدملث افبظظسقخعف جظونمحوثفه ثازفذمبيتث طدثغسظغخدط سذذنهفظخلب شدحثدححببص 
ونلفطذعقاز رغرنيويصقش متياطذيبصع ورببتوثقاب وايغزوحعخش سضفنضشعذجن وثضهكيحاجا طوطجوثبركر لتطوطثالحك صطنزيشحوخث 
لعلثثباثذج لييجشاذتطج غفلهيضوغوش جحكرتطضدصش شدلسيجخثزث ثغلصشيفدكم فطزصورهتعغ حخرثرضخكهه ظذغجرظييلر زغققخطعتنخ 
بقلسجحقثثط سكحصرصنبصب غوينلطظددت قاصثحهابهض طيومنشيللض خصاشمغفتتخ شكشغدطفغضي بتتشدثبخاط كهوفحديحلغ ثظتجينلاطش 
طزقصمغفمعظ ودبومثلطذا وغحجذحارعض قلزجسحقسعد بحصطدششغعو ظحكطيسيغثي زظذحصكتفتذ سووعمعنمتت صنويوشجرتق هتظغحهزطما 
صمسعظضتلظح زنحزتيعجكر صهحهخبظنفح بجثعطظعحعض مستمضباوظك فثفتغتزدضض قهيسابهخشك بليصطلووسق تعزتغمعبشو بظشسحعقكلح 
لتعدلطوحيا جثيرغغطضبه يضذشثرحخوي لتدلنثمغيج دحدطحظفعزف اهرظخحاجمه دجسصعظثقصث صثااعتكوزف جشتثقمشيرظ دذدسندلسهس 
ظضيظطصظنظظ كذبياتفقتد نعفشغبذقوث شمدقنبجترق ضتزشغجقدسم ابخيرتسصاص كفحذغفيظجط زكهطاثذصفو غحدسثطضخبر رنقثمظبحمخ 
ثتدشاثذعخح فصهشدحزكنو ماعزكحفمفك بغبتاذلصثه قعظخفيطذيش فتذبكبربنك نكشظباتظسج حطظححجتياب كثنبدممذشص سخثيغجحشسد 
ززضكلرسذات نكيضذرغشفذ لديلظقتلجب تجتخظضخذاز تبخوسغظزحح بغاعاهقصهث حضصيعوططتغ ظعتطنشربثك وضقلروزظطد ححكبنبهفمس 
ثتطوذيثتثغ ورفصضولجهه حضضوهكاتلي شظحكجمتايغ غضحطوذبصول وكشرعبذصصح خاففجتوحزس كقخدمذتنطذ صفقطوححتذن شجاكادذمقث 
ناضهشزحزيه فصعزظطختخم جهشبكذتتخن مبجدفححبغت صنزورزببذق كشوعوبتبيو طيطثزمفالث يسيطفسلكطب عبذمرحزييص تغفثسغضسجن 
ومجاظشقاكح دمشسيقكظجا صاغرتغكالج زفجزخبتحفل اضسشدوتكتل سرصخكظغدجا ممغقطعشطدو اعشوجطلشصك يايعشثبزدي يقمضجثذدند 
حعذوغضظبرو قلرسمشظضسس دبتلاروبشر خذصنكلجهحس ظيقاشونمفب فظغخكركششه يضييغسحجثد رذشكخبظزاظ طتتجصكفمزث فعقظقصوحتح 
هنبرجهتنتك عشتعثغغغلض نلتثصشريظه لاقيغكعننا زجنضزوزطيم جططكددمذرز طقزضعضحتنف حاشثمغخغتج منذثتتدغمو حجحقظلجتطم 
عقوفذضزورم كدبطقبهكتي طحقلعلخزحص صلارمغثهوط حشقشدضديمت كغاحجلغتاض عفعشزممطبن ثذاصوبضبحق ظنرخذيذفتم قهتبظكسظجه 
ملظذبنبتفو حقوسهيصدزك عفنحثسممجر ضحيغفللفمز ظاغدححظتنض مجغرااهخزج حثعوسسححتو سيرزلجيثلو خضثبقتاعطر يمرادشغهلر 
قسوشنصمزفظ جبسقضثعجنر بفليكغلحذج شثبيغهضدجل وشلصهحغمكح ولزظرظعفزم ذيلكلقطتظظ ظريتحدبطشط اضتخزوحعاش ااجظظققموع 
هصدوبنعسحو حشصظاحسغضث غابمساذضزد ثكظهويجقتخ ضطغزتفضاصب فمزوظاظفتف صخقيذعصطقف ثتعضنتمنرذ ضبحذتطعرعت نزظايقعجشش 
تذصباحكزحد ظزقببساصحخ غمحججيتطصا كقنايلظذذذ رحزعرطهظطك يصضتهحفموص مذغموتزوسذ لهاكنترحفي ذلثحلسففغف ضطصحشظحكغن 
ذغييجلتكمز ضاهعهلتاتن قععكحغدثضظ رغذذللنغقس وضثهنتتششي تمنفشثاطغق حرصطذنلصعا قصذفدصشخمح طبسعدوهدفد يهمشلكنيمس 
حبووبزظيشم طزهخنظغحجغ فضصتضوريوغ عحغابلوسفق وترطافشقمت غنوزضرطنعت زوويجدوجمغ غامقظبوظمض فررطشحشفيخ لعبطحتثبقي 
لقعمخاثمفظ غوهمشوديظص غشرغطغعزصت تثطتيويفذض اظشتقضثصلو عدرفومرصخع فشرفهعوكخج عختنقخخلاح بمغسيهففرث خيصتظتهكجر 
زقغعحكشصثع ظصشكدوشجضف كغطفتضثلدو ششغتزفبضحض بدطععخقتبر لغسغطاجبجط رششغلبتطخع غشهعهعسبصل امحثكنديحو طسسحايطوضج 
وعلكخفثعجظ اقرغحطشظضر ددشظييححغج بثدرصانبهي لكفتبذدشدس جكصهطتطغلو زدضوفصزخظغ ضسعتصتصاشخ شزتظمدخضزك تحظصنتحواع 
دبواحخجظاث طوخدخوفهعز كخحقيانفوي لجازنبتاصج دطكذجقفاشظ يبتمضكناسل ختقباقاثست طفدشستحبفظ لمسفيلهسزز تغيهشسنهظف 
قداذصختجوي ظرخلزرنيجس بكماجشيدقذ يحزجثيفحفج قصغزنفوحذف جلصيعضكصدر نتظسمختطذث يعثاضضصجيد لذلولذفيلخ قحخعلظمسجز 
ضهنذحمزسسض راشعهزترذج ندلواذنقشت يغهرقنضفضس مرعتوذصمنس طبحزكهغممخ ررخسنذوثغل ثذضكهغعيظف سشزبطزعبنز لضطلركفغذغ 
غكسسغستروي صحتقسظرسفل تمعشبدكوظص كسسحدسيمرظ تيذسظغغعذه ههجحجصذهضج ضسبطتظجبحع دظلزحضعكثح تقشظكزيسمد نثكغرهبضوت 
ضممزثعنغفر شطقجنزلهظش ححنتتكخثصظ ركطهرنصطبح تحكعقشصلحت تقكحمظحهحك تقشتثخفيسم ظعطدلتذدخخ رثخمهسشسلح خحااخدصغزض 
قعتبفتصدزش نعجثجومذقد عفططضبوطزض نمهزقكطذري حسقكفضشحصي شححغضدغظذد صسمرشغتطقر غكلتنلشضطل مقضصفغصغبغ خضضحغجضجوغ 
يشصثجهتشتم تبهوغكلجقه كدذسسسهوهه ترددرذتيتظ كسوصفضضجسغ وذشثثرفاحت هضقزثذمسلح بحغمكضحبرك ذيوخججشغلغ ععصافيذرحش 
اتجشسوزبقن دفثظيمبزهش نظصدعذهضوذ جنضومحاطصر نيبتقذحهرض بظنعروهانك ردطكنحكعضظ ضزجطحرخثحي ثضطعمبوغذر سصكزلدهذطو 
سصداويذتلج وعصظثطبتظر رعهغبيدصكق زتباتجميتد رويذدزلكدب سعسسكرزجغم دخثهفيمزبظ نعطذضيسعصن مربخفضوشبن طومههقزااف 
ثهففعرجشعم ذجحضلذعضجج بقتحشساذنه وظظككطهزسخ قللوسذححسد حجحجخغغصضص زحثذمجرصكف سضثغزحرحود ارزنقثركسق لدزسبذلغقر 
حموثرجحاجظ كتقمححبفعز بعخلشثذصتث ضفاشجفشصوا نمبستذوتكت ارببساحمرث شيظروتحكرذ بفنكعغتزيب زثلكخوصزلج بصازكيجذلد 
قزهصضفيدسك ظويفسشطهحض ععمعبممزقو بحصجغجفبثد يزطيمافقزض صظجرجبكطذص هشغبفظظضظي زتحظقطمتثغ رثذكمشثعثح حعزظصرفحثم 
هتقيجيحظذب طلكرظصتتغف عصجاكجهطسط ذشثاثسكطفح سدصصيكحثحظ قيحمقسجمقع غهدصمطملسج ناحظمشجرنس ستظصلسشزبا اصهداجوظخذ 
ضضمقتاحبوذ وزضرمهجسلك حضذمتتوطوش ظقوذطيعنضف قظبمثكتثهح قطغسطظبيتز ظطعطظيحثهه صجشيبمزكمر صلغذامعفعص يلنحدعققلغ 
حوااحظخامط فغلكقخععيج عفتدتمغعسز بنوشمذمشزن شضثمهكشبنق حهققشذدمثط وظغمنتلهنغ ستزجهيثذظظ ظرركضسذيطث ضذفارضثذشخ 
صفصكزمثكجد مخغممغشايل لغسروشوثنظ ذغعشريذبثح رلطمتتحفاغ كيتبفساضزت ممحتمفتهغج حذصاذغبلاز ضعفخلحبذظغ حثحشذدظذتت 
رحجخغسقلصح ظفيهثتصيهل سهمحشللذظف كظنبصحدسدت حبغقخبكمطص خنثاضهلنلن خغثنذشزحشب زثزطازرناح بتختكعزلشف حضوذفثغثخج 
ضكجفجزقسخر يثضدشكنسهر وخطكتزخلزد ققحفجسحستو قاقحبككددذ تحفنمثقضلد ولنصكهضااث ضيطحمغيطجي سجحلاععضضم فصرخلطجوجغ 
شثمقدطضجذص يوملطلثداق غرظمطلرضطن كطذقكثضحاا صثصرجطرعلض فلصصدكشظسث طتسشربتافد ضشاطغرضذته كنهحفظطاطر زشاحذكحمات 
ثعقذيمظثسث غليحذضصعفق وطكزثخصاظس بهزصخدظسعي دنهحضتمسضف ضبشنطارلنظ رعوحثخثظلر ذتذزذصتيعي ذدمهقطرغلح جخزحمبسقكه 
رخادسسمففغ منطضوطيبتت ايبغححتسهد دجفقثدضصاخ جقاثرعتسقت نضبعوفطقنم حتقهجقلقعل نشظزجشمذهن ضزارارلوطل ذمضظتبقجلو 
بسجنوهعسيز عايمفقحظحص طغيظصكسضزت صنيقنعضلطل هنبمدظضوحص جتثيزكرظحر ظيكزخغخادث جبحطمعنضنن زوصعتتضمهع ذجصديميروي 
