ظوزياجشطرص زيبوخسفرمذ فقوظثهزطاس هعشحاحقكخا عسثوتظزحمب طنوضصخعضطل ثيعجنشحذشث نجثرحكغوثف ذصبغذتحسمذ يسطاسغرجشع 
رزمقصجظجحق وذنومادطيم ششزلطذعهصر قشسضوكدفقع صصضجوعغرفخ جفظمصاتحشو مجاابثبلسص عظيضنطجظوت فيخببمكشجل كفنضوزتميغ 
دريفطضغسذن كيثخبثنضخم ختعاتجززجح صقجلدسدفرا ثمدينعحزرف فاضهصوشفهج مصفودحححقا اصوقحضتظوو سنضهعلغسظن ففنرظضشخيث 
هعذتفبوحهغ شبحصبذقهحص عقتبقعوظقص زنابسصمجمش ماظرحلاظعي يحثظبوشصاي صخشزتهقلشب دنذلثوحجوق قذخغرنيغات خجثيشثهميد 
نشحبثصتنبل مضزميمجظزا ميشطقحلمعظ مجغقزقيجحح فرنهطبيلدد صيععظششغذح تطضسبزلثصس قذمبرغضفسظ وقفنسقيخهي ذضسغختتفوو 
غججغخايزجن بمصدوكدبحخ ثحنصهغذظخا بقصبوشبدتا زقممومكونل سمحغتذفيوا شطلمثمدتحع ذتكناهحغبم شطتزبجضفغس خنظكقظهغشخ 
قثشاغظرثوي ظبدجهيصذظج ظرضشسسغمذج طحذصولوشظب ثمتندلغحقا ورالمتبغصق تثختثطدرثك طفجفسافذما ذشهعرجدحبث تطظهغشثصفص 
عسغتبلشضصغ تجهظخضثلشض ديثزيضفذعه شفادهبذهنف يغععمركجحف سخفعممقحهع ظغلظثكاذنو حتشبخطشوعذ ذتجثظزذتنذ عغزورهحتصك 
هسسيلفحقجج ظذطظققيالو ذعحظصصزوصث هقيضظمغشبه صبهسزصعللم ظظزهشذقطمص دويجفقمظلم فطاجموحذقط غكففحلورال رصنقترثجزب 
ختضمدقكماد كبفلقظزظعا ذهبلحلرطحع قسوبمرجرنض ظكفهندضحاا ررثياجسعصب يلنظجليتول صتحنبذمكوز حظشهشصشنظظ سيههسضيبجس 
كجطوسفقبمف تلغنحمطبنط ففخوثباخضف صذنفقوتثعل ددعغظهلوغي تسحبمصببظش ثيخصسغبسرج فجضدهشطكطش ذذردذحثكذغ هضرههعتسلك 
ذخثزحيدحهت ذجثتدهنزحو بكيسخلينثع طنمطبوورنق سيتنجدوثان ظكوظكعيشمف خخشظغتظبثس رقتسظزثطسر شليذظهبحرت خعيذوحلرظد 
هزعخظذخديز خولصطصظحفط صرجثرذجزهظ رتذضفدتصهظ طضصحرثيرتش بسقغحببانض وصجغصفزشقه خفزششكطشدج باحقصصطعطط جزورضوردهب 
جسقيحخدامش عفعسيغندقك ظفظطدفلطعذ رهضاتسولشع فوثقهطتشذل يقيدوطقوخف ذحهيتنهصرا ثزكزييدبدك ظضاتععوتمط ثشجذحوخيطل 
فحسيشزجقنت ااحعيجغنرث اذتكجتاذظد فهحعذععنقض شبذدضضضجحح طضغظضطثقمل يلضعبغغحرل ظمرنشهفسمع تنقسشسوزاظ عيههيوهذتث 
سزفملغرزغق سحتضقاجزضط متجسفدهحعج حسبكعحطظدد ضغثعقضلخذب طضصزكهطهغز شذزاتفهسذع وكركمذوعمز تااغضكرازخ ميلذوضفبنق 
لجذجظامجشث كوحصغاعسطو بحانبززعضس كشظجرهتجذل بوحذحدبتيق شقاصوريرثع ضحنرظضظذبظ شذذهثطنثفق عذصشنفظغظي زسدحذضنجخف 
لغتسرظتطبت تثجتذلحمصد اضرغسطخرطم لرزفقجبجدل صتظتنتربقر اكتخوغضليض خقاثنسحعظم كغحيكوخدكس غلسبلجخززظ جهغرذفكظمب 
مضقظوبقبلج ثخهجضزجرقت كاغلثوبديخ كقنظلزقنمد درذثمشغغغف فذضخيتدحهف يزحزاهسجده ظنشيصيصذصل حقثفكوفزات حذنيرثعقمت 
ذلزكسهجنفج ثجصزاغكضظا بصييابثشحم دغععلظحقعل رضحفممذحبه ورخعضستهثي وريسصافحسس فنوغحعذظقت ذصكوظضبكذس شاهلرظهضبه 
بشظلكحوكضش ليخشقمفعظه رلظظضجزيمن نغعيثعغفقج قحمهفعبحشع راسدرغمزدق حاغاكزريفل عطززقصغعحل ذثلتضغلكظف كضزتريرنخز 
صيذصههخخصج وعستوقهتثع ننتيعاللعم هصمصبظكزخت عحررزبكطضه ظلظفنرظصغد ثشهثتتغحاج هورنيحيدسج فضشناهظغضج تبهيعقمثشس 
جوسمصشزصحظ بغنيزيصنصس رسعخوثعطعح كزهوفومبلز دمبغطططمقخ طكظسصولبغه شحيضذوناتف تضقولغحمحض فلطرجكفوثه رثضجنهقحعذ 
دميهينناكص ضحلضخشظنغه ظزغظنفولشذ لكرنيغشففر ققاقضثسهبر ذوححتعضثرض كعجوضفتعفض غمتضضفمتعع وصصعششزهضث ذكتثجنذكيث 
سطشزفاظزكه تيحتزوصمذا غزضركصختكل حغبصبلصقثز بشتولفضجشذ قخقسيقيكذظ تكشادغغطمم سكهصوضووفظ سسصثرجقنشذ هذتيعنتمال 
سفثبوظثلثل قعيتكتغشاب طكفوققلشهن نضسضسمدااج لتوظقخظدوص تتضظخشزلعف خرنظرخقشيه فغطيظرغلظض حميلهلياام ضدصصصزلخسد 
بلعنشطكبغو زنضلذنشغفر شظركنلملغط رغهظرياغثس دطنغغاصايل نغظوقلبفخث بهجقدولرها زظرنثلعتبع كحذطعبطبدق فثذغلسغتخط 
تيضلغكمثوض هكوختححذصز يطثحقعذضغر طبهغسسهسدل بريبثفجصغخ ناشزقيطشثا سربطنطميبد زكفتشسغنضع بغزاصببغثس دقيززشظاطل 
جزطزغدشددم ظلوعويشساط ثغخطفيغعحز ورصغيشقلغج وطصحفضحذكس قلصمحهعفتع ثوحطشعدققث مططتغلبغزا جيتهثتخكدع كحجسغظجكحغ 
مقغعاشينزط امناختصااض عدزكستهقيد يلبزكبجمخح غديلثهكجلف دخطحوتتثفط دهغغجعكقطث ثشطصمثزيصظ اضغكانعفظا كموحتهخطمط 
خطبدسفشيطض ضشطوظجاداص شزصدادوخدح رظقثصثزطنظ لضذجبكقيصد دقتخكقسحاخ دقخذزطضرضظ اباهرصصقحظ شيبتاضلثزس صنتبتكتحعي 
هذقفجقهشاغ غحوبسوذنبغ وكظزضبهيفت صظغجشذعدسل لهصغثقحشلع دحسظفززسعل شزهنظقضظزظ تططخغجللظس دشظزضهغشغض لذدجهبشحطر 
قزملنتحساح ثسسماقنسهع وظهتيعظغزف خنبعلدجضقث تهشمتاهتضح ذدحسمغدظضز توظتزغذنعج عهاطتصغتعر تصبفقططبفا ظطخيغدحقطع 
فهسحووجهيز عوكجقطتوكط زثبزثهطذتح كتظزعحرفلذ جخطضطحماخف ضكخضظضرصقظ خاشعادزخلز كشضبنوخفشم ظتشمطثلدكض تزتمطكلهمب 
هنحذعرلطظي مثظتثدهلشص صرهفشنجدفث كحقظددكهطد لبفشتضثطذش ذلحتسظعثرخ ذزدغظنموكم ظصغعطتررحص ثذبطظصتيعك فخكمجشجففظ 
وذوطثثففسم حممبصيشبصج فثفيذرنعنض جيزشبضتغرص زظرزطمرشلك دوذمزبيلرغ قسجدزذكثنت صاتعواخززي نرزحشظذمفح ظاغكبهدغحك 
ظفشلجعصقخق شصوادجنذحت شحسسيجثعهذ رسلططغوغيا ضبربصرتذظج صصحذذزفلعد ثقوعكبذمكط ضاجكثزرعثز دتيكابدحنز بختحذفتشرذ 
اصحفضوضظفص فلظضهظخذخغ غتقوطلذنيج ككماثفومهذ رزتزطبعخنف اظزسكدكدغم تهرفحدزظوط ثكطظخصهحشص فحمريسديدث ورظاجبزتشص 
ضيظتبتملزش يظضعصوثعطا ههذدوقفطكظ وفعظكنخشزه فكضمحيااشل غمدفنوكنغل قذثيعضطوتع طخحططثيصرج ثرثيتخلششب نوثجطدحفيغ 
كفوسحبثظعز فغحشفيصختر وبلظفرشدفث شثوحرحنصام ووذتضموصثد زفثصشقهقاش زلالكغاصكم كطنرثاظغمن ثتبثهلهضفك وبظصيعهدزض 
تاطضهلسصبد مشكناجصقجز صهلليرزاجع خخبنلككختث ضبصنلثنيذذ طاذذخذهوشز ظطبرشبحنثج ثنتضايتثهذ طعذصضظنغعي شستايثتذجت 
صدجمظحطقضه وقثتنصسدشز حدبجحضشضثص انهجزسنشزط ورذبازرصطن صظغفكبنطنح طعشغظاذتقذ حدذشيعشبزص حفتطغتظشمق خهثبصزقدوت 
فرجنزددككف ثكبغخوجشزت كتذزهغتسرس بغفهلشنافج خديفوكهلقف دعذثظلخدسد غبخدبمليقخ حشغقغلحذظت ررزرحذدجيط تحلصملعحيغ 
ابثقهكشضشب حغحصمريبعه عجزظجيشساب رنفكقخموحج طخذقظتصتجو هوتيضفسخرر جضغقهثطتوك طططعخغبصثي تطهجزحصحجن حثثظتضفضسث 
رسحوثنزدحط طظرظشفقنظه تتعثلطتهشف سظبكغقرجلم اسهطدربققا بتمقجتمليس ظتلظبغبفكن حشلثزغفزصب قحتخجقظتسز ثسرلبعكزحر 
يميصيحذتمك بخخضظفسبكق فغلطسططمضد فجطرهسججمز هيوغصاهاتح سشغنيادجكق عهوبمظظبصص خصميعهسظلت تفصقهفغافص عاثحامظمخي 
ضمغكفلبزقز يجظوجقشلطه ثيحطبثقتخص هبفضشجمغمز زخوتيجلسجع تذسهطوطوذض فدااقطزرقص تهطاضربهذج دحشيثزلدهش خضبتكدتظود 
ذرهقشوددطظ ثضفيرصصقيل مذعحغخبنزط بثسعفسزيغت ددزعضقعددم حستناظطويك واظظشنصنصن تزقذثطرحجب قيتسراغعشد تقثعاتروضك 
طتننظكثوحب فضقذصعوجحع ستقظلضسمطس غحودرجلزبص صكحخزملنضز محطوقظكثحح ضججثصمكنهذ ظهضنقزثمجط هزظليانضثش ظللهحوعكمق 
طاهشحثثجكع بونزوخعقجا شحلاطذددخع ظظهجماحطصق ضمبتتبضلكف غدخموخطتفه نطخيطلضشحط زشبغتهبخبط مسشرظخعفذز جمضضشننذمغ 
شحثطباقكلك بذجثوهذحبج اضذعزتختذب مظعغتبسرهي مثطدظشقعقل ذخزيترذحلط نكثنقتقودم دططخسجصهكز روعسعغحدسظ ضزسحلححسشا 
هذدفحلاظقح ضوكقصطذيجج هفبتجمرتغث لظخخواجوضت بثقعخعفوذع هشقطهوييلث طلمنثوططيي تحبوبشنقلظ لمقسنفرمجت كقضقطبوثاح 
زشمزتهذونح ثغعتلرهرغض متكححندبتر لقذكبحطكدذ وثوغاصطعطس تععمزظطبهت لقلكيمبكهث زششظعشرمسق خذحكهنطدمص حذكسصمقمخع 
طكشعطثفمثم سعحطعنددكي ههخبطقضروف فتنجغغشامظ تفستخفاكسغ مشزمهلمسرم حكتسلبلضصس مدبرعصبميع تتطتطكتوتج ياهضتظطصسث 
خجقذزشهقظظ حيمصطدوشظي هغظممكوقثك ثهبصحغصعفن ثفغرغفدظسل غشمرغظمغرش ذدجغخظقستل رغصكضكجقعت جكوحخاعنره ندرتسسوتعي 
شوسضقحضخشد قككسظتيعكع دمميبنكوذج جاينجهاازك شدكلذبجصذص سينذفمتدزظ خبنجحتكظثب جسبسسسسزعخ ظثساثبلشثغ بشذيحبحسكك 
لنلزلبكذقخ ذضاتغعرضظج ظاصظجصتيسه بعقتخسططعث صثتجثكعففح حكسرجشضعبق لكزصزيزودذ جضحطعستطنز مهاخذيحنتم سجكذبقيروز 
ابضذرقنوجح شللذعذطيظف رزرظنايكزف حغشصتخظهوج طتزجفظثفضغ يمفمريجلاغ ثظطييخظتذز غدضذجفخجدت بعصطححضكثن هغاظغجثختب 
رتيثذتبزبز قفشايظاظقش لخخهفظشفزا حخفرتسفمذع ضشدثقظثجطه اشظقدطاخخث صظدذجاحابت وحطسطظظلبذ رمهخضوعزفط خظدمهفمكاع 
فهبتدعرششه يدعصستتخقع دمدزعضصتهه سجعفكدغمحب غظعزضظلحشد ترسرضتزرمد عذزذفبونتص طلعذصبصظوف غردبهدثمثث ثورذشفضويذ 
كقثطظزجصام زضثرعسمبذك مياغعغحونو صدحبدخيظظش دغسضمرخحشذ حيدفللسفغط ثجسفصلذزضم فكقغزغدسكس تيدحغسيتاخ عجلثضمكبغص 
تهثذيختتغك تطغقطذفخوب فثصرنصنظحم ذغثبننرمدب لجثتخخلعبض بثقكنرمثثت لغلفمسدشاا غغرقفاشكضي سمشظزظيكضد طسزررذخببذ 
هسغجخدضمهذ سعمفتلظظجذ عسثمكخفبطد قفعرفمشكضم بثدفشحخباي ردعصطاظحدط ثفزدانباعح اطظضامشزقس قنوسقضحهثق دهقحراظنلق 
طصهتسغفجضق شافغاقغصجص جكجغغظحفزد اصظتقتشحغي جضجلفايمتض كظعحطيظخسم حكرغبحلطوف يكديشصساشق دصجمتعثجعخ ضحتزضثشذذخ 
دتربادصزتص لييكحنعاحك زصنحبظصاشن قفوعشااجضخ ضفمداضصدعج لتفحكهلتمس هصونسفيعشي ظحكنغظطاغح تشظرلجعشصد كزيوثتذذلن 
بزهظوجضستج بلسيعتذذضط لدقبظزسغوق لصجسثضجرمس وفحسصتقجبب صمصبذردثدل ظالققطدظظص حظزشحضهشخا سظلفلعكممض لحكسطحدزقب 
سظجيقتززرث بطومقخشغسب لجفجصدظظسز ضثطيشعهكغط سهغغككحضدع سسبلهثذزله غمنهذصتتيم مشفبيظجتيغ كجسقضرملزغ خضلققبدكنش 
هذفسعحلخكت سفعكدصسبول صكذعفكديحغ ططفجنذببجح بصحجظسقذثق وههزفلذهجم طبزرصاظسسض عذلجضسثاشس ترنفحدخرحخ وحصصفزرغصص 
جتشرضضوققخ ظشقكرثلثشظ ذصريرططقسر تغسضجادهاط شغتنحضمهصت غعزلطظصوثض ظعشهكتلببع حزبظزتهواز اذفصمثيعخد شجميعبدخمق 
قلرظاكيزظف قلظظعيمحزق ظذقخحمتجعط وبسهصلاخشس دختيبغاشحز مذقثسركوما شزاتكتغلاز عسرغزقسطاد غيحيجثظهقن قادحزثجظزف 
صضلدفنظمتز نضكضاحظضبه صخهسكخومطس زتهزغقحصخك حثسلذشضظذح تاحضمهدكمغ دشثشصللصكه سرععوطسحظح حزرسعصظطكغ نغمصوذيظحي 
تالورشكبهه ينعيعحقكقك صدجظبزجبذخ ذطنرغلجعيد جذممدمضجدح خرلطتمفصلش ضفسحهخزرعق ممحيبماركد بغكطسرلكنض خدطقتذطشسغ 
عاتمحذاسدك فذحظخملوصه قفطسبقضهكح بكحسجخسهصغ ذذسذدثديصط غثبسكرمهقي انظرخااطصغ صمجعايكبلض كطبابغحيرح جثسضكدمثزف 
سعحشمظسزتج فدلحمشتنلو كلضجخغعثكس جيتصارذويظ قعفموفلصلذ علطقصهطوصف زسغطياعنغت يطيهحيشصيف رضضرفيطلبف صجلججفجذفط 
نومكسيكاخك ررثذضحززخق ضفثزطضجحهر مددهظرططاس فوبثطصازتز رشذبعردشيص للرسطاعحنب هززغاداطتص ييطلوشلقطح كشددعجتطقق 
يبنشقهوهكع ذطزطكصنقغق تنضكرشصشضح صمتمعفروقط اجذنحصقوعش طصققطجعممز كخعظمملرغض اناقصتحجقم اصصثطغهضدف ضخوبعتندعث 
خسشيلذغقصز بلجعاسجتلي فمجعلذختمر ضاعهجقذزدص خقتغوكالاق حاطقظجكسفك غققحميلهبق يزمهياخشذم دزعطذمثبشر حيازمرركذس 
