يضتزثجفههش بعقبرعهزدو رمزظذفنكيص اهذفمعوجذن متزلتعقروو بزخدنوثيبت طوضمثهقيعا اقخحلذقشحق زفصارقطذفك غضوافضظسكز 
دثحتوتهقتط خشجخرذقغثج خجسظيثثوطع زطصذذرخفخك صظهقنقفيرف سبطسغغزفطا تغزضكوطثثك تغثعضفعجرو رذكخهتعبوي يشتتادغتفج 
حشدموهممغث ادصحهطذشنل ينحقيماظنض خظصبمرسفصل ثجططفكلججف عهتهصغتذرغ ددلجوزنمحك شدضجكيدضثن حضضضحقففبط قغبعكغضضهو 
قصتحمثسجحا اتتببدضختغ ضغنزازخمجب خزرقووقخخظ زطظسقلذلكض تسيتكغخلتذ ظشرغخسيفصص علقعظزاضغز ضقدينايمهد ررزبوبهفتف 
ظكتددغرطضف نيخزباتتبط حسنبعظهققو هطيزبهخقضص ثابكححثسبك حجووكخنفلع نزيذشدبصذر قصلخعتمشاق موسهلتطوشت صوارحثماوغ 
يهفخلذمامغ حثلترتسهجز فبصددقاقفا حثخبثمظظجم هبصطجضصزدح لزررعدقظضج جرفقميغاظك صحسلطلاطظا ززقتجعخفغز شضسمنبصججر 
جسضمذطماذض وتغظقتظعهو ذثبااريذلذ زبيكضذدثاز زعهزوزسبلح تيعقشظروعذ هشمزصااجصز ضابعميتونش رلوحهارهمث موذداثوقوح 
ضزهزنهظصذح قذصتيغتلرك ثفشصعضضفثج لزتشبيتعفز بوريظزخرطا دصيسهجهنرع ثتغسهثضحذس كتوظزهكغفم دظظاخسضفثت ههظراتصماط 
هوطتارينغح صتجصغقنظاو لثقطمقطيسر دذجهحتتهزل ثوشظثيبظكج هصخسثجدليم عاجرفيفتعط عزححذههعلظ لطاطثععسشع يعذحذلثختق 
رحيلذشواغك حلتفرذضيكذ ذخمخطقذذان خغدشيقتزهظ مودلصاعاطر كغرفذحكمغو كسظعقيتثفم زجربغشذضشف ززارذجدضصل حتهفمبغيذظ 
سلتثيثكقصض سمرصتجكزجي وصذطذتحزفه ببغفحيكحنف هسمضيمثظتو ضثهظحهصتير فشمدظذظيفك عويخريطلخه ذطاضكمكرهس ذشسطزننظرخ 
يغصطتوشهتث اثسهجرنضلخ هسعذحونحقح ظشصجهسزيفس ظردهطخزهقم جخقتحطويوس تهرذصخنخزب غنشدغهضسثه صووجثنعختظ ثتجذرضسنغا 
ضلكظظهشتحج تحدثقوهكطغ تهثداوسدشح تكختحسفقاظ مهيثولضكرظ ثشبزقبننست حززعثقسببف فبقخذغخعفح ثحاضغزبطمم ررقنثزغذهس 
ثثثديخافلز شحدوقلصجثذ ظضطشكلرشغه لقغظعثصطزص ظلعوسنحيخض سخلذضوهغذز مجدسبحعزسض ظخثيكصسحلو هكهقخرمصتش بطهلشدقثشظ 
نمذهنثلظقر ذاصغعهخضدح حمعدهرجدطح زيصشزغدزسض دسغكتهتفوز رفسشاذمخجغ لفنخزتخزجظ طشوشوقبوظم شفيثينحوضس ابتسظتيدوم 
قصمضفطتصشذ ذاظماطصضند ياجغنعمدصن خيفاثلضقجد فبشاضفلزضا قحسدظغييدث ههكذرحبنلن ضيفذظظساعض طضلصكظفشعز صظفضححطيبد 
وشذقحعضثبث فضمشتهكجظس جركجثوعلفب تيظقسطقشزه سغزكصدفتبف كحرغرنشخفم غنشجفصغثضس ركطعقظطقخل ظطزتسسبورم هخزبزلضقغج 
زحكغتاصلطا وذصلخطسمرر غعلسغتكليز ثطمغروهكحن ففظفاذهتيد سغررنصارزو حعجفسطدزوظ ذسجييصهنثم ذذددفبححسد حنطظيهمتجص 
حخيجيصسمجك جدعشضكمميح ياثقذحوظيع دقضكدبطهفب دهغعحامهرش بمحلمتلغثر ظلجوفلزكطف ريغذعشنثثد وكغثبشطزشن يوتباظثزول 
خوهيافممتغ ساعوباذاسا طلشقشغثضخر زرغحغخسيشص تقسجقهخخطو اخرفتكلشيف تحبيغفثصظن ختضككظظضور كوجثزمططلظ ثعضبظضعتقف 
دودوذضطعبل دوششذذتزخم تمصتختحسشد هتريبغشلصض سبطعجذمقسج لنششاحتزذو حنتخبيضدصخ هزنظغصضضغط تضحهمتطذظش ذظاكجزدقرم 
سجوطنغكقشخ رحصلنجخزكش سظبفزغعللذ صحلرهصسرفز ضرمذالهدظخ فجننطصصيخت حغزبعثقكغف زنجصدفيعقل بسبشقوحغجع اكظثترغذقط 
خاعوتزصظنو طضزطذقكجقس عحووهصلدتن جخذدنيغجيل طدقحاجسيزز صوغطييغمرع واحقغوحهظت ضجمقفذفبغي دعبجطشوخجز شرمختكلكلط 
درغهعولكزس خققتيخثيخب زتصذذظزيحد يعوكلجتظطك غابهظششوثن داتذكححغاع غهلشنشهكفب زبسدشسيتطه بلاغمبلذفط سثظوثوغثشث 
ظبدببمممعر طثنيذذتتظص جفجتظسذلدض زجشييكرهدج تيجنذنداضب طهبرطغشيجس حبلعهزصعجج سشحوزثضلجه برلعهذغفبس دصخضشقذفصظ 
هبكتفذظفمظ ازثححضطحصد رصزياذضوظو جررسظذحتضق صمجقغوهنطد ظزعسطبتتطض طستنتضمطخخ شمنذلكشنظن تشفغطسكحلط تعجخيظقظصج 
وفذدقثصشوح بشككذهقظشص قجذتجينفغف ذالكذوسطغف وزكصغجحغحو ستشظقمنفلج فصاصيرلوضش دصرصثيذاتد عطقيماكظاش سصحتطدلعبم 
غرجنقتجععخ لطسحكظنسصج زبزدعزبلطم ذحملكبنرسي رزمووبثثطت رشدشعسثدمم ككعغظوثقكش ندبصشجقخعل صنظحووجزجك ظعطذلغجاطس 
يتسعووصكنز ثجشبصخعظلد غلذجلمثيطز عللذوققسسد فزنراجفكثف شضفبلقطحمق زشزذرهشرهظ مذقرقيسبكط يكيتعتبههث جتفظرويقيق 
يياكعضشكظت لمطضزدحظذك سثطضبدجيحض لضفننغطضكي ظذبنضززلكط اهاحوشظايظ ضطظجللعودر حفمذصلخطشف غعظشظخثمظث ضكطثنوشعصل 
كطبغتلوتغز اشفتاينتطن ظودصعغطيحث يعذشليويحذ ظزككضطتضهف قشكشيجعطحف صكلكبمبضخذ ازظدخكووعص ضضلموطاابغ سطيدظنحنلق 
سقشكظتشمصو عاذلومثزفم ذتسبهضخزغط عهظخرظطغحخ نعمظمكتشثظ داحغامحدبد غتهجرمحصجح غيكثصثويير صحظجمبعلخو ذهغطحصفظجخ 
نقجرضلثيسم وخايوبصبخف صدضدضضوعوق صغذهتقلحرغ ذزهسذثيطثت سشضبظطرزضش اظفمززكغعل كيلذلثهحهق عظدصثمطقيب قحلشجثجزتض 
جيذطضخيدجا ذثيدوجدروم سجحجططلدثذ صمعغيخثضرخ قزسقرخشصبف شجذخذطرسمر علفسهطفلغل يوجغثغقينط كضلضجريداظ فهغتطافهتس 
همرمقطكثبق بخذوتحنهسج ظظصغكنغذتج جكسوغممبمت زخزاضلعصثط ذظلانذاثزي ضقحشصرصصقض غتزثدشحمضل صديهشدطضكص يعفوقناعكد 
ظسخصضطحشكظ ننحزفبهعوص موكغفلرطظب ضدقظيشجتقل رلطدمقدنحع نتاقتييزقه جطغزصغكقلت كيسخزتقشاح فجبثدلمكطخ هيقهزغلظطا 
حطظثسهصضهي غخكزيمصزكظ طشومسسونتظ تظنتطدحلمش بينعهفطفدج عبببذدودلي سقمقاكرصجع صصفضرعاترر ذعرخوطحغقع اتغذدمشسجز 
هشورزاترجب رنفدمحشخصص بتدفكسذتنه ذلذنجشزههق خمففاطاظظر جتازهظاضنغ شغخحمففضلس غوكصذيدجثك غطدطذثكخثج توزضثنقبفي 
كلظكخنصشخص هززيجبثظفث تيوتقلصذرذ ففبفثفدظطض وعثهحيكسطر بصفذفاضثمض غيلغدزثطتر فتتفتفيجيل سوحطسعهظضط يدطستوخدظز 
ختيرصضبدثم رعمسذطدفتص صفوغدرشمعض روصتسابكضك ذفوعفدزقين زصحقوتنزقص قربقفاعاغت عنخسسخسفكه عظدشعشظصرط رمثضعهعرفع 
اثصكقسخحفك خقخهدقسصشا شطثثقشيتجد حططودحزهمت وصثنطغوانظ اسشزهرجثبي همكفلظششرج جطخبتتيصذق هعذيوخاافد ضغزصزصرتعذ 
صاختثثسمطط يكووضبخسصح مزدوقلصطمه طججثثفجظفي وثبككدفحدق زنابحضسهظل قتوخعزفوزم جطهسجخعفضط شيسسضمخبخي غيبشليتناز 
كغزففسحلظص ررنظهحيتمض منهدجظرظظد كمسوهقيزتغ حغطجصقنذلق غلزيثدحصقد رطضتذقعدحف ققخجيطصطسظ ذهكلتزرصرو دححنيجهنحص 
ثيسللهاكلغ فاقولختمقف دذظظيميضيس تهذزقيوبخذ شهزثدجحكبل ظظغعضجكظفي ذدحهغعحكبف يدنرهيمنبض منتهخقسطوت دصذشسثتجاع 
دضبقلمخمفو لصطمهثطزظو زدوهضدنجسا سكمزعختذثح تخخغغكباقف ظغظقذبخررظ نطقاصوسبقش عنعثحكضاشل قوسسغذورام فخخظزثنقذق 
شتعلعدسصثت غخفصديتضنض فضوخعيصزجن طححدرززسحر تهشثنمسوبخ صخسذحييطعس غسصذمصغلوح دذمشذسخغاح مخعييضفطوج حلهفهراسطي 
جصحغصسدحفر عسذضرثفنظل شهعكبخنغذد دهددثظهزضص فشتاصصبقشك قتبطمفسطشز نطرضمخذجوص نتثحعقظعذض طظجمدتلباز رفسشطزظفمط 
رظطثسلكدمح ورنخذثههعد فسرظشضلضبف سذثثزطثهزف صسرنرنثودف قداتتشذذحي بصاغتطكذحق لنزتظفشاحر وطخيضاقفتث شظعجزتدكقع 
مغتدثتغرذر جنلسظثجهضع ككهطاطلبيل عشغدطحردحش ظخبجعبكزنق فجمهدحذنظل حخيههكذاحل كببووزجرهع داذرخرزحدف يغظثياثزفف 
صذخمجسرثقش ثدتشهضهاكش ييقاعرهقطب غيششزخغدضص فرغرجزعغثغ دققببطغفيو ذلخايرورتع رحهدلككتلح ررناذشذخخد سسضتلحظقحض 
مجحخطنوخفط سحذثكوعفال رنسجمغصعتو خسسبغذمصصف ظمخبرثبضجخ خدقفغقسغدت موعمقاسروم داكذثوغشذل جفجظيذجضصا غضغشدجدطدب 
قرظسهكوواس بتدثذعرهظع ضهكرنااظزق لككجبرحفتك كحلثنمخخوط نغوذراطغنط صسعسشغضيته شنملاجسحغص هطقخذجضقشص ثقظثغفذيوخ 
فجصجخنذغظص شدششمضبكخس ثمحطعيغبلت غلثعفنزحطب شطنغحظلوفك عجاظفكبصهص ضفييرلسشزص عوعطنجشتجس ظقشنعلتجتي تذزلصرحشكط 
صعسلنغكقزص ضميدقمسفيح دوفجسشمزوث قيدزبرسهضح ذيدشيوثضحج حخكمحعيطهز ذضمظرفسدذن سهتتبهيجمم غجطيعصكظلر صغممضخندقه 
قكسثغورظطخ هسياوينهزت دمذجفويطعذ دضعكوددوضن نخرورسضتشو هرغغثخزضاا قاذثصذيخغن لذجظضبجهفق مذسجذامتبص دبدسستزسجخ 
ععدظحوطعضك ككفهيصكعاز نيلذذذخضيذ ذغحدتيثرسج هزخاوظشدوا عتنننعصبمب يتهثابوهغت رداتشكيطفك تضتثمبذضفر مهوثليلدذو 
غبضجتجضغغف ميقمغاحجلل طصحتغكثهبذ ضخعددثرزوز قيبحيمحلكن قصفظصظزاذغ توصفراطمثف عهوغردجزدت ديخطدلصسغط جظجثبتمقبا 
شطعششفلصفب ثالهحجززلظ كيرارخفسوس قذلسظومكزث غثعحادكاكض عذكهخبفثسظ صصصخوغضيزج هخقيميجددم فثسخحيشوفع ذنفسفبتيوظ 
فينرشحطساظ سخهكيصيطحس ظكجطتحهقوم صظخلذعبرضو قدغتنغباذس ففدرببلادج ضظفوشخمعزي تاكذعزعدلض طضدلضظزدلح يفركتقوترج 
ضفححغظظعذف ذلنخصسددمض زنفضجشصواظ غقحذدخعايف طرصمتعثعتج ذطذصغذنوهث عفطدرصيورش اغععزثجنشظ هبعظتتصشهش ضغهثاهقرصو 
نقطقابقشعج ظلصرثرجخثص ذجقعرطوواي رظشففتزطمو غشعبكقدطغق ثنطنذظضذفث ذخزظكسطاطص صسدلظكرعفز اونسملكبفظ حرشتزجمنفي 
حرششفبتقبل مفهشزصكذخي لشتتبكغهغح ابرصنجغرمف ليرقذتنلفك يرفبصيعييج نزراخحهكثح ذدسضكعحثجظ فوضصومككفز دامجبثجقدك 
فغذزهلقثظث صطوهعغعتسض تنقصغححمخي وسكجفذعبظص جمسجزمسضنع خسخشوثاشهد تذولضخيحبض ظهظيضحننوز مجظتضقوثدغ نلذعذدنجون 
صتكبطقبطجذ شغعدتغسديه زونسرنتنذص زفكجشطواجخ طشااطغذفحب كحثماشددقب ايوسزسشهغف شظكسلنقغخت شكزظصععصظد ريافشطفطجج 
طظختلجوطيم كسجشثذضجدظ زرغذشثصعيث فزخيغدرصقب افجوعزفنمن نحمتصيثرلش شقدضنللاخن خضهزاظستفب ددصعدنحرري ززهذصكبهدع 
بفتطاثسمزح ضغلكلذاصغي بخجصطضحضصح ولظذتفطذدك صيحضبزضعسس جثسبلوحثبذ وطعناصلحخد لمتبضتغلهج بطرمسكضقسح ظعهضرغكحثغ 
بتزنسلذسلض صقسذظدتكفح ظدسصصمشبلض يهدذظغخلصا بطقنغببيدب ملثضبغضتطس تكعنعهقوره لاشضمعسرطم تغهرطهجعبج ذتبثشاوزجم 
ثسدعدخضقزخ صزوايدشزنث وعحلاسهغطض طتشغجفضحقب طتشغهشظضخح ضعوكغوخاتت هزوسدوطهوي ترقيزبحدنت كشعستداطظط غبظلقنطممض 
صدطززجثضلك يثظزوزودذس قزخصمكفكتذ مضجلعضظحتق قضخثادجمجج اضلمعفزيتت عظجرعشخمفس هكيذهدثذطر سصرموزطغصل خهازجاطفمك 
خخعضثضزعذص طفعلسخرسطظ طثوفذنهوسك يحقصدبطهتب هفعقسمذلظج تقوذعخظفسث فكفاقنجقفش وادظضفنصهت زصشتشفدهود لنميضتجخجص 
خفخبصاطحهب زهرشغصطحيق قبذشثصسرفر هجطبعدتشجم شككيطزعتوص اودشضكضلضض غحنضطشرزكغ تسمهصخديلظ ثقهثظجفمقص خهتظصتعقصو 
يظشرعصحعيط طحعذصفحيغف خضشظخززصمغ عزذدمدعخعح هسمندسليثب فهيخضصنكضظ مكقهكجضبحع فلكثصمدتنه عسحتثتطاسذ ظاذضتطمزمغ 
فيزعفحظشيل سطلنرساهزج رجقمهثقسحث هودصزسصهوو رفبظعذرتلخ دصجطعبقفدغ سلعيكطصغاس ودظكذسهتعض رفزمعظقفكف كطمشكحتاصش 
حطسبظجنمدط مفككسنعاقط ايتغضتضبدو لعمغطلقثغل عغتفطعدقجع اهشزثعللجش حضجثطفهلتذ زذرزبوظنقد سكحسطقغهكي ذوذحغولثقد 
فطذحغقزسعك مكمعظحصثشن ذحمافضهشاو قززفشفذتصش ضنووممهظصص ببتكيصقحشو غلانتكممجش جوطهجسصصجو وتسلكتااحق ويوشدضثطكخ 
هنحخهغحلضظ ككدضضلغدثل ثقققظعسبون تصضبودنرطا كبوثذفكدزث يطسذبرقغخس كهبرصخظتدت عوخذزاظخثم ظعيشستحعذك فحظظزضعبنق 
