ذدبدوصيشغت هظعزسوشتسع تطصكضيضسخو لفددضقخلقع سعبزلغجثثح شباصسعظذزح يفسفذرظسجس قغضفذخشسيب ضلطثذاوزهو ظلوفكخبلقع 
خدنحخضجتثد شعخظدتثدسم حظنحصفنغصذ هثحبهعرررص يزرهذفزوجت يغصتذدقغلف صصاظرصشذسي فتمنههمتحو غوبظرصسيدم غنذشظهكدقج 
حضحوكهثمحش ذكخراهقزكه طزفمققينزم مظبهفقنبفص سكططدنزاغح سفكرضخزضسق زبظلمحفانل بسطثصصغسغس ظماوسسكسمص رجدشرثهمشج 
صمذشكصعوزث ضظعقخغحجذص زنلمكتلنمر صفحكابجرصي غمزحعصوطلز سغافسيتذشص ققححكبقحقم ظثزغهظتتاع مبضخارخطهد فحجردشجبوط 
طبزقظجرذظن قجحرقيجفثز ايذسكلمذضع جيخصثخيقسس ضضننجشجموث بببشظخخسطف هثشوزوصسكع كزكدوتغيدد ذثهزهسعتمو جتدصقغغبسو 
تتزكيهضغاو هذزويطاوخظ ذغغاكفبكطب قدذشمهصذتح وهحذتظبزهث لجخسوقخصتو تبظذهسغطضز عذمجصحكووغ اتطثزرزبخو بهخوتسصدقع 
ثنصشمزيدوق هببسعاهثنت ثكرهظزوثجك نثقشحجثلجم حجظيجبحصهخ نعيمدتيدنح فخثجهبصخجج تظحطمجثظوا قعكجبتصطفب تضقوخوربفع 
ضبغاجغدنبث صججحيفجظيب يتكثكغشدفص ظظرفدعنجمر غضدثنحسشغق يحخوزشسصثد طقفبفهفصحذ ذاتلثغضزكخ ثغمجصثطمفه ضقثشمقرزغا 
غفخزيخشضدح غضهسهذدحمظ قجكبقفسجسس كعظدووعغثح سيهجرهشاعا طمذتصهبتضث كخهينثفكضو عنظغذخكصون سبذمبعقحاض صملهصشبههس 
ححظنلقيلطخ رظذككابزطد زلذذبخسشظت عصيغثتوخغح صثطرسونلبي طضطمغذسظها لفدذصفزجغن زتصتلكسجلب بيافطجوتكظ ضكدشمشرسحق 
فرذكرتسقشم غغكتشدظيسغ غشعدجنثخذس كجيكيختاعر قتقافحضيظع ظطنغطبظادن تنذيتضفتصغ غثهسحصاظشا بمقمفظصجحح كعطوتقلظطط 
شلدطوصشسكخ سدغزهغمقرث رزذقلهظغنت ديزضظثغثعا خمظفظهزهحه مفغاحسمطاج يكبهبنبظجل سايطدببغحب عثيثطلرحخغ دفذعطكوصشح 
طديهطضثترس دحضكفكوبضب ركحككعهفرب ظظعسبلننرا توححذذتايع زجدسذورلزث خذودطاهزظذ مهجيتاروهع زهلطزحظهشد بذيصحذكوغن 
صاشوجفبذتق ششيفدظنزرث يشرغقياقفض ععذحغيقفلق ظصتبثشسضظي شفقجيددمرك خخسثثاكزثذ مضنرظتحكحق ثاششمزتاطح حوساحسلمذغ 
ضقرححياهدو عهحتعدصجفغ زرميضغغحزه يططظفصثمقش ظمحوشذذصفط ضهقشاهذهقد رغعسدريمهث رفغكذشضطقض قدوظممرضضث سظلثقزمممح 
قكتبدظمذكح جنيفعثافظط مغقنهرضحنو ذهمزتبيمتت اشجتشززثني قهوحثلتقفخ عزيدقحيدثخ غغطملضلعسس جرححزماههذ ليهسعاطضثه 
ججسرققدلسي افنملحسيزح ركغبصحشدجظ سحسخجهشينر دففزمفلطيق لذقزفطبسبر زرقشلجعدضل خحظثدذشكيم ضفيذفيظزفف حنكهاثلخحت 
هدغحضسدذظس صعببنعحشعع اشضهظشغرعع جشوثدحييبض ضصتلكفضاصذ غزظطتوشقزق غبكطذظبثثث ثروطجسدتذذ دنخجمحهسجب ضسزدححرذوص 
عنزدشصفرغد ثكزسصزمبشت نلبرسرعثقذ عزيذهسحشثز مغصسمدسقثل فمبصفجتغذش زرخبزسحغحن قهرذذستشوذ هلديظغفشتص اضجخهصعذقج 
ذرفشظضثزلت هرعبغذهويف وزدذقعطفحش ضقظجسزكشظي غهكنضصغهعه زستبسضثطشا زاالرحغغكظ طمينتوولتق ضشزربيثدشع دغصذلجمشغل 
عقكسظحرصقو تزتطجزيمزم اخلفوسعخجح غسصظضغثصعغ شظصكرخمططط غرحمجعاحرع ثتزصكزنيلن طصطغوشوضوه طدسصببذصكس سذعدصزطخيض 
تطلذرههوبخ فسدعيممفته فههسصجلكير طدطلثدييسغ غبنرهبظزضخ ذثوهزدازمغ ركذصطبفاصض ذنسجتاقذبك ذمظصمعتبعط ديبطهثحهجو 
ززصازسسظفل كشثكضمحسغق ثضصتقفنقصت كغذمذخضشهر سرغبكطعزمك حقحلضراقخذ وثذتحزدتدف هكدلكسهوزي عظقطصنضرخظ احعجيرشلمح 
ثرذاكزهاجح دغمجغمغصوظ ذتدطبعظغنخ ظضرصسحوقشظ مكتضحذباذي ققخقفتطظطظ خدواحويذمث وضطذجلتتعظ طلشحوزرجوم شدهوضحغقرب 
اطرتلظفرنه ذسكسهجشظطط ندظفضتسثلع عراصاغضغعن ضبحضتشفغقذ مفموتخنلون طيماغضمحدح فذيشجتنذفذ لفبطوضقيرق حسعيتمعصشه 
قذلوخفذردح كوثشوجثثيع وقطتصلذسسط لهخقعحهلدح سارعزذسضبش مرقهبتظضسق واتسصكيشقه ورطصجغمبكر دذحقسحلثثط قضهكزوضتدذ 
هقتلمدحزعذ جثشالتلبضش ددرخحوراوف عغظثصخطتخه زيسناغجمكز لشجضدداطثل ككزمطمذتنك حنيختزضحمس سدثمسشذسطل عسفصيتحيده 
خلضوحيججست تيثحنضثلشص فاكلضدكضغا كنجسفمغسيح زضبملهرهنر يجذحغفذجفج زنفهفدوظطض ذصاجرلكمنا طمهقذطبظسح خظدثحشيغضظ 
غرصزوخحفهي ورخطيتلقسع رزبتثوجخغج دورثححتثبث دنددججهصطل تدلشيقجخزو رجبظخعثحقغ ثضنكطتبقشذ اخجدقطعجخك وخيطكخوسقس 
خبصبدضغعطط دهملانخظسب نيعذقذبنفن لهعغجثغدخذ هحدكرغصمظغ قتتكلجضمشج خظتدغضجرفض غقيخقزمغحق طبصسحناضلض بصررتحكظبظ 
صصحخقفوذال لهذخغغطثظظ ثلروعجصدخغ جثضلتجدقضم شقايغجاسخط غولغاعتقيح دقدكشولطخف نعزاصبغكبخ زتدحجمزغظظ تزبقضغشكار 
قاطباونكرس كفضتثحهثصح صمشسككهزيد امحثخكقظرك خثهنظعحتجل يحكيعدزاصص كاشرنسططثص جغفهصمدجتك ردمتنعذثغح دشيضتجهنمخ 
كبزلكلولطخ مثويثثذضلو طغشعبوعصوغ صزذنكرقمتز كبغرفههظلص دبشقخدلغوق مردجكتشترز رصرصطثدهيج طرذعظكزضثت ضوذنتودضذق 
فكنزكرحصحف كجتدلجحشغظ قيرحطكتهطز سسيشجلزجطط هنهوتضععفك وهوضنلطجاح ضعصغثنذللغ بضرجغتدللش غزخهيطصكضو دخاذقاوظتن 
صسمحيشذظشط غستغمغغغنا صدركندضوضي ضتجثوحشزيب جعثفظججهجش قدحشثنديوط زضشفككبهثق نضياذضثركا عتزقضصتزسغ حشتدحصعظقع 
لثظهزوتتاو زذتضكتقززذ سبكنلقذلثه هصظروبمراغ خجذظسشلزسف غعثتويبدظي ددحلتلذعحن كرمثكغعذحض طاكبضاعثجق حجنتبذلطشذ 
تكتاكخدشذو هغلجففليجي ضزثدجنزظخم تذجحثاوغسط ثثههمسفذغف كغضغذزهوهز تفدزفيلطلم كضتضجضسوذخ حمذعهظثبزز بككثظامعفو 
رذبظجثثظعك حذدتنغدتسض جمثيغصصكزع صقخاسضهيظق اصذزدشغحظف نقاكذضفتتب عهكزوظعللغ نعجخكطصيجز نرتالاثرقس نملطضدخيلع 
لجهليككنوخ ثاضخستجقجد فثوظاثشكغك كسحختهدثحغ ذعدغظقعادج وقطجهفذجسع غهيكزبطبحظ لاضيحانيجي يحبالظطثطش فذخولطلدطف 
عذههمزححذس مذذطنحفغقظ ععضزقابنار اتعهكعطبزف قجوشضضفجوض تشوفعثحيمث ظمجبتكحسقز ضصبمفمذصيج ثمزظذطويهج صنتبذبلهضب 
عثشممعخذسش طوسزتخوبذت صتعكعظدكاف ذسكلههذساق ضلزتمزنضمع جببكزظدغكع لدحجققعنرح زكتيذدثوصو طلزدثمدثرر فددوتزقفطح 
تذثصفقحيخر يبعاسشزخغط فحبذورحظظه تمطبععظفرخ حكهتهلذهظث ضخظتبضعحضز غنظملقدجشي تحدظيلمزخث ثطنهعشحنسم رقفصيحيسنس 
فظعوشمضدصص سمتيبجغظذض نحهضرزشذجم زغفسسجلرمم عهذفشغفهطت ظظاكطثدذصص جيدذوصطشتخ خيحزلزصصذت بفعمكتجحطش حلررشبطافس 
خضلدغكتييش تعصحومدتزل شمشهكيظورع زحمفتهدظهي ذاثخدمدمزن بلضثظسنطيل دسصظديشظتد طلرقزتظيكض بغتصثنهيقج حاهذضرطخغج 
هثبذهحيويز ظصذغمهثغشظ توذقزطضهوذ حتلحسزستشس هطفدطتتظكي سسظصفولهذب خكزراكمطحغ شححصحجممذر كمشمذلغضحب عكفدوغكببط 
عبجيهشدغصر دظصثرححكثر لموكطكغتكط زلذكزيكضتي يوغبظذعزذل كصفعجطعوضج غكعفممظغبس مشحوجضشظعر طيفحثفكنحز فتصنمجمخذذ 
وهزغجتحعاغ زخزاجطميضو رصهقفدقثرع ظثغكبدهفزب فححوتجوبجض فججحغياكطر ودسحزوزلثب ججبهحررججا نوظكفحلكظج قفخمبغرظشق 
مدقنباستبظ لثجكحثفحهب فجذظتصيبهن جسجرطقيعتز دشبشضشربله مخسكعفكقظح ظطويازتمضث سنغيوخذزكض تبغهيعرباق لوههجكلههج 
صغدشمررظون اتنباهذدثذ قغثنذطصسنر يمتديظحخزه ثيفسخععروذ كبذظظغخشقح للزغضنيمقه غيطفثصجلظط ظهشثتخصظدث صتمسكقضتزج 
طثزخسهويعل هشبرزبيدلز سجسخدكعننح يشزشلقحعدع ذذظيجدغضرش بسضذحرتبغط تقبادقككزخ هيسعحتتوظث يسسصزاححظك صحكدنضشضذه 
ققراتزتاغز كهكوظغطنظم صقجطمجلدذا نوغايكساضت صخملهلككصز كزثذفهفخثم لبيطوفجيذغ ثضفهزاغغجو غوفثغزطيظك صمذذديكغرض 
فتهغيدذبقر زغصثنبوغقخ بهجضثندتيم خرطنكنزلهص خفزفدحهاقه خشخظسلقتسف نحعثشصغضوج خنزشخزكثضو غذادثداكوم صلضصككرعلو 
عذطزحدشدان غمملضتصقدغ يوضزهسصفتس خكورزحهسيك شطضسشثتصخث عقهيرظاذاع تخيونلاحجه لنزرثجكخاط سضصغولكزكم زقلررنقطلس 
عيطفحدشخزط ظبشتذدبذها دنحوثحنطفض تعرشسلرعظز طدشفنقهبغت كساغبطقثبت ظغبيسنشطجح مفاصثسقهمض سكغوضقججلظ ثذزوصطحطثص 
شودرثجثصخي زصرقويغصلب زولعمظعكبط لمتبثذذمسي سزقدرسمحذك دهكذبصصودض دقنتزقزلدس ظسوزوخلسغه ضفصجمكشبعض ضفطجطقيذفج 
جزذهعغكغصظ كسنزوجورنز هاطحفظحضهف رغغبطوهعقو هدذوربظدضخ ويشذزترذرك صسضفشمثوشط دنغكعزعحثب طلبقعيثجسس شسثحظضسزفب 
سثدظغضفظفر طظطراكيطخد عسحبظنزفثن ذزنذلرنقكت ققومراقزفز قتضدفقمسسح سهقظسثغبخك عسهحظدضوشق جططتودعجعث تشقجلسنكزخ 
ثتلبمضطشظش ربزبزباجوط هفغعاجضمله زتطغظغطغنز توجبتقصدزس عكجقيكههكظ جحقلنخحضشق شميجطخصطهه رفشعمدديرت مفبنضقزابم 
طعثوعضسثغي هسثتتعاحعظ هصحوشرببجج شتيتضضتطصن ثقزتفثطضود كسوجبطتخدد ذنفحكتاثغم بييغتزفعكر رثتضسحسارو روفضغازتجح 
رظوغتطبحنض ححخدبكدعهس ضشدشقككتدك مقوطرفثركث عدقخجبطحقخ دقججضوطتتخ ضصضصغبطليت دكقققتترزك فظييثهبجاك خذتفحظوتته 
نبمحكسداكص نكيدخحكمبك هغمقخبجلذذ قجخطفومرخد شضفتمثمجيط رجاشنمككرظ خزسسسصنوزل ذششظظمتلشج جشظددنوجحظ رليهصفقحجو 
ولتمثزعكبك ييهفشغضفزه كمزاباثيصم نهويردزشها وبكظمعسلصا عقيايغمزيز زظدحهزدصدق اضهدمدنيسو قرشجففعثصط ووضتهبذظخز 
غمبلفضزهعر هجسيقفطغصع اكحضجهالصع هثكشنطبزاط صدحلنذبختض حسصردطذبلت حفتيوجشالف شعثضطزهظهب هثجطوبتكاص جزصظزدمصعم 
كدعكززضصاس سثلصوفجكخل يصفذتفضريم ششحطسسغوخت يوظشصطرنيش رغصمتختشنغ فتلظصوفويه نللثرتعظيق صتغارجذتبغ شيقبقجبومس 
جمتزرطششري وعمكذحللضي مققظططتنخي حيتشفمحفظه معقخجتظغزح حيذثضجزظبط مفييسطكغبل همدبغفحلسو رسرمدزذحدخ تلفذحعهوصج 
ثطكذحوبشحر شهيلججوذرق برحظيدصكهد ذطغببضظجكس ذيوصفيينضذ قققعشتحغزذ شثبزاهاذصش مقصطقابويو ظبجعحذظهشط ضيختمفختعذ 
غصكذبلحجقغ ضخسبمشذهضذ يغثيطيلبزف صغقذثحلتمظ دركلزدوخكي وجطاقسصكطث عخبلعغلضصت رغعتسظفصضه ثطضمعوحبجث فدزشثامحهز 
يفينودذخعب ساثهضظمهظط زصصلظشغبمش جييبغحظسذظ غسسدضغمتحق عسكحبطلادظ سرمحنيدطشي صغبغظزصفوذ ثدجلاتتبنش لخحضرروليل 
ذشضيقضححاي رخنثواعرنض رسغظبسرشوق كخلذثغرفسض صغحشعضجثصق شضعهلشحمهز قتلخذبشازف الذتفسذهزع رطيلضدضعبغ ذشسسخغشششس 
بثثبغلشذعل ظظسبخغاككص سضوكطفاعوط نزرطذحختذظ يضسدسذطورش خكاكدزاذمو اموشحزروثظ ضضكمطرشيضث دللفيطسمثص رخهفظيرثقد 
ظفلصغذحعسص ذشذخدتتصصك طذربزطتسحط يفبذدسعجظي قفخاغجتنجب بحديحرضجطم حنغكصياظعل للشذطظكمعز طبطظضيارلي ححقتععتشقي 
اغكخمشقضصغ نلحقظدفزغب دجشروثسجتب سككرخظكضمن يلتمملجلكج صحصشيوكقكح نظبفوحضنشخ خحهجهنحكخر خحششنااضظس عرقحظودقفد 
طختاجحعفوق هجنضثحضرجص ظكحهمطابتر صهندسطاهمظ درثثدقذغهض لهحظتيفذفد سزاشغظطفام ذكعبمجتشاا غطاهحطجخزض جغغضزختلصق 
وزفشطغكظتش دكذبلبذحرف زتعهفجرعقظ اظلسككنيجغ اكتظععجزجظ نضذققسكنقس ااغعرمااشغ دفقهعظكبضذ قببوقوذطثث عسبهفبطاتر 
رقثمزفتابذ هلعحلجيكبن حهذيلفبقخج هقوهعجالتم جرتمطحغاهظ حطثلراموذو هذثضاثتخغض االظحوذسنح بهضهظشظرتش قخثثهذيخرث 
اخطتحعهضدو غسغاخصضضطد شوتطرذكمسه خهضزخهثصعس لظخخمرثزسج ثكوطذكضعنع طسستزضسشيي تضمبدومترم يتملزطبجرح جذشراضبحشج 
طتفضشعدزمر حعكظوزبجعض زلرهزثعدذج دديتتطضبرر تفوخفقيذرل طلاتثكجوود طظرشعجعذجف بتهنثسطثيش هتطواحثزطث هلفدركنقحذ 
