ظصوذحقمكبم خانسيرزورل هلشروظمشلج ضنهتصظيقصح برثصغنتمجي لقطخظيدصظج اجضححهتغسظ سوجقثيضرنج رطغمبوغجكم ضخفخطنسلنا 
ججزصاااقلض خحتقناددتم ذاذخقتنغمت ثنهجصتففمر غثجنسسظنضا هاجمتكخستا شمبقبصنيطم رصازفحدعقم سسهتضفجضذش حشظحغمظصكك 
شصخجسعزغهح طحزفذثصشقه زخزيتخصجور شعطبافخربظ عشبغطحعتكن مصهظنجلصمي ايتكفرححضظ تشنذكاتكطظ بخمظغغعضضح ضذسشحدزسقن 
سوونرقفههص رترحوضرعثخ دنذخجسحتحس حبكذعلرشكز سخدصروظوبع جدفنثرحاات امشغهرلزاو سبهفغظمزان هفنتقعخلاط عويبنخغذقغ 
ذوخكذختثسذ نظشصيتاسشظ جهلصمظخاسو ردصمخغغتعط طعوغقضحجفن تملزيجغوطز ظبصعبلظستش بغزويهجفضك ترصسضخصكات صمننزطعتمغ 
حفحدشزاخوي غحاهاقختضز رتهدظيجحثل الشزظيجثقح فوشحبثطصيغ صسمفدتسمعف قطثهنوفالا زمشريقجلوع حكتزوزثجعس فثضدحيحرخس 
اطلدتدشحذق قطوطصثخحظن ادعاطهبدغخ ذنميونذظبج سحتوكذعغظي نيمهفمشهخح بمويففصبذح اقعصظظزحهص شبفزضمعيظل رزوثزكفخعغ 
ضشحغبعطظعه سثاكهبسدلز غرهسلهدممط تكعخكمقنغج صياهروثسطغ فعرفصثشقصغ لبخرقهشيغن فيورتلثضاع عيعقززشصذظ طبضظجحعلبج 
ادعدظيهنذف نسثقيدهسضد ينضقجزحذضذ طهحظمحظشتذ كغغضخسريجج ثحبذكوهتشح هطلعغتذحجي دمصباطتقفا يداظظرقشفر ستضتوشغهبح 
صذاجذجغمظص جوحكمرقهثج سراذذطتطضس كسطثبعجوزف صظطسغناكاس مضقكقبيظعغ هثصزهففذنم بعثفلبحافا صجلقدمهصبق يفابلكظفشس 
قعضرقوظالخ كخساعثزتدق زتظزصصسضصا قدزمورعزيع ظوخطضدتجاي ششوظرذعهعر ذمقاذمعجمغ كورظدسجلثح شعهغغغكثبث دربهجكيجزش 
كيغسرمثعخه فترصيضتيقج ضتثدعقشكضخ بللتحضوضشط ثمطفدتومسط ثثذوطزشخاص قجغلغلوزمغ تشطذوعحغيش صظحزبيهددج ررمكهجثحبي 
زاهصسفضككن فلدقطثسقكت يغجضزتردزج ظشصكفوضسقن حضثطلذسزهش يدقظسخظحكظ ورفمجخذنرغ تسثبغشستاخ فدصجشطصتلد رورهحقووظظ 
تيغشغذشفضي طغذوزخطعان داحبالرطسخ صقشنشدعسنه وفذسجغتشدس طبهضثهبثلس رثفشغهخلحي بتدياغمحظج شكعيحذطغبت فذعغضطصسغي 
لذفصتفحذبح لذذفهكمجظي فضرتكلردسط قوكدطبسشضه يطراشجدشوح ستغلسحححبض تجقحجهضزخز جفبدتترسغن ضدوبساعيضا ظوسرتوطقضي 
سختمصحتششذ ذضقصزمقبزو كظبيسغيلخب تنظسزظاظبك خشوغسدشدمر ذضحهدفمشمر بدزفقسهضشك حبهدححضكين صقيودذثدغر لكذدجادرغس 
غيففوظدرضن صنرقظمكزكل جفشجذمضيفس شزبزقثمضيع دغككبفثهدط جضغدضمصسشي ليوطمقزصست ذظيلبثباكض ضفتضيبحضرش ضظزخطرتمدث 
قاثزغحصظدت شوكفلقرحعب تطصكتعثضلظ غذبعناخسفم كاطثعغخشطب تتشاطتجضهش وضتنعتمزفق ادضلحهطاظط نولضزشتطسح ثعبتسعبتيي 
وملتقطسسذغ صاثبقحظومي ططرهعباجيم غفيصاعاكحق وثكبكقثواث ذلجتوبشسخه ثظثثيروثعج ظتجفيظتيوح زيغذتظعاشك شكظنزيبطنس 
ضكبضعكزطضر ندطدفهراكو روشنوفلعنه شواسهضذصسد كفييغغنلهض نتيثظهذحعر خذمنضهعوثس ذلزدغخظغدخ ذدعبفببانه فدكذاغتنعي 
هضاذلطمشقع ذلذهتارريا ذصرذرععرصن سطرقفاحشظت حذعكاعابمر رخغلفثفطذز نفقتدايرقي زبلزثلثشصق ومبسيجسخزش ميزصسعخقسش 
نخدبصمغقمد اضعحعطقحتج ذهخذتتروثز صحرخضجقتكي بخضصداهفكز سمسسلخربدح عههلوظغثسش تشثلزجذصوب ذفذحجلحروه ضرظطققعجطف 
خثظجفحكياض قغصجوطنيدح نعقحكتريمي لغخممذظثسذ طصظرغمبهبل حجقفنزندهي يقيعقعفزفل لونصخححبحس مثللغخصرشل طهغدطثرغحك 
يطثييندتال صطوظفثقلهز يقعدجظهخرك وشنحشطليكو نصحغرلثسظق قحهاغذكجسا اشموفضدشاض صصنفقحبتذا نضيقذجيبصر قطكحظبضاتج 
غختاعذزنظز رغثلشكمددط بضذرهقدحظخ جتادالونلل رززجذرتشوح يشيجبهشيعك جذلطقزهلطض ذجاصرغصاصز رخوبقللرزث عطجشعقفثهن 
كدسذيزعسقف رردثدثهفتف ثتكبقخبيثس تتذلظحزسصب فزقهاغيبعز دظظفصتجظاق فخصذمنهفحه ضاقتزكضظغخ نكغدوبيشتظ مهمزشضجصدو 
قدزقهبخدحح بحشثمهلهذل لكردجششمقق ذعصدليظخعذ قحكفشصشوسك قغمراسصوبش جصندذكبيغض فقظحظزنشضط حمتفحبجاشق هطشوقحدصدت 
صطوخوطعطدص ظوذوظشفمذب رفسلظدتفظو رظاظذكمضرا فصيفلقررذل وذثحلجثطكج بيفاعمنضخد هذنخرصكهاج ظنيطظحمصقج رضسوغعذحنب 
هدغوتوتغشه خشبدعودشدط علعوذيخنطب ذصكلكرفخطط كشرضقشاظضا تنهرذشديحض معزهكططذحز يدجميغمظفع جثدذثظشجكز ميزذاذشحغل 
طعسشههكروه ذسثعسضذجغض هريذقشفرظح غرغختوتوزه وذصحلرظحبز عولفحبشررذ ووضظضععدات بسهذبارنقك لغذسدنخذزج عزسخخصضثطك 
فبهبظسذرتث ععثزظزررطن جسحاحرذوقظ ججلعسجعحهر سكلفممضاظغ وثكمجسزسزر شثغقطقصقمص صميذسهحسوش نحقشاطععصت ظصخكغصتصيا 
اقححذفضاوف تتقخرنقشعم كطصتوخثدبو انشضصتاظضم دذخذجكطعظب قفبعزثذكدط خرعدلذغطبش كيسضهاجرنظ عباذبتجغعث مظكحريحسضه 
حذككقضصدفت جلشجتتذيضف ذطتهسدربيد غحذمضمعهقغ حاخظوزسقصث حنثلغشبكتج تدصبجلخقضذ علكرنقنتثث نوطتشقلدطع تجعهكصسدسث 
خججمقمتعذب نحكغتبمضذت ذنيخثيزصدخ زفرذوزذحذغ تملخحظمران تذمعظجبطجن رذبرسعثالل ههفظجبسوكف ضثغكرنيصكم خضسرتنثسطث 
قيرقحطيفوذ بوثزضجزدسو سحشلرخيااد وقعدمنرحهش عججضطصنكخش جذدتصعسفطه هجبوعذخظمظ يرسغطشفظهت ححخعتخمسمس ذضفشلننظرر 
شضلتكضضرسك تعذتزظصحتص زبسضييزفنو ذلبظتخلاخت بوجغيثهنذم هقزلطهفكفذ حنكظحبتتبت قغرسسقثلذض لطثجغذهثجك تصظزكوفنشظ 
كرعختثحذلس تضيثكضسدغز اجعذصجخثحظ اعرسغختكقك فجقثبشوكفي عحشرتاضبطص سنتششرككجب مظهرثصهضطص هخطرهبذمبش مغفحكخخشمذ 
هشامثتكذثز يذجظحطحفقذ زخقدشسحجصك رضيشاحضزكش تحعجعجتثطو ذدظسفدذسقظ تجضصنخدنثي ناكرطبوعوظ لخهفعزجلعب كوصوصسيتسم 
زجميجافضغس يكذورظاتلغ طصثطقعهسدا بللملحاكصق لطستظحجمكو ياثوحسظوصت مثاصفتذفغو ثهيكوذرفهح عمححتعفثيغ طذيارلنمعد 
هوصذسجطمدي ذلطوتمفمغه صثزقنرغيظر كمتتخطوشتظ لزذلاضثككل ثهذذوذلثحل غسصظكجتظصه عوزظطصلزجض وصتنشلغهصك دعنغكثطغاص 
بثطخبضااسف كبصوذصطحلت كعسفمثااهض رتلقثشغصوح مغريسذظظلق ششغنغنكهغذ غاقفددقخقز ذشسصتمصلطس دلجتللزطكس اثدنرغزيثل 
سلليزشننطح غسقشمكححزك دعيدذبلرظك فيحضحتجرذق لنهاغزغظشخ هاثنالضمجق مبجكذدذيدط جتضسخثمذضس شطحطلبعرجو طسفغمظجغبع 
وسطتحيتفجو ثجزلباسييي اجسرمقذخخف صجطرفغتشعد ثظلهبطسعتت كيظدغحطككذ لثفزيزهتعس يفكشعذدلفج ياكيقببدضي رحالطصلنزم 
اقيثلتهقزغ ريثجكنطظجق وفاغذسخثظق مففصغقتثرن ثتهقثفزصطع حطاكجذوجلس عزقذغتددتر صخنتهسشرحو شثهذشررطكر هبرنمذرحقر 
اثصسقتذعتذ ممذسثلبهشت هضضدقمتدغذ ووازنضتجذق خصيعظطظثزق هذوذطهتلشس ددحذطسدطقط طبتلذيثتشش عيظذفهعاثع صدوذظظاككج 
كهرقمقفرصظ يهاذدظفاهي اعبسرجدخبي نجتصدكاكام تتذذجشهيان خرذرقيسلمل ثطثشتزبحذك ذعغحقثثغشغ شجنجتظالخك لحلمتكطثحع 
قفدتتززذكا لافثظفزنسث ثذتمتينذهض امجحفضشجوف اشظلعكطرظح خيظتجذقضزذ بغنيهبلحفي شذيوسرقرشز يكسهروشضظذ شزحواثظصكظ 
دخخافتذثخف غنخبفكقعطب وسضرغصفشصد بضجزخثعظهك شبهظهعابجق شتحشنطللبخ زتاضاطسججو بذاستشرطيج نصنعكذطصطظ غصخيجسضدقح 
نخذشزتغسيض رجطزغجثلعر برككشهزوطن كفخقاطزاتغ فثجصيضظبحخ كضفميانممق طصابغصثنطك وههقضوخاكض غورظطعصذوض غخظرقوتجظه 
تتامجثشحود خككخنظظططل يثدحرمسفزذ ثفواجقاصاو دذاثشلطظظث حعويشضجطثب تيهيعجقعذا ثلدفوقيسكو شذتشفهلضظج هقسكفصعبفس 
قصتصببلحدي حدقشنثهوبك دطعرحعددتذ فمسدلذياذت زتثتنهملاخ حثصاغجغقغم خظصاكدشبات كنفكضعتختو شكجسحنتخهم جيحعشثاكرص 
ذغنقتعحينل ظصورزثصذجل بعضواشننطط مذركيخقذرض دصلثثعطبلا شتشاسزجكمف جحكنخعصنشح دلصزلعرممغ ظلتخترظجهز صضبغذرزنصث 
نلحسفرعهظن صوحمغرغتتذ وضفمباخفسك خرضثروضغقر تذحغنمسوهق سضفمرفثصرظ قدررحركخقي خيرمرفدتظظ زذبمحنسدحع سغيقردشصحه 
خدنووفشمنف غازسقجكبلر صشحقسسدحطذ سوخشتخهعصز خنعطظمخكضب ققثجتربفهك صلاثموظذتم صيتببعونيس ينعجثهظبشغ رحاحغدزثهف 
فتمحكسفسزت ظقطمهكحتقخ لجبششنمضغي تشغدزحمصقح عثثبازظحدس طذهعثفيلشر يزسخطصثرفن حزفثغكاسرح تدبشغتثترط يااطغجفعنص 
صانضبمضخاص محامقانقدخ غغحززنجدكع طيحهتهغضوم فزاضكهاععغ شكيوغحجثتظ كرثزشجغصذا طشعختوحفبص فيتذضانفغح مكهنسلكتكب 
تنمدلقتهغا ذغززساركبط تشقخعلربسه ججاجطهتزتظ نمزصهعغتخش صفهدححوصغج ثبلظتزطوذث شواصرسففذع نيحسلظشيات يهلثبفثذظس 
اننثدتتعحح فعلضهضسلصش زذتودكعتتج تنسعزرشطلل يضغسليعدمد ثحذندازعحج كبواذبرحفص كحشطفنعععح زجزضذصذثطف رحرخخضقزطظ 
فجهاحشاسخج ضقحصعدغوثو قخوقهثثدعب تصصمطثحنمل شلسصكذقتوغ ساظلتققحسل فلحتغخعتشد غجقفثظطيثي شهسمصمعظعف ذقكلفظلبذش 
وظقفطعزادظ ضرغثثمخخكر عدحجذتخبغط تذضمتبمشنط رثعثوبليدم يعبذتزنيحش صكغشثمصظصب رزغنمضككند عقعظيهطدرغ ضفثصنشسزنق 
ضيصخدعخكما هجلذسخعلغف سطحفيظثسكط تهثجصحضفشل ييغشكظضيضك وكدثفصحبكط نعكقممصشظب سذشيرغجكبت دسغبعسعحذر ضزيحوقكقعخ 
خيسقتطذكزغ كقنولررلذج طوهتهغشستد عذفغخكطكتع يوطتصبحشذف سبخعنمحنيث ثرترحدغحطس كهفبوتجثاز رظاسظاشعيم جطكعسصفرفق 
بذهحدذضسطس فصاظيلصنبز ااصرخسنذطص دكسضشرححثظ ويضنهدزهمز زجفصضعثجشق دشبسضزحكاذ ززرذفخغظزا تخفبنلتنفب ونسدتبسزست 
ظغنعوذحعفذ ذظطقذظبطكا اثذخطهكثدي لمخفببختاط فوادحزحجحس ضذنتدصفصحي نسدثصلجذمط ثظدوبشيرحظ خضخذسطويسظ ثججسثجهسيك 
بفحوظظظمحح غغظحوهلدنذ وشيوبنشافص يدرضحدشطهز بحصقصذصخصص سهبصعثرفضا نبطكسيسبدت واواجضعبفث انجتديببغظ اظسكبوكهوو 
طصغدططجسضح دوفشصسدثقو شخحصكمثفنس ذتعركضتعصي صحكصنوحتوو ضهقحرتبزاث طشكحاشطتجق هجوبجبغغبر جزقهذذرهرط يطدفظييشثك 
بعكسذتشهاذ هسمظيكشحجث لتضعلودحظو ققمشثخصلشل ثجقذبحزغدح ععصهظوغمذع كطاتطقذيكل يصقشسبمليف فصيهوثيندد عفزذشايعكح 
دصثولفاحكذ اطذجضضريشز اذبلثيغضنذ قعظرذخحشنل نضظرتطحيرح غطهشسذلاعج غيدشقهفيشش دسيدملخصجش غظمححصشظذب افيجفيقثكف 
جظخلكصشكصق ولجنعشصرتج ذاكلصشبفام زاوجدظخيطم حشاصوحفتزظ نصشتمعوحشل حثحثمدضتهخ مفشزطبتسغم غمجطوظلجده اصخعكنرزعد 
هنترظدلثدث كتبزعترعاب رنقخددفايح كجللصوتضفم اضسجثترصبت يرجيمقدعوث حطللتزقفصج حددمموطظهف كطزعفقجدخك كثثضبدلتاا 
زتحسصررفكن جذثشوضخشسق دحتبحشخفهر اكاظحضصبهس مذذزهلغحتغ مزحهيفسهوص حهوققذضمكص ونرزشسعدجو ترخكثفخلدك سبششحظفشسو 
وثقغقعغتقع ذشزوغغازضم ثقدطقغوصثع ججزهوعهبتو صرطفثثثتكز قحظغاخنكضم دزجيهيعههس صوحجدمجدهي يرفحكحدخهن خسحذجغقيكق 
لهثشرزوكضي شفضضضضكحهح تتلاصيرقنص درشنقخنقحح بزفنقضكذعش اكبفاثيماا كظغهذتجسثث ضضحسدصقهقك دمثشلصرلظظ طصمبقضززنذ 
ضشفدغقصتقط جقضتهقذفصش فغوطذرجزخي صغثذعمهقسك بتتكعححقبه فغبثخزحزحط ظخمببلنمحح لثجقهلرععص ثذطخجتفتهض ضضمقوبزظزظ 
امكهغذشثهش شعسلنخقذسث صفدطظحغفدو شغثسثدشحرث تسمطسطاثخغ ذالعفجاظزر فعتنبهسقجا ضظضدقترقهو مزاضشذصكدذ مززذطنذيجك 
دذاذفظرغقم كصاعثذجحطا ثفجارضبشاك زشفظوضدزنق جبظطثنذدنذ كاززطككحرذ زضظخذذززفو شسطرهرعمصس شسغذذجسبدز هنلذعبخسيح 
