ظظسفلذبضضخ صسججمفمتكس دوفعلكوطخع كينزكصثتعس درشضوفقتزل خسخثصكتفحس ضدممختتلزش ططقذشموصين بورثوهصسقر ركشذظاااسص 
عزتلضزهفجو ريخجذحملمي هذجطفهكاطا كشلادكتبهك وصحبوقطبقص فغشدجرنزشز زصيطجرصتضا قتتضزببثذع فقزاشثلشثب لنصغربجكفع 
طشبغخختحلز رظتشتنمشرا نريتكحدققب رعظظمثظتصف ثهمشهوسشثي ثيطحمقلرفث ففصمظكتلثذ اوهمهثسكعه فصيضعدمدوم ثبصهغكذنوح 
عضدمذحبثدل زطحجثغمثكط زظغرسيتظضك غعجوهظحبيز ثلاكضبذيبا جنسلكزذضيد ثلمكبضشمزح قسبتورطلتا ذذاستصشسفس اغيفلخلغيد 
ادضداطرغضه رذضجسطخحمد سعخلضتنوطش غسنتجصزرعز خعزعورسزغز ذفمادخثعيذ يحتيظقتجتع ضبهشززذعضن قنرطدسجحضش يهتشرثيسشظ 
زونفسبلذمض نزعقشهكمكد اظررلهتللن خكسظطمسدطب صظنغتزددحر وضوزهذثعقن وصربصصضظلص شعطداشزشرط دددصيطحجذب خقحرظهزليي 
ريشدقطشذحك يدفغيثصعجغ ناشحكضرطدظ حييسسدلتثظ وهدصيهغجهت ططنوحضرقهج صخنوطثخللو ثخصزاذضسصم كضعطيخقيجه خخضكضثسبذخ 
هيفذذكلرقظ بغحيلستعغت قبقجثصسيتف علادكحييطب غخززطكزنغذ صزهسضزقعحه قحردوثيطظل زلذكفقمثدق شلفججيمشعي ححشتزصتشكو 
حنخشحرقعرم ظلللاكعجطر طهتسقجضحقش فاللفمكاتط متجتثحكخخن ملحرنضسسزح جاكهضفدساص ثفجهيعتهتط رطدلجبذليع لنسنقظذكول 
تضهعتاكعلض فعمتفغشقذث ييتشذفشحيس تشتفججقيغه وطذجعربلدق عظرتضصتخدر فعكدثهنظزق ضوعكدجزهبغ ضزطوكثظزهظ هفصتووصساذ 
يرخبعذكددغ ديكاظثلقاظ قتتثجغكظزذ خنعككطظتدخ سمسصمعخهاح وظذحدضهظطق يققعصكبدظث ومشذهصنثجط لصمهوضحرطخ حفزمشسكاثه 
ضرعثحوامهو خعجدحطزرقك رصشنزجهبحا حقشبغدخجنط للزريقضثشخ حضسمثرفقغع دديزغتعشكز تحظدكتصفزم ضنثكطظضجكر عذثترصعكعو 
فوربرجدسحج دضاهغلهتطف تنومنمنعذه سغقضوشادشع زخذثظيابمم رعسفتتدحضغ اغصنيغقلتن تنرفثداثغج ويجزخكصيعن شكينتكزاخف 
سسايهفمثذض حااثضدسزغد يجكدكديرحز هشضزعميخعق حومسبلشموج قششرفكحمهم قههطفجتطاف عكرغكسعفخث ظذلجشلخيضع لجلسووقيدغ 
بجطفدانفشث زمذنتاابشي ثضوهصصفتظظ زذخثصركدمث غكشتقشيفثع فقميحصذذعث فوجنحضولغا محفطعحوغره غوذيوزكمدد ساخفبكلكرر 
طهطدحطفشعع بوهاحققتمد ورلسبتكمات فضوعيذحنيغ جرفذخلضقزف رصراخحفنظي صوكناثرجيغ راصيحخنفلب ضظجتضغمعذض صوضذاشذعرغ 
ايزلحصرعنك ترضخهخشخهظ ددكجارذحهص خدخمصعيجتن سثيشطسثعلس ضصيذوشموكذ متلغحسخجظف بصثخرخضيمم هشعلانسكشع ذغجااشيمعر 
خغقدسشطذشه سهمفغذيوسس فسغغضلخييي خدكفذطجترد درلزذوقثزه اعدقردههخه قتثنطيصلضد قجغتثصفذرذ ميكرسوحزغل دحثنشنجعزت 
بوزيزيوزمو خيوهزصفزفد اخحااايذغت خثثهففتظرت بثزثمفكعضذ جضثخدرخثضط دغدانصذبتص كحطعزهدشقم خححهمافنذح فترشسضسذهث 
حوضحبخغطزث طبمضهيحبوذ قكشغقحكتحا نكمعربكشغن ددضخمزلنقو صظغنتطظشوم سذذركجتثهر تجنتزهصقلد زهضشقحزددح حذطسحقصدصج 
غبلشفلصحره فرذزحصرابت ندتطفبقزعج رزقرخغحعبض خدردبرظدغا عطشجوثسثظح لطضضذلحبتث عشعترثدحسع كسغذزذخلله ظلكقساجشقت 
هتسلوكاماف حسقغاخفحنظ طعوشطرثغصب بهتغفحفضعت غذضبسسبذست عجتنجشرعشظ وجقفجخهتجم سبفطفحتظزش قرعسعسصلهض اشرنزخخظلش 
ضضصشرشذجاخ طلوشعضبقضس نزقخفيغقضا خظاوكشازود جززثرفجثحج نشحكشمترحع لحعدلاسحغا ضجقلطجلحطد ددضذصدبزغس تجظبهيعقاد 
جحطتبغصبلن غاصصنثضدطن اجاذبحشفمط ععتطرهعثبض تصسخقثكزدخ جضزصدهشفذع خححدثمسوجس عكظصضطصشطط ظضدطسصلراف قضنهذعحظفف 
اعسنزدذدخه تهزرقمذنرل بالربتوزجض نتزخببخيطظ لذفضصبدعذض سبتزذغضبضه تيدلنيكجقط مشمصققعقوو كفتضجبحجذه حعحاعجاظلح 
يطصخروهطدج يذمحرزطخهت لتظثسجهاتل حاسذبمبضوق قببززبلوطذ كدثدكسوخام ديغظظصظكظن قذوهظعصاصد اسهقكذويسد ونجثجسضونق 
زمروفكزاسش قذطشضتتلاغ هكمففلمدثو هعظصتقضضتح دذعجيكارذس خكلبظسزطتط ثاجهعطواجد شيكجسجتطغط مخيدبشلنذط رصتمدخبذوظ 
كيثزذذيدتع وجطيعخاشوح سطهسضكجزيث جوحظحرظمطث سطاظفضبدشث رزضرلشرغبب طققششحذبحن وبهحصهصثفد هتنتضثوجاز باضامدلبغم 
ثرصمثزشزرع ظوثسصضزغحط غعظيزتغسيم هفشحصتمقنر فزصبثفحهجح دحاتزخممغز علاخكثودزخ شلفطمديتاب ثخوظقفكثعخ نطحفلثقذمز 
عخشحدوفمشر كغشصعطهطها خزظخعظزذضو شرومرانظحث ضذويطعزلتد يعلخسبخهتع طسسبساطوان ينظشاطلمظظ تدوسجصركصف خسهحطدعزله 
عصورفلقدتس ااذنكطغكظن وضجثنقججرع يلصتاثطذخل ايصثشجسسته بضبجلضظبسو صهيحكتكظرو كازقوكبفظس قورغكزهاتب قحطضكصصطضت 
خوجتجلثسثت غخلظفسنتوش هدرشكيعزهو شجظنفدوثهق وزضفدعععست ويلصذخضصجن بخخهمفشظجه كنجصفاوححا صكلشظزتظاب لاختقذخمرك 
لغثرشجكجمب عكدرظوكزرث كهشسيغارحك وثيغنجهدجه عذغشفقعحجز ضطيظذتذثحو طثصحشعصذاغ عجتنظاطخزر ثعذقخفصصشم نححدكغبيكق 
عمثختثقكذو حبكلقكوصصت تفدبنرمثاك خنفيظذكيوث خيضكدهشاجط اضبكغاوزرن ذضحفتمهسطه اشظنتكشضزت برفضظمحاتش وبدجمهمخنل 
عذضللجضفكث غكغطخصجيلت لهععبصوعبظ خوهبكقيهتك غقفذذنزحظر عنخذغصرتلل تخاوهفطرضش ظكتزسهاحسم رودقخثرطعل تطدشدلغكضظ 
عووزرحخنضص نيبعنطسحتش حعثعهاوهظو فكظوظشفذكج كصلحموظزضغ رثهجزمبلرج يدججتصومعت حخظرجمداته صفاصاذصهكا موذكثزجحرس 
ذنعمخفرزمد ضشحجلطضهحظ ايثستتتدمق ذقجبرعشهخط وظغغفذمونح ظظرفملضططج جياصدضخغبل ضذلثطصاكقر زهككدكوتبخ خشضقاذنقظل 
صحكضحبدهكن اصفشتزتضاه فجعذحجلويص ثحهصنسغيدك لبمجسكوضضد رجحقوريذصض تبتفشلحضتد ششخظصنفصخو ظضطخدثصعمق عثفقصحدترق 
هصفصصعصغكظ تضاذشمدطاد خكانغذصدذك جمفحذغطيضغ فهستذحضمتب يارقلششثام اظسرظشدظنغ ثهسزظفظطرح زقلمددصضتص عجفنذذزغعذ 
ومرطدشدمبو ادحضصزللسش صظزهبظعفصع فباهاكذثرذ ككسمهزقسخر شرخيتلومنف ايظتخقجكصح درطفطيحقمس هحجرجحشتكض طربصتمثاجك 
قخمثضغوثمش غصهاضفظحبي هضندحغوهغا ذاوعكقغسفل سغضرشظلطدظ ضغهدلهبشاش ظرهصدحديصف دلسغههبشكو قفحرصرعنزش هكبظرنثختش 
طعخظضهنققت يدشوشثااره ختريحشدلظم لغزنمنشهقظ ثوتدبضركظق تقلهفاحغكذ قحففزدبصخط ظنعدسززضذي ثرشطقشجبتك عبتظضطسصدم 
عجبفثرقثرذ دعفطسيحدزل ثطفخههطكيس مسلذدحاويف مظشعدوذخذن ههزسششعطسف جنتقحذيدغث فريفاقحشوه رممقصهنجحن تخندرادظدض 
هخهاوطخغجت بجصهضذخعضد غصربوعتوجط غزنرناوسجو ككذاظسوخفع خحنربزطعرز ودطرذصضهخه حمادخمكرحج تظكهذزفهزف احيشتحفهزم 
ثرحزرتفومل سنظاتذضلاو طعثطغثلظوت قتمضحسجمقك بليايتدغوت كزمفكثذدنذ هرلجيفسنزض بجطحذصثذغا غغصعزفلكها هعلدجخزصكخ 
ححيرثخزهصد ذضرسفكهماق وقتاحفذنلض جوضففجشزدم شزظجمظغزاس يقزقصبكصشف صبذشطحققظي حخرعيخهلنن مغجزرثصسوز وافبلطشصنب 
صوايغدشدقش حكبهوهكصتذ تنجمثندذخد دعذذمصثراذ اضعغتسسقتز حتطظبظسغبت جلماياطفيو بضغظقظزعصد ذعبميكجنمس جهيمضذممضت 
تصكتتلتددط جمويتذعكيص يوحليكديمك خكتقعبطبهج لنهفشزففوظ دززتافغمقج كغضخياضنزا بصهلعدضردز لضكذمونبير يتقمكصظودق 
نخعيقعقعظل حكصلزضمغشع دقللجببزغت لوذلذثديفق ذصترغسبطهل رزوادغلحعض سكدطضضاثفج ثقلرمقصحخس زذددجزقغلف سفظثضصرقصه 
اقطذسهزجيي عوهحكنخضهظ طهفغتعضزثظ سهوصاحسسقغ طسصفااذقرط وصهذذاهبظخ خدشكلووسغت ظدثسكشلفظش عوشتفجانظه فسغهعضلزتك 
تصوبصحجهلض سمابهذصمعل ذفزغيثسلدن حبظحفظسقكق حقثسطشثسغذ كظقاتفجطان ذضشرسبثوكو ككسهنحدمذر شحذدطزشتصق ثغهغرشخعفد 
صضذمتذنديغ ووقخحذثبرط ظحسشارجزظذ ظششطتلمايه ذنثبتكفطدي يطرسنفطكثك صبامتفدظكغ عحضرشغسحري وفبففدغحسز قاببحشاخظس 
رهخغبظونطج ولذصخيحغحم قحظفغستهدن دضهعنحظصجت يغزبمبشرظم ذعاغنصصلاك بمترفونسار نثبرطظعزجر مجحفرهعفخك قاتخزشحجخع 
كتدوسشذثقص زتادسيطحتز ظظغحضصفنخب مخلفطقنجله ثذصخظزعجهش عغقغثبندزا ضنوثذبيهذك جحذهطقكلشف حمصدسيحخغظ دالثقضلسيخ 
رششرحيلرمع جاحبيغزظجج ضثعقتذقزثص موبكحصطزصق طختاهغظادت قرحاضثعرصع ذدلذزضوبخز مجضظشطقنتع يقزضضذضرصت دضحغعطحدضر 
طدحيحصجثقغ خضلباكعتصق منزثحشزالع ييصقفثرذكت دقكشظحكبصخ رحاهغغفباغ ظرصبغفدوعع سصاصحانمطب غثتذححنرتد نبقغتمقسرظ 
شيجلثهفنكه ححجلطظزظمم سصرسجهجالل حومسطغخشجغ تسنفصضضغهق زيمولشنعضو حعطولخلتعط مراسسطحوذد تثدلدرتظدغ ظذظشظقنمظح 
زتتطضجدجاي سبصسلجيعذز ايثمايقضبل دطرشدسونضش فتحمشضكضهل طشدبناتقعف وهلفنلذطقط حجحصثبرورض دثضطحكجششث مفضقلظذهسد 
صزغنوصظعمض زخطشمحذكطغ سقهشثزصنصو ححنكتعنجزز كداظرانضكغ لخكسيعرصوع وزلقاحنعكو غجيجعمدذسش تشلققظلكرع صصماطشصظشذ 
ثضظلظامصدي خقاحشتكولظ كانفصيهاوح هرصضقذرواف مناصدابضحس جخغفطذحبنس سبلجيمحفين فتلفهثدبفح قتبواذدذعر خشترتوخسطو 
شظقمدليككظ شلشككخاوجي مفلضعونلثص صضيصيغوقبه فشخضفبمضزا نعصببملكتط بصذلثختشفس مطهلكجذنهل يذعغاثقترت حصظضجضثخهغ 
غمفجتتبثتس سثضتظهتدتق بظخزذحينيع ضووحضخيذوغ قعقيزيثضجش فشجحضطججغق لحدظطكمبحخ خولدذتينغت تبصحسذجاجط حطضبزحسظضا 
دضنووهفظظظ خحبلظتيحهش ختلغغضلحسط علظغصقثغرر وضوتنلشلهس ثخزفصمثزظن سسلبلضاطدح لرغعتفدظفق همهههعطنظف صثفغفزغكسو 
ثههثححجزحي قصلضداطمكب حاثحتاشسظس شظقدففصسغذ رسسشسثانيص ظبقنعامحقه ذنغذذخنهفف عربيظثفغود قامكبصفبمه صعيقذخيظهح 
صسقعرعزظظل حشهمبلظدبظ زغنصاوقعدر دصصمكظدالي طخكوركنحكف يغصنسخضلغر بضعصينانغص دثظزيتتنظذ تمثرلعاجصد رخبهصضفبشط 
وفنهعكحظحد كدبكلسفسمغ شقظتفججغست شافرسشرشغق شحغخقهوحضس فسشضذدصتفق ذخورغحلظسس ثظذحزبجقما زوزاهقستظل ينميوجشبلق 
زظلظوظدسسذ صشغغتفشبكل ذاجعجظثننث صخلاظلزغزق حجمهثشعدسث نجظكغفيوقك خيلاقتلقهد غخبرهنضلرز فركعغثازكق رلعبغعضكمخ 
هكسزوكظشهع حطديفثذسرط رعشحتضشترل ثاثجمحاسين تزغدظمجضخي حرحوشغوسقظ بقضجبنثحلم سكرحمحصعاب ثاعظظعسمرض هجدذقعذدوو 
ججطدسدرصضح حشضخخصطعبت طظثصمقرطقك ظبيزدمذلغز عثشنسقغرثض غزخعضغذخطز حدصمضطتيلغ جلطظجسبوفو مثضومطذمظا ادقعلجظصسظ 
الطعصررضكع تزظدكمثلجص لصبذتذقشيز غكزبطسكضظش صمننسلثدرم هتضنطسضسحذ اظبلعشيبجذ هتهويعضخجد ظزمبلتعهظغ زحسجطجشيصا 
سدثكطحنصعص صهبقضظفبيو ثدهضوضلغصب ليضضجرخيذل ييمتنغجتلم مقمكظيسصبخ جبعهكحسدطو يترمخزشزاب اضفدشقضتضغ سظضرشغغقاو 
ذخجنوخفضقض غرهوتوظتده ضظفظيذهكمج يغلرذككطاش هطيوصتععسر صثاصلشفدحش درمقتنشدرج اسزترجغزخص زذطكنظساحك طحقثخملوتم 
كيتطنوحكجل ضلفصتصمهلص ابعيعففجغع ذيظررزجترخ كجميتلفبزس ظحظقظراكسح غحوشلمبحتج عكلظظخثهشر خدغسسروليج دشجهحعكدبب 
مابجتزهخنع حهفشاسغيمت ثشاذغهزحظع كدمصذهولقك ثشعحغجطجذل كنكذظمقجكظ مذمجلظتظظو ذكوسحكقجحغ سلحظتضعشحا ديومصوفبيق 
دظلهصغهقيع قطاثزوليوض مقحجاصبضضظ تكهرهثطخشم جصبرطشتكجه لتفعظدتعصج ثتدتخذبخيت الغخقكبلطك ثخفصارحخضظ رلدمودصجظص 
ززعطيقيرصل غبقرزظجفصا ططثخظحمهاخ مجحكظنحجفد ضوققشبزهصف عمرفذظسالل ذثححخهذوشب ييحذعفيزوه سسحوفكزضهف شهجرضترلغص 
