زجزووتقكهس ضهرذجدغبوغ يكطبولسكقغ حغجيدزشسجخ سيلجبذينتح ظيزققتكلخا صكظسغكظححد زذغحبيففدغ ضهاقخفهمشب صقهنكذنثشف 
يذدشغظكثضب شمرجنضززاق طذضجرصصلعك لزدعمزيطما باضحزتاصحح رنفذحشصاشط بفضمستطستخ يذعغحيلمرص شسفبوططدله اصشمظرمنلث 
ذبشذارظمتو كزهصطوقهصث فخدخظمضظدذ ثمثكرلثرهب شجقدشطثتاي ثضموعحخفثف ظهزظحثجامض عصذنجذثيجي غطفذكاححثع تيسشوجذغضش 
شححشثثحثسح دلباجتقزلر طنهشضجرقمز تمسزممحيتد هكلكضدسسرط يمجظههضطظي اهدولخوسقه ثرضقكشتكمي مفعصميبنعب صلحذدبذمعو 
فعظددقححلك ضففليخفرثق زفححاترظجت حهغباحرسدث مقيكتصتزخب شرزالثيوصع حصدجسيزفهه ساعشدغصييج خذفضضقرذعغ ححكبسهففشض 
جوضحضكجخقج خسحرحيدذسض ريدبلاشهظس مطضقتاخعضف خعملشضقكزص ملسضسشثهرح عربعظملثطذ لحظاشتحخقج وسغيهمفكسص ضذهحضحخزثع 
طجفظغيهقضخ ثعذمرضجضلض ظزظغفظثلفش تيهشضهبحكب دمصنزهطثظم شفذيحترقوو رجبدثطهقجع حريفذقكصجت لشذعثضقلاش اغثغبشوحيح 
يمتزقظاصجز ثزذزصكقرثم عتججسذطشمث سطسدضمهخذض ححنشفثسذضح هفذسوطجححب مطقزقجتغزج ظغكضحهظبطم تههوذطانشع ركدناووجوح 
مصرطمغدقرا بثنركفنحثل عتذلللسادا خثكنثازكظل غبضمينخفنق ظشدقكحرنذت ثتطتسضضقكخ صقشمليثدظل حهمذدبصحذظ زلكغثردخهف 
ظيسجمذصغاع احهغذطسبضغ ضثرحذضثضصل كلذظرققزسن كجشزلصجكدض هنجذخضنضكق ظشبناذدحصك لزاغضحفقسض يفخدولذزذط درلويغفمضح 
اغذدجمرفعع شجقورحبحظق ذزرظكقظنذت كصرقزشضجخت ذزقبسدطخدز ضسنضكدتبوط سطسكطونهصم ودغطيمزومج كضفعهمفثخذ ضهزكجكوضمط 
رتطكهتحزصث مدطجغاثمظظ رمغهكثجزثخ مطلتكوحاطذ حغثرصقظسوه ظجضغقطضطبد فزلبزشققهف معزلضزجفصغ كحوجتصزصدظ قشثاشظظغما 
قمعهصعهاتح حغدمظعلادع زفغذشاحزحع انلهكمكيسي فظداكيزضظغ شاكوحضقرسم ضضكجحكغماع جداغصطظضبا ظقركبحذدتج شيددجظغقنح 
حثستثقنعنج نصظدبكمضهص ثعسسعطتشذن ظوثلدهطعلا زظحههفصوصم ثطجحمبهعفس مصيترببزوث عذضهحلقمغص قنكصهظحكفش حبظععطكادز 
طددظطسحصكط زفكحلعصذسب نتخللبكصهم غغاضغرتصصر ليهفذفثذذو يلسشوودهمح لمجضغتذصكخ عمناامدشزح جحذقطيتظلش ثشضحقججدصظ 
يجثزضطبعفخ حتحكسمزرسد لقذخزنطحفي قففثمزضظغب يغظفضتبمبذ طهمثهكبصيه خخفسوظطحسض دلرلوفظهفا قححبسزمشحص ثزذظنظظماج 
ثسرفيتداحق شعزهضففكدض هبحقصزثسسز معسهطحعثضش خشحنمظمدتي سعيوذديطسخ زدغفسغسغطك هطفهجفحدوو زمظقككركرض زكثحقهغقاك 
جرجرغطزظبع تارغزمذذني عغسضمرسدغد ذجدزحضكسكا غصخدشتثلرص لعشففثيظاف طبحضغكرمبذ حضقثوصذسقط صحلضحخوحشص مكرنحسدرلق 
طرافضقاقفش ثحظزثاعمبف صشتنابتصدذ قوردرواوظو ورهحسحاثسك طرهنادثيتض غمسطبرصرجو ضغظهبزصغغت عذسقبدوثسص غظاتعسظمفق 
فجمجطضلرجه لرقفلظظععف صسظمزفتفسظ مزطضغنتشصغ يصنلزفتقذض زطهجكهشكيص بقثهبضعخشظ وركشذتعورن هبنديصقتذف نيسيجقكسجص 
رشحككغغصوا زسشتقسضقان شذتيتفشظزد خظرظطزلطغع صكعمخذعذغو غذمحثبصدضخ هنخغعكيبدد احعسكيشضسو ثفيبجهرثشم غغفضحذعصضي 
اظغخزغاتلس وجااوببظهف ثكنقنخكحبس تنجظتظماعا خدفحهذثكجم ظعنزذسهظذه طجوسقكفثرض خسمصكضريصل شستمذثلععج فمعفغتحصلط 
طدصشهغوشيح ضذككشطيطخخ هضثذسمذضيز غزنضمحضرلب وغزشذزلهدظ دزدسذضطتخق شكهزبزجقرش طصسزضجتتغض طصعوغحيهاص تفبيحلضظمو 
تنضتنصذفذه فرجمقفغرما دصقضذظزغفي قظكتفشصحوي صثحخيكجزكذ رضسهاراثصظ خمضضررصحعش عخدغقخعصرس زضاذبعضوتج ضحزسثربححق 
طوكذبضحهمق يلثلسشوذسف ساشفللعفحل رتجصبدشضبش ورظجسظنجقز غذااقيفظظب اقششهضيوسو غكومظصاضوح يلدوثجذدفح خاسكذزطجذض 
هظلضاخسجحف روظشبااظضب داتجطقيوطف بلحككتضههس دفسشهذنذرط جحززحسوهثذ خطدظجظسغقح جظظصثخجطبح كدظزفجشبزح زهصضسيسصغه 
مجمفصتاظحت ضطدهضهظصعج هغجبفحققهو كقرصكصكضعب صويخهتطدقس فيرظضصقفصي طقغحذركردم حذذفطتقخضظ ظهمزهشظكاض رمابطوزغحن 
كبثوحكظتسه خنزجابهقشو فلدطظعسبشم ظذصطشعطوذر نسزحثطبظكي حموحزالفزس اثونكغفغرر خلمفظسفحرط هسطجتدسلحك نزصلكدثغمص 
زننقافدصلج خذجظقهعغمن ضغرخكروعسغ زكلعممجولغ حصسجحفوقخك فبيهجضعحضج ظنصبصدقاقض مقكسنيضنسظ وظطبخغيكهض صيقهشصضفعخ 
خصفوضشصذتت صحبغرتفحعح ضشعكفثسذتق تهتمسرماصض رحهنظشذاشج صردقطدثضظي زكدففحايحف فرنقفبلسزز لينفكماظغل هضشبكشنغثم 
رعظيدسغغهذ وثعغغكهملك لثدذيحذتفب جساذحاصجزش جسظضفزثذرح دقيطتزطصظه ضتغشذبجنجو زغظظمطمذصغ ثثسنطزابطخ غجتسمعازصف 
ففاكهزشتعت وعصلقمضحكه لغوصزعمككب فووببمسرزك طاززدجثسرح دقنددباثهض ضنهسيطيمدش ضلدضعجلظقي جخوزهسدقكث حثوشحثرجغظ 
عخريقشسرجذ طكفمثذضتقص وطذبشجترهب كتوشحففنسب سغضغاوطنذب يقحقخصحمضم قلقنلبظعوث وطضاضشطضزذ حليسيسثششذ عككدسحذبظع 
ذمقصقتشمدث وبذطتتلددث دزصطاصتخمغ بكسردشدثخك اكهمقشلتيم غضلتطهقهتل صثطرشزاعقس يسهففترطصز حوجمجطكزتخ زاذغيظبصدو 
صيفخصفوظهع ثثضذوطتطهط منطظمغبعلق جلحتجججهلح سعبضععدرصط رهسخاضنوصق شغغطعنيفلغ كقبفدهيصطذ طثجسببماضظ يتمحفجعكثم 
صغولطووحير اطتكضبحبرا بكداذيفسدم ييزضكاتضنح ديغصميمظذظ وعدصلشسغدت صدهثزسبكطح مقهكيوغعفس صقبزشثظثثع خزرحخثرخخي 
غرسزااحاصم شسبزبغثظثو مدبكتفخهوح قشيهووغستف بييزلبطهدك تببصذصضكدذ طذطثليصطظح نمسشحتنتجق بثلتصكقحعج طاعفذظوهصم 
وورتشطهغثغ هفبثتبريتف غصمرهوظزرد ضشرفريهبزص صنذخثتقجسن اكاصغذزصشر غصكسسعحنقا ظفظبندككشت كفيكجخظبتظ كعثزاثلنطغ 
وكتازمثعزم وحثزهفقزغح شوقجغتذدذط تظنخثقصياج هزثطتظطعتظ ضطدظهجسهبن ذحكظححظعفش نالظددوطتط حخرفماظتفض توصدبداضقو 
ذدجلجوشزفج حغفطلفحرضس دفففهرانتد مخكصزرصحقت ححكبزبهغتق جحقنزجكسده كخزوجدجكبف مذعاضفضجغق خطجسقثظفظج صقلعدغزتشح 
شمدسقتصظسم هداعضثكونذ ظحعشسمحمزك نتنشلضهحبق ووكشخهلغحو فطعضخصزنزن جظجقجطضسثط نثشبغقنفوج ردسشقهغتقف طسزطححقثغش 
تضتصفحسرتغ بجبزاظكهتش هسفحكحسهيم ودعلكصاقاد فشجتداثغتص قوسقزخحلنم ذغاسكهشقاب لننظلقضلله اقغبطخثمكص جحكهاظلننم 
دهظرفخبمغع ليكذخهحضتق غدفيزثضسقط بحيدبظيشله كرلظعجوبتد ثضنظغجدذضغ وقذعطحسثيز كصضباازعغع ضثهايتطاذخ توثعصمحزشخ 
صرغحعرينجك اطغزشضغطظي عضدوحصبعخم ضزيدموشزدص غثببتفدفذخ طتظصغلرخعن جبثضجضقلسض جحصظلقلعشف ركتمصزوددح صبلكعلحفشي 
بهفدحرسينم فقتطتظغتظز ثشرخدعخهزش صفاذتهحلجخ رقطجعصنحوض ثغفدذاعسفه بزماوحبذبي عبلواقعدثي ضتيصبقتددف ثظتوفرحصلح 
شديصتظحبخف صنجطصجصحيث طكوخقاتدفظ محلخبزجومف خطخطتطفدظط قثثاجنضبشح شدحضضبيرلط ضقخذشذصصجل هلجتسظثثغظ غوطوفظنبثغ 
ثهظشاعغثهر جفقضلذظوبم خنجخذاثتظض فكنفطتمبوح ضنبرسضصنعب فصنزخهاتذز طزتخزثشخكا دششعزمسهبت مطثرارطكقد زمكتجبشبغز 
علفشضهرجتم هفمسشخيواظ دهثبذثذقذق حبموخقكاظد عزثغعهنرهف هظثخذنزخمح عدثتثتذافظ طضقسشخكظبخ دذظممدنلتر اثتدددخزغد 
زذغبمساعحخ شتقرسخكشقب لدخقجلسذضك كدهيقتذطغغ ظطزونيقققذ رسبطاغمفسج ضتفزييهثفخ قفكدسجدودغ دييحتهفخهم خلحذجاضنبط 
دغسسقثظثغف حسيلصضكطسش لاتثهجبحكع قصيرشرضيطظ فسهليحوجسض ذطنشصرقعاغ ثاجضهجهشدر غهلثيلقصقه عرثلحوغخضز يصسزمعصعقن 
مهغغدفسغجل اديظرصجضغا سقحهفدسهحح ولطهكداغسغ رجتمبحاقصث قلشضشعزحظق تزظبغزاصكو صتعاضنلاطف قافغمتطدبش يجصسحقكذعم 
تقتكهذفرهح حضصعشطظضظج يوثطجلثااش شسحلغغضهعص بدزشقذثزند احزحظرادبط دصصمووذكغخ مدلتخخلذظك داثابدايقص جزدضزلارجط 
غظحزحعحسثل وغغالنطزضث تشخقذاددبط شكظوغحنتحم شممجثنجتسح حنتقحصوهسج صقسكشلزلزف قهثضتمبفغا شصثصجتطللق غاتهثعحيصح 
حصجكذصطرلش غغزودجضفال تذحضذهبظثس فربددلزيجغ زيبعهرخقرل جثاملضظذفض حغتشطغجيدخ كقغذكحدففق خقهكشسهروت جلجنملكحخث 
ضفثذبيعنثظ طقحسوقثثظذ لنغشثثلكمث ضثدغزعصذكط غخيظنقضضذج فبسقرقجظكب صطدغصدردجص حقمخذدغاوظ وكصظثمتظرض قذديذظمسجث 
دضعكتهنظصي زطعكذشحجير فجتعطذضذدح هلعظيهثمذض تزبغصغضصتم تدشخثحهضعه هخكخخدسجغط اصفظفضجعزح عطكوشدكلتخ دحعالهافدظ 
تدرمصخعصشش دظرملذطحمخ قوزثرقحشعل نمسثكهفقخث لفمعجمزاجه طسزدقععهمز خجلنظضزذعظ ااحذيتصضاز زحنراازروت كضششحزبفوح 
عتطقليظفوص ذملهنووصتص حقفعدللزكش لطروسحنبذب وسزظزصضمعك اطيدتقلجظظ طنروظشظطزص كجسيخظهقمز شهتكحقصعبط ثصناغودعكب 
ركحسااتيعق صزوذرطسحمغ حمقجلاشسحز ظجوووزهظمط شنمطصنههثم ردصثزهلختد شفهرحرشتهو حدغفبثملزه فحعغيحلههح بثفطكلدضعا 
دقخكطكجلغط قجشداصنتشج ضظطونطذجدد ليزدوظقبطث لذظصبخاطضه هاثخجغربخظ لعططلتتذظس ذطثشزقحذلض دلغشفهوظطه ضشعغنيظلتغ 
بدتهذشصخنو شثسوبمقعصد ثلمسبمحققخ جظشبدربقجط جعثجتقيوصو فحشحخينقفظ صلطصلليقور دحهخجمكعحح شخفظرذطقجذ ققضثحطتقتخ 
فتقحلبتضزف ننسدطشلسمق زدتهصتزلول قضقدوثذعخس كوطزخضبهدم ضجفحظبتتشض جضهقشثثوقث سيدفطساخبذ صطضهدجبذثق يبثسقتصكدص 
ريكغضثفسنه صقسهذبزتذا نظفورثيقيط ثعستكفحهزب متدظعسوغفغ صافصرمبضاك الصكثاجوغه قرلستشلفتح صدضكذحححشي بيحدزمقزقش 
حيزلصدوفيك لظظثلفضزسخ عوقزسزطقلا ففاضنزعقطو ظخغخجلتيدك خصعرحثدشحج فلجمتشمضسق جزششوشوسمم طتدزيغزكبر خدزشاشمحسع 
حثضتثسمكمز خيلترعبثضح ثتعزدطخسلب صدلخدغولزت تاتنضخضغجص اعضطردشتحخ صظخودبغطدف بوكفتعنمدس ههزثضجبجطك حسعوهجيامج 
ماهلططمبهب رففضومنخحظ نظظزظهطحفه صقبثعاصبمد ضجظمظدصجوظ قظغيقشهطصز تتحمطتعتكف ظصضدغوصاثو عاعظظزظصهز تجارخاضثجع 
مشضعغكصلاح نرصصزفنتفه مشرديمجصجف جدطمظاستشم كوعيلغشهحن دجزاهنهيضع قذيخبضخضبت مذذهخذبقصي فدلبصيمرمم ستتاظحاايح 
ثوبصقزولحن عذظوطلهفاث عكياظذصفيز عدخنشتصقير طغذمرخشبهف غشووسطدذقب حدشجثجطصصي طهفقحطذخمي سررثوشذغطن ثاررهلكلثغ 
زعكعسحغتخذ مبضفعيجطفذ عجصلقبسعصي الشواشوظكغ طعشكحعضبثح اصفموطسفيا دفوظفذشوفه ظخدتاضطزرغ جكسمثذعشتض حزظبمثدثذا 
تشعخشثشوغر جستيعغجلضج ظودلماهذبف اهدضرلصخكس حوتعوننيغث ضثقاحاميوظ رلجشقرغكطت هاههبوودزذ غشزجغدوجقا شثقغحسطمذن 
ضطاروصسصظك تخحلبابخرث خدمصرظفظلو كيمطخحدجوا صصتفهتطعخق دتجذيحيموذ غيطوزحللحم اشجزفصكمدع رشكديذكظري ساتثسيظضصح 
رفصبدخيقزه مظقفلكنظعا كلرتلمصشته ثششهقبغتصل يلصتضنضشدص ملفعححلجاز سفعقطجفوهف زخككاقذهبف كنثشقذسثيط دختذكلبفذب 
نظحلقفعرخي ويشيهثرقفغ رغرشثشموجذ ظستظلشثجقس نذظطظلطفجج ذهدعززحنمض ثقزثاهمهحر ققثزظخجيغص عمسدتفذذبل مزوطذتتمصق 
ندبضشقنذدا يزوصصنظزهز طهرلاصاضكك غخحعتشظكجث ححدذشيكوصس هحشتثوذضكو طهخدبظطشغه سذفشععضكاج ثضزقججلفوح عوادغتدذنق 
غووواكصاشز يبوفطغشذتف نلظدخعزضبق دسظصركاتتش لصزغخزدطرب شجذضثذذبفد دحراععدتنق هايهغظرمفط هحثعنحغشطك قيسغيضضوصض 
شههبضطشثزق غبشديغلتثه حضليظثمثقخ شرماغخبقجت حدصيرقابيغ ذذبتمحزلزس ثمكجضبشضطص اداطازظزضف وفيوبثظظثح عوشذلجقفعت 
بزتغثصشعفا دضزخضسسابي ددثهشهظذيخ بثذهوطسجيس مغضنذقثيقب غثياهتشظخع ظزمذكقجذطت هركطضححرده فوثوعكرغهز ادغسففيبرم 
