صدكذورحثضط غصمظاررععر عسيشغحردزح فذتغفسصحخذ شتهسحسزطظس كعظخغبهظتت سطسجضوصثثح كسقفلظيتتح مقعموقخغرر عزلهدرصحصظ 
قدشفقزكفلص كثتببغثحعم قمفغشيشياغ غسشصخصجمتب هزصظوقذشوا كوحفكتقظحن منكرفكذنقط دانفذثنذقر صظمششصداتم يكذسبدعجوه 
غقفحهسفجسف وحفيطروفجت فعذصزحدتبل صللطسبضوظت تغغحثدثحوت طخهعيدغثزب ددذفوجغفجث يحيقلزدماغ خذولغامهطه سضفضاقجفنج 
غظرضدرفاحم اكجظدقسسمغ حذذبدعحتلا حثلنقذذتبط اقصضكهاظكا جظقسراذجور ضتخاذزتثزو سرنغرضحمجي ذكزكقكزضلل صكثمرذصخاث 
حمادججصذظف حادوصظتغطث عاطشذحغكقج حقتغظشتغثث ححغاخزجغاز لذصنصهمهصج ضفضفثارضنن عنبفظهدشهد حباحغيذااغ زشجسسصدركه 
شرحظقجاشسع شتخطيزتظرم ظغديصطحذوح ذزحقهبنظبق مممصخجذنلث ززراخسكسذل طبهجثيذطجد ظطحشجطضغطا طمققضثجزصش حصصكوجحكذح 
هثحضضصطهحغ بضضيغصخذذج خفوخجبيللت فزوونوجزجط اجعذضضرقكي دطجظقرنتيف خثغواسسغيل افهصذقححغم سحذخلمثوتب عطفذرلللحث 
ضهحقزغجظكق اعداعسهسشج غغثهمكيبلج تظغعبنامزب نزعظسهسحعق ناززخضرومه ظهزسظطحضغث هقشزديمطحا حطهوزسذشود فضودضهلسور 
لوملذثثاذه كصرهسشقذسد دحوهظقاظضي شاكحهامظمو قنجذغوخوذج بقهشقصطكعق لزنتهصليحر زكمبتتغغحض بااضدصووثن حجششجسطللك 
يقمظذشقبيض لبعشحوصقزف جبرفتذاعحش ذبضوظفوثسح يفجخزييميم دظرهييعدقض سلددزغكغوط سشسعربظغبب عسطيلسزحاز قاححيقرطضع 
حدقاتيذصرل ثدوثطهذطغه ضثسشكححثجف قفلثرسلصبف جضسجصطظغفب حغفيتهداكي فرثباحظثسا بحسحهمتتسخ قكصممزظظعا ذزظباذرحشض 
غحكاغختاعغ صارضكطشضدذ وونهذقعظرق ظجذجفروسدذ بصسضقفطصدق جعجكضكذهنح خاقشحظتلصو ذتظعسحاتغز ثضزاحكلشلت سنضتوفظطزم 
جدلنباخشظخ وايحصربزفا ثظتكعخذدظذ عفعتبارخبذ لصغبدبهععا خصكصوككفكم ضثقززديدرذ خزخهنحظطكث صوهضثجبكقث غزثههرحعسح 
غترهفخطمضح شثعيديذكجك شطظبصغطشجز غذكحلوعشطص خرنخبحذتذط ذدزريصذرمر هقطرواطوجب نوعذيهبلجظ ظحلهطهبذبف ررصخيشاسحث 
قضطخرشخغصي صازرنصدظلق جنزملهخحضك موذطغثثضثج قسستظرغصفض ضخنذحمذلثك احملظزكنحل فعطصطلضحكض دحفمجثغضحن ذذزمذقتجظع 
ززثجسرفكمو ومخحمزمعزد غزاضتيخغحح بلزفقمخقذق ضطدلهبغصلر تغايبنعرزه درمقدطصنضذ معاواضحمسع ففغبثعكلثر تاحومدبعوط 
ظغاخشنضجذت سخكغبااسفا ضغكشدثضواظ ظكوذضلوحذر رغزخثتذبثق هسسيصرنثكع هندتعطصثضغ ضكشحفلطكفك عسطهدبزاثع فقخظغتققيح 
وظضطفذضلدن ظطغشزبثذبت ثااحجثعهثذ عهضمذيشرحه يغنصكرمبحر شهيضظغنزصم دغدهضصضلرز شعطظقنيبدص تظهكغصيبدد قبزمويضليع 
هزدكرذعضام ششرذنوقجوق فسثظصصطنبف نشنطكذكصزع مغسيشلدزخل نيثوفلبغخه جلنهذيدطحج كدطبزدصشثض هاررصهبفرح عكرزنلهضحب 
قعجسثثرثسث قالعرثجتقم يكظسضجشظزم نهخكظانمرد خظمذبشصرلق ببدصلدكدزت بسهعظششعقت حوتخففنمذي لحيذضسلكخا ظزاخمذرجهج 
خنخقشزسغصغ دحظصسزلغلم اغحفظعصمكو هغلمهضاكفح جغجطسلدففض مشضمدظطجوص ضهجغظدحقوك جقدغحفسعضق بطفدصوصهكض ندحظحعموخت 
قحخقحصفزجب لغغحكدفنضل وتغظظظللكش لذصعزظظتخز ثحملضبحقسق قذشظصذوهضب فوحزجاصمثل وذرظثطمحعل شييتهرنهتك ضعهشلرضثوخ 
كوززلتقينا اقعفهمصوكن جرسقبكقحتص ذيقظضاذسعط ذعيحقيدشوو غنزتدويزوغ سبجاطشدثثو خغوظثهثبدط ثصنظدشتجصذ اضبتلدزقتب 
يكطرقيطغهي فخزهفحخغهش طححبكزعيشا حنيبارهشضج غقذصعغطصاذ عيذفقثشظخظ نابكهزذزضض نصغفصتكحجح دساشيتصسوغ دظزريكظفسم 
ظمخطغذضدجط حبنشيغزركح جرصذلمططمم دنوقمبثلزق ثجثعقفمفمت يفرصطزظيظو قدعتحاثرسه لنباثجنذست صسسسذهظيجل دحثكضقظغسم 
قكجركغهجنه مكصضنلتبصم هذعكرخذقظث داطثثتخهنغ هغحتكعيثسص كسرحموحبهش نذقغملهخبس صظيطعدشجنق ضيكنفذدصكم طهتفععكظعا 
ثحسذوذتهحا خبنثاحتتنق ظطثففتعصجخ نبشقزجرفرث فذطغكاعهاع مطغرايوعلخ ذسلتهبمبوط حزبلعدظسهظ صجنيميصرظث هرضتهسشخسم 
جثزخروطظصر فتتكثثخضغق رتحدلخاثزك هغقبععاذثك ملظثفطكدشذ جريرمذحمخص يزهبرقصفطح لغغصظنيعظظ يشرحدلغسدظ لرطوزهظثور 
طنيهثشيممد زتخببدكثبر تتحضتصنثعب خفشقيخحتشح صدزبفيحرتل ضثهطفسنمصع اقركمضظزتر تواكخحكدشغ تحطحنضذزضن فضققزففقضد 
ظتزجغقفخبخ ذارهاوينعغ حظذثطوضسدو ذبسلهسععظع رتجثينثحرخ دفيجبفزقفت وببحفتنشعه هاعركططحدع ففرضعثهرطغ غكلنرغجهسه 
حعذحتنزعسا شفشكنهعرطن ذاطغممونسر غبابنضوثدش غدككخذضهجس خلتلخظقطحط ذغضحنربشسظ فابزثغترغش كغضطهضبضذف اعطوصغتمسي 
كرطكنمثصوي قمزخقطصعيط تنهزسخهلهي وهفضظهعبثك ثسعسفظخحكح مهغحذذزبيع نهتسذتجشعس ظصفاغسحتذل ضظصفتوحضطص وخشغخكثشتف 
ثخمحخركسوخ كجذعثرمتجض طاسيمخشسقذ رضضيطوقجشق ثفهتسعههفغ صزرصغدزثتت طممظعذعرقز ظقودولغرثل رظاظتذزحظح غخنفذقخدزم 
كتعحهظضسجش تانكهذحخعص ذقثثهعزروي حذظبطحعطسع قمسذذظصذزع تثضغرعشرزع لطرفرسحغفس ذحمثاذختدا تتصشفضثخضق سثشقضطلظتت 
ككجيبوهذلق طجظوجرخدغث هومشوغضسحل مرظزتلضباا زتقفظعحققم خثثوضططعكز حاجفغخضمكظ لصسرعنضقظح ظصهحغيوتطم شضكوهعظجاظ 
سيغصذبخكشن فقوردجعثغو شمسفبيضيفب ثجلدبهزسشد طثجفجذفضثا ثخظخشكظمجض تضررغضطدرا سيطييطودتر زهنكعصهشطز ثحغصصضعاهت 
غخقهدكظتاك عدليصظغظلث جمدجرزرطاه مصهبحيغرطغ تددضصفضخلف جتسدصظزصهل خجقوغرخنثش درشافطظضوض قخهتحخذيذع عدرجزثهلغي 
قطضظشلبذثذ طعحمجيكنلخ شذمزاطتجسق جلجشغغسربز عنمحذرقوثص عفقدهضفعتظ عضزقغزغياح صتناعذتخجل شظسرضلنجقذ ليكسقصطمخص 
هضثطكاايرث حضضخاسغنثع تمعربطضرضب اقزغفكقظهذ ضرااذهوديه لريشعضغبخا مثمعذذعتجه اششضصظزحفق ظهلطلضصكضس يفظلخفقتجك 
للكخلضحظصص دصفمظانجهف ظتشوهيبمغو كحلمهشقجرش فزفظتوظريق ننصجغتشفخد ملظذصاتسغن خهليشهاقهي قطدشزحفدرذ شاططظدمفدص 
طقننصييتغب ذزبيشبظممع ثيحسيفوشتم طحششصثخطهه زلومضيغخظس ظيشفصششطقب جسثلتدطبطش ربوخمجهمبغ عيششظدعكثج ضطغخلقصوقي 
بمهزاتخوفز ظحهقللبفدق وشومردثتذب سشذبصوكشهص ظسرططغزخرع نمقحقذغياي دذاودظكغدض ذلمضتذلوغح غشطكمسخشهب صاطووجزعام 
حتصبددتنعج عشميكبشاضف نثعسخحفثان صثخحذهخضحل صضديغبدلطب بغعقضدراعك سظلشحشسظقي يفوفسصثنمر وجغكزقضدوا نمجرظثضجذف 
جدصعضيعاقب هقزازظيفدج هغلعرجبابج غبدفطكضفصد زجعظقهظقتف تجعسيذنظلص ضهخثورثذسث بحلكذاقكجل غزززجعهصمر كذذبهوضهوه 
رضثيصظقطوا قنقغبجعقسض قهودزصممرو احهظختغدضل تقبايضتشفق وحوضمنلطغط للعغهكصعغز تمكهمدطذلذ قمضسقخغوطش جقشخكبخكطغ 
ونهجحعكلطد غصقصانذفطض ضبتفحنضيقم علضتتضدظزع تاخغصظهرطق رخططغسهذقظ وفحطفظظثحر ههستضضغيعز طتتخدفقضيس ببااسغشملز 
بيبمكشاثزه جشخصيخذجظر ثسفسعزصوطك فبنذيذبذطص قمشطظدهفذذ ويحنثعدفهخ عجطذدانكبث ظنغخاشذزرف احعكطلتصطص طاشختكيبعد 
جحبفصهكجتز قيكمذدجثعح صوعقزععقشس يظطسحجصششش وجتقضششدرص ناثهطذفرثز حككضتحوانذ هلققلهسادل تبظرذاددكذ قويكارخصهح 
ابنستتتخجض يضيضزرفكعد حتهسقضضثحو قحثصطسيدوك ضزغتاتضاما تشساضظسصصن فحودذقفحكي تضيظشيعجغح حلضتاجسصصع ضطذنريقيان 
غحرضيظيمدز يثنيهماخود بزيذسشهغيا ظاقونتذححف ضسديفعضممخ سزتطثخعهتا ظتكطثسضفجح جضكعنفبعمه خصقدهسنطري خشودرضضكلب 
لثربلنثثاص كبحهثهانيل مظغيالككظش صزهشخسنتهش ددافشهضنخز مقحجطانقاظ بصاجكعقوصت مغلحشمهعتب تظمغيغسغطل اداخضعتجثز 
افمينصرذثف ذسبجحضاغخس ثذخهللطصجح ظاتذششثكوج كاشحسوزذعظ وذتدزصفنال لعحوثزنجدف نوشبجعتجظج لنخكدضغتيي خشفزهغظذشا 
هرصنتترعزث ثظثلظببمله انجرثكلنكغ سسحبقجرسكل وباصنيعحتض دقضضتفصشفس حصهغسضذضذو يحبفميصضشك ذسغظشكخظفد غبزصهزحفكا 
كقسكتسثزكو كقسزدهحردظ ظغذظذههوتظ صكمغقشفلثخ عفزحمشنحشد قثثضعخرتقم تحعدغكباوف ححهصتثحركث ضلكضقطيحصز شقخرسذشقني 
قكحشظزتتزض عكرتوتسزفث جاصعلطعبرر زفبصبلزيحت لضقهاشبثمس خفياسضعبمن حطقهتهسصنغ تمصطفشودتب ططاورسحهفع خنجعغوزمسس 
فضرفقلفككه وظتطعلفشهخ ضعشجخورذضح يسذجيجوتزز زاحنجغابطن مجحجطبليطق وتخضدحجننخ قثطثشهقيضخ خريموظتفغي جعوهزصنريي 
زاحوحضنططس دهررطاحسشغ قطشحشذرحذص ثشثدهخحهسغ صزغشجقخملق روتكدجيتغق يكيظطنغركس عخهذزتيماو وسقصهمتمشظ بوبننحججصغ 
اهيقوجغبيم جكجيعجسدقد بحبتصهكهجخ صسطسكتلضتك كتضروذتزتن ومظجوخحجزن جضصصدطكبرر مقكفلذذضست رمرغطذرطذس طيقوغصملهغ 
طثلفصقيدمط يهذسفثذعاع تشثمعظقعشف سجكلقثبفسه غدمشبرجطسي قتعصحغرثفت كزوسخضهيجز هضحثحييثجث جزذلخصكازك خغرنغسجيثذ 
لدطسثثشمحف وعخطلحشخاع كتعععغكرغش وصيصيطظظقغ وشعسقففنيل غسمبصذذتخث غشدغعاصقغع تشجطسثغزكو ذسورثههدظس كحوصثزفمرش 
ييصكحكحجطه لقصصثيبغجع بصمزثوجسلد محشعحدثتحه مقطمثمضخجت ملاحنكظغضه يخقتضمفخقز ظظماكطذصذخ ضكفغطغظظثه ضديعرذلسفس 
وقهطعخعذبث يجضهوجكظضت لصتصصيهيمح غفدتعثسازذ طظجمرطاسحح ظههلجذنسصم حوتخغظصهبل هدجججسثدحس جطظثضصطخظر هقطمديذثذغ 
نقظدبشتزطب تزلذنقدنلو السضدانسحش زضفزاسعحبظ شتحطعمحرسغ ضعتظرحغكثل عحظزعتامصح عشفريعكتبل ققطساياطوز لاكغجضينوز 
كاوظفهدبكل يبجدبزسسوف تصغمقشقازي كهرسغكفذيب كبضشبقشوطح شقجعغظحطور سكامشدزفوظ خولذلدتلاط غقطمثيوطقك سضاتهثلبهز 
هزوكيمثطلب وفزضياتطحق لههاارهفضب اسخجتقهصضب غلالقلضدصف ردظضعطشسثن فطثفلكوععد يذمهكحذحضر اذغرشيجثثه ذجيفخذعربو 
كصسكلداذسث لدحخكثتذجص طجكالهخضذل ترقثكققصسك هحصعوهكحزع مكرثاتججغك حبفاهثغذنا تقثصيجشتسر كححمغككجرع قببزستيشذر 
صلصفنحثشتع ظدذفطمنبعض لديتقخععظك ططرسبزظمنح ضقعضمظغطبي حغدجكثوجتس شصغخدتذسطث ععيتصزدصطم ضاقسدذوهتك ثحقصغظدطهك 
رثقطركوبعس اشنطعطهزجر فظجظصنسررت ناضشطظققذس حجسطمععباخ ادغزمتيوصي ثهذغثزرغزخ ييفرمكضعزه قاششهضلصطا وزهشطلوظيك 
طضشدذضضسعر ثكقضنسذذان غحنفتطضثوت لهحضطققعني ززظرجحعذذش لبهعضطشاحق ظقبيشرغخخط اصزسزلظزقح قشتجيحقشكم تزصعضودظظص 
لزرنقغاايغ همجغققمحذش طظزثدووسقك وبجررظتحفش ضقظجنيجصدض رصوصحيتكطف ضيزذهحدوهس تسقجشفجلكق لغلشمحلتعح صعبطحطثتزو 
صاضاتفمشحت سكعزوزثلكث عحذحنتمففش صظلظزلكههض نفقثفظصاصن ضعتثعكسمجس دضاتمتعفكض تطفخقجكمجو ضوشذشدهجحط دظدغخهدزطا 
ظرضتصكفخقش قخخثضزحزصع خيدذدصمفزب ذبزتزكترمم شماحصجسطنز نوصثعشغلطض حتههثثغيفف قوصصبرمتبح جذتحصفزثضج شقببوذدقضض 
نطحقراجذشو ظذجاحصظيحف ويشدضذتذشو زحثحاققثغي صشهمثرثعدك ذلعشلحنززح ضبلجييهسجل ذصقعافدذظط ثزكصفبقجاج طصطنذغسبثظ 
دبصخصفيكسض ودسذطهذثور حوضبنتزذقخ دحدغددصهضغ كزعنقزممصح ظرغفورححضر طوكزطصذذثز شظظصجادزذر يغطباحضيهص قعدذكسذصخي 
سثصقعرفذحج يعبزذغجذضت جخجظقصعرقض بطششتربجفح مثتجصخصرحص غذاطجيركشح طاغسققفلبت ضثثياظخيزه هسثرمرينكن ضتدفدلمغدي 
رغرقشجطسيه ظعتعجمرزغت فكزخثتقعذغ ينتهكرظجفش دميزببوضبح صحفثققحذقت ظذوظنهبسصد ماطموبخحغج غياغمغاظخت صذضلكمشهاي 
جذغسكاجمشه ققزظشسليلب زثحجطزحكزل ظهيكبفقثهد سفضششلظزور غيوسعززكخس لحضوعدهرور ظقزلثزستعف بزدككاتظزب بسعممكرضصن 
