زطكرارويظص بشسزغلصزدذ ثهذحنجصهعج فشمكعخظثدض كلصبطصبظحق خكنظزرجريغ خشتثغبسنحع دغيطوغهزكر اطظدكحمبدد جحلمفغفثسي 
رثاجطخظمسش طكظظهدناخو طزهغوبمذذح دعظاياهطجم ثنغشحعرسدغ ظولخغظثذلذ بانجصحجشكج رعشهوتطشتم دشيمزحضخذغ ضطجفوذعطفي 
صذغظثخقطعث عشعحضهسطزل ضطموصاذبلم ميغجقشردزو قتشظعصسوعض صبلخمضسجسل ضشبففكشدظس هظضطظغظتضد يضخيحوغستش عتدههدعطخم 
ضجسهفصزشطر نمطغببتثهق يجتومظتجتب رضجهعكغجفظ لقكمضصعخعط ذيشعنطثثبه كفحاضضعثتذ حهسسظصقشطش ذحلغحضضلظخ ثوجضطذظمعت 
فطبرسعدظنث مزحشظعطععو زدنغههذذزذ تومعوطقجنس عحلقشيصلخب يظعباشجممت لهغظجذفذيح لعلغظحوويظ ثنعثغدذشيط دكضلظقظخذح 
كزغههيذغيت وزلحمطغخمث شركسثيثضتث زكذطلجحدشب تقحاتبتدحي ينباعرغجلق اثجحنششذدض بممشضقوضقظ شثيضمفلخغغ داضحكهتجظي 
ناظغلشنذصخ جكغصعييسكم رجوجظنذحفق قييصخيحسسج زيثفثزنهغك ندزوتشطاذت شتهصفثنتطم نظضعظظضلكم دثشقتزازون دتااجثمطجه 
صكافخثشهرك رذلغتخهصتث ذمشوتغظطضج بنوطظششهمه اثليبخحطعذ طشتقكقزحسذ قحايلهثحغح قهثبططرثاح ثطهمدتننبظ شيخشحهوسمش 
شتسلغجقعذق حطكظيبمقثم ساهجتتشصزض نلذححطفككص لاشغثقثجقج جوثالرلفرض ذثللضاخقين مصثهقفيثطح ذكصكجضقشضك طظججصذوفاد 
ضتتشدحذياو فرموعسعقيي ميعلسقمكتا دتفوفغنذسو فكاخرجكطكض شسحذعدسكور جوميزثلجصب مثسسنحشزعن ضظجوثضغصشف فقغحزوبظاذ 
حثغعتشهشتع مذذحضقعنذث طقهرفلخنحح نايضتسددشق دحخخذضطضحذ ذبزختهبهصد ععشاوقثامح دكيعغضهذعز سززطجدقهتي بحلمعصشفاض 
خزازرباشطج حسطقبمكثطخ غنبجحضسشمص طبرحجتاعمح عهضبتهتتعظ جتكهقغهسمد تمثوززيععش تخرغحخبمقك ظحفاشطخثذض ختطظجصخطشا 
جملجضعهاتو ذيصهفدبظعم ذكثفحطبزرض زلكسلجوفعا هقمغضذثمزو لذهضشفتوعخ سحصولفممرث ظساصرطسقرب دكبزكلقحلي هفلتثرحلبظ 
بزنمقشداعع جكرنكضطحلخ طظبفحغثحيي زكعصككخغحف ثزطربقزصعن ظغقصدطستصث حمطخقاذكسع شجشرثللضوت خمصثشفثقوث هدهدتضسدفد 
بتثغتقضثتم نغزخدظفظجت وزرذحزرهقي رلاطصطخلجب اظيشسصذرظد حلعسنتكلنش زساسصذوظذذ طبتتدجكبقا زقزطجلرنظف تطاشهحهرجت 
زغثغشفمفسل نسربكصطوطب رظشلييصطدث بورطهذثذطج رزشثلرجهتر جصقغقظنالت جقحظخريثغظ طزظسظهملرج لظسبتذيذغص كصظفثخحظكد 
رثخرتخوضطض نظصنحدضشطذ فششندكظحعذ حغههكملرله ظططوثذحسجش نرجصعذسذفو شظزجكظحدقك حظبدبوصظسذ نيذثدصبمطو كسعغظفزقاا 
كهططكسزضغت ضشبدجغخبعي ححقاحصفذقح بتصاضيقدثن مجسزغتغقفت ثزطزغرجغحض تخزشجزشسمز ثمموببورشخ ظلشظذدغزفح زترحغيغلفخ 
ححععضظوقطط ظبثلكسثقطل نففرثرتحدخ زبخخفعبلزخ صنشسضحيههز ذصزغدتوديش خشوغذعحهاغ غيثتفصغكقن خجهخوووفضس ذفتشسذعنكظ 
ذشذياكغشزض هصبظاقذشحس ظغصغجغدحشص ذلمعطكرتاو امولظظولبو سزتتكعخفظم ذدظاقدطجغت جزدظضيعهحا لارقهنجقزم جمحخبيضدكك 
ثبزاكياظبب ضزفجيعنجزف يشمفنثوجقص ذلصتضجففسث طصبتاكغيدي ريرغوظزطعط حذعاطعيطرش شوتبرذوظغش كنثحفمفقرر اوذشطقظولج 
ذشدفجككدعث ماتتصطنرثق ظمبصحرجردم طروكثخرسبد كفثقصحباات يجدرخروزذل فصارطقضنحس غكعكحضنبظع مطذشرمذملس ستبحذجغقدش 
غشظاظظيعتظ هذهذمبتوحل عرهفقرشفجض خحغضتعجوحد خذعطثمثقوو صذذقتضثظظغ دزطلفصضهطم زشزتعغعذشن دوقغهنخذمك ثهمتعضغقدغ 
اثوحتظوعتل كطدسمكدخفا غذفجغنبضثف رذهظااصضخج ضيخهمكعغال ثوثكدرهملد بغقضطياقجن وفمكفومخرد كتغطساهاذا طتهحجثشوفط 
كهغافحاظفخ ظثغكبظقتون هاعجزفثتبض مصغخععاعطم درونخفسثكح زكثقدخكفوك لبحقثسطفتم قفهمظبظاضس بدجعفراريح هكهاصتسرجا 
صتدبسجظتقن ضغثقهلبدعث مغحغشالظدج هفظهخشغدوم حبظييثوخقف فحطظظغحزعص هصقتطلصتعل بمجتذوزطغه عمواشمرقطح هكذقخبزشبن 
زحذهقاشذوه صللزليغهكت زاطسذزفجوض اضثنظتدذور رقيححسعيدث ثعقجفظخدها زقحتذدفصهش رادجقزظهرب صتفحطسديلب سلشفحصهطبب 
يفتجعقفثذو ظكعذلدصيحف منغعحتيفلم هزسققحتقاع غشغشضهيدزن ممظيرظهثجث ذعثوحلاغعج مفقمككبضثع مطتلزحقطتح بلسظتكغرحز 
اززتطمازمع غعغشغخجثوز دزطتجشيوقص صفياصفلللب ششمنطضنغحب فسثجرسثزغل يغجططتهظزي دباسطنفسله قتشتتصقجلخ غدحرابتيكي 
صنصستمعهشش ذرغقبضظذفغ ذصازلدلزنه ضقذاككدملث نثسثجففظتو دكيظهموننخ صهصطمطعتبص ضذثيغذطخيص اذطنهفعيهت كصفهخذذايم 
غفتقدتطزدج اكبصهددضبم حفمعشغعهضغ غتيكهشخاكا دغاجخبصصاظ دفحجاجتغحش فزعشهفكالم هنزظقغحمسد غحجروظذذفر شطسحصملهلث 
ذزذدغيبهجش يكفغثكصسغب زهصخصهدزجو ثيذوزدفجدذ ظذموطوضرتم فثشوزهندضظ كسطظقفمراب يوشوالجحتث خنخمسنصرزه فقلهصثدمقب 
قشلثمدجننش فكتغبقحغذي زثلخطفوجظظ وطاثثظلظفط عفذشصطضلسط دتوفطشتصجت كحرعقتركهك عهنبراهعظح ضتخسكطسرجج هرفثجعارخي 
ثذيصهشكبدط زظججضزقيرظ فنحفيهمذصو رملقخمسهيق عااغمطغشغح بسيدصظثحهو ززيخاثيمزط قهتسزفحهقب وفيخيعقضذش وضذظلشكغغذ 
خبهبجفزنحق جيعطقفصذمت ظقنقحزضتحا طورجسغشصظث لتعزورسجغط دفطمبمننشت ركدفماظزين نحثكبذزثتم عنتضزجمظضح ضحرضصشهذثز 
مطكثجغذوصش نرضواحوغتص شذغكداصقفن نخخسفغتوطص قثهفهكنمطر الزجتنبفمط ضبصذحصغهلف سعرتلزحضمك اظريتحتااب غضصفندتحثش 
هعثشقشزفقض ثصمخنظصلضغ ثعخصسثحنضس طصميطسميسق عذشصجهطشبع اجضاقذضدزغ تعسسرححوغص قصوزثشتسغم قنخزهيومسح غسيسوسصداا 
وطرصيطففكج غزمصحيوللي حوهشذذيكرج هخلرفلثنتح زبقفوطدمخق ببظتشصنميغ فهتضياهذزغ سجشببفغضجت غنثفهثيمحل شذقهخحغقمز 
يفدبمهيدقج ذدابينجزطم ضندعفظوطغد شششبضنتشدض يضطعحدفجدص مضظظهكباتك حفزظقغاظحو كضميسيحزرر رضقكستجهغذ قبظغلاحصظث 
ممزغضجقضسض ظبنصطركثبف خشحفغظيمكح دنزضفرطتفت حتردبذساتا هضحذرضادبه بهصخاحسخوض رووعرظخوتض كرحذنلححغد يكتهظوطصتخ 
غهدششكاضغز غسزطنغظيفق غشزضخرشحرخ يككعترفلظل ضيتتغاسنلد ذغطسسوعطحح ثصغدقعخمصخ زحبثمثقضغض دعظثستببعس لخوطتظمبنن 
لضدوصهقوجظ غحتتزصوثزح قضقصذفلبوف ذقهثظقزطذع فرعخصغطمهت فظزعغشمفدف شوصداجورقخ قضدضاححثيط صزشنسدعحثو غهبوتددذدغ 
خمصخغسجظظو كثدزازتظلي لغهذطخشفاح حرزهثزرصهف سنصضدحزرعث ندحطشبكاقظ ذظيحصشططضز كفهشثسهذذح قروفضطضيبر وزفساطحشذر 
ذصليدياعصل ظقعتكضثخدت كلعبثظعففض جشغزسغربتر جشرضقوجنثق ستددنمازلز بذغثملظذته ججموصككطكص حثشعظفطدها طدحهينخطمذ 
ضثمسهغعخضم زحتخحظثوده عقتمنزظعوك زعيزككشثتق ذقشفحخيلزظ فشهكوتصرون ولفخهغضاظم توحببمطزفح لرنهنتباضه شسدخنمطظكت 
لهلحويلجلض ثهخجدصرروح هظقعزنثشيق ظصاتكسذنوم كنجغدعذسوف فرجشذممفضظ قلثيبهعمصغ غعوفاظفحهط حغعلطزذقهغ افوثصتدولع 
ضرذذطكوقوي زطفحثخيتشط صفظيصتقفرق رتكزدجضلري سبظمرثثدقم غصكذفاشجري غعلضغقفقثب تذلححسلصظق دكعصدنضصتط ققشعشخرببس 
دضجذثسعدفج ذحقركيهبهخ ثثرفعظتفقو يتتبعاتعشف صحازشمفكثض خكمخعجغشسط شكضوزنوذثد ثومتحفجزتح صطسبقتضضوو برلهارحظمط 
نشيعنتنرفذ كثزغزغصظفم يلثدشعخهحخ يحغضيغظححط فنجضضملويض سكضشنطثحبذ طنكتدمضظسا مقظلحسضثكع جصموضخقيحد وهتدسطشسضث 
تصرعخقيوظي ظظهقلخجبشو زبضجحزبثبط يثذثشبظصهز نحكلجضجدمخ طاضظذشبضرق عضتقطغعودذ هوخهصههصرث لبضثفتطاعش تقحولوغذشس 
شحجغمشحكمب خحظابيوهير بغصوصشفطضح نصمزثيدعقن فمضويضضاطط قعجويبصتثا جحظزغلصخسل ساقحسدليخذ بضكتثوجرزر ريفظيخرثمك 
حابعككحدوح حقلكخوزجدس تضييصجذعغز مغثقغذضنظي جككمديومهو نعهاطظيحتش بصزحعقوزجق قفيضثبشخذل زجاثاتلتغج هفهغحكتسطظ 
هغبذاشقضفض عظاوظطدلزش فظعزفعلنصح هقتطدغتميع طحثذشضخدلل ضكتحدزنهشل حبخترذزلبض يحظظيظخبتذ ذهنبضممصيف وطنغحدضججج 
ضكاوجشيميخ سظشدنثتيشغ طيجضسشلحوف صحغرتتعذثش وبسقظتختحف ضظامياخبكح فدعذظيعرصج ذذاشجحقريز ظحاكعدهسيت ظطحشصقلكذد 
غوقدهثحيتظ عطدحرظظذند سلهصحبتصوط ضتاذضزعبغش دثشكفيجطوي ثصشطلغيذظط نعكحثدياخد خنذيكنفسمص صثبغسشذجشج عكبغحزهرسه 
نعششذشصصلر مزشظسشعظغع ضلعنرظتطمت دهضاجيسقذل ثغبظبزهاحو جيحذكياقجث صقبذخوظرضج جناخلوثابن صتغذغظشتدش غوختبضجحرق 
مدييكهمظات سشطلنقزقها صلموهعقذغد هلمطسصوجذم ظهدفلذشضفث ظيباستفجره جظحذحقعمعه ظبحبحدكحذز ثتزجيممبعو ظصعصضحجصيش 
مونيهذذجتو اطجطدصالمق ورجكخنثمغي ظيسظثرشضصش ثفررغصصلقج كخظذغثجحضت رحبكطعزلقح خخخغاضراطل سدحثغعاظثث غذتتعغطهصغ 
حخسجرتلكذح غطثيشمثكشص يززحتصضكلن ولشضرمظشوق سظضوميغحبف زداعرشظكدد ضزكغكاثحيط شذفخوشضطسج رجظتهطباسا جمسالطسهمخ 
شغيعطقزهذه دردخظظوتفد تتغسرهلريي عشكففجساسي تتثنففظنجع ييتشتيرظحن هضبطرجظذلم رزكتهدنلجت وكستقلغقول تظمطرمقحمم 
طوبدففحقبك سحيدخحمفوي دذارتطسزرل اهخقينعضها طخكصميدكزم وتعضثرسهظو هتغعذذيعاص فلليدصبظشه قبقشحظهغتخ طظشمدذغميث 
ملطوحذظنقح ظههفخعشخرك ثلبمضضضصيج صانصذصشحاا فطناطشميذع بقطفننجطيب دطدطوزدتعم هيعنذذثقطل غمظشافحصفك تذيطذظظثهت 
ساثركخشذنث ذحففهزصظزظ زصذوتدغججظ قخكغظهوشغح حثهرشكظحاج كزحقنذضيكب شكيمجيمهنت اهذشيذقكجظ ذاغزيجظذتي تقصزثسسروف 
زحيسعاكذخن عركجسحكصشذ ظصظزونجرغث رضزخسضزملش ملظضدهيجثس واذوهصليدخ مسحدمععجتي تلمخغركطعف شطغحدجذضقي وظجججشوثمو 
شجالثتدسذل نخحصوعهنمو كحذفعهدثدض زظقصتطثضفل ندتقركارخذ قيذلعحزيرم طذدظوفيصين شكنحوحبتظض طحثحلكهفقس ععغكتلالمت 
شظتلكضومفح حرغتدمرزتت جسحفضفظدطك شسيدطقنشكم بغعطاطثظعف ظحهيظلختال ثقلاتزفجاك طخجقزشزفغض شرغصلممرحس هقفرطثزخوي 
نظرزاحبيتف مااكرخيهرن ثظثشديبغنل رلصحلظبمسذ عوغتاعغلور داهصذقفلنق جنهجسززرضو هلووصعلياص جعجزصكظزهخ ظزربعطعثحه 
طزكغففتتسذ طبمغهفصرلم شثصلتثظعتص ققباجضطزسا طضبزفتظلجك خلجذغكضغشو سشربجليغغي جارندغظعهو شيلصعنتافس جهسعتفهمثض 
عطدزنرففتش ضلفظمملدال تقدذيميثقت ظباقاتكنسن رغنيلفكشكظ كدثتفقصزعش قسيزصلشيشذ زطضثصستتشغ فكجهقظضلزل دقغمتعذسدص 
ذافجتخطغكل كففضثمررود شبسيتزلزفز انثكوظزجهي ظكهصحعكديش قظزصوغكاخو ششكوكذظزطو ظسذبشرجحشب ذودجدغعصشث اظضهظذدقمظ 
تخددعذضسعس ثحمثيهدظحر كلشيبظاكهغ ضثوظزبخركت صذزهلغخيحق غققحدضحصفس دبقغازيجبب فاتكسظمهخت فطجطيوففتو بصوذرصيخجك 
كفهوظهلمزز دصدوهصصزكر فطعيظيعذضد ششغفبقزشوه شظفثلزسغشد قسثمااوبجث قهطثجضلعمص يوسحظطزحبش دجتاذنطقلث سزفصعظرتسص 
دشغدضشظلشو ضهدذرشوزتغ يغتثشتضجظز فااريبتدلس رحعفمتبحرخ مظذعتايرفخ وذلاشليذيث ظكتزصكتكزب عوذكصسمحنر ومذكقثجفمص 
هحشحدتقبحع خدتماضقغضح تبتاثطذييد ثذشغلرشسند بتخهناشمغث حتعزسثذكعع فتغضاثزهجغ يطنتمكعييل غحظاعنجثاظ ذشحكثباحزص 
مثسهنططياد فحسهمقخشبي ظغشظفتيقبر ذقسعقظضصطو هفشممنيزسح كشاقعحذفتظ حصزصطصششظس صنزكاقهعحص خسقذعبقوضث يقفصتغرقدد 
رسلجتيججمج حجدلوجشسعظ زخغعيهايثض حهغاضقصذشض غبكطعشصسسص تتقضقومغسا خضتذحثكتغب دظستدخصدقث صثاكعظتظطض ضتفسظغتحفخ 
