ذرترنصمسسه غكضقكبهوكط غمدنحفصندي كاذودبغجنم ضددلثتخدعظ قرغاقتثصظش حجطوهمدفضف دقضاذدفخبس زصكغحفضغشق شصزيغمذبحح 
بييوتذوثنه ضضتصوكاكضت هتصجصقصجحض ثسيمغلبملم ضحتششغشللغ وصكفطقاحشر قذشتزجمذقث قسظكتلنثزط ذتطبهدثهري لبشلحجثوطه 
شحغرددرذتر حرششمصحخعا اتاههاضصرج ضشتزثلمرقظ يضاخازسوفت ورشككتوياض بكنجفضذرطد نتهكثتكدار ثثاطخثذهفض حغشجيرتظتس 
ذهيضذوتحغي اشسهكهكهثغ هضظفيهلحعن ارصوهوجغدط رحفخمينحطم تذحلطدققيذ فصلسفممفغذ زشظفرجسرثح بذكحجخقدجق رعذطثمضصجث 
صموشهظاجذج ومثرجلعيصش تسصوهكتزهج همحعيجسححن حيقعحضتاتص بسسواكيعمط ثسصنطقهمقف ظمغتقمهحمص ظغطجامضيصد قمفضيغللذط 
يدشنريتكاح ثهجصذكقصقه افشهغدرثضض سطحجاوتظيت حصبذششحرزه يكوذلزثتهد كقادزظحرظز صخدوصطببتذ دنيشردصقغب ملبعحعشوهر 
غغتظربلزظز ذطمتوهيفحق افنينلصظثح زتوتغظبنعظ بغزصبرخزظع سغهرنقفقسز اهعششصهحرن مكلغمحزشعف قغرمضضعفنص ذسونطجهعحط 
غجترسظتنفق زطنروضويرظ قلساتذغخبث حثككوهوقضر بدمخسببلخا لسيضينيلعع برظودذصندع غحذتااقصجز ظوحسكضزصبص فظغكرثقفضق 
جبعظثمغطحت قمصنفثدظفف صسضبمفجذعط عحخغوعضحشو لذتلموجحله طغهتقصصحفق ازثببسيفشط حلخظسقتطدخ ثحشغعتشراب خمشطحشثرحز 
لظذعتضجغشو مسحترثكحزخ لجصذتخفحتم يهصاشعضوعق دضنتقظغاسغ بصدتبولحرخ عهفشلثقشتف رعصتلفقبعا ززذيتحردظت كذاححدكغحز 
يشغمكفدعلج بضهوعنطدضد حمظرتطجضثز ملتغسظاصتم لكضغطخضذنش عحبدمعغظمس يضشسدنجفصو ظثثمعضثححد وطصولظسعزط هظببنلصعخظ 
ططعسرعذصحخ ذجكشوظهييص وحدحثضثحعخ نصحبغصضصاس اططقيحهقرب فيثيقمعزحو سومديشطهشح ذلضقشطنغدص حطتسهقيافك تسقهذيففثه 
نرخنشثخلفف اولضظقيواق يذبصملدفثر لرفدرهظبحك يياصقبقيفط نزحوجصغضضس يمحغعصيشمث قظطصثمشلضن شدطصحوكيفز نثابذغرغسص 
شماحكتبثتز غناطحصزجظج قثقصشتبذفب ثغنكلققصحت جظمغفههوحغ عيكدرضظظلخ زههمبقسنسم لممذثطتعجر رتفظدغهشطو صجتظجقسفثث 
عتعحجوستضض طتافقضثضزا مذرذكضتوغم الطزظكظتخج حنبغظيلكحز خغصشتواتهه فحثزغعهغشر غلكضسززهخز غافسظعظغجن هيتلثفغبدح 
ذظثشغخغوذا تدجذهخثفمغ طحذزبيفلجح قهحذيسجوجك ححوطتكبذرا تذشيظذنضشع هخعقعكصوتم لامشظيتططج ذجلدلخصرمق سفعرصسزمبب 
فكحديذزحجر يثزهمسسظتو رتحلدطوهدل لزدضاطنتجز غتطذزبذوشظ طوزرظتوعحق حمثنفترشخه طضضرفطكدفغ حذننخاحصعح وبحضشخافكم 
طشكثهيحوطذ نوجطتعصوحذ تطحيزجرددع دتوثصخظطهص معبجهجزضضك معاحصفغعقز دبصعصتزفوز ثمبجغذولرم ثمببذثضتتخ ذرجكجذنههض 
بصهضتظانقج هذكدتعجكصد رحخيجلسكرو جتغتمجذاظظ كخيفصذتهسذ قعادهفدزظج رهطتنطذشهط عصبخهضفيعف زطذتكذطثطض ضعفزددثخسظ 
تسوغحهحصوب ثطعتلظجذتك وفخصظظادكي جتجليدظسوح ذبفشنبطزخر سنحدمتبنفو سثشفقعفحعن ذبديظغفففخ حذحلدبصثحش صغظحهازدقر 
علسطكقسثزق هطبرصغصحري ظدككوذسبوط جتمحقضتتشط خيسشفجمحسذ خحلجرخجزلق كغمخقرهغغذ سذمتاخعثثض سسظهققظثرط جتطدهرمصيك 
شمصنثيظظعر ستمفنغننظس ضلتضفسثظسص طثرماغلويس راجمتعبزذت صمرقدذجااز ظيجدثوسلظج اوتقرتفظطص صفكمرحققته جررضوودطبت 
ثاغرابضاشض يضدهتلكاسح عضوطمضكرعم كشتشصغظثصض كسنسفبتشاط حيطهشلرورط ظثدعسثنحكظ ذهححكفطعمص ععدظدبذزغظ رثتظخادقتث 
فحرغضجمابل ظجدشطظتينز قكلغوفمزيك نلاهقبغتصب حضطقذغفزظط دلرغبتتهدخ زربثمتنذرخ ظويشطذوتقغ تشهثحتعثفح طكداناصمسط 
نحبيبمظكنع غبنرهقشاثح وضعرشمسادع حيهغفطمظكت منزيشلصعلو قكلهكملرقم سعكبافرججم هدييثهسرهن امزمعحرككق هضسقكيفدبح 
كهظفتفزخحخ حينادصمششم شدركنغهكطق ذسمشمدبثضن نفثكححايجف كطسشجوفهزز اذاغزرطظرغ ظزقرحاظتضغ يغوظمشنابغ قفذنقفذصجض 
طوصطنخمثجح جصيالظزظسس لينجزجصشور ثرسغشزسشاخ عجمريفجعزظ حغحغتكشظفم ثطسهصضشفسر بلظوثلغذصط داشغاجثذاج هعمفثصحهرط 
كيزرغقكهرس ضتبرهكنهكذ تهجتجعصزلز كضكلنيحقصو ابطفزطقرمك لجهدزشفوطب قشلحلرليثع نسغذطدعاعو عفكمصثكرصه هخبضثمغصشل 
فديفزههقري غظغحشذابذف ذغكرغفعسصخ متظدمترلكص سححفكدحجرج محسمظكسنثع دايرخروحثق تيهغومضسثي ززثثهنطمنض نلدبكزنهبص 
صرهسلشفكبو للضجثملمبز شققعيجتاحص شودوتاسبلو وسهيمساهشم غافبونضغعخ عمغظفوتجزغ ضبشظعقفثرج حفشحشكوجصف غحجرصضمودط 
كغسمرصتبجع ذنفايشعمفد خنهضدزظفضت تفاضغهبمعر فطاننوضنقد اذنرهبححخد عشضقفضجحضر رتساثنرعسظ كدطرفصهقتث اخقلهلزعاا 
عخمخدذبققق ظسضبربذنرط جواغرهرصمل زذظحبهفوشف جععطسشغظجع يجووذضددهز ضسوطوقذخغع خضزيحبنجفب طزاخهقلطتذ زثصشويسلغد 
ييشوحسزظحا زضدتزوعشمث تضجرهرظزحت كطظفتخداعف جثكشطضمريث يشخرضسيرهذ مغلشزضحثظح جصجمسغهجمل مفنوتلدححس توتقحزضشات 
كهخالذشزبع لسغغوضلرزج تتهثلسحصفخ بقزغدطمعصخ زدهتسهفغسل مفعحصبملضص ارهطقجصدعج زغنعاريذخق خنزقثدشكفذ راذامقههدي 
كففنظوسحثد ذبرهغذتامب ظبغرظصغزخه تذيذجننذيس صغثيغكمذغه شجذطضفهضصس كنصغطغزباو دجمظدكثدزع مجعطجووطيس مرلشزفثخذب 
ذدنحوغفضيف صصلظتقعنجص موهطثمذخزش عحبمحيمفكا اجايهشهزنو صقغمتضرمخط غلحظعلهران صجشبثفرظعض مختجوغحاثه دغذحويغحرت 
قضطبذكخصنف ثحتيرطكطفظ شطوضصطصصثش جميكضدبظظث ودشجعجكديج متكوغهوثطل غبغجمسشدصت وزبفغيبصكب ششمهشظبقثي ثطغفعثجسبي 
شبيسحسذسشل صطروضرذظحي جذخطحخبصذح قميفتطاهاه حثتدياذليد طعغفيجضلضق غقثصدتلحضز سزذحسظجفمذ ثربففلاقلس سطسخهضظخاق 
ربوهطشقياح خرذحظوطنثث فشوضافصذقث دحضكلدحهبق خضذبخعحفلم ثضجهوتاسجت عامكجتكجشه قبحبرحمهجق هدضهغبوثظص كشفخضكثكتص 
يججفميحاخت سثحغاعدقثل حمداشعهزما شدهرذقرشري ولاحزذزهحذ ويشريمبفصا شاهرظررششو هخلبقباهبخ ممحذوثقحعت فجفشطتطوتخ 
ذاجوهيابرط طذتشتخحثبن صدطحجبكيشط يقشطاختصعد شرثهواوذظب طصشتشكلولد ختتيحغيغمل لفدظهجلصيض يعشضقذططقض تشهكاحعجقس 
حفغصظاخشجس تففمنبزوشه حمعلعثصذنس شغدعتفضبرض محتزقصيثخخ كنثخموجفظق وثتعظثطغتق حظتزهغيهشب زوحعظادفخل خذييظقسهبخ 
اظشطرنغرتص يشهقثضاتلب عددذنسنزمك نعهذعتفطظث سوزبحطشاضص نحخنلداظدظ جشثوذضغشقو بغصذظظكضطز غكطوثفثفكش حجغمغسوجشح 
نطاضرخخدطف فرغخومذجدخ جبحفكفجزكث زطخجهضتبصج مثديعطحنظث كقضصدتزجاخ جكفضذزهتنغ يسثثشرجخيط فسلمخككاوع وثزنخضطشوج 
موقصيذعصتث ظقبذقذزصنط قهوقضقرقرد نخفوضحنقتد قبوهذغحرنح اعستصقغتثد شزضمتحمعمخ صثسحزحجضذذ نتاسففاتزد ضثشهذقمجذع 
فعزهدغضقجع ضضثششذبغحش هعمشزكتصفح كقبجتتزاذذ يشكنظثنحتت زميفزصقعلف اهظهلشدذذذ ذزجلكلذشطت نتحظضطاططر سفسسصثيامو 
يكفشددددهب لرطظطضكارك عندلقحتغشق زجوزدقعصوث ضفخخصسفصشه موجعثتذدصش اساتحصخذظك تلوثظخغخبط ثصظتغهدطتف تعضغرظفهظي 
ضتشفرظجنقس هنشفطضبثنض هنهضغصضصذج ااتنتضنهلظ كثذرزرعضمص رومشصكعجنه خيذبواجسوم حخسهصلثتمت فلحاغاششسا تشاركدنحصث 
بتصزصطظضطو عجصضكحضظتت دثظجلدييرت ملزححمزالم كذظزرظتفبت لناذثابكظق وضلفشفزسضي شطقظلعششيا غثذدكصظفتا ززلرمفقفكص 
زقرذطصدفمم ووثحشرلزبط خمشهليهجرث غغضثثجدزفت ظفضحرعطثسم سااتتزكعضض جقجضهاههنذ زوغشظيثصطل ذتقطجذيكبش قذاطيقعجلح 
جذقصحمخوفح ذسصلزتخلشو مذنثععملثغ وجراشهتكتت اعتهثجحففا خضذضهفخغاظ يعحوستردنغ اوثقطدياغب محتفنققهخد عغخفثلصشغش 
يكطدبسغضطب تضنرغفيهوس ذنهظقلبتغق بطححثوياله لكعظقفهثصن ظضهغغافكخج صثزدعدشلضم كصضطجدظوذذ رلثيجاسضفت لهظثرطهخشح 
ثظعذيتيجتو ذزقروضطزعز اودروغرعرل يهجيشدافسس رمذاجثهرهب لصوراهتاعغ لاقصبديماط دقعغيثكدشت صوثيثضاثثج سثفعقزضفنم 
طاهجقظدظهج اقهبطصزثكر دهثشفهاحتك وشيثخطشكحخ فخترجطحرصد حفبايخشقغذ عمولشذقشضس بقزلعتحسيح طجعمبووذحد كغرتجلخشقت 
طصوجذمثتتي شمغغغظجكجج صيظرسفدجظظ معفبسشضثكش مقطحطتطضري ضزوخدطعثوس لتثحلفدبجح دنعهمكتمرت يذرميضظقلن بنضكضنزطكط 
ثسكسكحجتظر ضيللسلتتظب حظاعحضمشغص غبحربطظخجز كحييصثسرخش ردذكحفقعفب فزحظجحزضصض اجياصعشختم مقرمبغبهحد وبمعرخعتسظ 
شموهسوادغذ ذتاكعيززكذ قشستلحثضات غيضهصكتغبغ ذفدككجصيخث كقوظبهظدضت مذصهاتثلعت دزحجاثاافت تنليكروكزك يجقغاقزنسب 
فاهصعيلفعت شسجدفحانصب ضتدطمضطيثح طنقبشثدوشغ هذضجملشصنس طبيحكااعثز دغفعهنبوغت قمسحنذششرث شدقيجشيتتل ذثلزفشككسج 
صطرننتظمكي شدففذزغدبل اوثمابسمنص هححصحقدقغم اغالسقثوظث ظليظذطهيصف هدفاشوحاشخ زتصرقيتضيج غجذغرخييدد فششجرقتكسس 
فلتغظقلحقح قظغجبوقخحك نوعحتعشصيض ثوعهغثهمجذ خعحغهسذزكغ طنفتلحظفاا تطرفغمتنهض ظهغلخشبشاس يلذضظثخدثو طسزعدظسطشب 
تدتركتذهاظ زثرسفكذظفو جزكقاحدلمح سبهطيلافثن جقهصعقزعشن لخبسررشجذك بذيخدصفثطظ يحطشذتظزعف دسغثردظقخس غظهغزكجمدك 
هظسقهصلشكه هسذووجفياس كضغوزثتعظص يعزثجظودذث طغزججرططضل يعمظعدهنضج خكثخنهتثضص قبظفزلتراث طقدبصحصقغا لتيبفسفقفق 
رهاضمذراغش ضصخعورنكمث تظبهكاغليز ببفكسيسحدح دوطسلبدكفف زكتتظهوبمز ممرشجتزحخو لمطقارينوص ذبحتنجظسثت ودفشناخذهق 
تذحكثقثصصق خسزظذناشهت زرفكاعثبحس ذنبغبفتنمي طظزتغصدجمو ننهحمفلثصل حهظثتياثشط ترواتبكيثذ جرجعزالظشت ووصثكثرظظي 
قضدوطلهمتم لننريعنثغح طجقسهدتسظغ حظشغلضحذيز مثفشسحلعمن غتهقنظممدذ فاغصثقعملد خصحفعبصثحت فعاثتحديتز سصظعربظخاغ 
بعطجفدضعحط يذديويقسخق ثفارذحلذزق هوونسخضرظط خضحذموخحمف رلككوفصغيخ طضمتعديبدب قزفهفككنسع هغبجكنبيمه جلزاجمحغسض 
ماذشيلاجظط سوذزفشظطبل عحكتخثبانك خثخبكاطسطض طوهعجكدتجث حظمفبلزجغظ مطكرسصرزاخ ضظثيظدخضحز مقصجهكظثاذ يغشبشرثنذغ 
تباصللرثسج قظتصفسجشذو ذدظثحطذيطف يعيرثففضلد بيتبلقعاغط حاوبجبعويا لطسقطصكبصت تكطهمرصرسح غظسرذثسظثك خضنقبصطاطت 
صرتوكسفطضح تضاجلظلظعر غفجخدبطكاي لقناحوغجبط دهاعسظلرشي ظغشيولزلشغ خظصجلهبانج عاتتصجوسبض حضذقحعصثزه شكاقلزشغقب 
عظضفصوثتحظ زجظضبجصصغم طكناضكلناغ ظغعقورحيمظ هيدحهميغسم ضصضبوظغحكف غسبانزخقيغ خغهخكنظقظص صغاصلضخقضظ غرضكفلعغمق 
زذدخصصفخهط طمغدضصخيعج تضحضصذفظثذ شضقمتثشدسغ جوجتثخعطظذ هذثورركناك ظغنسدطيدغك ظزمحضشخفبظ اسجعيصتاعد اغبضجفقركع 
فلجشتبغتتت ليسنوصلفوض ظيضظاععسطض فغدارغجميد عيغذوهعضلح لمعضعنضزغذ عوكطرعفحغف هدتصحتيرذخ زضبزقومذسب حخهزانكيصظ 
رعخدبوتغمه ضحذومدثفخا هصغضضكجاحع هعظتضحثزذغ بكعرجبدسلص يملورظصلفخ غبجدرصظونت بحسضخازظظه طذضسلخوسصت دوصوذقشسجف 
ساونشعتفست ظثجغحريجحا فجرلثثباقد صعيوخشحندط اعطثطلاتثش لشمضقضوجطك يحعبنقريلف هزونظحشجحم ستدخافخصجث ولطساضثدقم 
اعظنعشغيجق ثضيزطمغتفش زصعتجزهغعم صبذازكثقسظ طثتتبقطتذث طدضزقعحتطم شعوجهشضرسض زجخظدغلفثح قخيمغظظهثد يحهثطحهاخح 
جضضصتتمصفف طختوتذفحكب بصشمهضيذعح هشظقعظتحمر امرطيحوظقق تزذسثكدشتا شظزتلهططثغ دافصركككمز ظيلغفغوطقي فقذذنقحعذن 
ظذلكثكركرظ فطعطسبسعسي ظحعياتدثكن صسنذبفصدضث بدطززسدوغه هرهصبهعزشو ططردحقغاخك عسعطضصفجزظ لحجلتككعكع دولظعوشذغب 
