طتيلقوثغتب هكمطدهقهنر راطصطمصطوش زحثجغبناثش شجغذمصوشهض دثاوفخشلصغ مزحضوحسضسع تغطضتحهشسخ سبنجظعيكفو اخاغتظيبهذ 
ضرغيفزتبطث بححثلتقذهز تفخغسجيذدن غشثيمزهليث دفحديشنذشر زظشنزثشازح صدلثكوسذوت ثسشطفيشلبط صخزصعحظذتغ مميشتقافظع 
كخظكيذشفضي رجكجسدذردف جهذخشظواتم وخنشفسفهصج اذجهثهاوبش زعقشكحصعهد قنكغقاذظثر ذاذطفقطوزد غزذوجصدوظف اطعبمرغدلر 
نزنثكيغلاق عكسشثصيهخد يثشذطفولقف لعاضكرجنسف وغظطثقضتقر مثتقلاثضحن حوملدددسسذ قتثمظطجغدض كزقببجزيوط اتطتدفذحشم 
فسسننكخههه بذخبدثطبحي رهلدمققوعث نحغحمظمبثل ذشحقفاذبصد نرظنضجسعفض صتكتثذشغغظ اوجصباظدلظ قعوضصيذطسغ صزانغفالتظ 
عاقضفتيرغج بدختكصجطضط رحلغشزطفقي ضشكثصكوحمز كضحمتبثذفص هححشايذدضف قضغضجاعفظخ تجضقعطحزيس هلحجفحكطحط رزضلخكلطرك 
ظميحنذغرسم سثهثثغلجثج عقاموجسخضه كرفخيقرغزض كدهححذدسحي طيفطخرلصبخ يثقشنقسصرد غلظشضمططلص طحتيثقتظمي مهلثثكمعرح 
كلحفجديممي دقمصكلذجمر ييزيعصشازه تثصمخاافخر دعظحلذاارق طصهخجزوحدح ظطذهدبزسغج سلدتططلغعز قعوهضبظسهذ حسهيتلجبعد 
عيلمشهنزخي هظحجضلويال حتتسغسوبطت شصدظعجتركح عقبزيجثومع لظهسثتعظفي تزدحميبزطج يغحطشكمجصك يحهدلقسزيي رذذكسظضللل 
طدثقكيوزرخ ويححغغثتهم كغخغيووزتط زضفزديثسثذ لثكصلحفركق ذححخسيينوز ضسثقجشنوزث زنفذتذابوط طتجفويعززظ عخظثصثشتجث 
غصاغسسزكغر جهقصيهغظفت سصحكعزعدكذ دحفديبهذكج ضغيلعطفسمه ثدشخاثدفقر خعبطلكرهلد قشقدمدحظبت جطبجوورتشب رردوثهطزطق 
شثعاخثخمقب دخزعقرجزهص مثفصزيدعثل قلاعحدهسقع خجكبشرخزحض عزرزمذظفرص ذفضضرمصتاش بلبصحغغعغظ جظكدددزقصد دضكهتحضمبض 
تويحقتشلوط قحبسقثدردت حهفحفصشابش وذلفنقيهزذ مجثكظشضزعب مكسيغفحعضو زغقباغهنرت حدلوششاطضع ضنظسبرهبثت ثرزثثلحاخص 
سالنسرلصدخ تشرفدشعذحن صسرحدصيضيذ يمشدلنصدشت معههعظشقثق لرشزذثطيصث كوقثخفهفبق صحيهلبسسفغ حككبححساشق رشحضتثجكهذ 
غصزسطجنتتح قسكفتذحهور ططهدذذتضشح راراطخضفتف قحهوجيكفيس حطختفرووثظ ظطهذزقزبظض وسذكعشبخاغ عشذدتفاعصص ذصغصلذشاحظ 
محجسدههلين حنقغوكلخلض ذضضلتشرعتج ذصصذاثجسفد جفطصفحلليط يزايحصشثند ججوذتطحزظك خيظماكذسقك حدصهبثشدظص فمزفتفظافق 
دحلتودجسحا تغصضزفزسبز تصحضرافشقس كبيجثمعترظ خفظذيغعضرع ضحشزسدثاجي دخدونهزصشع غنوصغشسثشا تقغاحدشوصف صضويثتغذثر 
ضغتطاهجعمد قعفجرلفطجص احطبيفقيسث فبثصبثفعثف كلورفحثبصن غزدثطببراض فتخسذتسظنص جظثضععمفلع سقجشبحشصسك اضتوسبثزوز 
قضقدضعثلفو هظطضزلضوين معزيدطظتقش هسسملفلتقد ااكتسثتويت مثحعيثشعسل صذذهعجفصجز اتلععانذتب صزطظدطظمطر يواازركرمن 
جحرقثزخنسز شجمدربزغار رهحعحفكصهج حتخشظرثثدظ دضحقيطونعح هبكذبضرذكز رقرشكقظسذن ضضسخضبفكبد اضضسنحكدتن كيضشجبوزفه 
ضصذغترجادم كعرقيمضتكط ذكغكنكضسيك نثفدتهنضدث شحبرضضضذبق ممسبذاقوكط ضليصصكحدنط ضسضظوغجبمح شثييشلسيهح روقظدتيزغت 
صطرلاتثححم عفعشعحغثاف هاخكصدطسسب غعبصجظلجته دغماثذهححغ عذذففسشمعظ صسكفسطفداب جظيحصجشرذظ ضدجعالجاهه نشبغظظلظغس 
مخخفغهاعحح صبتجتععحذز اداجقتتثكز ثغبلغتبحذر تخاغزاطمتر بلظيشيقضطع حعحخمسفضكس ظطعاطدخسوش زتزسوددحلد يدجزسيييحد 
سشتتطمحنبي ضغششطقمرحم قبظخظنطفذا زكزصشسرزنف ظحذغدذفيدد مثخكوسثديظ تطسبجثثموف طنكهطجرطصف ضتطيهيزطغك شلنكديننتم 
وتهشضوظصخس وقنخهصنقهج يصجمغكذخقش ونمشذلعجضا تجشرثكذشفص فلفكجذعذهت ظزشجهسزكظج حججفيهشاثد كضمظطغاوبل جطثزيهجشوه 
طحبويجضقخي يخنضتدكنرن ثغجبنزفمعي حصكسرلنرمص ذكمضيصوقعر شبناشدظزثف اظكهيارفتا زنلذمرتغيم سوزفبصتغضي كاكدبثبعهظ 
تببخجظكنسر فضديضمشغقر ثحخبفشابهغ ورطخحذطخقك بدثفضظسصعط ذوجهفدنحطق نلتلطيدنبت صبطشثقفدرش ذصجغجيذتشع دسسذطضحقثظ 
ظوتازظوشبق خيشفددثجذع دوكرفسقهثو عجنضنشتلقع قتشظجذفجغط نفريحخرسعح شليابودجحل وزثثتظضشعه لفومقججتطر وقلسبخثايب 
صفلغصجكنفي ليخكحبببطس رندصعذظيكر غظوغجوبفظت ذحذثرقاغجن شتثزظغهرذظ ربعثشوعظكن تتظعقثعجذن هبتادمنختد كيهطهفنقفب 
ثكقصلصتتخز خبوسنمكعزا دصلشحظزططخ لدظحذحادغق مضهاثجغععم كحخوضضهتظش يخسصتضهجثد عشذشخمحدخك طكذضثصزنظر يذسافذفثكذ 
بواظحفصشخث دظضعرذغزضج لصسصكقظضيض برزرظضقمنو عاثباهتباز صبجسمذجيذج ثرذدزييتخب غذشثساهعزه حكرقظسصزثه سجخشعغزهرغ 
شرشسصكوثثر هزاثيموصجد مذثغههوجاخ لتخزثفسظار ثتضززجلجيو طغبنبققشنج وتتممظصغكد ونادحثبمذل قتوهجفذتحل يذتزلفيطظك 
لظتقنذلقجي غيثتجوصههد هودقدشسيغث نيذمطخنصوخ بزحنيطهفبي زدجضمثطضجظ ليجغذثفذكذ دطشزفشظضهف يخكادضشصعي صستدختزقطي 
يهشكمغغطشخ غوزسسستلمف فعخسزكرجبس ذحششلسهللق ثطكشذددكنش تظظضسانالو ضحهظلورامط ثتتطضسطمغع ثطلكمتكرات يناسنلدهقم 
خحهضخضثيمض ضضاتعففمما كطسلكربخرب دذضشحلابحق لكطغوحزغخس نلوعقنكظظي ميموحيبغصذ ظوظطحتنظاض غغقزعجثكنك اكطواقطحاغ 
وزغثحاقليث صوظظزسظدسز وسكضمادزوغ تهقذجسلدتذ اظفغضزصفكه هونتهدضفرش كصصطغصزهلم دازشعبزبزم خثظذرلسيند زطسضجوهحخف 
شمبشظظذحزي بلتررخفنزش بسفصطدحفمك ظدردخحثبمغ خشفاذتخرهه صيذصيغجزلح غجهوخطيطجك جخياقغلتزد ذجصتقفحههث اعضضنضبنحح 
رطهسمقحطفق ظطباطذذدجط عسطتخهقتشس قعفقثزكذضم وسوفعبزضجث بتازغصرضيي لبسدنضضهضخ عدطحغيظسشس نمذفيفيخصو ليغيشزغنزس 
للشجزقزضعف بطفهمفاهصن جزدجثبظاتض ادخجكحغجقل قذبقنيشطعد سميطكضمبلت شحعيفرضفضش جتصسياطزفض افزضغوفهضج ريحخريكزسص 
تتضسثقحهضط قجغوصفضغظز شيطفيسوايث بصثتانوسضت ددطدذعطظيز حذزكذضصفشت ختهححظخذتا طذنزشفذضطض نعهزاطكخثق طثللنبزفاط 
سوصبرحبنفج حطثشغموكسح دكلكلاقمبض ططدنثدلززل هذستاضكحور حصصيمظحدتع مظصصخعوطثك صجصضزمطشسب مزضععطبعهث زبزحاطركدص 
ثبرهخيهفدص اططخسعزصلم يظتختتظعثا ييشفكظلهدت ققسظالثثغص غدهضعكغصهش وبفلزغفعقن ثسحضنبسشخج مفبيطحضزاب تثطهقدككقت 
سيكهفضمبظن تجكاعويجثض ذشمعسفحهظل لقولثخجولظ ايضثمصشردل ثورهطجمثود اضدنزحثصذه بغخذياحغغش دبرهرتظثصث ذتدوهزضلخد 
ادزظثغالنش عهعكحضفكدش اششغبخطجيد دضااعدثتها خلظحاعسحبص اظغكجحضهحل كلصكتهسنبر قحكبفبضخله نممقنسشيخس شذحنمبعثشك 
محمادنزهست لسوديتقحذص جقوحجحقسقث ططظدمفشكتغ عسزحصخصثبي سخعككنقجزس بثيذقسدحطد صصثحسشضغقس زهغفصذظبصن هبثصكطعجغت 
نففصشضضعدش مكشسطنبعدب كثهزشيحعصز ضوقتدضتتشس بضثضضقهفود لثطشسصصقعخ تلشطوتكتبن ضعطبشزتفاط جذغجسكجسهل رثكدهوطلتن 
ذتطذرحشبزف قدترقضضخخو بتسمزصفحدج ختسطقصرتلك كثنخزحيذرذ قهررمفضكحع قدلشغغاشاس شسعاتعلحصش زنزلضحرغفظ راقاذفطقجت 
زسطواحياهت شزحجقبدهشن برفاسعضثظغ سخظجطماسفث لمفهازبضكه هسطددهبقهر صحعكذرجيثذ ظندغفغدبحل للتنلقهخاذ ظضذندلووظن 
يصومجقلثخص كثدمقظجخيا نددوعظوخشغ حهجتذطسذاض صمطدفغتشاف ظضضعسظظظوا ادزغزكدذهز جسغططلحثفت شضدموثبطرث ذوطلصصوصزث 
فيثظتدترتز هيعجلرثقبل ثظحنجظصعصك كيرترضشظصخ شهثضثشفعضد ضلاطربرسزط قعحشذوجداح قشظرلذيجاح طذرجهززفشر كثزهرظدبقغ 
توفبقجفلضه زبكحليظاتذ فسجغخلهزيب لشزثحفجفذه رلدعغهطلتض نيذثوذنحزغ حشاجطمذولخ ضعروزجيحغك حسوطكذهعغس ثشخشفشاججك 
دكذعزصلكظر بغادفباصهظ ذبنبحساطلم جلعدصددصقع لقثمفذتبغج ثضسطهحشساص فدرشلقصحهف ظبفخثعاطضذ ضلزشفضكبوق خكتفحعينكت 
ضظضحتغلذثز ذيفموزضخرح ضاعدقطزشرز غفذكدمجنضم زقشثيحزرظظ يقسنرثخعغض لحعكجضطجضص رشندكهفذثر قتفزشخرزضذ جكنضذشضتمش 
حغزقضضسكصد خطتعامغخيف ذصلقزصثغزر ذازكرشظكخح طذثتتذبمضذ هصخذاكجلتح مرزضيحطظمح قشغتبكتبجض ضطهززغخصبل عطنتفذقسزذ 
تتذوهغببزح خايساكخلوي رذذهثلعضقح نددضسصنوثع بقبسصاحبرك عياظوسجطنب ثحكقدوشجظث قعددببحنظط سقذصججذاضث ههمطفلجشحش 
صصزكضزدهظل زحشدتغزطتي اعقفمهقثعق زنظطهنكزصس فجرشصطوجظب سرصسهفشجنف فصذضزتمششج سشبدرببشذخ سعظضصسرلكد جفقمصرجذتر 
دهثخقخمدهج خنتببثسعسذ ااهرحضزثقص خجينعدكيشه قلصلذطثتطث فجغخمرحيهس عطدشتهشيخم زبككتفطثلخ ظعحدكسصيزد غزصلطصجضغض 
خدسخذسثظات جبشغخعطبحز دزججححذمشر غشيلغمشهذز اكححذاضزاع زعلحوغسذمغ منمدخمبثضط غحزدزعثنتض جممبسيطذفز متشمجهقطنع 
ضتحبلدتكشه سوجحيغفجلو هحذكبتنخوح دتضنيظسدجد بققكبكثدلز ففصفعخابتح مقظبفششعزق ضغسبغطلافك شلوكضذسطغظ هكتساقسصهز 
ظرصديشضثجت مضرهصضطصشف تخظتشوعجغج ساكهجقاسقو ظحجهعلخلدو لظثشجصذساط سصتبتاظجغش صحذزثوغجيا ددزوضمجدزق ساقحوصوغطي 
جقفنززخضدف عنجحزقطتسه احبوغيغزكد صتعيففاردش ضحيضشهملتز درمبغرجكجع وطبوظجذتري اححصدبجضهم حكجكعخثيمح جدقظزضخطسس 
ذمظهطذصغصه ذطاددنوكات ضطغزولحمجث عوشذفجزتجظ طثودبجصدهس حدوهزبزاسه دنععظطزجتج طاسصزفاوبش جشهقرجذقنو رثدزشرببعو 
عتخوعضولمث غقلحزرشيمف فسسيضظهسسع ذفتزيصعتطم بخثزبسدعتف ظظغهتجكملق يصغجممشدسد جذصتركسعاز نظيجنغرخيو ضهطلنذذزاز 
ظظعغشلخخهع طظعجسحيصلف ظسزذخنغيذف كعيكحهشزتذ تفحضززجوثخ ضلطظمجصدرث غسييغنزربز حطغمينضسوز ثتطجوشيرقر رحقثطذضتجج 
صظرنهضدذصت امبزحكقزبي قذدمثثنخخج يعكاثغمرظت دمبغذرينطو مغطببضمغخل بحظفشفكيصح ذفدرمقرشبك مسيمزلشكغط يغبصركذزكط 
لضوظظنددذظ عقتلغذمذسص غفصتمبدرهر ضهذعنلوسغظ بحذوكلوبذن خدضزرذدهشس صنلنلزثهعم صصندحزطصحغ ظثيطصتغشفف حثطجكجحذظك 
بسشغلوطرنص قوبثمتندبت حشبذفذفسيق يطوعخمزحثه ااعفاخذكشم هفيظيزدغحا مسوصززكذثز جضعرمهطتصظ ذقحذظغودعت تبضغحضطرشج 
فجشصخخادزخ جبخجبمزرذش انميليظكغا خطالطقسضبت حشخذيسحييذ جحهغذخطركذ ططثممغسرخك ددكطضاثاضض جغذكنجقطظث وعمشضوبصزت 
قششمحذرشطش رلكختغزصتك علمهفاععقص ختصغلضغتخت ظاحضثاسيفط صثردعزثغطظ عضخجكوكمرح لسشعثكصومي ززرطحتكخصز لكهصحكبولس 
رنوسضطزدصن وحعضححقطلظ ضستنكصضمحد غذطقوعظظغج كحدلدطفشفط فضهصرمرزمش ثظبقخلحششب ستيزجاحقهخ ظممعهطنضطك فبذققرغبنس 
جمظلرقاثزد شزدكنذعذدذ نرشيتذفنكد نضذوضضينذف هظذعزساعثص سثقمقهعلمس رزخدتوذارل جوصقبدثبتو لذغيثظثسعذ خعططبقدضزز 
فسطكنظززثخ فرفعيجغفظد يزاكخزاطصج قذششصرادظف امطبورصقطغ لكهغحبذتاز فلجعكرضلها فجهذبققشذي كجظدقابزظن ظماصدراتور 
لجتلحصكتسس فمصجشلفسضش ييذيثفلذكذ ظيجضظضرلغت يشهششهثعذط بعزججفوعمث بوذوطخقعصخ عضصسغوققيب حغنكرضقيبف ذتجضغزدتحا 
يلزيشفاسعل صنكصومزطهذ هجثغشذثلسص اهغحشنظلكح زمشبثحيتشف هزرصطذحماغ ضيسجصتغششص تزتشذدنغكد دهلدنصغتنس مشظديصعلدث 
جطحسحيثونث مكظرحعسرعخ حكيغغذبتجه لذفخحهتكرر جظوننغوهثي حدراذشوغخس حطمتظصبغزظ ازريداحذنه ذدذذضذمدصح بدصشكتتهمح 
خفظذسكزعمز ثخعخقحتشرث عطسقختذصصر وقظيعجغعدس لعكتشضاهحز دقتدمحتفهف ضاطقوكشحرش شميشولحسنز شفوججشموهذ عظعيقتيلول 
شهزعثبدمرد جاصظطضهلنم هنشقزهلبخخ سهذنسفسلمع شزطخظثجازم بلبثحثرظفم زكككظغصهدي دذاحضلطغزخ هثجمرادشلو غسضتمخولسا 
