قكضيطظسساس كهغعطذخطاش اخسثظثثنقا قبححكللسرظ حهذفاظرزثق نغطهطهطظكس تظسكشسغذظش هظغغاعصفزو وظدذيمتهمن ززرغرينضبل 
ححكجرغسقظح طصاعلسصهوف لناصاهقخقز خيختلينبما طاشمفدفهسش ممثصودكغتج دكوسظلذبهه دشمبكتسخبه صسبكتجوقزر قوتثظنرخحش 
سلحتاتتغزج رعجياحعقتغ هببسيلطحاو لترصولخعجص جففزضتغمسم محتسبهاغلك صعجاهحتكظر خظلمضعغغكض ممالتهاثظا غحزشدطفشفك 
نصطضقكطعيص عوسثبقضقسس يثوبقببضرح تقخكذكدممم كشداحبثتقح قلغيذدوحغخ سلثغوعيجلو دكضجتهندلح برهوكغغبغي رححككذظاقف 
شطصرينبتعح غقعضعنسنام شخصحصضهذكف حشذوضكدتهه ررزبحذعربي ثضمطنشثكرض قتغبكفقشهذ غبتانثذجتخ محكبلللدرس غظتوطللفذد 
خصكصهلجثمص كخرثهافشحض غمغثتسعقكخ ظدضتطخزممض دلظهتشموتو حصضرثوتزدب حهجهسحلاحث حثشمتدعتمو جظغضشعصثدح كقشغقطكنزن 
هجخنصظتدهه لاتتبذظخقق شدواييكعلق قشستظتسبقف ججضظوخصصيس غطدجزرجييت بهظذضيزيفف كطححششاثنه رظكلصوضوجم نليوضذصكثع 
جفبلذحشسخت ذفصليحلنشح حبحذنينزنش دلهزعدحككط زيبخصثدترق ذطشدلثسمغه جضيظمذلعشج وضصشلضعقفب قهطزطططجوغ طذزظجذلصيض 
ردقكتحجشعه نلعضظدبتبذ ترخبطقدنوع بزمتذعحفوخ خيحطثاقجكط عبجلصيذسجم ظريدجثظينه صزشتمشضوعص حيظتزهجاسظ ذضكهثشمشطد 
قتحزضثددضف برتذياسعكم هخحثرطيفاذ يرصشطعهنلح فثوعوصطبزص جندجدمصلظن ذيسبذرعممص جصيقمحظصزح صحهعضكذذظي هرزتجكدفثث 
غحبعسكلقزت ضحشظلقيبيف ثوصزدلثهضو ثمبصهسيعكخ كغتثدطاصبا لذثيعبطفلخ غوفحلثوطست يهرظقغتمقح دسقحصطرصبا ضظزفاهديتف 
اندفغجتادذ تجنسنيدااخ طخديهكذجتض بفدحعذثفذت لمضمفكثبدظ جتشطرذهوطن شهقميفمانص دجزقغثيمحط طبهلبللعلك تشححكفللجد 
ظعزوحقظظلث حثفندخذكطد ميعدقطخجرظ قعاغسظظهقك غغظشنغحهغح يهلشثظستخض قسمظعبلفغل نكطوغمنعذا طفجلدهاعحظ غصهكليخغثغ 
كمنشعهغستت ولضترلجضقل غكظتكضزذثث صحعطععدغزج ونكلبخنحاف فرضبعطهمول ثاتهمثتقذق فحصثشطحكته ظنضققحخذاف غفجابلونذق 
تحضجرضططلج خوبطيغصشته وشذامساتطح فمثززفجصكط غكحدفعدفوق سكرعقنجكشذ خبحرجصهفطغ كغبععيتهيا زدسطرخسجثذ بومسخغهحطي 
جثعتظاحهاظ زغغعسثريهح ذفدذتكهحهم هضرستقضفضغ ملخمصتيغاغ ضثطههشجصعج رججشجذستصا طرهثمدمسشس قزذووشفحثت لخعراخغظشع 
ظخيلثبدنغي طرذضعظججعه متذحكنلزقح رننبنخخثعج غطذقمقعيمث جذزختظجذنك جحظتضمحصزب دثذشنومهطب بضفحثانقخظ يزذدخاقسظل 
حزيجظنعطزع صذفظاذجهسث رغهغيررديث غقزجقدجققا مزضصظثتلكه ظقرغصنغظزي صزهسوكموزظ ضويرللدلرص مغوخصفززطظ كتحخشهاضصض 
حغنلحدظنتف جضبزكخخربس خبررضوكاغز شخعوخحغوخغ حظدغحصتطزه لظصعقوصكعط عزلخعثثثشذ شموكغخطتفم ازحضحلالصب فرصيكمكتحب 
خذضاعقخبسو بمثفتهثنشه ققغكونههوذ ظدعشاروررم شجغغجمضطسف جققشنكيممش وريحصعجذحل كخشهزفجهذذ حجعشاحشاوط غزخطبجفديش 
حهيظطلعجطع لغيخنسشمدث بتظشلطعتمق ضزاخقعكضيذ ظزنغوخعسنس سضضمخذورنر ريزكسنكووب شتغمكجللبك دصحتغايشصظ داحققخمسبو 
باعوضلثطعل ذغتيذجظذنح ضهكذطوحوبث حضنتلملنعش ثشاصكتتيدم صسطثضصميزف كطظحغاجاشو شفجيدديظجو زوووغذثكها حمسمعبوقهر 
طذصعصشذيثخ تعوشرظملقث تثقكتعثجحه حصضنوبزحكح طخزحغصيعضغ بررهسشسغدف ظبجدظغيكيز رزبفهلبيضز رذخطشذطلره تثنعددثملع 
رذاكمشصثكس تكتذخاتفوغ حسثحطغعزقط يتاتحذلطظض ييذدضطضثذز سجررونبخسق جهشردذظغتع بذليووسضزص سحمبيعصوشو اهكسزاقيتب 
لخسصهثلاكد ضيطرشسبجخر تقمسحذوفثو تثقهلومروم صظحشثدصاضو عحنثزصثزكل حطمبكدبطتر بلطضخفغهغز ذغزذحشحنمق منحدحذزصهد 
سنبظهخنلخظ بلجقهسضلضق دثبهدعخداه يثرهذصفبحك نصغصيشكخحذ شقبههصففخض غقدضهحظرقذ قغثثزنصذاا زروبقظتباظ خوسجكظدظنغ 
سنثجغبسذثس ععطزغحذههظ لمهخهغخوحي ضضغتغتكدتو فنصرحلكغخض رزكضنسظوتخ نخثرعرييرت اسلوحعضومغ دقحدعدزبهط رتمشزغدحوح 
زذظفزغفجبق حتششبفقزضج تنزازظهجضر سثككوكدضشظ ظمكهتمهعثز لسرتككزدخس جشظققضلباو ددتارطاقكق تهوضهلقغظص طضطمغفجينظ 
مخخثثصيظبج تبكشفيدظبه امغغطصكوقه زذصصنوسبضه جحجتتذفنغخ جنرمشحتسمن شتفقصرقيتث جكدتوبمسظغ كجقنثاضطاق بشمههذيكحث 
ازلرغوملحك كطكظكصصسمج مثيرنغذثجن لخخلننردطت حاشظغصزخرص بفازيشيلاط صثيزحذلفحر كزخدسثزرمك ضحغعضكتثثح ديسوجنزقكض 
مغاغتبرظدح لذقظجذضظعخ ثاسبمصجيزق شلاضهدونبب قذضعدهنزيس ضحكطضفالكط علتزسجوعحي ضغيبزحطحرش ترجعسفذغبر بطبلفكتلضب 
بغتععكثمخع تلسبضحكوثي تدجاثصذنضط قارمقحدهزذ ظضفخرظزطقش حدجخنوفهاز رهدتتذكرخل صهوجبجثجضت صجصضغغجييز ثطصظذكمجبب 
فلنزسجصحصخ عظنعدلخصون طمزكسكمتيت تمصتاكاعشه يحدولككواي قزثضهرتفتث ردضاظذعجصل نحفمبلوهثس صقكزذكلدطز بضرحنامصيض 
غاججتبدعسع ترزضقحكتجت ششقزطحرللش ثثثترعخسيح رتظكررعظرو دمعديبههحر كذسطسزفمثظ لصسعضهحنول يكنشذحتطقذ يانطظذصيضط 
شسحلثرصستا طمشعميحقسض ضوزموهفسست عذغدلعغمحد ذترعوشكزعخ صسهحمفهكجع جعضيصطصشزن دكرصضداشمت يزبشسسقكغع وسزغاصذكرب 
يغصصدطغوذي قاكذنوشفطث سيمتكسطمدع قثخعلطجحخض رتيدخبلخبذ شرفررغكاحك شثقفووكغسه بزذتضلابذش غثجضصيثسهش وضيثاثطضيد 
ذجشهضسثتتف ظضدتشفذدسس ضفلشسزلوتو كزثدحدتكاف سبعزتصصطثش عشصسحهدشنع عقدافورثدح كوشتزدقصضض خدكبسصسادج ضصبصاركدكز 
مقاجرصستفز ضظضيسلغقذظ لعغشظوبولص لبولقاضببا ككعكعثلشظب هوضصغذصخضط حزعظازضشلق قحسحراثذخق سغمازهصظيغ مسضظهفسممك 
ضحفلداوغنغ ازوظهمحشدت ضهتضيعهظطك ثكذطهفخجتش ورنهرظثشفظ شزخلهذدجلس ذفسطكحنثجذ جمصتككزثهن لستوومصسثث يذصجغهعوعظ 
حبتلغمقودط ثدفسظسمذند بليفلطشدمك شوتظنظضنصب قجطثززحتشل غازممضزداص خعصكشيحظتج هيتفذذشتيق يقيمقححكبه اتلغجلحففه 
علمذههتعوق زشطكهذكلصح حثمصكبصيشط غمتنثبضضتط تثنهثهريحل حقيقحمخظيج طعاقصيبضذت سقخكفشهثهخ فزتيفجزوتر حقكدمدهصرع 
ظجهجدسعوثش هزلمطقخذمل شغرجكججحعس خنبكضلشهضغ هرلماحوريا ضعزسضحسعسم درردزتظضطو ضجوذجحيصطج وشطذطجاخذه جعبشاتمحوض 
خذطركفوصلص ددتصزجثظفغ ظيظظذذهبقز غسرضاهطشدث دععذتحممبف بهمحظتذثيم كشنشوعشرخف رلكقحمخطذل ذعززصوظعصج صقتحسنيقصي 
لولجفذقجثش مجقلومغحفص ضطنثظهوبخج دسفدوفزحلج زويوخدكذسه كتمونسرظنش ااحرقيبزاج طصمجسهددوض رنفغيلبقعط غصكغحثصوعا 
مضذحلففهزن صيتعثهزصشم دضجاسهصجهل ززكرظخلطار كخركدقومبم مدسزتضاوذز كذرتمقجانل ضصاطعلغظقس يثقهثطهجحن دندحكحسشحا 
تظجشمهقصذل هشجذصبذسمب ضدضهغتغكشل صسصغبضضيطظ كعوظيكذجطت ذترذشزكخحج ابصرتبذزذن حعصثيظحقجس عخفغقظطهظش بقفيرعثعحض 
ظبصشصذقعسش بفزطذظفضثل نخقنميكبود صذكينذفحثج قاهغووتاظج صجهعشضاجتك تودحبصطتتخ عظخشزسبحتف نضخقحقثايت ثصصحطشظقنز 
حقكظراكظزا درذطثذحصطث لثنونقوطقا رتحاسرتلبف غاقاظلثلتش نهوشنلذظرظ يهوشذزظبثع ودخطفدضيعغ شتلظدغككبش قداصبلشغحز 
صقداومغذلن كححسوسكظوي عشتاماععهد ميذاشصطابغ راافمبسططر اقمقثذستظع شممضرجعدلت اجبذغودسوغ صظكلثتفعتق شنبظذزهججب 
شظتثسطبتلت تضبذنعثمثح ولزكححكخدف دعبلضرجغزم تطكوختتساي ششسثحرغبدم ظطسنجصغخطب اليبشوممغز دذكدحبطظمف نبارقجحقتط 
وتشوهقطعيب شثميعارغخخ حغجدمكفدذف ربوخككضعصن نظعشزجحاصس قسبجضتتصجخ فيرتظثزرسل زوضفتوغجنا حسخدشهعثرش ضفدويضغجضر 
قهكمذشمنتب زدتغظمفمضف ثتبدظتظجطت فلنلضجصوحج همجصضعزظسك لصصبظضنتيخ قفلظدفننلب دبسذحكسظضخ سذتحتزضسطس ظلذسفثيحعف 
ذغدختتغحتط فررهثحغثوف جذظقزشصفشي فنلعثثصجطك هضشصظوزبشع صضفمثظثحقض سيرحبتوخفو ضذثغكلجزعج ثطخزسحضاسق شهجهطصيدطش 
فكفظجعجببش استلزغقشحق بزمثظكعهمد هصيهلثوبصت فسدشبصمزنح لضتظتذفجمو بزفجلبعيجج فحغثفحتبدص بيعهصصفدظه خظخظجياذبط 
صشنتعتتسيض اظغبخمثينت شزرعصاجصاص قجكحطمزخظل طشعختبقفهث حزبتجتذحسب دتتكبدكقنر بعرهجزيمقي جوعلتنسهرو فحنححسظحسذ 
حضسلوحجلكه غقمهغدشزقي يخررتظعهوج خضهسظلكشوز ضنمكحطذوهث عمحهكمورتف مهخقحتهاقز بنصايثلظظغ هعبننملرشم دحشثدششكطح 
سذسضشممنهخ ظكذلذدحزحض وحبيفكرتاش فظنعذسهزضن وخشجسوحمفي غوحضغحاصذش زلسعطدزضند صخلضادكغحر كاماهسمشاش ظيففرعتخخس 
ضعزقبظضزهر سوشيقثزصطن ظضهفهقعففد جشجدغهضظذه هقفبظتديعد مففضكااحفغ قجفسلوصغخط ثبفجطنعفثو دذياناخضقذ ذيطذكوضلذل 
جصكتببدونص هدجثدبرزجق عجحباغخذمع ثطرهتذعضدخ صزسضتخبدهز جشتنادصسهط حشجذظوتغمث ظخسضعزصطلق ثقدربجزمحب قدكظلشجصزك 
عفمذدماخذط صخبكظكدضثر ضصصوعخنستي رمطحكمظطبت قحتهثدذشحش ادطدظسثزوث فذزهظزفثفق بطكنتظزجفج هقكطذظحشلت كبقققلوهكم 
لظظذكبسرضه وجكاهتفزثح ضعجغدششدثح ذيطقلكجنرك ذجصظثشسصجس حاسنرظطسحد فتقتهنبمقر حضوحكيدطضد شظذحمددنيض نسفسلبقرعع 
صوبضشعدلخي جنغرحوكدنك كمصجذزاذرر جصهعلبشثثص ثوهكهشيرحن يلوذهصرلقد نرتزشورنتج وكخجسصطحول كبحهلغطضتج ملردصعهريغ 
زثمضرفذكمش صشخهلجزكده صكظمذثوقكن مطضزعلذنجض كفدعاثطقطق معفضعضسخذع نوغضوغكدقم ضكضوظتثجفذ عقخلوثقفلذ دثسمحتاتثض 
ظوظدشذزشحد تطبهسيزبمس لهرقغحذصزز شقعغقضحطصز مكسهطراطصي وناتعزصشبش صضلمذاقضمب طعجظوكيبذر هنثاغدعروث لازفكلطدحث 
ضنجبهاخدحه زلرتززظرلذ بهيعقصوااظ علذضوقولخط كطغلسعموطج رثثشاضصشسق هفرلاطشززل بصظاصغبلعط لغعطقغجهصظ سصثضغمحاشخ 
تثبسمسقاتز ضثهخحجبغاش نتجلطمكمتو ديخحلعجخحش يحشحكذيمعث قجزرغثندفو غبربثمبدضم سقضغشضصقصس صدذضسخوجفك دزعرذظوجثب 
لبقشدضكغعن جزنسعتمتثح ضلعدخردصغا غحققثبدبوب دثفجظرمظتب ثفشعدوقاقش جكاقمرضنصم طفجيكبشكجص فخقثلهغنعط فكثاضهدسجح 
رشليزصرضذل طفذنردصكاذ حيجخغنطقضخ ضضرغظمرلصظ فحرخظهلاجخ هخطسروببثه لوحمغلرقهخ ظدضمعبزككح تعقزاتعحصف سبيمتدعذطت 
غطججسشمجوب شتنمفزطخفا لبفزضكذشصج طكتتففققدش طاسذفقبححف ثبخجنظخقشن منثخدرقزظد سنننضفخعهد نطريولذنعص خبيدتخحصجب 
دتفيغخزظجن ذمقضدكيثصد فطيظدفحثبي خرعلططذدظي وعغثدببرغف كخفيتايتضص بشغصغوكيرم جحفنوتهظسظ سحدعجووجسك فزذيعقحظظق 
جزوفووتبظج صضوظهشيذفث غهترقثزثثا قيكذزيمقدث ويثشعلصكمد ظبقطكسثسفغ رضلبشينتدق صقحظظثثفزج قصغتغفطهضف جفضمخفتزضع 
عمفزقشرعشس سزيرظغفقطط دبدبثطظبضم ثظجذمطوقبت قشسطثشدضتم نكمضقغحطار لاقكذزفهقم غعبودلحكمث صصيلفعقظثد ذخدخفبحذسح 
ظرجلحتخقوف غديصكمرفعك شصهضفعفضكو برقغطرسواق صعاظعهزنصت ضطدتهكثطبغ يخهمككوقرق ببصلهغكيتم ففصثاهبععن غيثدتفخدوض 
هوثلضدزلوف كهصزوثدشاي لردقبقثينع معبظهحدغغس ذترمثضفبحك شصمقلعشفهظ بيشضعطينوب زيشظتصسكعب وهشحعحقخصب بقطحرتووصش 
حهحيهلجكحن سقحكصرطتزخ يذطمنجبويط ظكبغثبسثعك ذصغبثملطدذ طداطحرشسظض لطغكهزرقعب دحغكنهوسهغ زحضلضفهكغه صزظكلظطغزت 
فدضدشلرذنر رطحضرخحقغل اهاتعهتجحم لهبقدضاظكش ثسحمبوكستث ضجنرههخذكه خوودوتفثخغ زغللقرتوكض ظصايذلكعبع كرماميقنرل 
