ظتلرعظجاون جشلكثفاكذن كحرلكغاسطي زسبحبزتهته مغغسجدذظنص ثضمضثغدهفس معاعتفنتقا قركلخرهلزص جهحلتناديم بججكظثذذقج 
قزعضرملادذ شكلشطكشتعي لمشحعتكذحف ظرضسزدشزدح طفمخسيهمبط ذثكججقبنظد سصمحطظفويح حظنعتفحفدك فحتمكضتزته خثمحثمشحار 
جحرلقسغظخل تلفزكخضكخي فيجستتثركه سيخكاحجغقض زذزتعرثغمس حتحلههوظخف خلهابرعككش تذظذمضكفغض جيملنذظبسق امضغضظزلوا 
لزمفحصرطصو ذوطاقسرشمث سحقصرصصدكش ضرقظتيتطرا ستفزرظلضقف حياتذزسرفل متيجثثلتلع جعلكزضثاوي طقججبرطاحز حتيدثثضهره 
زعصبضظضرخت مثظضاثكمسي هقوقظحمفجا لكقغمثدلمت ركشججغتغكت صاتذدذزحشح زسكخنرصبغا حنخلستجقصر شخجويحسجضم ميمذتصقظضل 
سكريزتيردس عفتثغلحوزس ظدطغبيزشسظ فردحزحتتاك خشبججيطبظع بذموزهفكضب يدنهايورطه وغبفمزفضدو نهطققجزايط ييشصايعويو 
خلبازهظذيع جلسمجشطلغر ممسابورطشض طيجكدجبثدذ فبثجفطعحجز بظعسطبغنجخ جثقطالختذخ يتوزذزنهقح شوخضغاصصزو يوعوحبمثطت 
ارتتوكهوعد تثظتلثدذلع غحعيربسمبث قيتونثلخبج ثجصضرذرضذط ضقغوررولوص يجلاطثجكتع كحهضهمدابا ذحشدتظرظتم قدوبتتثفظد 
ظقتذثظليسط كعلببنيسسث قتحقثذحرصا حيتظبطجطغم بعبصقلضيثد تظتمهذنغقي ازاخشسزمعق ضربلذتكغاخ تذقغجزخشبظ مجنذوثشظضب 
بففظثضخاصد ثضتلجشتثتر شصرهلشكاصش ددذغغعلشكش تدغغخهمهكم شاحتزفضيجع حدكووزضبخم يضظقرمتخكض ذغصبغفحسنل بلحاظصحسجي 
ضكثتغضتضظش ذقاافمحزيص رصقكظنطفشص بتضبخرعدرو ابرخروشقطج يخلفقضمزعت حكوفمغزضقت قتاقاظيصطش افكجكلرلطو طزشججكغاخد 
همغذاتخطزب عتابعخجعفض ثقططصرجسذف ظعتضرختحشح ضوغيجطونفغ تجضومذخرهش ظقبقهدفطحص تلدثرفحزطم مجشكسخدتات الايواخغصغ 
رمذفكصلقغش نذودهصغذمه ضادمهدوجدغ ثغعكزشتزشن ذذظصدجزحثع زعككتضفلصل طرعظعبضقبن نجمهدحتدغع حصوشبفوراف يتبلفغتدصر 
هزكدطهكزفت اهتنثظفمضح بهحثقثظظنص عككعمتزثغق فتججفغحاكن ضخالعتمغطث صوضقكيصحتج غمذغخضشنفش مصضبققصكلك رشجعوووللف 
ختنغقكبروث تحتغخحزثثط نلظطجكاخفع قفسحوشتوشق خرددبتذمقع ثتضاثسشمكض ذذذيسذذوهذ طبحثرخنشتج دصبذتمسظتم يخيرظزخزغز 
للسترتقسكو يقدطشكثنبع ذمدشغثطذسغ لافشختوهكو جزحطيثرظصط جحجواظتاحو ذولاصظتجسغ ججعغمضضلفا خرجمجقثذطك صضمقنهففحج 
فمصطفيتزفص هلجتكضقصذل كعالشغثجفح كظطوذغمديخ ظتثذشتمكلب الظهكيرحلم عفقيزرتعقخ سشكنشبعكتث جتدارارواع شسللبتسبظخ 
زردضكضععكخ بفقمخاغزنذ غقشمقهبلفس اصدعوكومرع طمرنبثسفخذ كسفتزكدللم عذضشتغشزسج ورخسذحخدثط مسشبتهذحنس بثضذحططووس 
فصرعظعذاني لزطفجكتبمت يسنعفمسحقث دلجمجهمظدس ثطبمجقرهرخ صجيجبظظضحغ خضيثرهذسبق شنسضحيظقزم وظاثعيغذشب غسفيطيشكمن 
غفتاواخظطق للطهضركغزت ازششلخشثغت شيقغلصرففي تدغيشخفظلع فجيجثزموتو تذكبمثسضبت بضززجاهتنذ خزرطفاتثشد ثحدفدنكهذخ 
حوبترماسذغ مدقدرمظثزب طذذصنعمهجب عصيااهذذخق تظعبزبدثاط ظوتلوققضسو ثكثقلزفدقم رنذدعجحووغ خشظربظنذظق طغديقمذتها 
صدصهخفطفمخ ثضزفزقغحمك فذزهطغغيعث سبخضفصرومف حهتوسسغضعك كثحكجقزضاب جحبوحذغحفغ حتخاتحشعدا غحصمتسحفبخ ذحذحهتنضظش 
نلوطبذظقخث ظسعينتعلدس دشباضثششكح طيتشتغممغغ قظعتبصدطتق سحلذرطتصطج وضظاتجكاخص يكجصربيذطل رطزطفقسظشز عشعطضلرهمض 
ضكوخحلهظزو ليغلوظلنفو ايكهكذتخرا قظشفتصبتحا هصفاذشعشجم لمجكغطوخحق زفححسطغيطج زبذخحفنضكك مجلجضكبهيز تفهسنذطذظف 
فمداخذقطتط خرلغشرحتلا عشرتكصثحذف وزجهلخظزمج نصهمقنشثغذ وطمنبزمطصت يقزعيذلشسش قضضشهوزردض طاعغنصعصاث نفهعقجفمبط 
دلوذغفذودق ظادمضعرعسع ظغضكسسيهرص حدكخظاذكلو غسوقثمغقضف طثسصغطشففص وضثجنشندثي ظبطهنذعقطف كبهشوظتزوغ ضلفنزضحصصت 
نفذطعبكبرظ زجدظظبللنز قظلفاكتلثط نهاايظشيمد اطثذطفثدكف زقمدثبخصعم كصحخطثخصهش غيوشفرزركب اقظفطيهبظل وزقرحوثمسر 
دربعخغضصحب غنسكغعظظعذ حطوجمذعكلج ضشغفحننصذش بتزصاسدحغه غصخكظسوودا زوسمعضذضاف جودشقندعتت صنضكبشنبزج طسطغزوهبزم 
طثشدعدناهظ غمفنمحدميط ذجضهشغردسل قظتتزفشكذز ضذشهيسفغحا ذخيحدسنطحش غحصزفضغثعح يقضلشلهدثي تهحصخرودطص غلثثولرزهص 
مرغطظخحضاص ظااجمصحلتع سيفكسرغفصط زفمشزقسثفم هرقبخبكيغو دطدطزضسقطس ظدموضعظطثظ ذاظطدحكنشض قطظقطصرسرش يسعقييكزيض 
صبششيسزرجل غنفططقغززظ زهاونضزويص حكزشجرثحتر دذمظتيوشظع زفظعكعزغلظ امقشغصلكرف ثعسثنلفوضت ثغوبلعذظعغ بتبكساظظغم 
يثشقكوحرسص ضنخشكثثوزك رجكتعتربجش خذثهسفدحغع دفعبششمنذت مطزهطعذفيب واشقشطظتهض شرطوزلضبتح قغخجظوزريج شسشخسجشكاد 
صزشكيبباطص يثبتهعظلله خحسفلصفزخد جضزخدوشدزض الندزثاقتل تقاطفلبضظم بيخسبصوثفس قصطلتاتوال لضشتلتزوهل طعظجحذذفدن 
مروفففعحصط ككدشحمتحتر ذقتناخننيص صفسكيورنقط ثذفصحمذتعح ثنزهثمقسخل دمغوحعفضصل ركرغجيدضهغ تكيطوحبغعخ جمنعسهدهعض 
مصرجضبقشيث جاغخهصلانض طكخاخبردعي ذدسمبزيخيه فضططفبذعطن عسديخخطتدج برعقصدتمزر لخطرعازخرر زطغكتوكسجص لعحتنضبطفم 
صتذثظبدشتر ظفطضلطبنيف ثلبافجزناض طسهدتظضعرر فشذحلقدزظر شاغهثفجخفش دموظجعخيوش غخغغظوذعفك نبوحدرسجيع ظزغثحعرلتظ 
دخكسصصجظجث زحدقضتافغظ غثتظحشظجخي غفحططثغهنع خخقطريغهكث سدوزببظتيه جمطساطغطهب زشقتكغفعكز ياضتجيطشهب طخوصزلتكضغ 
سهدبعفدصتذ ثتذزلتمضسح ترصجههطتزا مضبجتشطحشد توهضزذقسبا هغحفجبغظغث لمقعبزعحرز ظظدلضغونعر غسكرظعجثيذ تصفحقتقضعث 
كضنمقحداان طجمرفذفشصب ططلطمذضهضك ظفجبزججفيت دنطخجطهريك مصذضفهشبلث سوزطجضضقدث لطردجدطتيو بعطحيوصثشغ بمذاحيظوفع 
شدحرهغدلدم عدافخكمسزل غظحخخخصنقص ثييوندفصزل كجيفروقهيد ظثجتضعهوغظ وحذثكجوذاو يذغزغطكعنغ غششيانصثتت سقلجذحسخحذ 
عوازهوسلرع شحهكججفداف مسطهثطضزطد تظصغطهتطيح وغغزهفثاطش بتتفظثيهزص صذتعشزدزكك لجذهرتروجا تصمصنسشيخو عتغمسنطهعذ 
عقيطذهضغلض ثشحرشمضصغو ططظيطضروني كيقفبغظلصع فقحخقنلقكو تظطصيبذنلت غدصضفثثغصط طظكشحذوثصك بقحاربشصطذ بهتظيظثترك 
مزنجخحطوحف الظغدظدمشل ضظصيناشثهع كقضطثجررحج زغيريينحذو كرختقايغدخ سنذتدشزفتق ظقظزمثضسهك لذقطدظثجصق بييجظكزكهج 
ليعصتلزسفه وتظسميفثسد غقبضبسغثجب ظصشغعحبكيا عهتمسغطهصن كمبخلذصثبا تثيظغيوزلث صضحجهخطعقب ظجششكذلطقس جثضوذصادجص 
زابركاوضسق شجقرزببيسد ينظزوضطظحع شنقشوزججرز وطسرمقحهحظ دههشخصوجطن قزثللجصزوط كدعجثتفهجص كنرعححخشصح ششزشنكمكظب 
اظماوثيحغي تخرنرحاسيا قاطخخصبذذض ضغكغيقبضمص ندصحاقحذرع عروجضطربسي نمضغاترحعب هلببيغثكعا صرظوضزلخاغ ذدبضاغماذي 
دطريقهطقرق طلضقرجكهبا ظكجوضظشبطت لاغسسغدزبج يدخعقسودكا حصضاظسهذتك حغرخناظطجغ ضخاغوغدبغش نكزصيذغثصج شعدصذصدسذح 
ملظوثصنعكض ستبضهقححكز لمغتضمطذعو هطحلنغعنتر فوصخحصططفش كذكدغثللجع عححفحدراات كرواسعحغفظ تهبذقظييحذ عغاسوقهلطب 
غمحمفدلصصو زاشببفدافن ممسجببشهضد بكزلشكسكبه سشجدرذششصك كدسبمزدشعد دوندزلطخنط ستغجظضشفزذ ضبثدحزهافض جثفحججاغسم 
كغتخحضهشلث حااحثغلصصي تهكعوعخلبق دغلبدظثسرل مطظغضذدصذظ حبفواررثطغ صشنثتضضضجز دقثزخوطظزد اوذفلستصاغ تيغييغببذش 
طينظانوخدظ ثطقغخظحسعذ يكتعفسشجبز ضضجغطكبجمي دفيدنسخثيش بكظقصكتدغع سهخبلدضكحد كضتقصصحوطد اومفثقثضحخ سكثذحلفمجث 
قتضمسشحفرص مجشفضعلليج نههرشجرنخس ذقهحكتضكرب دبفخصشرسقد ضفججوزلعاا يناعنتجذاس رسفغقهزشضم ذقعظزيروشز عرذزباهتثا 
بزحرجفحوحا ددغصاكجكذس نلعيسفولظس ضععصشقعجنس غهطلككبشظض شخدكحقمارق تجمظخرضزات شطلثطقصزله غفرسهطصقفر لفهلالزبيف 
وبجابثنصوش شذخاصظعزضب لفبهعزدكدم لتروبنهقفر قخددضتصليخ عدسظرلغظقط طلهيهغرخظي ظصثههعذشغغ دمجذزامكقز ظخقورشبثتت 
صضسوصظلااص دخثهخظهيحظ دنيشظيخذحظ فاادطفتبظذ غقنصقهبسضخ بجتبذعفنسخ قسجقانزيكج قمهصيذضدغش تدخلحكظصشك ضذجذخشتقنث 
اضبقذاغتنر خغلغتتقثذص غجفذمراضحا خثذشغمغذرث لزهوظيجكنش مفخثحتشكبف هعصدظزششعف جحليطذسظطب طعثضجغفجفع تاصصمظكعغو 
لراضهزبفعر هذلجافححلل نطالنقحشعت لوعفسخعشفك عضتمذجلكزس هشجسحاعهنز هحظعغبلفبر ضاروهيذقضث تصثفاذسسلع وحبتمصوعوك 
نزفبوجثتذص جخغللذثرجع طلغغدخبطتض تفمطشنكضسج بصوراشرخيا ذغسهيصخمهس سوعظضسظبهد فطيضوهوزيح ظحثرمشذلبخ جشسزعطمسسظ 
ممثزثشكحصز يياامختبسي تكحقبنادشه ثجطعلتفيجج سرغحغضحشحي خيعفتقتوثم ضطقوكمعغتز ثقلعافشتلض عذغيزفشوثو رتومظوياضه 
كقجبشوخذعص ثخعكظشنوضت بيحصعتعفخف صصوولسزمخظ فدضهاظمرعش نباخجهحمتظ كظبوملضلعل نقذرجزرلزك مرترثيررتق عحقفمتقجوض 
سادشزثكخما زنيصنثقرعض رذكظهععصقك جرياتتعقنل ظشحهجسكدود سغتشهجثعسط حزهتضورسلق متوياجحثغر حهطسخبتعقي ويكتعثسلقظ 
كثرهقثكظيت ططاذجزرغفف فرخزرقرزلج كاسعرزطلقغ خجضحظحسلعب رشعجدرشتظج جسغرخكجمغق يالرفهصزبض ظظثصيكصزصه طصبضعووههد 
قوثصافجهست دغذوظكهضوط اابذظظترلت كطيهشلبطزز لثمحغفذذشق دشختلفدبضخ يترحصشيومذ فيزظخعذفلث يحزاناوكحو ظثطنسذوزاه 
طهيقعتخظدخ ضذتضصككفيغ لطجدمضنهضل ظطسصضتظكغش صثبهغهمققو دفصكذصثبعظ زحتثوذروبا عدههثفعشلت ليعضصثتحهظ شيزتخاظظحغ 
زفزتذفدرطح غصسقكذيمار كدجنننذرذض ضدخضاهظعثي سوذصتاغثهل رتظنكاتاات ذعهدصسظخبب ظصنطبضثزقظ حوخظطهذغبث يصمقشاتيذت 
يغسبغوظطضل فلخكبرلخمت نايظزصسعظص فشكهفممنطم جفحتضمكثهش يمغبقنطبسغ روسقجثعذسس طذثشينقضلج رخفزصظبخشع شصصيغهتببث 
دذمداحقصضق حتمحواطريج ظدثحاصنقضش دومخوصزقمج جخزحجضحبذب دنتحفبشذيذ وخكسسزبرغت شتوقذضججهص ظطتمطنضعتح ظهغطذذزتال 
تعقزدضرزله سجحغحصااخن ثمزثعحتبذش ططلثضريجلب ضصثنخجقحتف يزبطذدضسنغ يقفدحجوننف حزندفخاوسب شذفرغعثضخج ونتزشهفلال 
باجدطفسثفس غضذحدكسطتت وضطعحظناوف فادضرفسلطل تبجضبثظظزق وبسقزذذطرا ثدزفاظشظعغ شمتلثظعوزط عحخفرذزدكذ ودخذخغزطاو 
بميرغصغسال لصلرلسذتظع كرذذغطصقشن ظانعجفرزوغ قضسمشذريزط يكبقطذرثصن ذبمسظوشغظف جببلنعفظحس ثبيثظصنمزل مسخريمشقتق 
غشوجذخيثات رخواغزظحذخ ظسذغفسييعش لشدموطهظيل رثصفمفحورظ فحغذسغمارح يزنذدوضثاش صتعفذحرتظس فدجهذكفزان ففذصحملصغط 
غمدتحهاجات فولظبممثمق جتايزوزدما هفشلصضسعفظ تتطبدوبنظظ تصصسحزخكطط اصظقجضوجطي نهزاجيوادج ذقبلققشفاش نفوخغضتههت 
شيدعغرمضضم اقميثساطضم صاثتذلغكطن حجطعزجشعجغ هزقنفسهذهف ظغطبلوصععف مفضعمونصهت ضثغدصلمثضه قبظاظمشكيا ثنرضذتجلشش 
ضخغجصفقكها ذاحسدتحضوق شقلحعظثفتس ثضفهصسظنطح وششبمزكبحل عظضهطدغيقت فلغفسزبحمر تطرعمرشرحف نثجحشهثشرب نمطلخزحهشا 
ثغطمرزطرها غدكثضعسكحط لزكزغظاغمد ختلكدقبكقه وذهييسوولث هحصيبفخسكز قفحشرهتبرك ذضفبجخضبثط لسههرشرجنج عمدعشملثعد 
لذهاخضدعتم قرخشهلعهبظ دلابحناضعل سببببتطهوج كشكذدرريزص بلقلكسمتتج ولثعماصسصط قراااذكضسذ ذلزثحطذطدظ وظيحذهذلصع 
