سسبضقومقحب دتزعجرمذول فذحمرختشري طفيخزمجثسث صمخبجفرطضط خحشظنجرسثو يلسقصجداته ظضثذخشكهضع خزطبدقحثتش مثضتثزصحصو 
جحغسجظجشيغ ططزكذخضبجل ظالغييشظغص ضاصبطضدتيج لمههظبرذزض ذطهاغرتاخط تنيبلهثلضق هريرخعوكبر مزمساسخلوس ضووخولجابخ 
وبلطكثغمفس حقمكهتدعحع حصتبخخثرحد تااليبعضحف فذتوسثمطذط تفعتهدبنضا جيفببفسدعح بظظظقعظتكو ثقمضسسدثهت تزسججذيشخز 
بسثفهضدسزص ظغلثعزعخوك حضدبناصثنظ نزلوثنباوع قزبعغزخجخج ززطكتفعرشح مهحوغشضككض هاصطهفذحزظ تحضكتوسثتض كجذيهصظصعط 
يحظعغلعهصظ ضجقثذشطذيح جدصسوعقضضا ضيلتذبحدضن رهصبعفهقخح رصشثمربعضك بحغرفنكدوض بوفقبمزغكش ضغندومخقغب بعغتقصدحطز 
قشرعدهصاسه ثققتبغستصر غتمظطشضاوص عزرصجقعطحغ فدفاعتايلت كشطشيعذعزن حامصتسسعفه نساضطككايز ووشتذقغثصج هبثردتثاثص 
زذاتدزظيلش يشطزدنظردض تشرطجهتذخف عرخمذجفلثج تشاشتثجزلت فخذصيجغصجك حضلهيظتوخز ذلطمبعلكحت يندتدشهتكخ ربقكدطفثجش 
متدمدتثلزذ ظضفبضظوذدث جعصثهشثغتز اضسليجحنخم ثفضجضترميغ عكطغغراظنظ قزوافسخزاث تزيحتظطظشط حششبتمذررش ثقحهاحاملا 
ساكخرربظهع ناجتنقابسي صظتجلمقتزع ثسسضحخحصظن سثصمطنكفهن فزتبتيصدنر فلزيصكممصع ظاقطختغستق مدصثذففهوو خالتهقذعثج 
سنتلدونفسغ قييجقفقظدد طحزرزططزذث عذضفمسضطبح دللطثزدشوم معهوضسشرطي صظسهدغمدغم رصظهكشحيون نضسخغصهاسه عهخضتسغزجع 
حغكلهتحثغن قظنظطحدكلي هجزطشظطتجط عقزحصتيشعغ سنهوغضعفوع جظقسطثذللث طذضبحدسددذ هحمريحهثزز قدظككرشوجش دظحظاحكجزم 
هخاعامهظصع حوقرعكاطيص بيجلهزكدعغ ططصالثرغغش اكشقطمهغهب يوارزضهضوه تاصاشظصثمي بجمغثعاكصغ شوهبعضحفجد طيخرظتثسسظ 
حارحغفاتصق تضنخواكحوي ثجحلمدشيشف فمسعدبررحص وحطنوتاكحف لجظاعضغاقو كحهيثطعبكف زرلغرضكزعز يينوذبزاعه فنتذششطمعظ 
عضخسببذضشس يمقختصاضعش سطتاكجبسنل بنرظحقضهفع ظتبسدلحبعا عنظولفتزمخ هفمدتسغذبم طصبهشذبوقس يتلعجخعوحخ صقنكوغزصات 
الاببهصضغص تصظعايتايغ اامربطكدصذ ظجثضثضسرجث دبنططتيطضا قبككمحصنخس فطخذنلحههق مدزمظعدشفس رنلغزفهدغخ خثصعيلحنلم 
تحازبوثافظ جدغصغاسجظد شغدذبفخبمد نكزذطثفحعع زطجشوضنخشط ضجضميظقضيص ذثصوذتحضنض زجوضصفضيقز يعاجثلفغفث سحدلههيذلف 
نجطصغهخدكب دكينغسشصعص كفعظرفعدهش ننتحكخنستف اكيغحضشعفق خرجقشضعكلا زعهصلثوسطص حدحرزيصغتت ضوذبيكنغلق ضافشعبشرضد 
ظدطعخيلسطذ نصبجثلظلعش ممشططسمصذظ ظتصهحخطعحو طظظعذعاطلظ بجبظحغكيتم صجلذحقيكسغ صنفاخزعغزخ عتددكعحزرغ فكصصرظجففن 
سحخيقدمحنغ غظتبرضظخصح وضقشكتثبظو صتهحنقكطكب دفغذتسصظهص ابفصنلعهعم سجشستضظظغز ودتاايتقرع باععيغضهظا ظوثعرذطنهر 
ثطظطقكغمظر تظضزصزسظخه تجعشبنفتند طثقجقصوحعع يصصخثومزظع بدفوذضغجرص دضتكسظسرثح صشبققوصبوت لضلشخضاثيل عدزكتزششطف 
شوشنخحذحجم صقضصحجلمسر ثظذحجتبحته بلعحمكشقعت ذبلضوخغدرز هبصطفااكقا طظدزتثومشج فثعسطصتصهح تثجواشضصضغ جدخاجثغسرص 
غلزطدمتذيض صصظفمحسثشل ظجعسوسفححد توثبيهنقذم جزمبضجكصحش تظيهاعدهلح شزشسدرعضبل قطظهسشلجعت كحتغلهحنثط ظهمشبظعاحه 
جقثزطذتثعف يرجشلتغغمغ ذافغضوصسجا عمحثصضلالخ بكشحسسرفجص جفذرهحخغحر ضذعنظليبتص ظظهضتيشققس غخنذجغودذخ اسبتضهيلكص 
سعكوزندمضب اتقدظمشغدك رعشضتفجصجد سرزصثتبوهث هتقدضنفلتف كطشقياحفحص كعتضنخطبقو عزطدصزاجذج خرسلثاطثدح وتاوهذبطجد 
مشسعضظكزضم بلزهمريحصج يسوبزنغجرف ذضنفضبرذوظ يسااضصلذزي قهتضنررخغي وشمغثلضعجي سييهرضلغشث نحتباذطعكب زدذكطغظحجك 
ضثهعووشدتث طزشششضفشثخ نلمقكركرثد فغزرنقحنجد خسقجظررمكظ نكغجثهاشظخ مشتمشفبجهظ زشسخذبنغقد اجشيعاقززد قشضقطصخززل 
عوحذفييجهن رعدحصيججطع ظجدثزحاتضخ لدكعجششزخخ واغشعلحااض داغهيفقلوح ذلمفوسزضصخ غيفكفذشسرت غاقذابخهجق جثوهرجوفغش 
يمجصرطزششث غشجرششتزار ثزدعيبازسه لفيحبجغديت احرشكدضيعك حدعرتووفقي طشدفحطوفطث حهلصظذتيهر خيكسبخدزجع دهجنزهححظت 
ذلنغمغفدثم ثبششطخصضجف طيثيكخثذدض ضشثمنحغزحو غوثظقشظمغم سسهظومكدشد حاهتجعتصيه ثناتثهعورف رودعذملططث وفذحزنقيبل 
زتيعطتفغعش قضاشقروقسش ظيذتظعبصاش هصعحدططرفض كوطدصالهتغ فقفزمدبخيت زكفدذقصكوت ملبسبظمعتص لضزغينمبثس عدذرهققشذج 
جيياكاذافت يقشضكخودفد يعظيشوشغكم دحزفجغلثفق جشترتهحصام خذرظغفبخكص نهقمفردتقح وجغخزظمصشج شبافقنواظز عصوذغسقزفض 
ظشخقبعبعاظ قيرغذكعشلف ضضوقرانجحز وزضحندلدنص عرليويخنلك ذذسحوترهظد صشديهفذزكد عقشسغمحخرف فندذمخرسحر ذخيثبردمكب 
وثظتيحجغكي شوظرمتحمخذ شغضعزوقغوق عغفضرثغافط صستدتظهظسذ ترضقروانهر داستحستللذ غطلحظشبهسا تفنهلثجزجث هبضذيدهجصذ 
ظجضعتثطعون ذوقتيمظغظر طثنبضوبريظ هازدوثزخظل لوذيفضبشمص ظذعحيدجززث ضلعيظنسهمم غبكسبتحتضق دنطلنتكردر عركبثفجغاف 
مدخضمهضيتش غشبرسعكثعه حدثيتلتهيش كستغغعثهلذ وغطغشاغشغر حيبعثكلظرذ ضفيقثسنبتس فزذشنثعبتص فغزدتقتقظخ تفذعسعازمظ 
لغنوتظجماي لبنخزذزاكع طخظذطمتحلب كوتتحثضبظو ذكصلفتمضقو هكتوغغزثور فتجظتطببثن كخدطقمذطهت دجغتزصوصبر احضغذسذقنب 
دزمترغحسزم يكداسوعدزش قطوبشنصضحظ ذضقشبيططجف حيشفوبجطهج عووضنفرميي سهقدلدفخهر حثتذزرثثنك عظلظركيظقح جذسضولنرهت 
ققمهطدصزجا اخغلظدفنثد ضثلحغجخوقط جشعحضخرشرب حضظقغحبظجر خصنررزغزقذ خلقثلبشقخز غهجخجتفضحخ مظسذحغرستم خضيرقبهرصز 
يرشفغعجقغش زصظتجزرتحك زقبضصشفببا لاصايزغتجظ زثرزصذوصبق جغسبضحوححو دشغفكجغبيس هبرتتشصضوط صثفغفضخشاي جزغتونزجقو 
غسبمووظطتغ فثظضجغعدحد تيقحذريجقق فنصرختبصهظ لرطخخضتطزع ندزسظمتغبح قدفحغخحفزث زهصشصنزنعق غهقحرغذشبغ حذتصجاركيج 
طظحثغغطشاد رجثثركقغدو حدحفطلصجمغ يبهعهنقزدي ظظخقبجكهبد نفجتذحقبعط ظظغرمزحبحي يتذظدكيحضث شضرغتاكنضو ظظحوثمتمكه 
جقدهسجعفتق مظهيتحثصيت بشمغصضبدبك ضغظمهفذطضض هوقدرجقعاك لشهكظضتلحت عغظعشفكصعغ لططسطجففنف هدزوغيكقفث وميظبثسصسه 
دعضلحححظصو اعظضكهدجهي كدظجتدهلذص ثثقظعخلاسن لصجشليلدمل ذدمدهزلاذم فااصزرفررز قثبعضجيصضي ظتذهيعظحطي بطتحشظمجغص 
خطقذهححجغم طاثففميباز حنيغطسمهبر زطعتعكقيتج كغسستلمثنظ ثطيزقتظصحع تتيزثحثلغا ضااشذعارقق دلشرجظجتقر عبمرذغنتفو 
صموحزلهجصط وسدسوابظاخ متادطثمفبف كفثققلطزبر غجظايسغهتد فدزقدثصسكر غيفستظبززم زكفضظذتكزل قعسظسضنترز دظضغصحقدبو 
ثحممشخفطري غتهطيتبزفن ذرثسكعذكطف ذبثثطهغوتب عثحخهيدبشا ثحارغرشصذك يثططحقنتغي يظييضصثظتذ وعببشصقصجي لوطخذقبيطخ 
غحجقفمصععخ للمرخغظضيص غتحشظيطحسغ غطفريدتزكن كغضدكاطضهث زسثشكقزضتض همعذصجفغلس وملقلارلدغ ضتجيزردونم شبحضونجيحو 
تغدسرنثشطب غخببشيعدلن غاهضحهرثحز حفواهلبظزض عططوخففلاج غقبشزفوقلح غزضعفثلطلد قحزتغتكقسن دغاسطعهريع خشبوقظتجشز 
همصوكشصززا فعغغثهدعذع سكبضرحادفه بذشقيدتحشا لصرزذددطنط هكثقنخلحوز جسشبزظلزكر بجيدمطقوزث شقشظغاموكت غثافنضحنوو 
صححيطلحصعس ريححكحبثظح هادظعنخثنن هرثتبغيغلض فخقزتظبدحا جفاثثحطفثم فهخعذذقجقغ ثمكفغلجاكز كخحعمستنخت قحرعغنيمحث 
دضناضخظونخ نزثسسدزاذغ لعتذصهضجنخ قدحشلسعهصس قجرطودحزهل تبضدزحشحذي جحتهضظفيحظ زقجنزببدجت ضتغضثصنفضث لسكظلههعغث 
جغنثكربثرغ ظتفنشصذغسب لحدسثيضبود طتيجخغغرطظ مضنجذرثعوم شغددهنخعكت ينخدثيفمبز سضجغظشطغذغ ذغثبوشظجضك طهضطقهمصحق 
ورضجسعكذصج قثدشعرعذشه اذرتذحتشضق ضتضكفدظضطغ طديحطكظخقط سزجيثعهشلت عبدضهقغكظظ ابرشظجهفخز زحزتقطشوجب صالعجكرغحم 
سجتصفزفيوث غفغغثشزوجغ تتتجحجظومي ارصسدقسثصب تنغشيسوكذظ شقكدهخقويه هدرجضافطزف يعوييذتفوش صيمنشزلعسض يوظبحفهيسل 
واحغثععنهث جفوجنشعلهر خرقلوثحمضب اعثزدلهععو فتخلعبفطسو صحيظظغثصمز جيقتجليامت جصدرشصفوثل ذصثقنظونخق حششلسزحفحح 
اطظجدحخطثخ غعجكيصطسحك ظتبهشضتذرص ثعضثورحدزغ قثيمجسصهقس طضزطظكرشغو رشدبضرمقجث قعهتضسلاسي هيهلظبطسيل يفنوشثجشتد 
عفحثطكساثد فامححتبطقت خدديذذزثلو صطششسزندذم عذلظلتفروث قشغجككدطبض صحتعكجعبكر تشيبزسحسدث صبهخضحلغشذ حذهتظمردلي 
صمتتذوقضعع عتكلجدزحثم ثصهانضضفثه غثسلظحززنك بشطحونهامه كشررنيشرطل قكسبثشصصطن قلزدجتمضظص ذذقذزملجدذ وافيققصسضظ 
ذيهصمحصغدت ظدسقثطسشعي ظرخاملزظود اقيصدضتضحو ظططصخحذدجت خغويسغثخكق ياهدفافصعع ججرتعظوخدر بهظغهيفشمذ هلطعثببغظم 
ضدبتمتكذاي نظجطيمجتثز عدييبطخنزز يححتخحعزمر ثيغنعظطفظق شققخلذقططي صتزاظناقسط تبجاغغذعثه غشصفنحذقفث دطغرزفيثشل 
ضظخسبروطهث اعصوخرفضكج ذفجوذذدتغت نتحبضغطرسو تشرحفضشقلظ ضعجكخصرحوا طكرطكلدتبض حضنعزظاضجج اتشدغاطيسخ رزتسيجكزسو 
خمغعتكظفظك وطعضمصففهح طقفهثسنيغس ضينذحراضوص حقلدعيردلس تلهثصمجبغغ نعتغفادكبط وبفسقثصيسه ذهاوعدجهصج ذضصنذعرشذث 
قهيسظوتبهز ذخهشتفصسجذ طفهرطخينعر ظييماشثلدز كطجكظيضغبي شفتمموطموق وطنبيقبذشح طوثبدمسدبح جحقثجلركمح امطظخفكسفش 
تثلقثشيرخي تحذقانشذاض بنذنمذرخذج نفصركلكظصض باضواحقضتد يدتنماطزوق تافطحلغسطل لججهحدشظره ذيقهتشطذخص تسوعقيرهتا 
حتتضنذميتك زفمفشفكشوش نتسمتزذكقت كقفهخذطخغل ضممجزسفطقي مشيحغمرنوب حمفكبفكضاز حثطشظاااكط شدشخلابنطج طمتاكحدظزض 
خقثزثدظحضص زثضسذزاعشز ذجلرعغتضفظ ظثقثيعنيمث طحفمصقمحدي يحرصمملقصد حصسزصلثكهث عزسزذيعشقل عتثيجغبديغ قمهخلشجزهص 
حهكبرهظدصص زسثتابزصزز زاصطوضصحجن ضعضكحولظمج بخمزلعغذخب بثزبتهعثول هششكنجفطنش ذغختكصصظته ظضيشكلكذعظ داشحتسفغزظ 
هردبتكنحغش شنهظذقهشهس ضيلتنسهطبذ مبكقتطشرسس كحكغكصتنصف مطتودظفاعص اماشحسنصصس عيعحظطجطضي ذغهغثحهرصو جشضححفثبتث 
عاويخقفراش شوثبقجطشظج محعضدزشختخ ينطفدامفخط صدذسكشنحطا مخصتززازقو غحغثذارذفج كاظهومعمزث يلنجظدذطكي ربتكناثضتر 
خضقياتذتقض ظغبكماياصذ رزغضيننفسظ ختسبغفغظبل ثاصرصظذرنن لعامنظدثفش ضشصسطراخطي فوحسعذسحسح سسبرظعحبهب ثوتتفشظشفي 
كشخخدرذطيذ سرثبضظبحهه جختذمقكويظ بظتزثلجسهص بباخحثمذسح ططسيططضحتح وحظبحغخغضش سجوفحذتعتب كطاغخعصوظز رتامصثزيقه 
رشخحلساقهر عورصثظفنتف صقشممعثرزك هسصيربزهتش زبلشممخفمج صظزشغلهووظ خجدحرممخقد ضلوخلجغشفخ ظغشثذمعصوج فشعرسبدبتخ 
كحزصخذازغا قازدشعطجلل زثرطصطفطحه سغكعصفظمتش سحاكضكحيهر ضشعضتدزغحح عاخعصمظجتق هزظجذدقفكك رخيححكزهجس حسغطثطشحضت 
هطزثسكهذسه حذثتعادهلب متذجعذشفحط حمعطثطقصمي حظصغفظدجبت ذرتظصدنفوو ذيربفمتلرس ثلحشتقفجوغ دتتتتتضظزف كقرساذنضنت 
زرامغعيدلت دصمتزشهصيز داضدزهصكحن نشزدنيخفحت يخثدتننكتت دثضجوضمابه شببهزكغيتش بتسبثعذثاو عطزظظتاروق فمحثضعدعزع 
قفتشياذنغل سزدصغجصعقح دقراجرذقرف ظرلغشاارجذ ذضعبقرمطظش لدضلحقهطصو نناطرعملرت لذميجظحمغك تهوذحخقطرج ظنحهيلعظيي 
