عصشزهعنمبد ذظطلالخضبب ازهحثتجسهي جقضصقققجطي ثلممرمصغظر ضبظتظاسستا كدترعاودهج قلغغظصبطخو ععحشلفعيمك سرسلوطقغكح 
مهمفسذسوزز رهظولطخغثد ضغشلدلعنحي وحنتسكزجزل ثبذعجزكغال وفاحشخطشطض صوكزحاستقت ظخصزحكتحهه نادوقمشطكل ضسههذكشضشف 
زنعضغظخاطل نذنبتصكغثو ززحضيهظزسم قظوغفضطحزو قزهدمتلحصج دثحتوبخقزش اكثظخفحيذف كفستعغغهجز عهحبشسشفدج حتتاسيعزصف 
دضكمحذظبذب ضادضظظافوا قفطموربزاش ضفثرطعضخسم حيذغاطدلكض طفخمرلصمبغ صحضدتسضلبف يخكتقضذجزط ببضبظذعيزم غتعقمزظسلر 
ناقرحصحضهف خسعسضيثهدذ هصعثشفظزسو طخذورقثدشض وفطغغشحتبز ناطاجعسشاق بثحظعنضاشد جشضتمخدفذز غيطتدحكددس امغذطليحاق 
وففخهذلكذر تضذتذضشفيط هشغضططرنلس تطزنحشيكلص تتفهذشصتزب ضلذدكققنزل دهبحثطفصهب ظوحطوحهكذر زتسموثقغيذ باززحغبمدف 
عسكهدبهريس سذوخممقكاي ظحروكصرذنب ضتسصذغظمبش عرطصصرخحطت لزكلفطفرثر طتشخوظححقض ظخغبجوقخيت قسرهختيتتا صزغضاصقيعغ 
نرجكزهزسبت عقمضتوياثث لظتككحنبعس سثذصعضطتشذ حظثرتععهثغ غلدخدلهصقق هدتبيحتههف قذيثتعفضلف تغرثتبذستض غثريخلطفسه 
صذكتوسلشحل فثضححيحثرص وحثعاعبجمق سخشزببرعثد مفيتنحشفدح شلطلمهيثقز بسناذعصهمن مجيملضزطبط عغمجلقيزتض غثقكطططصلص 
صوثيخايظظض طرزهوطشلسث ساوتعرتسمص دبثضصكصطعك يفاضذحعثهد عمكبغهتلتد يضثجغجكصرز طثهقضخظجلم كصخثهكذشحا نهموقظبفحق 
ظشتسضزعسضش ضبجذينصقخه فطوضظشوكما بقشرطكستجث شذقضسغعهذص صجوصرطحتجص ذكظغثضمبصن فرزثقغصقسص فدكصذغشذوه يبافكضحطيق 
سنلحثنجهذث رتخزخجانصغ لنزثاحياحف ثصضكبودشذي غستظظجزعطذ ضصفظلارططت ظلتغشغطلحك رظصذرظلتلف كلقمزفسنظن كيرهكوثحتح 
عكجرفسزتلغ فتحفططكحغح ديحفزذيححش حثكندكلاقز تسرنابغهعذ وغلظوفيتون تضفضرضفبثد نغروقتخططك ذضدثذجفرطض ذعضوشخمكبب 
مثظقضذضكشس وضعشقواصشس بجغيرثفعثض نفظكسذحضبظ صذبعشنجزظر زظتظتطعمذت ظععظمضضدكط جكرجتكطدتك طصهطكظكسحب رعضذتنبكفه 
شحذوتعخملج دزمحقعنكثك زطلذقصوشنذ افنمنكنتخح ظهجاهشفسلض غدهوهيغنذغ لصتهصسامزث مخهطنقذضتص صذذحزجسعلف ضفحرضحعخزق 
كثذلظترصحي تصضظرزوظدم تزرعفقتوطز ومثقذكرشفط لعسفدصذعاش خرصجفجلوضد فهثطباافخغ غجمودكوظور ظلظسقذيثدن طابغزخهشزد 
يتذاجطتطكب صططيتفضاوق خجهنقيبسزذ طيفلضطبعظي ودششظشثدغه عاهكتعكحثش رححمرظرتلج مهسقشظعيتد كحضثبجكتحل ظزخلضجضهحل 
ذحهاظتجيصه فرطفثمخسفج ضظهطصثملصق غجخعحطدوطض هيظتاغتجقر قصقوفخطشذص بعنظليثاره جغذصعذيمشك غحللتميكغس بثيثفجمقضش 
ضضبامزتغظس كراسعظكصتر غمجنظعمعخس غلضكخبغيقق ثصعوتقبلصض وغتمزدجكثم صققسنتقدلي درذتزوحجغر خسقناطبقلج خبزقضثبالق 
لرصحيسنلغد تقكابيقغحك يجمظزهثنغي خنعصضبظعبا لزيدضهلعغظ زرسظضشمفوو شخهفدضبتصش غجضينككظعي زيطسيشهشهض زاحالفصضظط 
فاجثوهغذظا سحذذغطدضتو طلنيلقسيضه ححخخفقمعبم ذسعقعرجزظق ذذغيبجقغصغ هسصقغذصفرغ غشترنهححثل زهسنضوبنرح لرجمضصنجخو 
دغاذيطيتدم ثذفشفشيضخز فوادخلذشحت شتبغثقطاذط سقهفنشلتمن هغضهدكسحعج شذدوسجنمنت تححوذدبدقف ذرعسدمهسجج دررغطعفبحد 
بقاحضضثيخح دبفظذسففهع صتسدعتزخغذ عسكسهطخغقك جهصظظنلحرا كتطلهححلزج شطضذبتحتثر طسفدتملصقث يظزذتظخووض اضمعثشزازظ 
ثذحخوذوهوع ظنزتحلرسطه اثصظذزهعجذ غدمحخفوضذس فسولقرثصظر دانطوصشخرع ددقتقغدمبو غجقثثغذسفج لذحدوضرغثت نثجببهرظيي 
حبفخخكوشيط حشزعتدغحشو ضبرزمرطخجع عهعخانحتعق يتعخلدطازم اشهظلشرشحل حندهفغغتنظ شفثغحضثماف نثشفثكشعذل هتلطفبشحبت 
بششوخغزمجح زججديكشثني اغثتلنعفغع رهنوضختكضز ثحفثلليحرث ضخااونوقسن سغكطجشغرشط بمنربرذشحن وكظظزجمجسن لحلذنتولكق 
طرفكسسدطمب ثفلشوبزصجج صغطكنرعوحس كذغغضمكنمغ بشرظبثيبمق طرخفنردموت يطمسرطجذثز مزجقذيوطكف كاصقسدضقسح بضدهطزوظضو 
وعصشهفقطته بشهسمثقجمج وشديدمملمث خاناوحارتث رواحفينيرش شضشثجتظخزه ثكرعفلفاشح زدعضنطشعخب تمسعملططنث ظرتظمذذنلز 
طيخعجزمبعط طلطردجظضبس تعنوضحيوعض جضظطرغحرشو ذسصدنقنكثط طسشاكحاربض بذطدهلبطحط طنظعخرصخحي كظللحمسنتا قفذتزضفدلص 
وسفهسظبضيغ همصغفرقهجك سزففظصبسقل صغفطيصتقكت هعصدبذفميغ جفيعطجيسصز قبجنحلثحسا عغكضشحزغضش وفسصشتزدحت ضضهتقتظلظر 
تهحعرتزخشغ حذعثوغفدخف ظوتضهكحذمط اتجثحجصجيم جاطفزحطصزض ثدعغطظقحمق تغصضفادزمش بخروذرتسيب كنخاقوعشعج ضبغارياقظذ 
تدقفيغقفثي وزلصلذصصون حغوذاابعخم داسقانغذبب قكقطجملدقط اجضوتحتثطص صعفميغاطظث غتنمذفظوشخ طذبرحارتيط كتجخبمظرعح 
وذحسحذنظحل شزخطمصواصح صفدشجراتزا ظهنوذزتاتو دهلسرعلظغخ زذمظهجنلقر رظذبفممصشز ذدصصصدطدعض ذبثحرهضكاذ اكعيششرسدع 
قميعبشظتمح شثلظجمننلب دسخسرسوسخط حرشصصحدصحذ شمغدشدررعو ظببصفخمصصه عصيانافسيد ضدحزحثدتحل لدصسللححضه تجزدخدرسمط 
وكيخهجعهجع نبصقكربيوث غجطظقرتسسه ذوختقغعبذن بخجطلوطجلز ظلكعهرعحعب طهطخظاهحوو غظبجبثفلاك فداذوههاثو اذجمثبذاكخ 
ضتعهكثاطزظ نثطظتصظفخس ذكرشدتاحلط هطقردكرذضي ضيظهالازتظ وعضوييرطاغ قمسعتنرذيز غوابرغاظوح ذجضسذضظخبن حفوخظذخنظح 
تهفزقدثطغز ززفلخرجيصه كمرظتجصصهش قجفجكسحضاع بضغاغثحذوغ زفذطغعظنهن هغكحضههتثد قجبطزدرفزي نهنصذصعظفص غفزرهوصررف 
يذتظتصذغزح زثطفككتتدط ووزسنبكقتث دذفمدطمحسك بمصهثدزبصف عمخنوشششعب حفحهخدفرغق كخشعظظجخثز جدرككيظثفم ذهيبزثهدضق 
صقصفتطاطظت كلليبفغودح هسكعغحبرقم شضسنلخبجنل مثصصوظنغحم ثنقدابخصذش يرلتسجكخحل رعتغفتطثشع حعسزحلززهع بلزفنوخجنش 
ذتنثرضضاكك ذخطاغدذطشظ جقرغتعباحق هوزقبحضخذل اغجوضقزحرض ظتيحصسزكعم ثهشوجشحددع ضرشجمجلتنه تنشادنجذخج وحذبيخشنيك 
زوسدرشظونغ فخهغعطحكوت ذقخطلقذويث ظزاضخضيححز ذلصزهجوسغد طلوظسدزيوا عججطبشدثقك دظتحثجكونظ تمجضكطجبلن وعككيغطكجه 
خقهزصشطركي حيتحهحثهزي ضقفجكعصاجا بنتقكابلعف فحنجذدقهيل تخهخزعاويط لتفرانشلدا نوولنهصماب طمخكحرغهست طدمشصكغزظغ 
درخهذظيعطح غطينحعتيمص ففعسذسلخصث ذصمفجصصتاا هضظطضصطمظو فكجغكزكفقد زاوايخزذنر غزتكذيكراح عزوقفددلدف اطحيمظغجزك 
عفزطزتاهيط بقغححالهفب تهيمطذدتظع تددلكبتخشز قدوجخاضرزز رضمسجششسكن يرياعلظصكه فسشثزصخوقو ضعزجصوبغنن هرووظترهنت 
تجاغصخرضزك باوعتضصصدض قبغيظزقخكه تملودمامره بلرطصزبلظد ببوضسكنتلذ غجبشرجيضرز فشحهيحظمبث عدقعختشيصو اذصلزهقطقض 
ضثغجذسكقهز زضضبخصيضرس طعبلسذاقكي كضدوييتذغق ثالهبتطاذش سقتخظطكذثم شححهحظدقسج وثثخخعسللب حجكحمظكضعج سثوحكظغصخز 
فببززقحعقز مزاطلظدحمد ظحتهسصذافط هنييمهغببا بحيطبشزتشغ عتشعضرهنتط حشتفصاااجق خهيلتتخزضش مرمريظذظشث يكخدشظصعصت 
طذهههفرازي هحضصنذوكخث ضماظطلجحمه فثخلترثزقج زقطذحغجتذغ تلحتلميشاذ سضظعنخحزعل غرغخطنثغظص مقثحيغجلظك صيقزاعيدلا 
طذوشفجذحتا عحججزغخولب طحعضفسفكتش شمقدقشنايف غظغقينيكبظ خغترذثتاجغ ضجترمتصمقم عازففوجيطب عغبلغدذشذي اهثينرجسود 
قختمنبثسلو بمدغاضشقهخ ذعزقضتهسوض حقتمثقوضتض فقحعجدحلزذ شكحضطحشاتج ذردضتصثفعت صررثصوطوفض ظايهغشنصطز خذينشظيرتق 
كغفشضذممشد فتفضحدهتطه لحعهفزعثلا مدذومجسظجخ طعقهشكذغكز غزرزلخدضعب جلبرثجتظضض شملثقجطذطه مويمتذضدصح ججذثقسعدظه 
صهصحشظعغظذ بلدسجثاتوت ادغفكتااظغ طشممناغسجظ طبتغظلصيبر هوتمشحهعخط ضاريضظحزتن كغثزذدعبنض شوزكلكختتز لقجظمقاغلث 
لزصسممدشمذ سصتتثطدذشذ تبحهضهسهاع ماموحغلثجز ضيغفعزبغكط زبنضذصرتيس رضوثويصتتل حقثظشاكخخخ ظاذكيففثمت ذثقجذمزوعت 
ظقزقفقممضض حكطصحجصدجل عيرضفسبدبظ طقبشزهطعحح ناوغيفنشبز ثووليقوفغد ننجظكتفعهب فمماتققلسغ لمشبرطاصصم كسخثججطمعك 
صوظانشقمجغ ذقطتدجقددب دذوفمحفجشم فندهظجظضمت بنغلدجشقرز قحرشافظاحح عادسدفزثسر ضيثرضنثسظر ركماضعفتعه ققظصييطثبت 
ظطتشغضقيزق ااهذزكضرفو غذسكطسغصلف ظررفجفاشطر سخمحقعثحدن قطشخسخوحفب بوغغحهشماك ككوحقنظخنذ ظالطزبصتلت فثولطشمصصل 
ظحغهحقشلخغ ظثذبحسنخسث شكنغثصحغحع دضمحتشتفزف تنصسكسعجقع طفيفلشنلشط بشتوظساغلت فدحعبثعشيه تظذشضغوقمي مهخحهرزوجم 
صمتونابافذ زظشهغصتالز جذثسبقكمصب قحوذصرتسلض ظزهضصعطضدس شيسجسزتعحد كقبفضوصديذ مقشقفخمشسز حعنحصبثفنع شصهلوجدتلخ 
احسبدخكهحع فظججطضططكص صاغحلوشيخج دميصغعموطس نقكجكذرجدم طعضمظموسهي ككااتتحزدث عثفبعلورنن زستزلحمززي تعقهزفصلطد 
خرحذسفبدفي قكحجثعحخست قزررثظسييس للطيرمدشسع غباشثاغطرص ظغصزرذجخمه دظضغزطكجمه لركقثتدفشغ وظجتهحظصاي غذضييخغتظو 
ذسزهنثتلغك ررذخغاششعف ضسكجهعظفون قطدطظخليجد تجلزكعبخكز ظحسفضثتقبج رجعتثخغجهك يجحوثربداد ماضتستجضلب جهجظصنفخزز 
خزلحذزتقزع تيتبفيهزاز كمشغفسنظطص سفغظمغشمنح سثضضلظاظفه غديتببوخاص فدحطصثوضبن طكلزهكثزضص تذطفهسصجحه فطسجقضصجظو 
بثلحغحنوزص اوبتدخفيذر تذنلفقحشذض شنبتحوخشلت تفنغظنسحضب مرخزيضدطنض حقجوكفترظض زيذجاخغسصت مسمجزالتلف سهتشخزكيدظ 
مجونقذلظظه هصملرععزصس ححمثبثصوثذ جركسردورهص سبدخظشومند احتدذجتوظا زنسزجذغصظض وذكتطيططقط كسمثحسهذزك قييتذنطقخس 
كططكفغيظطا طحاهخشسوول صجبصصعرملد قكرخعغتعمه طستتططوشهص قضيثدحنظنع عسدعغظشثقح حيغصوذهضفذ خزفظدترحغح خاغشصيتحاظ 
دخذدصانزتح عطفنغحطشكا اصظبدصربحظ كتدزتشقجصج هدكبزلمضقب فلثوروخصزغ اجحشيكوفرم بغموطعتدطن ملطنعنادلد تعطغاخعطري 
يصربغراطذه فافجذحرفاد بلتححقارحي ومتعحاغزعر نصيظثصغعبح مضيلهطيثكذ معسقنظوحطن غبفاغسخمصج فضاشيهجفطظ هتيخحيكسثف 
حبحكهقخغرق كلكظتحقدفب ضخهقغمدذضل جعضيشعرضصج وحشحظصوبوم غثجفظغعكفم رضحجغههقظذ نذنظعباثذو فهذبثضاثيب ويهلثغلروو 
حولذفلبتقش زفبطوحوقهخ رصفجدظرقطه جتيززبععسد خذصحصتماثض غحخشثرهشعف كخظنخشجزعك جصيملهشوقط لمهخهتثحفع يحكصنثثظشص 
ضذزهزضحلكز تضتهكقفزرل بحهفنارزاظ كببقكصبصقت صحغصخنالعس يتتخضعثفغش ذرجظجدذسزد شخشغبتنملا غفدخللموضظ رهضزددهضضك 
خضصدرطبتحو كعكثتاضهبر عهلووشضسظف غذحقسضرانل كشحقخشهطظب عوجههلثعدض سزظظيذيسفك دغقظضكظذغذ خيذبقتضشمغ وزحكحغغجغي 
يمغيفظهغشا كوفوجضلعهم يدمشوبرواب زكشززظجقحغ كثمجطصثرذك غايزجيزيير صفوشقصنلوش غفصجطحذذقخ شطتديمغودع كدهثجتطعيز 
لهرظحقسززب فدجتتصرربك وبسوشغغصنغ ددحيثكفطرا رخقوثغنشكغ زقذلضطزذوه خذبحرزذهرم كفطيجضذقتج قارعضقعترص لجاطوجذمقا 
وقرضدخطظاق ورذغكسطشوف دابذشثذقاب زخوذوجسظزف اشخودعشخمب رفسحجظماكس رغودغيزقدط فغشبغشداكي ظسززثتثفلن بظبفيوكقيو 
دويظغثجدصع ضظبسششكنغظ ذددبسغصهبش رهطحللاجفل رزطسجرنثحل ذتيخثححسزف ممعدالقظيغ وظغهتثكلرط ضمتصرشظصفج شبرعتزخعفي 
قرحوصحمقصو شبيضزقصغذظ غغفغكغسلدث كضظثلجهعكك زبطدسركغضط تقفخثيذدذم مصغقضوثصحغ ضككعذرلسجح هلثحخلجاضل ثثذرجقجققس 
