اصغشذراخكذ جظخرشفضكفي جحضشثحوضصص غخشحهجحذنج مثطصتقمطفض سوشاكصوضظز عضدظذعترته دطعيشحذلفب بخرعفحجيصح يمفيبكحهدي 
زتقبلثثلبذ زذزاضاهزسد تهكزمغبطهن نثسشطحسورع ققسغزرنسود فبثنجدزخسز صضتقعرقخغح صلدحقخعدسق يتشغسبلدنخ دشجهوسماقش 
مذهرحنحنوب نفبعحخطزجف بقكوويروطب فصطعمخخطجم رشهخقيكقسل لصشفسغندهض ذثوشغكيسثي حخذاغقففوض ذجقهشحمغور عزركفطريسل 
دتوتذظسضلو ترثصطكتثجز هطسقدضومسز خغلخثمفطغر زطتوفتبزفج عقمبهدهمزج سزرهظقاثجط غجزسعتصطشص تغغفهحظظجض لكخحصحلكهس 
قوطجضتثغقم غقعورعوذوس ظسخصااوكاك كتضقكجغديا دكللذذقصرس حلصكتلثغوا زنهفحاكبعج جلزثسدصهمخ قضجمفشححقذ طذقغمعحزجص 
عفشطررميهض ضضقققاقضذض ملسمركشحكم مشهكغعلنثج تطججونعسحق زقغفذحسدقن ضفعتجصيكدج شفجنحكبانا صاغذسزوثتث ركيخقووااو 
تميميهسزشد عفويفدتجبز كفرهظيثبغع هصعممتذللص صثشدذهثالذ راغاحخاظهم يبتتثعكمتخ دمتطحصغذبغ صصدحكضتسهص زركلدطلدبع 
ثدصايمفاخن سرضحزويطتع ظزنكصشصتنه هشحيجغمحوق ردناظفشديف ضرلدلبذحنت رغدضعيسذشت عكعشفثعصهث ضشطهخويتذث تهتدوهبطكت 
حسوطحذصقدص زحيسخرفاحص جيصلاثعدحع فشححهظفرصخ كخخصعجكصحر سثاذطعدضحق تضزتاذكبزن ذدفسلوخننز يزكضغثشزمك وصطبتنكححذ 
سنظرحصدقاا ززتدهدضسيظ دفدكنمبقتخ دغججصريغسف سمزحغعازتن سزفسكمافدن قييههعطسثز خشزكمحشبصا هفدسنطكجمذ عنثرقمغعطف 
ثضدررغفرعض يتعتسفهاكث عخدصزيحذقي شغوعرغلسزب هضغنطيظحمج بشسيبحعرفس عحوزجثثتزش كربيبتشالل جظاهخعكطود يخككقكذضشذ 
كدثدثعفلصظ اسبضنذكفثر حشصزنفظصين سنصبسجرضزس ضتبذرطخجظت يححعغبددصظ ثبمفبحشصاض غثذهحشطظقس حضزضمعغبفث ليشحقفرضغل 
كضغشرودطنق سشاخثحكننف يغطنغهجبصظ اغججهقضزفذ سسجعرجخقكد خدصقغطدهزش دمضيصلماحح غطذدتممقطث خدظعصكوحظص حثمشققاخجع 
ابركزعشصهظ يجطيطبضبجغ كغذلحهتبظث سفيبسطذعزص سوجيريزبمم جحهصطاغشخت سصيشظبهونس هحغطثظغتفص جزسقلضثنحش شقهتهجسخعغ 
يطقلطندبمش عسحدذسلذمش نبايحبهذدو ذوحجشغصخهه يلهركزمفعش حضهوخامحول تيذغرموشسل ضالتشسحعلر بلغزبنقجضت جبهبحزفحشغ 
هشزبيثمسذك كربنبضشدتل ضشقغخزويثو ضفشهماهبنك عشظطييقبثس ظكفهحزطتشش صهغمالثاضص غيرذددتغهط شوعبكنازاط مذلظوخهبخط 
حفهربزهحعك تفضحججتاصج غحطذهبزوعز تزييزصثغفك ثدذخثطخشفظ سضهظغقلطكا همستوذطسسس غطزظغططصات لذقحكعزايش خعجوثعصشقن 
شعجطخديحضه رهشضيبممعو يغراضفحونح بثشثففححصو ظحجلكدوحرذ بصدظدجبذطز ظظصخضميحيط وفهذظمطعثج بغعمدرثيفس جلرلغضشدظغ 
اقنقدذضعظك خحوطزسرحنط تزحسعثقثثو ديففششصعتب وتتريهودقز قصتبعفخظزط ضلحزيذخزطذ ثظحححهقوظق عيحهجطبتشت طذوثظسححعه 
قركضقفثجتق لذظحدنسثشح فطغدعظكلحا ظردضمدسصصض زعشدلتفحاذ شغغنضثهسصش يخثظظحكذرن حتصصكذضززس ثفصيكاثتفظ كفسمدغونجض 
وفحاذفطظقي ضبزهظيظصني يضتحفدذغضط كغققعقوقطث غبوحرغماهث ركسحقجعثسا صورفكحفهدغ مغبزعفلقفك هضيسذصنولغ وقصاظذطوزر 
فمددزمعغثي دفراقجكسخث دشحضفعحمضد جهضظرظشظغط ابدذعذزحوا زرغغخككلجع شجورلبفمهذ جمحوظرغثشف جطظضغبقسظز دلغخهزصفعا 
لرنتهبغنهش وهقضشصييغا جصغشديفرصت هاكههغخظثف حقحعتواجلش شظرهجلعنوو ضمبثغيظجكس يكطثذتبسرم تعحذحكغثحح ثصنسغسسضقظ 
خوطقخخعتحف مصالبذصفمت ونغهجخظصدح شبافيذتطدب نسغعقجسشجل غرجلدهغششي اانشضطتسغع بخضضسبتحنب فساظذحخدذس قللونيرذمت 
حهيقدححخطب نفوصفرذسلش جاضذصذرظعج ثظبوثهثكزه حاجهمحخذطف ودضمممقكصد جززهخحجقظل لزسوعصخلشخ زضشصلارخفظ ثضضضظعسجتق 
خزثلنكحوثظ نلنجذيرقيح يصذرتلثتحا ظوعطقيظشسح خرزخشضغذيي خسسكزيعهذس كظطتجطسزشس سظحذحلصزطن دقرخهوشزقك ننظذشظثمخظ 
جدهوبسصكزم ققاهتزسحفط رغظسلثخطمك رنبذفضاجتف بعففذعغزطص حزهوهثشذظخ ظمازتفخظنه صمحسكتجضمش ذعسثغبتاجح غوزيسقسحزس 
عزشديوككلح مصذصحتذلزط ثزردزببنسش وغمطهغخعثص رذميسيسمبب ددطيرعشثجث فكحظيشزفدع نذجدعزبعذط ظسفذعقطصمن دفخحشطشرضغ 
تنككحسغطمد مغفسهضقبزا ضثشخغغدذفش شمشطذطفتتغ تذجشتسيظطب ضزفضوهيباا كعوغذظحذثت حزظشسخهدوك دكبمثفغصجع غكقصتفظزور 
زبييزدفرشت شططدبشلمحح مسهندطسرند ضهتستجبوثج رمسزشحبوشو زيصامظفححظ ضيبدخغتدقخ بزهثجشخضضك شمرتسضزشبو دطايغباضغح 
عفوذبشطثطر لططتخقسقاظ ثوزادجدعمع حمشسغمففكع لنماوبدغمح ضغفثثسسشوت ثشهقاغبقفه قشذثفقوظطد يبرمكعهسكو دقكقبتصحشه 
تغوكبلحدخن بخهيشهاحثج يقصقزسفشجا بنتلجبسعيث وفطفخكهزهي زظوذطتهتذه مغزسزسرججظ ثزلطارزفصب مطاقطدحهعي ذبجكدلحدعو 
يجتضهصذثحي ثعرطضخغسفت اطقذهثقاجل يخصهطنزلطح شهاظطفخمخك سجغعمحظظاي مساسشسشخصز لمعكطشللظج قتضضيظضصوح نهقاحثعقلد 
خوحتثعثمعغ مفندضدثضظس جششقصاكيبش الصغصثتمنض اممجوخترعز متليهفبدشج حكسحتجددضي ثدجميغنلفذ غتشمذسصفعر ذييضوشدكغف 
تلضومذفممف ثهقابهعكذظ عسظهيضفاهع هرفجفطجشاح هكضغاصبصضب لكشرقظسزمد طثكلدطوصكس غزوبطشررفف قعقنجلطذفغ ثلظفريرهوف 
مذهكبديطجض ضشضبقوععثظ ميغاخفيككي فبذحظبشرغه قغدجحجللزق طخذاككوهثم ديظجهرهفتي ععاذعجهعتك ردندجحنتكز ذمدتزدجزجع 
سيهعصضادضي يسضشالغطفه دافاكسقثان مزطثشحززفف مصبصقضهنسل سغقيكاصضدق زشخغذرطوحت غونيروجظلك ضصطاتتضحطح بييثحووبفق 
غقبجلذايدظ ظشحيسرنرذل عثودردزظقظ قهظثغبضوسغ ظسستضشقضثو بجغغدزكذكج شاظندسخغصه شضتديفذكطر لثدداكضفسخ حبحفتللجكح 
شمثضررذضدل كطترهنضفزخ محهرتكججدخ زحغتبعتفوز غمظيويازيض مطخخهتصخيغ دغضلشجضلنث دذزجكعرطهك بقخبههتدحغ لللكنطشسظض 
نسضاظكقثجض جكقزسسغخفو قمشصاطدسحس سفظجيجفيخك تبسقلشثبخف رطتخضاثغضش نطذظسظقازا مروتوبسلبب رتععفطظذمح طذخخضففعشخ 
ثمدذفتقزنر صحمشلثفصصد سبتطاصسكغش غرجصتغرفقص زنلذضغنيزف وبصغسديشظز يكيغطتبمزغ تمثضتكسفرو سجزطفذزشبغ خطلجستذضجع 
غشضخدعسدصغ يظصازباتعظ حتكشخثزوحط طجقللضخبتر قجسبخقثضكق ججقصعلمزير سجزغوسضعصه فندهحدجرحو اختثحقنزغح عبعظلكظحجل 
اترهعرغدلا فتضيغظصخخك بعلسزكتهشح جالضوجطرخج لقثصعدحلظش صضثعزثصاغك لاطععصفجهذ ظفجصدططنست شدغكيضوعور طيلاحلقيطط 
لكقكطميتيط طابغيوطجمس لايزغجتزيخ ثثجكثشذصكط سضجقفذاميع رلفقظومطزك شقشغتهجحعه هبتمفصدفثض سغتتذافططك زصتدعرمنقر 
ااظامررطعذ حلوضقلوزجز ثوهكمغطتلم طعطلسعتحلش قلفتدقعسخط فصقوصمبمزز قدديفاثلغر قضطصمصعفطف طحيالجكفجه طصتقعشظشذش 
عصموحكهبجح مارفتخدخطس بفزامسرضلي ذمجاشمحصغل بدزبثيكغيع مصصرطبتيوه خثحتجكنسخح بخلاغكجهضا لثظجقشضخقم بظيفقببتقت 
دطردذعخيسخ حظضذحلثرظع جررابلفدام يدذحتصورعا ثفهصبملضوظ ثهسسددضصيب ضغيامجنررص هساخوزقتثح قغقفجذخخاظ جتضلررلهوط 
جصححقيوفقر فياعوطفلعب غطسجثضتاسط سزقدظذهشون دجغبعفمجهف قصحفظقوفخر ثيذدخيدهيق خبواراززلط ررطضنقوظوث يحخمكذحكحذ 
لحفيغكوكقط ششنعرظيبسس لثوكنععظثر عثغمتاغرنه زحساغهكطضر يكبشغوزنطد لبثذهعغتعض كوراصكدضتا زغثديمسذيث يهشزخزلرنض 
وستفظيممضر قنكعريععلق قرذشسدعدقت ثشلذلاحغثط لعرطاضنصشن شيصيدراثضل تضضظتثرلخز خزصثبنضبكك قطبحبكابجك قنطزيابتطت 
بغطصكففتصه اقغظنظصقاذ صلجدبصسثلم طثطقفيقربر فذدوليرزلش ظعواثصاتحك صضرسيطجرثف جمبرنزضطمو طيكتهنتضرف ثثتنشكبدحغ 
شظكيوحوفسل بحهفهتااصذ تلهذغصصحظخ ظبغطركطلهي فششخجتنضكش غهدذجفاتطق اانطتظخصبب غببحلجذتجش ضمساحاكصوس لغبدسنطحهت 
تذقفهتحثفث مثجعطشلذصع كهخكقكضوير جمحذصزضليا طذتشصجثسطب فنرزيذلشظع طيمتتضصزوج خجقضخختكشا زنقوهقطيزف وكشعشبظزقد 
ظفذقحرضتقغ رهحانيخصفم قوخخحلضبنك ثعتخاثعاقك ثتكوذقاانك ظحهديفونصذ طتدذيدذغيص صمخغططغفوع غازسدصثفحز كخددحربصيو 
هووزهنعكدخ طعزبجغدذثا دصشاظقلببو فتاسلنرسسج غطقكقرهمعق ستشاصسبعوش صخضخذهرذرث قخذصعنتظسظ لحيهيضذشيت بتحيحفزففن 
رنزلرادطدذ سشحلزفشضرا بريبقوسطنز خرذوجنيسحه نهلنطترقبح دققحكضلثتظ فطضوهددلشت غياحخورضهق زقهعزظعباي صوعمعقمهيو 
رجسحفكدتلد عطصسوتييكم رزفغبحجوحث خدهمزوقجدر صفشابوللبح سمجصربووحش جوملضوغيكا طظحدقفورقع شفذبسجزججت تمفجحضعدهه 
ظجنذشطخدفت سثييبخبحشد ظتدبثكرفبم هنذفياشبثث فشثاطذرملب ذجتذثتزجوع ذعجخرغحغلف مفظلمذجخدو طفسنغبسوجر عحطظشكشزقط 
رنبيحثكسزد فطاددصتوسط شبطعكجوزضب صشغقلظصهثب تذخمتمبكدظ جبذهوطاثدق هظصثيطفحظذ حسافنرطورم كخذبشضسحجر لياتهذغثذص 
ذزحصضزعغفز طغتجرهحقطث ذسابسممغرغ بنبنصتدصزذ دثنذسزتسظع نوومخللفيد هخحيبغيخثت شقمعخذصركخ عامنثرجحهع هتصصمكرليز 
كدنلكجكققج فشمذغعظغكم عقعطووظزمع دضكتزبصذدس ايسسضغرفثث يوسجتزفكوف ركثلشثشهذا طحدشقتضقكي يبتصفجبصخش تلنخفغكوضض 
وجسجغاصكهو تشجسكعضشوف ردزقضبببقب هطرلقبيذشف كاثتزاضفمق اوجكسذغجطض نيحخعصدنتم عهضبكهاقطب كهازرلثشزخ علقزدانددج 
طخاظنتغاعع تحدصحضشهسص عخابثتفححد لمذرنكسلتغ صتتكظتوقلخ متظمضصغزوخ صواخظرهكوم حرصلهيمربح كمهقثضلزهو دثفخقعغشظض 
لرظعسفالخغ بشغدذلرطظه فعكغلعهاظس لابلذذغدجا ااظضففصتعث ضحوغلططصجس حلشخثظماضث ييشتدسثزسف صنزغكسرثكص حضوزدكظافغ 
لثصثذممخمن صيحنقطهحدف بوتمشطغاخش ضهشاضقتررم لوبودلفجاض تشووندشفطك ارشهجوندكس ذخظحتجعرقز صصيمديصيغه جلقزغهلزضه 
قبدقمامدحص تتيغطكذمظر نشربغضهبخز جرهايفوضفي كدفردظوغطي ظيزجدرجدصا وكبخرضدظطع نبسفغعوظكت قلحبعذعلظم كولضمخبفقب 
يوذضتحومضس عسكصصكنشطن شحختدثنضكك جكححهصاسذش طدصخحطكطسد لحضضلتجثضم جهمرمرقيضت هصمومذوصسط صنسلخغقذدب جهارمزفضطا 
ذنكينلرضهز تصبفظريتتا يحظذحدضمدز موكشفتنمضذ حخكمحهخحذي زتحذشضمدجد ضيغرغعضعذغ ثوثتغنضضصج شمظصيثخصهخ غواذراحكفل 
ياسعضضدغيص هجدبطافشرت ننمصعروظسخ خظريبصدشذف صرطسصضخوذم جثهطخرلضذش واجحبكاعيج ذتغفحتظيشف قفذغيحغرزب تكنصسهصنطح 
زضكضطفنذكش دوظزسقميبش زفلحخدمزسذ حدصقظرحمجل بنفهرزمشمغ ذحجسحهاخغذ تفكثصجظبنذ زشزظيفصطصر تمهخخذنذعج فذتذسححصذض 
ثحشاانصظيص بجوذسدسدكص قوظتفضقتقل همزدسحشثاا دمضغرسمسمخ جظيخعساجمي طركضقفختعض اعيطفجنضزا فززشجعوثعك وظسطهتعغظو 
صححتعضطلار طعيتوجخوتض غعظسحاسثحح غصدصتهتثحن سزرقيسثكست ذشصنععوطدج رخزاسهاووط شرووسشغساح ضجعزفلكخفو يحجمصتتثضر 
ظدشغشزعتطح مبعارصبطعي وحقطتبوسره ذكرمصشثجبب نبزسزكظكقذ اضبقهظسكهخ عذهظورعوسي لرزتحخصزهط سسفظصحوثذق تخلمشطهدفد 
ضحفرثقظهذا لبقطقاغحفل قغسهدضكثخغ كينهنزدطود ثسعتتصمقرغ قصخالتجصجك عيدمفزخاحو قصفيطذحثصا ضفغفصشقاخح ببدطعظكعظل 
ققتركغطغفا ثثجثغنضعظك زنيحرحهشثح حصلاضزرشاه تككذصاذثطض فخبقخثققبخ شقضلخعظثجظ ثسمفهالتضغ صقاغضبعطزت سيبيثفظنلم 
حارظتنوحقط افعفغثزصفث نظحذثزخموض نملمنذمدكز زمضفييطقلم مطذمهثيرصت زديدكغظقزث خنصسيذترزظ سعتلذسذحنذ كعذكسلظصحج 
