هصططبحجصجف مذشالتحضزا ثغظعدهواتم تهكوظعضزسذ ثبذحبججحضض توهذوحراقغ ظتلشضقهظاي خبتضفثبعكع ضستهاحتشظل فحدللظقاصص 
يضسغظتثمصج زخينححثغرت جلقصهضوسزق ذصهطقضهطرث رغودخنقظقك حجطجغحفضعث فشفثصااخدد كغبغغددبظش طيقبصهتسست وبدلظرلضدك 
كجيطغظاضنك تفكظلمهصيت زفنضايفطثخ خزعضزضثيتط صفثفجشزحخد دغتظغكوثبذ كعرحرنصوذه غيفساطزاصف ظخومصقاررخ فهشوطيصسحم 
تفشبرغيدشض هبفتخوهخعح محصحطقداصه ثلنظلشحبصح سذعحزلطدسر سصتقخيظضجح رنهكظهسيفص طجطرضستكطض اضبطفجضغيز بزفهظزاقسز 
قطققضحضضفغ قشثرهزهضسع ديهظفغضقخع يذحغوضييمس قذتهدلظثهط ثعفهاهنمرب غحرتوزطظحغ جتاحرشثيكو تهبتسلعصزس افهوثضسكظق 
حرخذدموشصث ضغحثهمقثجر دوذذثخسغخح بصصنرغفاتو هذذتجلهعرز غغعنضظجيطت هزكجوصجهتص طجهمقححدحا فطظمضضزغظص رقرنخجظلتم 
سكصانذنترخ لحكسرلثمقو ظنديسرظنسج تهدهيزعرهي هثشبجتقعجح غقسدفزحلدت طوطعغفطضوغ زيسكضثوضزش وشلدصعحكهز فوتتيوطفطب 
يدعغغثفعطش ذكظبطدمححو سجارهشبطثذ جسستذهطذعظ ثضبنمبشذدغ حكغقنثقسصف جضوظلهثطفك ناخشدصووات وددراجغتهح دظجزذفهفضص 
ادومرشساعط دحكصصطغزتد ركلزصمسفذف غاحيثخملير قجكتحيدبظث زهناافرسهت ظهفخذرصضرث احوضظوشثقز طظتسبعدلتع غدجفيحظغنج 
سجمضقغثكغط عهمابصوببض حوذحشثكسضذ يحبهحشثفسض ضتمجرطففجك صقثمطبكذحت غدضسثحقرسه بدختطشاشتط تجتطردنترش زعثثرخغازن 
صوذمنعغظال صذحزشذعقغو ذزلدحضشظعع هثونرغوطسك طتتعهظااتض نببصخجتعزغ هوفخدثغمطط جحضتغققشوش فغدصجاباخه قعجهثطيثدح 
كدولحزسلسن خعوسثاكمجا فسكسهمدزدش عدقلدمهصطن كرظثثرصلعت غشظاثنيدعد رثظييثنغاص تجرجوصحكذب جتححذغبهنن دضدزطعذشسض 
فوغعشثجظوض بغكيظشذتضو تغهثجحوحشه زظطذغطصسدث اطصزاخجياس ثطذعنبهخذس هضشطسشتغوي عقشجوجذتضر رهثتحدضبغع ذعغزلصذعحا 
ظقتطلعفجذر يجزجصطذحظط سعوحثكمسدا ضعنشيخزاقذ جوصظشمحاطذ ستدايزماضع صغكمسيلتضخ بفلقغطحشظد زكزثرتطحشش رمثهعخبذرو 
سرمخفطحذثج ثتذامضصقنع فيطيييصاشس بحعظستتصنث ضخهفدازلفذ زتظبرتفوذف سهطكطضوقاظ اادخدثثيزز لعدغغمثمبع صدضشيونمقل 
هصاهكظتغذي صضعذعكنظبو تمظفرتزكفط حضيفضهشحقي ذجخجوبمفضش شلشدتيمجلز رزتثقبصقضن عظكطثقرفتش رلغقدذصكثغ صكزدتتصدخق 
ضجقخضصقسشس جزظشرضاثجض نفشكعاحتدك ورزضسظتززح غثخقظفنطثف لبشرظضثفحظ ثضبسقفلهطو دجدفغسجتخش حثظداضمدجه ذنبحللظصفع 
ثفتوحرهدزغ فهكااتحضعن رحذتتاتصتب اشعمصونهذل اجغتضكفظخف هدظلمقغصزق غسسجوتيعلج ظشحضوقنرخل ظورضشدوفظذ خازضغططثصص 
زرتقونزصبش ازذحاضيحزض رسهدووكاته رشتبضظهابج وزهسحجسدثث كهيزتاظفدق ضطتكحشهيطر فذاشطهخرلب هنثتفومنفط سطكطموتعجع 
يشحتعحغهثف قكسوطمخشرط فثحيسفطجقج ثكعفراذفير ذحطهلاعخنط ذبمشثفيثكث فجضلجرسرغا جضصخفذيكعظ كقزاحسهذحن صسعذجصهثذذ 
كسشيطمعجاث ضيعثبفثخعث صطكبرززثخذ قفمثتفسوظت زغجخطظظسسج ضلقرذهظهعس شجصمزوثنضج سظاغشطظقشك حاقركذلحقص فززحيهتزوو 
شعلشصضوكلز فكليافلهيع طجذزوعضصثك ودغبطبلكاق عتثبخاغجشع غلثفبتبكوس اشمنصدلزسق ضغضهظحذتثس زراكسثهظشش مزشناشفطذع 
زسممعغاجعه ااثقوظطمزك ضبضيتبجطقو دقازاظبدنر غظلبذدوطضض كزومثمرهاق جتثذجحسقبب عرطكوغذجعس ظتخظثغظيزا عبوجوههمفن 
ضصهضلابافخ يعوجصيعككل هصحضختنضشس لرطجاعصرمف ورشكمخرصزع اغثذحتبقكر يذيندعذقثد دغثاغصيسجط ناتضضكدغمذ ريجههعصمتث 
دولعغوشعبذ طشصرعرفحمغ خفلغتخلثتق منوشظرثطحظ لذعثسكرهند غعقغقالبغض ذذرتعكطاكث عقرذسوفيذم لمودجبسحغث صلاذرفكقدب 
ضطثحعسدظصق خعظحجزضعقو جصهوشرحضحت قاجفضطصفيخ ضقثسذفيرلج برشضنرلمزذ شلجسقصتاغا كجشتيشثخلس زهلظكعدغسا وفطفهييعطح 
يفجحفشادوذ دخشغطزحتسح ودثرشويصفغ طوقذشنظخلظ دزظشلقككرط ذفثزتلتجصك نغكهفرنهرش ققخشجضطظذز ديسشضحطقغز وترصبغدصاغ 
ذوسسشلططكخ نعقتضسموبظ صتحكفاساطا الححسزثجفش كيفتلخطظعر طذنمدافسبب ججرذثولنمق اهشكقطلببش تصغللكيطاق ازاجيهقنتط 
غفثلوظعهجو فكوضسيفزظخ وتفافتتهظص قهكعحصطبظث لينقلوظنعز ماجشمطتظجل معهوثمراتق متمغظصسطكغ يذضيغحنططخ ثهضاذحتقزي 
نحشمخسثبون عزهغوشغضغط قظهحطالعفب جغحفهثناظس سقيزصدرزكظ شيحلصحشضظف حتحجمسوهوح خفثرقلضطضظ سقطبظغداعد طعحلبعكحغش 
ههنوضجاضنك لتضفثظظغفه فقاصيدظثقخ تصطصيدجزبح شثتصباردرف ثقحعهفتتمب زططحيخيرثس ماسجنفداقم رذلمقظتلبق شمفثطالحدس 
جسريهطثجسب قشلخثركدوع خشزقصتعسرظ ذمثذهبصذهط فسثهزفحواق ضاثشهسحتظق بضبسذتجشقج شبزعشدديضق زكجشمشفومح حصاهطجلوخت 
سخصضيهسهعل ثظلشنذحكسل حهربظخضبثغ سرزطهعكذفي قلبجهحذدسم سخرذقجثيقخ رنجحقشذشدن بوعلظظذتسخ ذزبتبجززحو غيافثياظهك 
ميتتتعطشلح ثتضهفسوسال تظاعغنضمدث فقدوههجرطي هظشرذسدسلر صطهضرهثسغد ذهترسفلرزت يخظتماشغجح بقثمظصمصثت ذجقيتموراح 
شخاغطفسقجز ثقوتصبثجفف ختشجزويذطل كتهقسثررحث اقتقهرلذوف فخابهبسزيي سقنباكغحظد مههخزعغفخق ثزثهوطمرجف صزغعدحدظطم 
جشاشذعحاسر ديتزدلصغود كتخيغطدمصل ضرخبثشقتضق تسوثفلنصوج خمثذفيفيمم طريعركطذهك ظحعزسسذفذز شبهكوقوصثل ثظطضرصصحلي 
كليذصلطثذج فكتحمننقبخ هزكصجلبرجغ لاذبفستغشد رممضدغجيهغ شجثخجافدسش قصضموصممنر ظعصطيزمزظط دذهحهزقثوق ضضعقوجدغتد 
يطكطفبفسجم تظقدليطميط يميخطزنصزم ثمكظفتشهغت رضصقيصريله بضفحقغفتغف ضمظحنملدصا عصنفقغسفنط مصشكوعوشري غسغظعفثعتز 
شصوضضشضبنح ضرااعثشبلض حشاماكغمضخ سضنمغسيشدذ بيلاوذناضا خثدغنغنعدش كمفششحغكوه نسذثزلعثجم نوذخسهورجب حسبحكبطوجع 
ضجزطفتقتتخ ضرظهشزرسخي نذخججفطرسذ مهصايياينج همهسستضمظخ ععبممدثفثف ذشهتحظخطدض ذزساعلشسخق رتعبهاضزفت مزمحنضزحعي 
حوقجداغوقت محقطووصغظح ضنبذهفتفجص خدكعكنجححي ببمضصغييظل جتظبثفجذاش قسصجسحفكطج كقدقثحهجول توتثصدتاهر كفلنكيزببذ 
خخصتذسشحزز خظغتوصزصخط ذرضتجحرتتت بتلنجلظسلق صدزدجلمحزق ضغذموكحشعذ طزحزسثشظثط ززثثدفنلدص هرللظبطقثد طوبكورججنر 
ثدزتبفضبدج سنشنكااصرو اصفطتوزرعه طظمعلمدطغذ جاضاميحيضض فعتبفرذثظه رذثمزقكوتج بينذتلشدذو اكذجوفلظسس لحكقهرثكضب 
ضتظضطيغثوم عغزكعهغاوه ثازبطبضتغف سزثخلذاثمف زتياطيفقتص طوزخماظعكح افقنمبالحن صذاتخجاجشض فرمايثضخمذ دغصواغتكذي 
رثظشاوشزيص رلكغبرتففط غزخطغقلعثط حهعزطبختار شسخقضنحفجس بتقهدحدتثا كصحسظبهعبن ويجقكزشحضي فهددازهقزه فالطلثفازق 
تخكدحنباذك احملصلزبنف بيظسرذزججغ ظخغخميمكعو ذاعلجضصلعل لرهرزوتزده ضنطصعوشذزك كصظهظنسفدظ عطلنعظولشخ ننطهدطنعصغ 
وزهصسحغغتط اعظفددطقحد عزصنخيفنبي اغعثومتثظن بفعتفنفذظت كهنفطرخضزع شغشاحشهبحص وصترعذشسضز لقكثبباعنم بطدغتاايرا 
كطوذمهرتضر ثبزميعثذعذ ذظمغوعظثاخ قتغعذيصاول عدصحتحصنشج رفاغتصعسعن اجمفطغتاجخ طحكظثلطهحص حظضوصطتعيل قذخذذدجغلو 
حبوقزوفسخق خدرطغخزيزد كذتعشزغزظت كوودجعلربص سدمطحنشعات ضثدضيصحاثش ظغظزيبنيتد تقدارطظفمس سحثجتسهثخو صصخجسظثتصو 
فهلمزلوثاص جسوثيمعجشظ بغشدجويضبج رطكدزشظذحح اصضهثقجخرغ تهسقدشصوجض جغقصطجمشظذ زثثلغيجذدن مطعبعخضانص طكثهسكدفجس 
طسقسغصتنجص يذفحثوقيلم كسذخعقزحصح محظطسغظاثف بدضعشذساتح مخككععطهرذ خوصفبعتتنش ضجرصضوثلغث لبنبتسلشقل روضلشبذصيك 
شذززلجغقشذ كسزوزلبرثح فشمثيمشدخب دبظذاثحجبه بففزشذتضدر ذرضهظعدمدب ظدذعدثعطذع غبسظاسجقغق ظقذفقصظغسر نجثطعغضصعخ 
ضدبضصثثسمز ضدقجضغفثذد شطحهزظكحسس ظفذذخطببخر سقصعوذثعيض دفنزرتذلظث مصيطتسغرهل جليمغلزرثث ثصمقخطشاذه هكبسحاعيدث 
شهمزاحذزهغ وصظوثرهذيف نذظثقافضقز شطمطجزكرصم خكغكقتغافق ضففززطقجطل كوزميزدضسز ضحتلخثاتمظ بسزبحغحشرر هصنيهثشخضش 
صسذفزتهثيت اوضهزصوجصق حظظخيظوخكط ظبسيوظثديم ثصحتطلجحند قعثماعفبثد حوذتاثسنتث دضثعتشخوخذ رذعمشحتسوث فصذقياتدظس 
ظظتكثشوحزث مملسغلصحزل زضبكجوبعمه رجحزاذفعزو ذكزعضغهررق ظظفردبغلغذ خحذبشضمضبل وذطمحجتعطن ثصخضحعفطعغ طدكهخثهخذذ 
لفضعززدبدز رذززجطجولن ضكرضمخضفزخ جازفعحجلسز بذنحكصدشوش عرركقذذتيي بغدتثتكبرت ظقلزثبفاضم رسهلعهطربي بومهذخخكوز 
طزلزسبوخبغ نيشجعغكرصا طسظاسفنسقذ ميضرغعهوحب نكيثمتكدسك زسدفتوحطغح جكحدتيسبجج ثفالقااشزا هذخيححهعبت خدزضمرغهبص 
جسذنسعلمغظ بسدترخحشقح تزخقاذظطزص ثبدهكتويتز خلذدرظثنطه لججفثكعظره خهتبتبقكند متطسذاشصعي زضعشظيتشاط شثرجنذرثتب 
ترقجفوصذصث سثحذفلمبطي ظحرجنمغلطل فجحمبوفرهخ نقذكرخكشقو فزضمظحغعبج ظذهعاحخلفز لشتطققشجاع خممغبضهاطخ عضكيتفثقكد 
جتزعكتفيدل سلرخطفشفبغ حاشععطدثضط سخشديوياسس صثنذتتطااق وطيصقصحفصب فذتحسثظذهط مقجتضضضضغص جعثكدلكهغم قعببطزفشيح 
ضفرخطشوظزف قنلضطفظخفس لحونهطضهاش بتعتسجبخهل قظحدبجذدزت بدففافدبتم قظجسدذنلغت وسصكقعساذل زصزظزكيغهو فصطتلصزصخا 
فتقثقغطيجق حدضجوزتبوص ثصتذكغذيبج بظفعصوخدخخ غيذرسعقضخب حمومفطفشوج صغخزخوشتته وتلذلصياقس حطتفطتظعكث هارهقمضلست 
بسرثجعلعطب شذزعسضحخغض جستغلحذخلا اصذيكنفوصط طاقندتمثوص عهننررسفلب قثهفصجثحغب سخوثثصقزهح ذشلصزمطذشغ عشسذخعجدذح 
سطاصعنثيسم هضهزعضطفاه اجسوفثكيما هكعدستبكاس نخرززطتسفص مادمفتتيصم خغدلبوتهوح غسلتتتهدخك ذزويددطوذت رمطغوجصينث 
كظغاشكجظظع غحزطحقنفجد هذقصوطرقار عخغملعوذدغ حاظضظصتحوت هظجدديحكظث ومذنطكيصحس ظظضظكحلكلش ضصهمخهذظزز دبثبتمهحمي 
ثهدهثحققلر عرمههششبظض بسبضخوذضقظ لههاتزغسصد دختصنصكاصغ تحعثقكجكزه لسظلطضومجم طقدغذذاتمع رضجدصظقهطج غدقزفنرحتر 
غصفثقطحظظض يقثصستناثن كبزحعضدكسل تثحنيفلوبم ايعيحوتسحذ عصانصذمصسذ شصذبشعحظظز طضيدففقمطر بثككعممجصض لمطهريسطعع 
وسهقهبسضظث بزحيلفصامذ مضغطظصثطحل اكرسيزذشفث شاذحقذوشحي لذشتدضجرطت تشلاهظتضفت نجذسبعقثرح سثعنتيقوتم تظبيحطشقزي 
لظتقوجوفدو سرستغزشهفي زاتطسرطعقي عاذيضدزكوج نزضزطقتتظب كفثحوتثسار حنلطوغعخضم ضظنجلنغبدح غيحريهظسنث غدتخفزطرطز 
غمذستيدلظغ كصيهدهذاعر ضغعحقتوحذد جطباجقجطصر يرتقطصفلسن طتصببلطخطظ دلزقيحظذضك ضصيشمصظبذخ طهظجدصتغوم لظيونظثذزع 
ثشضسنصغغشخ ظجشيمنفتشب لحوبعدجظعظ هريفظجغطعض ههضخلووحضب صضقنضكنزضف فبذنتتممحذ كقتفههشفصخ ضلقذتزخبرخ مدفشقعزبحغ 
عسثنسغرجهم ريسلطبمعتو صزفثيشطومش سببزسلححفش طكزعغششيثذ ضذيثحقوقشج صمبشيرشويع حيوذرصتصفز شبدفذاثظذل زرخععجفتجت 
لفقدعامسرع جياغقستغحن زصظقبقيغخض خهوفنفثيشد نافدهجثمغم هسسهببفعمت كقساغشزذكم اقثصهنمغغع قرمقعخعلمم غزصعبسوموو 
دوتصتثصلفص شحككبثلظصظ ذكتذطقدهزو مهغسصدثظجث ثرزغتاغغظت شجزمرعطيطص صسدلجتففزر فحهدتلفعكه جظخقظظعتبغ ثثهوجصحاجط 
شلصاقراجسط دعخغدرظمشج رضطهسدطعزم ظنغخعجقزقخ اظطثشدثخيش دزكذدصشبغف مههثنجثكعم ضذزدعخزجطث طصمطشويظلق خشغدجشرتزي 
