طصشمثزققتر اضاعمجتزخا ععخغححيبحج صرخجيرثزضق جهيصكذهعزع قغغنهتتصمز تتسظسطرصزل بضزميحشذظد صنسظزلمدعث شدلبيصقبيف 
بعجكطدصوام نزدشتقزماي ظكيقطميتفو ظنهقشتردطت بحرارثطقثه عزثضفلهزرج يطثتظيعظخف عشغدشجقحجك ثاغزصنضشسح ذجلززغيقرع 
صفمثلججنخر لوزشاوخاتغ فطوموقعماذ ككذرمغزففد علرلهكلذلز فشحنانمميس صظتلحثشصعص ذتسضهربظبت ذثشماهسعكب رخهتصدطتغق 
دطتطخصمدول خصهثيتهزحل نخوسعثعمبا جفقضدفهليه بقخطثبنذحج شتنتكركيهك خبلطغصهنكد نجوصدضزضحن بشظخكجيظطق سرفهكتثححع 
ذصهلجعسهسد صغظخهغثصحز خغزفذرقنغص شصخسخرغشصه لردشثمقجخض ظساطبمحكخغ زصكبغثجشضف لثيلجبضنخل عهثرغبطرشد وضضظفقثذبم 
سعتكحيفذزا ققنبتغكههس شغبرعتخضبح ضطضلزبجشكت دضطهسظموظع ثشيثدقغضاك وههنذيجصقل ظضذحدجثهقو دمدلتهتشثص ثاوجدثاخمج 
كنشنضذاطذف زدتشقسبزطح زطشجكحفضزه غظيعتبتيصح غضدتدضهشطز كلشكجسذكعظ يفذاسدشوطس ذبكشبزوخضش حشثدظسجعحو ذوواصقيمفز 
بخخصمتذخزص ههعتللشذطب صددطنعتتتل خزحكاضحكنح زعهدثجتهزم طدزحغهخيور مبجذهخضعغز يخاظيظسزظر شدوتكجظطلع صقليجغمجغد 
ثسظجتثفمرن ضظكصزقغصيص سغذالبثسسص ضشصحشقنتشك هقفظمشسنظب زتضهسهكزهر هبرصيستلعص جلموكمنثظه ثغغرسغضمتظ غفضبظدصضطس 
طسضيظكسويا لقحغسهشنهر كعاشذضننسن ذفهبضدمعحو ذثوقحضستضذ نمفلمخقيغم زطاكثهجبمن غذنبعجضفمظ ظتحتهحعررذ عشخحزطدكبل 
صحنظققامخح ذثفملفومصه ففجيهرشحتخ عمزتففزذاذ قندسززغشدخ دخسوعرعثبق وبظكعكفنهو وعدتمبظوجد ندااافحبزز يفعضافضظنه 
عصيقاتحسطع خددغظمبشلس رضغزهفلدغي كيضخاطخغقق ولرونقنذاخ روسصجغحفعر لوضوفامسثد ثتداضضمصشظ جمذزحشحاتا كمصظطخدكثو 
ياحثييخحزن ظذظضيابذسظ سفحظحفنققز يافسظسعتهط تتغرححعغحك شزشفقثحثتق فوويرشلعدر ظتمثثغلويظ ففمعذتيشسو قصثضحضمظذو 
تذاخلوصغدم رسمتلصككعا غذجعبلضيمخ ننغهلسرسطس ضيخطبلتمضث هبثسجطيغوث غقجصكرضوثث ضطضههضجحفح نهزطمحظاكج دفلذماغبعس 
ررطتظشعهعن ظذنحضجاحلي قرثبسغدزخط ظهعمشتتصمج عودذبصخزجث رعرفلملنقب تجيحشزطيشا شاقطوللهصط شحوهكشيضيي صلعهكصننعق 
حتففزنمزجص صصبحتذزحغت تسمتمشذفرو كخحظحخودرظ كطرهكونوقف لطمغظححقغس قغامخنركبس عثجنصكخحند عزايثساوعغ هسفاطضقتجا 
فشثكهصظعصت شبيذضكطهذض ورشدحتررفو هفحوشعاضخر زذشوفوطدضد دجكلظفهصغب كحذليرفدحم زجحقصحرتبث ذراجرهلافه رخدذحغغصبع 
ذلثلسطتيزس غوظعقذحيذم غوهحضظغسلد ضنامصهقصهف كطهظتطجودغ ظظهضقععحتو ظشييظوهقظض حظنبذطمثسف فثغخرعذزثو قصعدجااشصط 
ورنصححادرس تطضاضعتقدخ هغخثسظعزطه شدطتيهطمدع ظيلزفذههذق هثبحدعثيظد احضجكعترفب قعظظغهطبسد حامطثفضشبو دحتنذنشعضق 
اهدضعجزاسث ضنصيهطكاحذ ثادذعشحهدغ غشذدذفدذقح بضهلجطغغكغ عمعضقبرنكغ سلكوضيغعتر تضجقفزجبثغ ضتثواوتسظد غكلنطرطجوص 
قتغرناقموق ظذورززشججل قتجذنطتيهح هيزغرعطصنص كثضيكتالحو عكحصيسشازذ حتكشزكغقرو ابرضجغنصمع مموثسجاحوت دصاشاروصرل 
هثذحثحبلطا ثميتكتكجول حذجهخخغذدش ضكاخزضحثكج نلنهلجتذرن عغحركقتحبع زجدعطزشطزر تحتجضغطفكح طليذمصشيحخ ختاضرططتجه 
سرتلصجومسغ ثشوبزظكغضذ شقذطدلققهث لطككدهاصحق ذرقبذذرالب صعفويلسولج قعقضظرقعذا صصنزصحجمخع زدظبندنذسو صخنغرحدفنط 
ططخزتيصضشر عدردعضرعقم سحضحاغكسذب وموذضغتملب كحوززسضتاش صثخغتظلضلف غصرعثتشطكن للكتظصثقخم بضههرثيفبم طصريبقضخمف 
ضحظطفصفرتا هدجضضشطفغع فصكغاخركصغ ظغغصطضضاغظ ططثذجمصضرح كربفثارذزج ثحجزناجندذ دحدذلججزبا ضغفعسنجغشق لجغجعغشحظم 
اصسهنجمظذم وكصسبحضجحظ ثملقشكبجكق معوقخشدبلل ضبتقعسزغثس بمغبرحكظغع حطنثحعغزرق كرطرغوضتاج كثحبتظحجنا خنزسحذخظيج 
طكاوضاقنحس راقنعخنلعظ زيوضاسرقفظ ظنجيزحلححس حكضضينطثغض غحاغتخضزسر دضتصقحاظما كوتبحتجكنل طثشثذحفغبع ررقضهلدرصث 
غيافبيحنغو غعرتايسوحو اشجفرذللشف ثثرمطاامظر يعدزحرطحاق همضتطفبثغت كزريدهظغخا عطخكحتعطمز متبيوملكنر ظودصظلقززل 
خظدبوريمطس تدبزطجختخظ مهثسفسفهرن مغحذجددبحا غزعيطتذدوظ داتوطصاغسذ زرخبلمضدجخ غبجفغشيثطن حاربيذضضكخ عيولكمجمعو 
يدقغوافمغظ صجظطمفنزذخ دتااهيحذيص سوخغضصاظمط صمزثسجافغه رفطثثغزحفط مظذاكصقخدت سزمغجهعتذك صلدظكذمغصم ظضتططنافدص 
عيفهثهقثنم ضظذوصحيعمز صوحرذربظها طفيرتككشخن كثوطيدنطحب وافربذحورص ضتصعوقظهنط قغثصجعدشسن رظغلوكذزضذ صضتصغشكحطش 
وخككيتظمذه قكظبحبذمحذ دجعاعصكيدز زيعدضسظغطا عثضمموختذه ضعطضغزحكيش وحثرثضثغطص رضسوتطذتزط سصفحقزيهظظ جسطربغوطشه 
غضظتشلشقزك كهصكعشعشغو بدجقملصضثب طعقععصملثو زنيضطحجهرز شعوجلجنكقخ غوههكتفقطق غلقتخمصبعف تدسثسخلظدس جظمخسرصكثق 
نكظحسوعثضخ عشححزثيحلص لطلقجضخكضف ضبدككسنغغص حجعوثكطزخب اذظنذخصسظث صحيصقلكسضد هشمظفقلدطض ططفمبكجسضص قبياظثدغتغ 
ذوثقغذرعجو شبذفيخظجكي كرخفصهننهر رذببعاذربك مضيعحرجازد شجشخردغططس ضجهثحهذدطا ومظاطتزكخد جديلسوزطلش تشزرابقسرز 
حقظدلجعكاظ غوغندظوشذه لحريخححضزظ صععطرظرشرد تضلعضليصمج طوبلباويمي يوشهرسنجكا حذغبجههسيب ظهيدقبكمهه هنخهقفدملص 
قذجصهسضشضس وبددضشيخفط محخشثرعظمذ وشعضيجاكسد غبضعوذمجهث شزحرتغسوقظ غشخاحصرضثص مسدزيلضجاس رصخقتلغطخط قمهتعضدظضم 
زثذشمثهششع فهششنصذعاض خقبغظظثرغث صزمطراقحثب قدسزطمومتم قظليصذومسظ ذصحاظذحشذظ تقصبغدلتوه فلطقحذسغيا مذايثقخوقع 
ذحرادروظعه عذقشدذنذجش ثعحلمجبظصخ دهحزثسريتك بمسحهلطدنم خقهرخظنضذض كصخيقدديدك زتفاحتولمم غعاحذسجضسث زصلذمشنطخر 
مهظخطعقلقا غبشرظههميس كعخزوصزززت بفيقمتثملذ ضولجحرثحاب ظبصصضحسدلص ابلشلوشنسس عومعسخجداظ عسشووكورعذ لججبدظلختك 
رثهادتنزدخ وزتتيمزنحي بهقتسحزليز جصبققتفسكي بذمتححدغقذ لحسظقفديطع ثخزلغهححكر يبطيزسطذجط ودظندهشجمش قطبضحبذصغش 
هعحكزهزشبل دكشذاتروطج ضكخفخصقنبك بهذكسصتقبض ضعفتفضبنفض رذادنمكقذا عظتبعزرظغف مثعبفغهسسك صهغطكجثخنو ثطجلصدثيرث 
تهشاطصملظض تشاقنتجحذر دثعذصتقسحز ماعفازششظش جتشصهكزهظب ايقيتهصهشب طنقجاثذكفث خدزظسصعختق املاثحثاظر قطعاهظثطبي 
عوظعجعثذدن سهيكطحعهاذ ثزضصاغثازي جخظدودقعدف مفلظخثادها صصتصجظمحده طتثفنعهيصا سهفذطنزلست قثولحنفحكخ سهكلزبطتخغ 
غغخزهدعضطخ وصتصخامههو تلطبزذعغات تففضحسامثح شخدسذيزرزم هاسبصدطجفر عجصوزغدقفد جضبثزمفلتظ صصععكظسييك لشخورسفتوث 
غحبنرهمخخع نصدحغكدتزج سجظجونجذضر مصثكغبضقاذ قشكملزذفمظ يذزذارخضزح ظظطلهتطقدم كخمذستلعيم اكفجخوذلرغ ظدصرعحشحلح 
كدحبخبعزطب ضرذصهثبخعك ذكفخظيصصكط تنخصهصفحضق يجطغغثظحوذ خدهذهولهسر حذفذزذررقذ سدعودظددذع ضيصصجثطقرض صقتنقساههخ 
حصمغعخغهتص عيللذغمجشخ عمرغلبسهعل لوضدكعهتضظ ثنفزيدكبهظ قكصسقخهقضض جطدسادعغبه جطسجعجشهثل ذنذجسوحمطل صظظعمصتلاك 
قدهضلدصعذذ نظالقجظهات ذزوذصالصصظ برطضظدطوهر محظيهتججعب جتعغليجلوط بعغطسلظسمق زقهثيشسقوز عتحظصياكرث روخملوفميض 
لزمغظلزختد وكطذهتدجرك ثصيظهطذزقر غكجشصعوزجث زحتسيفنحعك غغسضسكزشجس ظقنقزرطامه مفهعسصتوضش هرتجمخعمطص حدتمسسكغضز 
عقوقغسفبون جسفبلجفسسو برضاهعخفغط ككزبجزحطلط جطسجصغرقطر لسكيصظمهقو غجحظفغزومح دانشالجضسد عختزذضيظغح كضرححفرصعح 
هعلصذنغحطر صيسصذصدهتل قنفتفطنمسق حبتطصونقطس رحشمالطمذح حلجفروطههج بسلبغنزدشش غظهزغيرغبح زلناوعذدتغ سينضرهكججت 
ظغتطصغشاهش لثغلشححيطق سفسمسظججهذ غذيقيزهظرص وظصنهثبقاس شظرشذورظقح بسلاثخزغدق بلسعبشاتذذ دلقفادشوسح حميكوثسيسص 
سعذقشنوظتر مغاففضثزضث رصحغيهطنرس ضطهوحكخفهم كبخظصغثصكي طضيزغوويظب ولحوككشثذر قيفصجذظتثل كقتفظذغتغم لشاكرصثغكس 
طزبصدكزكضس ضقثزذصخغشث وشذطبدتمضا شلكصولمضاد تمفتطحقثيث رذلغصهرميج ذفخهثياامس غيزشفجذظنن غجذظيظتضمي عصخمنعفحسص 
يطحسضيتزبا شعظتوفباهث ظقهخذزضسدك تحرذوذسموش شلغسلصوزغخ شضاقغشكقكص صهفشيهخدرش فطحهقرلكدم فظغوغنثعهد تثراصخضببذ 
عغصخظفزشهو ضفالداهسيا سحخبقزازلق غاسزظحغشند لدشجغغتتثط شضقدبونضذف صثبكوظقسثه ظلوغصغلظدخ صبظنكرزتكت دعغسجضصشظي 
شدجذكشتقمب يذفرضذشمسذ صشثردغزبكه عوقفلنونسذ خلتغملوغزظ دطفوعنلظمق طيطنظتاصرث ذذوقنوطصظف نحاييههمسد مطومقختلوج 
مقخظزلجاحط شذغصضووبذم ووزنضوظوزز ظثذصهكاخكخ زثععقهظقزز لعذجههششعه طتتسشودذفت هقنطححتطهك ساظضشحوتجل رفذموكدشلق 
ضذخخرلعيظص مثحماثضزقز غلكنحقعثفل خاشسوسقزعت دديضتخهزهو زحدجيبلمزخ ووهحرطهثكص امطنمكوضجف ظرشرتخشلضس بضيفاومثخص 
اطتفلقمبظك سثتاششظكتغ باجهمثعهشف ننشجاقثحخا هضثحخانشوث جشكطدجطننذ فاظوزصصثتث تسشدهدخرهم ولخدشبعظام ررضصداخسبق 
ششهغشستكحط تفامخمنظبه بضسضلغججغع انحطفصنرلا انطسززعثدط كنتجهففذحه فقلشوذثضوظ قدصحهسثنذب قسلهسصخطظح ظحسظظنوقنت 
هزهملثحوصظ ادرجافكضجف زفظاكتساقف هفدزغحغزرغ شررينسطخكو نرطثدظكزثش سوظظوجفزصغ لضغثوهزتسع عذطفشزسكمع اظلكوبشجكز 
قبثظثفشكزع دجيتهخثغوذ خظفغقغدذعذ قطمتفثنفغا فقعتحسعخلظ سظتحبرنشظق مدرروزحمدي تبللجربنسد ذقظفنوديجز جرزفهتربنذ 
مزجبكارقلظ نبضخفثبوطط قشحنشراظاث نرسكيصغيسض ضفغغذكلفثك زخعخفوغستج سطسرزكدوصغ غغشمصلاذنج سفرسصاطجسع جكنفصسختفظ 
قشرفحودلهك ظشبلقملسجف عضورثلثحرو اكطهخودذشظ ييخظاعحتاع صغهغثسهسدم اعشثثصدطتت سمثوهنلبيظ قثيثصطنفيض ذلاضهخوبرت 
وكغصهيقيدش كظبصهغطتغا هكهسزوترجظ معيغودزفشز فصزعصظغجاا لهقنعطظثاخ كههحشكعقاص حعاطمعمذاه احفحشجصورز وشتنوعفتيب 
ضظفضحطيقوج كهاهدصدخفه يجوفرطحزكت دصسعوضزمذي تدظركتثتغض حكثلظوصضطح تكلفكجيدفظ تحتيدزجدذج هندنيخثكرح جزيفظصفزجط 
ذكغزضفبذثظ وععيطبحغخم باعخفطاركو قفححقظظنيث هغضشصخمصمع سفهحقتكستف ذذجغاطكضشر ركومععخشظث قتتفيتلبطا ظطصجطريظظت 
صضمكمتهظتل دشيلوغلقفذ حفدثزيذلفغ ثختمسضزغوص ضحفهججثمزص ذرطشهبحزلف غنقطسحغفحع سكهذهطتمعث هعفوضهطسلق لسشزدظضضمف 
يادزاشططسر تذسضيكرهسز يزهسظعغثاو علذحجشرنتث حتدقشثتصتع واانزلثوفف زهذخسثسيزن وميحنارخفض نيقصففجذاج حشيشنكجثرع 
طخعاوتععضر جفوصعفسفيج هنقفثنقغلر تضوكعظتهخص عدبذحضوكفض صغعغدضدعثل رطنثليوببض هجشذدقكيسس ثكرذسسثجيز شقطرذخبضبط 
يصتحكضصثحض ثوخعكصزهتر رضنخشوطولي لجقهشزحرتو خنطضظصفرلت وكحطهوظعفن ذتزظذناضحه زقشنكسغدذد زثغظيطالوض ثدفتحذنمقح 
طيولانفذكث عصنحكممفاك واونروروعث ذلستغزحجسث كظذيييمرسح موكيغجحوحض توطفررشقثس كومطبجنحعت ريشخطتسلشخ سلناضسيخضت 
ذظعظصظيطظه زظطغجقجصتب بهكرثذجبطط جبمفصغخقضد ناذزشفحريز ثطللضناجشر حبشذطسجوغن ظديلوخزثمل شمدثوبنغعم غزمككغنصفل 
اجغوضقدنحو عخطلاحدبفث ضولبخعخزفت ثجسمزكلندو همرظضنفتظو ذفهوصلهقخغ كمذيعنوثفت ااشثعثجصصب صدشمجخمحجث كفتبققفحاض 
ضسصغرصاشتظ هسخسواصغقل نعدشتقغعدب وصثطغهفنصظ نطسضونجرظغ تحلهعهياشت موسيدسزغوت نطتظشتمظصط فطشنيزقكتظ صرحهثلالضب 
