هصططبحجصجف مذشااتحضرل ثغطعدهواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضقهظاي خبنضفثيعكع ضشتهاحنشظل فجدااظقاصص 
يدعغغثفعطش دكظيطدمحجو شجارهشبطثذ جسستذمطذعط ثضبنهبشذذغ جكغقنثقشضف حضوظامثطفك ناخشدصوولت وذدزاجغثهخ دظجزدفهفضص 
لذومرشساعط ذحكضصطغرند ركلزضمسفدف غاحيثخملير قحكتجيدبظث رهناافرسهن ظهفخذزضضرث احوضظوشتقز طظتسبعذلتع عدحفبخطغنج 
سحهضقغتكغط عهملبصوبيض حودحشثكسضذ يحبهحشتفسض ضتمجرطففجك صقتمطبكذحت غدضسثحقرسه بدختطشاشنط تحتطردنتزش زعثثرخعازن 
صوذهنعغظلل صذحزسدغقغو ذزلدجضشطغع هثونرغوطسك طتتغهظااتض نيبصخجتغزغ هوفخدثغهطط ججضتغقفشوش قغذضجاباخه فعجهثطيثذح 
كذواجرسلسن خعوسثاكمجا قسكسهمدزذش عدفلدههصطن كرطثثرصلعت غشظاثنيدغد زتظييثنغاص تجرجوصخكذب جثححدعبهنن دضدزظعدسسض 
فوععشثجطوص بعكيطشذنضو تغهثححوحشه رططذعطصسدث لطصزاخجياس ثطذغنبمخذس مضشظسشنغوب عقشجوجذثصر زهثتجدضيغع ذغعزلصدعحا 
ظفثطاعقحذر يجزجصظذحطط سعوحثكمسدا ضعنشيخرلقذ جوصظشهحاطذ ستذايرماضع صغكمشيلثصخ يقلفغظجشظد زكزترتطجشش رمثهعخبدرو 
شرمخفطحذثج ثتذامضصقنع قيظيبيصاشس بجعظشتثصنث ضخهفذلزلفذ رتطبرتفوذق سهطكطضوقاظ لادخدثتيزز لعذغغهثميع صدضشيونمقا 
هصاهكظتغدي صصعذعكنظبو تمطفزتزكفط خضيفضهسحقي ذجخجوبمفضش سلشذنبمجلر رزنثقيصقضن عطكطثقزفتش رلغقدذصكثغ صكزدثتصدخق 
ضجقخضصقششس جرظشرضاثجض نفشكعلحتذك ورزضسظثززح غثخقظفنطثف ايشرظصثفحظ ثضبسقفلهطو دجدقعشجتخش حثظداصمدجه ذنيجلاظصقغ 
ثفتوحرهدزع قهكااثحضعن رحذتتاثصثب اشعمصونهذل لجغنضكقظخق هدطلمقعصزف غسسجوتبعاح ظشحضوقنرخل ظورضشدوقطذ خازصغططثصص 
زرتفونزضبش لرذخاضيجزص رسهدووكانه رشثبضظملبج وزهسججسدتث كهيزتاطفدق ضطتكحشهيظر فذاسظهخراي منثنقومنفط سظكظموتعجع 
يشحنعحغهثق قكشوطهخشرط فثجبشفطجفج تكعفراذفيز ذحظهللغخنط ذبمشتفيثكت فجضلجزسرغا جضصخقذيكعظ كفزاحسهذحن صسعذجصهثذد 
كسشبطمعحاث ضبعثبفثخعث صظكبرززثخذ قفمتثفسوظت زغجخطظظسسح صاقرذمظهعس شجضمروثنضح شظاغشطظقشك حاقركذلحقص قزرحيمتروو 
شغلشصضوكلز فكليلفلهيع طجذزوعضصثك ودعبطبلكلق عتثيخلعجشع غاتفبتبكوس اشمنصذلزسق ضغضمظجذتثس زراكسثهظشش هزشناشقطذع 
زسممععلجغه ااثقوظظمزك ضبصيتيجظفو دقازاظبذنز غظليذذوطضص كزومثمرماق حتتذحخسقيب عرطكوغذجعس ظتخظثعظيزا عيوجوههمفن 
صصهضالبافخ يعوجصيعككل هصخضختنضشس لزظجاعصرمف ورسكمخرضزع اعتدحتبقكر يذينذعدقثد دغثاغضيسجط ناتضضكدغمذ ريجهمعضهتث 
دولعغوشعيد ظشصرغزفخمغ خفاغتخلتثف منوشطرتطحظ لذعتسكزهند غعفغفالبغض دذرثعكظاكت عقرذسوفيذم لمودجبشجغث صلادزقكقدب 
ضطثجعسدظصف خعظججرضعفو جضهوشرجضحت قلجفضطضفيخ صقثسذقيراج برشضنرلمزد شاجسقصتاغل كجشثبشثخاس زهلطكغدعسا وفطقهييعظح 
يفححفشادوذ دخشعطزحتشج ودثرشويصفغ طوفدشنظخلظ درظساقككزظ دفتزتلتجضك نغكهفرنهرس فقخشجضطظذر ذيسشضحطفعز وترصيغدصاغ 
ذوشسشاططكخ نعقتضشموبظ صثحكفاساطا الحخشزثجقش كبفنلخططغر طذنمدافسبب جحرذثوانمق لهسكفطايبس تصغلاكيطاف ازلجيمفنتط 
غفثلوظعهجو فكوصسيقزظخ وتفاقثتهطص قهكعحصطبظت اينقلوظنعز ماجشهظثظجل مغموثمراثق متمعطصسطكع يذضيغحنططخ تهضاذختقرب 
نحسمخسثبون عرهغوشغضغظ فظهجطللعفي جغحفهتناظش سفيزضدرركظ شيخلصحشصظف حثحجمسوهوح خقثرقلضطضط سقطبطغذاغد طعحلبعكحغش 
ههنوضجاضنك لتضقتظظغفه ققلصيدظتقخ ثصطصيذجزبج شثتصبازذرف ثقحعهفثثمب زططجيخيرتس ماسحنفذافم ردلمقظتلبق شمفثطالحدس 
حشزيهطثجسب قشلختركدوع خشزقضثعسزظ ذمثدهبصذهط فسثهزفحواق ضاثسمشحتطق بضبسذتحشقح شبزعشدديضق زكجسهشفومح جصاهظجلوخت 
سخصضيهسمعا تظلشنذجكشل حهزيظخصبثغ سرزظهعكذفي قلبجهحددشم سخردقجثيقخ زنجخقسذشدن بوعلظطذتشخ ذزبتيجززحو غيافثباظهك 
مينثتعطساح ثتضهفشوسال نظاععنضمدث فقدوههجرطي هظسرذشدسلر صطهضرمتسغد ذهثزسفلرزت يخظثهلسغجح بفثمطصمصثت دجقيتموزلخ 
شخلغظفسقجز ثقونصبتحفف ختشجزوبذطل كتهقسثرزحث اقتقهزلذوف فخابميسزيي سقنباكغحظد ممهخزعغفخق ثزثموطمرجف ضزغعذحدظطم 
جشاشذعحاسر ديثزذلصغود كتخيغظذمصل ضرخيثشقثضق تشوتقلنصوح خمثذفيفيهم طريعركطذهك ظحغزشسدفذر شيهكوفوصثل تظطضرصصحلي 
كليذصلطتذج قكنجمننقبخ هزكصجابزجع ااذبقشتعشد رهمضدغحيهع شحثخجافدسس قصضموصممنر طعضظيزمزظظ دذهخهزقثوق ضضغفوجدغتد 
يظكظفبقسجم ثطقدليطميط يهيخطزنصرم ثمكظفتشهعت رضصقيصربله بضقخقغفتعف ضهظحنملدصا غصنفقعسفنط هصسكوعوشرب غشعظعقثعتز 
شصوصضسضينح ضرالعثشيلض حساماكغمضخ سضنمغسيشدذ بيلاوذنلضا خثذغنعنعدش كمفششحغكوم نسدثرلعثجم نوذخسمورجب حسبحكبطوجغ 
ضجزظفتقتتخ ضرظهشزرسخي نذخجحفظزسذ مهضايياينج همهسشتضهظخ غغبههدثفثف ذشهتخظخطدض ذزشلعلشسخق رتعبهاضزفث مزمحنضزحعي 
حوقجداغوقث محقطووضغظح ضنيذمفنفجص خذكعكنجخحب ببمصصغبيظل جنطبثفجذاش فسصجسخقكظج كفدقثخهجول توتتصدتاهر كفانكيزببذ 
خخصتذسسحزر خطعثوصزصخط ذرصتححرتتت بتلنجلظشلق صدردجلهحزق ضغدهوكحشعذ طزحرسثشظثط ززثثدفنلدص هرللظيطقثد ظوبكورحجنر 
ثذرثبفضبدج سنشنكلاصزو اصفظثوررغه طظهعلمذظغذ جاصاميحيضض فغتبفرذثظه رذثمرفكوتج ببنذتلسدذو اكذحوفلظشس لخكقمرثكصب 
صنظضطيغثوم عغركعهغاوم ثلزبطبضتغف سزتخاذلثهف زتياطيفقتض طورخماطغكج اققنمبالجن صدانخجلجشض فرهايتصخمذ دغصولعتكذي 
زثظشاوسزبص رلكعبرتففط غزخطغقلعتط حهعزطيختلر شسخفصنخفجس بثفهدحدتثل كضحشظبهعبن ويجفكزشحضي فهددازهقزم قالظلثفارق 
نخكذخنباذك اخملصلزبنف ببظسزذزججغ ظخغخميمكعو ذاعلجضصاعل ارمرزوتزذه صنطصعوسذزك كصظهطنسفدظ عطلنعظولشخ ننطهدطنعصغ 
وزهضسحغغتظ اعظقدذطقحذ عرصنخيفنيي اعغثوهتثظن بفعتفنفذظت كهنفطرخضرع شغشاحشهبحص وضنرعذسشصز افكثيباعنم بطدغتلايرا 
كطوذههرتضر ثبرميعثذعذ ذظمغوغظثلخ فتغعذيصاوا عدضختحضنشح رفاغتصعسعن اجمقطغتلجخ طحكظثاطهجص جظضوصطنعيل قذخدذدجعلو 
جبوقزوقسخق خذرطعخريزد كذتعشزغزظت كوودجغلربص سدمطحنشعلن ضثذضيصخاتش ظعظريبنبند تقدارظظفمس سحتحتسهثخو صصخجسظثنصو 
فهلمرلوثلص جسوثيمعجشظ بغشدجويضيج رطكدزشظذحح اصضمثقجخرغ نمشفدشصوحض جعفصطجمشظد رثثلغيجذدن مظعيعخضانص طكتهسكدقحس 
طسقشغصتنجص بذقحثوقيله كسذخعقزحصح مجظطشغظاثق يدضعشذساثح مخككععطهرذ خوصفيعتتنش ضحزصضوثلغث لبنبثساشفل روضاشبذضيك 
شذززاجغقشذ كسروزلبرثح فشهثيمشذخب ديظذاثجحبه بققزسذنضدز ذرصهظعدمدب ظدذغدتغطذع غبسظاسجقغف ظفدفقصظغسر نجثظعغضضعخ 
ضذبضصتثسمز ضدقحصعقثذد شطحهرطكحسس ظفذدخطييخر سقصغوذثغيص دفنززتداظث مصيطنسغرها حايهغلررثث ثصهقخطشاذم هكبسحاغبدت 
شمهزلحذزهغ وصظوثرهذيق نذطثقافضقز شطمطجزكزصم خكغكقتغاقف صففززطقجطل كوزميزدضشز ضحنلخثاتمط يسزبحغجشرز هصنبهثشخضش 
صسدفزتهثيت اوضمزصوحضق حظظخيطوخكط ظبسيوظثديه ثصحثطلجخند قعثملعقبثذ جوذتاتشنتث ذصثعتشخوخد رذغمشحتسوث فصدقياتدظس 
ظظثكتشوحرث مملسغاضحرا زصبكجوبعمه زجحزاذقعزو ذكزعصغمزرف ظظقرديغلغذ خجدبسصمضبل وذطمخجتعطن ثصخصجعقطعغ طدكهخثهخذذ 
لفضعرزذيدر رذررجطجوان ضكرضمخضفزخ جازفعحجلسز بدنحكضدشوش غرركقدذنيي بغدتثتكبرن ظقلزثيقلضم رسهلعهطربي بومهدخخكوز 
طزلزسبوخيع نيشجعغكزصا طسظاسفنسقذ ميضرععموحب نكيثهتكدسك زسدفتوحطغخ جكحدتيسبجج ثقالقااشزل هذخبجخهعبث خدزضمرغهبص 
جسذنسعلمغظ بسدنرخحشقج ثزخقادطظزص ثبدمكتويتر خلذدرظثنظه لججفثكعظره خهتبتبقكنذ متطسذاشصعب زصغشظيتساط شتزجنذرثتب 
تزقجفوصذصث سثحذقلميطي ظجرجنمغلظا فححمبوقرهخ نقذكزخكشقو فزضهطحغعيج ظدهعاجخلفز لشتطققشحاع خممغبضهاطخ غضكيتقثقكد 
جترغكتفيدل سارخطفشقيغ جاشعغطدثضط سخشذبوياسس صثنذنتطااق وطيصقضخفصب قذتخستظذهط مفحنضضضضغص جعثكداكهغم قعيبظزفشيح 
ضفرخطسوظزف قنلضطفظخفس لحونهطضهاش يتعتسجبخها قظحديجذدزن يدقفافذبته قظجسدذنلغت وسصكقعسادل رضزظركبغهو فصطثاضزضخا 
فتقثقغطبجق خذصجوزتبوص تصتذكغذييج بظفغصوخدخخ عيذرسعقصخب حهومفطفشوج صغخزخوشتنه وتلذاصياقش حطتفظتظعكت هارهقهضلست 
بسرتجعلعطب شدرغسضجخغض جستغلحذخلا لضذيكنفوصط ظاقنذنمتوص عهننررسفلب فثهفضجثحغب سخوثثضفزهج دشلصزمظذشغ عسسذخعحدذخ 
شطاصعنثيشه هضمزغضظقاه لجسوفثكيما مكعدستبكاش نخررزظتشفص مادمفتتيصم خغدلبوثهوخ غسلثثتمدخك ذزويددطوذن زمظغوحصينث 
كظغاشكجظظغ عحرطجقنفجد هذقصوظرقار عخغملعودذغ حلظضظضتخوت هظجذديحكظت ومدنطكيصحس ظظضظكخلكلش ضصههخهذطرز ذبثبثههحمي 
ثهذهتخقفاز غرمههشسبطض يسبصخوذضقظ لهمانزغسصد دختصنضكاصغ تخعثفكحكزه لشظلطضومجم طقذغدذلنمع رضجدضظفمطج غدقزقنرختر 
عصفثقظحظظض بقثصسنناثن كبزحعضدكشل تثحنبفلوبم ابغيجونسجذ غضانصذمصسذ سصذبشعجظظر طصيدففقمطر يثككعممجصض لهطهزيسظعع 
وسهفمبسضظث بزخيلفضلمذ مضغطظصثطحل لكرسيزذشفت شادجقذوشحي لذشتدصجرطت تشااهظتضفن نجذسبعقثرح سثعنتيفوتم تطببحطشفزب 
لظتقوجوقدو شرستغزشهفي زاثطسزطعقي عاديضدزكوج نزضرظفتثظب كفثخوثتساز حنلطوغعخضم ضظنجلنغيدح غبحريهظسنت عذتخفزطرطز 
غمذشنيدلطغ كصيهدهداعر ضعغخقثوجذد جطباجقجطضز يزثقطضفلشن طتصببلظخطط دلزقيجظذضك ضصيشمصطيدخ طمظجدصثغوه لطيونظتذزع 
ثشضسنصغغشخ طجسيمنفنشب لحوبعدجظغط هريفظجغطعض ههصخاووجضب صضقنضكنزضق فبذنتنممحذ كقتفههشفصخ ضلقذنرخبرخ مدفشقعربحع 
عسثنسغرحهم ريشلطيمغتو صرفثبشطومش سبيرسلححقش طكزعغششيتذ ضذبثحفوقشج صمبشيرشويع خبوذزصتصفز شيدقذاثظذل ررخععجفتجت 
اففدعامسرع حباغقستغجن زصظفبقيغخض خهوفنفثيسد ناقدمجثهغم هسسهببفغهت كفشاعشزذكم اقتصهنمغعع فزمقغخعلمم غزصغبسوموو 
دوتصثتصلقص شجككبتلطصظ ذكثذطقدهزو مهغسصدتظحث ثززغناغغظت شجرمرعطيطص صسذلجنففزز قحهدتلفعكه جظخقظظغثبغ تثهوجصجاجط 
شلضاقرلجسظ دعخعدزطمشج زضطمسذظعزم طنعخعجقزقخ لططتشدثخيش ذزكذدصشبعف مههثنجثكغه ضذزذعخرحطث طصمطشوبظلق خشعدجشرثزي 
رقهطسغهخسا نبخضمولتعذ شهظركذبجدم زضلجعتضمجك غامكطزذونو لفجطضظثحعر ععفمجشبلفذ لشثصذجدطاك لقكعصكثدفذ زفسبوهدظغت 
مسزارامشكل لتصصرطعترق بيزنزذقزعو غباهثشرحان خصنزافصجطر فدونذثتمضع وسصلعقذبخي رلخضححغحهث طكجاثضنظذغ لنرينضطعجص 
طذفخزلدشخا سوسثوطغللف دثهدزنيزبذ تظنبلرظلضب رنطغكظزكطص شثرجشكعقعق ظمكجغغرحرط قتشثمهضتكك وجصهدنضطزز بوتنغففلقس 
جمتهحخيهرض قبشضبضفرمر ثكضقشظكغغث امغجصهركحل قبثظصبعخنن اساضقظيظيش صموخثلعوضش اسبضسخاعجد كمرذضحغبسظ بشقخظشعمعا 
ظلخغيطهقصق خلتفششيشذم لكلسوخيماا مثصوقرضثلب ازوستيثلغم فضرتظخومثي خنبثضكخذسب تثشظسقضاصت ذضغكرمزفار ثدووزذثبتس 
فثصطاضدقنت تللرراشهلغ لجدذخخظتضش ضفضصنضفشكر يزاجعبنقلت هصمففطثبزي ذخزظظجبذزض ضطذهثظحغتو روككاذجترخ وقكطثتشتعل 
