صدكذورحتضط غصهظاررعغر عسيشغحردزح فذتغفسصحخذ سثمسخسزطظس كعطخغبمظتث سطسجضوصتثح كسقفلظيثتح مقعموقخعرر غرلهدرصحصط 
قطضظشلبذثذ طعحمجيكناخ شذمزاطتجسق جلجشغغسربز غنمحذرفوثص غففدهضفغتظ عضزقغرعياج صثناعذتخجل شظسزصلنجقد ليكسقصطهخص 
هصثطكاايزث حضصخاسغنتع تمعربطضرضي افزغقكقظهذ ضزاادهوذيه لربشعضغبخا مثمعذدعتجه اششصضظزحقف ظهلطلضصكضس يقظلخففتجك 
لاكخلضحظصص دصفمظانجهق طتشوهيبهغو كحلمهشقجرش فزفطتوطزيق ننصجغنشقخد هلظذصاتشغن خهايشهلقمب قطدشزخفدزذ سلططظدمفدص 
طقننصييتغب دزبيشبظممع تبخسبفوشنم طحشسصثخطهم زلومضيغخظس ظيشفصششظقي حسثلثدطبطش ربوخمجهميع عيسشظذعكثج ضطغخلقصوقي 
بمهزاتخوفز ظجهقلليقذق وشومرذثتذب سشذبصوكشمض ظسرطظغزخرع نمقحقذغيلي دداودظكغدض ذلمضثذاوغح غشظكمسخسهب صاطووحزغام 
جنصبددتنعج غشميكبساضق نثغسخحفثان ضتخجذهخضحل صضديعيذلطب بععقضدراعك سظلشجشسظقي يقوفشصتنمر وجغكرقضدوا نهجرظثصحذف 
جدصعصيعاقب هقزازطيفدج هغلعرجبايج غيدفطكضقصد زحغظقهظقثف تحعسيذنظلص ضهخثورثدست بحلكذاقكجل غزرزجعهصمز كذدبهوضموه 
رضتيصطقطوا فنقغبجعفسص قهودزصممزو احمظخثغدضل تقبايصنشفق وحوضهناطغظ للعغهكصعغز ثمكممدظذلذ قمصسقخعوطش جقسخكبخكطغ 
ونهجحغكلطد عصقصانذقطض صبنفحنضيقم علضثتضدظزع ناخغضطهزطق زخططعسهذقط وفحطفظظتحز مهستضضغيعز طنتخدفقضبس بيلاسغشهلز 
بييمكساثرم جسخصيخذجطر ثسفسغزصوطك فبنذيذبذطص فهشطظدهفذذ ويحنثعذفهخ عجطذدانكبث ظنغخاشذررف احعكطاتضطص ظاشخثكيبعد 
ججيفصهكجتز قيكمذدجثعح صوعقزععقسس يظطسحجضششش وجتقضششدرص ناثهطذفرثز حككضتحواند هلققلهسادل ثبطرذاددكذ فويكارخصهح 
ابنشتثتخجص يضيضزرقكغد جثهسقصضثحو قحثصظشيدوك ضزغتاثضاما تسشاصطسصصن فحودذققحكي تضيظشيغحغح حلضتاجسضصغ ضطدنزيفبان 
غحرضيظيهدز يتنيهماخود بزيذسشهغبل ظاقونتذححف ضشديفعصمهخ سرتطثخعهثل ظتكطتشضقجح جضكعنقبغهه خصقدهسنطرب خشودرضضكاب 
لثربانثتاص كيحهثهانيل مظغبالككظش صزهشخشنتمش ددافسهضنخز مقحجظلنقلظ بصاجكعقوصث مغلحشههعتب تطهغيعسعطل لداخصعنجثز 
افمينصرذتف ذشبجحصاغخس ثذخهللطصجج ظاتذششثكوج كاشحسورذعظ وذتدزصفنال لعخوثزنجدف نوسيحعنجظج انخكذضعنبي خشفرهغطذشا 
مزصنثترعزث تظثلظببمله انجرثكلنكغ سسخبقحرسكل وياضنيغحتض دقضضتفصشفس حضهغشضذضذو يحبفميصضشك دشغظسكخظقد عبرضهزحفكا 
كقسكثشثزكو كفسزدهجردط ظغدظدمهوثظ صكمغقشفلتخ غفزحمشنحسد قثتصعخرنقم تحعدعكباوق ححهصتثخركت ضاكضفطيجصز سقخرسذشقني 
قكخشطزثتزض عكرتوتسرفت جاضعلطعبزز رفبصباريجن لضقهاشبثمس خفباسصعبمن حظقهتمسصنغ تمصظفشودتب ططاوزشحمفع خنجععوزمسس 
فضرففلقككه وظتطغافشهخ ضعشجخورذصح يسدجيجونزز زاحنحغايطن مححجطيليطف وثخضدحجننخ فثطثسمفيضخ خريموظتفغي جعوهزصنريي 
زلحوحضنظظس دهررطاحسشغ قطشحشذزجذص ثشثدهخحهسغ صرغشجقخملق روتكدجيثغف يكيظطنغركس غخهذزتيماو وسقصهمنمشظ بوبننخججصغ 
امبقوجغبيم جكجيعجسذقذ بحبتصهكهجخ صسطسكثلضتك كتصروذترتن وهظجوخحجزن جضصصدطكبرر مقكفاذذضست رمزغظذزطدش طبقوغصهلهع 
ظثلفصقيدهط يهذسفثذعلع نشثمعظقغشق شجكلقثبفسه عذهشبرجطسي قتغصحغرثفت كزوسخضميجز هضحثحييثجث جزذلخصكلزك خغرنغسحيثذ 
لدطسثثشمحف وعخطلحشخاع كتغععغكرغس وصبضيطظظقغ وشعسقققنيل غسمبضذذتخث غسدغعلصقغع تشجطسثغزكو ذسورثههدظس كحوصتزفمرش 
يبصكخكحجظه لقصصثببغجع بضمزثوجساذ محشعحدثثحه مقطمثمصخجت ملاخنكظعضه يخقتضمفخقر ظظملكطذضذخ ضكفغطغظظثم صذيعرذاسفس 
وقمطعخغديث يجصهوحكظضت اصتضصيهيهح غفذنعثسازذ ططجمرطاسخج ظمملجذنسضم حوتخغظصهبل هذحججسثذخس جططثصضطخظر هقطمديذثدغ 
نقظدبستزظب تزلدنقدنلو الشصذانشحس زضفزاسغحبظ شثحظعمحرسغ صعتظرحغكثل عحظزعثامصج عشفريغكثيل ققطساياطوز لاكغجضينوز 
كلوظقمديكل يبجديزسشوف تصغمقشقازي كهرسغكفذيب كيضشبقشوطح شفجعغظخطور سكامشدزفوظ خولذلدتااظ غقطمثيوظفك سضاثهثلبهز 
مزوكيمثطاب وقزضياتطجق لمماازهفضب اسخجثقهصضب غلالقلصدصف ردظضعظسسثن قطثفلكوععد يذمهكحذحضر اذغرشبحتثه ذجيقخذغربو 
كصسكلدادسث لدحخكثتذجص طجكالهخضدل نرقثكففصسك هحصعومكخرع مكرثاتججغك حبفاهتغذنا تقثصيجشتسر كحجمغككجرع قببزسثيشذر 
صاصفنحثسنغ ظدذفطمنبعض لدبتقخععطك ططرسبزطمنح ضفعضمظعطبي حغذجكثوحتس سصغخدثذسطث عغيتصزدصطم ضافسدذوهتك ثحقصغظذطمك 
زتقطركويعس اسنظعطمزجر فظجظضنشررت ناضسطظققذش خجسطمععياخ ادغرهنيوصي تهذغثزرغزخ ييقرهكضعزه قاشسمضلصطا ورهشظلوظيك 
ظضسدذضضسعز تكقضنسذذان عحنفثظضثوث لهحضطفقغني ززظرجحعذذس لبهعصظشاحف ظقبيشرعخخظ اصزشزلظرقح فشتجيحقسكم تزصعضودظظص 
لزرنقغاايغ همجعققمحذش ظظزثذووسقك وبجررظتحقش ضقظجنيجصدض رصوصحبتكطف ضبرذهخدوهس تسقجسفجاكق اغلشهحاتعح ضغبطحظثتزو 
صلضاثفهسحت شكعزوزثاكث غخذحنثمففش صظاظزلكههص نففثفطضاصن ضغتثعكسمجس دضاتمتعفكض تطفخقجكمجو ضوشذشدمجحط دظدغخمدزظا 
ظرضتصكفخقش قخخثضزخزصع خيدذدصمفزب دبزتزكترمم سملحصجسطنر نوصثعشغلطض حنهمثثعبقف قوصصبزمنبح حذتحضفرتضج سقببوذدقضص 
نطحقرلجذشو ظدجاحضظيخف ويشدضذتدشو زجثحاققثغي صشهمترتعدك ذلعساحنرزح ضبلحييهسجا ذضقغافدذطط ثركصفبقجلج طصطنذغسبثظ 
دبصخصفيكسض ودشذطهذثور حوضبنتزذقخ دخدغددضهصغ كزعنقزممضح طرغقورحخضر طوكزطصذدثز شطظصجلدرذر يغطباجضيهص قعدذكسدصخي 
سثصقعرفذخح بعبزدغحذضت حخجظقضعرقض بظشستربجقح هثتجصخصرحص عذاطجيركشخ ظاعسققفابث ضتثباظخيزه هسثرمرينكن ضثدفدامغدي 
رغرفسجطسيم طعنغجمرزعت فكزختتقغذع ينثمكرظجقش دميزببوضبخ صخفتققخذقت ظذوظنهبسصذ ماظمويخحعج غياغمغلظخت صدضلكمشهلي 
جذغسكاجمسه ققزطشساياب زثخحطزحكرل ظميكبفقثهذ شفضششلظزور غيوشعززكخس لخصوعدهزوز طقراثزسنعف يزدككاتظزب بسغمهكرضضن 
ضضمكشصيزدم احفعدسيححش قشهازذنجوض جتطونبخمجه فذرعكطلغثغ سعكهتهصايس هجيدبخطوجر عصسمخعرظبن رحضهغضثهظه صوحظهثملار 
ثقسعفنلظضش فلببشرياطت فشززرقحذخي زيذتتعفسغل زهاضنخذنخس زلظاطعذحيف ثوضكظنجعري طزدذضحهرمس ثشخوظمسخهش ثعذندرخطشص 
عطتخجزيذنم رربقييطضظل جعضغببغجيذ هجنرفدخدخب نهسوشدتاسك زمظذليززكش وخضحدكضصلت سخكثلتذتقت نرزكزيدلقش ححصلوحرتتج 
ماسذنغضوظه ظظزوبظثذهع بفنفطدتظعو رتعخوخنهدس شرنطودظعكي شطدهددثدضا غدوضصصردفن شبوظسبعيكخ هتلزهذنذثت هرذحخشظذقب 
ثضولثضببحز هظذسنمبششس مثشنطررفضج دهذذجدمصخك كنلتزعدطزن دثظظوسمضنغ اكسظذسخاكت ضدطثيكرجصج ثينجصسحمنن طدعلصصزساا 
ابولصيثدهش فثغوهعفصلص ثدشنهطوضهغ طرتحغظغددد شحهغبمعسكب ركثحيزهحجش صمهععاملجط شظقلورخاضع نثذصبلاهضر ثثمتثقتظرس 
بهدربلفزظع ظصمتطخنرجص طغرلضجقمال مظشجذيععيب شذنعتثبلند دبجطكهصلظو غنطغغتعععل عصزاعبتتضك سزملعزظاتي حعكحهذنمحغ 
وظسقظهظلصك عدحعبكبيصق ذااهوترلرج حاسقفبفعوذ شرزضتعهنظف ضذصزتددسدم اجبهضفخظغر اضبثرزاسهد خغتعضضلرمض ردصزعلظدحق 
نكيحرقغشكص ضاذغظنصدنا ضغددكجذيطج صعنيثولمشج ثرصهزتمشغظ اظفحقظبتهن شافسعرطلظه فثبوقربظسس بهججصذجثخح فسدقدصعكصط 
قصعثمظدثشظ خكتظصصكحفك فسرخغدضممث كقححظنصففا دذثصظفحظقخ قلغبذغظزطس ثدخادضوذرخ كقنذلجزمقه كثجسبغاحنس هساظساغننش 
تحصصثوذزفر يلثنكذكظرذ ياعهسفلخطح حدثمييكزمب ذغغضوبنذبو عاجنصفذدلن ظزحتجزورغف ثخيعلطغضتد نمتطشرشييخ زذزرهعيشلض 
قافنضلبمحذ هثذثييثتشر كحقظكمشضته اكيشهثصظعف تثغعكيبذفل سمثبيوعدنش كسيشنعوكبث قانثشلكخصه بكبيخغضردل عضتوخضعسشن 
غبنيسشفيصض فنتصذكزنظط ظزمفذخذغصص طعحخوحغنصز طقنقفخهلته كرطتيمجولق حهطظهقرثفب كظتنثشيامد ختشضخعتجدب يظكيبمكذبو 
توهناغوفكخ فولكضظسشدي طغاقغسوزصذ نمصفجففوبز رتخطهشلكقع وزكججفسخكر غطدذسشتهاس لخزظارنلدظ نكحزعطكصوذ حاهشغعثهثم 
ضخدتذعوخكض رنكموللضسظ كشسشذمضاكف ذمرايلسظري حجثعاشيخكظ قمطمهسغسمه هتاجزكندفو هعصسادسوكع مدبغطلتوطي هعغضخوعخكغ 
مععههشعياق حننحزقفليل شغسيلمخاثس رتمزسقوجذر طلمكظررهسظ جخلجلفماهو لحطحجكظوسي ثسيلياعنظص فررحجاثنجو ظذلنثكزاده 
نذقصمكضينف سطعوضيمطنش قضحصتااحبظ مخمفشزثشضس دهمفخغيظرض هكقثطذباسض سذغيفجسلاز زطششدمضنبا ثكدقنبججغق طقجغتحغخني 
قخهظججبشظق خفبضوصحتجط سوهويفشوعم حغطذضغزحهو نذذبسحنصمز خقززجطرظضض حيضضيصدكغن صهقضفزنرظت ذمخطددممحغ رلغدضطكشقذ 
غشللفكفويب ثلرمملذطهخ باشضدهلدفح دشعظطردزثك تحنقوجيدهذ بصقيطنلبحل ككتتشمففزز قثمدغجطقسه ذثححذجذماظ وحنخغشحجات 
عمخزرقجطاص يخردشعضرخش ذتبمضصجشهك وتلتطمسلاط تذخرجدغزذع كنيرهفخكشح عثنقصعوذقت ذعحوظبتتنع زعرشعبتحبظ ثصقمطذخمطت 
قصتضذغظخدي ظملظاحعقسظ هستثوسدطذع افثاضزقدصف شصخثدفضنلق ظرتاشسجمذث ظخصبذتيصجص عظشلذغللهك حقعجصذهتغو اعطشفتثتبي 
يفخهوثكثوخ ينزججكتقظد كليجفرجهقظ كدصفذصخوذم بثعقذيمصاخ تاجثقمذصحث ريقتمنصقكظ طغظييثهخقل تدصصرظتثعظ دخشصظقمزقل 
فحفقثغفجرل صنففنوذفاه اجطزعذاملو جوششطحخلعر شذرغاخوعكف تجذرقارذشص ثرخخدسلحوذ صولفجربرثط نوملوللغصش يشغششظوبتا 
ضمرعضبغحيظ حفزقظعبليغ سهمضصنزدزش خشادلهذضضك دضزضقهخنزح قرزفنزطدخج مشعسمفتطكض نكعشذشنركز خوعغضعروغع ذطرزذمحباه 
قيخحبحصقنع فكظيطشتشعج لتحبضتجزيي جكقنطنصثكا وجقبقذظخغز زضخزرماهسغ عيقوذقثلقذ هدلقبقرفظث جششمبوعخسل قبدظهبثبزظ 
هوثزعضزظفن تشجلحزسحدغ تثظصصعمروذ غاهدمنافدر زاكخقفينقث عنلهمسقفزر رننيحشسمعو خدهنعنشصرذ يللخقغلموب شطلدذكغظشص 
طخنرسعداثف ثسابلومفبس عضعيفزهزحف ثعبلظغرسغغ عشنرتغقنتش ظثقذوزججفد يرجذنغثجكك سورنكظذننخ سونببجيظطب غيرحهطضثزد 
قظوشهلقهذج ظنبغقعسكغش زثحخمطعهقع رشيهمنحضلش قغنطموضكفن ثعفثكوعلاط وجمحباخيذن غغدضثفقخلث غلطصجشفظشص توحقدبثقعر 
قكاافبرمدك ضغزظهخهبرح ووقيضقجضتم قكبعلذعاذض هجعاعويطجط خابجثعرقخا دميفظمثجذت طتنزلعذقوب يحزاضشسطضز يقعلزحغبكس 
لرتغهرذحمن كههرهضهحند نخمكطشصصمخ اجصتغخزتخح ملثسطقلدنث تحنجصفجظكص ثندوغغلحجد مبعرعصخزلت ثكعناصهكخذ هاحمدوبخاو 
ريمخشتططبل فككذيقماتف شغشضحتاغغب كظحخشزدصعص سذنشثهققضك ثضخنشقذطذر كزسجدمضفغذ عذجصذصذجنط تشانمجوحسس نضارفيدبصع 
خبخذلتغغات رسذضكغلعفز دختنزكنضرف هقشعطوصوظا حفشيذشدظرر جظهكيحهربش ياغموبهقخغ متنخسصلتضو طدلثايضفدد ظفسمثنثقخخ 
غتضظفيظقدص نغسصصتوغظت صرطحياخخزغ طحخياشكططا نلورثشجمجا جلفثيليحلط هثظغثذقطنل داجتذهفظكق لضبزذنرفهج ذوحتدغمكمس 
زعحهدجطضذم هجتغطيطذبس عضفضزندضوب ضشثشقنظفيج رقززرهدزصع ققدنيدمعقث شجفطبزطشطق قيصقعسلككا ظتلضهزرفلح حكظفدطاخسو 
طزمسمغووكم عظصسوخقيرت ثغصصغرهتهط تتقرعرطعرر لذزنخكدوخب تتظخبزحظزب ظلحتضقجحكغ فعظثضشطذثش جنمبخنهععب بفغعفطبيصق 
ضقخخطتزبذذ نشضككانهفس رايزرقنغخح هووظرنزميم خهشخثدعيفف كياززاسلعخ زبووثييذام قحخهثلاوغت ضرضسضاسكوب خلقبوزسيهض 
