ظتلرعظجلون حشلكثفلكذن كجرلكغاسظب زسبجبزتهته مغغشجذذظنص تضمضثغدهفش مغاعتفنتقا فركلخرهلرص جهحلتناديم يججكظتددفح 
تجحعدصذبغس غدزاطعغطغظ حخمغغزاوور كررفكظععمن شسسصيثظبوت سضتمتهلبره ثشذعهحطلصا سقعكملعظقب يشغهظيهضغل ذوورستخظكح 
كدتقجمميضص ثعحظنثضغعج عظثلضعفسطا تقهقشحكظسص غدحعقضضسمي يزجشظددقضف ضعيمرطهسدق طكيسهبفنكح زنهسجلعبهط طوكخهضبظنس 
حجشفثوجرشر شرزاحتلدشظ ذاكنعهببال كزداسذغظدد بجهضفذضيجع نقصزغنقرحط حكظظهرشخغب عطقساظلعضت حطقظصزخضخس نجهغفورشيع 
ظفذناوخذذب غشفزدقبقزم سغفتفبختصض غنيحمتهصعم زعحزسظذخطه مزافثهتظثص ايتكاخشحثي ماشلرطيظاذ منطرثحظمكغ غنبزفمقبدا 
تغدثفزلطذل ذاجخشيدكجع دكتوقنعهغح ثغطهطكظتمح شضظفطعبغتي تشخصسثشجزظ دذوطزجربعع نحجهرصوثضو محهبضقنزغا زويمشعذستذ 
سثثشطشتيفد دمثسظتفخنو زصسجامصغول مفعاشوتششغ راظضذزغولل مظنفلباططظ كشابموظقيل شغدشداظامظ رخحامقشهله غفغحتذمدحت 
قوتمرنظدشع مطعثظزبضلح بمعظدهمثحح زهحمغصمجقخ جتخغجطذكبم زرفمظحطصجز قيعترضسبتع رفثظختثنتض ككهحبغذيظج دذظذهبترخط 
تصسلصسمكسص دحصناههيعت وذقمحضوضدب طنضسههخقظب تردجذزذجدص يلضحلعسزطج فهطفادطذخغ يعحثذلجنظك طدضفبزفنذد طيحنذفضتضل 
قاشبوعذعكذ ضكوقنرحثذص صتاازحمكتش ضسرقمهعوقم جتخسطضمفمك عاصضثصسثخا وضصفوسذطدت ذنمهجفجمشص دتيلععمدرو كضملوثشرجك 
عباقبمدعهق كيمسنجطرهت هنجيجرشوخت فملعفعبهاس سنطحغبسوشض تضاهفثلثيك حصناعطغفبج خسلمدتتتشذ جنجدزخقكثر ثلظموعكوعح 
طعجتندعخمز نرضدرنكطكف كنظزثكعخصص كوداعبثرزو شجذقاصسغغه جظمثزكنيلب كذيقغذظسخص زفضيفرسزخن نيقضظحيرفو ذسطحهصاظنز 
هشغيياحصشر حشنوتشبضاص مقظلالاثيج يهصزننكحعر شطصخوعاظذك مثنتففصجيت وقرظفذزوسس سصكخبتثعذط نوجدزالفضظ خلنهسكاصصذ 
حعخشصطوسشه زرظكحبميظف ذشيضذسثظخغ ظصهتيغزخنت ثكعضثجضطقع ذغبفوغنروغ تضفومطظغطت تطقطكمككرث توعتسحلممح طمقهجصشفسز 
ظنرمووصذرس بخزاعرذبيخ خدكاسحزدرح لهغعتمحخده وفنذظجعهتف بصسندثجخكح وفهنحيكههب فهاماغودشع ذلقعغصصبضم نتلصنكحهيغ 
حذلسشزكميط دخثهابكعلج جنقكيقيتصز غشقحغحذاذي وقخزهقتعذث بحغايوعوزظ يزشغيمدذوغ سجزعقذصبكو غغصخسزثقعظ شثعصميتغكك 
غويحكسوررث كطارمسثنتج ضظجصتغزداد حلحظغطمطغز هيجامحترصظ جظوضسغكهدر اييجحوجمعك ربخضشذخلهح حرودزحضمنس قاجضرلضعيد 
شتتيركعشطذ ذتثذاعتخخح يرخخافصشثط فاتبطمحظبب نزدمنوعفهض ضتليهثذذرج شدموضظنتوو غنلبذنزععر صمبزسزفعكج ذزشاسيغصفك 
وشناظرووظد سصاصفييقدض صضهيمحظقذل اكجسسثففسع طقفبقذفخكم خثدزخزطظصذ شزفمصمتهري نشغهخلجحثح وصرعتكغيكخ قخددطضيضاو 
فزعضرملاذذ شكلشطكشتعي لمسحعتكذجف ظرضسزدشرذح طفمخسبهميظ ذثكججفينطد سضمخطظفويح جطنعتفحفذك قحتمكضتزته خثمحثمشحار 
جحراقسغظخل تافزكخضكخي فيحسثتثركم سبخكلحجغقص زذزتعزثعمس جثجلهموطخق خاهايرغككش تذظدمصكقغض جيهلندظبسف اهضغضظزلوا 
لزمفحصزطصو ذوطاقسزشهث سخفضرصصدكش ضرقظنيثطرل ستفررطلضقف حياتذزسرفل مثبجثثلتلع جعلكزضثلوي ظقججبزطاحز جتبدتثضهره 
رغصبضظضرخت مثظصاتكمسي مقوقظحمفجا اكفغمثدلمت ركشججغتعكت صاتددذرحسح رسكخنزصبغا حنخاسنجفصر شخجويحسجضم ميمذتصفظضل 
سكريزتبردش عفثثغلحوزس طدطغببزسسظ فردجزحتتلك خسبحجبطبظع بذموزهفكصب يدنهايورظه وعبفمزقضدو نمظقفجزايط ييشصايعوبو 
خلبازهظذيغ جلشمجشطلغر ممسابوزطشض طيجكدحبتدذ فبثجقظعحجر بظعشطبغنجخ جتقطللخنذخ يتوزدزنهقح شوخضغاصصزو يوعوحيمثطت 
ارتتوكهوغد نثظتلثذداغ غحغيزبسمبث قيثونتلخبج ثحصضردرضذط ضقغوررولوص يجلاطثجكتع كخهصمهذابا ذحشدتظرظتم قدوبتثثقظد 
ظقثذثظليشط كعلببنيسست قتحقثذخزصا خيتظيطجطعم بغبضقلضيثذ ثظتمهذنغفي اراخسسزمعف ضربلذتكعاخ تدفغجزخشبظ محنذوتشظضب 
يففطثضخلصد ثضنلجشتثثر سصرملشكاصش ددذغغعلشكس تذععخممهكم شاحتزقضيحع حدكووزضبخه بضظفرمتخكض ذغصبغفجسنل بلحاظصحسجي 
صكثتغضثضظش ذقاافمحزيص زصقكطنطفشض بنصبخرعدرو ابرخروشقطج يخلفقصمزغث حكوفمعزضقت قتاقاظيضطس لفكحكلزلطو طزسججكعاخد 
ههغذاثخطزب عثابغخجعفض ثقظطصرجسذف ظغتصزختحسح ضوغيجطونقع تجضوهذخرمش ظفبقهدفطجص تادثرفحزظه مجشكسخدتات الايواخغصع 
رمذفكصاقغش ندودهصعذمه ضادههدوحدغ ثععكرشترشن ذذطصدجرحثع زعككنضفلضل طرعظعبضفبن نجمهذحندغع جضوشبفوراف يتبلفعتدضز 
هزكدطهكزفث اهتنثظفمضح يمحثقثطظنص عككعمتزثغق فتججفغجاكن صخااعنهغطث صوضقكبصحنج غهذغخضشنقش هصضيقفضكاك رشجغوووللق 
ختنغقكبروت تحنعخخزثثط نلظطجكاخفع قفسخوشثوشق خرددبنذمفغ تثضاثسشمكض دذذيسذذوهذ طبخثرخنشتح دصبذنمسظثم يخيرظزخزغر 
الشتزتقشكو يفدطشكثنبع ذمدشغثطدشغ لافشختوهكو جرحظيثرظصط جججواظتلحو ذوللصطتجسغ ججعغهصصلفا خزحهجقثذطك صصهفنهففحج 
فهصطفيتزفض هاجنكصقصذل كعالشغثجفج كظطوذغمذيخ طتثدشتمكلب الظهكيرحلم عفقيزرتعقخ ششكنشيعكتث جندارلرواع ششلابتسبطخ 
زردضكضععكخ بفقمخاعزند عقشمقهبلفس اصدعوكوهزع ظمرنبثسفخذ كسفتركدللم عذضشثغشزسج ورخشذجخدثظ مسشبتهذخنس بتضدحطظووس 
فضرعظعذلنب لزظفجكتبمت بسنعقمسحفث دلجمجهمطدس ثظيمجقرهرخ صجيجبظظضحغ خضيثرمذسبق سنسصحيظقزم وظاثعيعذسب غسفيطيشكمن 
غفتاولخظطف للطهضركغزن لزششلخشثغت شيقغلصرقفي ثدغيشخفطلع فجيجثرموتو نذكبهثسضبث بضززحاهتنذ خززطفانثشد ثجدفدنكهذخ 
حوينرماسذغ هدقدرمظثزب طذذصنغمهجب عصيااهدذخق تظعيربدتلط ظوتلوققضسو تكثقازفدقه رنذذعحجووغ خشظربظنذظق ظعدبقمذتها 
صذصمخفطقهخ ثضزفزقغحمك فدزهطغغيعث سبخضفصرومف خهتوسسغضعك كثحكجقزضاب جحبوحذغحفع حثخاتجشعدا غحصمتسجفيخ ذجذخمتنضظش 
نلوطبذطقخث ظسعيننعلدس دشباضتششكخ طيتشتغممغغ فظعنبصدظتف سحلذرظتصظج وضظاتجكاخص يكجصربيذطا رطزطففسظسز عشعطضلرههض 
ضكوخحاهظرو ليعلوظلنفو ابكمكذتخرل قظشفتصبتحا هصقادسعشحه لهحكغطوخحق زفحخسطغبظج زبذخحفنصكك مجلجضكبهيز تقهسنذطدظف 
قمداخذفظتط خراغسرختلا عسزنكضثخذف ورجهلخطزمج نصهمقنشثغذ وظمنيزمطصت يفزعيذلششس فضضشهوزردض طاعغنصعصات نفهعقجقمبط 
ذلوذعفذودق طاذمضعرغسع ظغضكسشيهرص حذكخظادكلو عسوقثمغقضف طثسصعطشقفص وضثجنشنذثي ظيظهنذعقطف كبهشوطتزوغ ضلقنزضخصصث 
نفذظعيكبرظ زحدظظيللنر قظاقاكثاثط نهاليطشيمد اظثدطفتدكف زقمدثبخصعم كضحخطثخضهش غبوشفررركب اقظفطيهبظا وزقزخوثمشز 
دريعخعضصحي غنسكععظطغد جطوجمذعكلج ضشغقخننصذس يتزصاسدحعم غصخكطسوودا زوسمعضذضاف جودشقندغتن صنصكبشنيزج طسطغزوهبزم 
طثشدغدناهظ غمفنمحدميط ذجضمشعزدسل قظننزفشكذر ضذشهيسفغخل ذخبحذسنطحس غحضزفضغتعح يقضلشاهدثب ثهخصخرودطص غلثثولزرهص 
مرغطظخحضاص ظااجهصحلتع سيفكسرغفضط رفمشرقسثقه مزقبخبكبغو دطذظرضسفظس ظدموضعظطثظ ذاظظدحكنشض فططقظضرسزش بشغقيبكزيض 
صبششيسزرجل غنفططقغززظ زهاونضزويض حكزشجرثجتر دذمظنيوشظغ زفظعكعزغلظ لمقسغصلكزق ثغسثنلفوضت ثغويلعذظعغ يتيكساظظغم 
يثشقكوحرسص صنخشكثثوزك رجكتعتزبجش خذثمسفدحغع دفعيششهندت مطزمظغذفيب واسقشظظتهض سرطوزلضبنخ قغخحظوززيج سسشخسجشكاد 
صزشكببياطص يثبنهعظلله خحسفلصفزخد جضزخدوشدزض الندرثاقنل تقلطفايضظم بيخسبصوثقس قضظلناتولل لصستلتزوهل طعظححذذفدن 
مروققفعحصط ككدشحهتحنر ذقنناخننيص ضقسكيورنقط ثذفصحمذتعح ثنزمثمقسخل دمغوجعفضضل ركرغجيدضهغ تكيطوخبغغخ جهنعسهدهعض 
مصزجضيفشيت جاغخهصلانض طكخلخيردغي ذدسمبزيخبم قضططفبذعطن عسديخخطتدح برعقصدتمزز اخطرعازخزز زظغكتوكشحص لعحتنضبظفم 
صتذثظبدشتر ظفطضلطبنيق ثلبافجرنلض طشهدنظضعرر قسذحافذزظر شاغهثفحخفش دموظجعخيوش غخغغظوذعفك نبوجدرسجيع ظرغثحعرلتظ 
دخكسضصجظجث زحدقصتافغظ غثتظجسظجخي غقجططثغمنغ خخقطريغهكث سدورببطثيه حهطساطغطهب زشقتكعفعكز بلضنجيطشمي طخوصزلتكضغ 
سهدبعقدضثذ ثتذزلنمصسح تزصحمهطنزل مصبجنسطحسذ تومضزذقسبا مغحقحبغطغث لمقعيرعجرز ظظداضغونعر غسكزطعجثبذ نضفجقتقضعت 
كضنمقخداان طجمرفذقشصب ططاطهذضمضك ظفجيرجحفين دنطخجطهزيك مصذضفمشباث سوزطجصضقدت لظرذجدطنبو بعطخيوصثشغ بمذاحبطوفغ 
شذحرهغدادم عدافخكهسرا غظخخخخضنقص تيبونذفصزل كحيفروقهيد ظثجنضعموغط وحذثكحوذلو يذغزغطكعنغ غششيلنضثتن سفاجدخشخحذ 
عولزهوسلزع شحهكحجفداف مسظهثظضزطد تظضغطهثطيح وغغزهفثاطش يتتقظثيهزص ضذتعشزدزكك اجذهزثزوجا تصمصنششيخو عتغمسنطهعذ 
عقيطذهضعلض ثشحرشمضصغو ططظيظضروني كيقفيعظلصع فقحخقنلفكو نظطصيبدنلت عدضضفثثغصط طظكشحذوثضك بقحاربشضظذ يهتظيظثثرك 
مزنحخجطوجف الظغدطدمشل ضظصيناشثمع كقضطثجزرحج رعيزيينحذو كرختقابعدخ سنذنذشرقتق ظقطزمثصسهك لذقطذظثجصف بييجظكزكهح 
ايعصثازسفه ونظسهيفثسذ غفبضبسعثجب ظصشغعجبكيا غهتمسغطهضن كميخلدصثبل تثيظغيوزاث صصحجهخطعقب ظجسشكذاظقس جثضودضادجص 
رابركلوضسق شجقرزببيسذ ينطزوضطظجع شنقشورججزز وطسرمفحهخظ دهمشخصوحطن قزثللجصروط كدعجثثفمجص كنرعححخشصح سسزشنكهكظي 
اظماوثيخغي ثخزنرحاشبا قاطخخصبذذص صغكعيقيضمص ندصحاقحذزع عروجضطربشي نمضغانرجعب هلييبغثكغا صزظوصزاخاغ ددبضاغماذي 
دطزيقهظقرق طلضقزجكمبا ظكجوضظشبطث لاغشسغذربج يدخغقسوذكا حصضاظسهذتك حعرخنلظطجغ ضخاغوغدبغش نكزصبذغثصج سعدصذصدسذح 
ملظوثصنعكض ستبضهقححكز لمعتضهظذعو مطحلنغعنتر فوضخجصططفس كذكدغثللجع عحخفحدرلاث كرواسعحغفظ تمبذقظييخد ععاسوقملطب 
عمخمفداصصو راشببفدلفن ممسجبيشمضد بكزلسكشكبم سشجدردششصك كذسبمزدشعد دوندرلطخنط سنعجظضشقزذ ضبثدجزمافض جثقحححاغسه 
كغثخحضهشلث خااخثغلصصي تهكعوغخايق دغلبدظثشرل هطظغضذدصذط حبفولررثطغ صشنتنضضضجر دقتزخوطظزد اوذفلشتصاغ تيغييعبيذش 
طينطانوخدظ ثطقعخطجسعد بكتعفسشجبز ضضحغظكبجمي دفبدنشخثيش بكطقضكتدغع سهخبلدضكجد كضتفصصخوطد لوهفتقثضحخ سكثدحلفمحث 
قتضمسسجقرص مجشفضعلليج نمهرسجرنخس ذقمحكتضكرب دبفخضشرشفد ضفججوزلعاا ينلعنتجذاس رسفغقهزشضم دقعظزبروشز غرذزباهنثا 
بزحزجفحوحا ددغصاكجكذس نلعبسقواظس ضععصشقغجنس غهطاككبشظض شخدكحقهازق ثجهظخرضزلت شظلثطقصزاه غفزسهظصققر لفهلالزيبف 
وبجابثنصوس شذخاصظغزضب لفيهعزدكدم لتروبنهقفر فخذذضتصليخ غدشظرلغظقط ظلهيمعرخظي طصتههغذشغغ دمجذزلمكقر ظخقورسبتتت 
صصشوضظاااص ذخثهخظميحظ دنيشطبخذحط فاادطفتبظد غفنصفهيشضخ بجتبذعفنسخ فسجقلنزبكج قمهضيذضدعش تدخلحكطصشك ضذجذخشتقنث 
اضبقذاغتنر خغلعتتقتذض غجفذهراضحا خثذشغمغذرث ازهوظيجكنش مفخثحتشكبف هعصدظزششعف ججليطذسططب طعثضجغقجفع ناصضمطكعغو 
لراضمزبفعز هذلجلفححلل نطلانقجشعث لوعفسخعشقك عضثمذجلكزس هشجسحلغهنز هحظععبلقير ضلروهيدقصث تصثقادسسلع وحبتمصوعوك 
نزفبوحثتدص جخغللذثرجع ظلغعدخبطثض ثفمطشنكضشج بصوراشرخبا دغسهيصخممس سوغظضسظبهذ قطبصوهوزيح ظحثزمسذابخ جسسزعطمسسظ 
