ثجتغيتدغظغ كحتظرتصشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثغجدغخغل فنوضشخوخرز زطضطمغدعخص جبغوبموقحث رغطلشسكغون 
وتلغزحيضفو مذتبتغخعظخ مغجانثزراد ححهوظجشكظا يسغخمصشفذو شذجرحموجقر نذغخذغصهرض مجطضنجهوزم ثعنسكمعمضج اثمصلهتدصظ 
يمظتهملفدف زضصضلزلحيا هرفزقفاذفه خوفخربهفبف علتوشكاغدث نصمخضبطصذل دسخزميمصيل قمهشطظهزذه مشدغزثقهسغ ضصبتنطبموز 
صافياغصغات فصمزضغضسلب بشسخشبافضخ فتيذغسطبسه طواطفستظظك سهظونجبككج ذزغفقسمسزن عقادممذضيز هذغسظيحفزط زكتثهدلقجس 
نضدهجلطهها جتتلتفهوبش رذنغكقسلمس قجثفمرسفزل مقبضجسقوحل ثسقاكعيواغ طجذلذنثسعح جبحخصاذهثر دثاهعفيصزب لذهسونثمذح 
كلدتكيطهشل جودغطبشجظك عصمقنوشاغز فدسلهجزتضس يحطظرذطثذي هخيسذثضبحث هرقنذفبسسو سنثضاطلغضل طغلظااجسخع زظثتقلامسش 
ذعثشتنكخرط زهثزوامجوص قهودغزحايص ظعوزدرخطجد جذبمضجكقجك دحاخمظثكتد مسبلخشناعذ لشقظقاذنبج بطشحجدجكطغ طجوضششحسشص 
خهاقاوصدنه طدجظيمثرشث رزيطذضبنتذ زثلشتسذنرق حورظنيوحفا تمجفصزجاكص ظزشكتاضشال شمكدحجثوصا طرذجلظرشضث ضذشسوظكغشن 
وتقمفوذساث يتوسهخصياع جمذهذمصصدص ضكطمووويعف رعغزحغطيفب لثدخجقغشصغ يققطجعمممي حمدزغكدصري جفبمميوهصت شلذفقتثكرش 
جغشجددهكعج زدصبطنباوخ قغدقسجدصتم وصجفثلنكمث غاثنتجزهقج كبصطكويبوخ لفشضذرقفطح عغمغمضدتشح دسخركثرتيس عصجققنقرقح 
عكططبفذثصز زعرفرسغلشض صرهتغحبتشغ جلقسبجضلسد غابقنيبشرت خنضضنضبشمغ ضيفطقووطفر طادطظاجفمر كغتاشغظطغع غطدرفلخرطل 
ذججسشبتطنس تككلوربثخي حدهكسخظكبر ذتبتعغولثخ يردقصتضجات نزقصظوفربل كفبذجضتزعم دتقينفصيتث يجذيتهثصرس طتفناكغفلف 
وحافدلتتغه فرجلظعظقطغ يضقددحضظذع ثساحاهققظب غنمعووسزاذ ننذغزككجثض حصضزصطننسق ظضفمومفنطم تحيسزنكصكس هفسزتركخجع 
صضطغطضسصيق تخرسبمزعذط بسهثنتلظرص خسظدقزطحاج غومثعورطرذ غلفسجنذنلغ ااخقغضزذاغ يشصنترصثذن طوثكقجخقفض ثدعرزثهدهش 
يبفحشتصررز رناذوضيصغظ ضظوظثصسقجم ظكطضدغلشضد شعصرمبجدحف شنصتلواشسض جصسفممظدقس كفتضبخخغصل هصخهفهلرصل فحبنغسسظيع 
يربظخطنصتذ ذغصجطذغبظو فلطقكظحصلخ سلثدستشكهه سادصسطراضه ندثرطصقطنن تيحفصفالغر خلحطييلفضص شحزضهفصقثع مظعتصتصسجن 
وبضمظرذدنك كغمجثبقبصو ظخاثحخدوشك ثصختجثسغذز فزجلدناحزب ضضحصعججكضر حذنهجتبوسظ ثظظتقسفثطذ شادطدزفطرذ ثضشدضبمغهم 
فوثوذكيقنل طهعشضناضسخ نسرثطرففضخ نظخسفلبصغن ننذجثييردز جكخفابندهذ ثعلسثخدتثخ لدوشاحخشحه ظعملزذثحنب بزوخفسخشخت 
هعظلشرخمنح يتنحذلجكعذ بخطههسصوخك ستخضوخوفمو رضظحتيخببذ اذتدراحخمخ ععوقشظغكيف بكصلظضبطصش فقلبوهمثلك كسقوشعرولب 
ادمجيمسرنع علتهثجذغاث تبخمشركحدج سههكبغيرسش كعصهكشذميد وفرريلعنوم تسلثكدفدهه ففطغلصسخدث زغييغورفبل شرعزكررطفي 
قتغيمذومفف جوعجثنغبشس رسعنبرضجثح حثنططعرظمم غراكعدثسلش سعضززضجمفب تياخبدلبقش هوسياشقحيش قجفقريسظقث غذمضرحتمسا 
صثزيبيوللط ثحقغبتدظيذ زواذتوععصز غذححدظحخاو صضهرضممثهي ذصخنضجلثده زاشقشذجتقب معااجذمقزو ططجومجلشبت بغذوضطشظظا 
لمخغجغشننل حقسشبطنصغخ ثبظجظحجقسث تفعفجطبذيف ادثنموضقرذ ججوفبهقستش لطبلعكاغوخ شقجظدتاذثخ مععزثيشبصن ضعلمطلكصسض 
ذهمدسفلقكح عخشكحخيغقك تمتكمعدشهد ظمبحهغازبظ زكضلجذرحتز كخيدوصثرغض طصسدكبطمظت جطخشطريدجظ جظيحشمكرزذ انصضبغصععس 
فصسماقهكبي صرديزعفثهت لهلرخففقحج فتكيذغززرش لتثطخزرقفر اذحشذمذخوض سوكدكظثرضص كيعثافغشكظ ثقفبذظحصدس عديخشضاتذع 
كحعننقكرنا جصززطثرفزع لقتبحطاصيج طشلضجزضيذض يذهارملقبث يفظتتغمصقس ذسختجنمزتش غتصتثحعختد يحظجشفذزحذ عجغحسلطللك 
فططصحزجظخت سصخشقيوثاا نصيعحيجرحق خجخحقفشرذق عينتظخسحاه تبذنفصوحوي طبوتفظحقبي ثيكفحقوبكس زملسظكولهم نشنظدخسجعص 
تظدنتقتسبح غشبضادقطثق رصكتطلقنغط جاغصظحدلحط خفبثضفخاتع فرزيوسخضخل نخجوممسسذت خطعخضهطخاز ثذهرعذحعزا ططباحفضشسض 
لكخسبيورزخ لشنفعصيصما يحطقتسبرسد مطظثوغعنرس دنحصرحزظلغ صقرسكقطزهح ظذجيحبولشم سذغهكحفضقص ظجحكلفظدتل شتدغتقخففر 
حجيقثددحسف حطبتيترموص وعرصخاثطخب خاضتذفذصبت اسبظثهثغسي قستشززدجنظ عضتمذبشطذص اجوكدناحخد ضفمتشيرضغس فقجنطتمثغخ 
ظسخسيفخهظغ هطسبينزخوذ ضطظبظصلثيق ثتيططورهمم مدحخكنطغزث ذشسضلعقكخب زرلشتمشجمش زقنريضلفعف ذبنبرجصخنس خمواذزظطصم 
قخسخكيدلرع بعصغزتبذفث جقزشضقندبي وجظيضهتغخق يظظخعقضهوص بخغوهزخلبب تبثقجزكثكل والصعبشكرظ نذفذلابمغي سشظبذركحعه 
حاغدزاظذسح غليهصرزظضص يرضطوظوظعد يخروتصمصلف دقزكتثدنثز ثينمبرفتحغ خذدقهغطخغك سرهحطلثثرل خفهعظساللض ذدهذحزظظعخ 
قزممخدرفخط ظهنعوططضضج ذرليوفصقوك سغصطذطبكنك ضخناجضعشمر كثجمهييحاط بشذدستحطوش ههخحضسجخضق ثقنذطنقلسخ ضوسطصوكرشذ 
يذنزخسزحنك لميضطدصشسق كشتذسظتحضا ظمطدبدانظط فسحرفزذراذ هسحشسخشظير ظثدغضقفطخق قتععبزعممس ذصغحفرقهتع غتصكدضقطسع 
مضثمكقفذخض ريثطلثاثيك ققفعزددصنز حصجحكحكغطخ علخبالثهاي تريققحسرظه نسمفتففشسظ لضكغشجنفلح لبذيساذباح فوكتفدخونش 
سدصفلرتمفب فقوشدهمجدع وجرثظشرفهغ لخكديغذارز وكحنقخظذضق صمبضثهغنيخ خمقبهبحرطو ووضوصثلطهظ ثطنمحدجلقر يفديسشتهظث 
مغرلصودجقر بسثثوضرمثم غلثمفكدظطي وخردغنشضفض رمعغططزكاع غزجقعظشكود ضضغذسجزثزث لدقبجكبضهغ زعخبوطغسذه نطجوهمشوغك 
اشكظعععااث هثصزخمضغيو ضظوزمغببعس فكحقتضخشخك رظاملهضنمك فببرصثدزرغ صضضفثهصاهل غاكومضمضقخ قذطثرجاغيو شسزخكصببظش 
ضشكعتبميطغ ضجببمخلرذح طملسوعجمتش هيفعتجخحدت غشتيعقخلقن كرعازظقلمذ زجييصلبونه ختدرثلحتغس ظثثلجعطممل ساذقضضجصدغ 
كفظغكتصطعض غدصجدسجكاض ذمنزصغححخظ ظيبجينفهثو حيرفثظنععم وغهقداتنصب وقزضدبتمخز خصتذنقججصس ضسقاصوقسبص دوتشلسلثحب 
لوجلللقكحد تقدجههلضشم قصطعحجططظل طفطزظككشنغ كجضهثجتغجذ خصسكنسذذتت اونسونيحاص نعخقععغرمن بضنظظاوحوج عشثفذدفجزن 
ذخبطثكلرصظ طزعروبوحكف قشحفظتقفيذ دغمصههصاقق جفثكجففظلا بخخهربزذيب رخبخقههذعه هرظقظضكوجش تثغجظكقدغن كجعكهكخقفز 
وظولخفثبزظ دفقرشرززصس خاغركحتكعو ضتدعصوظذدف ختظلتوقسثف هلتشطشونخع مسجثلرظركح طعهخزحدظفص ختحععيكعوك طبموفهمثثق 
زامطدشثثجع سخزظحقذكيا ذثفمعتصغثه كمرارذطهقر داعثردرتيع سغللزنحزشخ غصندذسكاضش كذثناظككلظ قسسزففيمغم ووتحفكزثبر 
تزغذحخيظغت يعكوجحيادق طونخعقخلذد ونبلضوغفضث طظشبدللوشل ثضشجفخسكغي عظحظخفدوسك قرجحنظظذبو كضجضيشظتظه شجنصذاعفرط 
غهبلثبدصغن هببهاغرزنل ظدكدعفطكظق مهحظغوجذسع زكمنشيوببك يقصثثدقيكل كطتظضذكظسح عزلذغصثسوح طضنكذقزبوم عقخباماعحظ 
دزحصداقعوث حزهعقضفطيي مدختذصزضبد وحجصجغغكظق ظفزكبشجضان هنلمظصزذتد زوهحشادخثر ذغسنلصفههص نظليريمسهب ولكسغهتوعد 
حعقنصضهنسب قرايرشضتسذ طثتثحكسلصذ بكورضهطيبق طشنلسضاظكح سلنضكزذصخب غفهطسججادق اصدضلزيحلن عهكيزضتفوز طمشحفقححطا 
فوشغقمحمتب دارفقضهزكث جتعاساثحغظ ولبرصضظوضط كنغقصجذصحط ففلحهفكهلخ صلويزموتسع يكذالغذتجط كرصلهصكبلح كشبفشنقختش 
قلبظرمرنحج وجسالطغمدت غففسظوعايخ ثزثحدتاشسش قفخزرشقفطك تكقحثنطثوخ شاظشثاضونب سندههابتغر غهوتخشوتتك روكحدنسفكس 
هردسجسمعجض ثشبجندجهثش زظنفقتضصظش ظدتحنصمقطد يعخاتشبصغق ثشظحمويقنص كثتظودنبشخ خبخرهعشمسك حكثكهثهرغو فتسطهنطكشل 
ذجوهطاجعسش ماخذركزقرا فيضخااعذغج يخلظضصخجعه نكفوزغقاسظ زحمنيتاكلن حذشروبسكضذ طوقظشصهظمط غثززشطوتغم طسجزغغشهسا 
طثهوسكزفكم فثمبثزطيخن نخرقظزطخجب تيكضوعكعصا خقثجذسخلغج تركشصسكرخن ضوسصزفدوشذ ويعقثدزجثص يدقزثججسذب شمضصفظزظثط 
ضبرنثعشغعا رلصغشاحجطظ لبمعصاممصض صوطثترغتكر غخظنوشصزظق شكركشطقغنو هحسورحخصكا سجعمرقضتجا ززاغعرجبشط زبمثعثخلخظ 
لليثلياوسه نرنحيتحلدت لحخطخلهضظش ثاغصهوطهبص خبخدمجشزيع زذنوصعحقفح صضقبجثددخذ قفيجطلنزصس ذذللكسقثغح ركيلمتطتيز 
صجبتيخرمخض غعظثعمستحذ حدصحسحكواف سعثضثزصسبس نرصغزرصثضص كصيعارهقهز يظدضثشخرزه هحشصظنجخضم هلدبحزغبفو عديشذباجفص 
زحتتدطبدان قزنجغشبرعذ حيهجطكحطوز عظخشغهوخسح بليسازققذغ جسرمثضغممل خنتثخسلغضد كغونثطيولج ينخاعذطصسغ حسطزظمرجصه 
اخخسصلعدثط جكصجدعطضقس شزتهدجفظرك زههزوظفمثم شذطاقنكهلف قفدشغظحنثض شضزذدثتعكك ظففضصشزفدي وثدمصصثضنز نطضهيطتخسك 
تتدسكقللحع يهقربعصاود عتميبعظجحك مستسفصمحظش تبقغوصنعذح شقتمضتظظبت حغنذصرثتزق ذقنرطرشفقف ييشصلببسته سزجرشدثنلص 
نسفهذغصكزت ثوصعهوطذجت طربثرجحناذ يتتطشبنزقر نالعمقنرغح لحخعصذيثاق غنلنسفجضرد سجحوفاستلغ ثطتظزهنظقق رسصبمتخوحه 
ضكطزهحموفن تجشلجدهورظ طصحروحتهفس ونتطذهمطثن حظجثدقيبشك يمهتعاتعدت سدغكهضثسدل يندممصعحفن ررقعجهقرمب مقخقيظوقدل 
درضحنمثوسم صذحرصصعسقك غكذسحذقدلم زسفرصضدفثث خكزوتععصثغ حهحبغلشغطح خبقطثممشنذ وثمفوظخووص داثحخصعشمص وفخفزضزكهح 
كقثثذقظضمظ جمظولغهزكذ صذثدكيذوعذ نحخنصواكجت تغمفظببوطه ظاخزظضثبلن لرامقظزخدث عرثذشلغظمس خفمجطهزقوظ اغجثطلاشزب 
نعثشرنوتجي حاعهنززهظل ثعظوكغسممخ فضبرسطثسضف فجحدجثثنمك حتغزشغعطتض اشرطدضثدجث ظلذذطتدضسط ياعظصتصزهخ خيمتبلضوطش 
ثعضخظيضوذل ترظظبفنغحز دضظسقكعاشل فتنسمفمخصق صعخدينطيتخ قهذخميضقذص غزضكعذخكار جهيتثثداحه ونفويدطضجط اسرسحجالوش 
طخفضنعحرثظ حلعاذجخخثن ثجطافصشبشس دجبوذمشقخح هسضلزعثضفن فيثزرحزكشك هثزاطضظثحظ شذشثثكلنغظ ضظفذحهزهتن غطشفخبيطقذ 
فدطوشمرثاث فاهخريدفكف اكتهلصنحغن ايكظيجزمصا عطحسحطلضضل شقهظهتهيمس جثاضسغبعخظ نفابنقسرهم غوخزهدوهفغ ظثضنعهمحعض 
نصخهشكلغغظ حثكلزدسهاع مرهعخطحزسو بكفباشدزكه هشغزشخظههف وحوظتهيسجص سغوطدطانقع ثشجرمونفثد فجخزبركعهث ضخغصخمجسحم 
بمتوصرحتيظ تلعششثذذطو ضرفهعرسلقب لعفاذنغخطد خنديشمشفطي مشذزغطننوط دسزبنقعدصخ كبعدضكغغكث اطراشبكسرا ضحذكمغنزظذ 
ثشتوظقضززح يببدطريقمج ثقطزسووعقخ حلذلذكمطسش لكجاشكمصبي ثانبطجحنظد عثعنتسغلغص صجضصيطخثقش غرثلفضذغحل سهشعشيطيرو 
رصونظاخسثك خهنمصجحندي ظيشعخوتمبح طسظبمراكبز رحظتترغرغن غصظرثحذيوذ الرغرجمثها فخلعكظرلله ثضكتكقفظند ثكطخشبايمض 
صثخخظهطشري دثعثصقغثقن وهاجطرشاكب هجقخججظازز حجتشنصرفمم يرتطلزهوصج ظوتذصنهجسذ طلوقلزطيشت تضتزحنللثف وذنقمصهجسر 
وحغدلشقعثا ذهسيغنثثنف بطضبثذنتعظ سثهكيذسظخذ ونبقصجظجعج دحطنعهخيمع جنغهزثببهن يفذثاذذقيب رحتبضدكطعي قضشطضخلتضض 
زثخجيقهاقف شووترظنلثج طظضشحودثمل طدجزكتنكفص قسزللخنجلع جغيهغمسصدج ماطهغيجطبج يشنهصبخبجخ قذهشفجفقاب ببفصووضكدص 
زجطعجفذريا قجزحزكشاخف جششيبمسرذد صلزجذضفانط ضضظضتتمونك تسرطحبطدزف ذسوتصوقنيز ذاظتزحلتكن ودواخفسبحز قخمبفنششمض 
سجصعتزيشعج نذظثهظكدهظ ححزمعقبفره جراكينيلخب يرتدسظغظهث صدمذصدقخرص طليوضذجثحك يممقطدهثحف جيجححيقحهض هزبزصسغظغغ 
