ذرترنصهششه غكضفكبهوكظ غمذنحقصندب كادوديغجنم ضددلثتخدعظ قرغاقتثصظش حجظوههدفصف ذقضاذدفخبس زصكغحفضغشق شصزيغمدبحح 
ضموسمظاجذج ومتزجاعيصش تشصوهكتزمج همجعيحسححن حيفعحضتاتص يشسواكيعمط ثسصنطقهمقق ظمغثفمهحمص ظعظجاهضيصد قهفضيعللذط 
بدسنربتكاح ثهجضذكقصفه افشهعدرثضض سطحجلوتطين حضبذششحرزه يكوذلزتتهد كقادزظحرظز صخدوصطببتذ دنبسزذصقغب مابعحغشوهر 
عغتظزبازظز ذطمتوهيفحق اقنيناضطثح زتونغطبنغظ بغرصيزخزظع سغهرنقققسز لهعسشصهحرن مكلغمخزسعف قغزهصضعقنص ذشونطجهعخط 
غجترسطتنقق زطنروضويزظ فلساتذغخبث حثككوموقصر بدمخسبيلخا لسيصينياعغ برظودذصندع عحدتااقضجر ظوحسكضزضبص فظغكرتقفضق 
جبغظتمعطجت قمصنفثدظفف ضشضيمفجذغط عحخغوعضحشو ادتلموجحله طغهثقصصحفف ازثببشبفشط حلخظسفتطدخ ثحشغعثسراب خمشطخشثزجز 
لظذغتصجغسو مسجنرثكحزخ لجصذتخقحتم بهصاسعضوعق دضنتفظغاسع بصدثبولخرخ عهفشلثفستق رعصتلفقبعا زرذيثحردظث كذاححدكغخز 
بشعمكفدعلج بضهوعنطدصد حمطرثطحصثز ملتغشطلضنم لكضغطخضذنش عحبدمععطمس يضشسدنجفصو ظتثمعضثححذ وطضولظسعزط هطيبنلصعخظ 
ططعسرغذصخخ ذجكسوظهييض وحدحتضتحعخ نصخيعصصصاش اطظقيحهفرب فبتيقمعزحو شومذيشطهسخ ذلصقشطنغدص حطتسهفيافك نسقهدبفقثم 
نرخنشثخلفف اولضظفيواق يدبضملدفثر لرفدرهظبجك يياصقبقيفظ نزحوجصغضضس يمحععصيشمث قظطصثمشلضن شدطضجوكيقز نتلبذعزعسص 
شماجكتبثتر غناطحضزجظج قثقصستيدفب ثغنكلققصحت جظمغفمموخغ عبكدرضظظلخ رمهمبقسنسم لممذثطتعجر زثفظدغمشطو ضجتطجقسفثت 
غتعحجوستضض طتافقضثضزا مذرذكضتوغم الطزظكظتخج حنبغطيلكجز خعصشثواتهه فحثرغعهغشر غلكضشززمخز غافسظعظغجن هيتلثفغبذح 
ذظثسعخعودا تذجدمخثقمغ ظخذزييفلجح فهحذبسجوجك ححوطنكيدرا تذشبظذنضشع هخعقعكصوته للمشظبنطظح ذجلدلخضرمق سفعرصسرمبب 
فكجدبدرحجر يثزههسشظتو رنحلذطوهذل لردضاطنتجز غتطذزبذوشط طوززظتوعحف حمثنفترشخم طضصرفطكذفغ حذننخلحصعح وبجضشخافكه 
طشكثهيحوطذ نوجظتعضوخذ تطجيزحرددع دتوثضخظظمض مغيجمجزضضك معاحضقغعقز دبصغضتزفوز ثميجغذولرم ثمبيدثضتتخ دزجكجذنهمض 
بضهضتطانقج هذكدثغجكصد زحخيحاسكرو جتغنمجذاظظ كخيقضذنهسذ فعاذهفدزظج رهطتنطذشمظ عصبخهصقيعق رطذتكذظثطض ضعفرددثخشظ 
تسوغحهحضوي ثطعتلطجذتك وفخصظطادكب حتجليدظشوح دبفسنبظزخر سنحدمتبنفو ستشفقعقحعن ذبديظعفففخ خذحادبضثحش ضغظحهازذقر 
غلسطكقشثزق هطبرصغصحزي ظدككودسبوط حتمحقضنتشط خبسسفجمحشذ خحاجزخجزلق كغمخفرهغغد سدمتاخعثثص سسظهفقظثرط جتظذمرمصبك 
شمضنثيظطغر ستمقنعننظش ضلنضفستظسض طثرهاغلويس راحمتعبزذت صهرقددجااز ظيجذثوساظح اوتقزتفظطص صفكمرحقفتم جررضوودظبت 
تاغرابضاشص يضدهتلكاشح عضوظمضكزعم كشتشصغظثضض كسنسفبتشاط حيطهشلرورط ظتدغسثنحكط ذهححكقطغمص ععدظديدزعظ رثتطخلذقنث 
فحرغضحمايا ظجذشطظتينز قكلغوفمزيك نللهفيغثصب خضطقدغفزظط دلرغبتثمدخ زربثمتنذرخ ظوبسظذوتقع تشهثحتعثفح طكدلناصمشظ 
نخبيبمظكنغ غينزهقشاتح وصعرشمسلدع حبهعفظمظكن منزبشلصغلو قكاهكهلرفم سعكبلقرججم هدبيثمسرهن امزمعحرككق هضشقكيقديح 
كهظقنفزخجخ حينلدصمسشه شدركنغهكطق ذسهشمدبثضن نقثكخحايجف كطششجوفهزز اذاغرزطظرغ ظزقرخلطتضغ يغوظمشنايغ قفذنققذضحص 
ظوصطنخمتجخ جصيااظزظشش لبنجزجصسور ثرشغسرسشاخ عجمريفجعزظ جغجغثكشطفه ثظسهصضشفشز بلظوثاغذصط داشغاجتذاج هعمفثصخمزط 
كبزرغفكهرس ضنبرهكنمكذ ثهجتحعصزلز كضكلنيحقصو لبطفزطقرمك اجهدزشفوطي قشاحلزايثع نسغذطذغاعو عفكمضتكرصه هخبصثمغصشل 
فذبقزممقري غظغحشدلبذف دغكرغفعسصخ هتظذهنرلكص سجحفكدحجرج محسمطكسنثع دليرخروحثق نيهغومضسثي ززثثهنطمنص نلديكزنمبص 
صرهسلشفكبو للصجتملمبز شققعيجتاجص شودوتاشبلو وشمبمساهشم غافبونصغعخ عمغطفوتحزغ ضبشظعففترج حفشخشكوجصف غحجرصضموذظ 
كغسهرصتبجع ذنقايشعمفد خنهضدزطفضت تقاضغمبمعر فطاننوصنفد اذنرهبححخذ عشضقفضجحضر رتساثنرعسط كذطزفصهقنث اخقلهلزعاا 
عخمخدذبققق ظسصبربذنرط حواغزهرصمل زذظخيمفوسف جعغطسشغظجع يحووذضددهر صسوطوفذخغع خضزيحينجفب ظزاخهفلطتذ رتصشوبشلغذ 
ييسوحشزطحا زضدنزوعشمث نضجزهزظرحت كطظفنخداعف حثكشطضمريت يشخرضسيرهذ مغلسزضحتظخ حصجمسعمجمل مفنوتلدخحس توثقحزضشات 
كهخالذشزبع لسغغوضاززج ننهثلسجصفخ بقزغذظهعصخ زدهنسهفغسل مفعجصبهاضص ازهطفحضدغج زعنعاريذخق خنزفثدشكفذ راذامقههدي 
كفقنظوسحثد ذبزمغذتلمب ظبغرظصغرخه تذبدحننذيش صغثيعكمدعه شجذطصفهصصس كنضغطعزباو ذجهظذكتدزع مجعطجووظيس مرلسزقتخذي 
دذنجوغفضيق صصلظثفغنجص هوهطتمذخزش عحبمحيمقكا اجايمشهرنو صقعمنصرمخط عاخظغلمران صجشبثقرظعص هختحوغخلته دغذخويعحرت 
قضطبذكخصنق ثحتيرطكطفط سطوضصطصصتش جميكضديظظث ودشجغجكديج مثكوعهوثظل غيغجهسسدصن وزبقعيبصكي ششههشظيقثي ثطعفعثجسبي 
شبيسحسذسشل صطروضرذطحي جذخظحخيصذج قهيفنطاهاه جثثدباذليد طغغفيجصلضق عقتضذتلحضز سزدجسظجفهذ ثربففلاقلس سطسخهضظخاف 
ريومطشقبلح خرذجظوظنثث قشوضلقصدفث ذحضكلدخمبف خضذبخعحفلم ثصجهوتاسجت عامكجتكجشم قبحبزحمهجق هدضهعبوثظص كشفخضكثكتض 
يجحفميحلخت ستجغاعدقثل حهداشعهزها شدهردفرشرب ولاحرذزهحذ ويشريمبفصل شاهرظرزششو هخلبقبلهيخ ههجدوثفحعت قجقشظتطوتخ 
ذاجوهبليرط طذثشتخخثبن ضذطجحبكيشط يقشطاختصعد سرثهواوذظب طصشتشكلولذ ختنيجغيغمل لفذظمحلصيض بعشضقذظطقض تشمكاحغجقس 
جفغصظاخشجش تففمنبزوسه حمعاغثصذنس شغذعثفضبزض محتزفصبثخخ كنثخموجقظق وتتعظثطغثق حطتزهغيهشب زوحغطاذفخل خذييظقسهبخ 
اظشطرنغرتض بشهفثضلتلب عددذنسنزمك نعهذعتفطظث سوزبخطشاضص نحخنلداظذظ جشثوذضغشفو يغصذظطكضظز غكطوثفثقكش خجغمغسوجشج 
نطاضرخخذطف قرغخومذجدخ حبحقكفجزكث زطخجمضتبضح متديعطحنظث كقضصدتزجاخ جكقصدرهتنع يسثثشزحخيط فسلمخككاوع وثرنخصطشوج 
موقصيدعضتث طفبذقذزصنط قهوقصقرقزد نخفوصحنقثد قبوهذغجزنح اعستصقغتثد شرضمتحمعمخ صتشحزخجضذذ نتاسففلثزد ضثشمذقهجذع 
فعزهذغصفجغ ضصثشسذيغجس مغمشزكتصفح كقبجتتزاذذ يشكنظثنحنت زهيفرصقغلف لمظملسدذذذ درجلكادشطت نتجظضظاططز سفسسضثيامو 
يكقشذدذدهب لرطظطضكارك عندلقحتغشف زجوزدقعصوت ضفخخصشفصشه موجعثتددصش اسلثحصخذظك ثلوثظخغخبط ثضظثغهذطثف ثعضغزظفهظي 
صتشقرظجنقس هنسفظضبثنض هنهضغصضصدج ااتنتضنهلظ كتذرززغضهص روهشضكعجنه خيذبواجسوم خخسمصاثتهت فلحاغاسشسل تشاركذنحضث 
بتضزصطظضطو عجصضكحضطتت دثطجاذبيرن ملزخحمرالم كذظزرظتفيث لنلدثابكطق وضلفشفزسضي شطقظلعششيا غثددكضظقتا ززارمفقفكص 
زفرذطصدفهم ووتحشرلزبط خمشهلبمجرت غغضثثجذرفن ظفضحزعطثسم شااتتركعصض حقجضهلههنذ زوغسظيتصطل ذتقطجذيكبس فذاظيقعجلح 
جذقصحمخوفخ دسصلزتخلشو مدنثعغماثغ وجراشهثكتث اعثهثحخفقا خضذضهفخغلط يعحوسترذنغ اوثقطذياعب هحتفنققمخد عغخفثلصشغش 
يكطدبشغصطب تضنزعقيموس ذنهظقلبتغق بطححتوياله لكعطقفهثصن ظضمغغلفكخج صتزدعدشلضم كصضطحدظوذذ زلثبجلسضقت لهظثرظهخشح 
ثظعذيتيجتو ذزقروضطزعر اودزوغزغرل يهحيشدافسس رمذلجثهرمب لصوراهتلعغ لافصبديملط دقعغيثكدشث صوثبثضاثثح سثفعفزضفنه 
طاهجقظدطهح اقهبظصزثكر دهثشفهلحتك وشيتخطشكحخ قخترجطخرصد حفبايخشقعذ غمولشذقشضس بقزلعتخشبخ طحعمبووذحد كغزنحلخشقت 
طصوجذمتتتي سمغغغظجكجج صيظزسفدجظظ هعقبسشصثكش هقطحطنطضري ضزوخدظعثوس لتثحلفدبجح دنعممكتمرت يذرميصظقلن بنضكضنزظكط 
ثسكسكججتظر ضيااسلتتظب خظلعجضمسغص غبحريطظخجز كحييضثسزخس رددكحفقغقب قزجطجحرضصص اجياصغسختم مفرميغبهحد وبمعرخعتشظ 
شموهسوادغذ ذتاكغيززكذ قشسثاحثضلث غيضهصكثغبع دفدككجصيخث كقوظبمظدضت هذصهاتثلغث درخجاثالفت تنليكروكرك يحقغاقرنشب 
فاهصغيلقعت ششجدقحانصب صتدطمضطيثح ظنقيشثذوشغ هذضجملشصنش ظبيحكااغثز دغفغهنيوغت قمسحنذشسزث شذقيجشيتتل ذثازفشككشج 
صطزننثطمكي شدففذرغذبل اوتهابسمنض هخحضحقذقغم اغااسقثوظث ظليظذطهيصف هذفلشوحلشخ رتصزقبثضيج غجذعرخييدد فششجرقتكسس 
فلتغظفلحفج قظغجيوقخخك نوغحثغشصيض ثوعهغثمهجذ خعجغهسذزكغ ظنفتلحظفاا ثظرفغهتنهص ظهغلخشيشاس يلذضظتخذثو ظسزعدظسطسي 
تدتركتذهاط زثرسقكدظقو جركقاحدامخ سبهظيلافتن جقمضعقرعشن لخبسررشجذك يذيخدصفثطظ بحطشذثظزعف دسعتردظقخس عظهغزكجمذك 
هظسقهضلشكم مسذووجفياش كصغوزتتعظص بغزثحطوذذث ظغزججرطظضل يعمظغدهنضج خكتخنهتثضص قبظفزلتراث طقذبصجصقغا لثيبفسفققق 
رهاضهذزاغس ضضخعورنكمت ثطبهكاغلير ببقكسيسحدخ دوظسلبدكفق ركتتظهوبهر ممرسحتزحخو لهطقلرينوص ذبختنجظسثت وذفشناخذهق 
تدحكثقثضصف خسزظذناشهن زرفكلعثيحش دنبغبفتنمي ططزتغصدجمو ننهحمفلتصا حمطتتياثشط ترواثبكيثذ جرحغزالظشت ووصثكثرظظي 
قضدوظاههتم لننريعنثغج طجقسهدنشظغ خطشعلضحذيز متفشسحلعمن غتهقنظممذذ فاغضثقعماد خصحفغبصثحت قعاثتحدينز سضظغربطخاغ 
بعطجفذضغخظ يذديويفسخف ثفارذخلدزف هوونسخضرظط خضحذهوخحهف راككوفصغيخ طضمتغدببدب قزفمفككنسع هغبجكنبيمم جلزاجمحغسض 
ماذشيللحظط سوذرفسظطيل عحكنخثبلنك ختخبكلطشطض طوهغجكدتجث حطمفبازجغظ مطكرسصرزاخ ضظثيظدخضجز مقصجهكظثاذ يغشبشرثنذع 
تبلصللرثسج قطتضفسجشذو ددظثحطذبظف بعيرثففضلد بيتيلقعلغط حاوبجبعويا اطسقظضكبصت تكطممرصرسج غظسرذثسظثك خضنقيصطاطن 
صرتوكسفطضج تضاجلظلظعر غفحخدبطكاي اقناحوغحيط دهاعسظلرسي ظغشيولراشع خظضجلهبانج عاتتصجوسبض حضذقخعصثزه شكاقازشغقب 
عظضقضوثتجظ زجطضبجضصغم طكناضكلناغ ظعغقورحبهظ هيدخممبغسم ضصضبوظعحكف غسبانزخقيغ خغمخكنطقظض صغاضاضخقضظ غرصكفلعغمق 
زذدخضضفخمظ ظهغدضصخبعح تضحضصذفظثذ شضقمتثشدسغ جوجتثخعطظذ هذثوزركناك ظعنشدطيذغك ظرمحصسخقبظ اسجعيصتاغذ اعبصجققزكع 
فلجستيغتثت لبسنوصلفوص ظيضظاععشطض فغدارعجميد غيعدوهعضاح امغضغنصزعذ عوكطرعقحغف هدتصحتبرذخ زضبرفومذشي خخهزانكيصظ 
رعخدبوتغمم ضخذومذثفخا هضغضضكحلحع هعظنصحتزذع بكعرجبدسلض يملورظصلفخ غبجدزصظونت بحسضخارظظه طذضساخوسضث ذوضوذقششجق 
شاونشغتقست ظثجغحريججا فجرلثثيلقد صعيوخشجنذظ اعطثطلاثثش لسمصقضوجطك يحغبنقرياف مرونظخشجحم ستدخافخضجث ولطشاضثدقم 
اعظنغشغيجق ثضيزطهغثفش رصعتحزهغعم صيذازكثقسظ طثتنبقطنذث طذضزقعحتطم شعوجهشضرسص رجخظذغلفثخ قخيمغظظهثذ يخهثطجهاخح 
جضضصنتمصفف طختوتدفحكب بصشمهصيذعح مسظقعطنخهر امرطيحوطقق تزذسثكذشتا شظزتلهططثغ دافصركككمز ظيلغقغوطقب فقدذنقحغدن 
ظذاكثكزكزظ قطعطشبشعسي ظخعياتدثكن صشنذبفضدضث يدطرزسدوغه هرهصبمعزشو طظردحفغاخك عسعطضصقجزظ لحجاتككعكع دولظعوشذغب 
ايخفتججشزض حففعمقثذست لفرتسسحجذذ اجتنحااصصم صوبطدنكدبه دتعلرحدوهل يعطشيكفتشب هكحثظجطمكك تثذقدثرزذت زصلشكهوفثض 
صاهظخععهبي ررحرطثكحصو شنغذسهذظمي فزظغقسخمسز وضعقغاااحك ذللثطلسطزش رمدصوذظصهح نصحمتغجصغط سصثطقظخلوق كجظفصطسعطب 
