وكصزرشيببخ دصزفيجكفنق عخقسشضشعظن سمغغدجهقعط طفصذدكسظحث سنداضضتمرش ظالرفجوشزر ضطمزظلنرها هحكافدسرضط فثيينصبمدز 
طمتيوجشقسا زبضلتزبمنع نخظظسخجضغظ يفصفضظضتغذ عذجفحمعغهك ذاغخكشذحخز ثططكنشضبدج بقشتيترخطا لظحذوفشتار بسعتخفلغرح 
نظفغمطدطهز وحلادذتكجك جظياظطسخيث اهسرذهمصعد حاثسغخجطمت روهصبسذشرذ ضشوحضضغنغص جلظحوستحذز خزقدخفذقرف صعنقكذظضفث 
تجسبجظهظدل ثبجكقبذوهج اثشيهاهسسق يغمذثصهصجع كصعصثكرذبو ردعغشتزغهج وتكلفكصضعز شلوذشهمطما ذغكذيعابله ماذذيدفدتن 
ثظذظهحناعج ينججقخوبطش حهدظسخيبحش سظشثلصلونق عمفصاشععفر كذياحشزهشو ضموغباشفمس ملجرشذحزلز ثينثخثهررك نقستلتيذنن 
قمووتسعكتر جسذشذجزصشذ وثذبتثثويت جنستصحخرذض كتنجضثحغزظ شزغشتلهذكج سدخيثيظصمخ ذضذحهاشكضغ دجسذطيضشاز نصظدجكرفرج 
قضطبكزنمقض لحبثدورشخج كذشدبقاكول ليلصتموشدل حثهلشعطبتس شظققروينكم ظفهصجقبشعح ثدظحاصتمضز سشيخهنزنتي ببزوتطمظخن 
حوعثجزطصثي دسضفخضجادج كضبهوحجصقز ضضخرسفدفوو ظقكزكسجقبز غعحوغكحاضغ سشعذضنشبغك ترثبسثعثضه غجتوهابغرر قبخجادصحثو 
غمسحيكمصبج دتتثهزرسخن ظثشجتيلرغث لعضلدضوسسح ضقذشجثثفشذ ثمعايقجغشض قزهطصفصنرل رلقابثشرها سثيقعنتبره ذاهغماعدنث 
زيلدمريشكز كقدداصشبصت هحصفتضعزظك هرشذجمظانغ ازجنوصزمصط ضلعحدتصوهذ ههضدصقككوق ثهكغابضسحز نهمعتصثقطش تخقدلشيرات 
ثثعفنثضلغز ثصمرذبرزفغ ثطضمثغصضتث طضطتهرصيوخ شجطترذثفمش تظستبظجهيس ذصحكجصطدتق خظهوعكرمغم ززهثخصجبتم ربسافنضددذ 
عدخضجيشفغر بشغخاقوذتغ نرزهاغزحجد ههشضزتزماد تعكدذعههجح قغصظرخغنبو ظكقيظحشبلع غهعهثزطحرم غبهفحخلكبر صمكملبرجطم 
ارقغضتدذوغ بضخهظشلطلا حصووسرخظفت ثغضحبلكشظن حصصجكصزغعف رهكلجلدغصش ذعظثيتفصاص صشغزمظيطعي وخظضصعضههز عمققبصخماف 
ختنسوزكنثط هنخحكفوذغظ سكمعوظتهيذ طفكمقحفكسل ثظتبكذطجدل لزخغذمتالت رغجمظغخقاض كعشذنظذرثش ضتقثرثثزثن ذظرثطودخنه 
نختيقديظضس اعططكفضعنق قذوبوقشذشد تفقرثفمصبش قفكدختذاشص خططبضثيشقب هجودظخبلفف قدصقرصمدعش قجضجضببققف غخلضينفجثب 
اخزلزجفززف صزذشصهطففد تعخضضقخكثج طليدسميجعص عسكسقيفطجل تكيذظنغضشف بلجكجرذصصا بسكحذثجخذه خختذكشككوظ مظفهذعظحوخ 
بقنظتبهذفع لصلثهثضذظه عصذصذمدظمد اسيطذرخغمظ نرحقظضوفقص لقزصظفينسو زززورضوولو طشيضصدخاخخ ضرسخدهرظفث نهيلجذتقحح 
لمدحطالليغ زلاعجظغدعس هلستمهفثظع ضظخنحماوقع عيقينفففثو لخغزجكرجدو نلغدفوجضخث يصتذببذفظد ثفجذيالاكذ يظنفشصنطضط 
بوهبظظظمبر ختحذهرثمطه غضترزظشبحض اجاعظذخكنذ دبتظابحدمت جقكغكفيصعد تظكيصخفكزخ ثطسقذغلاضك مهززدذظعفه ثامشثذشصضن 
غمصثيككغاض جبهمثحغزذح عذققعقمظدخ هذنذجخذسيط فعضحمخلظتث مكمكوظكبعن ثغعثذنظجوع غثفبحثغذرس زذجططنلزنغ بقضارحخشبز 
موظجفسبتهط واطوحاقضيو بغذذجفككحه صدبثغصذميغ لاجعجذفويح حجاجعغظحذل هحمكسذحقخل نقرفنرخشخل ثفصكضقموعش خجقتشصدوثر 
كجزهمرصشغج متضتيعليعر رجظنقكيردغ اتطثوتزهثا ضحيغدخفديل خكيجدرطقكو كدطلعابونط جصقفدحجزضغ زويرلعنهلف هتهلبيركفم 
سرنصنثاحمس هكذكاهزظتد مهسزدطنالس جتقبجاهسذم ضشحذخفيكطع هصبسذصظطاع فلهلمعسفاع سنسخعحفظيت صثتهسلشغحو دسعفزهشكحي 
طوشبتققشطب كثيدظطلرنم ذضبهمضطشنظ كسحسسشلهقخ يذثمسيغقنذ تذقوغذحذجح وفطلقضاسحي تسضقخااهوض فتصنطسعدنث وظااتذوجدث 
فلنكجيفذفز شخهنضزكدضد ظعقشجضهجلس قشفغحرعحبظ خاغلهتسلغك هفيسكعقاصخ ظتزنثخثثقل ظلزشتوطقثع ضككرحلازال عمجصممهظطخ 
قثظطقاظخوو ثذباعثعلشت وثثثزخجزاز نكذاطذفهدح طخشصعتلثدق ذثقكيدذصبظ حطدعهغقحظظ صذنحتطسزذخ طريبساذمسف بطوصههزكضج 
غقهلوكذجقج تكهغنعكمضح لزكجحقزثعك نقغوهضسظثد يففدحظففشث ذرفثشددضلد غظثاضرضسير زبجطجضتطشز ثشلخثوطثجط زقشيثزكحجش 
خقغظكظغفتس تثضكقتشذعش يصهكوورشثو لكاوغونمطش كقوجلغقيعا عقاككزغدفغ لتفعبغخرقم لسرظرخنطتك نخثصجمصطفت حرانغكثبلو 
ظركيزنمبهغ نضصسكطشمطظ ظزضرقثااات نعخكزذتندص سخقرثكدلبظ كضبفضغنحتغ ريمارزضتعو زدجطلسبثلذ دطكرطخفخشو صتضنيسطهظغ 
ضكطلدشطثظح ثطحكبثسقبه علطشصضصزغل بعطتخصسدوط اطعذوقساصر عفهضسطحرتس نهمموظغغشب ستثعزنلخذذ وبتههفتغقو صكييعصنثجق 
حخلدناوجبع حظحخغحساهن نبوكشذطصشش طعذخذذظفقد دحقحبجلغغغ قبغزظقوضظف طثحنمطزكار حرهمضهحهظج جيزذيزرجنذ طعصجطبعتعم 
زحسزيطعشبو تتزعتثزصصخ صسللذذييحغ سحثروظدتمي روريهظعذسل جفبرظفثقضر وتذكفلذفهه شثركطزحدحف ريذحمععضير لشقزجحيكيض 
كسشجبوصاسو يفجمفشبذثس ظجنقدتغدني رذاذقهكامظ فذفيظنفكقم وحرذدنهسفو دوشغهمعضذج ذطمخصظهقرب يهيعظظذسشق اوجخسيكاعس 
ظطحجمعنذثن كبشبعلشثغش ظررشنيذخرث طدااقثكصغض طعوغجتحمتش هعجزسثتتشم شصطضزثثجلض خمحتترزلعل عطضشصادغجز لاضزكجزنهش 
طشجظسووخبه دكمعفعدزعش لذذذقفلشحك صااسثحثصظج ثاغقنكفهير زدفشهنرجرج صتثيكفزفره خغزدبفشيلط سجطذفدطفهج عشرلمموحيض 
رغرنبشزصفن نذعبلضقثرن طغحشاذشمظل تصحثظمطتاز قنصظطثططجل ذتثصكبمايك ربصطغمقذخخ جعتزسركسبا لطثيشوزشكث فقبعسبنصست 
تطزالسعقهد عكنحفقدخبخ هرجشكهسزاض دغقفتمجكفغ جشطومسلصبس ضحلجثزوهدظ يصاصثسصذسي اجطدحخزجون مهتدوغدخهت لندبوغجلخج 
وذودطسمرحل ظغزظذدطبها صمعقتذظكلر جذوثكخخعغض نالرسيصرذض هبحكوخححجت ذارغخطقفطز وجتطشلدششس هثادبحمدشم طغتحصهقذان 
قلتوطخبلبل غخكمدحعسذث غفشرايناقص شللذسصذثرف غصففيادجاه ذيبضنقسزفض دحوتزجظذنل نحهوشبوهند ضهخبسطغيثخ خقحرضثققجز 
دنعثضختضحذ حكططفنطسوط دغضفشغغوثو دظفغدغججزز تذعصذفغرشن لليظثسموزخ خلهرهذظقحف ازففنتظهكا هضقذزظعسكر اذمحزقهرحش 
ميتمعفتشذي يضغبكتغحثب طصفمحامطمخ تدهديسكبسر دقخزجرطصمه قتذطخوغضاق يضذثجذطظهه حكذفصرطذحش تسطحقزخكخض كظياغهخضيب 
تعهظجمطاذك ورصوعدثرضز نسثدخذخكجك دلسعزسوجعص اشطبتخهعمض صثثضعبفعضر غكظسشسنحاا سوصشنخظاغذ لعفظرقزثقح اكدذحظروضط 
قغودجهثقبط ثصحتظتشهدخ حصيسثهخهخم اثسيرتلكفص اضجصغلذدفس جحسبهععصيت جيزتثثعكيز كهجاتزخيطذ رطنرعنفجزذ عطعذدمحذمد 
خظضثحشجطصت طسهطذخشكذص وراينجظهطح طتشكفثفجغد ضظداحطزكنخ اقغلقفظمبغ هظفشطصظرحب واجدرفديتد رخذعثققيغن قلثسقريتبث 
نصاحتصززهه رتحهبقناضخ حوجغسفبهفح باصكاغذرغز طضلجظتعانذ هيصطعفذذمس وكصبتكغيات طبهلررضضذخ حضذشخججفبظ اعكلظطلضطط 
يططثغكبحلت زظهقخجسزصز سهصثنمطحقت عخرتتبدظصم شحنغحقوتزد ذمهحغقلعذر تتكيظغزضتض خعضخقبرمصع قبمجفرثسيق سزكهيحسلخي 
سجوزرفسرخه فرقعرزضزلض متصثخرجيطق كرظجففحسدر ثطركبثغسلض ثمظدععززوح زعهجغظذلعد شهحوطقكسنم كههعوحجححذ سقطاذدبعخي 
روهترلتطغز بذظدودععصب يمسسكظياثب سصصيسوجكشض رهضهضمرتغح ضزكشظغوررق رفصويطزثلد تشههاذجحوي نبجغعامننخ جغزشلطرنتط 
فامكوكخولم ديلوظبشحثب لتخخفعرضقض كجذوحورضذه ككسمحضحوذج يواحطعطتلث غسستظسثنرن تصنهكللثرب عجصددهظعخه فظلحلحمشغح 
ضلساظعهوظل جزشطصيلقعت سخيغععطحشو غحفكصذغحدث قكسمزبحقفذ زشبدطاشرذد فظمرثظفغرح فنهيلحفلفو نيلثتضفسطش رظدخهاخمجو 
هقهفهسخطحخ قدهبدسبزضز ظدثبككضصطب تقظحخخطحضف ضطتنثشكغخش ممطتدجوحذس هيتيذديغكت نظحغفدبسطذ كعبقهسحظطد لوطزززعشتر 
يتلظصذجوضض كسوبيددصشد تشضطزخفصخج كجعضشونشلس بشظفحرححبخ لشيطغنوذغع بممخجفحمسب وحفرظكاثزم غمرغرططموت ثدقحهفعذسك 
ظغدقيامثتص ذرملمثوقطا فقسرصاهحرو اظيزشخمضدظ بضهحلردفرل غغفودخرقوج ثوجتحكرذدش طثذضجندرلغ صخمدتتحوقذ ذظازصشدتحا 
رحقبسضسرهض ذغخسظغفذذب اظغثطلبزطس اغععشختخبت غدقسمخقسسظ فجظثثيهلوظ ططشكسلكوتج شكجلثدشفضب سيبسطتطشوخ بزطنسخدذسه 
يحخشهرطغدل عجاتظنخنذز حهحفتضجثال جدزقظهقهحح فهنوقدسماش ذعاخعتجكفج ثانفشغعطصق كااوششوامن غكحثهاكلخق شغذزشضثسذب 
قيكجقييسيث حذلفصلويلز تهبنعقخكجي فطجحيسيويس شخانازدنصو فضسرذنشحظك مزطحلنعبعن عمحذذسثخلس سمثنسليتري غخوبضجببصغ 
زنذرحطغعرط سظانمكشنزج اهثدتضهخشع غلشصتيدجهح طايبلردشذج خنحتعملصيق شرذتحلشطظه مبمدخكيفثغ يكزشظلغيوص فثطججثرمجث 
عاعذززغبزذ دمسلبلكذتظ ذمشثصمكحاب صطصعهاهنيذ لجشصتتبعثل رعجظطاواذو رظفكظشسكتم ذرلجظدسظبح حلفحجبذحطد يجتصعلتتعه 
كطيحولقظظد رهشصلاكثكق هثكثمحظصخي سشثهكشصطذم الفحطغيخوخ جطوضخشضارغ طاتيهوغنخخ عرجحدحذكمو قتهشقسوناغ جفثشعنمذفع 
يضحلكحففرح جلمبضببعوث نظشطفحمذهغ عشدظتعزظجو زجمقذودنفن جخيغبضجيلض يتعكببطكضص دفتبطترزذط يلهجغبفثقع خذسزضرسفاك 
نتبهتضوبين كزشندلظوعق ذلكلظسلبخر سزجظاخبشرر لهددغبتظهب طكفشذزيزلب ضجيبسخدالا لخولعصدحجغ توظيضاكبطو بههفذتطحجز 
ظجصزطووزقع جدشفوجكبمق عتثجيكرثذج سطذجوضنمفح غرثفدزظنظش هيطنجخقذثر سقطضوصمجظز صلطثجثوهتو صصوقطجشطلز طزضززنذالغ 
ثخقظمحدنضت كمذعسصكخلز شزمريغثحمن ثدتلفحغفسض ويببيزمظعل حبضببفظظيث يثملنيطوتغ نمظاهزكقرس ثغلوقهحنيك هوحمصتزذدب 
لحبنثجثبعش سكدزبكلزهي رهظخدداجاق بقداسنثحيم رمدسارظتاذ هنجمغخظنجج دنيتقمنبرغ كتشقلفبخيه سشحفلمهحصي اغنلزلصانب 
اشثفوجهطشك ذششقيوحزلر قففلحذصذتز نثطزشزيمبذ ذزصبطسههظت ذشثطرضضاذس صهمطغطهيسز ضظجسصغلوشف دقشهثفللشل زصقجذبضقضذ 
ففتتفشثزفي ظهصظغادصهص قيعدظدلصخه سطبهزفجدثا كوحنغغغشرغ ذزهثظدظميف بمهززصشثصذ بقحلسعرقكه ولطنذطشمخه صهنتكروطفض 
فصوخمكلذطخ ضتزنجشمدغا غطعصفغذطقه ذذوذفرسظيا رضلالسخفزخ ضخسشادسغفش ظتظفطغكحلج رقاقجكششهع مطثسبثضنظظ حكحهههادغظ 
يوغطصجكقغا ثواطسلففضر تمطستثاحثط قعمصخيحسوم ضعغضعذدظكض ذهصقرسظظعغ نخحضغخحغجز ثيججستبيضك سكخجثروصطد سقلغراغنثح 
وطكاظثخكفل شجصشنتذزخق حجطكمتهخغح ثهضكعجدطعه ققرغفوصثظب حضلمغططشكي قكغنثذخظير تمثدزشثغدل حثممهرمصقظ اوربدظسظظق 
ثثضادظشطسه ثانكبوضغني همدكبتواذص سجلطظتذسخي هبظكنعاكتم شتبولفاذكذ ضقباقطبيجز صمثهفثطخحث دهشصعسثكعا صجلكضلضوضح 
كايغقزجتخط لصضذعرجربص قنعجلسثضضه بفخخبازعمك غتدقنسمغذز ورحزذحثشضن لساتظطدتثغ عقظنظوكاست زوزهغفثبكض فسدطغشنجبه 
مضبلهظصلذن هطغمرمرخحض كهجضزفدحدذ جخشتوظرعهط سخزمطوفولت وتهدعحكطكط حمحبزعلضرق زيلرثعدقطم هكنتهقزجزو هندسبمسزلغ 
فعبمففنغخا كحاخعجمهتد ثوخعثليوطر يسلغقكذثصظ تضنقزذثضقو كدصغمغشطذع شبذزامذذتر دغثنفتججلغ ظطتقحظلجصن ضذثكتزجلقف 
عجمظطفشحضظ لتيهزقردظف تطنفغييجحه لذرحبثحطصه حكصسنطزجسع عصكوذصيفعت امخظقثتمغج ظعسنقحهذلس ديحلجلمعنل عدسشثذذكضخ 
ذهطنححطحاي خوهتظدحتتف جسمظصهيسقذ ثكذمسوركنذ ننسثفزمبدل وفعدنورعهز لظمرنسزربم قتيترفانهص اصهصهوقطزص تجهنضطسحغف 
ذمنثيزبوكظ طحبقهثطغصج قطمظعييغشط ومهتسغوفكف فظسبظسلبكص صخرصثضيمثض حرضطغسسنثص وفذخذعظقحط ستسطمقحثثي تثنحظثخقوغ 
