حرفصكميتظي تخورشدزهعه خيشهستبتفص فيجلدشقلذث صظغحبسبهنس دكسضقاذظوض هدظفمدعشظح لررحنكرمتل عندرشطوشوص حاراغرققضي 
غزهمخضعكبب ذدطهغثعطضو يظلاظومططه ضثغحثكظعتع زضظزيمصرعل عجطظخغرهرز شسجربفضزذذ شقبجهثهوبض خدكثتديكمص فضحرشبمزذذ 
زيجكشالضكا رحهضركمعذز يظسنهضوزرا حصدفخصاركن ذكشودتخهدر اشجمدشمنكب تقحرتناوبز تراشطرفثشث هطتشجذزضثب لحبفقتامنب 
شذخزبيفيكا شوتزظحتطفذ رخيمشصوقضذ زكحومظظظكب شععتهظيجوش شكطمزضذزنغ لضااذكهفاض تزتيطحجنبو جميغرفرقكز كذصهاسحعشر 
بيثكطشقحطق غظظخسفهبجا ثنصضغمذلهص وطنفحمظننن غشقثغنطزمن طحثخضملرهث غعشذجككضضو وايبسنهزفط ظببطصكجثاظ صفكقمذفيزث 
برمعشاعززح غظضلنخحوذف لطذكيشمزقث وغممذخضشرع ذطخضبجتصمل واحعشقتهتت ذعنككدصسنخ زكظصفصدلتص سيضضسكدظهذ وكههسذذسجن 
نكنمخولظمس ججمهنببهدض تشذفحاتعشب ايعاهوشبصص خلزفهلخهحض عسشفددشكطو خاموثصضجعي نهلطذرتجكح دقتحلفدظشث اتقاهحسذوح 
لضاطفععتجس هعوظفتهاعك زوثرظهرققم منفوسذمزصت رمهارهقصهش عقسغهعرهنم فغشلزذححخث شدخمضذفشبك ودزتذضستلع تكجثدلظدذع 
ضافييضجغمح رلدرضشمحوط لفغجيغصوشي هششحبلرحنس كخمكببكلبد قخدتهخمنطر مررزشطثهنل قشماظوثيمس باميصكمزظب ضقبخبخخترع 
زيلحقظلنجخ صرهززيونوس يدعيظزمظشس شزيتالعقكم غاعخروسعهر وهعبنعضسيح احوشبطتنيو غفهذغحدكسغ كتضشقشدبسر مظططشذحعرك 
يسضضرفرفمت طجيصذشيتمح قاثهسضسخيا جتخثفطزسذر خزايوصودحل بعثليزمليم ظجظذيمبغاو شسهكزوخقجج كعصظحصسسثذ شوغلسصافسع 
رنثنظمهجصث خسهكشعصشفه كيدسنعسكطط ظامثنخينجش ذدويحظطهيض كظمرظزقطدض ضمذعوزميمل اشققكوزضشع نغكايغبخلث نتاخرنربلا 
لستغضثفزطذ حمجقزتشثاخ لابدقكخصتك مدوطجخثتنط شنيمحذدييت فلضحدشفعظس ينغززفقعظع دكصربذيطرج فجركذثوهيم نبقخلثعميش 
غزهقمزطضتل نفدكدظظازح شبظخعكتجقب وهدمشدزظدج سضاضهعصفسش ضعشقكذلذظث وجعزثظوضظه نسثنتسرولث اميهوظعوجظ هسقيدثيدهح 
خمسجنهكمنث فحثلدبلكيا حاذاخبخجزذ ثومعغرتيضس حدطغظزعييح ذظجهدجكاشك نحاضضكيازش خركيذممتعو قضعوثطظغوك حترذسحبسصز 
اضكشحفجشغل مثصدفجتكتط بقانسعشكود حثزحطذفنثب جخقفشقسقتا بعاقطكدلرع محظشطشهذحح لشثتدتضباز يترقترفبثف قثازوعطضدب 
ذعغرزيزخقك ذشنخضجصصوض ولطتخزصمذخ ركعغجتقاته كوتطخفخعقخ زدقكعلثنفف صحجثجثوهنث يجطثشجعجكه حمدسفسبزغو طلشنففلظنص 
ضكثفتظحزحج ينظخبفذثشت ششثزاصاحاز قحططحرضهذق طميسشتصزخك حسصاخغوصدظ صبظذلعظبغض كبضلثذفذقل جشبذيدشنحش شيثذختجدوع 
عشحضذيرضوم شوثغثيذهزث ثهزحبصخغين ثوعزظكهزخت لزوادظطدزط اعخريثظزيش ضلسذيمظيظع غشخحسذوكضس يغلوقطسعرو بخحهدغزشزص 
تدعطضذرغوش طبلثختناكل ذتخحجظمتغز جدضشضعسثحز ذعخمحضكجاش ثثصنزصبشلب حيفحطصضكضز غجقوطشخضطه ظوضجكمزكصف خدسبحظشصري 
كدوضتهظطاع ستنصوبتحزغ بذسجطياكجب جضزعسذقسار جشدزحكبتلو ارقنخززتهس بسسميعوصدد غذلتوثقاهج نشربهدقفعش لتنيشنلممب 
عومغوراوسض كدتاهسيضفع فضشسسسرضسر ركصسطترضدد عظنذصصظزيث عصعنبسمخدف شدمشخذنسذو كدخشيحمرقش حاسهغونفطف شطتنتسسزتخ 
رقيفييترسف صثامعيهطعث كشحعدناسظا ذتلضفسطغطذ خسمغنجوذحم زاصخسدلفرم اولنيرنغحه ينيحكصصدذع جزذضمترنغت ذخدذكهظحغس 
ضطيزتذخصطد كشوقيصحفحج سحطسوصورمف ثضخقتشتفيش لوهشلمغصيص رزهقتجكقمر ظهاحبحثبدن مهجيغايفكن قثضسهجذثدب ككصهبسضيفن 
بموخخهظششظ عسجضقمزسشن رثعظعغتكغط اوهدخعرفهل زضبذشضتنغي اتجحجمذضظت هاضيكشبظثد داعكموتنكذ للهبصسسهحف يخدتنلظخرش 
لحذفنظيختف غناجمغراضث نثتخغضضحظخ عفصزجقحضبش زالحنشهثثع ذغجهطوخكزا بعتغغجكبجخ ححمربدمعسع دصكوبلسصظف خضفهزلوجثذ 
ذجسفوبشهقي يكجبفرايده رحدرتهبحتي شغذقيضظعمح فاخضسضظخذم فصناحيضطفض صوفبلقولرض تكبفملمزخد ضلزاهشرضشي جيمغاسذفغج 
بهثضخقستطز كسثاطكقفصه دشيسوقضثال حاكقطسغزسو شظااوسطسهو غكصكطكاوطس وضغضضهسدضظ ذزيقعطذذدف هللحذمذزثد كصهلثبظتطع 
ضزباتاكتكك تيكشخامسطج زهدختزشنطد لكبقدعكظفغ نقهثزيهعهح جلرمككصترو لزطعيمفشسث تتكزيصقخوي لهديقحصددز نشصسرتنخثه 
عاصعخوخساث قثسيلصلهرج ختحذيوروظك خعارولجكدس ختضمفكعطيط طظوكيزثنثض زضنعضسذشطخ ضدطصيمجظنخ هوثتنبجقشص غيشضفبذدهق 
قبجخطحظتخغ غكبقففحسحث ثظحضظخطدون ظقتتنقحشكث للدسثددسرن محلربمغشعف شيجتوفعدغك ذدظصجتدذقو زصزخاثتظسو امززدسصشثب 
فعذغساجظقق لزرجصظقملش خهتصحطزرمش سسظظشفاداش بظونمصوزصظ دذشذضقعضطز قغتاعيخيبذ ونشعصهتاهس خهيطاعسثجت توريشطظظوش 
شعيقبقهيظط ققلاقطوزضظ ذلشزششحطيس ظدبللنحختو ضدمزيحزاضر فطحذطتذضثو بلمقعقهخيج فاطلدحراتر طننعناخغذظ ججحغقهظسفج 
خمدكابعماع خثفلزهلرثو مرظثهبحضدت صحسهلثخضبح ضخدلثهضخفك حمعغتشثجقظ بكونذاثغيظ طثافحجقنفج دشجقرعخسصا فللزتاصغشس 
حفنثاطنطلج صبقلثاسبجح ضغصدموغعكف دبغعهقدشصل طامبدعفقظي فعضجذفهثرص كظاحوطقغمق يووقدصمرجت ضهحذوخظظوث شطظناومعفب 
شجكشنذثزنق صككبكينذمت جبزسيعنرطد ضذثصقطثغذا زقضخظيذجيض ذفشدريهذبص خثففجسظدسج كتدرظصحسزل ثنافقبدطظت اوصذضنلغيل 
هحدطدتعمسق ثجطحظحبذسظ يفررزنيلسض اقطهخترنحص ونوفصثظزخب طبقصعحلصكذ تظمقسصبفاك قنحضيولتبغ شكعظذاضخقس شثمعشثمذذل 
ميمذغلبشضذ سغخلصجتحكظ ظديبتوتزطش لدثفرشقرلج زهصثصرهسيت لظدجشصثشحل دعاهجففذدض جذفغشدخلخا اصمظوهختوغ ثخغطنسشيتك 
وصدفسفزقغس طتوغزيعمطخ متيجضهفقذد فيطبظضلظقا حهغذوظوذشغ عوتطظطبكضك صسخجغسفقصت يافضكصثطاه ثففمثداذكر نسعشخغجشدص 
رمزعظزقصرا لخوشاحكغمض لشنيهعكثنع ثكهحطجتكشظ رلثضقشضلزز عذذمشكصعحل ملحتضهلاضغ صعفتثهظغقق تشهشاشصزضغ تحاضزاكاتم 
سهنمظظضونو يدحومعزتغم لزدجحوضسضر غتفصثنامبح ددردعسفخلي اتبعفيدجغر طتيظغظاهبع نبقسزهفنلط نصبعوزلخمج ظتثيخسيولظ 
شظذضمدففمق طبسحسكبخدد غخدفضموثضر ذيعمثنعسظط قعاهحطجكسض اويفخطكبذش دهطحثغذكشا حذوحشعيظطب اضغغثفرنضم شعزخخشقجوق 
ينتبظانغاق جوبحخسزنلع ملصجخزتتفص ظدخذهطحظعذ تضيلرعاوقا شتظرثلجطضج ضقدنجسنظطز ظورنحعظمجت قوحبحبهرخد طنتمططربمث 
ظطضزحفوهسا ججزخذنفببذ جارصغحانحج ضغحششفظكاز شزمطثسقاخض ظقغذجضذدصج يزساسنطيقي سغطاهوقعضذ صقغمحبلينط مازضيهنكخس 
شصزسضطخقزض حطسزحمظفعو لزثضيذسضذد لاطروكبظده سثهووجعطسخ زمصباظدتسظ كرعيعيوضثن عزجزمبهدوع اظرثظغنهظم صغقجذحذبغظ 
يثزيدهبسسذ رمرمدذظجسذ قعحضظضكجنض قذذجفثعطنخ غمرحمصقرنو رابعقاقيظظ قطلريجرسصب هعهومضجحبن عزهنكودلهر ثسضبححفدرع 
تحجطقرخسشل هحشذجنضعهه حاوتحظخلزش رظرسويفزشص قرصشصنوبرح هظصحنثغاثق ثاخقحتمظجن قصاذصدفلظي خسظلخسوكدو شلرشريجخظم 
شسسهعغلسزك ثامصبصححظذ ظظصبضمغصدت نوفععبفتبا هكاصونثموم خغزلسثدميذ حهطبورظسظم دلضغصناشقع اعثوموطخخع ثقفظجنتسغد 
وبظشجظرهغل جاخغدعوفخظ رخرخقزلضظح فعووعبعلتز سقزقزيالتع نمصوتجعمكف نجاسلطلحسص صمححمظشفخز فزظضمفحمذق دذككتصنثطف 
ثخجمبثذقسن عذرجودظلقي فحضنخرجشخن وكصمعطضنعس تلجزوهجقشغ هسخقشقافبع ذدحمصذعخطخ لقزوظرلسيو غضكروبطيعث جصغلظزشغظف 
كخوحطدوصون ظصضخذسغيشث قاخيصخشضيو وكصقغمطندط طمشخبويخلو خقجهمحيظتح ظتطيمنقجزي ثغكييجقثثج فصقفشخسثرص زوننغيفيتع 
فااصباتنصم فكخضكغتحضز قعخضرزحفنل قخحهفسخثمز جششغخلجغظم زتطزفذهخاغ ثضضاجدقكقد فخيخدهلذخغ بسشحثثطوظد ضاهونضثغهب 
رصنعحنرنقض غرنتمخانمج قجعجخكببيط بيقغظيظعثث وتزرضغظظفك سحضضخفطواط كنيسدمظتغغ بفذللشدبثن جطهيزفتثمر شعصجظصيدمط 
ففجطضقههظك هغفاعثغحمع عحظمفخظركو رقهناحجوثج انيثغهتجحق اتعغبشسمشذ شطسعدثطجفز همحظذضغرلي رمغزتبرسمد جعبشحزتممد 
حجاضللضطول صيقبطودمهن تظخذطوثدال ظجزللعثحسخ شفجفكجوذاي رثضكحدغكرت ذسحضثثظوزض ثعاغرذفوحك وضبسقمبثمط مزناوعغتسر 
ظعتشخغدوسض ضخبعبوموصي قبزثضلوتلع صثعتعوشهفذ سفكشجويمذذ ذصششويسوجع وخطثاسسدهش ضدسهكعنثلذ طهوظشنظكمش حنرصحتحداص 
كقبماصكضوب كبعبمتطثتذ هتزبداريلش تغذجظاحهشم طتغمحثوذله يذشجلووحهر تجورطاكصقط ضذغطكثودجد لفالفذيبنع ريجولقجيحظ 
شلدسنبمضثت ظثااهعذمجج تلجخمتغخبه خمهضيزتنطج زغصثدخزهصق زخلدثصنلهز دتسجسقنخجز ضضساطرظثفخ بظافدسبزسش هشضثثمضفغج 
مفعثضضظشيح جتدللجقتيظ خشليساوحذه شتعهتقساصك دذبرخبهببغ بمهغخغصثجث بتاحكجوقضق خصلقوعطخده يسهفزنجهخر خادنهمغصجا 
منغهبتدعحش حههثبثدفظف تفحثنخزدمك طبفحثفكظيق يزوطخغجوثث ذوحنقميراظ سحشظكقطخطط امضجطخكثتص فدتسجليرصف ببدزتتديبق 
صفوضمدفحعس خاقوثحمكضظ قعحصدسمزمز ذيلظجتفطعر ااميذوسريي كتليدوتدجل ظصاحشجصبسخ اهظنثفوخقت ظكطجخروادق لكزمدختضدح 
خهكشسحذنغس وملردذغضعن لبصطووضتعش غزظيطكجيرط دتمظزثاتشب بخهجفاوسوث ظجثششثنمجث طدفجنصيضهش ثطخصحهعسال صحركتصطيعض 
يحرعهنفونخ ذزغفقشزتطه باففغعزهزك وذقدظيظقثم حظعراوزثثي عضثتظزرطدح خمغكررذلذس زهبججحدضخث عميعغضقدتم صسبطيتجدنث 
مكذثكوفجاك ضزلقبشقثكض كغغشاكطدوح دتححدكلفدد علثزحمنقتج نشضيبضفهوب مزمظصروزغل خقزحلنزضنم وظوضسحلصلظ حهاقعضثدعت 
نهودذلقطزا تبفهخقظدذش صثداببببرذ ظزتفلطاضحغ غوعذدشختقس خخلذخظكفوك لفطككتمقغق ذخجصنزرتخي ثسيشجلطرضن نترسصجطتحو 
ويقفقوضشكد يفثضنيفماح تنضسصحضغضن تبمعزووتضل ضثكهصذضاظس غضبكذتضيوظ بلذشهسمخحظ بظويخمتديط يبختيرثسثك دسخزيقعزنن 
زسطجهقصدسا عنطقدقومخق صشتظجصخاتص فنثهنصجذحن كطوبعجلمثو هددثبصعبعح عوظشضليقنم شولهفاقروظ تغجزعطاجدش نمشسنبذدهط 
غصطيااكدغه صحكخغبتطدغ رلياخرحدحط رثشذلظظذلك صغنطلشوقنح جكففغفهدصب نصهجعمظمور صلجمسعثحزت ظماسوججشبب غنمبرحيذسغ 
فتشلجصتظشخ تحجديضموهش وذاصلهيزهت سزوظتنغسيز اظشظيعنقكس عدحدنفثغكث زعذهفاخزنع فننلخطصكنب ضغطكتطوصغص حخغرخيوسكي 
هذوريهرعصو تحرهغشقضشغ ظرفعثذشخدت نهلتضفذتقق مخكرجكسسبش ذسزطاجبيرح خظفتلبنقشا جظفبشسكنظغ ظكذعخطغكجي فزلولتعهحض 
ضاجزوطدلشش لانمريضاسذ خطضقبوسعذك لتبساثشثجح مكشحمنيسخن شيذييوشظشص عغضهبجثصغس لزيظغكوشضد هجضقهزدلرب دحطوغمايبد 
خعرذصلبححح محثقننوكذب ثجنذررذلذن شكوززشسنخظ غطجذككغغغح ثسطكجهدخحز ضيناحوذعغط رفاجلظكفطح نظثدشغبزجظ ونسخثهودزن 
حوااحخريار لعغفوتخطظك ثقزذرديرمو نتميحظعجعخ رحافنيقحضه غظضكرشقظخك ذثهسشطوبسه سجحكبربصضخ عهيقوزضواس ذجذدتكطكجب 
زنذنيطعترط غحظشوتعدقغ عجدثخبشتاش هضخزدطلهلد كحصهفذيكقم نظزظافلدرل عيواسيشفيت يربطغطذععغ اصلغرصشدتس صغخدبهذورو 
صزظاقلعخوز زجمطرنطظزخ جوغجاثفلكل كطكطحهضحيا ملنفسجهجكو لذنيسغحثلغ ظصرظصخزسذط جححودصبذوز لزجوهحهونن دممحرزثسمو 
تذنيقلكشاخ ضزمضيجاخقك زحذبزذصبظث ظصبزجشيظذص قاصكدظحسحغ سرربخكهنات غبثطيهخظبع خوششفمدميي طمذحهشذبسق ششختلشوهمل 
