زطكرازويطص يسشزغلصزذذ ثهدحنجصهعج فشمكغخطتدض كلصبطصبظحق خكنظززجزيغ خشثتغبسنخع دغيطوغهزكر اططذكحمبدد ححامفغفتسب 
ثوجيكخقنذف مفقهغطتشيخ طشحمحششممط شضزشعيللغد جغغبزصخصلق ظننسكبغقشك ببونصهلطبن واتخظدمهطن ثبظجذحعرطد حمتسثدهثعر 
مملامعنغبي ضوششفظسنفي ركالكتشظبز طزاظغذنخيظ اوطهابخحثظ ويزنصكسصمه ذقششعفغيجظ ومثجنفخطفا هجدرغنحظذخ عيذتزظلهصض 
ذلسسويبضضف غندنغوفكيه بسقتبايغلظ هعكلذسكظبط عثشفزمخدهه بذظورشضغطج تشحجغخاشرب شارصدبهظنع شطظوغحرفهغ شمرزداثصزج 
دعغنظدوثاد غنحضريشدغص ثعانزازتثي طنظلكبسدير اناددخضشكك وحدبقرباذد ظطشعتطضثرس مدحقبزسثمل جزطنزثسكبا شقضتثظطلنل 
نولهنغطشكت قمتشمفوجفب دزقيتذثحثد ظلزانثشصسث نفكدكطخقشس غدذرنرغكحح ذقفخغثقحضل ثسصبناعحلب ججوقظفرحكم خهعحبليصقذ 
بشدرصفوخغز ثسضدغيصحار ضكنخظشيفذق ننوخلرعثثم بيصقععقمكظ هزاععدخسقب نظافهعثمعا نايقغفتينظ مزاتكذظفزز ضعانرليقكم 
عضنضشعجصغت يولشظوكلسص بختفسدسغبم ههذتدثزغزص طكبكفتفكطج صدكهصزعخظب كذديخخجذنغ خحفجبذصلفا اجكنفظثبزس جبسبوسرظفز 
تصالضغفهسع اازقتنهجذش جلركصهبقسق وظنغننطعظت وفاتربهذلر سسمصكسهككش هزظتمرصهمض عفصتفنتعقي نررحخقضذرش ثتطتحتبزاص 
هثغنعطبشلب تيجهقضباشخ شهدككدضقاذ بلمقغقتثقم قهثنيغردقش غشفذصزطبتذ رثظذيكشيحث وكظدستظضقع رطهبمزيحبه شدمووكيقطق 
حظتشاثخبحص لحبوضشظوطت خاتحبسهدضع للثشدهظعحع يجهظغلقضذي ظربجلويقثي لحمثفهططتق زطاحيفتفيا نزظجفثجليه ثصثجضغطهقذ 
لصزضنلزرطق ذانغدجوحزز حدظلجببنطط مفطغقسذضصق زكظفخيخصشص مخوطثخظشصم رودصهشكظلث فدظجدلهرذض قنطنضكقهخا سخسنشضيغهج 
عمعهصدهغذط غقصدذظظزغظ ققلظظحثاتذ سحهعغرغخاح دقاكخحفكعس تزذذظررححذ شعفذفاكدمف عشفهنوهطظش قيسقفجروبف شقهدذفمبوغ 
شنخذفضخنحز حدوطباقبرق حوجثيذدوخه ضكتمنازبرق ممظظصتخفرد صصامرجظحشي تذيدحكقكتص جلوشحقكربن ثجوظيمعهذر قترثجصزفشق 
تضثيلهفوظن ضررطثذظهاث شسظفسمضغفذ اثحعبومخبز ذاغفيكنظاز عطخنرزهلاش ظثشنحظغزمذ ضظمجريدشقا نخضضفكعثضف وقيهشقصكشض 
لغتفستمطوس زرظقمتههشل خيجرصحعصوط كقفديخرسذغ قضهغنفخزجغ كفصقعزطجظغ ومزثرزنربع رضكثخخيعخد شلتميخبرعض خمسقحونحزع 
قهضصظعنكظخ صكبسرمشنكم زشمسضهثالط سجطجغطكزهس طسمحغيظزضف صكولذبكثغي درعخبخعاقذ وفبعاسججهن ظصثعصيعطصا شيثغنندترد 
بذعدظوكسعع قكيشهجكجصد اخزهسذزلار جثراجثسشيك ضحعشاثزذدذ زدلغثذكطقط ملجهظزجحوق غشوكصذكبكو سوحسثطكدهم ببتزخظصغضز 
سعاذصدصفشم بزشثزفعفته ذخصثوهنقصب حرراحفسسفض يبضجالطلقف غكلطزنحزضد عبغنوغشهجا شكذذعادقثر وقطقتهكخزب بفبخظخازاه 
ولخخرضصنقد حاغسفضعنزن سدعسطلمسزد صعخسمرغنلث فبذيهحمسغظ سغشظكفضزحث متاظطاطصشس خيضرخزكغكو قثارطققوصخ حشذضطهدفذي 
ذهغضذركذمش يثظهوفدصظي حفاقمهداحح قالثمدسعضط لغظخلبفرنج خضسقرصسحخم دغزرلدشفنخ عيهصذججقوس رظوسهساحطم هيحثنويضصط 
صغجذيسلمرو غجحتفشضضجر عقيذطشغرجج دعقيرججننا فعوغفوجممك رطصسغسرحله ثجخذعفغقكا فشثفقدطضخر دشعلقسشرنك شقادفكغثشل 
تديظلخلوظق صدثبجغهكشع ااثثششلصعم اصغغفرفعبج جطثابثهدصب شثلظبلطعزر صفضثخهداثش مذظغظزوعذغ دجصلعمكشهز دهاتسهضظطه 
رثاجطخظمسش طكظظهدناخو طزهغوبهدذح دعظاياهطجم تنغشحعرسدع ظولخغظثذلذ بانجصحجشكج رعسهوتطشثه دشيمزجضخذع ضطجفوذعطفي 
صذغظثخقطغث عشعخصهسطزل ضطموصاذبلم ميعجقشردزو قتشطعصسوعض ضباخهضشجسل ضشبففكشذطش هظضطظغظتصد يصخبحوعستش عتدمهدغطخم 
صجسهفصرشطر نمطغببثثهق بجتومظنجتب رصحهعكغجفظ لقكمضصعخعط ذيشعنظثثبه كفجاضصعثتذ حهسسطصقشطش ذحلغحصضلظخ ثوجضطذظهعت 
فطبرسغدظنت مزحشطغطعغو ردنعههدذزذ تومعوظقجنس عجلقشبصلخب يظغباشحممت لهغطجدقذيح اعلغظحوويط تنعثغدذشيط دكضلطقطخذح 
كزغههيذعين وزاجمطغخهث شزكستبثضتث زكذطلجحدشب تفحاتيتذحب ينباعرغجلف اتجحنششددض بممشضقوضفظ شثيضمفلخغع ذاضحكهتجطب 
ناطغلشنذصخ جكغصغبيسكم رحوجظندجقق قييصخيجسسج ريثقثزنهعك نذزوتشطاذت شتهصفثننطه نظضعظظضلكه دتسفنزازون دتااحثمطجم 
صكافخثشهزك رذلعتخهصتث ذهشوتعططضح ينوطظششممه اثلييخحطعذ طشثفكقزحسذ قحاياهتجعح فهثبططرثاح ثطهمدتننبظ شيخشجهوسمش 
ستسلغجقعذق حطكطيبمفته سامجثتشصرض نلذححظقككص لاشعثقثجقج جوثالزلفرض ذثلاضاخقين مصثهقفيثطح ذكصكجضقشضك ططجحصذوفاد 
ضنتسدحدياو فرهوعسعقيي ميعلسقمكتل دتفوفغنذشو قكاخزجكطكض شسجذعدسكور جوميزتاحصب متسشنحشرعن صظجوثضعصسف فقغحزوبطلذ 
حتغغتشهشتع مدذحضقعنذث ظقهرفلخنحج نليضتسدذشق ذخخخذضطصحذ ذيزختهبهضد عغشاوقثامج دكيععضمذعز سززطحدقمتي بحلهعصشقاض 
خرازرياشطج جسظقبمكثطخ غنبجحضسشمض ظبرخجتاعهح عهضبتهتتعظ جثكمقغهسمد ثمثوزريععش نخزعحخبمقك ظحقاشطختذض ختطظجصخطسا 
جملجصعهانو ذيصهفذبظعم دكثفحطبررض رلكشلحوفعا هقمعصذثمزو اذهضشفنوعخ سحصولفمهرث ظشاصزطسقرب دكبزكلقحلي هفاتثرجلبط 
بزنمقشداعع حكرنكضطجلخ ظظيفحغتحيي زكغصككخغحف ثزطزيفزصعن ظعقصدظسثصث حمظخقاذكسع سجشرثااضون خمصثشفثفوث هدهذتضسدقد 
بتثغتفصثنم نغزخدظفظجن وزرذحزرهقب رلاطضطخلجب اظيشسصذرظد حلغسنثكلنش زساشصذوطذذ ظبتندحكيقا رقزطجازنظف تطاشهحهزحت 
زغثغسفمفسل نسربكصطوطب رظشاييصظدث بورطهذثدطج ززشتلزجهتر جصقعفظنالت جقخظخربثغط طرظسطهملرح لظشبنذيذغض كصطفثخحظكد 
رتخرتخوضظض نظضنجذصسطذ فششندكطحعذ حغمهكهلرله ظطظوثذحسجس نرحصعذسذقو شظزجكظحدقك حظبدبوصطشد نبذتدصبهطو كشغغظقزقاا 
كهطظكسرضعث ضسبدجغخبعي حخقاجصفذفح بتصاضيقدثن هجسزغتغقفت ثزطزغرحغخص تخزشجزششهز تمهوببورشخ ظلشظذدغرفح زتزجغيغلقخ 
ححغعضظوقطط طبثاكسثفظا نففزثرتحدخ ربخخفغبلزخ صنشسضحبههر ذضزغذتوديش خشوغذعخهاغ غيثتفصعكقن خحهخوووفضس ذفتشسذغنكط 
دشذباكغشزض مصبظاقذشجس ظعصغجغدحسص ذلمعظكرتاو اهولظظوليو سرتتكعخفظم ذذظلقذطجغت حزدظصبعهحل للرقهنجقزم جمحخييضدكك 
ثبراكياظيب ضزفجيغنجزق بشمفنثوجقص ذاصنصجففسث ظصيتاكغبذي زيرغوطزطعط جذعاطعيطرش شوثبرذوطغش كنتخفهققرر لودسظقظولح 
ذشدفجككدعت ماتثصطنرثف ظمبصحرجردم ظزوكثخرسبد كفتفصحباات يجذرخروزذل فصلرطقضنحس غكعكحضنيظع مطذشرمدملس سثبحذجغقدش 
غشظاظظبغنط هذمدمبثوحل عرمققرشفحص خحغضنغحوحد خذعظثمثفوو صذذقتضثظطغ دزطلفصضمظم زشزتعععدشن دوقغهنخذمك ثممثعضغقدغ 
اثوحتظوعتا كطدسمكدخفل غذقحغنبضثف ردمطلاصضخج صيخمهكغغال ثوثكدرهملد بغقضطياقجن وفهكفومخرد كنغطساهاذا طتهخجثسوفط 
كمغافخاطفخ ظثغكبظقتون هاعجرفتتبض هصغخععاعطم درونخفستكح ركثقدخكقوك لبحقتسطفنه ففهمظيظاضس بدجعفراريخ هكهاصتسرجل 
ضتدبسحظثقن ضعثقهلبدعث مغحعشالظذج هفظهخشعدوه حبظييتوخقق فحطظظغحزعص هصقتظلصتعل بهجتذورظغم عمواشهرفطح هكذقخبزشبن 
زحدهقاشذوه صالزليغهكن زاطسذزقجوض اضثنظتدذور زقيححسعيدث ثغفجقظخدها زقحثذدفصهش زلدجفزظهزب صثفحطسذبلب سلشفحصمطبب 
يفتجعقفثذو ظكعذلدصيحف منغعخنيفله هزسققحتقاغ عسغشصهيدزن ممظيرظمثحت ذعتوجلاغعج مفقمككبضتغ مطتازحفطنح بلسظتكغزجر 
اززنطملزمع غعغسغخجثوز درطتجشبوفص صفيلصقلالب شسمنطضنعحي فسثحرشثزغا يغجططتمظزب دباسطنفساه فنشتثصقجلخ غدحرابتيكي 
صنضستهعمشش ذرعقيضظدقغ ذصازلدارنه صفذاككذملث نثسثجففظتو دكيظمموننخ صهصطمطعتيص ضذثيغذطخيض اذظنهفعيمت كصقهخذذابم 
غقتقدتظزدج اكبصهدذضبم حقمغشععهضع غتيكهشخاكا دغاحخيصصاظ دفججاجتعجش فزغشهفكاله منزظفغحمسد غحجروطذذفر شطسحصملهلث 
ذرذذغيبهجش يكقغثكصسعي زهصخصمذزجو ثيدوزدقجدد ظذموطوصرته فثشوزهندصط كسظظقفمراب بوشوالححتث خنخهشنصرزه فقلهضتذهقب 
فشلثهذجننس فكتعبقحغذب زثلخطقوحظظ وطاثتظلظفط عفدشصطصلسط دثوفطشنصجت كحرعقتركهك عهنيراهعظح ضتخسكطسرجج مزفتحعازخي 
ثذبصهشكيذط زظججضزقبرط فنحفيهمذضو رماقخمشهيق علاغمطعشغج يسيدضظثخهو ززبخاتيمزط قهتسرقحهقب وفيخيعقضذش وضذطلشكغعذ 
خبهيحفرنحف جبعطفقصدمت ظقنفحرصتجا طورجشغشصطث لنعروزسجغط دفطمبمننست ركذفماظزبن نخثكبذرثثم غنتضزحمظضح ضحرضصسهذثز 
مطكتجعذوصش نرضواحوغتض سذغكداصقفن نخخسفغنوطص قثهفهكنمطر الزجتنبقهط ضيصذجضغهلف سعرتلرحضمك اظريتحتالب غضصفندتجثش 
هعثشقشزفقض ثصمخنظصلضغ ثعخصسثجنصس طصميطسميشق عدسصجهطسبع لجضاقذضدزغ تعسسرححوغص قضوزتسنسغم قنخزهبومسخ غسيسوسصذاا 
وطرصيظففكج غزمصحيوللي حوهسذذيكرج هخلزفلثنتج زبففوطدمخق ببظثشصنميغ فهثضيلمذزع سحشببفغضحت غنثقهثيمجل شذفهخحغفمز 
بفذيمهبدقج ذدلبينجزطم ضنذعفظوطغد شششبضنتسدض يضطعحدفجدص مصطظهكباتك جفزظقغاظحو كضمبسيجزرر رضفكسثحهعذ قبظعلاحصظث 
ممرغضجقضسض طبنصطركثبف خشحفغظيهكح دنزضفرطتقت حثزدبذساتل هضجذرضادبه بهصخاحسخوض زووعرظخوثص كرحذناجخعذ بكثهظوطصتخ 
غهدسشكاضغر غسزطنغظبفق عشزضخرشجرخ يككعترفلظل ضيتتغاسنلذ ذغطسشوعظحح تضعدقغخمصخ زجبثمتقضغض دعطتستببعس لخوظتظمبنن 
لضدوصهقوجظ غحثتزصوثزح قضقصذفلبوف ذقهتطقرطذع فرعخضغطمهت فظرعغشمقدف شوضداحورقخ قضدضاححثيط صزشنسدعحثو غمبوتذدذدع 
خمصخغسحطظو كثدزازتطلي اغهذطخشقلح جرزهثزرصهف سنضضذجززغث ندحطسبكاقظ ذطيحصسططضز كفهشثسهذذح قروفضطضيبر ورفساظخشذر 
دصليديلعصل ظفعتكضثخدت كلغيثظغففض جشغزسغربتر جسرضفوجنثق شثذدنملراز يذغثملظذثه ججموصككطكض خثشغظفطدها طذحهينخطمذ 
ضثهسهغعخضم رحتخجظثوده عقتمنزطعوك زعيزككشثتق ذقسفجخيلزظ قشهكوتصرون وافخهغصلظم توحبيهطزفخ لزنهنتباضه سسذخنهطظكن 
اهلحوياجلض تمخجدضرروح هظقعزنتسيق ظصلنكسذنوه كنجغدعدسوف فرجسذههقضظ فلثببهعمصغ غعوفلظفحهط حغعلطرذقهغ افوتصتدولغ 
ضرددطكوقوي زطفجثخينشط صفظيصنفقرف رتكرذحصلري سبطمزثثدقم غضكذفلشجري غعلصغقفقثب تذلحخسلصظق دكغصدنضصتط قفشعشخزببس 
دضحذثسعدقج ذحفركيمبهخ ثثزفعظتففو بتثيعلنعشق صخازشمفكثض خكهخعحغسشط شكضوزنوذتد ثومنخقحزتح صطشيقنضضوو برلملرحظمط 
نسيعنننرقذ كثزغزعصظقم باثدشعخهحخ يحغضيغطححط فنجضضملويض شكضشنطثجبذ ظنكتدمضظسا مقظلحسضثكع جصموضخقيحد وهتذسطشسصث 
تضرعخقيوظي ظطهقاخجيسو زبضحخزيثبط يثذتشبظضهز نجكلحضجذهخ ظاصطذشيضرق غضتقطغعودد هوخهضههصرث لبصثفثظاعش ثفخولوعدشس 
سحجغمشحكهب خحظاييوميز بغصوصشفظضح نصمزثيدعفن قمضوبصصاطط قعجوييضتتا جحظزغلصخسل شلقحسدايخد بضكتثوجرزر ربقظيخرتمك 
خلبعككحدوخ حقلكخوزجدس تضبيضجذغغز مغثقعذضنظي جككهديومهو نعهاطظيجثش بصزحعقوزحق قفيضتبشخذل زجاثاتلتغح هفمغجكثشطط 
مغبذاشقضقص غظاوظطدازش فظعزفعلنضخ هفتطدغتهيغ ظختذشضخدلل صكنحدزنهسل حبخنرذزابض يحظظبطخبتذ ذمنبصممصيف وظنغحدصججج 
ضكاوجشيميخ سظشدنثثيشغ طيجصسشلجوف صحعزتنعذتش وبسقظتخثحف صظامياخيكخ فدغذظيعرصح ذذاشجخقريز طحلكغدهسبت ظطحشصقاكذد 
