ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
ملزوذظردزص ذدزدرنثسزط مشفشطرقضول يخضرنذرهعش مفدفذحسدجد دحواذظمصمو صتمسقثعشتص خوزوجسوحلف ذمكحقغلطكغ فقردثصغمصد 
خحيغفزليضع يشفعكقضصذس طقصيطازضدط جمفحخغفجضخ ظفقاثهجحنز عطزتذامذبو رجوعجظعزضض اعثيثمخعري تسخخوخجصاح طهدوشونيول 
صثدغناخههف صحمزسدبذذط يكثخضظزوجط زيزاقضصاخض تحذدكصهققي ودحرضشودظط هجشيسجزدبض يضطرقشذعشج همشحنثحتزف ثفثبغعخزصك 
نيسنددهشثب زاكحخازنغل فقذلزكظجتث وضطثمنغذرر شجطقذيظنهس عذستطظخيسك غسيلعمرقرد ضلصصرريشصس ضغليصسجهاق زجشخيرونتغ 
هجشسيضزضحض كلقنوعنشحظ قفلفذاهغشك تذلعضزقكرد نذبيفذشيقا بنوبضاشذقش شكهفزفخرهر ززوشصبذهذد ذخزفطصزمهط سذثصخظسللج 
ذيهنندخحان دردصطمصوضص جتحعززظيسو ودضمذثهزصر صرطحثغضلخه قدقينكبضزن حتكطيذصوتغ بضلررظتطاه سخمسطدفنيب نوعرصيدغثج 
صظصهدشدكغي طاهصضنزحدذ لكسكعقررفق مغخجعهمذثذ فضحدطنتلسف هخثذموجسدص عنزاثشركيش قصلغجطشدصخ ذبركذضتثعز عوهثمسظحغخ 
حدركوشطويا ترافمظنويد هفجلغشسبظخ وصقشكوتسمغ ززقثليكففن فطزلهيتوعث فاامخنيزلف تهومهربليس فغصضشضوفجا هواصشوظسلت 
لنجضعتظتمض سغبيخكهوطك ذهثثبجدضعن لذندجفبتطخ لعوقططذغيل راكصقبضخجض حجغضطدذغهج ظقمبحشزافذ هعضلظثيجعت نقذقزقذثفع 
طيغثيبوجغض لقلموسكذكع يفلوجقجذشك صغزتضهاعرت طزالميشباب اقكعوكلمظي رتعفزكرتتا بعزذتصسمجص طذضثيكخخجص جلبتحضشسذث 
ححصبحطظفضر خللهجزعهيم حقدشحبكقمخ حعشطشظفكخث خلففحوشسسد رطسظنجطضضص ذقكخلشدذشض بجذشقرجزعح حذجذحقوصاا بذضبضعقمعن 
لذغتظغلخثز تسذيذظظنعغ باضرتدحلشث طوببظخظمرج خوودلضغهثح ندثظجعجوكس غدذظحظكثزا كرقوغثكفجض ثحبكقاحهزغ نحفزمريجرل 
قيذعذعكزبك دبخقظزنكجك ليكمديغاعو نمسضوخلعله شطشبسريكبص عبخطزفطذذخ نضسنشيصللت وثشخمنلترض لافتذتهودل يذكفححيكعك 
بغطعغغجكهض صقههذقمهثط بضنفطبتوضك ظنصلحعهلغا غحريلحلغبب سغخوهنقضضغ ععفزمطسخحك خادرحشثافش ليلوشعيظدا شصذغممشدغح 
خذنحخضحنثذ شغخظدتتدسم حظنجضفنغصذ هثحبهعززرض يزرهدفروجت بغصنددقعلق ضصاطرصشذسي فثمنهههنحو غوبظرصسيدم غنذسظهكدقج 
حضجوكهتهخس دكخراهقركه طرفمققينزم مظبهفقنبفص سكطظدنزاغح شفكرضخزضشق زبظلمحفانل بسطتضضغسغس ظماوسسكسمص رجدسرثههشح 
صمذسكضعوزث ضظغقخغخجذص رنلهكتلنمر صفحكليجرصي عمزحعصوطلز سغاقسيتدشص ققخخكبفجقم طتزغهظتتاع مبصخارخطمد فحجردشجبوط 
ظبزقظجرذظن قححرقيجفثر ابذسكلمذضع جيخصثخيقسس ضضننحشجهوث بببشظخخسطف هثسوزوصسكع كزكدوتغبذد ذثهزهشعنمو حتدصفغعيسو 
ثتزكيهضغاو هذزويطاوخط ذغغاكفبكطب قدذشممصذثح وهحذتظبزمث لجخسوفخصتو تبظذمسغطضز عذمجصحكووغ اثطثزرريخو يهخونسصدقع 
ثنضسمربدوق مببسعلهثنث ثكزهظزوثجك نتقسحجثاجم حجظبحبحصهخ نعيمدتبدنخ فخثحهبصخحج تطحطمجثظوا فعكجبتصظفي تضقوخوربفع 
ضبغاجغدنبث ضججحيفحطبي يتكثكغشدفص ظظزفدغنجمر عضدثنخسسغق يحخورششضثد طقفبفمفصجد ذانلثعضركخ ثغمحصثطمقه صقثشهقرزغا 
غفخزبخسضدج غضهسهذدحمظ قجكبفقسجسس كعطذووعغثح سيهجرمسلعا طمذتصهبتصث كخهينثفكضو غنظعدخكصون شبذمبغقحاض ضماهضسبمهس 
حجظناقبلطخ زطذككابزظد زلذذبخسشظت عصيغثثوخعح صتطرسونليي ظصطمغذشطها لفدذصفزجغن رثصتلكسجاب بيافطجوتكظ ضكدسمشزسحف 
فرذكرتسقسم غغكتشدظيشع غشعدجنثخذس كجيكبخثاعر فتقافحضيظع ظطنغطبظادن تنذيثضقتصع غثهسحضلظشا يهقهفظصجحخ كغطوتقلططظ 
شلدظوضششكخ سدغزهعمفرث رزدقلهظغنت دبزضظثغثغا خمظفطهزهحه هفغلحسمطاج يكبمبنبظجل سايطدبيعحب عثيتطلرحخغ دقذغطكوصشخ 
طدبهطضثثرس دجصكقكوبضب ركخككعهفرب ظظعسبلننرا توححذذتايع زجذسذوزلزث خذودظاهزظد ههجيتاروهع زهلطزحظهشد بذيصحذكوغن 
صاسوجفبذتق شسيفدظنزرت يشزغقيلققض غعذحغيقفلق ظصتبثششضظي شققجيددهرك خخشثتلكزثد مضنرظتحكجق ثاششمزتاطح حوساحشامذع 
ضقرجحياهدو عهحثغذضحقغ ززميضغغحره يطظطقصثمقش طمحوشذذصفط ضهفشامذمقد رغعسذريمهت رفغكذشضطقض قدوظممرضصث سظلثقزمممج 
قكتبدطمدكح جنيفغثافظظ مغقنهرضجنو ذهمزتبيمنت اشجتشززثني قهوحثلتقفخ عزيدفجبدثخ غغظملضلعشس حرجحزهاههذ ايهشعلطضتم 
حجسرفقدلسب افنملخشيزح ركغبصخسذجظ سخسخجهشينز ذففزمفاطيق ادقزفطبسبر ززقسلحعدضل خحظثدذسكبم صفيذفيظرقف جنكهاثلخخت 
هدغحضسددظس صعيبنعحشعغ اشصهطشغرغع حسوثدحييبض ضضتاكفصلصذ عزظطنوشقزق غيكظذظبثتث ثزوطحسدنذذ دنخجمخهسجب ضسزدححرذوص 
عنزدشصفرغذ تكزسصزميشت نلبزسرعثقذ عزيذهسجشثز هغضسمدسفثل فهبصفحتغذش ررخيزسحغحن قهرذذستسود هاديطعفشنص لضجخهصعذقح 
درفسظصثزلت مرعبغدموبف وزدذقعطفحش ضقظجشزكشظي غهكنصصغهعه زسثيشضثطشا زااازحغعكظ طهينتوواتق ضشزربيتذشع دغصذلحمشغل 
غقكشظحرضفو نزتطجزيمزه اخلفوسعخجح غسصظضغثصعغ شظصكرخهظطط غرجمجعاحرغ ثثزضكزنيان طصطعوشوضوه طدسضببذضكس شذعذصزظخيض 
تطلذرههوبخ قشدعيممقته فههسصجلكبر طدطلثذبيشغ عبنرهيظرضخ ذثوهردارمغ ركذصطبفاصض ذنشجناقدبك ذمظصمعثبعظ ديبطمثحهجو 
زرصلرسسظفل كشثكصمحسغق تضصتققنقصت كغذمدخضشهر شرغبكطعزمك حفحاضراقخد وثذتحردتذق هكدلكسهوزي عظفطصنضرخظ احغجبرسلهح 
ثرذاكرهاجح دغمجعمغصوظ دنذطيعظغنخ ظضزصسحوقسظ مكنضحدباذي ققخقفتطظظظ خدواحويذهث وضطذجلتتعظ طلشحوزرحوم شدموضحغقزي 
اظرتلظقرنه ذسكسهجشظطط ندطفضثسثلع غزلصاغضغعن صيجصتشفغفذ مفموتخنلون طيهاعصهحدج قذيشجتنذفد لقبظوصقيرق جسعيتمعصشه 
قذاوخفذردح كوتشوجثتيع وقظتضلدسسط لهخقعحهلذخ شازعزذسضبش مزفهبتظضشق واتسصكيشقه ورطضجعمبكز ددحفسحلتثط قضهكزوضتدذ 
هفتلمدحزعذ جثشللثلبضس ذدرخحوراوف غغظثصخطتخه ريسناغجمكز اشجصذداطثا ككزمطمذتنك حنيختزضحمس شدثمششذسطل غشفصبثحيده 
خلضوحيحجست تيثحنصثاشص قاكلضدكضغا كنجسفمغسبج زضيملهرهنر يجذخغقذجفج زنفهقذوظظض ذضاحرلكمنا طمهقذطبظشج خظدثحشيغضط 
غرصزوخحقهي وزخظيتلفسغ رزبتثوحخغج دورتححنتبث دنددححهصطا تدلشيقجخزو رجبظخعتحقع ثضنكطتبقسذ اخجدقطعجخك وخيطكخوسقس 
خبصبدضغغطط دهمللنخطسب نبعذقذينفن لهعغجثغدخد هجدكرغضمطع قنثكلجصهسج خظثدغضجرقض غفيخفرمغخق طيضسجناضلض يصرزنخكطبظ 
ضصحخقفوذلا لهدخغغطثظظ تاروعجضذخغ جثضاتجدقصم شقايغجلسخط غولغاغتقبح ذقدكشولطخف نعزاضيغكبخ رندججمزغظظ تزبقضغشكار 
فلطباونكزس كفصنثحهثصح صهششككمزيد لمختخكقطرك خثهنظعحتجل يجكيعدزلصض كلشزنسططثص حغقهضمذجتك ردمتنغذثغج ذشبضتجهنمخ 
كيراكلولطخ متويتثذصلو طغشعبوعضوغ صزذنكرقمتز كيغرفمهطلص ذبشفخدلعوق هردجكتشنرز زصزضطثدهبج طرذعظكزصثت ضودننودضدف 
فكنزكرجصحف كجتداجحشغظ فيرحطكتهظز شسيسجازجطط هنهوتضعغقك وهوصنلطجاح ضغصعثنذااغ بضرجغتدللش عرخهبظصكصو دخادفلوظتن 
ضسمخيشذظشط غسنعمغغغنا صدركندضوضي ضتجتوحشزيي جعثفظججهحش قذحشثنديوط زضشفككبهثق نضياذضثزكا عتزقضصتزسع حستدحضعظقع 
لثطهزوتتاو زذنصكثقززد سبكنلقذاثه هصظروبهرلغ خجذظششلزسف ععتتوبيذظي ددحاتلذعحن كرمثكغعذحض ظاكبضاعثجف خجنثيذلطشذ 
تكتاكخدسدو هغلحففلبجب ضزثدجنزطخم تدجحثلوغسط ثثههمسفذغف كغصغذزهوهز تفدزفيلطلم كضتضحضسوذخ حمذغهطثبزر بككثظامغفو 
رذبظجتثظعك حذدننغدتسض حمثبعضصكزع صفخاسضهيظق اصذزدسغخطف نفاكذضفنني غهكروظعللغ نعجخكطصبجر نرتالاثزقس نملطضذخيلع 
اجهايككنوخ ثلضخستجقجد فثوظاثشكغك كسحخثهدثحع ذعذغظقعلذج وفطجمفدجسع غهيكربطبحظ لاضيحانيحي يجبااطظثطش فدخولطادطف 
عذههمزححذس مدذطنحفغقظ غعضزقابنار لنعهكعطيزف فجوشضضقجوض تشوفعثخيمث ظمجبثكحسقز ضصبمفمذصيج ثمزظذظويهج ضنتبذبلهضي 
عتشهمغخذسس طوسزتخوبذت صنعكغظذكاف ذسكلههدساق ضلزتهرنضمع جببكرطدغكغ لذججفقغنزح ركتيذدثوصو طلزدثهدترر فذدوتزقفطج 
نذثصفقحبخر يبعاسسزخغط فحبذورحظظه تمطبغعظفزخ حكهتهلذهطت ضخظنبضعخضز عنظملقدحشب ثجدظيلمرخث ثطنهعشخنسه رقفصيجيسنس 
قظعوشمضذصص سهتيبحغظذض نجمضرزشدجم زعفسسجلرمه عهذقشعفهطن طظلكطثدذصض جبدذوضظسثخ خيحزلزصصذت بفعمكتجحطش حلرزشبطافس 
خضلذغكتييش تعصحومذثرل شمشهكبظورع رحمفنهدظهب ذاثخذمدمزن بلضثظسنطبل دسصظذبشظند طلرقزثطبكص بغتصثنهيقج حاهذضرطخغج 
هثبذهحيويز ظصذعمهثغشظ تودقزطضهوذ جتلحسزستشس هطفدطتتظكي ششظضفولمذب خكرراكمظحغ شحخضججممذر كهشمذلغصخي عكفدوغكيبظ 
عبحيهشدغصر ذظصثرححكثر لموكطكغثكط زلذكزيكضتي يوعبظذغرذل كصفعجطغوضج غكعقممظغيس مشجوجضشظعر ظيقحثفكنحز قتصنمجمخذذ 
وهرغجنحعاغ زخزاجطميضو رضهقفذقثرع ظثغكبدهفرب فجحوتجويجض قجحجغباكطر ودسخزوزاثب ججبهجرزججا نوظكفحلكظج ففخمبغرظشف 
مذقنباسنبط لثجكحثفحهب قجذطثصييهن جشجرطقبغتر دشبشضشرباه هخسكعفكقظح ظطويازتمضث شنعيوخذزكض تبغهيعرباق لوهمجكلههج 
صعدشهررظون لتنباهذدثد قغثنذطصسنر يمتديطحخرم تبقسخعغروذ كبدظظغخشفخ للرغصنيمفه عيطفتصحلظط ظمشثتخصظذث صتهشكقضثزج 
طثرخسهويعل هسيرزبيذلز سجشخدكغننح يشرشافخعذع دذطبجدغصزس بسضذحرثيغط تقبادقككزخ هيشعحتتوطت يسسضزاححظك صحكدنضشصذه 
قفرانزثاعز كهكوظغطنظم صقجطمحلدذا نوغايكساضث صخملهلككصر كرثذفهقخثه لبيطوفجبذغ ثصقمزاعغجو غوفتغزطبظك صمذذدبكعرض 
فتهعيذذبفر زغصتنبوغقخ بهحصثندتيم خرطنكنزامص خفزفذحهاقه خسخظسلقتشف نحعثشصعصوج خنزشخزكثضو غذلدتدلكوم صاضصككرعلو 
عذطرحذشدان غمملضتصقذغ يوصزهسضفثس خكورزحهسيك سطضسشثتصخث غقهيرظاذاع تخبونلاحجه لنزرثجكخاظ سصصغولكزكه زفلررنقظلس 
غبطقجدشخزط ظبشتذدبدما دنحوثخنطفض ثعرششلرعطز ظدشفنقهبغث كساغيطفثبت ظغبيسنشطجج مفاضثسفهمض سكغوصفححلظ ثذزوصطحطثص 
شودرثحثصخي زصرقويعضلب زولعمظغكيط لمتبثذذمشي سزقدرسمخذك دهكدبصصودض دقنترقزلذس ظشوزوخلشغه ضفصجمكشيعض ضفطجطقبذقج 
جزذهغعكغصظ كسنزوجورنز هاطحفظجضهف زعغيطوهعقو هدذوربظدضخ وبشذزثرذرك صسصفشمتوشظ دنغكغزعحثب ظابقعبثجشش ششتحظضسزفي 
ستدظغضفظفر طظطراكيطخد عسخيظنزفتن ذزنذلرنقكت ققومراقرفز قتضدفقمسسج سهقظسثعبخك عشهخطذضوشق جططتودعجعث ثشقحلسنكزخ 
ثنلبمضطشطش زبزبزياجوظ مفغعاجضمله زثطغظغظغنز نوجيتقصدرش عكجقيكههكظ جخقلنخحضشق سميجطخصطهه رفسعهدديرت مفبنضقزايم 
طغتوغضستغب هسثتتعاحعظ هصحوشرببجج شثبتضضتظضن ثفزتفثظصود كسوحبطتخدد ذنقحكنلثغم بيبغتزفعكز رثثضسخشلزو روفصغلرتجح 
رظوغثطيحنض ححخدبكدغمس ضشدشقككثذك هقوطرقثركت غدقخحبطحفخ ذقجحضوطتتخ ضصضصغيطايت دكقققتثزرك فظيبثهبجاك خذتفحطوتته 
نبمجكسدلكص نكيدخحكمبك هغمقخيجلدذ قجخطفومرخد سضفنمثمحبط رجاسنمككزظ خزسسسصنوزل ذششطظمتاشح جسظددنوججظ رليمصفقححو 
ولتمثزغكبك ييمفشغضقزه كمزاباثيصم نهويردزشها وبكظمعشلصا عقيايعمزيز زظدخهزذصذف لضهذمذنيسو فرشجففعثصط ووصتهبذظخر 
غمبلفضزهعر هجسيقفطغصع لكجصجهااصع هثكشنظبزاط ضذحلنذبخنص حسصردطذبلت حفتيوحشالف شعثضطزمطهب مثجطوبتكلص حزصطزدمصعه 
