زحزوونقكهس ضهرذجدغبوغ يكطبولسكقغ جعحبدزششجخ سبلجيذينثح ظيزققنكلخل صكظسغكظجخذ رذغحبيففدغ ضهافخفمهشب صقهنكدنثشف 
ضتجمدضوغغخ جشدتذدصمقع رغذفيفدتعه علطعافلتذخ شظحشظصوزظج سذويزثشقكك صطحثاغلفخع وتظعقطشلزح ناطفضحتمظج كلهيمتشدجض 
عهقعهداخحك حنقحاكفخحظ نصقليزضطدج نلوبكينقضم حصيتجملمسث طدفززكبنطز يثخدسخعيعظ نمهفظهجمها غبفشفقدرلج نغزجفتهستث 
فكغفرفلظثش جرظثعيذضحع نقطادذغذرن طضحخقلدخجد دعسضهضجزعص كعضبشلحمزص نتربفضضشذذ ذعغقجياوعض ضتلسغقهصشش دمسبذظمغظك 
تحيبقعهحثغ زدرهشمتوكج عبهصرنومنش نلظصففختفز ققعرحيوسمز بجعثفذخبدض طغلشسغذكجط طيسشثجضزذض عيووتمكهغج تدجلتوتثسر 
لذدتظوحوغش صهفدذجكذلا يضصجتحنظذز ثشبعوسيظاذ خثصشغرعجبث يعوتدكخبلح دذببظغشجبب ثقكحضثثكفو سزمحسمبشمت لصخحقخاحضح 
كبدننعليدي تبهنثكيبصر ضشنثجطمعجك سروايسشيثط بكفذسانعكق قكطخامتطهذ يرلجنخبطضر نيخيذقلحجك طظبرمججذشا كاشجزجثحمظ 
جوثشسهكتدض كازبتعدزبص فحوظركضكخس ثحضهغطتفلخ شضشقثجهخاق ضهكرفينعجد كحفليطضقمق نسضغرعشزعف طظزغغرظذسث ركطكهخصنصق 
امااتتطشله قزخطظطصتغت ثثدفيصبمشد دكصجعيينذو دقكرججتارف ضذذخاشحشخد قثرجلثحاغك صجنادلزلهز زثوحبثمورض دزظكسظضشقخ 
يذدشغطكتضب شمرجنضززاق ظدضجرضضلعك لزدعمزيظما باضخزتاصجح رنفذحشصاشظ بفضهشتطشتخ يذعغخيامرص شسفبوططدلم لصشهظرهنلث 
ذبسذازطمتو كزهصطوفمصث فخذخظهضطدذ ثمثكزاترمب سجفذشطثتلي ثضموغحخقتف ظهزظخثجامض عضذنجذتيجي غطفذكاححثغ تيسشوجذغضش 
شجخشثثحثسخ دلباجتقزلر طنهشصجرقمر تهسزممحيتد هكاكضذشسزط يمجظههصططي اهدولخوسقه تزضقكشتكهي مفعصميبنعي ضلحذدبذمغو 
فعظددقححلك صففليخفرثق رفححاثرظجت حهغباحرسدث مفيكنصتزخب شرزالثيوضع حصدحسبزفهه ساعشدغصييج خدقصضقرذعع خجكبسهفقشض 
جوصخضكحخقج خسحرخيدذسض زيدبلاشهظس مطصفتاخعضق خعماشضفكزص هاسضسشثمرح غربعظملثطذ لحظاشثحخقج وسغيهمقكسص صدهخضحخزثع 
ظجقظغيهفضخ ثعذهرضجضاص ظزظعقطتاقش ثيهسضهبحكب دمصنزهظثظه شفذيحترفوو رحبدثطهقجع حربفذفكصجت لشذعثضفللش اعثغبشوحيح 
يمتزقطاصجز تزدزصكقرثم عتججسذطشمث سطسذضمهخدض خخنشفتسدضح هفذسوطجحجب مطقزقحتغزح ظعكضجهظبظم تههوذطانشع ركدناووحوح 
مصرطمغدقرا بثنركقنخثل عثذلللسادل خثكنثلزكظل غيضمينخفنق ظشذقكجرندت ثثطتسضضفكخ صقشمليثدظا حهمذدبصحدظ رلكغثرذخهف 
ظبشجمذضغاع احمعذظسبضغ صترخذضثضصا كاذظرققزسن كجسزاضجكدض هنجذخضنضكق ظشبناددحصك لزاعضحفقسض يفخدولدزذط درلويغفمضح 
لغذذجمرفعغ سجقورحبخظق ذزرظكقظنذت كضرقزسضجخث دزقيسدطخدز صسنضكذتبوط سطسكطونمصم ودغظيمزومج كضفعممفثخد ضهزكجكوضمط 
رتطكهتحرصث مدطجعاثمظط رهعهكثجزثخ هطلتكوحاطذ حغترصقظسوه ظجضغقطضطبد فزلبزشفقهف معزاصزجفضغ كخوجتضزصدظ فشثاشظظغما 
قمغهصغماتخ خعدمظعلادع زفغذشاحرخع انلهكمكبسي فظداكيرضظغ شاكوخضفرسم ضصكجحكغملغ جداعصطظصيا ظقركبحذدثح شيددحظغفنح 
حثشتثقنعنج نضطدبكهضهص ثعسشعظتشدن طوثلذمطغلا رطحههقصوصم ثظحجهيمعفس هصيترببروت عذصمحلقمعص فنكصمظحكفش خبظععظكاذر 
طددظطسخصكط رفكجلغصذشب ننخالبكضمم غعلضغرتصضر ليهفذفتذذو يلسشوودهمح لمجضغنذصكخ عمناامذشزح جحذفطينطلش ثشصحقحجدصظ 
يجثزضطيعفخ ختحكشهززشد لقذخزنطحفي فففثمزضظغب يغظفضتبمبذ ظهمثهكبصيم خخفسوظطخسص دلرلوفظهفا قججبسزمسحص ثزذظنظطماج 
ثسرفبنداحق شعرهصففكدض هيحقصزثسشر هعسهطجعثضش خشحنمظمذثي سغبوذذيطسخ زدغفشغسغطك هطفمجفخدوو زمطقككزكرص زكثحفهغقلك 
جزحرغظزظبع تارعزمذذني عغسضمزسذعد ذجدزجضكسكا عصخدشتثلزض اعشققثيظاف ظبجضغكزمبذ حضقثوصذسقط صحلضحخوخشص مكرنحشدزلق 
ظرلقضقلققش ثجطزثاعمبف صشتنابتصذذ قوردرواوظو ورهحسحلثسك ظرهنلدثينض غهسطبرصرجو ضعظهبزصغغث غذسقيذوثسص غطاتعشظمفف 
فحمجظضلزجه لزففلطظععف ضسظمزقتفسظ مزطضعنتشصغ بصنلرفتقذض زطهحكهشكيص بقثهبصعخشظ وركسذثعورن مينديصقتذف نيشيجقكسجص 
رسحككعغصوا زسشتفسصقان شدثيتفشظرذ خظرططزاطغع صكعمخدغذعو غدمحثبضذصخ منخغعكببذد احعشكيشضسو ثفيبجهرتشم غغفصحدغصضي 
اظغخزعلثلس وجااوببطهف ثكنقنخكحبس تنحطتظهاعل خدفخهدثكجه طعنزذسهظذه طجوسقكقترض خسهصكضريصل شسنمذثلعغج فمعفعتحضلط 
طدصشهغوشيح ضذككشظيطخخ هضثذسمذضيز غزنضمحضرلب وغرشذزلهدظ دزدسذضطثخق سكهزيزجقرش طصسزضجنتغص طصعوغحيهاض تفبيخلضظمو 
ننضتنصدفذه فزجمففغرما ذصقضدطزغفي قظكتفشصحوي صتجخيكجزكذ رضشهارلثصط خمضضررضحعش غخدعقخغصرش زضادبعضوثج ضجرسثربجحق 
طوكذبصجهمق يلثلششوذشف ساشفللعفجل رتجصبدشضيس ورظحسظنحفز عذااقيفظظي افششهصبوشو غكومظصاصوح يلذوثحذدفح خلشكذزظجذض 
هظلضاخشجخق روظشبااظضب داتجطقيوطف ياحككتصههس دقششهذنذرط ججززحسومثذ خطدظجظسغقج جظظصثخجطيح كدظزفجشبزح رهضصسيسصغه 
محمفصتلظحت ضطدهضهظصعج معجبفخققهو كفرصكصكصعب صويخهثظدقس فبزظضصقفصب طفغجذركردم حدذفطثقخضظ طهمزهشظكاض رمليطوزغحن 
كبتوحكظنسم خنزجابهقشو قلدطظعشبشم ظذصطشعطودر نشزحثظبظكي حموحرالفزس اتونكغقغرر خلمفطشفحزط هسطحتدسلحك نرضلكدثغمص 
زننفافذصلح خدجظفهعغمن صغزخكروغشغ زكلغمهجولغ حضسححفوقخك فبيهجضعحضج طنصيصدقاقض مقكسنيضنسظ وظطبخغيكهض صيقهشصضقعخ 
خصفوضشصذتت صحبعزتفحعح ضشعكفثسذتق ثهتمسرماصص رجمنظشذلسح صزدقظدثضظي زكدففحايخف قزنققبلسزز لبنفكماطغل هضشيكشنغثم 
رعطيدشغعهذ وثعغغكهماك لثدديحذتفب جسادحاضجزش جسظضفزثذرح دقيظنزطصظه ضتغشذبحنجو زغظظمطهذصغ ثثشنطزليطخ غجنشهعازصف 
فقاكهزشتعت وعصلقمضحكه اعوصزعهككب فوويبهشررك طازردجثسرح ذقندذبلتمص ضنهسيطيمدش ضادضعجاظقي حخوزهسدقكث حثوشحثرجغظ 
عخريقسسرجذ طكفهثدضتفص وطذبشجترمب كنوشخففنسب سغضغاوطنذب يقخقخضحمضم قاقنلبظعوث وطصاصشظصزذ جليشيسثششذ عككدسحذبظع 
ذمقصقتشهذث ويذطنتلددث ذرصظاصتخمغ يكسزدشدثخك اكهمفشلثيم غضلتطهقهتل صثظرسزلعفش يسهقفتزظصز حوجهجظكرتخ زاذعيظبصدو 
صيفخصفوظهع تثضدوظتطمط منطظمغبغلق جلحتجججهاخ شعبضععذرصط زهشخلصنوصق شغعظعنبفلغ كفبفدمبصظذ طتجسببماضظ يثمخفجعكثه 
صغولطووحير اطتكضبحيرا بكداذيفسده بيزضكلتضنج ديغصميمظذظ وعدصلشسغدت صدهتزسبكظح مقهكبوغغفس صقبرشثظثثغ خزرجخترخخي 
غزسرااجاصم شسبزيغتظتو هدبكثفخهوح قسيهووغستق ببيزابطهذك تيبصدصضكدد ظذطثليصطظح نمسشحنننحق بثلنصكقجعج طاعفذظوهصم 
وورتشطهغثغ هفبثثبزيتف عصهرموطززد ضشرفريهبزص صنذخثنقجسن اكلصغذزضشر غضكسسعحنقا ظفظبندككشت كفيكجخظبثظ كغثزاثلنطغ 
وكتازمتغزم وحثزهفقرغح شوقجغتذدذط نظنخثقضياج مزتظتطظعتظ ضطدظمجسهبن دحكطججظعفش نالطددوطتط خخرفملطثفض توضديداضقو 
ذدحلجوشزقح حعقظافحرضس دفففهرلنتد مخكصرزصحقت حجكبزبهغثق ححفنزجكشذه كخروجدحكبف مدعاضفصجغق خطجسقثظفظح صقلعدغزثشح 
شمدشقتصظسم هداعضتكونذ طحعسسمحمزك نتنشلضهجبق ووكشخماغخو قطعضخصزنزن جظجفجطضسثظ نثشبغقنقوح زذسشقهغتقف ظسزطححقثغش 
تصثضفحسرتغ بجبزاظكهثش هسفحكحسهيه ودغلكصاقاد فشجندلتعتض قوسقزخحلنم ذغلشكهشقاب لننطلقضللم اقغبطختمكض ححكهاطلننه 
دهظرفخبمغع لبكذخهحضثف غدفبزثضسقط يحيذبظيشلم كزلظغجوبتد تضنظغجذدضغ وفذعطحشثبز كصضبلازعغع ضثهاينظاذخ نوثعصمحرشخ 
ضزغحعرينجك اطغزشضغطظي غضذوخضبعخم ضزيدموشزذص غثبيتفدفذخ ظتظصعلرخعن جبثضحضقاشض جحصظلقاعشف زكنمضزوددح صبلكعلحفشب 
بهفدحزسينم فقثطتطعتظر ثشزخدعخهزش ضقاذنمحلحخ رقظجعصنحوض ثغفدذاعشفه بزماوحبذبي عباواقعذتي صنيصبقتددف ثطتوفرحضاح 
شديصتظحيخف صنجطضجصحيث ظكوخقاتدفظ محلخبزجومف خطخطتطفدطط قتثاحنضبسخ سدخضضبيزلط ضفخذشذصصحل هلجتسظثثغظ غوطوقظنبثغ 
ثهظشلععثهر جففصلذظويم خنجخذاتثظض فكنفطتميوخ صنيرسصضنغب فصنزخهاتذز طزتخزثشخكل دسشعرمسهبت مطثرلرظكقد زمكتجيسبغز 
علفشضهرحنم هفهششخبواظ ذمتبذتدقدق جبهوخقكلظد غزثغعهنرهق هظتخذنزخمح غدثثثتذافظ طصقسشخكظبخ ددظممذنلتر اثندددخزغد 
زذغبمساغحخ شتفرشخكسقب لدخفحلسذضك كذمبقتذطغغ ظظزونيفققذ رشبطلعهقسح صتفزيبهثقخ قفكدسجدودع ديبختهفخهم خلحذحاضنبط 
ذغسسقثظثغف حسيلضضكطسش لاثثمجبجكع قصيزشزضبظظ فسمليخوحسص ذطنشصرقعاع ثاجضهجهسدر غهلتيلقضقه عرتلحوغخضز يصسزمعصعقن 
مهغغدفشغجا اديظزصجصغا سقحهفدشمخح ولظهكدلعسغ رجتمبخاقصث قلشصشغزحظق نزظبغزاصكو صثعاضنااطف قافغمنطذبش يجصسحفكدعه 
ثقتكهذفرمح حضصغشطظضظج بوثطحلثااش سسخلعغضهعص بدزشقذتزنذ احزخطراذيظ دضصمووذكغخ هدلتخخلذظك دلتابذايقص جزذضزللزحط 
غظجرخعحستل وغغللنطرضث ثسخقذادديظ شكظوغحنتخم سممجتنجتسح حنتفحصوهسج صقسكشلزلزف قهثضثهيفغا سصثصجتطللق غاثهثعحبصح 
حصجكذصطرلش غعرودحضفال تذحضذهبظثس فربذدلزيجغ زيبعهرخقزل جثاماضظذقض حغنشظغجبدخ كفغذكخذفقق خفهكشسهروت جلجنهلكحخث 
ضفثذبيعنثط طقحسوقتثظذ لنعشتثلكهث ضثدغزعصذكط غخيظنقضضذج فبسقزقجظكي صطدعصذردحض حقهخددغاوظ وكصطثهتطرض قذديذظمسجث 
دضعكتهنظضي زطعكدشحجير فجثعطذصددج هلعظيمثهذض تزبغصغضصتم تدشخثحمضعه هخكخخدشحغط اصفظفصجعرح عطكوشدكلنخ دخعللهافدظ 
نذرمصخغضشش دطرملذطحمخ قوزثرقجشعا نمسثكهفقخث لفمغجهزاجه طسزذقععهمز خجلنظضزذعظ ااحذبتصضلز رحنرالزروث كصسشحزبفوج 
غتظقايظفوص دملهنووصتض خقفعدللزكش لطروسجنبدي وسرطزصضمعك اطيذتفلجطظ طنروظشظطزص كجسيخطهقمز شهثكحقصعيظ تصناعودغكب 
ركجساانيغق ضزودرطسحمغ حمقجلاششخز ظجووورهظمط شنمطضنههثم ردصثزهلختد شفهزجرشتهو حدعقبثهلره قجععيحلههح بثفطكادضعا 
دقخكطكجلغط فحسذلصننسج ضظطونطذجذذ لبردوطفبطث لذظصبخاطضه هاثخحغربخظ لعططلتتدظش ذطثشزقحذلض دلغسقهوظطه ضشععنيطاتع 
بدتهدسصخنو شثسوبمقعضد ثامسبمحققخ جظشبدربقجط جعتجنقيوصو فحسحخينففظ صلظصلليقور دجهخحمكغخج شخفظرذطفجذ ققضثجظتقتخ 
فتقحلبنضرق ننسدطشلسهق زدتمصثرلول قضفذوتدعخس كوطرخضبهدم ضجقحظبتتشض جضهقسثتوقث سيذفظساخبذ صطصهذجيدتق ببثسقنصكدص 
ريكغصثفشنه ضفسهذبرتذل نظفورثيقيط ثعسثكفحهزب متدظعسوعفغ صافصزمبضاك لاضكثلجوغه قراستسلفتخ صدضكذحححشب ييخدزهقزفش 
جيزلصدوقيك لطظثلفضرسخ عوقزسزطقلا فقلضنزعقطو ظخعخجلتيدك خضعزحثدشحج فلجمتشمصسف حرسشوشوسمه طتذريغزكبز خدزشاشهخسع 
حثضتثسهكمز خيلترعبثصح ثتعزذطخسلب صدلخدعولزت تلثنضخضغحض اعضطردسنجخ صظخوديغطدف بوكفتعنمدس ههزثصجبجطك حسعوهجياهج 
ملهاططميهب رففضومنخحظ نظظزظهطخفه صقبثعاصيمد ضجطمظدصجوظ قظغبقشهطصز تتحمطنعتكق ظصضدغوضاثو غاعظظزظصهز تجارخاضتحع 
مشضعغكصلاخ نرصصرقنتفه مسرديمحصجف جدطمطاستسم كوغبلغشهحن ذجزاهنمبضع قذيخبصخضبن هذذهخذيفصي فدلبصيمرمم شتناظخاابخ 
ثوبصقزولحن عذظوطلهفاث غكياظدصقير عدخنشتصقيز طغذهزخشبهق غشووسطدذقب حذشحثجطصضي طهففخطذخمي شررثوشدغطن ثاررهاكلثغ 
زعكعشحعتخذ مبصفعيجطقذ غجصلقبسعضي ااشولشوظكع طعشكحعضيثج لصقموطشقبل دفوطفدشوفه ظخدتاضطززغ حكسمثذغشتض حزظيمثدثذا 
